,name,bar_code,brand,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,packaging,categories,additives,allergens,nova_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,ingredients_origins,markets,traceability_code,manufacturing,link,generic_name,palm_ingredients,brand_owner,producer_info
1621,Betteraves rouges -,52593161,,"['Bio', 'Bio européen', 'Point Vert', 'AB Agriculture Biologique']",['France'],[],[],?,44,"0,5","7,2","2,3",184 kj(44 kcal),"0,1","6,7","0,14","0,056",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Betteraves']",,,,,-2%,+53%,-5%,+39%,65.8%,0.0%,0.0%,19.7%,13.6%,0.9%,99,0.5 g,en faible quantité,0.1 g,en faible quantité,6.7 g,en quantité modérée,0.14 g,en faible quantité,-2%,+80%,-1%,-48%,-48%,-5,,A,,,,,,,,,,,
1622,Champignons Noirs Biologiques,6927777518573,,"['Bio', 'Bio européen', 'NL-BIO-01']",['France'],[],[],?,1370,"2,2","50,8","19,7",5732 kj(1370 kcal),"0,3","0,3","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,Marshmallows - BBQ - 300g,24735407,['BBQ'],['BBQ'],"['France', 'Suisse']","['sirop de glucose-fructose', 'sucre', 'eau', 'dextrose', 'amidon de maïs', 'gélatine de perc', 'arôme', ' Selon une recette américaine']",[],1423,?,1,78,"3,8",1423 kj(340 kcal),1,70,"0,25","0,1",B,['emballage plastique'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Guimauves']",['E428 - Gélatine'],,4,-5%,,-69%,+2%,+5%,60.5%,21.9%,10.2%,5.2%,2.3%,0.0%,89,1 g,en faible quantité,1 g,en faible quantité,70 g,en quantité élevée,0.25 g,en faible quantité,-4%,-48%,+9%,+339%,+339%,15,-5%,D,-5%,300g,,['Liddle'],,['Belgique'],,,,,
1624,8710998371915,8710998371915,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,Confiture de pêche blanche et framboise,3330790006898,,['Point Vert'],['France'],[],[],?,265,"0,5",65,"0,4",1109 kj(265 kcal),"0,1",52,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,Ice Breakers FROST,06895406,,,['France'],[],[],?,182,0,90,0,761 kj(182 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,Tarte aux Maroilles,3760060840066,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,Koska Körsbärs Marmelad,8690710003570,['Koska'],,['France'],[],[],?,286,0,"70,6","0,4",1197 kj(286 kcal),0,"70,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,Parmigiano Reggiano AOP - Monoprix Gourmet - 230grammes,2200507043007,['Monoprix Gourmet'],['AOP'],['France'],['Lait cru de vache - sel - présure animale'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,?,?,?,,,,,,D,['Plastique'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",,['Lait'],3,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,,,230 grammes,,,,,,,,,
1630,Jelly Belly,0071570004576,['Jelly Belly'],,['France'],[],[],?,350,"0,25",93,0,1464 kj(350 kcal),0,"22,5","0,4","0,16",E,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés', 'Jelly beans']",,,,,+0%,+117%,+8%,-100%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,0.25 g,en faible quantité,0 g,en faible quantité,22.5 g,en quantité élevée,0.4 g,en quantité modérée,+0%,-100%,-64%,+382%,+382%,9,-35%,C,-35%,,,,,,,,,,
1631,Cotes de provence - Château gabriel - 75,3245020004783,['Château gabriel'],,['France'],[],[],?,?,?,?,?,,,,,,C,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Côtes de Provence']",,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,,,,,75,['France'],,,,,,,,
1632,3274739950166,3274739950166,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 84007', 'Avignon (Vaucluse, France)']",,,,,,
1633,Saint marcellin - Le chartrousin - 80g,3760007489846,['Le chartrousin'],,['France'],[],[],?,?,?,?,?,,,,,,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Saint-Marcellin']",,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,,,,80g,,,"['FR 38.500.001 CE', 'Têche (Isère, France)', 'FR 07.079.001 CE', 'Désaignes (Ardèche, France)']",,,,,,
1634,Hot mango,5011308306515,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,Numéro one,6036000083815,,,['France'],[],[],?,900,100,0,0,3766 kj(900 kcal),"49,5",0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,Blécuit au chocolat,3002250000004,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,Telenn Du - 75cl,3484700000046,['Telenn Du'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE']",['France'],"[""TELENN DU bo BIERE AU BLÉ NOIR enueo A s d'onge malte bio et de sarrasin bio "", ""qu'on appelle aussi le caltive en Bretaqne"", ""la 'Telenn Du soutient activement la filiere apice calture biologique"", ' Cette biere brune', 'douce et legere', 'laisse decournis icate amertume sous sa mousse fine et dense', ' Ln la dequstant vos ernss Urt imaginer les grands champs de fleurs blanches du sarrasin', 'q dauent nos paysaqes bretons en juillet et aout', ' A mr de preference fraiche dans un verre large', ' Idem Du se traduit par ""I Harpe Noire"" en français', ' letedte Tancele Brasserie Lancelot - La Mine d\'Or Certifie par FR - 0 Agriculture UE/NON E 56460 Le Roc Saint André 75c Alcool 4,5% 3 484700 000046""']",[],?,?,?,?,?,,,,,,C,['75 cl'],"['Boissons', 'Boissons alcoolisées', 'Bières']",,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,,,,,,,,,,,,75cl,,,,,,,,,
1638,Pastilles sans sucre Eucalyptus,3401560032147,,,['France'],[],[],?,240,"0,5",97,"0,5",1004 kj(240 kcal),"0,1","0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,Emmentaler doux AOC,2092719020866,,['AOC'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,Emmental francais - Etoile d'Or,2204350003232,"[""Etoile d'Or""]",['Fabriqué en France'],['France'],[],[],?,379,29,1,28,1586 kj(379 kcal),20,1,"0,6","0,24",D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",,,,,0%,-2%,+64%,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,29 g,en quantité élevée,20 g,en quantité élevée,1 g,en faible quantité,0.6 g,en quantité modérée,+0%,+1%,+111%,+2%,+2%,11,-2%,D,-2%,,,,"['FR 88.446.004 CE', 'Saulxures-lès-Bulgnéville (Vosges, France)']",,,,,,
1641,Viande des grisons - Graubunden - 12,2293160026579,['Graubunden'],,['France'],[],[],?,?,?,?,?,,,,,,,,"['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande bovine', 'Viandes séchées', 'Viande des grisons']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,"['EMB 57032R', 'Ars-sur-Moselle (Moselle, France)', 'EMB 57032A', 'Ars-sur-Moselle (Moselle, France)']",,,,,,
1642,Terrine de canard aux figues - 180g,3511281604056,,['Point Vert'],['France'],[],[],?,347,20,"5,9",14,1452 kj(347 kcal),"6,6","4,4","1,2","0,48",E,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",,,,,+13%,-24%,+243%,-1%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,20 g,en quantité modérée,6.6 g,en quantité élevée,4.4 g,en faible quantité,1.2 g,en quantité modérée,+13%,-31%,+610%,-22%,-22%,15,-16%,D,-16%,180 g,,,,,,,,,
1643,Zartes Rahmgemüse Mit Kartoffeln Und Schollen-filet - Hipp,4062300261877,['Hipp'],,['France'],[],[],?,303,"2,8","8,7","2,5",1268 kj(303 kcal),"0,8","1,4","0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,Pattes d'ours pepites - Dare - 5X2,0063348056948,['Dare'],['Sans arômes artificiels'],"['Canada', 'France']",[],[],?,400,20,30,"7,5",1674 kj(400 kcal),20,30,9,"3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5X2,,,,,,,,,
1645,Vitamine drink,4008799092103,,,['France'],[],[],?,188,"0,5","10,4","0,5",787 kj(188 kcal),"0,1","10,4","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,Saucisse boeuf piquant - al jadid - 300g,3760114535030,['al jadid'],"['Halal', 'A Votre Service']",['France'],"['36%ande bovine', 'eau', '24% peau de poulet sirop de glueose stabilisateuts E451+E407 conservateur : E262', 'amidon de pomme de terre', 'épices', 'sel antioxydant: E325', 'arômes naturels', 'légumes secs', 'arôme synthétique', 'colorant: extrait de paprika', ""extraits d'épices"", '2% fécule de pomme de terre', 'sel nitrité', 'piment fort']",[],?,?,?,?,?,,,,,,,,"['Viandes', 'Charcuteries', 'Saucisses']","['E262 - Acétates de sodium', 'E325 - Lactate de sodium', 'E160c - Extrait de paprika', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300g,,['Carrefour'],,['France'],,,,,
1647,Le Petit Vendeen Lait entier stérilisé UHT le pack de 6 x 1L,3175316002721,,,['France'],[],[],?,64,"3,6","4,8","3,2",268 kj(64 kcal),"2,2","4,8","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,Accord numero 18 - 1kg,3770010211594,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 kg,,,,,,,,,
1649,Conference Pears - YogiTea Waitrose,4012824403222,['YogiTea Waitrose'],,['France'],[],[],?,2,"0,1","0,5","0,1",8 kj(2 kcal),"0,1","0,1","0,01","0,004",,['Card-box'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,Choco - YogiTea,4012824402416,['YogiTea'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,Abricots séchés,0681131862899,,,['France'],[],[],?,300,0,"72,5","2,5",1255 kj(300 kcal),0,60,0,0,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,,,,+14%,-100%,+25%,-19%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,0 g,en faible quantité,0 g,en faible quantité,60 g,en quantité élevée,0 g,en faible quantité,+14%,-100%,+32%,-100%,-100%,7,+102%,C,+102%,,,,,,,,,,
1652,Pizza 3 fromages,0207695033522,,,['France'],[],[],?,247,14,"16,1","14,1",1033 kj(247 kcal),"8,4","2,4","1,1","0,44",C,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas au fromage', 'Pizzas aux trois fromages']",,,,,0%,+47%,-41%,+26%,73.6%,9.9%,3.3%,4.1%,1.9%,7.1%,56,14 g,en quantité modérée,8.4 g,en quantité élevée,2.4 g,en faible quantité,1.1 g,en quantité modérée,+0%,+66%,-4%,-11%,-11%,15,+46%,D,+46%,,,,,,,,,,
1653,Gazpacho BIO - Liebig - 1L,112302670,['Liebig'],['Bio'],['France'],[],[],?,?,?,?,?,,,,,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', 'Soupes froides', 'Gaspacho']",,,,,,,,,8.9%,40.5%,20.0%,12.5%,12.7%,5.4%,98,,,,,,,,,,,,,,,,,,1L,,,,,,,,,
1654,Biscool,6130698039113,,,['France'],[],[],?,494,"23,5","62,4",7,2067 kj(494 kcal),"23,5","62,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,RXBAR CHOCOLATE SEA SALT - 52g,,['RXBAR'],,['France'],"['Dattes', 'blanc d’œufs', 'noix de cajou', 'amandes', 'chocolat', 'cacao', 'arômes naturels', 'sel de mer']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,404,"17,3","44,2","23,1",1690 kj(404 kcal),"3,85",25,"1,27","0,508",,['Plastique'],['BARRE NUTRITIONNELLE'],,"['Œufs', 'Fruits à coque']",4,,,,,,,,,,,,,17.3 g,en quantité modérée,3.85 g,en quantité modérée,25 g,en quantité élevée,1.27 g,en quantité modérée,,,,,,13,,D,,52 g,,,,,http://www.rxbar.com,BARRE PROTEINEE AU CHOCOLAT,,,
1656,Paillasson de Légumes - Boucheries André - 8Pièces,9014213000000,"['Boucheries André', 'André']",,['France'],"['Légumes ', '59 %', ' ', 'poireaux', 'carottes', 'céleri rave', 'courgettes', 'crème', 'œuf', 'persil', 'ail', 'sel', 'stabilisant : carraghénanes', 'émulsifiant: Lactoglycérides']",['Non végétalien'],?,154,"12,9","4,7","3,1",644 kj(154 kcal),"7,5","3,4","0,5","0,2",,"['Frais', 'Plastique', 'Aluminium', 'métal']","['Plats préparés', 'Réfrigérés', 'Plats préparés réfrigérés']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']","['Céleri', 'Œufs', 'Lait']",4,,-15%,+41%,-68%,-59%,,,,,,,,12.9 g,en quantité modérée,7.5 g,en quantité élevée,3.4 g,en faible quantité,0.5 g,en quantité modérée,-15%,+165%,+57%,-51%,-51%,8,+62%,C,+62%,8 Pièces,,,"['FR 69.027.063 CE', 'Brignais (Rhône, France)']",['France'],,,,,
1657,New spirit : Rooibos earl grey - Veganz,4260402485607,['Veganz'],"['Bio', 'Végétarien', 'Végétalien', 'Fabriqué en Allemagne', 'en:de-oko-00']",['France'],[],"['Végétalien', 'Végétarien']",?,376,"0,5",93,"0,9",1573 kj(376 kcal),"0,1",77,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,Pain pérèn3s pain complet,0260916015097,,,['France'],[],[],?,254,"1,1",50,"7,8",1063 kj(254 kcal),"0,5","2,9","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,"Jambon sauce mastère  8 tranches 5 à 6 parts - 1,574kg",0217762103126,,,['France'],[],[],?,128,"6,5","3,9","9,9",536 kj(128 kcal),"2,7","1,8","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,574 kg",,,,,,,,,
1660,1254166026452,1254166026452,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Ketchup,3760105899820,,,['France'],[],[],?,0,"0,1",25,2,0 kj(0 kcal),"0,1","23,9","2,5",1,B,,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",,,,,-100%,-59%,+10%,+54%,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,0.1 g,en faible quantité,0.1 g,en faible quantité,23.9 g,en quantité élevée,2.5 g,en quantité élevée,-100%,+57%,+22%,+26%,+26%,15,+24%,D,+24%,,,,,,,,,,
1662,Ducros,01472578,['Ducros'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,5 HTP + - MyProtein,5055534306314,['MyProtein'],,['France'],[],[],?,0,0,0,0,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Pâté croûte charcutier  2 Tranches,0209773012733,,,['France'],[],[],?,284,"18,3","14,9","13,6",1188 kj(284 kcal),"7,3",1,"2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 69.027.063 CE', 'Brignais (Rhône, France)']",,,,,,
1665,Plumcake marbré,8015854741001,,['Fabriqué en Italie'],['France'],[],[],?,425,"21,1",51,"6,8",1778 kj(425 kcal),3,"27,2","0,88","0,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,Apurna Gel Energie Orange Acerola,3288110162987,['Apurna'],['Fabriqué en France'],['France'],[],[],?,287,"0,5","67,7",4,1201 kj(287 kcal),"0,5","46,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,Rxbar chocolate sea salt,0859162007200,,,"['France', 'États-Unis']","['Dates', 'egg whites', 'almonds', 'cashews', 'chocolate', 'cocoa', 'natural flavor', 'sea salt']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,404,"17,31","46,15","23,08",1690 kj(404 kcal),"3,85",25,"1,155","0,462",,,['Snacks'],,"['Œufs', 'Fruits à coque']",4,,-10%,-17%,-18%,+267%,,,,,,,,17.3 g,en quantité modérée,3.85 g,en quantité modérée,25 g,en quantité élevée,1.16 g,en quantité modérée,-10%,-57%,-17%,+120%,+120%,13,-27%,D,-27%,,,,,,,,,RXBAR,
1668,Yago,3508473750608,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,2020003681066,2020003681066,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,Yogourt strawberry - Iögo,0629025420183,['Iögo'],"['en:gluten-free', 'Sans arômes artificiels', 'Sans colorants']",['France'],[],[],?,35,0,5,3,146 kj(35 kcal),0,3,"0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,Et suyu Bulyon Bouillon de boeuf,8690504644859,,['Halal'],['France'],[],[],?,151,"5,6","24,3","0,7",632 kj(151 kcal),"4,3","18,5","44,9","17,96",,,"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Bouillons', 'Bouillons de bœuf']",,,,,+29%,+37%,+65%,-85%,,,,,,,,,,,,,,,,+23%,+104%,+365%,+86%,+86%,,,,,,,,,,,,,,
1672,Confiture Pêche de vigne - Les Petits Fruits - 220g,3363470211305,['Les Petits Fruits'],,['France'],"['peche de vigne', 'sucre', ""gélifiant : pectine d'agrumes"", ' Peut contenir des traces de fruits à coque']",[],?,517,"0,1",61,"0,2",2163 kj(517 kcal),0,60,"0,05","0,02",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de pêches']",['E440 - Pectines'],,4,,+140%,-47%,+16%,-55%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,0.1 g,en faible quantité,0 g,en faible quantité,60 g,en quantité élevée,0.05 g,en faible quantité,+140%,-100%,+19%,+367%,+367%,11,+19%,D,+19%,220 g,,,,,,,,,
1673,Brioche craque 400Grs,5400134125320,,,['France'],[],[],?,311,"10,7","40,7","10,5",1301 kj(311 kcal),"5,9",7,"0,096","0,038",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,Compote Pommes Framboises,3222475484834,,,['France'],[],[],?,94,0,22,"0,5",393 kj(94 kcal),0,22,0,0,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes framboise']",,,,,+42%,-100%,+56%,+13%,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,0 g,en faible quantité,0 g,en faible quantité,22 g,en quantité élevée,0 g,en faible quantité,+41%,-100%,+76%,-100%,-100%,0,,B,,,,,,,,,,,
1675,Creamy Caesar Dressing -,0041321005657,,,"['France', 'États-Unis']","['Huile de soja', 'eau', 'vinaigre distillé', ""jaunes d'œufs"", 'sucre', 'fromage parmesan', 'lait', 'anchois ', 'poisson', 'sauce de soja ', 'eau', 'pâte', 'alcool', 'acide', 'oignon ', 'glutamate de monosodium', 'acide sorbique', 'benzoate de sodium et edco de calcium ', 'utilisé pour protéger la qualité', 'sirop de maïs', 'polysorbate 60,']","['Non végétalien', 'Non végétarien']",?,633,"66,67","3,33","3,33",2648 kj(633 kcal),10,"3,33","2,5",1,,,"['Epicerie', 'Sauces', 'en:Sauces César']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E385 - Éthylène diamine tétra-acétate de calcium disodium']","['Œufs', 'Poisson', 'Gluten', 'Lait', 'Soja']",4,,+166%,+268%,-66%,+24%,,,,,,,,66.7 g,en quantité élevée,10 g,en quantité élevée,3.33 g,en faible quantité,2.5 g,en quantité élevée,+169%,+363%,-48%,+3%,+3%,26,+124%,E,+124%,,,,,,,,,Pinnacle Foods Group LLC,
1676,Ranch,0775075400054,,,['France'],[],[],?,50,"3,5",3,3,209 kj(50 kcal),"1,5",2,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,Country Cookies Coconut Chocolate -,8710508075111,,"['Agriculture durable', 'en:UTZ Certified']","['France', 'Sénégal']",[],[],?,543,30,"60,5",6,2272 kj(543 kcal),"19,5","39,5","0,46","0,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,Almond Dairy-free Vanilla Yogurt Alternative,0025293003972,,,"['France', 'États-Unis']","['almondmilk ', 'filtered water', 'almonds', 'cane sugar', 'contains 2% or less of: pectin', 'calcium citrate', 'citric acid', 'natural flavor', 'live and active cultures', 'vanilla bean', 'tricalcium phosphate', 'vitamin d2,']",[],?,133,"7,33",14,"3,33",556 kj(133 kcal),"0,67","11,33","0,15","0,06",,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']","['E440 - Pectines', 'E330 - Acide citrique']",['Fruits à coque'],4,,+45%,+124%,+27%,-12%,,,,,,,,7.33 g,en quantité modérée,0.67 g,en faible quantité,11.3 g,en quantité modérée,0.15 g,en faible quantité,+45%,-67%,+12%,+30%,+30%,0,-100%,B,-100%,,,,,,,,,WWF Operating Company,
1679,Terrine Van Zalm & Kleine Groenten 200G - M. de Turenne,3339332200022,['M. de Turenne'],,['France'],[],[],?,193,15,"1,5",19,808 kj(193 kcal),8,"1,3","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,Haribo Bananes 3X1KG,8426617064501,['Haribo'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Authentic toasted muesli dark chocolate & banana,8997209920029,,"['Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,480,22,64,8,2008 kj(480 kcal),12,14,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,Chili con carne et riz blanc -  - 300g,3302744017021,,,['France'],[],[],?,104,"3,1",12,"5,6",435 kj(104 kcal),1,"1,9","0,79","0,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300g,,,,,,,,,
1683,Terrine au sanglier et au Maury - conserves artisanales de tradition - 190gr,3348800032713,['conserves artisanales de tradition'],,['France'],[],[],?,?,?,?,?,,,,,,,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de sanglier']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190gr,,,,,,,,,
1684,Un thé aux Tuileries - Little Extra,3664382107817,['Little Extra'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,New Zealand Green Lipped,9400569020517,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,Bifudus zero grassi prugna,8005377005650,,,['France'],[],[],?,39,"0,1","5,1","3,5",163 kj(39 kcal),0,5,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,Ginseng royal jelky,3760249073001,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,Pain complet plus,2011401001839,,,['France'],[],[],?,262,"4,5",39,13,1096 kj(262 kcal),"0,9","2,4","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
