,name,bar_code,quantity,traceability_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,allergens,packaging,additives,nova_score,generic_name,palm_ingredients,manufacturing,link,ingredients_origins,markets,brand_owner
1613,Confit d’Oignons - Torres,3428390009002,,"['FR 47.159.001 CE', ""Mas-d'Agenais (Lot-et-Garonne, France)""]",['France'],"['Oignons', 'sucre de canne', 'caramel', 'vinaigre rouge', 'vin blanc', 'vinaigre blanc', 'sel', 'gélifiant', 'pectine', 'poivre']",[],?,146,611 kj(146 kcal),"0,5","0,1",33,32,"0,9","0,56","0,224","['Point Vert', 'Sans colorants', 'Sans conservateurs']",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Oignons et dérivés', ""Confits d'oignons""]",0.5 g,en faible quantité,0.1 g,en faible quantité,32 g,en quantité élevée,0.56 g,en quantité modérée,,-13%,-13%,-70%,-62%,-6%,-1%,-10%,-11%,-11%,5,-24%,C,-24%,,,,,,,,['Torres'],,,['E440 - Pectines'],4,,,,,,,
1614,Minis patés aux fruits exotiques,3428410153289,,,['France'],[],[],?,416,1741 kj(416 kcal),"19,9",11,"52,7",19,"5,2","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,Gateau patate - Les Confiseries D’emilie,3428410211149,,,['France'],"['patate douce', 'sucre de canne', 'farine de blé et beurre']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,180,753 kj(180 kcal),"5,06","1,76","31,6","14,9","1,8","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Les Confiseries D’emilie'],"['Gluten', 'Lait']",,,,,,,,,,
1616,Gateau Manioc à l'orange,3428410211385,,,['France'],[],[],?,225,941 kj(225 kcal),"5,53","1,96","42,7",13,"1,1","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,Pate de fruits letchis,3428417630059,,,['France'],[],[],?,253,1059 kj(253 kcal),"0,08","0,02",63,"60,8","0,2","0,01","0,004",,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits']",0.08 g,en faible quantité,0.02 g,en faible quantité,60.8 g,en quantité élevée,0.01 g,en faible quantité,,-20%,-20%,-76%,-83%,-17%,-8%,-69%,-92%,-92%,8,-3%,C,-3%,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,,,,,,,,,,,,
1618,Mini pâté créole aux fruits - Les Confiserie D'émilie,3428417650071,,,['France'],"['Farine de blé sucre de canne', 'oeufs beurre doux 1 7 %']",[],?,415,1736 kj(415 kcal),"19,9",11,"52,7",19,"5,2","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Les Confiserie D'émilie""]",,,,,,,,,,,
1619,Bonbon coco panach - Les Confideries D’emilie,3428417675050,,,['France'],"['Noix de coco', 'sucre de canne', 'colorants: El 04', 'El 10 E127 El 42']",[],?,309,1293 kj(309 kcal),"9,1","7,98","54,8","54,8","0,9","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Les Confideries D’emilie'],,,,4,,,,,,,
1620,Paté Créole Goyavier,3428417800063,,,['France'],[],[],?,422,1766 kj(422 kcal),"19,9",11,"54,3",20,"5,2","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,Gateaux pays,3428417810017,,,['France'],[],[],?,180,753 kj(180 kcal),"5,06","1,76","31,6","14,9","1,8","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,Confiture Letchis Extra - 250g - 250g,3428417921072,250 g,,['France'],[],[],?,179,749 kj(179 kcal),0,0,44,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,Confiture Banane Ananas,3428417921140,,,['France'],[],[],?,193,808 kj(193 kcal),0,0,"48,1","46,7","0,2","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,Confiture Pinpin,3428417922116,,,['France'],[],[],?,292,1222 kj(292 kcal),0,0,"50,8","44,1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,Omelette norvégienne rhum raisin - Erhard,3428420000030,,,['France'],[],[],?,233,975 kj(233 kcal),"6,5",4,"40,3","34,3","3,3","0,18","0,072",,B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Omelettes Norvégiennes glacées']",6.5 g,en quantité modérée,4 g,en quantité modérée,34.3 g,en quantité élevée,0.18 g,en faible quantité,,+15%,+14%,+14%,+11%,+20%,+20%,-6%,+25%,+25%,12,+13%,D,+13%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['Erhard'],,,,,,,,,,,
1626,Bûche de Noël Vanille/Noisette - Erhard - 490g,3428420000191,490 g,,['France'],[],[],?,?,,?,,?,,?,,,"['en:gluten-free', 'Point Vert', 'Fabriqué en France', 'Sans colorants', 'Fabrication artisanale', 'Triman']",D,"['Desserts', 'Surgelés', 'Biscuits et gâteaux', 'Aliments et boissons de Noël', 'Desserts glacés', 'Gâteaux', 'Bûches de Noël', 'Bûches glacées']",,,,,,,,,,,,,,,,,,,,,,,79.8%,13.5%,2.6%,2.8%,1.4%,0.0%,41,['Erhard'],,"['Boite', 'Carton', 'Surgelé', 'Atmosphère protectrice', 'Plastique', 'Sachet', 'Etui']",,,,,,http://www.glaces-erhard.com/produits-gamme-5-1243.html,,"['Leclerc', 'E.Leclerc']",
1627,Glace facon poire belle helene - Toupargel,3428420000672,,,['France'],[],[],?,176,736 kj(176 kcal),"6,6","4,4","26,9","22,9","1,7","0,12","0,048",,B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",6.6 g,en quantité modérée,4.4 g,en quantité modérée,22.9 g,en quantité élevée,0.12 g,en faible quantité,,-20%,-20%,-39%,-36%,+3%,+2%,-49%,-21%,-21%,11,-13%,D,-13%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['Toupargel'],,['Surgele'],,,,,,,,['Toupargel'],
1628,"Sorbet plein fruit à la fraise - Erhard - 2,5L/1,625kg",3428420000825,"2,5 L/1,625 kg",,['France'],"['fraise senqa sengana 550,6', 'sucre', 'eau', 'sirop de glucose déshydraté', 'jus de citron', 'stabilisants : hydroxypropylméthylcellulose - farine de graines de caroube - gomme guar', ' Traces éventuelles de LAIT', 'SOJA', 'OEUF et FRUITS A COQUE', ' Les Informations en majuscules sont destinées aux personnes intolérantes ou allergiques']",[],?,116,485 kj(116 kcal),"0,1","0,1",27,23,"0,5","0,02","0,008",,C,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets à la fraise']",0.1 g,en faible quantité,0.1 g,en faible quantité,23 g,en quantité élevée,0.02 g,en faible quantité,,-1%,-0%,-57%,+48%,-1%,-1%,+18%,-11%,-11%,4,-19%,C,-19%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,['Erhard'],"['Œufs', 'Lait', 'Soja']",,"['E464 - Hydroxypropylméthylcellulose', 'E410 - Gomme de caroube', 'E412 - Gomme de guar']",4,,,,,,,
1629,La Pêche aux Poissons - Toupargel - 90g (2 * 45g) / 160ml (2 * 80ml),3428420001938,90 g (2 * 45 g) / 160 ml (2 * 80 ml),,['France'],[],[],?,215,900 kj(215 kcal),"11,1","6,8","24,5","22,1","3,4","0,13","0,052",,,"['Desserts', 'Surgelés', 'Desserts glacés']",11.1 g,en quantité modérée,6.8 g,en quantité élevée,22.1 g,en quantité élevée,0.13 g,en faible quantité,,+6%,+6%,+31%,+24%,-13%,-6%,+40%,+8%,+8%,12,+6%,D,+6%,,,,,,,,['Toupargel'],,"['Carton', 'boîte', 'Plastique', 'surgelé']",,,,,,,,,
1630,Crème glacée à la crème de marron,3428420001983,,,['France'],[],[],?,230,962 kj(230 kcal),"9,5","6,4","32,8","27,6","2,5","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,Bûches Façon Millefeuille - Erhard - 800ml (8parts),3428420002416,800 ml (8 parts),,['France'],"['Sorbet à la fraise ', '48,7 %', ' : Purée de fraise* ', '26 %', 'eau', 'sucre de canne*', 'sirop de glucose*', 'jus de citron*', 'pectines', 'farine de graines de caroube*', 'gomme guar', 'purée de framboise* ', '6 %', 'extrait de framboise*', 'jus concentré de betterave rouge*', 'jus concentré de citron*', 'framboises*', '\r  Sorbet au citron ', '24,4% ', ' : eau', 'sucre de canne""', 'jus de citron* 5 %', 'sirop de glucose déshydraté', 'stabilisants pectines - farine de graines de caroube - gomme guar', '\r Sorbet à la framboise ', '24,4%', ' : eau', 'purée de framboise* 6 %', 'sucre de canne""', 'sirop de glucose déshydrate', 'stabilisants : pectines - farine de graines de caroube - gomme guar', 'jus de citron""', 'extrait de framboise', 'jus concentré de betterave rouge*', 'jus concentré de citron', '\r Décor ', '2,5 %', ' : nappage à la framboise purée de framboise 1,4 %', 'sucre de canne', 'sirop de glucose déshydraté framboises* 0,6 %']",[],?,113,473 kj(113 kcal),0,0,27,23,0,"0,15","0,06",['Bio'],D,"['Desserts', 'Surgelés', 'Biscuits et gâteaux', 'Aliments et boissons de Noël', 'Desserts glacés', 'Gâteaux', 'Bûches de Noël', 'Bûches glacées']",0 g,en faible quantité,0 g,en faible quantité,23 g,en quantité élevée,0.15 g,en faible quantité,,-44%,-43%,-100%,-100%,-6%,-7%,-100%,+21%,+21%,6,-47%,C,-47%,79.8%,13.5%,2.6%,2.8%,1.4%,0.0%,41,['Erhard'],,"['Carton', 'Plastique', 'surgelé']","['E440 - Pectines', 'E410 - Gomme de caroube', 'E412 - Gomme de guar']",4,Bûches Façon Millefeuille,,,,,,
1632,Buche glacée nougatine - Toupargel,3428420002942,,,['France'],[],[],?,264,1105 kj(264 kcal),"9,7","4,6",40,31,"3,8","0,1","0,04",,D,"['Desserts', 'Surgelés', 'Biscuits et gâteaux', 'Aliments et boissons de Noël', 'Desserts glacés', 'Gâteaux', 'Bûches de Noël', 'Bûches glacées']",9.7 g,en quantité modérée,4.6 g,en quantité modérée,31 g,en quantité élevée,0.1 g,en faible quantité,,+32%,+33%,+20%,-15%,+40%,+26%,+64%,-19%,-19%,13,+15%,D,+15%,79.8%,13.5%,2.6%,2.8%,1.4%,0.0%,41,['Toupargel'],,['Surgele'],,,,,,,,['Toupargel'],
1633,4 bonshommes de Neige - Erhard - 4x68g,3428420002980,4x68 g,,['France'],"['Crème glacée saveur vanille ', '98%', ' : lait entier pasteurisé', 'sucre', 'crème pasteurisée', 'beurre concentré', 'sirop de glucose déshydraté de maïs ou de blé', ""jaune d'oeuf sucré pasteurisé "", ""jaune d'oeuf"", 'sucre 0,7%', 'lait écrémé en poudre', ""émulsifiant : mono et diglycérides d'acides gras"", 'gélifiants : farine de graines de caroube et gomme de guar', 'arôme vanille 0,2%', "" Pâte d'amande colorée "", '1,3%', "" : pâte d'amande "", 'sucre', 'amandes 22%', 'sirop de glucose', 'eau', 'émulsifiant : sorbitol conservateur : sorbate de potassium', 'colorant : carmins', ' Préparation chocolat ', '0,7%', ' : sirop de glucose-fructose', 'eau', 'sucre', 'chocolat en poudre ', 'poudre de cacao', 'sucre', 'humectant : glycérol', 'amidon modifié de tapioca', 'gélifiant : pectines', ""colorant : camarel au sulfite d'ammonium"", 'arôme naturel cacao', 'conservateur : sorbate de potassium', 'acidifiant : acide citrique', 'sel', 'affermissant : chlorure de calcium']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",955,?,955 kj(228 kcal),"23,1","20,7","13,7","8,2","3,3","0,102","0,041",,B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']",23.1 g,en quantité élevée,20.7 g,en quantité élevée,8.2 g,en quantité modérée,0.102 g,en faible quantité,-2%,,-2%,+97%,+172%,-51%,-65%,+4%,-32%,-32%,13,-3%,D,-3%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['Erhard'],"['Œufs', 'Lait', 'Fruits à coque']","['Carton', 'Surgelé']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E420 - Sorbitol', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique', 'E422 - Glycérol', 'E14XX - Amidons modifiés', 'E440 - Pectines', 'E330 - Acide citrique', 'E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition']",4,,,"['Alsace', 'France']",,,['Leclerc'],
1634,Creme glacee a la liqueur Charteuse ERHARD,3428420003451,,,['France'],[],[],?,893,3736 kj(893 kcal),"11,6","6,6","23,5","20,7","3,7","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Erhard'],,,,,,,,,,,
1635,Sorbet abricot - Erhard,3428420003499,,,['France'],"[""purée d'abricot sucrée 65% "", 'abricot 90%', 'sucre', 'antioxydant : acide ascorbique', 'eau', 'sucre', 'sirop de glucose déshydraté de blé ou mais', 'stabilisants farine de graines de caroube', 'gomme guar et protéines de LAIT', 'jus de citron', ' ', 'Ce sorbet contient 0,02% de protéines de LAIT', ' Traces éventuelles de SOJA', 'OEUF et FRUITS A COQUE']",['Non végétalien'],?,126,527 kj(126 kcal),"0,2",0,"30,5","27,9","0,5",0,0,,C,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', ""Sorbets à l'abricot""]",0.2 g,en faible quantité,0 g,en faible quantité,27.9 g,en quantité élevée,0 g,en faible quantité,,+2%,+3%,-16%,-100%,+4%,+14%,-11%,-100%,-100%,5,+4%,C,+4%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,['Erhard'],['Lait'],,"['E300 - Acide ascorbique', 'E410 - Gomme de caroube', 'E412 - Gomme de guar']",4,,,,,,,
1636,Glace Chocolat Blanc de Suisse - Erhard - 350ml / 196g,3428420003789,350 ml / 196 g,,['France'],"['LAIT entier pasteurisé de la ferme', 'crème pasteurisée de Bretagne ', 'LAIT', 'chocolat blanc de Suisse 12 % ', 'sucre', 'beurre de cacao LAT entier en poudre', 'LAIT écrémé en poudre', 'émulsifiant: lécithine de SOJA', 'arôme naturel de vanille', 'sucré', 'LACTOSE et protéines de LAIT', 'sirop de glucose déshydraté', ""émulsifiant: mono- et diglycérides d'acides gras"", 'gélifiants: farine de graines de caroube']","['Sans huile de palme', 'Non végétalien']",?,234,979 kj(234 kcal),13,13,25,24,"3,2","0,17","0,068","['en:gluten-free', 'Fabriqué en France', 'Sans colorants', 'en:palm-oil-free']",B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces au chocolat blanc']",13 g,en quantité modérée,13 g,en quantité élevée,24 g,en quantité élevée,0.17 g,en faible quantité,,-12%,-12%,-13%,+20%,-15%,-8%,+4%,+21%,+21%,17,0%,D,0%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['Erhard'],"['Lait', 'Soja']","['Plastique', 'Bac', 'surgelé']","['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube']",4,Glace Chocolat Blanc de Suisse,,['France'],,"['France', 'Bretagne', 'Suisse']",,
1637,Sorbet fraise - Erhard,3428420003819,,,['France'],"['fraise Senga Sengana 55%', 'sucre', 'eau préparation de fraise 8  % ', 'fraises 2,4%', 'sucre', 'eau sirop de glucose-fructose', 'gélifiant : pectines', ""correcteur d'acidité : acide citrique"", 'épaississant : farine de graines de caroube', 'sirop de Glucose déshydraté', 'gélifiant : pectines', 'jus de citron', 'stabilisants : hydroxypropylméthylcellulose - farine de graines de caroube gomme guar']",[],?,122,510 kj(122 kcal),"0,5","0,1",29,26,"0,5","0,02","0,008",,C,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets à la fraise']",0.5 g,en faible quantité,0.1 g,en faible quantité,26 g,en quantité élevée,0.02 g,en faible quantité,,+4%,+5%,+113%,+48%,+7%,+12%,+18%,-11%,-11%,4,-19%,C,-19%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,['Erhard'],,,"['E440 - Pectines', 'E330 - Acide citrique', 'E410 - Gomme de caroube', 'E464 - Hydroxypropylméthylcellulose']",4,,,,,,,
1638,Cocktail Piña Colada - Erhard,3428420003857,,,['France'],[],[],?,132,552 kj(132 kcal),"1,1",1,26,20,"0,5","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Erhard'],,,,,,,,,,,
1639,Marc de Champagne - Sorbet - Erhard,3428420003888,,,['France'],[],[],?,134,561 kj(134 kcal),"0,5","0,1",29,29,"0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Erhard'],,,,,,,,,,,
1640,Sorbet eau de vie Mirabelle de Lorraine - Erhard - 650g,3428420003895,650 g,"['EMB 25228', 'Étupes (Doubs, France)']",['France'],"['Eau', 'sirop de sucre inverti', 'purée de Mirabelles de lorraine', 'sucre', 'eau-de-vie de Mirabelle de lorraine AOC', 'Wolfberger 6% stabilisants: hydroxypropylmethylcellulose', 'farine de graines de caroube', 'gomme guar', ' Traces éventuelles de LAIT', 'SOJA', 'EUF et FRUITS A EContent de faicool ', '2,7%']",[],?,148,619 kj(148 kcal),"0,5","0,1",32,31,"0,5","0,01","0,004",,C,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets à la mirabelle']",0.5 g,en faible quantité,0.1 g,en faible quantité,31 g,en quantité élevée,0.01 g,en faible quantité,,+16%,+15%,+72%,+125%,+4%,+17%,+66%,+29%,+29%,7,+43%,C,+43%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,['Erhard'],,,"['E464 - Hydroxypropylméthylcellulose', 'E410 - Gomme de caroube', 'E412 - Gomme de guar']",4,,,,,,,
1641,Buche glacée artisanale Mascarpone - Myrtille - Erhard,3428420003918,,,['France'],"['Crème glacée au mascarpone ', '57,6%', ' : LAIT frais entier pasteurisé de la ferme 32%', 'sucre', 'CRÈME fraîche pasteurisée de Bretagne 6,9%', 'LACTOSE et protéines de IAT', 'mascarpone 3,4% ', 'crème de LAIT', 'IAT entier', ""correcteur d'acidité : acide citrique"", 'dextrose', 'émulsifiant : mono', "" et diglycérides d'acides gras"", 'gélifiants : farine de graines de caroube - gomme guar', ' Crème glacée à la myrtille ', '27,7%', ' : LAIT frais entier pasteurisé de la ferme 7,8%', 'CRÈME fraîche pasteurisée de Bretagne 7,2%', 'purée de myrtille 4,9%', 'sucre', 'sirop de glucose déshydraté', 'LAIT écrémé en poudre', 'émulsifiant : mono - et diglycérides dacides gras', 'gélifiants : farine de graines de caroube - gomme guar', 'arôme naturel de myrtille avec autres arômes naturels', ' Enrobage violine ', '13,3%', ' : glaçage ', 'sirop de glucose-fructose', 'eau', 'humectant : glycérol', 'sucre', 'épaississant : pectines', ""correcteurs d'acidité : acide citrique - citrates de sodium"", 'nappage ', 'eau', 'sirop de glucose-fructose', 'sucre', 'gélifiants : pectines - carraghénanes', ""correcteurs d'acidité : acide citrique - phosphates de potassium - citrates de calcium"", 'sirop de sucre inverti cristallisé', 'eau', 'purée de framboise', 'purée de mydille', 'sucre', 'arôme naturel de mydille avec autres arômes naturels', 'colorants : carmins - bleu brillant FCF', ' Décors ', '1 ,3%', ' : décor au chocolat ', 'sucre', 'beurre de cacao', 'poudre de IAT écrémé', 'matière grasse anhydre', 'émulsifiant : lécithine de SOJA', 'arôme naturel de vanille', ': dioxyde de titane', 'plaquette décor au chocolat ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'arôme naturel de vanille', 'colorants : oxyde et hydroxyde de fer - carbonate de calcium', ' Traces éventuelles de GLUTEN', 'SOJA', 'OEUF et FRUITS À COQUE', ' Les informations en majuscules sont destinées aux personnes intolérantes ou allergiques', ' Conseil de conservation : Au ', '-180C']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,208,870 kj(208 kcal),"8,5","5,6",30,26,3,"0,17","0,068",['Sans arômes artificiels'],D,"['Desserts', 'Surgelés', 'Biscuits et gâteaux', 'Aliments et boissons de Noël', 'Desserts glacés', 'Gâteaux', 'Bûches de Noël', 'Bûches glacées']",8.5 g,en quantité modérée,5.6 g,en quantité élevée,26 g,en quantité élevée,0.17 g,en faible quantité,,+4%,+5%,+5%,+4%,+5%,+5%,+29%,+37%,+37%,12,+6%,D,+6%,79.8%,13.5%,2.6%,2.8%,1.4%,0.0%,41,['Erhard'],"['Œufs', 'Gluten', 'Lait', 'Soja']","['Carton', 'surgelé']","['E330 - Acide citrique', 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E422 - Glycérol', 'E440 - Pectines', 'E331 - Citrates de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E340 - Orthophosphates de potassium', '', 'Risque élevé de sur-exposition', 'E333 - Citrates de calcium', 'E120 - Acide carminique', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E322i - Lécithine', 'E171 - Oxyde de titane', 'E172 - Oxyde et hydroxyde de fer', 'E170i - Carbonate de calcium']",4,,,,,,,
1642,"Bûche Glacée Artisanale Poire, Caramel au Beurre Salé - Erhard - 500g / 800ml",3428420003956,500g / 800 ml,,['France'],"['Sorbet plein fruit à la poire Williams ', '47 %', ' : purée de poire Williams 28 %', 'sucre', 'eau', 'sirop de glucose déshydraté', 'jus de citron', 'stabilisants : farines de graines de caroube', 'gomme guar', 'protéines LAITIÈRES', 'antioxydant : acide ascorbique', ' Crème glacée au caramel au beurre', 'salé au sel de Guérande avec inclusions de caramel au beurre ', '44,8 %', ' : LAIT frais entier pasteurisé de la ferme 19%', 'caramel au beurre', 'salé au sel de Guérande 9,4 % ', 'sirop de glucose de blé', 'sucre', 'BEURRE 1 %', 'eau', 'CRÈME', 'sel de Guérande 0,09 %', 'CRÈME fraîche pasteurisée de Bretagne 7,8 %', 'LACTOSE et protéines de LAIT', 'dextrose', ""jaunes d'ŒUFS pasteurisés de Normandie"", 'sucre', 'colorant : caramel ordinaire', ""émulsifiant : mono - et diglycérides d'acides gras"", 'gélifiants : farine de graines de caroube', 'gomme guar', 'sel de Guérande', ' Préparation de caramel au beurre ', '5,7%', ' : sirop de glucose-fructose', 'LAIT concentré sucré', 'eau', 'BEURRE 0,2 %', 'caramel aromatique 0,05 % ', 'sucre', 'eau', 'arôme naturel', 'gélifiant : pectines', ""émulsifiant : mono et diglycérides d'acides gras"", ' Flocage au chocolat noir ', '1,9 %', ' : chocolat noir à 70 % de cacao 0,7 % ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant : lécithine de SOJA', 'arôme naturel de vanille', 'beurre de cacao', 'huile de tournesol', ' Décors ', '0,6 %', ' : plaquette au chocolat ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'arôme naturel de vanille', 'colorants : oxyde et hydroxyde de fer - carbonate de calcium', 'décor ', 'sucre', 'graisse végétale ', 'noix de coco', 'palmiste', 'palme', 'karité', ' en proportion variable', 'poudre de LAIT écrémé', 'poudre de cacao', 'beurre de cacao', 'émulsifiant : lécithine de SOJA', 'arôme naturel de vanille', 'colorant : charbon végétal médicinal', 'nappage ', 'sirop de glucose-fructose', 'sucre', 'eau', 'abricot', 'gélifiant : pectines', 'correcteurs d’acidité : acide citrique - phosphates de potassium']","['Huile de palme', 'Non végétalien']",?,201,841 kj(201 kcal),"6,8","4,7",33,28,"1,7","0,24","0,096","['Sans arômes artificiels', ""Savourez l'Alsace""]",C,"['Desserts', 'Surgelés', 'Biscuits et gâteaux', 'Aliments et boissons de Noël', 'Desserts glacés', 'Gâteaux', 'Bûches de Noël', 'Bûches glacées']",6.8 g,en quantité modérée,4.7 g,en quantité modérée,28 g,en quantité élevée,0.24 g,en faible quantité,,+0%,+1%,-16%,-13%,+15%,+13%,-27%,+94%,+94%,12,+6%,D,+6%,79.8%,13.5%,2.6%,2.8%,1.4%,0.0%,41,['Erhard'],"['Œufs', 'Lait', 'Soja']","['Carton', 'Plastique', 'surgelé']","['E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E300 - Acide ascorbique', 'E150a - Caramel E150a', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E440 - Pectines', 'E322i - Lécithine', 'E172 - Oxyde et hydroxyde de fer', 'E170i - Carbonate de calcium', 'E153 - Charbon végétal médicinal', 'E330 - Acide citrique', 'E340 - Orthophosphates de potassium', '', 'Risque élevé de sur-exposition']",4,"Sorbet plein fruit Poire Williams et crème glacée au beurre salé, au sel de Guérande, avec morceaux et sauce caramel",['Huile de palme'],"['France', 'Alsace']",,"['France', 'Bretagne', 'Normandie']",,
1643,Mochis glacés - Erhard - 280g,3428420004014,280 g,,['France'],[],[],?,237,992 kj(237 kcal),"7,3","4,8",40,29,3,"0,2","0,08",,,"['Desserts', 'Surgelés', 'Desserts glacés', 'Mochi glacés']",7.3 g,en quantité modérée,4.8 g,en quantité modérée,29 g,en quantité élevée,0.2 g,en faible quantité,,+1%,+1%,+13%,+12%,-5%,+7%,+44%,+138%,+138%,12,+7%,D,+7%,,,,,,,,['Erhard'],,"['Carton', 'Plastique', 'surgelé']",,,"Crèmes glacées au caramel au beurre, salé au sel de Guérande, au chocolat noir de Belgique, à la fraise ou à la vanille entourées de pâte de riz sucrée cuite. - 8 Mochis Glacés - Les Classiques",,,,,,
