,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,brand,categories,traceability_code,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,nova_score,packaging,ingredients_origins,allergens,manufacturing,generic_name,link,additives,palm_ingredients
1603,Tortilla pomme de terre - Kerets,0637913899904,['France'],[],[],?,157,657 kj(157 kcal),"9,8","1,7",11,1,"5,7","1,4","0,56",,,['Kerets'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,Farine de ble partissere tipe 45,4015801809338,['France'],[],[],?,339,1418 kj(339 kcal),1,"0,3",71,1,"8,8",,,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé']",,,1 g,en faible quantité,0.3 g,en faible quantité,1 g,en faible quantité,,,,-1%,-2%,-25%,+28%,+2%,-35%,-19%,,,,,,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,,,,,,,,,
1605,Lasagnes à la Bolognaise,3274470002865,['France'],[],[],?,124,519 kj(124 kcal),"5,1",2,13,"3,1","5,6","0,82","0,328",D,,,"['Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Lasagnes à la bolognaise']",,,5.1 g,en quantité modérée,2 g,en quantité modérée,3.1 g,en faible quantité,0.82 g,en quantité modérée,,-7%,-7%,-16%,-21%,+4%,+14%,-12%,+4%,+4%,2,-13%,B,-13%,79.9%,12.1%,2.7%,2.8%,1.5%,1.1%,47,"['Nutriscore', 'Nutriscore B']",,,,,,,,,
1606,minéraux,3569160280198,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,Filet de poulet,2448090045200,['France'],[],[],?,?,,?,,?,,?,,,D,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['Nutriscore', 'Nutriscore E']",,,,,,,,,
1608,Fromage de chèvre,0201572017056,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['FR 41.043.003 CE', 'Châtillon-sur-Cher (Loir-et-Cher, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,Rindersalami,4017979048007,['France'],[],[],?,370,1548 kj(370 kcal),"31,8","16,2","3,7","0,9","17,4",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,Baguette ficelle,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,Pommes Dauphines,0206774013455,['France'],[],[],?,1381,5778 kj(1381 kcal),27,"3,3",17,"4,1","4,1","1,2","0,48",C,,,"['Chips et frites', 'Pommes dauphines']",,,27 g,en quantité élevée,3.3 g,en quantité modérée,4.1 g,en faible quantité,1.2 g,en quantité modérée,,+413%,+416%,+69%,-1%,-31%,+41%,-20%,-3%,-3%,18,+104%,D,+104%,67.7%,2.0%,6.9%,5.4%,8.1%,9.9%,58,,,,,,,,,,
1612,Roulade champignon,3289744000232,['France'],[],[],?,200,837 kj(200 kcal),15,"5,1","2,3","0,8",14,"2,7","1,08",,,,,"['FR 67.348.008 CE', 'Obernai (Bas-Rhin, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,Graton lyonnais,2812000012796,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,Udon noodles,8804970225003,['France'],[],[],?,360.89999389648,1510 kj(360 kcal),2,"0,53",77,77,10,"1,875","0,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,Caviar d’aubergine,3547720001483,['France'],[],[],?,286,1197 kj(286 kcal),"29,7","2,58","2,8","2,7","1,3","1,44","0,576",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Pâtes à tartiner végétales', ""Caviars d'aubergine""]",,,29.7 g,en quantité élevée,2.58 g,en quantité modérée,2.7 g,en faible quantité,1.44 g,en quantité modérée,,+55%,+56%,+78%,+24%,-47%,-10%,-17%,+26%,+26%,11,+67%,D,+67%,,,,,,,,,,,,,,,,,
1616,Tomate,3488280016022,['France'],[],[],?,100,418 kj(100 kcal),8,6,12,10,85,6,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,Cuisse de poulet,0217010023428,['France'],[],[],?,171,715 kj(171 kcal),11,"3,2",0,0,18,"0,22","0,088",D,,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,11 g,en quantité modérée,3.2 g,en quantité modérée,0 g,en faible quantité,0.22 g,en faible quantité,,-10%,-11%,-11%,-4%,-100%,-100%,-2%,-71%,-71%,0,-100%,B,-100%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
1618,Les moutardes - Le Temps Des Mets,3760037597559,['France'],[],[],?,166,695 kj(166 kcal),14,"0,9","3,4","1,3","7,5","5,8","2,32",B,,['Le Temps Des Mets'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,,14 g,en quantité modérée,0.9 g,en faible quantité,1.3 g,en faible quantité,5.8 g,en quantité élevée,,-2%,-2%,+30%,+10%,-51%,-66%,+14%,+23%,+23%,12,+3%,D,+3%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,
1619,Jambon cru,2440555044346,['France'],[],[],?,260,1088 kj(260 kcal),16,"6,4","0,8","0,8",28,"4,1","1,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,Crème de pois chiches L'Oumous,3847800001014,['France'],[],[],?,238,996 kj(238 kcal),21,"2,8","7,5",1,"3,8","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,Cuisse de grenouille et lard fumé,3760029050789,['France'],[],[],?,177,741 kj(177 kcal),12,"4,1","1,4","0,5",15,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,Spisehuset,10000151,['France'],[],[],?,396,1657 kj(396 kcal),0,0,99,98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,Noccio'noir,3770014534064,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,Ratatouille bio - Freshona,13289225,['France'],[],[],?,62,259 kj(62 kcal),"3,1","0,4","6,6","4,9","1,1","0,94","0,376",B,,['Freshona'],"['Plats préparés', 'Légumes préparés', 'Ratatouilles']",,,3.1 g,en quantité modérée,0.4 g,en faible quantité,4.9 g,en faible quantité,0.94 g,en quantité modérée,,-9%,-7%,-17%,-26%,+29%,+26%,-7%,+32%,+32%,5,+411%,C,+411%,69.3%,12.8%,5.7%,6.8%,3.2%,2.3%,79,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,
1625,Yaourt sur lit de châtaigne au lait de brebis,7383868239595,['France'],[],[],?,117,490 kj(117 kcal),"2,4","1,8","19,5",16,"4,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,Flan nature,0207569019027,['France'],[],[],?,?,,?,,?,,?,,,B,,,"['Produits laitiers', 'Desserts', 'Biscuits et gâteaux', 'Desserts lactés', 'Pâtisseries', 'Flans gélifiés', 'Flans pâtissiers']",,,,,,,,,,,,,,,,,,,,,,,,,71.0%,14.6%,7.1%,3.5%,3.7%,0.0%,81,,,,,,,,,,
1627,Comté fruité,2404966029323,['France'],[],[],?,410,1715 kj(410 kcal),34,22,"0,5","0,5",26,"0,8","0,32",D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,,34 g,en quantité élevée,22 g,en quantité élevée,0.5 g,en faible quantité,0.8 g,en quantité modérée,,-2%,-2%,-2%,-3%,+8%,+87%,-3%,-5%,-5%,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
1628,Brie Le Roitelet,0206496024739,['France'],[],[],?,352,1473 kj(352 kcal),"31,8","22,6","0,5","0,5","16,4","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,Escalopes de dinde,0217291027160,['France'],[],[],?,137,573 kj(137 kcal),"5,9","1,4",20,0,20,"0,19","0,076",D,,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,5.9 g,en quantité modérée,1.4 g,en faible quantité,0 g,en faible quantité,0.19 g,en faible quantité,,+13%,+14%,+347%,+247%,+560%,-100%,-13%,-66%,-66%,-3,,A,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,
1630,Tomette de pierre-percée,0205009043953,['France'],[],[],?,313,1310 kj(313 kcal),26,"17,4","2,9","0,2","20,2","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,Bière blonde artisanale,3770010517009,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,Rillettes de Thon aux 3 algues - Jean Burel - 150g,3391690112102,['France'],[],[],?,214,895 kj(214 kcal),"15,1","9,7",6,1,"13,3","0,9","0,36",C,150 g,['Jean Burel'],"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Thons', 'Préparations de poisson', 'Rillettes de poissons', 'Rillettes de thon']",,,15.1 g,en quantité modérée,9.7 g,en quantité élevée,1 g,en faible quantité,0.9 g,en quantité modérée,,+1%,-0%,-4%,+157%,+184%,+5%,-13%,-13%,-13%,14,+125%,D,+125%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,"['Bocal', 'Verre']",,,,,,,
1633,infusion pure,3286010056023,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,Garlic sausage style slice - 500g,7546787725130,['France'],[],[],?,236,987 kj(236 kcal),"13,7","4,7","4,4","0,7","23,3","1,7","0,68",,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,Gouda cumin,2488622018562,['France'],[],[],?,376,1573 kj(376 kcal),"30,8","21,4",0,0,"23,8","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,Vicens agramunt,8410495000348,['France'],[],[],?,530,2218 kj(530 kcal),35,8,40,37,10,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,Mimolette demi vieille,0204361017978,['France'],[],[],?,?,,?,,?,,?,,,D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes demi-vieilles']",,,,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
1638,Chips artisanales,3529821250243,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,Embutidos,8436022344402,['France'],[],[],?,323,1351 kj(323 kcal),"23,1","9,6","1,9","1,9",27,"2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,Confiture extra biologique,3467660004071,['France'],[],[],?,240,1004 kj(240 kcal),"0,3","0,06",58,57,"0,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,
1641,Life tsai detox,5201037404983,['France'],[],[],?,2,8 kj(2 kcal),0,0,"0,2","0,1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,"Wódka Soplica 40% 0, 5L.",5900471025319,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,Pates de fruits d’auvergne,3339900010466,['France'],[],[],?,327,1368 kj(327 kcal),"0,2","0,02",80,71,"0,8","0,15","0,06",C,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits']",,,0.2 g,en faible quantité,0.02 g,en faible quantité,71 g,en quantité élevée,0.15 g,en faible quantité,,+4%,+4%,-41%,-83%,+5%,+7%,+23%,+25%,+25%,9,+9%,C,+9%,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,,,,,,,,,,
1644,Beurre cru fermier et bio,3760284321273,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['FR 16.016.001 CE', 'Ansac-sur-Vienne (Charente, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,
1645,Sorbet framboise,01033288587430761078945,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,Thym citron 20 infusettes,3770004965243,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,
1647,Cornetto,8711327406063,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,strawberry lemonade,0079581184027,['France'],[],[],?,17,71 kj(17 kcal),0,0,4,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,0687965437456,0687965437456,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,Chocky Nut,6009879971040,['France'],[],[],?,574,2402 kj(574 kcal),37,10,58,58,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,0628055101352,0628055101352,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,0810475030316,0810475030316,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,0623636999014,0623636999014,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,Jus d'orange à base de concentré (10 litres),4021375003812,['France'],[],[],?,43,180 kj(43 kcal),"0,1","0,1",9,9,"0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,Mayonnaise,8714109866444,['France'],[],[],?,640,2678 kj(640 kcal),70,7,2,"1,4","1,2","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,Crème d ail,0660042798046,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,Confiture artisanale reine Claude,3683080372082,['France'],[],[],?,217,908 kj(217 kcal),"0,2","0,1","53,1","52,7","0,5","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,Flocons précuits,6661912077456,['France'],[],[],?,377,1577 kj(377 kcal),"7,1","1,3",62,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,Croissants et pains au chocolat tournesol,0287020016406,['France'],[],[],?,457,1912 kj(457 kcal),26,13,45,"9,7","9,2","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,Confiture biologique extra mûres épépinées,3760185190473,['France'],[],[],?,247,1033 kj(247 kcal),"0,1",0,63,61,"0,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,
1661,Poire pomme au cidre confiture Bio,3760133530764,['France'],[],[],?,207,866 kj(207 kcal),"0,5","0,1",50,50,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,
1662,Déjeunette Viennoise Leclerc,0207135009841,['France'],[],[],?,291,1218 kj(291 kcal),"4,4","2,3",51,"6,6","8,4","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Les mini-galettes vendéennes,3760134635178,['France'],[],[],?,539,2255 kj(539 kcal),24,"0,4",72,30,"7,7","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Mastica,5200314323061,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,Confiture extra de framboises - Eric Bur,3144550018119,['France'],[],[],?,231,967 kj(231 kcal),"0,2","0,01",54,54,"0,7",,,C,,['Eric Bur'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",,,0.2 g,en faible quantité,0.01 g,en faible quantité,54 g,en quantité élevée,,,,+3%,+3%,-26%,-78%,+1%,+5%,+4%,,,,,,,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,,,,,,,,,,
1666,Tomate séchée,2600102021255,['France'],[],[],?,114,477 kj(114 kcal),0,0,25,21,0,"4,06","1,624",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,Knorr Primerba Rode Pesto 700GR,8722700772491,['France'],[],[],?,514,2151 kj(514 kcal),51,"7,9","9,5",7,"5,4","9,5","3,8",,,['Knorr'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,Beignet fourré à l'abricot de Provence,3248288146837,['France'],[],[],?,227,950 kj(227 kcal),"8,6",1,33,"9,8","3,8","0,68","0,272",,,,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",,,8.6 g,en quantité modérée,1 g,en faible quantité,9.8 g,en quantité modérée,0.68 g,en quantité modérée,,-36%,-36%,-46%,-71%,-27%,-40%,-40%,-8%,-8%,5,-58%,C,-58%,,,,,,,,,,,,,,,,,
1669,Vinaigre d'Izeron,3486900001328,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,0628110454294,0628110454294,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,Escalopes de dinde,0209464053205,['France'],[],[],?,?,,?,,?,,?,,,D,,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,['Point Vert'],,,,,,,,,
1672,Pain de campagne,0204027007220,['France'],[],[],?,268,1121 kj(268 kcal),"0,9",0,55,"1,6",8,"1,6","0,64",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de campagne']",,,0.9 g,en faible quantité,0 g,en faible quantité,1.6 g,en faible quantité,1.6 g,en quantité élevée,,+1%,+1%,-73%,-100%,+14%,-20%,-2%,+28%,+28%,6,+111%,C,+111%,,,,,,,,,,,,,,,,,
1673,Xxxx,3564258576986,['France'],[],[],?,418,1749 kj(418 kcal),"9,9","1,4",69,20,"9,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,Graines de tournesol,0260347008729,['France'],[],[],?,?,,?,,?,,?,,,C,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol']",,,,,,,,,,,,,,,,,,,,,,,,,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,,,,,,,,,,
1675,Oefs de poules noires,3483130046297,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,Sorbet Gourmand - Palais des Thés,2700813001079,['France'],[],[],?,?,,?,,?,,?,,,,,['Palais des Thés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,XXXX,3564258576788,['France'],[],[],?,422,1766 kj(422 kcal),10,"1,4",69,19,"9,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,LE VINAIGRE DE KOMBUCHA,3760290550308,['France'],[],[],?,4,17 kj(4 kcal),"0,1","0,1","1,05","0,2","0,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-09']",,,,,,,,,
1679,5028217001769,5028217001769,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,4009077072497,4009077072497,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Croissant beurre 3 Meuniers,0205201013785,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,Pain rond coupé E.Leclerc,0287033009181,['France'],[],[],?,257,1075 kj(257 kcal),"0,9","0,2",53,"1,2","8,3","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,Mini buchettes de savoie fume au bois de hetre - Terre de l'Alpe,3760165984467,['France'],[],[],?,521,2180 kj(521 kcal),43,15,3,"2,5",31,"4,3","1,72",,,"[""Terre de l'Alpe""]",,"['FR 73.215.001 CE', 'Rochette (Savoie, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,Ravioli - Panzani,15870872,['France'],[],[],?,103,431 kj(103 kcal),"4,3","1,7",11,"1,9","4,5","0,85","0,34",,,['Panzani'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,['Boîte en métal'],,,,,,,
1685,Escalopes milanaises poulet - Père Dodu,0227080030318,['France'],[],[],?,1.7999999523163,8 kj(1 kcal),"1,8","0,6","1,1","1,1",20,"1,8","0,72",,,['Père Dodu'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,
1686,Piment doux - Trevi,5605458200610,['France'],[],[],?,?,,?,,?,,?,,,,,['Trevi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,Craquines emmenral/oignon,3760166541836,['France'],[],[],?,425,1778 kj(425 kcal),13,"6,3",65,"6,9",12,"2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,Aioli - Hema,8713475001275,['France'],[],[],?,725,3033 kj(725 kcal),"78,2","6,1",4,3,"1,3","1,88","0,752",,,['Hema'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,Amincissant global - Vitarmonyl,3286010056740,['France'],[],[],?,2,8 kj(2 kcal),"0,02","0,01","1,11",0,"0,04",0,0,,,['Vitarmonyl'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,Quinoa bowl seazon,0748367062308,['France'],[],[],?,272,1138 kj(272 kcal),13,"1,2","29,3","9,9",8,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,3 escalopes fines de dinde,2227489025784,['France'],[],[],?,?,,?,,?,,?,,,D,,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,
1692,Shaker exotique,3760269673199,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,Petits paniers - Auchan - 500g,3596710488261,['France'],[],[],?,355,1485 kj(355 kcal),"1,9","0,3",70,"4,5",13,"0,02","0,008",,500 g,['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes de blé dur']",,['Auchan'],1.9 g,en faible quantité,0.3 g,en faible quantité,4.5 g,en faible quantité,0.02 g,en faible quantité,,+1%,+0%,+7%,-21%,+0%,+42%,+5%,-16%,-16%,-4,,A,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,
1694,Cocktail de crevettes et surimi,3700009200353,['France'],[],[],?,167,699 kj(167 kcal),13,"1,7","6,7","4,1","5,3","1,5","0,6",,,,,"['FR 56.075.003 CE', 'Guer (Morbihan, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,Gaspacho carottes orange coco,3770008356122,['France'],[],[],?,55,230 kj(55 kcal),"2,8","2,4",6,"3,9","0,8","0,1","0,04",B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', 'Soupes froides', 'Gaspacho']",,,2.8 g,en faible quantité,2.4 g,en quantité modérée,3.9 g,en faible quantité,0.1 g,en faible quantité,,+34%,+33%,+14%,+522%,+79%,+53%,+2%,-85%,-85%,2,+68%,B,+68%,8.9%,40.5%,20.0%,12.5%,12.7%,5.4%,98,,,,,,,,,,
1696,Sorbet mangue,3701354902305,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
