,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,packaging,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,additives,nova_score,quantity,brand,generic_name,eco_score,categories,labels,markets,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,manufacturing,ingredients_origins,traceability_code,link,palm_ingredients,brand_owner,origin_detail
297,02 -  - 35gr,,['France'],"['Mélange protéique ', 'protéines de lait ', 'lécithine de tournesol E322', 'protéine de soja ', 'lécithine de soja', ' ', ' fructose ', ' lait écrémé en poudre ', ' préparation d’huile végétale ', 'huile de soja raffinée', 'maltodextrine', 'protéine de lait', 'sirop de glucose', 'stabilisant : triphosphate pentasodique E451', 'émulsifiant : lécithine de soja E322', 'anti-oxydants : palmitate d’ascorbyle E304', 'tocophérol E307', 'antiagglomérant : dioxyde de silicium E551', 'arôme naturel', ' ', ' polydextrose E1200 ', ' correcteurs d’acidité : chlorure de potassium E508', 'citrate de sodium E331', 'oxyde de magnésium E508 ', ' mélange de vitamines et minéraux mélange de vitamines et minéraux ', 'citrate de potassium', 'acide L-ascorbique ', 'vit', ' C', 'nicotinamide ', 'vit', ' B3', 'acétate de D-alpha-tocophérol ', 'vit', ' E', 'pyrophosphate ferrique', 'oxyde de zinc', 'D-pantothénate de calcium ', 'vit', ' B5', 'sulfate de manganèse', 'chlorhydrate de pyridoxine ', 'vit', ' B6', 'gluconate de cuivre', 'chlorhydrate de thiamine ', 'vit', ' B1', 'riboflavine ', 'vit', ' B2', 'acétate de rétinol ', 'vit', ' A', 'acide ptéroylmonoglutamique ', 'vit', ' B9', 'iodure de potassium', 'phylloquinone ', 'vit', ' K1', 'sélénite de sodium', 'D-biotine ', 'vit', ' B8', 'ergocalciférol ', 'vit', ' D2', 'cyanocobalamine ', 'vit', ' B12', ' ', ' arômes ', ' colorants : rouge de betterave E162', 'anthocyanes E163 ', ' épaississants : carraghénane E407', 'gomme de guar E412', 'amidon ', ' émulsifiant : lécithine de soja E322 ', ' stabilisant : phosphate de magnésium E343']",['Non végétalien'],393,1656,"8,4","40,9","34,3",,393 kj(1656 kcal),"1,4","35,7","0,9","0,36","['E322i - Lécithine', 'E451i - TPP', ""E304i - Palmitate d'ascorbyle"", 'E307c - Tocophérol', 'E551 - Dioxyde de silicium', 'E1200 - Polydextrose', 'E331 - Citrates de sodium', 'E530 - Oxyde de magnésium Périclase', 'E332 - Citrates de potassium', 'E300 - Acide ascorbique', 'E162 - Rouge de betterave', 'E163 - Anthocyanes', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E343 - Phosphates de magnésium', '', 'Risque élevé de sur-exposition']",4,35 gr,,,,,,,,,,,,,,,,,,,"['Lait', 'Soja']",,,,,,,,,,,,,,,,,,,['France'],,,"[""E304 - Palmitate d'ascorbyle""]",,
298,03 -  - 37g,,['France'],"['Lait écrémé en poudre ', ' protéines végétales ', 'soja', ' ', ' fructose ', ' préparation d’huile végétale ', 'huile de soja', 'sirop de glucose', 'protéine de lait', 'maltodextrine', 'stabilisant : triphosphate pentasodique E451', 'émulsifiant : lécithine de soja E322', 'antioxydants : palmitate ascorbyle E304', 'tocophérols E307', 'antiagglomérant : dioxyde de silicium E551', 'arôme naturel', ' ', ' correcteurs d’acidité : gluconate de potassium E577', 'gluconate de sodium E576', 'citrate de sodium E331', 'chlorure de potassium E508', 'oxyde de magnésium E530 ', ' polydextrose E1200 ', ' arômes ', ' mélange de vitamines et minéraux ', 'phosphate dicalcique', 'citrate de potassium', 'acide L-ascorbique ', 'vit', ' C', 'nicotinamide ', 'vit', ' B3', 'pyrophosphate ferrique', 'oxyde de zinc', 'acétate de D-alpha-tocophérol ', 'vit', ' E', 'D-pantothenate de calcium ', 'vit', ' B5', 'fluorure de sodium', 'sulfate de manganèse', 'chlorhydrate de pyridoxine ', 'vit', ' B6', 'riboflavine ', 'vit', ' B2', 'gluconate de cuivre', 'chlorhydrate de thiamine ', 'vit', ' B1', 'acétate de rétinol ', 'vit', ' A', 'acide ptéroylmonoglutamique ', 'vit', ' B9', 'iodure de potassium', 'phylloquinone ', 'vit', ' K1', 'sélénite de sodium', 'D-biotine ', 'vit', ' B8', 'chlorure de chrome', 'ergocalciférol ', 'vit', ' D2', 'cyanocobalamin ', 'vit', ' B12', ' ', ' épaississants : gomme de xanthane E415', 'amidon ', ' stabilisants : phosphate de magnésium E343 ', ' émulsifiant : lécithine de soja E322 ', ' colorants : rouge de betterave E162', 'bêta-carotène E160a']",['Non végétalien'],369,1554,"8,9","37,4","31,6",['Sachet'],369 kj(1554 kcal),"1,5","33,7","2,1","0,84","['E451i - TPP', 'E322i - Lécithine', ""E304i - Palmitate d'ascorbyle"", 'E307c - Tocophérol', 'E551 - Dioxyde de silicium', 'E577 - Gluconate de potassium', 'E576 - Gluconate de sodium', 'E331 - Citrates de sodium', 'E530 - Oxyde de magnésium Périclase', 'E1200 - Polydextrose', 'E341ii - Phosphate dicalcique', 'E332 - Citrates de potassium', 'E300 - Acide ascorbique', 'E415 - Gomme xanthane', 'E343 - Phosphates de magnésium', '', 'Risque élevé de sur-exposition', 'E162 - Rouge de betterave', 'E160ai - Bêta-carotène']",4,37 g,,,,,,,,,,,,,,,,,,,"['Lait', 'Soja']",,,,,,,,,,,,,,,,,,['France'],['France'],,,,,
299,04 -  - 53g,,['France'],"['Mélange de protéine ', 'protéine de soja ', ' blanc d’oeuf en poudre', ' ', ' lait écrémé en poudre ', '\rmaltodextrine ', ' oeuf entier en poudre ', ' préparation d’huiles végétales ', 'huile de soja ', ' maltodextrine ', '\rprotéine de lait ', ' émulsifiant : lécithine de soja ', ' antioxydants : plamitate d’ascorbyle', 'alpha\rtocophérols', ' ', ' oligofructose ', 'extrait de racine de chicorée', ' ', ' arômes ', 'lait', 'moutarde', ' ', ' correcteurs\rd’acidité : chlorure de potassium', 'citrate de potassium', 'oxyde de magnésium', 'carbonate de calicum ', '\rmélange de vitamines et minéraux ', 'phosphate dicalcique', 'acide L-ascorbique ', 'vit', ' C', 'nicotinamide\r', 'vit', ' B3', 'acétate de DL-alpha-tocophérol ', 'vit', ' E', 'pyrophosphate ferrique', 'oxyde de zinc', 'Dpantothenate\rde calcium ', 'vit', ' B5', 'fluorure de sodium', 'sulfate de manganèse', 'chlorhydrate de\rpyridoxine ', 'vit', ' B6', 'riboflavine ', 'vit', ' B2', 'gluconate de cuivre', 'chlorhydrate de thiamine ', 'vit', ' B1', ',\racétate de rétinol ', 'vit', ' A', 'acide ptéroylmonoglutamique ', 'vit', ' B9', 'iodure de potassium', 'phylloquinone\r', 'vit', ' K1', 'sélénite de sodium', 'citrate de potassium', 'D-biotine ', 'vit', ' B8', 'chlorure de chrome,\rcholécalciférol ', 'vit', ' D3', 'cyanocobalamin ', 'vit', ' B12', ' ', ' stabilisants : phosphate de magnésium,\rphosphate tricalcique ', ' épaississant : carboxyméthylcellulose de sodium ', ' poudre de fromage ', 'lait', '\r', '0,5%', ' ', ' poudre à lever : bicarbonate de sodium ', ' émulsifiants : mono et diglycérides', 'lécithine de\rsoja ', ' sel ', 'sel', 'arôme de fumée', ' ', ' colorant : bêta-carotène ', ' sel ', ' antioxydant : tocophérols']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",390,1637,"12,9","31,8",33,['Sachet'],390 kj(1637 kcal),"3,3","12,4",3,"1,2","['E322i - Lécithine', 'E307 - Alphatocophérol', 'E502 - Carbonates', 'E343 - Phosphates de magnésium', '', 'Risque élevé de sur-exposition', 'E466 - Carboxyméthylcellulose', 'E500ii - Carbonate acide de sodium', 'E160ai - Bêta-carotène', 'E307c - Tocophérol']",4,53 g,,,,,['Fabriqué en France'],,,,,,,,,,,,,,"['Œufs', 'Lait', 'Moutarde', 'Soja']",,,,,,,,,,,,,,,,,,['France'],['France'],,,,,
300,05 -  - 55g,,['France'],"['Mélange de protéines ', 'hydrolysat de protéine de blé ', 'gluten', 'blanc d’oeuf en poudre', 'protéine de lait', ' farine\rde blé ', 'gluten', ' préparation d’huile végétale ', 'huile de soja', ' maltodextrine', ' protéine de lait', ' émulsifiant:\rlécithine de soja', ' antioxydants: palmitate d’ascorbyle', 'alpha tocophérols', ' sucre', ' poudre de cacao ', 'lécithine\rde tournesol', ' copeaux de chocolat ', 'sucre', ' pâte de cacao', ' beurre de cacao', ' émulsifiant: lécithine de soja', '\rarôme ', 'lait', ' polydextrose ', ' correcteurs d’acidité : gluconate de potassium', 'chlorure de potassium', 'oxyde de\rmagnésium ', ' poudre d’oeuf entier ', ' arômes ', ' épaississant : amidon ', ' mélange de vitamines et minéraux\r', 'phosphate dicalcique', 'fluorure de sodium', 'acide ascorbique ', 'vit', ' C', 'pyrophosphate ferrique', 'acétate de Dalpha-\rtocopherol ', 'vit', ' E', 'nicotinamide ', 'vit', ' B3', 'oxyde de zinc', 'acétate de rétinol ', 'vit', ' A', 'gluconate de cuivre,\rD-pantothénate de calcium ', 'vit', ' B5', 'sulfate de manganèse', 'D-biotine ', 'vit', ' B8', 'sélénite de sodium,\rchlorhydrate de pyridoxine ', 'vit', ' B6', 'phytoménadione ', 'vit', ' K', 'ergocalciférol ', 'vit', ' D2', 'iodure de potassium,\rcitrate de potassium', 'riboflavine ', 'vit', ' B2', 'chlorhydrate de thiamine ', 'vit', ' B1', 'cyanocobalamine ', 'vit', ' B12', 'acide\rfolique ', 'B9', 'chlorure de chrome', ' ', ' agents levants: bicarbonate de sodium', 'poudre à lever ', 'diphosphate\rdisodique', 'carbonate acide de sodium', 'maltodextrine', ' ', ' stabilisants: phosphate tricalcique', 'phosphate de\rmagnesium', 'carbonate de calcium ', ' émulsifiants: mono - et diglycérides', 'lécithine de soja', ' sel']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",368,1546,"10,2","35,3",30,['Sachet'],368 kj(1546 kcal),"3,1","13,9","1,3","0,52","['E322i - Lécithine', ""E304i - Palmitate d'ascorbyle"", 'E307 - Alphatocophérol', 'E1200 - Polydextrose', 'E577 - Gluconate de potassium', 'E341ii - Phosphate dicalcique', 'E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide']",4,55 g,,,,,['Fabriqué en France'],,,,,,,,,,,,,,"['Œufs', 'Gluten', 'Lait', 'Soja']",,,,,,,,,,,,,,,,,,['France'],['France'],,,"[""E304 - Palmitate d'ascorbyle""]",,
301,brioche tresser en tranche pur beurre ab - la compagniere - 400g,0258582938536,['France'],[],[],?,?,?,?,?,['sachet plastique'],,,,,,,,400 g,['la compagniere'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,"06 -  - 51,5",,['France'],"['Lait écrémé en poudre ', ' protéine de pois et de soja ', ' préparation de matière grasse végétale ', 'huile rafinée de soja ', ' sirop de glucose ', ' maltodextrine ', ' protéine de lait ', ' émulsifiant : lécithine de soja ', ' stabilisant : diphosphate pentasodique ', ' antioxydants : palmitate d’ascorbyle', 'tocophérol ', ' antiagglomérant : dioxide de silicium ', ' arôme naturel', ' ', ' maltodextrine ', ' oligofructose ', 'extrait de racine de chicorée', ' ', ' épaississants : amidons', 'gomme de guar', 'gomme xanthane', 'alginate de sodium ', ' champignons déshydratés ', '4,4 %', ' ', ' arômes ', 'lait', 'céleri', ' ', ' correcteurs d’acidité : chlorure de potassium', 'citrate de potassium', 'oxyde de magnésium ', ' sel ', ' stabilisants : phosphate de magnésium', 'phosphate tricalcique ', ' mélange de vitamines et minéraux ', 'acide L-ascorbique ', 'vit', ' C', 'nicotinamide ', 'vit', ' B3', ""acétate d'alpha-tocophérol "", 'vit', ' E', 'oxyde de zinc', 'pyrophosphate ferrique', 'D-pantothénate de calcium ', 'vit', ' B5', 'sulfate de manganèse', 'chlorhydrate de pyridoxine ', 'vit', ' B6', 'riboflavine ', 'vit', ' B2', 'chlorhydrate de thiamine ', 'vit', ' B1', 'gluconate de cuivre', 'acétate de rétinol ', 'vit', ' A', 'acide ptéroylmonoglutamique ', 'vit', ' B9', 'iodure de potassium', 'phylloquinone ', 'vit', ' K1', 'sélénite de sodium', 'D-biotine ', 'vit', ' B8', 'ergocalciférol ', 'vit', ' D2', 'cyanocobalamine ', 'vit', ' B12', ' ', ' oignon en poudre ', ' extrait de levure ', ' protéine végétale hydrolysée ', ' ail en poudre biologique ', ' épice']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",391,1642,"12,2","35,4","32,1",,391 kj(1642 kcal),"1,8","14,7","3,96","1,584","['E322i - Lécithine', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', ""E304i - Palmitate d'ascorbyle"", 'E307c - Tocophérol', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E401 - Alginate de sodium', 'E343 - Phosphates de magnésium', '', 'Risque élevé de sur-exposition']",4,"51,5",,,,,['Fabriqué en France'],,,,,,,,,,,,,,"['Céleri', 'Lait', 'Soja']",,,,,,,,,,,,,,,,,,['France'],['France'],,,"[""E304 - Palmitate d'ascorbyle""]",,
303,"08 -  - 40,5g",,['France'],"['Avoine et fibre d’avoines ', 'gluten', ' ', '36%', ' ', ' protéine de pois ', ' protéine de lactosérum ', 'lait', ' ', 'lécithine de\rtournesol', ' ', ' lait écrémé en poudre ', ' dés de pomme déshydratée ', '8,6%', ' ', ' préparation d’huile végétale\r', 'huile de soja', 'sirop de glucose', 'protéine de lait', 'triphosphate pentasodique', 'dioxyde de silicium,\rarôme naturel', ' ', ' correcteurs d’acidité : gluconate de sodium', 'chlorure de potassium', 'gluconate de\rpotassium', 'oxyde de magnésium ', ' fibre de maïs ', ' arômes ', 'lait', ' ', ' mélange de vitamines et minéraux\r', 'citrate de potassium', 'acide L-ascorbique ', 'vit', ' C', 'nicotinamide ', 'vit', ' B3', 'acétate de D-alphatocophérol\r', 'vit', ' E', ' ', ' pyrophosphate ferrique', 'oxyde de zinc', 'D-pantothénate de calcium ', 'vit', ' B5', ',\rsulfate de manganèse', 'chlorhydrate de pyridoxine ', 'vit', ' B6', 'gluconate de cuivre', 'chlorhydrate de\rthiamine ', 'vit', ' B1', 'riboflavine ', 'vit', ' B2', 'acétate de rétinol ', 'vit', ' A', 'acide ptéroylmonoglutamique ', 'vit', '\rB9', 'iodure de potassium', 'phylloquinone ', 'vit', ' K1', 'sélénite de sodium', 'D-biotine ', 'vit', ' B8', ',\rergocalciférol ', 'vit', ' D2', 'cyanocobalamine ', 'vit', ' B12', ' ', ' stabilisant : phosphate de magnésium']",['Non végétalien'],364,1530,"11,1","31,3","30,4",['Sachet'],364 kj(1530 kcal),"1,7","12,7","1,5","0,6","['E322i - Lécithine', 'E451i - TPP', 'E576 - Gluconate de sodium', 'E343 - Phosphates de magnésium', '', 'Risque élevé de sur-exposition']",4,"40,5 g",,,,,,,,,,,,,,,,,,,"['Gluten', 'Lait', 'Avoine']",,,,,,,,,,,,,,,,,,['France'],['France'],,,,,
304,ikram - uker - 2,0690544010803,['France'],[],[],?,?,?,?,?,['Plastique'],,,,,,,,2,['Uker'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,09 -  - 60g,,['France'],"['Mélange protéique ', 'concentrat de protéine de soja texturée', 'protéine de soja', ' ', ' préparation d’huiles\rvégétales ', ' huile de tournesol ', ' huile de soja ', ' maltodextrine ', ' protéine de lait ', ' émulsifiant : lécithine\rde soja ', ' antioxydants : palmitate d’ascorbyle', 'alpha tocophérols', ' ', ' haricots rouges ', '8,4%', ' ', ' amidon ', '\rpoudre de tomate ', '5,3%', ' ', ' poudre d’oignon ', '5%', ' ', ' poudre de chili ', '5%', ' ', ' sucre ', ' maltodextrine ', '\rcorrecteurs d’acidité : phosphate tricalcique', 'acide citrique', 'chlorure de potassium', 'citrate de\rpotassium', 'oxyde de magnésium ', ' arômes ', ' poivrons rouges ', '1,5%', ' ', ' mélange de vitamines et\rminéraux ', 'acide L-ascorbique ', 'vit', ' C', 'nicotinamide ', 'vit', ' B3', ""acétate d'alpha-tocophérol "", 'vit', ' E', 'oxyde\rde zinc', 'pyrophosphate ferrique', 'D-pantothénate de calcium ', 'vit', ' B5', 'sulfate de manganèse,\rchlorhydrate de pyridoxine ', 'vit', ' B6', 'riboflavine ', 'vit', ' B2', 'chlorhydrate de thiamine ', 'vit', ' B1', 'gluconate\rde cuivre', 'acétate de rétinol ', 'vit', ' A', 'acide ptéroylmonoglutamique ', 'vit', ' B9', 'iodure de potassium,\rphylloquinone ', 'vit', ' K1', 'sélénite de sodium', 'D-biotine ', 'vit', ' B8', 'ergocalciférol ', 'vit', ' D', ',\rcyanocobalamine ', 'vit', ' B12', ' colorants : jus de betterave en poudre', 'extrait de lycopène ', ' sel ', ' épices ', '\répaississant : gomme de guar ', ' poudre d’ail BIO ', ' antioxydant : tocophérol']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",352,1478,"8,4",29,34,,352 kj(1478 kcal),1,"7,3","2,7","1,08","['E322i - Lécithine', ""E304i - Palmitate d'ascorbyle"", 'E307 - Alphatocophérol', 'E341iii - Phosphate tricalcique', 'E330 - Acide citrique', 'E412 - Gomme de guar', 'E307c - Tocophérol']",4,60 g,,,,,,,,,,,,,,,,,,,"['Lait', 'Soja']",,,,,,,,,,,,,,,,,,['France'],['France'],,,"[""E304 - Palmitate d'ascorbyle""]",,
306,10 -  - 47g,,['France'],"['Muesli granola arôme chocolat caramel ', 'crisps de protéine végétale ', 'protéine de soja', 'amidon', ' ', "" flocons d'avoine complets "", 'gluten', ' ', ' sucre ', ' sucre de canne brun ', ' huile de tournesol ', ' crisps au protéine de soja et au cacao ', 'protéine de soja', 'cacao ', 'traité à l’alcali', 'amidon', ' ', ' arômes ', ' oligofructose ', 'extrait de racine de chicoré', ' ', ' poudre de cacao dégraissé', ' ', ' préparation d’huile végétale ', 'huile de soja raffinée et huile de tournesol', 'maltodextrine', 'protéine de lait', 'émulsifiant : lécithine de soja E322', 'antioxydants : palmitate ascorbyle E304', 'tocophérol E307', ' ', ' maltodextrine ', ' oligofructose ', 'extrait de racine de chicorée', ' ', ' lait écrémé en poudre ', ' arômes ', ' stabilisants : phosphate tricalcique E341', 'phosphate dipotassique E340 ', 'phosphate de magnésium E343 ', ' mélange de vitamines et minéraux ', 'citrate de potassium', 'acide L-ascorbique ', 'vit', ' C', 'nicotinamide ', 'vit', ' B3', 'acétate de D-alpha-tocophérol ', 'vit', ' E', 'pyrophosphate ferrique', 'oxyde de zinc', 'D-pantothénate de calcium ', 'vit', ' B5', 'sulfate de manganèse', 'chlorhydrate de pyridoxine ', 'vit', ' B6', 'gluconate de cuivre', 'chlorhydrate de thiamine ', 'vit', ' B1', 'riboflavine ', 'vit', ' B2', 'acétate de rétinol ', 'vit', ' A', 'acide ptéroylmonoglutamique ', 'vit', ' B9', 'iodure de potassium', 'phylloquinone ', 'vit', ' K1', 'sélénite de sodium', 'D-biotine ', 'vit', ' B8', 'ergocalciférol ', 'vit', ' D2', 'cyanocobalamine ', 'vit', ' B12', ' correcteurs d’acidité : oxyde de magnésium E530', 'chlorure de potassium E508', 'citrate de sodium E331', ' antioxydant : tocophérol E306']",['Non végétalien'],423,1778,"13,3","43,5","29,6",['Sachet'],423 kj(1778 kcal),"1,7","14,6","1,03","0,412","['E322i - Lécithine', ""E304i - Palmitate d'ascorbyle"", 'E307c - Tocophérol', 'E343 - Phosphates de magnésium', '', 'Risque élevé de sur-exposition', 'E530 - Oxyde de magnésium Périclase', 'E331 - Citrates de sodium']",4,47 g,,,,,,,,,,,,,,,,,,,"['Gluten', 'Lait', 'Soja']",,,,,,,,,,,,,,,,,,['France'],['France'],,,,,
307,11 -  - 58g,,['France'],"['Protéines de soja texturées ', 'colorant : malt', ' ', ' flocons de pomme de terre ', '27,7 %', ' ', ' légumes déshydratés ', '9,4 %', ' ', 'pomme de terre en poudre', 'oignons', 'carottes', 'ail bio', ' ', ' préparation de matière grasse végétale ', 'huile tournesol et huile de soja ', ' maltodextrine ', ' protéine de lait ', ' émulsifiant : lécithine de soja ', ' antioxydants : palmitate d’ascorbyle', 'alpha tocophérols', ' ', ' arômes ', 'cèleri', ' ', ' protéines végétales hydrolysées ', ' correcteurs d’acidité : tricalcium phosphate', 'oxyde de magnésium', 'chlorure de potassium ', ' mélange de vitamines et minéraux ', 'acide L-ascorbique ', 'vit', ' C', 'nicotinamide ', 'vit', ' B3', ""acétate d'alpha-tocophérol "", 'vit', ' E', 'oxyde de zinc', 'pyrophosphate ferrique', 'D-pantothénate de calcium ', 'vit', ' B5', 'sulfate de manganèse', 'chlorhydrate de pyridoxine ', 'vit', ' B6', 'riboflavine ', 'vit', ' B2', 'chlorhydrate de thiamine ', 'vit', ' B1', 'gluconate de cuivre', 'acétate de rétinol ', 'vit', ' A', 'acide ptéroylmonoglutamique ', 'vit', ' B9', 'iodure de potassium', 'phylloquinone ', 'vit', ' K1', 'sélénite de sodium', 'D-biotine ', 'vit', ' B8', 'ergocalciférol ', 'vit', ' D2', 'cyanocobalamine ', 'vit', ' B12', ' ', ' épices ', ' protéine végétale ', ' sel ', ' épaississant : gomme de guar ', ' extrait de levure ', ' persil ', ' stabilisant : phosphate de magnésium ', ' antioxydant : tocophérol ', ' colorant : curcuma']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",346,1457,"7,7","30,3","33,3",,346 kj(1457 kcal),"1,1",5,3,"1,2","['E322i - Lécithine', ""E304i - Palmitate d'ascorbyle"", 'E307 - Alphatocophérol', 'E341iii - Phosphate tricalcique', 'E530 - Oxyde de magnésium Périclase', 'E412 - Gomme de guar', 'E343 - Phosphates de magnésium', '', 'Risque élevé de sur-exposition', 'E307c - Tocophérol']",4,58 g,,,,,,,,,,,,,,,,,,,"['Céleri', 'Lait', 'Soja']",,,,,,,,,,,,,,,,,,['France'],['France'],,,"[""E304 - Palmitate d'ascorbyle""]",,
308,"12 -  - 40,5g",,['France'],"['Avoine ', 'gluten', ' ', '40,4%', ' ', 'flocons', 'son', 'fibres', ' ', ' mélange protéique ', 'protéine de lait ', 'lécithine de\rtournesol', 'protéine végétale', ' ', ' lait écrémé en poudre ', ' préparation de matière grasse végétale ', 'huile\rde soja', 'sirop de glucose', 'protéine de lait', 'triphosphate pentasodique', 'dioxyde de silicium', 'arôme\rnaturel', ' ', ' correcteurs d’acidité : gluconate de soudium', 'chlorure de potassium', 'gluconate de\rpotassium', 'oxyde de magnésium ', ' fructose ', ' fibre de maïs ', ' arômes ', 'lait', ' ', ' mélange de vitamines et\rminéraux ', 'phosphate dicalcique', 'acide ascorbique ', 'vit', ' C', 'nicotinamide ', 'vit', ' B3', 'pyrophosphate\rferrique', 'oxyde de zinc', 'D-pantothenate de calcium ', 'vit', ' B5', 'fluorure de sodium', 'sulfate de\rmanganèse', 'hydrochlorure de pyridoxine ', 'vit', ' B6', 'riboflavine ', 'vit', ' B2', 'gluconate de\rcuivre,hydrochlorure de thiamine ', 'vit', ' B1', 'acétate de rétinol ', 'vit', ' A', 'acide folique', 'iodure de\rpotassium', 'phylloquinone ', 'vit', ' K1', 'sélénite de sodium', 'D-biotine ', 'vit', ' B8', ""chlorure de chrome,\racétate d'alpha-tocophérol "", 'vit', ' E', 'ergocalciférol ', 'vit', ' D', 'cyanocobalamin ', 'vit', ' B12', 'citrate de\rpotassium', 'acide ptéroylmonoglutamique ', 'vit', ' B9', ' ', ' stabilisant : phosphate tricalcique']",['Non végétalien'],362,1520,"11,5","29,5","31,1",['Sachet'],362 kj(1520 kcal),"1,8","9,3","1,5","0,6","['E322i - Lécithine', 'E451i - TPP', 'E574 - Acide gluconique']",4,"40,5 g",,,,,,,,,,,,,,,,,,,"['Gluten', 'Lait', 'Avoine']",,,,,,,,,,,,,,,,,,['France'],['France'],,,,,
309,"13 -  - 32,5",,['France'],"['Mélange protéique ', 'protéines de lait ', 'lécithine de tournesol', 'protéines de soja ', 'lécithine de soja', '\rlait écrémé en poudre ', ' fructose ', ' préparation de matière grasse végétale ', 'huile de soja', 'sirop de\rglucose', 'protéine de lait', 'triphosphate pentasodique', 'dioxyde de silicium', 'arôme naturel', ' ', ' arômes\r', 'lait', 'gluten', 'soja', ' ', ' oligofructose ', 'extrait de racine de chicorée', ' ', ' correcteurs d’acidité : chlorure de\rpotassium', 'citrate de sodium', 'oxyde de magnésium ', ' mélange de vitamines et minéraux ', 'citrate de\rpotassium', 'acide L-ascorbique ', 'vit', ' C', 'nicotinamide ', 'vit', ' B3', 'pyrophosphate ferrique', 'oxyde de zinc,\rD-pantothénate de calcium ', 'vit', ' B5', 'sulfate de manganèse', 'chlorhydrate de pyridoxine ', 'vit', ' B6', ',\rgluconate de cuivre', 'chlorhydrate de thiamine ', 'vit', ' B1', 'riboflavine ', 'vit', ' B2', 'acétate de rétinol ', 'vit', ' A', ',\racide ptéroylmonoglutamique ', 'vit', ' B9', 'iodure de potassium', 'phylloquinone ', 'vit', ' K1', 'sélénite de\rsodium', 'D-biotine ', 'vit', ' B8', ""acétate d'alpha-tocophérol "", 'vit', ' E', 'ergocalciférol ', 'vit', ' D3', ',\rcyanocobalamine ', 'vit', ' B12', ' ', ' épaississants : gomme de carraghénane', 'gomme de guar ', ' émulsifiant :\rlécithine de soja ', ' colorants : caramel', 'bêta-carotène ', ' stabilisant : phosphate de magnésium ', '\rantiagglomérant : carbonate de calcium']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",384,1619,"8,5","37,5","36,9",['Sachet'],384 kj(1619 kcal),"1,7","31,9","0,9","0,36","['E322i - Lécithine', 'E451i - TPP', 'E412 - Gomme de guar', 'E150 - Caramel', 'E160ai - Bêta-carotène', 'E343 - Phosphates de magnésium', '', 'Risque élevé de sur-exposition', 'E170i - Carbonate de calcium']",4,"32,5",,,,,,,,,,,,,,,,,,,"['Gluten', 'Lait', 'Soja']",,,,,,,,,,,,,,,,,,['France'],,,,,,
