,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,packaging,additives,nova_score,allergens,generic_name,traceability_code,markets,manufacturing,ingredients_origins,palm_ingredients,link,brand_owner
385,Poulet rôti,0210501042182,['France'],[],[],?,141,590 kj(141 kcal),"6,8","1,8","0,5","0,5",20,"1,4","0,56",,D,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Poulets rôtis']",6.8 g,en quantité modérée,1.8 g,en quantité modérée,0.5 g,en faible quantité,1.4 g,en quantité modérée,,-15%,-15%,-16%,-20%,-23%,+43%,-10%,+18%,+18%,3,-35%,C,-35%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,
386,3770010190134,3770010190134,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Tempeh fumé au potiron et gingembre - Hobbit,5412500551152,['France'],[],[],?,233,975 kj(233 kcal),"20,3","2,3","4,7","2,3","4,3","0,9","0,36",['Hobbit'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
388,"Découpe de Poulet Fermier Bio - 0,351kg",0213044064413,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],"0,351 kg",,,,,,,,,,,,
389,Ramy Up Choco - 20cl,6134091002071,['France'],"['Eau traitée', 'sucre', 'poudre de lait entier 26 %', 'poudre lactosérum', 'poudre de cacao', 'additifs alimentaires: stabilisant ', 'SIN417', 'SIN412', 'SIN407', 'épaississant ', 'SIN1422', 'vitamines ', 'A', 'B1', 'B2', 'B3', 'B5', 'B6', 'B8', 'B9', 'B12', 'C', 'D3', 'E', 'arôme naturel du chocolat noisette']",['Non végétalien'],?,?,,"1,6",,7,,"2,5",,,"['Ramy', 'Ramy Food']",C,"['Boissons', 'Produits laitiers', 'Boissons lactées', 'Laits aromatisés', 'Laits aromatisés au chocolat', 'Boissons avec sucre ajouté']",1.6 g,en quantité modérée,,,,,,,,,,-6%,,-36%,,-23%,,,,,,,68.9%,1.0%,13.8%,9.0%,5.7%,1.6%,49,['Goût choco'],20 cl,"['Carton', 'Brique']","['E417 - Gomme tara', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E1422 - Adipate de diamidon acétylé']",4,['Lait'],Lait goût chocolat,,,,,,https://ramyfood.com/en/9-produits-laitiers/53/ramy-up-lait-choco,
390,Saucisses cuites de volailles,2200036031889,['France'],[],[],?,220,920 kj(220 kcal),16,"4,4","3,7","0,6",15,"1,4","0,56",,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']",16 g,en quantité modérée,4.4 g,en quantité modérée,0.6 g,en faible quantité,1.4 g,en quantité modérée,,+22%,+21%,+36%,+21%,+196%,+15%,-9%,-21%,-21%,12,+22%,D,+22%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,
391,Jambon cru fumé au bois de hêtre 1/2,2411395119068,['France'],[],[],?,210,879 kj(210 kcal),12,"5,5","0,5",0,25,"4,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Petit pot bébé pot au feu d'hiver,3760050901326,['France'],[],[],?,87,364 kj(87 kcal),"2,1","0,44","11,3","6,9","4,9","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,
393,Boudin blanc - Maison Prunier,2477871021584,['France'],[],[],?,?,,?,,?,,?,,,['Maison Prunier'],D,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",,,,,,,,,,,,,,,,,,,,,,,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,"['Viande Française', 'Viande Porcine Française', 'Sans colorants']",,,,,,,,,,,,,
394,olives vertes -,0088200001140,"['France', 'Suisse']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Gelée de coing Bonne Maman,0032200006124,"['France', 'Suisse']",[],[],?,?,,?,,?,,?,,,['Bonne Maman'],D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Gelées de fruits', 'Gelées de coings']",,,,,,,,,,,,,,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,,
396,Hähnchenschenkel,4002823000072,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Roti de porc,0278402026632,['France'],[],[],?,141,590 kj(141 kcal),"6,3","2,9","1,2","0,9",20,"2,21","0,884",,E,"['Viandes', 'Porc', 'Rôtis de porc']",6.3 g,en quantité modérée,2.9 g,en quantité modérée,0.9 g,en faible quantité,2.21 g,en quantité élevée,,-2%,-1%,+25%,+39%,+47%,+44%,-11%,+28%,+28%,12,+68%,D,+68%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,,,,
398,Petit pot bébé patate douce et dinde,3760050901319,['France'],[],[],?,62,259 kj(62 kcal),"2,1","0,49","6,4","3,9","2,5","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,
399,Café du Pérou - Gourmandises d'Alice,0637913010040,['France'],"['Pâte de cacao', 'sucre', 'beurre de cacao', 'café origine Pérou', 'émulsifiant : lécithine de soja', 'arôme vanille']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,542.93,2272 kj(542 kcal),"37,7","22,54","40,4","36,26","7,18",0,0,"[""Gourmandises d'Alice""]",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats noirs extra fin']",37.7 g,en quantité élevée,22.5 g,en quantité élevée,36.3 g,en quantité élevée,0 g,en faible quantité,,-2%,-2%,-3%,-4%,+4%,+9%,-6%,-100%,-100%,24,+11%,E,+11%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,"['Carton', 'Plastique']",['E322i - Lécithine'],4,['Soja'],,,,,['Pérou'],,,
400,Escalope de dinde - Monoprix,2201258048938,['France'],[],[],?,114,477 kj(114 kcal),2,"0,7",0,0,25,"0,1","0,04",['Monoprix'],D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",2 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,,-6%,-5%,+52%,+74%,-100%,-100%,+9%,-82%,-82%,-4,,A,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,['Monoprix'],,,,,
401,myrtille enrobée chocolat au lait,3607400000004,['France'],[],[],?,505,2113 kj(505 kcal),27,17,58,55,"5,5","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Muffin gluten free - Prozis,36139538,['France'],[],[],?,414,1732 kj(414 kcal),24,"5,4",45,26,"4,6","0,24","0,096",['Prozis'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,
403,Maultaschenpfanne Gärtnerin,8870,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Meule de Savoie -,2630345081600,['France'],[],[],?,411,1720 kj(411 kcal),"33,5","20,51","1,34","0,2","26,11","0,68","0,272",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France']",33.5 g,en quantité élevée,20.5 g,en quantité élevée,0.2 g,en faible quantité,0.68 g,en quantité modérée,,+2%,+2%,+2%,-5%,+141%,-34%,-4%,-16%,-16%,13,+3%,D,+3%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,
405,RAISON SEC GOLDEN - Fruidelys,3700198680523,['France'],[],[],?,337,1410 kj(337 kcal),"0,5","0,1",84,64,"3,2","0,03","0,012",['Fruidelys'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Pici - Coop - 500g,7613356250956,"['France', 'Suisse']",[],[],?,356,1490 kj(356 kcal),1,0,72,4,12,"0,01","0,004","['Coop', 'Fine Food']",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches']",1 g,en faible quantité,0 g,en faible quantité,4 g,en faible quantité,0.01 g,en faible quantité,,0%,-1%,-50%,-100%,+3%,+28%,-4%,-64%,-64%,-1,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,500 g,,,,,,,,,,,,
407,Assortiment de Chocolats Suisses,7622300339364,['France'],[],[],?,535,2238 kj(535 kcal),30,18,59,58,"5,8","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Cafe moulu Vanille SATI,3149330005020,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Poulet cuit fumé,2860050033025,['France'],[],[],?,170,711 kj(170 kcal),"9,8","2,9","1,8","1,4","18,6","1,65","0,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Clémentine de Corse - 1kg,3770006914850,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 kg,,,,,,,,,,,,
411,Museau de porc,2418368016867,['France'],[],[],?,256,1071 kj(256 kcal),"20,3","6,7","1,3","0,4",17,"1,59","0,636",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Poulet Rôti,2209559006015,['France'],[],[],?,163,682 kj(163 kcal),"8,3","2,3",1,"0,4",21,"1,7","0,68",,D,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Poulets rôtis']",8.3 g,en quantité modérée,2.3 g,en quantité modérée,0.4 g,en faible quantité,1.7 g,en quantité élevée,,-1%,-2%,+3%,+3%,+54%,+14%,-6%,+43%,+43%,11,+137%,D,+137%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,
413,Pomme limbor bio,3499910468838,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
414,Spirunoix,3760099519124,['France'],[],"['Végétalien', 'Végétarien']",?,588,2460 kj(588 kcal),"51,5","4,88","23,93","11,55","14,1","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien']",,,,,,,,,,,,,
415,8717662025693,8717662025693,"['Belgique', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,
416,Coulis bio de tomate ail et basilic,3760034602966,['France'],[],[],?,19,79 kj(19 kcal),"0,3","0,1","2,6","2,2",1,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
417,Montbriac,2488028018968,['France'],[],[],?,342,1431 kj(342 kcal),30,21,"0,5","0,5",18,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 69.273.010 CE', 'Corbas (Rhône, France)']",,,,,,
418,Le CHARCUTIER,3254563660486,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Pruneaux,4907178210643,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Gouda au cumin,2251663013977,['France'],[],[],?,376,1573 kj(376 kcal),31,21,0,0,24,"1,7","0,68",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas', 'Goudas au cumin']",31 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,1.7 g,en quantité élevée,,+1%,+1%,+1%,0%,-100%,-100%,+1%,-7%,-7%,16,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
421,BANANE CAVENDISH BIOLOGIQUE - Bio Village,2860144008137,['France'],[],[],?,97,406 kj(97 kcal),"0,2","0,1",21,16,"1,2","0,01","0,004",['Bio Village'],B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",0.2 g,en faible quantité,0.1 g,en faible quantité,16 g,en quantité élevée,0.01 g,en faible quantité,,-1%,-1%,-6%,+14%,-3%,+7%,0%,-41%,-41%,-1,,A,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,"['Bio', 'Bio européen', 'Commerce équitable', 'FR-BIO-10', 'Max Havelaar']",,,,,,,,['Leclerc'],,,,,
422,Aceite de oliva virgen extra,8437000815198,['France'],[],[],?,900,3766 kj(900 kcal),100,13,0,0,0,0,0,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",100 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+5%,+5%,+5%,-7%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,
423,Rillons - Maison Prunier,2477867034901,['France'],"['Poitrine de porc', 'sel', 'conservateurs : E316', 'E250', 'gras de porc', 'sucre', 'sirop de glucose']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,321,1343 kj(321 kcal),25,"9,8","0,5","0,2",24,"1,7","0,68",['Maison Prunier'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,"['Gluten', 'Fruits à coque']",,,,,,,,
424,Bacon ang veg flan,5011022026027,['France'],[],[],?,154,644 kj(154 kcal),10,"3,5","4,6","1,5",11,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Espresso Lungo pure origine mexique - Lobodis - 52g,3376221113858,['France'],[],[],?,?,,?,,?,,?,,,['Lobodis'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52 g,,,,,,,,,,,,
426,10 Stroopwafels - De Lekkerste,8720100470351,['France'],[],[],?,?,,?,,?,,?,,,['De Lekkerste'],C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Gaufres', 'Gaufres fourrées']",,,,,,,,,,,,,,,,,,,,,,,77.1%,12.7%,5.0%,2.6%,2.6%,0.0%,66,,,"['Sachet', 'Plastique']",,,"['Gluten', 'Lait', 'Soja']",,,,,,,,
427,Mijoté de canard - Esprit Gourmet,3700766401369,['France'],[],[],?,119,498 kj(119 kcal),8,"2,8","2,8","0,6","8,7","0,71","0,284",['Esprit Gourmet'],D,"['Viandes', 'Volailles', 'Canards']",8 g,en quantité modérée,2.8 g,en quantité modérée,0.6 g,en faible quantité,0.71 g,en quantité modérée,,-54%,-54%,-59%,-57%,+188%,+33%,-56%,-45%,-45%,1,-91%,B,-91%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,,,,,
428,Kitkat -,8373363563485,['France'],[],[],?,521,2180 kj(521 kcal),28,15,59,47,"8,5","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cocoa-plan'],,,,,,,,,,,,,
429,Pépites chocolat noir,03565469,['France'],[],[],?,511,2138 kj(511 kcal),28,17,"54,3",50,6,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Tourtons du champsaur fourrage cacao - 250g,3462452002167,['France'],[],[],?,505,2113 kj(505 kcal),"29,2","6,13","52,1","28,6","6,9","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,"['EMB 05142A', 'Saint-Firmin (Hautes-Alpes, France)']",,,,,,
431,Nectar Abricot Bergeron -,1230000000543,['France'],[],[],?,?,209 kj(50 kcal),"0,06","0,005","11,7","11,7","0,4","0,01","0,004",,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', ""Nectars d'abricot""]",0.06 g,en faible quantité,0.005 g,en faible quantité,11.7 g,en quantité élevée,0.01 g,en faible quantité,,,-6%,-69%,-87%,-6%,-1%,+7%,-6%,-6%,13,-14%,E,-14%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,,
432,Chocolat Lait BIO - Chocolaterie Castelain - 100g,3514280116964,['France'],"['Sucre de canne bio 40,5%', 'beurre de cacao bio 29', 'poudre de lait entier bio 19%', 'pâte de cacao bio 11,5%', ' Minimum 39 % cacao', "" Peut contenir des traces d'oeufs"", 'soja', 'arachides', 'fruits à coques et gluten']",['Non végétalien'],?,583,2439 kj(583 kcal),40,"24,1","47,9","47,3","6,3","0,18","0,072",['Chocolaterie Castelain'],D,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",40 g,en quantité élevée,24.1 g,en quantité élevée,47.3 g,en quantité élevée,0.18 g,en faible quantité,,+5%,+6%,+16%,+23%,-8%,-3%,-12%,-23%,-23%,27,+6%,E,+6%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",100 g,,,3,,,,,,,,,
433,mélange 5 baies -,3760022903679,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,2,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Pancetta,2447450069795,['France'],[],[],?,306,1280 kj(306 kcal),"21,7","8,9","0,4","0,4","27,8","4,8","1,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Jay & Joy,3760253220200,['France'],[],"['Végétalien', 'Végétarien']",?,349,1460 kj(349 kcal),35,21,6,"0,35","1,14","0,44","0,176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien', 'Sans lactose']",,,,,,,,,,,,,
436,Melocoton uva - Zumosol,8435425100394,"['France', 'Espagne']",[],[],?,53,222 kj(53 kcal),"0,1",0,"11,9","11,9","0,08","0,002","0,001",['Zumosol'],,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Jus et nectars']",0.1 g,en faible quantité,0 g,en faible quantité,11.9 g,en quantité élevée,0.002 g,en faible quantité,,+15%,+16%,-42%,-100%,+13%,+23%,-79%,-86%,-86%,16,+190%,E,+190%,,,,,,,,,,,,,,,,,,,,,
437,Gurken Datschnije,4030957511102,['France'],[],[],?,7,29 kj(7 kcal),"0,5","0,1","0,5","0,5","0,5","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Cuisses de poulet rôti - Le Gaulois,0217637039031,['France'],[],[],?,168,703 kj(168 kcal),10,"2,6","0,01","0,01",19,"1,4","0,56",['Le Gaulois'],D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",10 g,en quantité modérée,2.6 g,en quantité modérée,0.01 g,en faible quantité,1.4 g,en quantité modérée,,-12%,-12%,-19%,-22%,-97%,-94%,+3%,+84%,+84%,5,+42%,C,+42%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Sans conservateurs'],,,,,,,,,,,,,
439,Miel de châtaignier- Fourneaux - Fourneaux & fils Apiculteurs - 5oo g,3502190018003,['France'],['Miel de CHATAIGNIER RECOLTE EN FRANCE FOURNEAUX & FILS APICULTEURS s Alilermont'],[],?,?,,?,,?,,?,,,['Fourneaux & fils Apiculteurs'],B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,5oo g,['Bocal verre'],,,,,,,,,,,
440,Chouquettes X20,0216380011158,['France'],[],[],?,240,1004 kj(240 kcal),12,"7,6",28,14,"6,4","0,66","0,264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Crevette cuite,0200826057275,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Olive alla Ligure,8030776000258,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Fabriqué en Italie']",,,,,,,,,,,,,
443,Merguez,2410231022371,['France'],[],[],?,249,1042 kj(249 kcal),"19,5","8,9","1,6","1,6","16,8",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Honey mustard,6655519828535,['France'],[],[],?,200,837 kj(200 kcal),0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,
445,Gruyère mi-salé,2138297004208,['France'],[],[],?,407,1703 kj(407 kcal),33,21,"0,5","0,1",27,"1,5","0,6",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Fromages de Suisse', 'Gruyères suisses']",33 g,en quantité élevée,21 g,en quantité élevée,0.1 g,en faible quantité,1.5 g,en quantité modérée,,+2%,+2%,+2%,+16%,+14%,+0%,+0%,+3%,+3%,16,+12%,D,+12%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Bio'],,,,,,,,,,,,,
446,Pain de campagne aux noix -,0260066009847,['France'],[],[],?,?,,?,,?,,?,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de campagne', 'Pains aux noix']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Farine de froment,3555020000020,['France'],[],[],?,355,1485 kj(355 kcal),"0,8","0,2",73,"1,8",12,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Bio Village,3564707126786,['France'],[],[],?,?,,?,,?,,?,,,"['Bio Village', 'Marque Repère']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,"['EMB 92002F', 'Antony (Hauts-de-Seine, France)']",['Leclerc'],,,,,
449,Etoile de patate douce pomme de terre et courge butternet - Leader Price - 240g,3263858563517,['France'],[],[],?,124,519 kj(124 kcal),"5,9","3,9",15,"3,5","1,6","0,54","0,216",['Leader Price'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240 g,,,,,,,['Leader Price'],,,,,
450,Dairy Cream Fudge,5390711530138,['France'],[],[],?,98,410 kj(98 kcal),8,3,"74,9",55,"1,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Cultivateur de saveurs,3760235561062,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Saucisson sec kasher,3700133910302,['France'],[],[],?,265,1109 kj(265 kcal),"16,9","7,3","1,3","0,4","26,9","5,8","2,32",,D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",16.9 g,en quantité modérée,7.3 g,en quantité élevée,0.4 g,en faible quantité,5.8 g,en quantité élevée,,-34%,-34%,-47%,-41%,-42%,-71%,-3%,+24%,+24%,20,-17%,E,-17%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,,,,,,
453,Jus de fruits,5411087004242,['France'],[],[],?,44,184 kj(44 kcal),"0,5",0,12,11,"0,5","0,01","0,004",,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']",0.5 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0.01 g,en faible quantité,,-4%,-4%,+196%,-100%,+13%,+13%,+28%,+1%,+1%,5,+32%,C,+32%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,,
454,12 macarons surgelés,26053684,['France'],[],[],?,406,1699 kj(406 kcal),17,"4,9",51,49,"9,4","0,15","0,06",,D,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",17 g,en quantité modérée,4.9 g,en quantité modérée,49 g,en quantité élevée,0.15 g,en faible quantité,,-5%,-5%,-4%,+8%,-8%,-3%,+10%,+5%,+5%,19,+8%,E,+8%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,,,,,,,,,,,,,
455,Thé,3770000660173,['France'],[],[],?,?,,?,,?,,?,,,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions']",,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,
456,Boisson nutritionnelle,3700211133272,['France'],[],[],?,376,1573 kj(376 kcal),"9,6","2,7",33,30,35,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
