,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,categories,labels,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,allergens,generic_name,packaging,additives,markets,manufacturing,ingredients_origins,link,palm_ingredients,brand_owner
1266,Oasis - Raisin - 2L,3124480180896,['Oasis'],['France'],"['eau de source 80%', 'jus de fruits à base de concentrés 12% ', 'pomme 6%', 'raison blanc 4%', 'raison rouge 2%', 'sucre', 'acidifiant : acide citrique', 'colorants : ', 'caramel ordinaire', 'acide carminique', 'antioxydant : acide ascorbique', 'arômes naturels']","['Non végétalien', 'Non végétarien']",157,?,157 kj(38 kcal),0,0,9,"8,8",0,0,0,C,2L,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Boissons avec sucre ajouté', 'Boisson rafraîchissante']","['Point Vert', 'Arômes naturels', 'Sans colorants artificiels', 'Sans colorants']",4,0 g,en faible quantité,0 g,en faible quantité,8.8 g,en quantité élevée,0 g,en faible quantité,-65%,,-58%,-100%,-100%,-55%,-52%,-100%,-100%,-100%,12,+1%,E,+1%,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,,,Boisson rafraîchissante aux fruits et à l'eau de source,['Bouteille Plastique'],"['E330 - Acide citrique', 'E150a - Caramel E150a', 'E120 - Acide carminique', 'E300 - Acide ascorbique']",,,,,,
1267,Oasis Mûre Framboise - 2L e,3124480180919,['Oasis'],['France'],"['Eau de source 80%', 'jus de fruits à base de concentrés 10% ', 'pomme', 'framboise 3%', 'mûre 3%', 'orange', 'eau', 'acidifiant : acide citrique', 'arômes naturels', 'colorant : acide carminique', 'concentrés ', 'carotte', 'hibiscus', 'édulcorants : acésulfame K et sucralose']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",25,?,25 kj(6 kcal),0,0,"1,1","0,9",0,0,0,C,2 L e,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Boissons édulcorées']","['Peu ou pas de sucre', 'Peu de sucre', 'Allégé en sucre', 'Point Vert', 'Arômes naturels', 'Sans sucre ajouté', 'Sans colorants artificiels', 'Sans conservateurs']",4,0 g,en faible quantité,0 g,en faible quantité,0.9 g,en faible quantité,0 g,en faible quantité,-36%,,-58%,-100%,-100%,-59%,-62%,-100%,-100%,-100%,2,-54%,C,-54%,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,,,"Boisson rafraîchissante aux fruits avec édulcorants, sans aspartame.","['Bouteille', 'Plastique']","['E330 - Acide citrique', 'E120 - Acide carminique', 'E950 - Acésulfame K', 'E955 - Sucralose']",['Leclerc'],,,,,
1268,"Jus de pomme pétillant Champomy (pack de 2) - 1,5L (2x 75cl)",3124480181466,"['Champomy', 'Orangina', 'Schweppes']",['France'],"['Pur jus de pomme', 'gaz carbonique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",195,?,195 kj(47 kcal),0,0,"11,5",10,0,0,0,A,"1,5 L (2 x 75 cl)","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",,4,0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,0 g,en faible quantité,+3%,,+2%,-100%,-100%,+6%,-3%,-100%,-100%,-100%,4,-3%,C,-3%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,"['EMB 61484', 'Theil (Orne, France)']",,Jus de pomme pétillant,"['pack carton', 'bouteille verre', 'bouchon champagne', 'armature métal']",['E290 - Dioxyde de carbone'],['Carrefour'],,['France'],,,
1269,"Bahia saveur kiwi citron vert - Orangina - 1,5l",3124480182067,['Orangina'],['France'],"['Eau gazéifiée', ""jus d'orange et autres agrumes à base de concentrés 12 % "", 'orange 10 %', 'citron', 'mandarine', 'pamplemousse', 'sucre', ""pulpe d'orange 2 %"", ""arômes naturels d'orange avec autres arômes naturels"", 'arôme naturel de citron vert', 'conservateur : sorbate de potassium', 'colorant : chlorophylles', 'concentrés ', 'carthame', 'citron', 'pomme', ""extrait de zeste d'orange""]",['Sans huile de palme'],147,?,147 kj(35 kcal),0,0,"8,1","7,9","0,1","0,01","0,004",,"1,5 l","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons gazeuses', 'Boissons aux fruits', 'Sodas', 'Sodas aux fruits', 'Boissons avec sucre ajouté']",,4,0 g,en faible quantité,0 g,en faible quantité,7.9 g,en quantité élevée,0.01 g,en faible quantité,+20%,,+13%,-100%,-100%,+8%,+7%,+38%,-3%,-3%,11,+10%,E,+10%,,,,,,,,,,Boisson gazeuse rafraîchissante aux fruits,"['Bouteille', 'Plastique']","['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E140i - Chlorophylles']",['Auchan'],,,,,
1270,Miss O ! Saveur Grenade - Orangina,3124480182081,['Orangina'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bouteille', 'Plastique']",,,,,,,
1271,Blle Pet 2L Orange Fraise Oasis,3124480182197,['Oasis'],['France'],[],[],?,35,146 kj(35 kcal),0,0,"8,3","8,2","0,1","0,01","0,004",,,['Boissons'],['Sans conservateurs'],,0 g,en faible quantité,0 g,en faible quantité,8.2 g,en quantité élevée,0.01 g,en faible quantité,,-38%,-39%,-100%,-100%,-27%,-13%,-80%,-76%,-76%,11,+44%,E,+44%,,,,,,,,,,,,,,,,,,
1272,P'tit Oasis Pomme Cassis Framboise - 8 * 20cl,3124480182227,['Oasis'],['France'],"['Eau de source 80 %', 'jus de fruits à base de concentrés 12 % ', 'pomme 8,5 %', 'cassis 2 %', 'sureau', 'framboise 0,2 %', 'sucre', 'acidifiants : acide citrique et acide malique', 'arômes naturels', 'antioxydant : acide ascorbique']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",168,?,168 kj(40 kcal),0,0,"9,5","9,4",0,"0,01","0,004",C,8 * 20 cl,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Boissons avec sucre ajouté', 'Boissons sans sucre ajouté']",['Sans conservateurs'],4,0 g,en faible quantité,0 g,en faible quantité,9.4 g,en quantité élevée,0.01 g,en faible quantité,-46%,,-15%,-100%,-100%,+10%,+39%,-100%,-79%,-79%,13,+136%,E,+136%,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,,,Boisson rafraîchissante aux fruits et à l'eau de source,"['Carton', 'Gourde', 'Plastique']","['E330 - Acide citrique', 'E296 - Acide malique', 'E300 - Acide ascorbique']",,,,,,
1273,Indian tonic - Schweppes,3124480182364,['Schweppes'],['France'],"['eau gazéifiée', 'sucre', 'acidifiant : acide citrique', 'arômes naturels', 'arôme : quinine', 'édulcorants : acésulfame K et sucralose']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,0,0 kj(0 kcal),"5,8","5,8",0,0,0,0,0,,,"['Boissons', 'Boissons gazeuses', 'Boissons édulcorées', 'Sodas', 'Eau tonique', 'Boissons avec sucre ajouté']",,4,5.8 g,en quantité modérée,5.8 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,+13677%,+53604%,-100%,-100%,-100%,-100%,-100%,5,-44%,C,-44%,,,,,,,,,,,,"['E330 - Acide citrique', 'E950 - Acésulfame K', 'E955 - Sucralose']",,,,,,
1274,Indian tonic - Schweppes - 8x33cl,3124480182739,['Schweppes'],['France'],"['eau gazéifiée', 'sucre', 'acidifiant ', 'acide citrique', 'arômes naturels', 'arôme ', 'quinine', 'édulcorants ', 'acésulfame K', 'sucralose']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",105,?,105 kj(25 kcal),0,0,"5,8","5,8",0,0,0,,8x33cl,"['Boissons', 'Boissons gazeuses', 'Boissons édulcorées', 'Sodas', 'Eau tonique', 'Boissons avec sucre ajouté']","['Point Vert', 'Triman']",4,0 g,en faible quantité,0 g,en faible quantité,5.8 g,en quantité modérée,0 g,en faible quantité,-6%,,-9%,-100%,-100%,-12%,-8%,-100%,-100%,-100%,8,-11%,D,-11%,,,,,,,,,,Boisson gazeuse rafraîchissante à l'extrait d'écorces de quinquina er avec sucre et edulcorants,"['Film plastique', 'Canette']","['E330 - Acide citrique', 'E950 - Acésulfame K', 'E955 - Sucralose']",,,,,,
1275,Orangina jaune,3124480183460,['Orangina'],['France'],[],[],?,42,176 kj(42 kcal),0,0,"10,1",10,"0,1","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,Miss O! - Orangina,3124480183613,['Orangina'],['France'],[],[],?,?,,?,,?,,?,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons gazeuses', 'Boissons aux fruits', 'Sodas', 'Sodas aux fruits', ""Sodas à l'orange"", 'Boissons avec sucre ajouté']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bouteille', 'Plastique']",,,,,,,
1277,Oasis tropical,3124480183798,['Oasis'],['France'],"['de source 80%', 'de fruits à basedeconcentrés ', 'orange 6,4%', 'pomme fruit de la passion mangue sucre', 'acidifiant : citrique', 'arômes', 'antioxydant : acide ascorbique', ""stabilisant : gomme d'acacia"", 'colorant : extrait de paprikr - Une bouteille de 2 litres contient 10 verres de']",[],?,38,159 kj(38 kcal),0,0,"9,3","9,1",0,0,0,,,['Boissons'],['Sans conservateurs'],4,0 g,en faible quantité,0 g,en faible quantité,9.1 g,en quantité élevée,0 g,en faible quantité,,-32%,-34%,-100%,-100%,-18%,-4%,-100%,-100%,-100%,13,+70%,E,+70%,,,,,,,,,,,,"['E300 - Acide ascorbique', ""E414 - Gomme d'acacia""]",,,,,,
1278,Oasis tropical zero - 2l,3124480183835,['Oasis'],['France'],[],[],?,?,,?,,?,,?,,,,2l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,Agrum' - Schweppes - 4 * 25cl,3124480184696,['Schweppes'],['France'],"['Eau gazéifiée', 'sucre', ""extraits naturels d'orange"", 'acidifiant : acide citrique', 'conservateur : sorbate de potassium', 'édulcorants : acésulfame K et sucralose', 'amidon modifié', 'antioxydant : acide ascorbique', ""arômes naturels d'agrumes avec autres arômes naturels"", 'stabilisant E445', 'colorant E142']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",118,?,118 kj(28 kcal),0,0,"6,6","6,6",0,0,0,,4 * 25 cl,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons gazeuses', 'Boissons aux fruits', 'Boissons édulcorées', 'Sodas', 'Sodas aux fruits', 'Boissons avec sucre ajouté']",,4,0 g,en faible quantité,0 g,en faible quantité,6.6 g,en quantité élevée,0 g,en faible quantité,-3%,,-9%,-100%,-100%,-12%,-11%,-100%,-100%,-100%,9,-10%,D,-10%,,,,,,,,,,"Boisson gazeuse rafraîchissante aux arômes naturels d'agrumes (orange, pamplemousse, citron vert et mandarine), avec autres arômes naturels, avec sucre et édulcorants",['Canette'],"['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E950 - Acésulfame K', 'E955 - Sucralose', 'E14XX - Amidons modifiés', 'E300 - Acide ascorbique', 'E445 - Esters glycériques de résine de bois', 'E142 - Vert acide brillant BS', '', 'Risque modéré de sur-exposition']",,,,,,
1280,Lemon - Schweppes - 4,3124480184719,"['Schweppes', 'Schweppes']",['France'],[],[],?,25,105 kj(25 kcal),0,0,"5,7","5,6","0,1","0,01","0,004",,4,['Boissons'],,,0 g,en faible quantité,0 g,en faible quantité,5.6 g,en quantité modérée,0.01 g,en faible quantité,,-55%,-56%,-100%,-100%,-50%,-41%,-80%,-76%,-76%,8,+4%,D,+4%,,,,,,,,,,,,,,,,,,
1281,Mojito 4 canettes slim de - Schweppes,3124480184788,['Schweppes'],['France'],"['eau gazéifiée', 'sucre', 'jus de citron vert à base de concentré 1 ,3%', 'acidifiant : acide citrique', 'arôme naturel de citron vert', 'arôme naturel', 'conservateur : sorbate de potassium', 'antioxydant : acide ascorbique']",[],?,38,159 kj(38 kcal),0,0,"9,3","9,3",0,0,0,,,"['Boissons', 'Boissons avec sucre ajouté']",['Produits faisant référence au Mojito'],4,0 g,en faible quantité,0 g,en faible quantité,9.3 g,en quantité élevée,0 g,en faible quantité,,-55%,-57%,-100%,-100%,-53%,-49%,-100%,-100%,-100%,13,+9%,E,+9%,,,,,,,,,,,,"['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']",,,,,,
1282,May tea,3124480185549,['May Tea'],['France'],[],[],?,20,84 kj(20 kcal),0,0,"4,8","4,7",0,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,Thé infusé glacé - May Tea,3124480185594,['May Tea'],['France'],"['infusion de thé vert 94% ', 'eau', 'infusion intense de thé vert', 'sucre', 'eau', 'acidifiants : acide malique et acide citrique', ""correcteur d'acidité : citrate de sodium"", 'arôme naturel', 'antioxydant : acide ascorbique']",[],?,20,84 kj(20 kcal),0,0,"4,8","4,7",0,"0,03","0,012",,,"['Boissons', 'Boissons avec sucre ajouté']",,4,0 g,en faible quantité,0 g,en faible quantité,4.7 g,en quantité modérée,0.03 g,en faible quantité,,-76%,-77%,-100%,-100%,-76%,-74%,-100%,-20%,-20%,7,-41%,D,-41%,,,,,,,,,,,,"['E296 - Acide malique', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E300 - Acide ascorbique']",,,,,,
1284,Orangina - Frigo Pack,3124480186331,['Orangina'],['France'],"['eau gazéifiée', ""jus d'orange et autres agrumes à base de concentrés 12% "", 'orange 10%', 'citron', 'mandarine', 'pamplemousse', ' sucre', 'pulpe 2% ', 'orange', 'mandarine', ""extrait de zeste d'orange"", ""arômes naturels d'orange""]",['Sans huile de palme'],?,42,176 kj(42 kcal),0,0,10,"9,8","0,1","0,01","0,004",,,"['Boissons', 'Boissons avec sucre ajouté']",,4,0 g,en faible quantité,0 g,en faible quantité,9.8 g,en quantité élevée,0.01 g,en faible quantité,,-51%,-52%,-100%,-100%,-49%,-46%,-81%,-73%,-73%,13,+9%,E,+9%,,,,,,,,,,,,,,,,,,
1285,Soda aux fruits Orangina,3124480186430,['Orangina'],['France'],"['Boisson gazeuse rafraîchissante aux fruits', ' Ingrédients i', ' eau gazéifiée', ""jus d'orange et autres agrumes à base de concentrés 12% "", 'orange 10%', 'citron', 'mandarine', 'pamplemousse', 'sucre', 'pulpe 2% ', 'orange', 'mandarine', ""extrait de zeste d'orange"", ""arômes naturels d'orange""]",[],?,42,176 kj(42 kcal),0,0,10,"9,8",0,"0,01","0,004",,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,Agrum Zero - Schweppes,3124480186935,['Schweppes'],['France'],"['eau gazéifiée', ""extraits d'orange"", 'acidifiant : acide citrique', 'édulcorants ', 'E950', 'E955', 'conservateur E202', 'amidon modifié', 'antioxydant : acide ascorbique', ""aromes naturels d'agrumes avec autres arômes naturels"", 'stabilisant E445', 'colorant E142']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,2,8 kj(2 kcal),0,0,"0,3","0,3",0,0,0,,,"['Boissons', 'Boissons édulcorées']",,4,0 g,en faible quantité,0 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,,-87%,-86%,-100%,-100%,-89%,-87%,-100%,-100%,-100%,2,-54%,C,-54%,,,,,,,,,,,,"['E330 - Acide citrique', 'E950 - Acésulfame K', 'E955 - Sucralose', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E300 - Acide ascorbique', 'E445 - Esters glycériques de résine de bois', 'E142 - Vert acide brillant BS', '', 'Risque modéré de sur-exposition']",,,,,,
1287,Schweppes agrum',3124480187000,['Schweppes'],['France'],[],[],?,24,100 kj(24 kcal),0,0,"5,8","5,7",0,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,Thé vert parfum menthe - May Tea,3124480187529,['May Tea'],['France'],[],[],?,20,84 kj(20 kcal),0,0,"4,8","4,7",0,"0,03","0,012",,,,"['Sans arômes artificiels', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,"Thé infusé glacé, Thé vert parfum menthe - May Tea - 1l",3124480187789,['May Tea'],['France'],"['Infusion de thé vert 94% ', 'eau', 'infusion intense de thé vert', 'sucre', 'eau', 'acidifiants : acide malique et acide citrique', ""correcteur d'acidité : citrate de sodium"", 'arôme naturel', 'antioxydant : acide ascorbique']",[],?,20,84 kj(20 kcal),0,0,"4,8","4,7",0,"0,03","0,012",C,1 l,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons au thé', 'Thés glacés', 'Thés glacés saveur menthe', 'Boissons avec sucre ajouté']",,4,0 g,en faible quantité,0 g,en faible quantité,4.7 g,en quantité modérée,0.03 g,en faible quantité,,-5%,-3%,-100%,-100%,-3%,-4%,-100%,,,7,,D,,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,,,"Boisson rafraîchissante à l'infusion de thé vert, arômatisée menthe","['Bouteille', 'Plastique']","['E296 - Acide malique', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E300 - Acide ascorbique']",,,,,,
1290,Schweppes lemon,3124480188458,['Schweppes'],['France'],[],[],?,25,105 kj(25 kcal),0,0,"5,7","5,6","0,1","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,virgin mojito - Schweppes,3124480188984,['Schweppes'],['France'],"['eau gazéifiée', 'sucre', 'jus de citron vert à base de concentré 1,3%', 'acidifiant : acide citrique', 'arôme naturel de citron vert arôme naturel', 'conservateur : sorbate de potassium', 'antioxydant : acide ascorbique']",[],?,38,159 kj(38 kcal),2,2,10,10,0,0,0,,,"['Boissons', 'Boissons avec sucre ajouté']",['Produits faisant référence au Mojito'],3,2 g,en quantité modérée,2 g,en quantité modérée,10 g,en quantité élevée,0 g,en faible quantité,,-55%,-57%,+433%,+1105%,-49%,-45%,-100%,-100%,-100%,14,+18%,E,+18%,,,,,,,,,,,,"['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']",,,,,,
1292,Dr Pepper Zero -  - 33cl,3124480189370,,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,1",0,0,"0,01","0,004",,33 cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,Dr Pepper zero - 6 * 33cl,3124480189455,['Dr. Pepper'],['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,1",0,0,"0,1","0,04",,6 * 33 cl,"['Boissons', 'Boissons gazeuses', 'Boissons édulcorées', 'Sodas', 'Boissons light', 'Sodas light']",,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,,0%,0%,-100%,-100%,-32%,-100%,-100%,+513%,+513%,1,-11%,B,-11%,,,,,,,,,,,['Canette'],,,,,,,
1294,Pommes Cassis Framboise,3124480205162,,['France'],[],[],?,34,142 kj(34 kcal),0,0,"8,1",8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,Oasis,3124480231000,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Canette'],,,,,,,
1296,Canada dry,3124480444608,['Canada Dry'],['France'],[],[],?,24,100 kj(24 kcal),0,0,"5,7","5,7",0,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,Gini Lemon,3124480465429,['Gini'],['France'],"['acide ascorbique', ': cunine', ' Sans colOrant', 'CONTIENT DE LA']",[],?,24,100 kj(24 kcal),0,0,"5,3","5,3",0,"0,01","0,004",,,['Boissons'],['Sans colorants'],,0 g,en faible quantité,0 g,en faible quantité,5.3 g,en quantité modérée,0.01 g,en faible quantité,,-57%,-59%,-100%,-100%,-53%,-44%,-100%,-76%,-76%,8,+4%,D,+4%,,,,,,,,,,,,,,,,,,
1298,Orangina,3124480564344,['Orangina'],['France'],[],[],?,42,176 kj(42 kcal),0,0,10,"9,8","0,1","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,Orange Fraise - Sunny Delight - 1l,3124480600073,['Sunny Delight'],['France'],"['Eau', 'sucre', 'jus de fruits à base de concentrés 5% ', 'mandarine', 'orange 1,5%', 'fraise 1%', ',acidifiant: acide citrique', 'vitamines ', 'C', 'E', 'pro A', 'concentrés de carotte pourpre et de cassis', ""stabilisant : gomme d'acacia"", 'épaississant : gomme guar', 'arôme naturel']",[],151,?,151 kj(36 kcal),0,0,"8,5","8,4",0,0,0,C,1 l,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Boissons avec sucre ajouté']",,4,0 g,en faible quantité,0 g,en faible quantité,8.4 g,en quantité élevée,0 g,en faible quantité,-66%,,-59%,-100%,-100%,-57%,-54%,-100%,-100%,-100%,12,+1%,E,+1%,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,,,Boisson rafraîchissante aux extraits de fruits,"['Bouteille', 'Plastique']","['E330 - Acide citrique', ""E414 - Gomme d'acacia"", 'E412 - Gomme de guar']",['Carrefour'],,,,,
1300,Orange Fraise - Sunny Delight - 50cl,3124480600110,['Sunny Delight'],['France'],"['Eau', 'sucre', 'jus de fruits à base de concentrés 5% ', 'mandarine', 'orange 1,5%', 'fraise 1%', 'acidifiant : acide citrique', 'vitamines ', 'C', 'E', 'pro-A', 'concentrés de carotte pourpre et de cassis', ""stabilisant : gomme d'acacia"", 'épaississant : gomme guar', 'arôme naturel']",[],151,?,151 kj(36 kcal),0,0,"8,5","8,4",0,"0,01","0,004",,50 cl,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons gazeuses', 'Boissons aux fruits', 'Sodas', 'Sodas aux fruits']",['Sans conservateurs'],4,0 g,en faible quantité,0 g,en faible quantité,8.4 g,en quantité élevée,0.01 g,en faible quantité,+24%,,+16%,-100%,-100%,+13%,+14%,-100%,-3%,-3%,12,+20%,E,+20%,,,,,,,,,,Boisson rafraîchissante aux extraits de fruits,"['Bouteille', 'Plastique', 'Flash Pasteurisé']","['E330 - Acide citrique', ""E414 - Gomme d'acacia"", 'E412 - Gomme de guar']",,,,,,
1301,Pulcu citron fraise,3124484406657,,['France'],[],[],?,181,757 kj(181 kcal),0,0,"41,8","40,8","0,2","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,Schweppes,3124488182632,['Schweppes'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,3124488182649,3124488182649,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,Oasis Tropical,3124488182700,,['France'],[],[],?,35,146 kj(35 kcal),0,0,"8,3","8,2","0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,Boisson tropcal Oasis,3124488183363,,['France'],[],[],?,35,146 kj(35 kcal),0,0,"8,3","8,2","0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,Virgin Mojito - Schweppes - 24 * 33cl,3124488184995,['Schweppes'],['France'],[],[],?,?,,?,,?,,?,,,,24 * 33 cl,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Boissons avec sucre ajouté', 'Virgin Mojito']",['Produits faisant référence au Mojito'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boisson gazeuse rafraîchissante saveurs citron vert et menthe,"['Carton', 'Plastique', 'Acier']",,,,,,,
