,name,bar_code,brand,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,categories,markets,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,manufacturing,additives,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,ingredients_origins,link,traceability_code,palm_ingredients,brand_owner,producer_info
49,Eau de coco - Kruidvat,8719179061751,['Kruidvat'],,"['Belgique', 'France']","['99', '9% eau de coco à partir de concentré', '0', '1% arôme naturel']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,19,79 kj(19 kcal),"0,2",0,"4,7","2,4","0,5","0,01","0,004",,,['Boissons'],,,4,0.2 g,en faible quantité,0 g,en faible quantité,2.4 g,en faible quantité,0.01 g,en faible quantité,,-66%,-67%,-42%,-100%,-58%,-75%,+1%,-76%,-76%,-5,-165%,B,-165%,,,,,,,,,,,,,,,,,
50,Pro dynamics bar - Kruidvat,8719179142313,['Kruidvat'],,['France'],[],[],?,240,1004 kj(240 kcal),11,"3,7",18,13,18,"0,34","0,136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Kruidvat édulcorants à La Saccharine Et Au Cyclamate,8719179161628,['Kruidvat'],,['France'],[],[],?,108,452 kj(108 kcal),0,0,0,0,0,"32,5",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,White greenmint chewing gum - Kruidvat,8719179184238,['Kruidvat'],"['Peu ou pas de sucre', 'Sans sucre']",['France'],[],[],?,158,661 kj(158 kcal),0,0,66,0,0,"0,17","0,068",,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Chewing-gum', 'Chewing-gum sans sucres']",,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.17 g,en faible quantité,,-1%,-1%,-100%,-100%,+5%,-100%,-100%,+694%,+694%,,,,,,,,,,,,,,,,,,,,,
53,NUTBARS - Kruidvat,8719179184849,['Kruidvat'],"['Bio', 'Bio européen', 'en:gluten-free']","['Belgique', 'France']",[],[],?,542,2268 kj(542 kcal),"33,7","4,7","39,6","26,9",17,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Nutsbar - Kruidvat,8719179184856,['Kruidvat'],"['en:gluten-free', 'Sans lactose']",['France'],[],[],?,520,2176 kj(520 kcal),"31,4","6,1","35,9",30,"20,2","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Protein pancakes - Kruidvat Pro Dynamics,8719179206428,['Kruidvat Pro Dynamics'],,['France'],"['FARINE DE BLÉ', 'PROTÉINE DE LACTOSÉRUM CONCENTRÉE ', 'LAIT', 'PROTÛNE DE SOJA', 'SUCRE', ""POUDRE D'?UF"", 'ARÔME NATUREL ', 'LAIT', 'POUDRE À LNER ', 'CARBONATE DE SODIUM', 'SEL', 'ÉMULSIFIANT ', 'LÉCTHINE DE SOJA', 'ANn-AGGLOMÉRANT ', 'DIOXYDE DE SIU?UM', 'AGENT DE TRAITEMENT DE LA FARINE ', 'A?DE ASCORBIQUE', ',']",['Non végétalien'],?,365,1527 kj(365 kcal),"4,3","1,3",48,11,33,"1,6","0,64",,,,,"['Gluten', 'Lait', 'Soja']",4,,,,,,,,,,,,,,,,,,,,,,,,['E500i - Carbonate de sodium'],,,,,,,,,,,,,,,
56,Pickwick Green Tea Peach - 750ml,8719189134285,['Pickwick'],,"['Belgique', 'France']","['Sucre', 'eau', 'additif alimentaire ', 'acide citrique', '1% de jus de pêche à base de jus concentré', 'arôme naturel', 'extrait de thé vert', 'arôme naturel de pêche']",[],?,?,,?,,?,,?,,,750ml,['Bouteille métallique'],"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de pêche']",['Delhaize'],"['Acide citrique', 'Pêche', 'Sucre']",4,,,,,,,,,,,,,,,,,,,,,,,['Hollande'],['E330 - Acide citrique'],A,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,Sirop de thé vert au goût de pêche,,,,,,
57,Ice Cream Coconut Strawberry Bio,8719189236859,,['Bio'],['France'],[],[],?,174,728 kj(174 kcal),"10,9","9,6","17,8","17,7","1,2","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Kewpie Mayonnaise - Kewpi,8719189240009,['Kewpi'],,['France'],"['Fat/ Vetten/ Graisses/ Fett/ Grassi/ Grasas 75,og saturates/ waarvan verzadigde vetzuren/ dont ac5es gras saturés/ davon gesâftigten Fettsâuren/ di 5,8g cu acdigrassi saturi/de las cuales âcidos grasos Caoohydrates/Koolhydraten/ Glucides/ Kohlenhydrate/ Zid,ratlhidratos de calbono 1,3g sugars/ waarvan suikers/']",['Non végétalien'],?,692,2895 kj(692 kcal),75,"5,8","1,3","1,3","2,4","1,7","0,68",,,"['Epicerie', 'Sauces', 'Mayonnaises']",,,,75 g,en quantité élevée,5.8 g,en quantité élevée,1.3 g,en faible quantité,1.7 g,en quantité élevée,,+13%,+13%,+13%,-6%,-52%,-11%,+95%,+28%,+28%,20,+12%,E,+12%,,,D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,
59,Sour Fries - JOUY &CO,8719189419191,['JOUY &CO'],['Halal'],['France'],"['Sirop de glucose', 'sucre', '7% concentrés de jus de fruit ', 'pomme', 'amidon de maïs modifié', 'gélatine bovine', ""correcteurs d'acidité "", 'acide citrique', 'acide tartrique', 'acide fumarique', 'acide malique', 'malates de sodium', 'citrates de sodium', 'arômes ', 'fraise', 'mûre', 'mandarine', 'pêche', 'pomme', 'citron', 'colorants ', 'extrait de paprika', 'E160c', 'complexes cuivre-chlorophylles et cuivre-chlorophyllines', 'anthocyanes', 'curcuma']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,321,1343 kj(321 kcal),0,0,74,49,3,"0,137","0,055",,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,4,0 g,en faible quantité,0 g,en faible quantité,49 g,en quantité élevée,0.137 g,en faible quantité,,-10%,-10%,-100%,-100%,-11%,-16%,+42%,+13%,+13%,14,-3%,D,-3%,,"['E428 - Gélatine', 'E330 - Acide citrique', 'E334 - Acide L-tartrique', 'E297 - Acide fumarique', 'E296 - Acide malique', 'E350 - Malates de sodium', 'E331 - Citrates de sodium', 'E160c - Extrait de paprika', 'E141i - Complexes cuivriques de chlorophylles', 'E141ii - Sels de sodium et de potassium de complexes cupriques de chlorophyllines', 'E163 - Anthocyanes']",E,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,
60,Sour cola bottles - JOUY & CO,8719189419207,['JOUY & CO'],['Halal'],['France'],"['Sirop de glucose', 'sucre', 'amidon de maïs modifié', 'gélatine bovine', ""correcteurs d'acidité "", 'acide citrique', 'acide tartrique', 'acide fumarique', 'acide malique', 'malates de sodium', 'citrates de sodium', 'arômes ', 'cola', 'colorants ', 'caramel ordinaire']","['Non végétalien', 'Non végétarien']",?,321,1343 kj(321 kcal),0,0,74,49,3,"0,137","0,055",,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",,,4,0 g,en faible quantité,0 g,en faible quantité,49 g,en quantité élevée,0.137 g,en faible quantité,,-7%,-7%,-100%,-100%,-8%,-15%,-18%,+19%,+19%,14,-1%,D,-1%,,"['E428 - Gélatine', 'E330 - Acide citrique', 'E334 - Acide L-tartrique', 'E297 - Acide fumarique', 'E296 - Acide malique', 'E350 - Malates de sodium', 'E331 - Citrates de sodium', 'E150a - Caramel E150a']",E,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,
61,Snowfall,8719189419436,,,['France'],[],[],?,447,1870 kj(447 kcal),24,"18,5","52,6","37,5","5,2","0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,The Fruit Jellies,8719189419832,,,['France'],[],[],?,320,1339 kj(320 kcal),0,0,82,41,0,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Chicken,8719202685633,,,['France'],[],[],?,181,757 kj(181 kcal),"3,1","0,2",29,23,"9,6","53,6","21,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Steakhouse,8719202685701,,,['France'],[],[],?,200,837 kj(200 kcal),"2,2","0,1",38,24,"7,5","46,1","18,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Bosvruchten siroop,8719214811068,,,['France'],[],[],?,8,33 kj(8 kcal),0,0,"2,3","0,4",0,"0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Pannkaka Chocolade - Nordic,8719274453826,['Nordic'],,['France'],"['Farine de blé', 'poudre de cacao maigre ', '6,1 %', 'agents de levage ', 'E500', 'E450', 'sel', 'arôme naturel']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,612,2561 kj(612 kcal),"1,4","0,5","25,3","3,6","7,1","0,6","0,24",,"['Carton', 'boîte']",['Préparations pour pâtisseries'],,['Gluten'],4,1.4 g,en faible quantité,0.5 g,en faible quantité,3.6 g,en faible quantité,0.6 g,en quantité modérée,,+85%,+87%,-60%,-65%,-60%,-89%,+64%,+65%,+65%,5,-43%,C,-43%,,"['E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",,,,,,,,,Préparation pour pancakes au chocolat,,,,,,
67,Coconut sugar - Maya Gold,8719324204767,['Maya Gold'],"['Bio', 'Végétarien', 'Végétalien']",['France'],['Sucre de coco biologique'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,391,1636 kj(391 kcal),1,0,"95,8","95,8",1,"0,149","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Spirulina 540 CP Recharge Bio - Marcus rohrer,8719324246156,['Marcus rohrer'],['Bio'],['France'],"['Ingrédient pour 10 comprimés : poudre de spiruline ', 'Spirulina platensis', '* 3 g', "" *Ingrédient issu de l'agriculture biologique""]",[],?,360,1506 kj(360 kcal),6,"2,87","15,1","0,5","62,5","2,73","1,092",,,"['Compléments alimentaires', 'Spiruline']",,,1,6 g,en quantité modérée,2.87 g,en quantité modérée,0.5 g,en faible quantité,2.73 g,en quantité élevée,,+43%,+42%,+64%,+124%,+47%,-28%,+26%,+137%,+137%,11,+125%,D,+125%,,,E,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,,,,,,
69,Spiruline 180CP / Cure - Marcus Rohrer,8719324246583,['Marcus Rohrer'],"['Halal', 'Sans colorants', 'Sans conservateurs']",['France'],['Ces indications sont des'],[],?,380,1590 kj(380 kcal),"5,73","2,47","16,1","0,1","66,33",0,0,,,"['Compléments alimentaires', 'Spiruline']",,,,5.73 g,en quantité modérée,2.47 g,en quantité modérée,0.1 g,en faible quantité,0 g,en faible quantité,,+51%,+50%,+57%,+93%,+56%,-86%,+34%,-100%,-100%,-4,-182%,A,-182%,,,E,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,,,,,,
70,Caramel barre - Korona,8719324585071,['Korona'],"['Végétarien', 'en:gluten-free', 'Végétalien']","['Belgique', 'France', 'Pays-Bas']",[],"['Végétalien', 'Végétarien']",?,575,2406 kj(575 kcal),"30,45","4,87","47,52","25,49","17,22",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Graine de tourneSol - Lahbib - 150g,8719324585156,"['Lahbib', 'Raw']",,['France'],[],[],?,584,2443 kj(584 kcal),"51,69","4,5",20,"2,5",21,0,0,150 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol']",,['Arachides'],,51.7 g,en quantité élevée,4.5 g,en quantité modérée,2.5 g,en faible quantité,0 g,en faible quantité,,+2%,+2%,+13%,-9%,+50%,+4%,-5%,-100%,-100%,6,-55%,C,-55%,,,C,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,,,,,,,
72,Barre de Riz au chocolat - Rocky Rice,8719324585323,['Rocky Rice'],['Bio'],['France'],"['Enrobage de chocolat 71% ', 'beurre de cacao', 'cacao maigre en poudre', 'sucre', 'émulsifiants [soja lécithines', 'E476', 'arômes naturels', 'riz brun 29%', ' Le chocolat contient min', ' de solides de cacao du']",[],?,551,2305 kj(551 kcal),"26,7","15,1","58,8","24,6","7,4","0,2","0,08",,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,"[""E476 - Esters polyglycériques d'acides gras d'huile de ricin""]",,,,,,,,,,,,,,,
73,Candy Cables,8719324585460,,,['France'],[],[],?,353,1477 kj(353 kcal),"2,2","1,4","81,3","41,5","2,1","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Candy sandwichds,8719324585507,,['Halal'],['France'],[],[],?,352,1473 kj(352 kcal),"2,3","1,5","82,8",42,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Quinoa+ barre de céréale fraise chocolat - NatureCrops - 1barre (25g),8719325060089,['NatureCrops'],"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'NL-BIO-01']",['France'],[],"['Végétalien', 'Végétarien']",?,389,1628 kj(389 kcal),"7,6","2,3","73,9","37,9","4,9","0,23","0,092",1 barre (25g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Soupe biologique quinoa + lentille -  - 45g,8719325060256,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'AB Agriculture Biologique', 'NL-BIO-01']",['France'],"['LENTILLES* ', '26,6%', 'QUINOA PRÉCUIT* ', '25%', 'FARINE DE RIZ*', ""POUDRE D'OIGNON"", 'ÉPICES ARÔME NATUREL ', 'CÉLERI', 'POUDRE DE TOMATE""', 'SEL', 'POUDRE D\'AIL""', 'GOMME DE GUAR*', 'CORIANDRE""', 'ARÔME NATUREL', 'LE CURCUMA*', 'CUMIN*', 'PERSIL*', 'GINGEMBRE""', 'HUILE DE TOURNESOL*', 'POIVRE NOIR FENUGREC*', 'POIVRE BLANC*', 'ANIS*', 'CANNELLE*', ' ', '* PRODUIT CONFORMÉMENT AU RÈGLEMENT ', 'CEE', "" N ° 834/2007 DU 28 JUIN 2007 RELATIF A LA PRODUCTION BIOLOGIQUE ET À L'ÉTIQUETAGE DES PRODUITS BIOLOGIQUES"", ' CE PRODUIT CONTIENT DES SUCRES NATURELS']","['Végétalien', 'Végétarien']",?,27,113 kj(27 kcal),"0,3",0,"4,4","0,4","1,2","0,5","0,2",45 g,,,,['Céleri'],4,,,,,,,,,,,,,,,,,,,,,,,,['E412 - Gomme de guar'],,,,,,,,,,,,,,,
77,Plenny Shake Vegan Chocolate Flavour - Joylent - 530g,8719327004920,"['Joylent', 'Jimmy Joy']","['Végétarien', 'Végétalien']",['France'],"[""Farine d'avoine "", 'gluten', 'Vitamix ', 'maltodextrine', 'citrate de sodium', 'sel', 'bitartrate de choline', 'carbonate de calcium', 'oxyde de magnésium', 'vitamine C', 'vitamine E', 'chlorure de chrome', 'niacine', 'vitamine A', 'fluorure de sodium', 'acide pantothénique', 'iodure de potassium', 'vitamine D3', 'vitamine B12', 'biotine', 'acide folique', 'vitamine Kl', 'riboflavine', 'sulphate de cuivre monohydraté', 'vitamine B6', 'farine de soja', 'mélange de protéines végétaliennes ', 'protéines de soja', 'protéines de chanvre', 'protéines de riz', 'poudre de cacao : sucralose', 'graines de lin moulues', 'poudre de cacao']","['Végétalien', 'Végétarien']",?,391,1636 kj(391 kcal),"9,3","1,5",47,"5,3",26,"0,9","0,36",530 g,"['Sac', 'Sachet', 'Plastique']","['Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Plats préparés déshydratés', 'Boissons chocolatées']",,"['Gluten', 'Avoine', 'Soja']",4,,,,,,,,,,+130%,+130%,+179%,+34%,+79%,+41%,+425%,-66%,-66%,,,,,,"['E331 - Citrates de sodium', 'E955 - Sucralose']",,,,,,,,,,,https://www.jimmyjoy.com/products/plenny-shake-vegan,,,,
78,Twenny Bar - Joylent - 120g,8719327004968,"['Joylent', 'Jimmy Joy']",,['France'],[],[],?,?,,?,,?,,?,,,120 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Twenny Bar chocolate - Jimmy Joy - 1bar,8719327004982,['Jimmy Joy'],,"['France', 'Pays-Bas']","['Ingredients: 21% Oat Blend ', 'Rolled Oats', 'Toasted Malted Oats ', 'Wholegrain Oat Flakes', 'Palm Oil', 'Barley Malt Extract', 'Humectant ', 'Glycerol', 'Coconut Oil Powder ', 'Milk', 'Soya Protein Crisp ', 'Soya Protein', 'Tapioca Starch', 'Calcium Carbonate', 'Salt', 'Water', 'Full Cream Milk Powder', 'Maltodextrin', 'Soya Protein Isolate', 'Glucose Syrup', 'Partially Inverted Sugar Syrup', 'Whey Protein Concentrate ', 'Milk', ' contains Emulsifier ', 'Soya Lecithin', 'Rapeseed Oil', 'Fructo-Oligosac-charides', 'Milk Protein', 'Inulin', 'Vitamin & Mineral Blend ', 'Maltodextrin', 'Potassium Carbonate', 'Calcium Carbonate', 'potassium salts of orthophosphoric acid', 'Sodium Chloride', 'Magnesium Oxide', 'L-Ascorbic Acid', 'Ferric Pyrophosphate', 'DL-Alpha-Tocopherol Acetate', 'Zinc Sulphate', 'Nicotinamide', 'Retinyl Acetate', 'Calcium D-Pantothenate', 'Manganese Sulphate', 'Cupric Sulphate', 'Cholecalciferol', 'Pyridoxine Hydrochloride', 'Thiamin Hydrochloride', 'Riboflavin', 'Phylloquinone', 'Pteroylmonoglutamic Acid', 'Potassium Iodate', 'Chromium ', 'III', ' Chloride', 'Sodium Selenate', 'Sodium Molybdate', 'D-biotin', 'Sodium Fluoride', 'Cyanocobalamin', 'Fat-Reduced Cocoa Powder', 'Flavouring ', 'chocolate', 'Salt', 'antioxidant ', 'E306']","['Huile de palme', 'Non végétalien']",?,376,1573 kj(376 kcal),14,"7,4",45,12,20,"1,18","0,472",1 bar,['Wrapper'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Snacks', 'Légumineuses', 'Graines', 'Snacks sucrés', 'Graines de légumineuses', 'Barres', 'Soja']",['www.us.jimmyjoy.com'],"['Lait', 'Soja']",4,14 g,en quantité modérée,7.4 g,en quantité élevée,12 g,en quantité modérée,1.18 g,en quantité modérée,,+96%,+89%,+49%,+348%,+473%,+477%,+36%,+23%,+23%,13,,D,,,"['E422 - Glycérol', 'E322i - Lécithine', 'E501i - Carbonate de potassium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E306 - Extrait riche en tocophérols']",,,,,,,,,Repas complet sous forme de barre chocolatée,,https://us.jimmyjoy.com/products/twenny-bar,,,,
80,Twenny Bar Vanilla - Jimmy Joy - 103g,8719327004999,['Jimmy Joy'],,['France'],"['roller OATS ', 'Glycerol', 'Maltitol', 'SOYA Pmtcin', 'Tapioca Starch', 'Raising Agent ', 'Calcium Carbonate', 'Salt', 'Full Cream MILK Powder', 'Fructo•OIigo- saccharides', ""Maltodextrin SOYA Protein Isolate Wh' Protein Concentrate {MILk"", ' Contains Emulsifier ', 'SOYA Lecithin', 'Inulin', 'Coconut Oil Powder ', 'MILK', 'Protein', 'Vitamin & Mineral Blend ', 'Maltodextrin', 'Potas- sium Carbonate', 'Cztcium Carbonate', 'Di-Potassium Phosphate', 'Soditgrn Chloride', 'Magnesium Oxide', 'L-Ascor- bicAcid', 'Ferric Pyrophosm phate', 'DL-Alpha-Tocopherol Acetate', 'Zinc Sulphate', 'Nic- otinamide', 'Retinyl Acetate', 'Calcium D-Pantothenate', 'Manganese Sulphate', 'Cupric Su!phate', 'Cholecalcifero!', 'Pyridoxine Hydrochloridet Thiamin Hydrochloride', 'Riboflavine Phylloquinone', 'Pteroylmonoglutamic Acid', 'Potassium Iodate', 'Chromium ', 'Iil', ""' Chloride"", 'Sodium Setenate', 'Sodium Molyb- date', 'D-Biotin', 'Sodium Fluoride', 'Cyanocobalamin', 'Salt', 'Flavouring', 'Exhausted Vanilta Bean Powder', 'Antioxidant ', 'Natural Mixed']",[],?,372,1556 kj(372 kcal),14,"3,9",44,"5,2",20,"1,18","0,472",103 g,,,,"['Lait', 'Avoine', 'Soja']",4,,,,,,,,,,,,,,,,,,,,,,,,"['E422 - Glycérol', 'E965 - Maltitol', 'E340ii - Phosphate dipotassique']",,,,,,,,,,,,,,,
81,Plenny Shake Neutral - Jimmy Joy - 530g,8719327008133,['Jimmy Joy'],"['Végétarien', 'Végétalien']",['France'],"[""Farine d'avoine "", 'gluten', 'Vitamix ', 'maltodextrine', 'citrate de sodium', 'sel', 'bitartrate de choline', 'carbonate de calcium', 'oxyde de magnésium', 'vitamine C', 'vitamine E', 'chlorure de chrome', 'niacine', 'vitamine A', 'fluorure de sodium', 'acide pantothénique', 'iodure de potassium', 'vitamine D3', 'vitamine B12', 'biotine', 'acide folique', 'vitamine K1', 'riboflavine', 'sulfate de cuivre monohydraté', 'vitamine B6', 'farine de soja', 'mélange de protéines végétaliennes ', 'protéines de soja', 'protéines de chanvre', 'protéines de riz', 'graines de lin moulues']","['Végétalien', 'Végétarien']",?,421,1761 kj(421 kcal),14,"2,1",55,"5,5",15,"0,43","0,172",530 g,"['Sachet', 'Plastique']","['Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Substituts de repas']",,"['Gluten', 'Avoine', 'Soja']",4,,,,,,,,,,+29%,+32%,+48%,+2%,+68%,-60%,-27%,-46%,-46%,,,,,,['E331 - Citrates de sodium'],B,62.5%,17.1%,9.5%,6.2%,3.7%,1.0%,84,,,https://www.jimmyjoy.com/products/plenny-shake,,,,
82,Ma WLS Forte - FitForMe - 90capsules,8719481528782,['FitForMe'],,['France'],"['Édulcorants ', 'sucrose', 'xylitol', 'sucralose', 'vitamines ', 'vitamine B12', 'acide folique', 'vitamine D contiennent du maïs', 'antiagglomérants', 'acide stéarique', ' gomme arabique', 'stéarate de magnésium', 'minéraux', 'acide citrique', 'arôme', 'agent de charge ', 'dioxyde de silicium', 'colorant ', 'oxyde de fer']",[],?,?,,?,,?,,?,,,90 capsules,"['Carton', 'boîte']","['Compléments alimentaires', 'Vitamines']",,['Maïs'],4,,,,,,,,,,,,,,,,,,,,,,,,"['E967 - Xylitol', 'E955 - Sucralose', 'E570 - Acide stéarique', ""E414 - Gomme d'acacia"", 'E572 - Stéarate de magnésium', 'E330 - Acide citrique', 'E172ii - Oxyde de fer rouge']",,,,,,,,,Multivitamine adaptée après un bypass gastrique. Soutient le système immunitaire naturel.,,https://www.fitforme.fr/produits/wls-forte,,,,
83,WLS Forte,8719481528799,,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Bâtonnets 4 smaken,8719497700257,,,['France'],[],[],?,387,1619 kj(387 kcal),"6,2","2,1","73,4","4,3","11,5","3,1","1,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Koek,8719497702831,,,['France'],[],[],?,433,1812 kj(433 kcal),"14,4","6,4","68,3","28,2","6,4","0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Sauce tomate,8719497835706,,,['France'],[],[],?,139,582 kj(139 kcal),"7,5","0,6",14,"9,1","2,9","2,9","1,16",,,"['Epicerie', 'Sauces', 'Sauces tomate']",,,,7.5 g,en quantité modérée,0.6 g,en faible quantité,9.1 g,en quantité modérée,2.9 g,en quantité élevée,,+58%,+63%,+247%,+71%,+18%,-6%,+86%,+125%,+125%,13,+153%,D,+153%,,,B,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,,,,,,
87,Boom Roomboter Super Gevulde Koek Mono,8719500000633,['Boom'],,['France'],[],[],?,405,1695 kj(405 kcal),16,"7,6","59,2","35,2","4,8","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Appelkoek - Boom Banket,8719500000770,['Boom Banket'],,['France'],"['uaceau aux pommes au beurre Gâteau avec 24% fourrage aux pommes nts: farine de blé', '24% fourrage aux pommes [sirop de gluçose et fructose', '20%*1 pomme', 'sucçe', 'a', 'iHif l', 'ém ifiant épaissi*ànqE440', 'eves de s6ja', '& ilisant ', ""EZ: '$òidon de pqnhAVdëtérre modifié}"", 'colza', 'noyaÜZdtabricot', 'epaissis', 'ose', 's sirop et eau', ""d'œuf de grangqspc ne"", ""selìB6res d'aàta 50"", 'E500', 'E503', 't ', 'W 60a', ""sel,'hmildon de lÎé"", 'cannelle', ' 0% pomme au', 'vu mut', ' - traces de fr ', 'coqu']",[],?,396,1657 kj(396 kcal),"13,4","8,2","63,9","37,1","3,7","0,25","0,1",,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,"['E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium""]",,,,,,,,,,,,,,,
89,Oeufs de Pâques,8719639009958,,,['France'],[],[],?,432,1807 kj(432 kcal),"15,6","1,6","67,2","63,5","5,2","0,06","0,024",,,"['Aliments de Pâques', 'Œufs de Pâques']",,,,15.6 g,en quantité modérée,1.6 g,en quantité modérée,63.5 g,en quantité élevée,0.06 g,en faible quantité,,-21%,-21%,-54%,-92%,+25%,+22%,-22%,-70%,-70%,16,-39%,D,-39%,,,,,,,,,,,,,,,,,
