,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,labels,packaging,markets,generic_name,manufacturing,additives,allergens,nova_score,traceability_code,ingredients_origins,link,palm_ingredients,brand_owner
423,Pur jus de pamplemousse -,3700588202359,['France'],[],[],?,38,159 kj(38 kcal),"0,1",0,8,0,"0,6",,,C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pamplemousse', 'Jus de fruits pur jus', 'en:pure-grapefruit-juice']",0.1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,-3%,-2%,-52%,-100%,-8%,-100%,+24%,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
424,Velouté Tomate-Basilic Bio,3700588204001,['France'],[],[],?,42,176 kj(42 kcal),"2,31","0,83","4,4","2,28","0,83","0,7","0,28",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",2.31 g,en faible quantité,0.83 g,en faible quantité,2.28 g,en faible quantité,0.7 g,en quantité modérée,,+8%,+8%,+50%,+37%,-8%,+23%,-3%,+9%,+9%,3,+124%,C,+124%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,
425,Soupe aux 4 légumes Bio,3700588204056,['France'],[],[],?,32,134 kj(32 kcal),"1,09","0,08","4,6",1,"0,97","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
426,Velouté d'épinards,3700588204155,['France'],[],[],?,23,96 kj(23 kcal),"0,96","0,5","3,17",0,"0,44","0,59","0,236",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Gaspacho de Tomates Bio,3700588204209,['France'],[],[],?,32,134 kj(32 kcal),"0,95","0,07","4,78","3,61","0,97","0,64","0,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
428,Soupe aux choux BIO -,3700588204254,['France'],[],[],?,27,113 kj(27 kcal),"1,05","0,08","3,5","1,55","0,77","0,5","0,2",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes']",1.05 g,en faible quantité,0.08 g,en faible quantité,1.55 g,en faible quantité,0.5 g,en quantité modérée,,-34%,-34%,-39%,-86%,-24%,-20%,-17%,-23%,-23%,2,+41%,B,+41%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
429,Velouté de légumes verts Bio -,3700588204353,['France'],[],[],?,24,100 kj(24 kcal),"0,94","0,49","3,08","0,05","0,86","0,7","0,28",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",0.94 g,en faible quantité,0.49 g,en faible quantité,0.05 g,en faible quantité,0.7 g,en quantité modérée,,-38%,-39%,-39%,-19%,-35%,-97%,+1%,+9%,+9%,3,+124%,C,+124%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,Velouté de légumes verts,,,,,,,,,
430,Bonbons sucrés - Nougalet - 200g,3700589950785,['France'],[],[],?,394,1648 kj(394 kcal),0,0,"98,6","97,6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,['Nougalet'],,,,,,,,,,,,,
431,Confort Digestif - Wamine,3700593400221,['France'],[],[],?,20,84 kj(20 kcal),"0,3","0,11","0,8","0,4","0,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Wamine'],,,,,,,,,,,,,
432,Barre Goût Vanille Chocolat au Lait,3700593400375,['France'],[],[],?,311,1301 kj(311 kcal),"9,78","4,67","24,44","6,67","28,89","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Insu K - Insudiet - 12g,3700593400467,['France'],[],[],?,300,1255 kj(300 kcal),1,"0,6",9,"4,5",53,"0,83","0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 g,['Insudiet'],,,,,,,,,,,,,
434,Barre Figue Pruneau - Insudiet,3700593400887,['France'],[],[],?,324,1356 kj(324 kcal),"8,2","1,7","22,2","5,2","36,2","1,32","0,528",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Insudiet'],['Sans sucre ajouté'],,,,,,,,,,,,
435,Insudiet Insu K 24 Sticks De,3700593401037,['France'],[],[],?,300,1255 kj(300 kcal),1,"0,6",9,"4,5",53,"0,83","0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Insudiet'],,,,,,,,,,,,,
436,Galettes chacolatees,3700593401105,['France'],[],[],?,436,1824 kj(436 kcal),"21,4",3,"23,7","3,8",31,"2,04","0,816",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,
437,Boisson Chocolat HP,3700593401525,['France'],[],[],?,68,285 kj(68 kcal),2,"0,95","2,4",1,"8,7","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Insunéa Séronéa Barre Chocolat Au Lait Goût Caramel - Pileje,3700593401679,['France'],[],[],?,367,1536 kj(367 kcal),"14,6","7,5",27,"21,3","23,1","0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Pileje'],,,,,,,,,,,,,
439,Insudiet Crème Vanille Sans Gluten 3 X,3700593401747,['France'],[],[],?,70,293 kj(70 kcal),"1,2","0,7","3,3","1,3",11,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Insudiet'],,,,,,,,,,,,,
440,Insudiet Toplett Café Viennois,3700593402201,['France'],"['DENTS Protéines de lait', 'protéines de blé', 'matière grasse en 2 Poudre ', 'huile de soja', 'sirop de glucose', 'protéine deht stabilisant ', 'triphosphate de sodium', ' antiagglomérant ', 'Aioxyde de silicium', 'arôme naturel', ' café soluble ', '600', 'epaississant ', 'farine de graines de guar', 'minéraux ', 'Potassiums calcium', 'phosphore', 'magnésium', 'zinc', 'fer manganèse', 'cuivre', 'iode', 'sélénium', ' arômes', 'protéines ', 'acésulfame de potassium et sucralose', ',']",[],?,380,1590 kj(380 kcal),"8,8",3,"10,5",3,"62,4","1,15","0,46",,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons édulcorées', 'Cafés', 'Cafés viennois']",,,,,,,,,,+2433%,+2595%,+10764%,+11528%,+290%,+28%,+49034%,+3195%,+3195%,,,,,,,,,,,,,['Insudiet'],['Fabriqué en France'],,,,,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E950 - Acésulfame K', 'E955 - Sucralose']",,4,,,,,
441,Toplett - Insudiet - 30g,3700593402218,['France'],"['protéines de lait', 'poudre de cacao maigre ', '12 %', 'protéines de soja', ""huile protéines de blanc d'œuf"", 'minéraux ', 'potassium', 'calcium', 'magnésium', 'manganèse', 'iode', 'sélénium', 'arôme', 'fructose', 'arôme naturel cacao', 'vitamines ', 'CP E', 'B5', 'B6', 'B2', 'BI', 'A', 'acide folique', 'biotine', 'D', '812', 'édulcorants ', 'acésulfamed', 'n potassium', 'sucralose', 'émulsifiant ', 'lécithine de soja', ""antioxydants d'ascorbyle"", 'dl-alpha-tocophérol', ' Traces éventuelles de gluten', ' RECOMMANDATIONS :']",['Non végétalien'],?,380,1590 kj(380 kcal),"8,2","2,2","9,5","3,2",65,"0,7","0,28",,"['Boissons', 'Boissons édulcorées']",8.2 g,en quantité modérée,2.2 g,en quantité modérée,3.2 g,en quantité modérée,0.7 g,en quantité modérée,,+2433%,+2595%,+10023%,+8427%,+253%,+37%,+51081%,+1906%,+1906%,14,+225%,E,+225%,,,,,,,,30 g,['Insudiet'],,,,,,"['E955 - Sucralose', 'E322i - Lécithine']","['Lait', 'Soja']",4,,,,,
442,Insudiet Entremets Café,3700593402249,['France'],[],[],?,357,1494 kj(357 kcal),"5,8","1,3","9,6","0,9","62,6","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Insudiet'],,,,,,,,,,,,,
443,Entremet Cacao - Insudiet,3700593402263,['France'],[],[],?,366,1531 kj(366 kcal),"6,3","1,9","10,9","1,7",64,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Insudiet'],,,,,,,,,,,,,
444,Boisson chaude cacao insudiet,3700593402300,['France'],[],[],?,369,1544 kj(369 kcal),8,"2,5","8,7","3,2",62,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Insudiet'],,,,,,,,,,,,,
445,Insudiet Flan Saveur Vanille - 30g,3700593402331,['France'],[],[],?,382,1598 kj(382 kcal),8,"1,7",13,"2,1",63,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 g,['Insudiet'],['Fabriqué en France'],,,,,,,,,,,,
446,Insudiet Flan Cacao,3700593402348,['France'],"['a€otocrs', ' et t:uati']",[],?,382,1598 kj(382 kcal),"8,9","2,4",11,"2,9",62,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Insudiet'],,,,,,,,,,,,,
447,Insudiet Toplett Goût Orange 6 X,3700593402447,['France'],"['protéines de lait', 'protéines de blé', 'acidifiant ', 'acide citrique', 'polydextrose ', 'dextrose', 'sorbitol', 'minéraux ', 'potassium', 'phosphore', 'calcium', 'magnésium', 'fer', 'zinc', 'manganèse', 'cuivre', 'iode', 'sélénium', ""poudre d'orange 3,2% "", 'orange', 'saccharose', 'amidon de maïs', 'émulsifiant : lécithine de tournesol', 'arôme', 'colorant ', 'bêta-carotène', 'vitamines ', 'C', 'PP', 'E', 'B5', 'B2', 'B6', 'BI', 'A acide folique', 'biotine', 'D3', 'B12', 'édulcorants ', 'acésulfame de potassium', 'sucralose', 'épaississant ', 'gomme de cellulose', 'émulsifiants ', 'lécithine de soja', 'lécithine de tournesol', "" Traces éventuelles d'œuf""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,317,1326 kj(317 kcal),"2,7","1,4","10,1","4,5",60,1,"0,4",,"['Boissons', 'Boissons édulcorées']",2.7 g,en quantité modérée,1.4 g,en quantité modérée,4.5 g,en quantité modérée,1 g,en quantité élevée,,+2013%,+2147%,+3233%,+5326%,+275%,+92%,+47144%,+2765%,+2765%,13,+202%,E,+202%,,,,,,,,,['Insudiet'],,,,,,"['E330 - Acide citrique', 'E1200 - Polydextrose', 'E420 - Sorbitol', 'E322i - Lécithine', 'E160ai - Bêta-carotène', 'E950 - Acésulfame K', 'E955 - Sucralose', 'E466 - Carboxyméthylcellulose']","['Lait', 'Soja']",4,,,,,
448,Insudiet Crêpe Boîte De 6 Sachets - 30g,3700593402874,['France'],[],[],?,400,1674 kj(400 kcal),"9,2","2,2",10,3,68,"1,03","0,412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 g,['Insudiet'],['Fabriqué en France'],,,,,,,,,,,,
449,Preparation en poudre velouté poulet curry - Insudiet,3700593402959,['France'],[],[],?,359,1502 kj(359 kcal),"6,9","1,3","8,8","4,1","62,5","5,1","2,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Insudiet'],['Fabriqué en France'],,,,,,,,,,,,
450,Insudiet Entremets Poire Chocolat X 6,3700593403048,['France'],"['Protéines de lait ', 'émulsifiants : lécithines de tournesol et soja', 'huile de soja sur poudre ', 'protéines de lait', 'huile de soja', 'émulsifiant : lécithine de soja', ""antioxydants : palmitate d'ascorbyle"", 'dl-alpha-tocophérol', 'cacao maigre ', '8%', 'blanc d’œuf', 'copeaux de chocolat 4 % ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'arôme naturel de vanille', 'émulsifiant ', 'lécithine de soja', 'arôme ', 'lait', 'protéines de soja ', 'émulsifiant ', 'lécithine de soja', 'minéraux ', 'potassium', 'calcium', 'magnésium', 'zinc', 'fer', 'cuivre', 'manganèse', 'iode', 'sélénium', 'fructo-oligosaccharides', 'fructose', 'épaississant ', 'carraghénanes', 'vitamines ', 'C,PP,E', 'B5', 'B6', 'B2', 'B1', 'A', 'B9', 'Biotine', 'D', 'B12', 'édulcorant ', 'acésulfame de potassium', ' Traces éventuelles de gluten et fruits à coque']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,382,1598 kj(382 kcal),8,"2,8",10,"5,3",65,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Insudiet'],"['Bio', 'Fabriqué en France']",,,,,"['E322i - Lécithine', ""E304i - Palmitate d'ascorbyle"", 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E950 - Acésulfame K']","['Œufs', 'Lait', 'Soja']",4,,,,"[""E304 - Palmitate d'ascorbyle""]",
451,Insudiet Hachis Parmentier - Pileje,3700593403444,['France'],"['INGRÉCiF Eau', 'viande de bœuf ', '34 % : Origine Union européenne', 'crème ', 'lait', ' ', 'stabilisant : carraghénanes', 'protéines de lait ', 'émulsifiant : lécithine de tournesol', 'oignons ', '3,1 %', 'protéines de pois', 'flocons de pomme de terre : 2,8 % ', ""dont émulsifiants : mono et diglycérides d'acides gras"", 'curcuma', 'arômes ', 'lait', 'fécule de pomme de terre', 'ail', 'fibres alimentaires ', 'fructo-oligosaccharides', 'sel', 'épaississants ', 'gomme xanthane', 'farine de caroube', 'dextrose', 'L-méthionine', 'L-tryptophane', 'poivre', ' UN PLAT GOURMAND ET RICHE EN PROTÉINES QUI CONTRIBUENT AU MAINTIEN DE LA MASSE MUSCULAIRE', ' PLAT CUISINÉ AU BŒUF', 'OIGNONS']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,110,460 kj(110 kcal),"5,05","2,58","2,25","0,46","12,03","0,7","0,28",E,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Hachis parmentier']",5.05 g,en quantité modérée,2.58 g,en quantité modérée,0.46 g,en faible quantité,0.7 g,en quantité modérée,,-13%,-11%,-18%,-11%,-77%,-71%,+94%,-4%,-4%,-3,-204%,A,-204%,91.5%,4.4%,1.4%,1.5%,0.8%,0.5%,27,,['Pileje'],,,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E415 - Gomme xanthane', 'E410 - Gomme de caroube']",['Lait'],4,"['FR 28.280.028 CE', 'Nogent-le-Rotrou (Eure-et-Loir, France)']",,,,
452,Soupe Thaï Vermicelles et Crevettes - Insudiet,3700593403710,['France'],[],[],?,330,1381 kj(330 kcal),"3,1","0,5","21,2","1,6","52,3","4,3","1,72",,"['Plats préparés', 'Soupes']",3.1 g,en quantité modérée,0.5 g,en faible quantité,1.6 g,en faible quantité,4.3 g,en quantité élevée,,+479%,+483%,+60%,-17%,+269%,-8%,+2277%,+397%,+397%,14,+754%,D,+754%,,,,,,,,,['Insudiet'],,,,,,,,,,,,,
453,Velouté légumes du soleil,3700593403765,['France'],[],[],?,384,1607 kj(384 kcal),"10,3","3,1",13,"6,3",59,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Velouté potiron carottes - Insudiet - 30g,3700593403789,['France'],[],[],?,365,1527 kj(365 kcal),6,"1,5",15,5,62,"0,55","0,22",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes', 'Veloutés de potiron']",6 g,en quantité modérée,1.5 g,en quantité modérée,5 g,en quantité modérée,0.55 g,en quantité modérée,,+914%,+918%,+311%,+73%,+229%,+137%,+8873%,-13%,-13%,3,+60%,C,+60%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,30 g,['Insudiet'],,,,,,,,,,,,,
455,Insudiet Entremets Vanille Amande X6,3700593403802,['France'],[],[],?,401,1678 kj(401 kcal),"12,3","1,9","8,5","3,5","61,5","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Insudiet'],,,,,,,,,,,,,
456,Entremet Banane biscuit - Insudiet,3700593403819,['France'],[],[],?,362,1515 kj(362 kcal),"6,8","1,5",11,"4,5",60,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Insudiet'],,,,,,,,,,,,,
457,Insunéa Aar Saveur Neutre 14 Portions,3700593405844,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Insudiet Poulet à La Mexicaine,3700593406001,['France'],"['Filet de poulet ', '34 % : origine Union Européenne', 'eau', 'poivron rouge ', '1 0 %', 'oignon ', '5,5 %', 'ananas ', '5,3 %', 'tomate ', '4,8 %', 'haricots rouges ', '4,5 %', 'raisins secs ', '1 %', 'poudre de lait écrémé', 'protéines de pois', 'protéines de soja', 'protéines de lait', 'amidon modifié', 'arôme naturel', 'sel', 'épices ', 'moutarde', 'sucre', 'épaississant ', 'gomme xanthane', 'ail en poudre', 'émulsifiant ', 'lécithine de soja', ' Fabriqué en France']","['Non végétalien', 'Non végétarien']",?,86,360 kj(86 kcal),"0,6","0,11",6,"2,9",12,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Insudiet'],['Fabriqué en France'],,,,,"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E322i - Lécithine']","['Lait', 'Moutarde', 'Soja']",4,,,,,
459,Insudiet Terrine De La Mer 1 Portion,3700593406094,['France'],[],[],?,179,749 kj(179 kcal),"4,1",2,"0,9","0,9",12,"0,99","0,396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Insudiet'],,,,,,,,,,,,,
460,Insudiet Boisson Cappuccino - 300g,3700593407145,['France'],"['Entremets Caramel préparation en poudre pour Entremets au caramel', ' avec sucre et édulcorants iàeenprotéines', ' Les protéines contribuent au maintier de la masse musculaire Source de 12 vitamines et 10 minéraax', ' !édients lait huile de soja ', 'protéine de lait', 'huile de soja', 'antioxydants ', ""palmitate d'ascorbyle protéines de soja "", 'émulsifiant ', 'lécithine de soja', ""gomme d'acacia"", ""protéines de blanc d'œuf Ifri phosphore"", 'magnésium', 'calcium', 'zinc', 'fer', 'manganèse', 'cuivre', 'iode', 'sélénium', ""épaississan'i}' colorant "", 'caramel', 'poudre de caramel ', 'lait', ' ', '0,5%', 'fructose', 'sel', 'vitamines ', 'C', 'PB E', '85', '*iquehiotine', 'D', 'BI 2', 'édulcorants ', 'acésulfame de potassium et sucralose', ' Traces éventuelles de glutem']",['Non végétalien'],?,381,1594 kj(381 kcal),7,"1,5",15,5,"62,9","0,75","0,3",,"['Boissons', 'Boissons édulcorées']",7 g,en quantité modérée,1.5 g,en quantité modérée,5 g,en quantité modérée,0.75 g,en quantité modérée,,+2440%,+2602%,+8542%,+5714%,+458%,+114%,+49428%,+2049%,+2049%,13,+202%,E,+202%,,,,,,,,300 g,['Insudiet'],,,,,,"[""E304i - Palmitate d'ascorbyle"", 'E322i - Lécithine', ""E414 - Gomme d'acacia"", 'E950 - Acésulfame K', 'E955 - Sucralose']","['Lait', 'Soja']",4,,,,"[""E304 - Palmitate d'ascorbyle""]",
461,Insudiet Omelette Fromage Fines Herbes,3700593407268,['France'],[],[],?,401,1678 kj(401 kcal),12,"3,8","7,9","2,8",66,"3,7","1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Insudiet'],,,,,,,,,,,,,
462,Insunea Végéal Préparation Neutre 280 G,3700593407312,['France'],[],[],?,362,1515 kj(362 kcal),"5,3","0,9","7,7","0,5","6,7","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Insudiet Boissons Prête à Boire Fraise,3700593466852,['France'],"['WGRÉD/ENTS Fac', 'protéines de lait ', 'émulsifiant soja', 'crème ', 'lait', 'pn!ydextrose', 'amidon modifié de n ,IS', 'arômes naturels defra\\se ', '0,21 %', ' et de framboise', 'minéraux ', 'potassium', 'magnésium', 'sodium', 'phosphore', 'fer', 'zinc', 'sélénium', ""cuivre' manganèse"", 'iode', 'émulsifiant ', 'lécithine Vitamines ', 'A', 'E', 'C', 'BI', 'B2', 'pp', 'B5', 'Bâ acide folique', 'D', 'B12', 'colorant \\ sous atmosphère protectr/C4']",['Non végétalien'],?,66,276 kj(66 kcal),2,"1,2","2,4","0,5","8,7","0,18","0,072",,['Boissons'],2 g,en quantité modérée,1.2 g,en quantité modérée,0.5 g,en faible quantité,0.18 g,en quantité modérée,,+18%,+15%,+476%,+917%,-79%,-95%,+1654%,+334%,+334%,11,+44%,E,+44%,,,,,,,,,['Insudiet'],,,,,,"['E14XX - Amidons modifiés', 'E322i - Lécithine']",['Lait'],4,,,,,
464,Insupain - Insunéa - 660g,3700593466869,['France'],"['Protéines de blé ', 'gluten', 'farine Tradilin', 'lin jaune : 50%', 'farine de blé ', 'gluten', 'antioxydant : extrait de romarin', 'sel', 'antioxydant ', ""palmitate d'ascorbyle"", ' Tradilin : farine bleu blanc coeur']","[""Pourrait contenir de l'huile de palme""]",?,393,1644 kj(393 kcal),"8,5","0,9","16,4",0,61,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660 g,['Insunéa'],,,,,,"['E392 - Extrait de romarin', ""E304i - Palmitate d'ascorbyle""]",['Gluten'],4,,,,"[""E304 - Palmitate d'ascorbyle""]",
465,Insunea Végéal Insu Express à La Mexicaine - Pileje,3700593466890,['France'],"['au', 'perle de konjac 29 % eau', 'farine de konjac', 'ffermissant : hydroxyde cle calcium', 'tofu 15,5 % eau', 'soja', 'gélifiant : Nigari chlorure de magnésium', 'omate au jus', 'haricot rouge précuit 4,8 %', 'poivron vert', 'protéine de pois', 'concentré de tomate', 'protéine de soja texturée', 'arôme naturel chili 1,25 %', 'sel', 'épaississant : gomme xanthane', 'colorant : extrait de paprika']",[],?,157,657 kj(157 kcal),5,"0,8","5,8","2,5","18,5","1,83","0,732",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Pileje'],,,,,,"['E415 - Gomme xanthane', 'E160c - Extrait de paprika']",['Soja'],4,,,,,
466,Insudiet Torsadelles,3700593466906,['France'],[],[],?,396,1657 kj(396 kcal),"7,5","1,5",31,"2,3",50,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Insudiet'],,,,,,,,,,,,,
467,All malt - Nikka whisky - 1,3700597302408,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,['Nikka whisky'],,,,,,,,,,,,,
468,3700600000031,3700600000031,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Preparation culinaire de vinaigre à la pulpe de framboise,3700600300001,['France'],[],[],?,77,322 kj(77 kcal),"0,2",0,16,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Vinaigre de fruit de la passion,3700600300179,['France'],[],[],?,121,506 kj(121 kcal),"0,3",0,"25,2","25,2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,Compotée de tomate séchées à la truffe d'été - Artisan Popol - 90g,3700600300339,['France'],"['Tomates séchées 70%', ""huile d'olive vierge extra 17%"", 'ail', ""truffe d'été "", 'tuber aestivum origine UE', ' 1,5%', 'arôme truffe']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,396,1657 kj(396 kcal),18,"3,2",44,29,11,"7,6","3,04",B,"['Epicerie', 'Sauces', 'Sauces tomate', 'Sauces tomates aux champignons']",18 g,en quantité modérée,3.2 g,en quantité modérée,29 g,en quantité élevée,7.6 g,en quantité élevée,,+519%,+530%,+431%,+593%,+690%,+589%,+575%,+714%,+714%,13,+1461%,D,+1461%,48.3%,19.8%,11.8%,11.5%,5.1%,3.5%,91,90 g,['Artisan Popol'],['Point Vert'],"['Pot', 'Verre', 'Conserve', 'Rondelle', 'Caoutchouc']",,Compotée de tomate séchées à la truffe d'été,,,,4,,,https://vinaigrespopol.fr/fr/compotees/956-compotee-tomates-truffes-d-ete-tuber-aestivum-240g.html,,
472,Compotée tomates poivrons et piment d'espelette AOP - Papol - 240g,3700600300469,['France'],[],[],?,226,946 kj(226 kcal),"1,8","0,3",40,29,"8,4","5,4","2,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240 g,['Papol'],,,,,,,,,,,,,
473,Sel bleu de perse - 110g,3700600300568,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110 g,,,,,,,,,,,,,,
474,Ail confit à la tomate basilic - 250g,3700600300629,['France'],[],[],?,91,381 kj(91 kcal),"1,13","0,14",17,14,"1,4","0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,['Point Vert'],,,,,,,,,,,,
475,Vinaigre à la pulpe de framboises - Popol,3700600300773,['France'],[],[],?,77,322 kj(77 kcal),"0,2",0,16,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Popol'],,,,,,,,,,,,,
476,Vinaigre à la pulpe de mangue,3700600300940,['France'],[],[],?,91,381 kj(91 kcal),"0,1",0,"19,9","19,7",0,0,0,B,['Vinaigres'],0.1 g,en faible quantité,0 g,en faible quantité,19.7 g,en quantité élevée,0 g,en faible quantité,,+8%,+9%,+29%,-100%,+22%,+37%,-100%,-100%,-100%,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,,,,,,,,,
477,Vimaigre pulpe mangue,3700600301183,['France'],[],[],?,91,381 kj(91 kcal),"0,1",0,"19,9","19,7","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
