,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,packaging,eco_score,generic_name,quantity,categories,labels,ingredients_origins,manufacturing,link,markets,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand_owner,origin_detail,producer_info,traceability_code,additives,palm_ingredients
1676,LAAtte tapporosso,8009310000023,['France'],[],[],?,48,201 kj(48 kcal),"1,6","1,1","5,1","5,1","3,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,Chasse aux oeufs,7622201135737,['France'],[],[],?,525,2197 kj(525 kcal),28,16,61,60,"5,8","0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,Fraise,3352900000732,['France'],[],[],?,153,640 kj(153 kcal),"0,2",0,42,42,"0,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,Mini ovetti latte con ripieno di crema alla nocciola,8003535005634,['France'],[],[],?,542,2268 kj(542 kcal),"31,6","23,5","59,4","58,6","4,2","0,37","0,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,I legumi lenticchie giganti,8006280010854,['France'],[],[],?,307,1284 kj(307 kcal),"1,3","0,2",36,"1,5",25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Banane bio,2184435002070,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,Trois agrumes,3352919500001,['France'],[],[],?,180,753 kj(180 kcal),"0,1",0,42,42,"0,9","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,Latte u h t,8004673330220,['France'],[],[],?,67,280 kj(67 kcal),"3,7","2,6","5,1","5,1","3,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,boulgour de blé des pharaons - La Patte Jeanjean - 400g,03121627,['France'],"[""Boulgour de blé des Pharaons issu de l'agriculture biologique""]",[],?,?,,"2,2",,"57,1",2,"16,5","0,01","0,004",['La Patte Jeanjean'],['Plastique et carton'],B,,400g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Gruau', 'Gruau de blé', 'Boulghours']",['Bio'],['France'],['Orne'],,['Biocoop'],,,2.2 g,en faible quantité,,,2 g,en faible quantité,0.01 g,en faible quantité,,,,-26%,,+5%,+5%,+57%,-96%,-96%,,,,,68.4%,0.0%,15.2%,7.8%,8.6%,0.0%,95,,,,['310723'],,
1685,Flan patissier vanille bourbon,3027030013289,['France'],[],[],?,123,515 kj(123 kcal),"1,5",0,24,16,3,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,Latte parzialmente scremato esapack,8002795010433,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,D,,,"['Produits laitiers', 'Laits', 'Laits demi-écrémés']",,,,,,,,,,,,,,,,,-100%,-100%,,,,,,,,,,,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,
1687,Orange,3352900000831,['France'],[],[],?,160,669 kj(160 kcal),"0,1",0,42,42,"0,7","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,Preparation prete a l’emploi pour pain complet,3662239000274,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,Prugne secche,8003435002078,['France'],[],[],?,250,1046 kj(250 kcal),"0,5",0,55,55,"2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,Perles d'huile d'olive au basilic,3760118830636,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,Uova fresche medie allevate a terra cat - Selex,8003100865410,['France'],[],[],?,126,527 kj(126 kcal),"8,7","3,2",0,0,12,"0,34","0,136",['Selex'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,Cotolette dIGPollo,8007281602666,['France'],[],[],?,1083,4531 kj(1083 kcal),15,"2,8",23,"1,6","8,2","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,Miel saveur vanille,3424242423415,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,Risotto cremeux,3256228581501,['France'],[],[],?,184,770 kj(184 kcal),"4,2","2,8",32,"0,5","4,5","1,2","0,48",,,,,,,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,Agnolotti del plin ricotta e erbette,8054395000505,['France'],[],[],?,247,1033 kj(247 kcal),8,"3,8",30,"2,4",13,"0,74","0,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,Lasagne au boeuf,3308650371561,['France'],[],[],?,95,397 kj(95 kcal),"3,5","0,3",11,3,"4,4","0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,Pan leggero all'Avena,8032758704291,['France'],[],[],?,347,1452 kj(347 kcal),"2,2","0,4",69,"1,1","9,8","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,Friture chocolat noir,3760176531490,['France'],[],[],?,568,2377 kj(568 kcal),40,27,48,44,4,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,Pipe rigate n 91,8023797111652,['France'],[],[],?,354,1481 kj(354 kcal),"1,3","0,3",72,"3,2",12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,Praliné,8436545423257,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,Figue blanche,3352900000138,['France'],[],[],?,167,699 kj(167 kcal),"0,2",0,42,42,"0,7","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,Spielhofer,4617497055121,['France'],[],[],?,286,1197 kj(286 kcal),21,13,"2,2","0,6",17,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,Abricot,3352900000930,['France'],[],[],?,160,669 kj(160 kcal),"0,3",0,42,42,"0,9","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Poulet,0217810027626,['France'],[],[],?,138,577 kj(138 kcal),"5,7","1,8","1,1",0,20,"0,16","0,064",,"['Barquette', 'Film en plastique']",,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 72.168.001 CE', 'Loué (Sarthe, France)']",,
1705,Cordon bleu,160507900397,['France'],[],[],?,261,1092 kj(261 kcal),17,"4,5",14,"1,6",12,"1,29","0,516",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,Tajarin,8054085590064,['France'],[],[],?,290,1213 kj(290 kcal),"4,4","1,4",50,"1,4",11,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,Poire au caramel beurre salé,3352920300003,['France'],[],[],?,167,699 kj(167 kcal),"0,45","0,17",42,42,"0,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,Thé des femmes,3665206109468,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,Avocat bio,3661949021371,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,Jambon superieur decouenne degraissé,3483190092135,['France'],[],[],?,106,444 kj(106 kcal),"2,7","0,9","0,6","0,6",20,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 85059B', 'Châtaigneraie (Vendée, France)', 'FR 85.059.004 CE', 'Châtaigneraie (Vendée, France)']",,
1711,Chicche di patate,8011242120717,['France'],[],[],?,156,653 kj(156 kcal),"0,5","0,2","32,7","0,2","4,4","0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,Miel fleurs,3036852004368,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,Villa bellafonte,8002793004373,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,Roquefort Papillon Bio AOP,0209442041194,['France'],[],[],?,379,1586 kj(379 kcal),32,20,"1,8",0,21,"3,6","1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,Sauce Nantua,3461820098658,['France'],[],[],?,145,607 kj(145 kcal),12,"6,2","4,8","1,3","2,4","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,Toppking Caramel 300G,8009160017851,['France'],[],[],?,240,1004 kj(240 kcal),0,0,60,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,Jambon cuit superieur Cuisine a l’os,0210797020932,['France'],[],[],?,138,577 kj(138 kcal),6,"2,4",1,1,20,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 38.012.001 CE', 'Aoste (Isère, France)']",,
1718,Escalope de dinde - Maître Coq,0215990026507,['France'],[],[],?,105,439 kj(105 kcal),1,"0,3",0,0,24,"0,18","0,072",['Maître Coq'],,D,,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']","['Nutriscore', 'Nutriscore A']",,,,,,,1 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,0.18 g,en faible quantité,,-13%,-13%,-24%,-26%,-100%,-100%,+5%,-68%,-68%,-4,,A,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,
1719,tiramisu,8100087142623,['France'],[],[],?,356,1490 kj(356 kcal),"9,5","6,5",63,41,"3,7","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,Bacon de porc salé au sel sec et fumé au bois de hêtre,2965081015023,['France'],[],[],?,516,2159 kj(516 kcal),2,"0,8",1,"0,7",25,"3,9","1,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 72331A', 'Sceaux-sur-Huisne (Sarthe, France)']",,
1721,Jambon superieur,2600476035957,['France'],[],[],?,738,3088 kj(738 kcal),10,"3,8","0,5","0,5",21,"1,8","0,72",,,,,,,"['Nutriscore', 'Nutriscore D']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 71076A', 'Chalon-sur-Saône (Saône-et-Loire, France)', 'FR 71.076.001 CE', 'Chalon-sur-Saône (Saône-et-Loire, France)']",,
1722,Pâtes Ruote Pazze,8017145330000,['France'],[],[],?,1355,5669 kj(1355 kcal),"1,5","0,3","71,5","3,6","12,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,Pizza margherita,8030023010122,['France'],[],[],?,257,1075 kj(257 kcal),"6,4","3,7",37,"3,3",12,"1,6","0,64",,,B,,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas margherita']",,,,,,,,6.4 g,en quantité modérée,3.7 g,en quantité modérée,3.3 g,en faible quantité,1.6 g,en quantité élevée,,+13%,+13%,-14%,+5%,+27%,+23%,+28%,+26%,+26%,13,+81%,D,+81%,52.9%,15.6%,6.3%,7.9%,3.6%,13.7%,84,,,,,,
1724,Pain complet gourmets bio,02400747,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,Croustillade Onions Frits,1256695446190,['France'],[],[],?,0.22,1 kj(0 kcal),46,23,44,15,6,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,Green’s Pancake Mix,5000318109759,['France'],[],[],?,214,895 kj(214 kcal),0,0,"25,7","3,9","6,6","0,32","0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,Pignons de pain,3760091571144,['France'],[],[],?,695,2908 kj(695 kcal),65,"5,5","6,3","5,2",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,Pomme au piment d’Espelette,3352911400002,['France'],[],[],?,165,690 kj(165 kcal),"0,1",0,42,42,"0,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,Gran filetto stagionato affettato,8031905004451,['France'],[],[],?,204,854 kj(204 kcal),"8,6","3,3","0,6","0,3",31,"3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,Choux rouges aux pommes,5400189650167,['France'],[],[],?,66,276 kj(66 kcal),"0,1",0,"14,5",14,"0,8","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,Figue au vinaigre balsamique,3352907400009,['France'],[],[],?,167,699 kj(167 kcal),"0,2",0,42,42,"0,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,Riz & Brochette Yakitori Poulet Mariné,0637913656187,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,Can't stop celebrating - Maltgarden - 500ml,5907710943670,['France'],"['Water', 'barley malt', 'oat malt', 'flaked oats', 'wheat flakes', 'strawberry ', '7%', 'rhubarb ', '3%', 'lactose', 'hops', 'natural flavours', 'yeast']",['Non végétalien'],?,?,,?,,?,,?,,,"['Maltgarden', 'Dobry Zbeer']","['Canette', 'Aluminium']",C,,500ml,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bieres aromatisées aux fruits']","['Non filtré', 'Non pasteurisé']",,,,"[""Hell's Kitchen Tavern""]",['Lait'],4,,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,
1734,Saucisse viennoise supérieure,3446780012807,['France'],[],[],?,282,1180 kj(282 kcal),26,10,1,"0,8",11,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,Donut.,0202102027224,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,Nouilles sautées - crevettes,3701292608017,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,Une nuit à Marraquetsche - Hoppy Road - 33cl,3760271170617,['France'],"['LEVURE FRANCAISE DE NUGGET', ""HALLERTAU BLANC SAISON MALTS D'ORGE ET DE BLÉ"", ""FLOCONS D'AVOINE +QUETSCHE""]",[],?,?,,?,,?,,?,,,['Hoppy Road'],"['Bouteille', 'Verre']",B,,33cl,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bieres aromatisées aux fruits', 'Bières françaises']","['Contient du gluten', 'Non filtré', 'Non pasteurisé']",['France'],['Maxéville'],,"[""hell's Kitchen Tavern""]",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,
1738,Lenticchie altamura bio,8059020860301,['France'],[],[],?,339,1418 kj(339 kcal),2,"0,7","50,3","3,4","25,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,Gratton bordelais,2473678038961,['France'],[],[],?,264,1105 kj(264 kcal),20,8,0,0,20,"2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,Moutarde à l’ancienne au Piment d’Espelette,3352920370006,['France'],[],[],?,149,623 kj(149 kcal),11,"0,77","2,5","2,5","7,2","6,1","2,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,Coriandre Moulu 100g - Choumicha Saveurs - épic...,8436038265289,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,Piment Doux du Pays Basques,3352907500006,['France'],[],[],?,148,619 kj(148 kcal),"0,1",0,42,42,"0,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,bar mélange de noix salées,3184340026443,['France'],[],[],?,100,418 kj(100 kcal),"37,6","4,9","38,5","18,1","16,7","0,79","0,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,Plancha aperitive,,['France'],[],[],?,350,1464 kj(350 kcal),25,"9,6","2,2","1,8",29,"4,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,Oignon au Piment d’Espelette,3352907300002,['France'],[],[],?,163,682 kj(163 kcal),"0,1",0,36,36,"0,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,Bbw griotte - Iron Brewery - 33cl,3770012745622,['France'],"['eau', ""malt d'orge"", 'griotte 13%', 'malt de froment', ""flocon d'avoine"", 'levure', 'bactérie']",[],?,?,,?,,?,,?,,,['Iron Brewery'],"['Verre', 'Bouteille']",C,,33cl,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bieres aromatisées aux fruits']",,,,,"[""hell's Kitchen Tavern""]",['Gluten'],3,,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,
1747,Gelée de Piment d’Espelette,3352920520005,['France'],[],[],?,148,619 kj(148 kcal),"0,1","0,1",42,42,"0,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,Pasta filata käse,4030957189172,['France'],[],[],?,340,1423 kj(340 kcal),26,17,"0,6","0,6",26,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['DE HE-012 EG'],,
1749,Oignon Au Piment d’Espelette,3352911200008,['France'],[],[],?,163,682 kj(163 kcal),"0,1",0,36,36,"0,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,"Poulet cult, fumé au bois de hêtre",2209705006005,['France'],[],[],?,191,799 kj(191 kcal),12,"3,4","0,7","0,7",20,"1,5","0,6",,"['Barquette', 'Film en plastique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,Cookies caramel,3770016097024,['France'],[],[],?,378,1582 kj(378 kcal),"12,85","8,63",61,33,"16,28","0,53","0,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,Beurre de baratte demi-sel des Limousins,3760043122493,['France'],[],[],?,?,,?,,?,,?,,,,,E,,,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres de baratte']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,,,
1753,Le quinoa,3760262840987,['France'],[],[],?,138,577 kj(138 kcal),"2,8","0,4",22,"1,1",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,filets de truite arc en ciel,3392780004345,['France'],[],[],?,134,561 kj(134 kcal),"6,4",0,"0,5",0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,Ciriole di farro,8002448875037,['France'],[],[],?,347,1452 kj(347 kcal),"3,5","0,8","65,1","5,9","13,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,La colomba,8001130811766,['France'],[],[],?,360,1506 kj(360 kcal),"14,2","6,8","55,9","30,8","5,8","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,Les Macaronis,3760262840994,['France'],[],[],?,141,590 kj(141 kcal),"1,9","0,3",25,"0,6","5,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,Brassé coco citron 100% végétal,3564706636736,['France'],[],[],?,91,381 kj(91 kcal),"4,6","4,2",12,"8,4","0,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,Paupiette de truite sauce Crément de Bourgogne,3613004266517,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,Sapori verIGPesche nocciola e cacao,8013505004390,['France'],[],[],?,420,1757 kj(420 kcal),15,"7,7","65,7","41,7","5,6","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,Beurre Blanc Sauce Premium,3272640500081,['France'],[],[],?,240,1004 kj(240 kcal),"24,3","16,1","3,4","1,9","0,9","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,Huile d\'olive vierge extra extraite à froid - Olï,6277410104381,['France'],[],[],?,?,,?,,?,,?,,,['Olï'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,"Mélange de fritures au chocolat noir, lait, blanc",2600840031493,['France'],[],[],?,552,2310 kj(552 kcal),36,22,50,48,"6,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,Bonbons au miel à la fleur de mélèze,3760258410354,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,Tonica di bergamotto,8053908880443,['France'],[],[],?,35,146 kj(35 kcal),0,0,"8,7","8,5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,Rillettes de poulet rôti,0211407019094,['France'],[],[],?,328,1372 kj(328 kcal),"28,1","8,9","0,4","0,4","18,4","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 56.246.008 CE', 'Sourn (Morbihan, France)']",,
1767,Scamorza bianca tradizione in tavola,8051770851196,['France'],[],[],?,315,1318 kj(315 kcal),25,16,"0,5","0,5",22,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,confiture figue,3760268380043,['France'],[],[],?,247,1033 kj(247 kcal),"0,5",0,60,56,"0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,Pâtes à La Semoule De Blé Dur Et Aux Oeufs,8005978070002,['France'],[],[],?,371,1552 kj(371 kcal),"1,2",1,66,"1,6",15,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,Gésiers de poulet,0215072007547,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,Beignets de poulet,2606496008728,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,Pâte à tarte 35% noisettes jardin bio,4554500003895,['France'],[],[],?,575,2406 kj(575 kcal),37,"4,9",51,46,"7,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,Contrex Bron,3228512837212,['France'],[],[],?,?,,?,,?,,?,,,['Contrex Bron'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,Cocktail 4 fruits au sirop léger,3257986904793,['France'],[],[],?,60,251 kj(60 kcal),"0,5",0,14,12,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,Huile d’olive vierge extra,3497630500104,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,Thé saveur orange cannelle - Sinaasappel Kaneelthee,94604696,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,Power Sport,80655374,['France'],[],[],?,342,1431 kj(342 kcal),"4,8","1,4",54,36,19,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,Arrabiata,8006744021280,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,Confettura extra dIGPesca,8001171600329,['France'],[],[],?,195,816 kj(195 kcal),0,0,"46,4",41,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
