,name,bar_code,categories,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_energy_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,markets,quantity,packaging,traceability_code,manufacturing,link,allergens,nova_score,ingredients_origins,generic_name,additives,origin_detail
411,Specially selected,4099100200010,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Torrone nocciole extra trasp,8006972003201,,['France'],[],[],?,,539,,32,,"52,4",,"8,2",,3,"47,3",2255 kj(539 kcal),"0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Beaujolais rosé,3454100263808,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Pain au chocolat AOP x2,0205011011155,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",['France'],[],[],?,,385,-3%,21,-4%,42,-1%,"2,6",-64%,14,14,1611 kj(385 kcal),"0,89","0,356",D,,21 g,en quantité élevée,14 g,en quantité élevée,14 g,en quantité élevée,0.89 g,en quantité modérée,-3%,+5%,+17%,-1%,-1%,20,+2%,E,+2%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,,,,,,
415,Couronne des rois,3256540003828,,['France'],[],[],?,,379,,17,,48,,"7,7",,11,18,1586 kj(379 kcal),"0,78","0,312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Farine de blé type 55 -  - 1kg,3760297920456,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé']",['France'],[],[],?,,343,-0%,"1,3",-3%,72,+3%,"9,1",-17%,"0,3","1,7",1435 kj(343 kcal),"0,013","0,005",B,,1.3 g,en faible quantité,0.3 g,en faible quantité,1.7 g,en faible quantité,0.013 g,en faible quantité,-0%,+28%,+11%,-46%,-46%,-1,,A,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,,1 kg,,,,,,,,,,
417,Miel de Forêt,3760306210004,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de forêt']",['France'],[],[],?,,?,,?,,?,,?,,,,,,,B,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
418,Popoing candy,6952581460541,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Galette frangipane sans alcool 10/12,0207630058719,,['France'],[],[],?,,415,,29,,16,,31,,29,"9,6",1736 kj(415 kcal),"6,7","2,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Pizza,2294422003000,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Grissini piemontesi,28275534,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Parmigiano Reggiano,8012126100061,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",['France'],[],[],?,,402,+0%,"29,7",0%,0,-100%,"32,4",+1%,"19,6",0,1682 kj(402 kcal),"1,6","0,64",D,['AOP'],29.7 g,en quantité élevée,19.6 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,+1%,-1%,,0%,0%,17,+2%,D,+2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,
423,Pain de campagne figue 39g,0215034010172,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Roquefort,3023260032502,,['France'],[],[],?,,365,,"31,7",,"0,8",,19,,"22,5",0,1527 kj(365 kcal),"3,7","1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Riz de Camargue - Canavere,3510991020278,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz de Camargue']",['France'],[],[],?,,?,,?,,?,,?,,,,,,,C,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,['Canavere'],,,,,,,,,,,,
426,Asperge 680G,3379140153103,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Religieuses,0216054017783,"['Biscuits et gâteaux', 'Pâtisseries', 'Religieuses']",['France'],[],[],?,,222,-4%,"8,7",-13%,33,+23%,3,-8%,"5,1",22,929 kj(222 kcal),"0,41","0,164",,,8.7 g,en quantité modérée,5.1 g,en quantité élevée,22 g,en quantité élevée,0.41 g,en quantité modérée,-5%,-3%,+29%,-10%,-10%,12,-1%,D,-1%,,,,,,,,,,,,,,,,,,,,
428,Nicaragua 75% - Ethiquable,3760091722,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Ethiquable'],,,,,,,,,,,,
429,Mandarine,8437011701770,,['France'],[],[],?,,100,,15,,50,,0,,10,35,418 kj(100 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,j’en fais serment,3326262239482,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PopCorn Caramel,3760018854947,,['France'],[],[],?,,415,,"4,4",,89,,3,,"0,5",59,1736 kj(415 kcal),"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Linea natura e armonia pan de crusca,8029404005536,,['France'],[],[],?,,407,,12,,54,,14,,"1,6","1,6",1703 kj(407 kcal),"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Pu ehr mini tuocha. The noir bio de chine,3760011131472,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Le journal de TOTO,3780744705009,,['France'],[],[],?,,501,,62,,"3,2",,1,,35,2,2096 kj(501 kcal),13,"5,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Couronnes des rois,3345230000466,,['France'],[],[],?,,346.22,,"12,87",,"48,66",,"7,57",,"5,83","20,42",1449 kj(346 kcal),"0,86","0,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Mon macaron,3760238992702,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Adam Cake Lemon chia,4260645330351,,['France'],[],[],?,,178,,"2,4",,"3,2",,"30,4",,"0,9","1,8",745 kj(178 kcal),"0,63","0,252",,"['Sans gluten', 'Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Terrine de campagne aux Cèpes,3272931006421,"['Viandes', 'Charcuteries', 'Terrines', 'Terrines de campagne']",['France'],[],[],?,,361,+12%,34,+20%,"1,5",-34%,12,-14%,11,"0,5",1510 kj(361 kcal),2,"0,8",,,34 g,en quantité élevée,11 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,+12%,+2%,-42%,+25%,+25%,22,+13%,E,+13%,,,,,,,,,,,,"['FR 64.109.003 CE', 'Bénéjacq (Pyrénées-Atlantiques, France)']",,,,,,,,
439,Beurre d’amande -,5600985805383,,['France'],[],[],?,,573.3333,,52,,"20,667",,20,,"4,667",4,2399 kj(573 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Vin rouge,26012575,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",['France'],[],[],?,,?,,?,,?,,?,,0,0,,,,D,,,,,,,,,,,-100%,-100%,,,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,,,,,,,,
441,Essenza tramezzone - Roberto,8003490041500,,['France'],[],[],?,,254,,"3,6",,"45,9",,"8,1",,"0,6","5,5",1063 kj(254 kcal),"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,['Roberto'],,,,,,,,,,,,
442,Tope model,4010070420079,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Milbona,4056489098690,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,['Milbona'],,,,,,,,,,,,
444,Marine collagène,5056307364203,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Porto,5602002100471,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Sauce pour nems et rouleax de pritemps,8936147330170,,['France'],[],[],?,,92.92,,"0,1",,"21,9",,"1,33",,"0,05","20,7",389 kj(92 kcal),"3,83","1,532",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Loukoums noisette,8697436523412,,['France'],[],[],?,,398,,"8,2",,79,,"1,7",,"2,3",68,1665 kj(398 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Galette brioche,0206002039295,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Le Brassé,9229131342006,,['France'],[],[],?,,133,,7,,15,,"2,4",,"3,9",15,556 kj(133 kcal),"0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Super bleu,29000586,,['France'],[],[],?,,54,,0,,12,,"0,3",,0,"9,8",226 kj(54 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Flan individuel chocolat,2090000181357,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Petit pain fois 6,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Miel de châtaignier,3760211930202,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']",['France'],[],[],?,,?,,?,,?,,?,,,,,,,B,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
454,Moutarde au miel,3760211930127,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes au miel']",['France'],[],[],?,,?,,?,,?,,?,,,,,0,0,B,,,,,,,,0 g,en faible quantité,,,,-100%,-100%,,,,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,,,,
455,Cranberries,3770014908322,,['France'],[],[],?,,277,,"1,6",,62,,"0,2",,"0,1",56,1159 kj(277 kcal),"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,3701120004240,3701120004240,,['France'],"['2365 618 NICKY PARIS MASQUE CAPILLAIRE AUX EXTRAITS DE GRENADE RENFORCE ET SUBLIME TOUS TYPES DE CHEVEUX OFESSIGN 50 mL 011', '6907 f1', 'oz ']",[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,0819021010352,0819021010352,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,"Bûche glacée, chocolat noir et Gianduja -",3565270010779,,['France'],[],[],?,,263,,14,,29,,"3,7",,"7,8",25,1100 kj(263 kcal),"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Tonique infusion,3700019502683,,['France'],[],[],?,,3,,0,,"0,2",,0,,0,0,13 kj(3 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Spécialité de coco,2600254022308,,['France'],[],[],?,,450,,"18,8",,"63,6",,"3,4",,"17,3","39,8",1883 kj(450 kcal),"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,2 Queues de Langouste blanche crues - Picard - 595g,0204888202567,,['France'],"['Queues de langouste blanche ', 'crustacés', ' [Panulirus argus sauvage pêchée au casier et en plongée', 'en Atlantique Centre-Ouest ', 'FAO 31', ']', 'antioxydant : disulfite ', 'sulfites', ' de sodium', 'stabilisants: di-', 'tri - et polyphosphates']","['Non végétalien', 'Non végétarien']",360,,?,,"0,7",,"< 0,5",,"19,3",,"0,2","< 0,5",360 kj(86 kcal),"0,76","0,304",,,,,,,,,,,,,,,,,,,,,,,,,,,['Picard'],['Picard'],595 g,"['Sachet plastique', 'Film en plastique']","['FR 77.333.001 CE', 'Nemours (Seine-et-Marne, France)']",['France'],http://www.picard.fr,"['Crustacés', 'Anhydride sulfureux et sulfites']",4,,,"['E221 - Sulfite de sodium', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition']",
462,Brisures de truffe d’été,3527904430032,,['France'],[],[],?,,10.8,,"1,2",,"5,48",,"3,1",,"0,1","0,5",45 kj(10 kcal),"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Pane grattugiato integrale,8032578582901,,['France'],[],[],?,,372,,"1,7",,73,,13,,"0,4","3,7",1556 kj(372 kcal),"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,pains choco tournesol x10 - Leclerc,,,['France'],[],[],?,,?,,?,,?,,?,,,,,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,['Leclerc'],,,,,,,,,,,,
465,Farine De Chataigne -,3380390132404,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,"['Bio', 'Bio européen']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,SIPA SPAGHETTI,0013932004626,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Surtido Navidad Despensa -,8411027006012,,['France'],[],[],?,,?,,?,,?,,?,,,,,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Jet Puffed Mini Marshmallows,0600699060912,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Beacon Twisty Marshmallows [sachet De 150g],6001120600433,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Goyavier -,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Réunion'],,,,,,,
471,Sirop de menthe,3760163630496,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de menthe']",['France'],"['Sucre de canne *', 'eau', 'menthe fraîche*', 'huile essentielle de menthe*', '*bio']",[],?,,?,,?,,?,,?,,,,,,,B,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,3,,,,
472,Sureau doux biologique,3770000406062,,['France'],"['Eau', 'sucre*', 'fleurs de sureau*', ""levures *issu de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,?,,?,,?,,?,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,Pate a tartiner,5007563303529,,['France'],[],[],?,,544,,32,,54,,"8,1",,"5,7",51,2276 kj(544 kcal),"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Gâteau de Noël aux fruits confits,3701129400142,"['Biscuits et gâteaux', 'Gâteaux']",['France'],[],[],?,,320,-21%,"7,6",-61%,"58,9",+19%,"5,3",-3%,"0,98","39,1",1339 kj(320 kcal),"0,525","0,21",,,7.6 g,en quantité modérée,0.98 g,en faible quantité,39.1 g,en quantité élevée,0.525 g,en quantité modérée,-20%,-87%,+40%,-14%,-14%,13,-27%,D,-27%,,,,,,,,,,,,,,,,,,,,
475,Cantal Entre-Deux,2463810014762,,['France'],[],[],?,,366,,30,,0,,24,,18,0,1531 kj(366 kcal),2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Croissants beurre aop x2,0205509007226,,['France'],[],[],?,,385,,32,,40,,"6,9",,15,7,1611 kj(385 kcal),"0,93","0,372",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Harvey Fresh Whipping Cream Esl 600ML,9311697105284,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Corn flakes,1907804784350,,['France'],[],[],?,,375,,"0,8",,83,,"7,2",,"0,2","1,9",1569 kj(375 kcal),1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,paupiettes de veau au jus de xérès et estragon - Le bon bag - 250g,01461565,,['France'],"['Paupiettes de veau Jus xérès et estragon Irgrédients : paupiettes de veau et volaille 68% ', 'origine France', ' ', 'farce veau/volaille 75% ', 'viande de veau', 'gras de veau', 'eau', 'viande de dinde', 'sel', 'oignon persil', 'bas carré de veau 25%', 'fond de veau ', 'arômes ', 'gluten]', 'sel', 'légumes [céleri]', 'matières grasses animales', 'sirop de glucose', 'viande de veau 2', '5%', 'épices', 'dextrose', 'carottes', 'tomates concassées', 'graisse de canard', 'eau', 'échalotes', 'vinaigre de vin', 'vinaigre de xérès 0', '8%', 'amidon de maïs', 'farine de blé', 'beurre aillé ', 'beurre', 'ail persil', 'sel', 'échalotes', 'poivre', 'vinaigre balsamique', ""huile d'olive colorant E150b"", 'estragon 0,01%']","['Non végétalien', 'Non végétarien']",509,,?,,"6,7",,"3,7",,11,,"3,6","1,6",509 kj(122 kcal),1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,['Le bon bag'],,250g,,,"[""49220 le lion d'Angers""]",https://www.linertek.com/autres-produits/plats-cuisines-le-bon-bag/plats-cuisines/paupiette-de-veau-jus-xeres-et-estragon-16.html,"['Céleri', 'Gluten', 'Lait']",4,,,,
480,Recovery with Hydro,0729001110388,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Pur jus de pomme à la vanille,3770004173686,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",['France'],[],[],?,,?,,?,,?,,?,,,,,,,C,,,,,,,,,,,,,,,,,,,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,,,,,,,,,
482,Cuisse de dinde aux girolle,0207434043492,,['France'],[],[],?,,111,,2,,"1,2",,22,,"0,4",0,464 kj(111 kcal),"0,68","0,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Confiture fruit de la passion - Alain Milliat,3556009995788,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures']",['France'],[],[],?,,243,+9%,0,-100%,55,+3%,"1,3",+151%,0,55,1017 kj(243 kcal),"0,11","0,044",D,['Bio'],0 g,en faible quantité,0 g,en faible quantité,55 g,en quantité élevée,0.11 g,en faible quantité,+10%,-100%,+7%,+374%,+374%,12,+29%,D,+29%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,['Alain Milliat'],,,,,,,,,,,,
484,Purée Amande Blanche - Jean Hervé,9380490000102,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de fruits à coques', ""Purées d'amande"", ""Purées d'amande blanche""]",['France'],[],[],?,,?,,?,,?,,?,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,['Jean Hervé'],,,,,,,,,,,,
485,Pâte à tartiner bio noisettes chocolat noir - Natur Attitud,3760149379104,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,['Natur Attitud'],,,,,,,,,,,,
486,Petite volaille cuisineée à la Sauce Forestière - Valette - 600g,3598960061232,,['France'],[],[],?,,101,,"4,2",,5,,"10,6",,"1,5",1,423 kj(101 kcal),1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,['Valette'],,600 g,,,,,,,,,,
487,Fromage frais à tartiner,3420629120021,,['France'],[],[],?,,189,,"13,2",,"6,1",,"11,4",,"9,9","5,4",791 kj(189 kcal),"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Beurre tendre demi-sel -  - 250g,3250340209763,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres demi-sel']",['France'],[],[],?,,725,+1%,80,+1%,"0,5",-33%,"0,7",+3%,54,"0,5",3033 kj(725 kcal),2,"0,8",E,,80 g,en quantité élevée,54 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,+1%,-0%,-19%,-3%,-3%,27,+2%,E,+2%,91.5%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,250 g,,,,,,,,,,
489,Chilli Noodles -,29052073,,['France'],[],[],?,,78,,"0,1",,16,,"2,7",,"0,1","0,1",326 kj(78 kcal),"0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Waterdrop - Love,9120077855370,,['France'],[],[],?,,1,,0,,0,,0,,0,0,4 kj(1 kcal),"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Le nourrir pour la vie,3423074757002,,['France'],[],[],?,,0,,2,,"1,5",,16,,0,0,0 kj(0 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Caille crapaudine -,3460200775844,,['France'],"['caille semi-désossée dorée 67% ', 'caille semi-désossée 98%', 'eau', 'caramel ', 'sucre', 'eau', 'sel', 'poivre', 'viande de dinde origine France 14', '1%', 'raisins réhydratés 7', '2% ', 'eau', 'raisins secs', 'cognac dénaturé', 'sel', 'arôme naturel', 'huile de coton', 'gras de veau 6', '6%', 'sel', 'semoule de riz', 'sel', 'échalote', 'muscade', 'poivre']","['Non végétalien', 'Non végétarien']",?,,198,,13,,"3,4",,17,,"4,2","1,9",828 kj(198 kcal),"0,44","0,176",,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
493,miele di limone - 400g,0652671382581,,['France'],"['Miele di Limone', "" Paese d'origine: Italia 322 kcal"", 'Grassi 0 g di cui grassi saturi 0 g', 'Carboidrati 80 g đi cui zuccheri 80 g', 'Fibre 0 g', 'Proteine 0', '6 g', 'Sale 0,03 g', ' Informazioni nutrizionali per 100 g ', 'valori medi', ': Energia 1370 kJ - Tenere in luogo fresco e asciutto']",[],?,,?,,0,,80,,"0,6",,,80,,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 g,,,['Palerme'],,,,,,,
494,citron - Ferme des Peupliers - 180g,374270801061,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts au citron', 'Yaourt aromatisé aux fruits non allégé en matières grasses']",['France'],[],[],?,,?,,?,,?,,?,,,,,"0,2","0,08",B,,,,,,,,0.2 g,en faible quantité,,,,+67%,+67%,,,,,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,['Ferme des Peupliers'],,180 g,['Verre'],"['FR 27.247.001 CE', 'Flipou (Eure, France)']",,,,,,"yaourt brassé sucré aux citrons, aromatisé",,
495,Gite,2870222047828,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Thon blanc,3365620124015,,['France'],[],[],?,,426,,38,,"0,5",,18,,6,"0,5",1782 kj(426 kcal),1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,Cereales Pdj Boul'o Miel 250G,3175681072589,,['France'],[],[],?,,375,,"1,1",,"83,2",,"6,3",,"0,26",,1569 kj(375 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Saucisse fine campagnarde,0211629023299,"['Viandes', 'Charcuteries', 'Saucisses']",['France'],[],[],?,,167,-35%,10,-52%,"2,1",+47%,16,+6%,"4,1","0,8",699 kj(167 kcal),"1,8","0,72",,['Point Vert'],10 g,en quantité modérée,4.1 g,en quantité modérée,0.8 g,en faible quantité,1.8 g,en quantité élevée,-35%,-48%,+6%,-8%,-8%,13,-26%,D,-26%,,,,,,,,,,,,"['FR 31.516.009 CE', 'Saint-Sauveur (Haute-Garonne, France)']",,,,,,,,
