,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,traceability_code,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,eco_score,quantity,brand,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,packaging,allergens,ingredients_origins,additives,nova_score,markets,generic_name,brand_owner,manufacturing,link,producer_info,palm_ingredients
724,Gaufrettes apéritifs comté et poivre,3700003780981,['France'],[],[],?,507,28,47,16,2121 kj(507 kcal),18,"5,9","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,Miel de montagne,3760143560324,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,Super8,7613031353927,['France'],[],[],?,503,"23,9",68,4,2105 kj(503 kcal),18,60,100,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,Kettle Corn,0076150232134,"['France', 'États-Unis']","['Popping Corn', 'Palm Oil', 'Less than 2% of: Salt', 'Sucralose', 'TBHQ and Citric Acid ', 'for freshness']",['Huile de palme'],?,13,"26,47","55,88","5,88",54 kj(13 kcal),"11,76",0,"1,25","0,5",,['Snacks'],,-97%,+27%,-1%,-7%,,,,,,,,,,,26.5 g,en quantité élevée,11.8 g,en quantité élevée,0 g,en faible quantité,1.25 g,en quantité modérée,-97%,+31%,-100%,+138%,+138%,10,-44%,C,-44%,,,,,"['E955 - Sucralose', 'E319 - Butylhydroquinone tertiaire', 'E330 - Acide citrique']",4,,,Conagra Brands,,,,
728,Nougats tendres,3502790456663,['France'],[],[],?,423,11,75,"5,7",1770 kj(423 kcal),"0,9",65,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,Regaliz grajeado - Avalancha,8412805111614,['France'],[],[],?,404,3,97,2,1690 kj(404 kcal),3,76,1,"0,4",,,,,,,,,,['Avalancha'],,,,,,,,,,,,,,,,,,,,,,,,,['Point Vert'],,,,,,,,,,,,
730,Baby-Peperoni,20561567,['France'],[],[],?,45,"2,3","0,6","1,5",188 kj(45 kcal),"0,5","0,1",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,Complément alimentaire nez gorge,3664696000309,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,Sirop de bananes,3265262100616,['France'],[],[],?,314,0,"76,8",0,1314 kj(314 kcal),0,0,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,Milka dulce de leche,7622300846565,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,['Milka'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,Liquorice gums,5051882201226,['France'],[],[],?,180,"0,3",17,"7,3",753 kj(180 kcal),"0,3","1,8","0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,Soupe de poisson,3467740027921,['France'],[],[],?,40,"1,2","0,9","6,1",167 kj(40 kcal),"0,2","0,6","1,3","0,52",,"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",,-17%,-37%,-51%,+18%,E,,,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,1.2 g,en faible quantité,0.2 g,en faible quantité,0.6 g,en faible quantité,1.3 g,en quantité modérée,-16%,-55%,-8%,+47%,+47%,2,+129%,B,+129%,,,,,,,,,,,,,
736,Glico Pocky Super Thin Chocolate Biscuit Sticks,4901005510036,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,"['Pocky', 'Glico']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,Coco fuzion 100,8936020054032,"['Australie', 'France']",[],[],?,24,0,"5,9",0,100 kj(24 kcal),0,"5,6","0,025","0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Woolworths'],,,,,,
738,Macarons,2014000003044,['France'],[],[],?,416,18,52,"9,8",1741 kj(416 kcal),"4,3",52,"0,16","0,064",,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",,-2%,+1%,-6%,+14%,D,,,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,18 g,en quantité modérée,4.3 g,en quantité modérée,52 g,en quantité élevée,0.16 g,en faible quantité,-2%,-5%,+3%,+12%,+12%,19,+8%,E,+8%,,,,,,,,,,,,,
739,Melange tonus,2600285050448,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,Nocciolata - Rigoni Di Asiago,8001505001105,['France'],[],[],?,530,30,53,7,2218 kj(530 kcal),6,51,"0,125","0,05",,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",,-3%,-12%,+3%,+2%,D,,['Rigoni Di Asiago'],82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,30 g,en quantité élevée,6 g,en quantité élevée,51 g,en quantité élevée,0.125 g,en faible quantité,-4%,-22%,+7%,+21%,+21%,21,+1%,E,+1%,,,,,,,,,,,,,
741,Croquants Amandes Noisettes au Cognac,3770006142710,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,Saumon fumé,3492610002487,['France'],[],[],?,169,"9,1",0,22,707 kj(169 kcal),"2,5",0,"2,5",1,"['FR 49.035.001 CE', 'Bouchemaine (Maine-et-Loire, France)']","['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,-9%,-13%,-100%,-0%,D,,,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,9.1 g,en quantité modérée,2.5 g,en quantité modérée,0 g,en faible quantité,2.5 g,en quantité élevée,-9%,+21%,-100%,-11%,-11%,14,+7%,D,+7%,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,
743,Comté 16 mois,0278532033586,['France'],[],[],?,413,34,"0,5",27,1728 kj(413 kcal),22,0,"0,69","0,276",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,+4%,+4%,+8%,+7%,D,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,34 g,en quantité élevée,22 g,en quantité élevée,0 g,en faible quantité,0.69 g,en quantité modérée,+5%,+1%,-100%,-29%,-29%,13,-3%,D,-3%,,,,,,,,,,,,,
744,Banh phong nuoc cot dua,8935116044230,['France'],[],[],?,352,"7,36","27,38","3,28",1473 kj(352 kcal),0,"27,38","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,Malakoff,3700699902223,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,Vin saint damien,3760109190015,['France'],[],[],?,?,?,?,?,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,Mini muffins cœur fondant,0208771022966,['France'],[],[],?,456,25,52,"4,4",1908 kj(456 kcal),"5,4",40,"0,59","0,236",,"['Biscuits et gâteaux', 'Gâteaux', 'Muffins']",,+15%,+24%,+7%,-15%,,,,,,,,,,,25 g,en quantité élevée,5.4 g,en quantité élevée,40 g,en quantité élevée,0.59 g,en quantité modérée,+15%,+44%,+49%,-20%,-20%,20,+30%,E,+30%,['Fabriqué en France'],,,,,,,,,,,,
748,Cannelloni bolognaise porc,5413848240043,['France'],[],[],?,128,"5,2","12,4","7,1",536 kj(128 kcal),"2,6","4,5","0,88","0,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,Yakitori 14 brochettes,8717774020487,['France'],[],[],?,?,?,?,?,,,,,,,"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Préparations de viande', 'Volailles', 'Brochettes', 'Poulets', 'Brochettes de viande', 'Plats à la volaille', 'Préparations au poulet', 'Brochettes de volailles', 'Brochettes de poulet', 'Brochettes de poulet Yakitori']",,,,,,E,,,76.9%,15.4%,4.2%,1.9%,0.9%,0.7%,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,Care gourmand,0205856013963,['France'],[],[],?,189,9,17,"8,5",791 kj(189 kcal),2,"3,5","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,Mélange sambahia,2600223023220,['France'],[],[],?,465,18,"65,9",8,1946 kj(465 kcal),"6,6","12,7","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,3286633270004,3286633270004,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,,,
753,pate de fruit enrobee de chocolat - 100g,3770005070519,['France'],"['Pâte de fruits enrobée de chocolat Ingredients Fruits', 'sucre', 'sirop de glucose', 'gelifiant', 'pectine', 'acidifiant acide tartrique', 'clementine', 'abricot', 'pomme-gingembre ', 'pamplemousse Chocolat ', 'iot 038205', ' 72 %', 'sucre', 'beurre de cacao', 'lecithine de soia', 'arôme naturel de vanille Poids net', "" Les confiseries d'Aleth 14 rue de l'Herminette"", '35350 Saint Méloir des Ondes 100 gr']",[],?,?,?,?,?,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits']",,,,,,C,100g,,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,,,,,,,,,,,,,,,,,,,,,,"['E334 - Acide L-tartrique', 'E322i - Lécithine']",4,,,,,,,
754,Tetines nues,3415306316156,['France'],[],[],?,380,"1,5",88,0,1590 kj(380 kcal),"1,4",86,"0,01","0,004",,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,+7%,-19%,+6%,-100%,E,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,1.5 g,en faible quantité,1.4 g,en faible quantité,86 g,en quantité élevée,0.01 g,en faible quantité,+6%,+32%,+48%,-92%,-92%,15,+4%,D,+4%,,,,,,,,,,,,,
755,Filets de Poulet,0212548026637,['France'],[],[],?,?,?,?,?,,,,,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,D,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,['Barquette'],,,,,,,,,,,
756,Protéines whey chocolat blanc - Bulk Powders,5060343746541,['France'],[],[],?,417,"7,5",10,75,1745 kj(417 kcal),5,10,"0,351","0,14",,,,,,,,,,['Bulk Powders'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,Hawk Fuel,3770009299008,['France'],[],[],?,52,0,13,0,218 kj(52 kcal),0,"12,5","0,32","0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,S comme sale gosse - Brasserie de la Seillonne - 33cl,3770006600166,['France'],"[""malt d'orge"", 'malt de seigle', 'houblon*', 'levure', 'eau', 'sucre']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières françaises', 'Bières bio']",,,,,,C,33 cl,['Brasserie de la Seillonne'],6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,,,,,,,,,,,,"['Bio', 'Déconseillé aux femmes enceintes', 'Nature & Progrès']","['Bouteille', 'Verre']",['Gluten'],,,3,['Biocoop'],Bière IPA,,"['Verfeil', 'France']",,,
759,Garbure au jambon de Bayonne - Baionade,3760084452207,['France'],[],[],?,34,"0,65","4,82","2,16",142 kj(34 kcal),"0,32","1,23","0,51","0,204",,,,,,,,,,['Baionade'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,Sirop de peche - Giffard,3180290073391,['France'],[],[],?,312,0,77,0,1305 kj(312 kcal),0,77,0,0,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de pêche']",,+21%,-100%,+12%,-100%,B,,['Giffard'],58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,+18%,-100%,+18%,-100%,-100%,,,,,,,,,,,,,,,,,
761,Fromage Bauernkäse - Mifroma,7617067041490,['France'],[],[],?,452,40,"0,5",23,1891 kj(452 kcal),25,"0,5","2,5",1,,,,,,,,,,['Mifroma'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,Noix de macadamia grille a sec,2600307041652,['France'],[],[],?,755,76,"4,4","9,3",3159 kj(755 kcal),12,"4,1",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,75CL Coteaux Aix En Provence Rose - 75cL,3455180043717,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,75 cL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,Tartinable de patates douce,3760088732046,['France'],[],[],?,161,"7,2","16,5","1,5",674 kj(161 kcal),"0,9","7,6","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,Light framboise-mangue - Feed,3665069000674,['France'],[],"['Végétalien', 'Végétarien']",?,333,"5,4",39,23,1393 kj(333 kcal),"0,7","3,6",1,"0,4",,,,,,,,,,['Feed'],,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien', 'Sans lactose']",,,,,,,,,,,,
766,Crème aux œufs,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Pot'],,,,,,,,,,,
767,Jus de pomme de Noël epice,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs']",['Barquette'],,,,,,,,,,,
768,Mini Club' BIO (goûts fruits rouges),2664309311601,['France'],[],[],?,338,"0,5",82,"0,8",1414 kj(338 kcal),"0,1",60,"0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Fabriqué en France']",,,,,,,,,,,,
769,Barbapapa Tube,3395502713242,['France'],[],[],?,473,16,82,"0,6",1979 kj(473 kcal),15,80,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,3 roses,8901030574252,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,3760079090483,3760079090483,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,Sablés Anis vert,3770005848071,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,Herbes des montagnes - Ricola,0036602335691,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,['Ricola'],,,,,,,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,,,,
774,Mini viennoiserie,0252618016403,['France'],[],[],?,100,15,44,"6,2",418 kj(100 kcal),"9,2",18,"0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,L'abeille sur la figue,3418659103091,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,3142806703550,3142806703550,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,3760201420089,3760201420089,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,Mini macarons,5425002280451,['France'],[],[],?,452,17,65,"5,1",1891 kj(452 kcal),17,53,"0,08","0,032",,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",,+6%,-4%,+17%,-40%,D,,,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,17 g,en quantité modérée,17 g,en quantité élevée,53 g,en quantité élevée,0.08 g,en faible quantité,+6%,+276%,+5%,-44%,-44%,25,+42%,E,+42%,,,,,,,,,,,,,
779,Poulet,0204271039756,['France'],[],[],?,?,?,?,?,,,,,,,"['Viandes', 'Volailles', 'Poulets']",,,,,,D,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,Financiers Noisettes x10,2030000031023,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,Lychee drink,0846656002926,['France'],[],[],?,56,0,0,0,234 kj(56 kcal),0,0,14,"5,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,16587014,16587014,['France'],[],['Sans huile de palme'],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:palm-oil-free'],,,,,,,,,,,,
783,Miel de fleurs de printemps,3760259100117,['France'],[],[],?,?,?,?,?,,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,B,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
