,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,quantity,traceability_code,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,labels,eco_score,categories,ingredients_origins,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,manufacturing,allergens,nova_score,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,generic_name,palm_ingredients,link,brand_owner
1154,Terrine de campagne - Produits de la Cigogne,3527480180420,['France'],[],[],?,?,?,?,?,,"['FR 68.298.005 CE', 'Sainte-Marie-aux-Mines (Haut-Rhin, France)']",,,,,,['Produits de la Cigogne'],,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de campagne']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,TERRINE DE CANARD AUX CEPES,3433280000526,['France'],[],[],?,341,33,"0,7",11,,,1427 kj(341 kcal),12,0,"0,56","0,224",,,E,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",,,+11%,+25%,-59%,-23%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,,33 g,en quantité élevée,12 g,en quantité élevée,0 g,en faible quantité,0.56 g,en quantité modérée,+11%,+26%,-100%,-63%,-63%,16,-11%,D,-11%,,,,,
1156,trib's taboulé,4900001344904,['France'],[],[],?,221,9,28,4,,,925 kj(221 kcal),1,6,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,Coquille saint jacques,3418840016520,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,Truffes royales sélection - Lindt,9003600481447,['France'],[],[],?,503,34,46,"3,9",,,2105 kj(503 kcal),20,42,"0,06","0,024",['Lindt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,Jambon superieur avec couenne 4 tranches,2273693022507,['France'],[],[],?,151,7,1,21,,"['EMB 14752B', 'Villers-Bocage (Calvados, France)']",632 kj(151 kcal),3,"0,8","2,2","0,88",,['Qualité supérieure'],E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,,+14%,+46%,+49%,-0%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,7 g,en quantité modérée,3 g,en quantité modérée,0.8 g,en faible quantité,2.2 g,en quantité élevée,+16%,+63%,+34%,+18%,+18%,12,+70%,D,+70%,,,,,
1160,Granola complet,8714266000064,['France'],[],[],?,462,"21,2","51,5","13,2",,,1933 kj(462 kcal),"2,6","1,6","0,02","0,008",,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,croquettes de fromage - 80g,5425003194405,['France'],[],[],?,188,10,18,"6,2",80 g,,787 kj(188 kcal),"2,9","0,38","0,32","0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,Naturally awake coffee,8425402343555,['France'],[],[],?,144,"5,3",20,"3,1",,,602 kj(144 kcal),"0,5",16,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,Nonnettes au miel fourrées d'orange,3700473386218,['France'],[],[],?,320,0,77,3,,,1339 kj(320 kcal),0,48,12,"4,8",,,,"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux fourrés', 'Nonnettes', ""Nonnettes à l'orange""]",,,+3%,-100%,+4%,-14%,,,,,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,48 g,en quantité élevée,12 g,en quantité élevée,+3%,-100%,+5%,+2526%,+2526%,23,+55%,E,+55%,,,,,
1164,Château la fleur st Christophe,26011431,['France'],[],[],?,?,?,?,?,,,,,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,New England Ipa,3770006063152,['France'],[],[],?,?,?,?,?,,,,,,,,,,C,"['Boissons', 'Boissons alcoolisées', 'Bières', 'en:India Pale Ale']",,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,Full of beans,00088763,['France'],"['sucre sirop de glucose fécule de mais eau acidifiant: acide citrigue', 'acide malique arómes colorant: anthocyanes ', 'issus de raisins', 'de carottes noires', 'lutéine', 'rouge de betterave', 'caroténoides', 'caramel ordinaire huile de palme concentrés de plantes ', 'cartharme', 'spiruline', "": stabilisant: gomme arabique agent d'enrobage: shellac"", 'cire de carnauba', ""important ne convient pas aux enfants âgés de moins de 36 mois en raison des risques d'étouffement"", ""information l'assortiment peut varier"", 'conservation à consommer']","['Non végétalien', 'Non végétarien']",?,369,"0,8","90,1","0,1",,,1544 kj(369 kcal),"0,5","63,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,"['E296 - Acide malique', 'E163 - Anthocyanes', 'E161b - Lutéine', 'E162 - Rouge de betterave', 'E160 - Caroténoïdes', 'E150a - Caramel E150a', ""E414 - Gomme d'acacia"", 'E904 - Gomme-laque', 'E903 - Cire de carnauba']",,,,
1167,Nestea citron vert/menthe,7613036658164,['France'],[],[],?,19,0,"4,8",0,,,79 kj(19 kcal),0,"4,7","0,05","0,02",['Nestea'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,Salade piemontaise - André Loussouarn,3449480006688,['France'],[],[],?,180,"14,7","9,1","3,7",,,753 kj(180 kcal),"1,29","1,2","0,9","0,36",['André Loussouarn'],,C,"['Plats préparés', 'Salades', 'Salades composées', 'Plats à base de pommes de terre', 'Salades de pommes de terre', 'Salades piémontaises']",,,+20%,+37%,+12%,-12%,72.8%,14.2%,6.7%,3.8%,2.0%,0.5%,58,,,,,,14.7 g,en quantité modérée,1.29 g,en faible quantité,1.2 g,en faible quantité,0.9 g,en quantité modérée,+21%,+22%,+49%,-9%,-9%,4,+23%,C,+23%,,,,,
1169,Morilles speciales premium - 35g,3550704061663,['France'],[],[],?,222,"2,9",20,"28,9",35 g,,929 kj(222 kcal),"0,3","2,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,Salaisons roland serin,2863440069079,['France'],[],[],?,434,37,"0,7",26,,,1816 kj(434 kcal),14,0,"4,1","1,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,Raisin blanc - 500g,3661030141681,['France'],[],[],?,?,?,?,?,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,Les Remparts De Bel Air 2009,3299791004053,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,Le torchonay jambon supérieur cuit au torchon,0211371025527,['France'],[],[],?,137,"6,2","0,7","19,8",,,573 kj(137 kcal),"2,8","0,7","1,91","0,764",,['Qualité supérieure'],E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,,+4%,+29%,+5%,-6%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,6.2 g,en quantité modérée,2.8 g,en quantité modérée,0.7 g,en faible quantité,1.91 g,en quantité élevée,+5%,+52%,+18%,+2%,+2%,11,+56%,D,+56%,,,,,
1174,Mayo vegan biologique sans œufs,7024898006220,['France'],[],"['Végétalien', 'Végétarien']",?,522,55,"5,1","0,7",,,2184 kj(522 kcal),"6,1","2,6","1,1","0,44",,"['Bio', 'Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,Crème Fraîche epaisse - Ferme de la Poterie - 40cl,3309070000079,['France'],['creme'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,?,?,?,40 cl,"['FR 50.592.002 CE', 'Tessy-sur-Vire (Manche, France)']",,,,,,['Ferme de la Poterie'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",B,"['Produits laitiers', 'Produits fermentés', 'Crèmes', 'Produits laitiers fermentés', 'Crèmes épaisses', 'Crèmes fraîches']",,,,,,,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,"['Verre', 'Frais']",,['Lait'],1,['Intermarche'],,,,,,,,,,,,,,,,,,,,,,
1176,Vin de savoie,3376170003002,['France'],[],[],?,?,?,?,?,,,,,,,,,,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vin de Savoie']",['France'],,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,Sun quench,4088600004709,['France'],"['water', 'fruit juice from concentrate ', '20%', ' ', 'apple ', '86%j', 'redcurrant', '5%', 'strawberry ', '5%', 'cherry ', '4%', 'acid: citric acid', 'colour: anthocyanins', 'acidity regulator', 'trisodium citrate', 'sweetener: aspartame', 'sodium saccharin', 'natural flavouring: preseratives: potassium sorbate', 'sodium metabisulphite', 'antioxidant: ascorbic acid,']",[],?,27,"0,6","3,6","0,5",,,113 kj(27 kcal),"0,2","2,2","0,41","0,164",,['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,"['E330 - Acide citrique', 'E163 - Anthocyanes', 'E331iii - Citrate trisodique', 'E951 - Aspartame', 'E954 - Saccharine et ses sels', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']",,,,
1178,Miel Selection Eucalyptus - Savimiel - 250g,3429960025040,['France'],[],[],?,?,?,?,?,250 g,,,,,,,['Savimiel'],,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'eucalyptus""]",,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,Pirosarany Csemege Xl 240Gr 12,5997010301393,['France'],[],[],?,46,"0,9","4,1","5,2",,,192 kj(46 kcal),0,"3,2","11,5","4,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,Terrine au marc des Alpes,3507170710113,['France'],[],[],?,223,17,"0,5",17,,,933 kj(223 kcal),"6,5","0,5","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,Feminine Intimate,5413393000017,"['Belgique', 'France']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,Blanc 31% st domingue - Comptoir du Cacao,3760078998643,['France'],"['Chocolats blanc pur beurre de cacao 31% Sucre', 'beurre de cacao', 'poudre de lalt entier', 'arôme naturel de vanille', ' Peut contenir des traces de: gluten', 'soja', 'fruits à coques']",[],?,584,39,50,8,,,2443 kj(584 kcal),24,50,"0,28","0,112",['Comptoir du Cacao'],,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats blancs']",,,+3%,+8%,-6%,+20%,91.5%,4.7%,1.2%,2.1%,0.4%,0.0%,24,,,,4,,39 g,en quantité élevée,24 g,en quantité élevée,50 g,en quantité élevée,0.28 g,en faible quantité,+4%,+11%,-1%,+9%,+9%,28,+5%,E,+5%,,,,,
1183,Vuilzakken 25L,5400141213225,"['Belgique', 'France']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,Tome de savoie,0200183016403,['France'],[],[],?,?,?,?,?,,,,,,,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Produits de montagne', 'Fromages de montagne', 'Tommes', 'Tomme de Savoie']",,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,Greek yogurt 0% - Trader Joe's,00957328,['France'],[],[],?,0,0,7,22,,,0 kj(0 kcal),0,6,"0,175","0,07","[""Trader Joe's""]",,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts à la grecque']",,,-100%,-100%,-20%,+395%,,,,,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,6 g,en quantité modérée,0.175 g,en faible quantité,-100%,-100%,-25%,+51%,+51%,-4,-198%,A,-198%,,,,,
1186,Wattenstaafjes,15400141631453,"['Belgique', 'France']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,Cheetos,5900259029041,['France'],[],[],?,480,23,62,"5,6",,,2008 kj(480 kcal),2,"6,7","3,3","1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,Bi?re Blonde La Tourmente 50cl,3760068410018,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,Ketchup au sirop de rie - 560g,3231590007613,['France'],[],[],?,?,?,?,?,560 g,,,,,,,,,B,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",,,,,,,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,Les pancakes proteines - Eafit,3518681009740,['France'],[],[],?,373,"4,6",45,37,,,1561 kj(373 kcal),"1,6",18,"0,71","0,284",['Eafit'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,"Fraîch'taboule - 0,750kg",0291471044215,['France'],[],[],?,103,"6,16","9,44","1,6","0,750 kg",,431 kj(103 kcal),"0,74","2,19","0,62","0,248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,La pizza de tréfo magio,0602561639400,['France'],[],[],?,303,"14,9","28,2","14,1",,,1268 kj(303 kcal),"7,73","2,2","1,62","0,648",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,Capsule Lavazza Blue Déca Soave 910,8000070109100,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,Sauce 0% caramel,8719274240013,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,Vitamine D3,3700211171229,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,Sesame & sea salt,4300340333339,['France'],[],[],?,407,10,"64,3",12,,,1703 kj(407 kcal),"1,2","3,5","1,28","0,512",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,Jus de pomme verveine citronnée,3760104610174,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,Bifteck - Charal,0292471017971,['France'],[],[],?,113,"2,3",0,23,,,473 kj(113 kcal),"0,8",0,"0,17","0,068",['Charal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,50 mini eclairs - 875g,8712508001343,['France'],[],[],?,280,"17,2","25,9","5,3",875 g,,1172 kj(280 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,Viande bio limousine steak à griller,0205807014377,['France'],[],[],?,?,?,?,?,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,Weisse Schokolade,20172824,['France'],[],[],?,572,"36,1","55,5",6,,,2393 kj(572 kcal),"22,4",55,"0,19","0,076",,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,Jambon cru italie - Saint Azay,3564700078082,['France'],[],[],?,224,12,"0,5",29,,,937 kj(224 kcal),"4,2","0,5","5,5","2,2",['Saint Azay'],,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus']",,,-5%,-8%,-17%,+0%,81.5%,16.7%,0.3%,0.9%,0.5%,0.1%,13,,,,,,12 g,en quantité modérée,4.2 g,en quantité modérée,0.5 g,en faible quantité,5.5 g,en quantité élevée,-5%,-15%,+30%,+10%,+10%,16,-4%,D,-4%,,,,,
1203,Poppadoms - Asda,21067013,['France'],"['lentil flour ', '77%', 'rapeseed oil', 'salt', 'raising agents ', 'calcium hydroxide', 'sodium carbonates', 'diphosphates', 'may contain traces of nuts and peanuts', 'packaged in a protective atmosphere', 'no artificial colours', 'flavour or hydrogenated fat,']",['Non végétalien'],?,442,20,40,19,,,1849 kj(442 kcal),"1,7",1,"2,8","1,12","['Asda', 'Morrisons']",['Sans colorants artificiels'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains plats', 'Pains spéciaux', 'Pappadums']",,,+25%,+183%,-13%,+6%,,,,,,,,['mixed plastic-tub'],,,4,,20 g,en quantité modérée,1.7 g,en quantité modérée,1 g,en faible quantité,2.8 g,en quantité élevée,+25%,+86%,-27%,-9%,-9%,16,+39%,D,+39%,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",,,,
1204,Marinade de poulpe,3246991720009,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,Olio extra vergine di oliva,8030944062002,['France'],[],[],?,?,?,?,?,,,,,,,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,Cherry rocher,3032230108543,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,Fromage la tournette,2246582078916,['France'],[],[],?,412,"34,8","1,2","23,5",,,1724 kj(412 kcal),"25,7","0,2","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,Le Brèchois artisanal,2229473038640,['France'],[],[],?,334,"25,5","0,6","25,6",,,1397 kj(334 kcal),"10,35","0,6","4,6","1,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,12 Cookies con Pepitas de Chocolate,3450979000483,['France'],[],[],?,501,"22,9","66,2","6,3",,,2096 kj(501 kcal),"10,3",32,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,Soufflé grand marnier - Comtesse du Barry,3660806018868,['France'],[],[],?,132,12,25,"4,8",,,552 kj(132 kcal),"0,7",20,"0,2","0,08",['Comtesse du Barry'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,Vin,3760076171468,['France'],[],[],?,?,?,?,?,,,,,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,Bio stresse au pavot de méségué et contre le stresse detandant - Mességué,3563210009654,['France'],[],[],?,?,?,?,?,,,,,,,,['Mességué'],['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,Vital drink,4260121344636,['France'],[],[],?,72,"0,5","3,2","0,5",,,301 kj(72 kcal),"0,1","3,1",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,Pain aux cereales,0209032007548,['France'],[],[],?,269,"6,1",44,"8,4",,,1125 kj(269 kcal),"0,8","1,4","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,lampe lexman -,3276000202271,['France'],[],[],?,?,?,?,?,,"['EMB 21200', ""Couchey (Côte-d'Or, France)""]",,,,,,,['Fabriqué en France'],,['Non alimentaire'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,La tikal,3770009939034,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,Leek & Potato Soup,4088600080444,['France'],[],[],?,35,"1,2","5,1","0,7",,,146 kj(35 kcal),"0,7","1,3","0,42","0,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,La gourgandine,30004818,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,Aperitoast truffe blanche d'été - Sacla,8001069465627,['France'],[],[],?,613,54,18,13,,,2565 kj(613 kcal),"6,3",3,2,"0,8",['Sacla'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,Bonbon Blés Fourré Miel Lavande 250G - 250g,3263622760067,['France'],[],[],?,?,?,?,?,250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,Brioche Cramique,2020011017406,['France'],[],[],?,511,19,71,12,,,2138 kj(511 kcal),12,15,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,Grattons Lyonnais,2628451024017,['France'],[],[],?,675,59,"2,9",33,,,2824 kj(675 kcal),25,"0,49","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,4 Brownies décongelés,,['France'],[],[],?,470,29,45,"5,8",,,1966 kj(470 kcal),11,36,"0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,Lemon & Mascarpone Cheesecake - Deluxe - 539g,40874104,['France'],"['59% préparation cheese-cake ', 'crème ', 'lait', '10% mascarpone ', 'crème ', 'Iait', 'concentré de protéine de lactosérum ', 'lait', 'épaississant: acide citrique', 'fromage frais ', 'lait', 'eau', 'sucre', 'gélatine ', 'porc', 'farine de mais', '24% biscuit ', 'farine de blé', 'sucre', 'huile de palme', 'huile de colza', 'huile de palmiste', 'farine de blé complet', 'eau', 'sirop de sucre inverti', 'poudres à lever: carbonates de sodium', ""carbonates d'ammonium"", "" émulsifiant: mono-et diglycérides d'acides gras*"", '16% glaçage de citron ', 'eau', 'sirop de glucose', 'sucre', 'sirop de glucose-fructose', 'beurre ', 'lait', '1,3% concentré dejus de citron', 'aæuf**', 'farine de mais', 'gélifiant: pectines', "" correcteurs d'acidité: acide citrique"", 'citrates de sodium', ' huile de citron', 'colorant: caroténoïdes', '1% citron confit ', 'rondelles de citron', 'sirop de glucose-fructose', 'sucre', ""correcteurd'acidité: acide citrique"", "" *d'origine végétale"", ' **issu de poules élevées en plein air']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,364,"22,9","35,3","3,4",539 g,,1523 kj(364 kcal),"14,1","19,9","0,2","0,08",['Deluxe'],,D,"['Biscuits et gâteaux', 'Gâteaux', 'Cheesecakes', 'Cheesecakes au citron']",,,+18%,+42%,+11%,-17%,75.3%,15.7%,3.4%,3.2%,1.9%,0.5%,56,,,"['Gluten', 'Lait']",4,,22.9 g,en quantité élevée,14.1 g,en quantité élevée,19.9 g,en quantité élevée,0.2 g,en faible quantité,+23%,+53%,-11%,-36%,-36%,18,+9%,D,+9%,"['E330 - Acide citrique', 'E428 - Gélatine', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium"", ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E440 - Pectines', 'E331 - Citrates de sodium', 'E160 - Caroténoïdes']",,['Huile de palme'],,
1225,Sauce curry - Knorr,8714100849781,['France'],[],[],?,241,24,6,"1,1",,,1008 kj(241 kcal),8,"2,9","1,3","0,52",['Knorr'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,Pamplemoessap - pajottenlander - 0.75cl,5411087001142,['France'],[],[],?,39,0,"8,7","0,6",0.75cl,,163 kj(39 kcal),0,"8,3","0,01","0,004",['Pajottenlander'],"['Bio', 'Bio européen', 'Biogarantie', 'Biogarantie BEL']",C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pamplemousse', 'Jus de pamplemousse rose']",,,0%,-100%,+0%,+21%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,['Verre'],,,,,0 g,en faible quantité,0 g,en faible quantité,8.3 g,en quantité élevée,0.01 g,en faible quantité,+1%,-100%,+0%,+3%,+3%,2,+5%,C,+5%,,,,,
1227,Ecoidees Sucre De Coco Au Temu Lawak Bio - Sachet - Ethnoscience - 300g,3760087361407,['France'],[],[],?,?,?,?,?,300 g,,,,,,,"['Ethnoscience', 'Ecoidées']",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,Pâte à tartiner,2023950000003,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,Pruneaux fourrés - Cœur de Prune - Favols - 200g,3469670302000,['France'],[],[],?,259,"0,1","57,9","1,9",200 g,,1084 kj(259 kcal),"0,1","48,9","0,018","0,007",['Favols'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,Limoncellu - Casa Angeli - 0.75cl,3760085240353,['France'],"['alcool', 'sucre', 'macération de citrons corses']",[],?,?,?,?,?,0.75 cl,,,,,,,['Casa Angeli'],,D,"['Boissons', 'Boissons alcoolisées', 'Liqueurs']",,,,,,,57.4%,11.3%,20.5%,8.1%,1.7%,1.0%,33,['bouteille verre'],['France'],,3,,,,,,,,,,,,,,,,,,,,,,,
1231,Cartilinov,3760195481066,['France'],[],[],?,?,?,?,?,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,Saucisson,3443024161659,['France'],[],[],?,389,29,1,31,,"['FR 69.095.004 CE', 'Grézieu-le-Marché (Rhône, France)']",1628 kj(389 kcal),12,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
