,name,bar_code,eco_score,quantity,packaging,brand,categories,labels,manufacturing,link,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,ingredients_origins,traceability_code,additives,markets,palm_ingredients,brand_owner
1731,Azúcar Blanco en Terrones - Azucarera - 500g,8410714106400,,500 g,,['Azucarera'],,,,,['France'],[],,[],,?,,400,,0,,100,,0,,,,,,,,,,,,,,,,,1674 kj(400 kcal),,0,,100,,0,,0,,,,,,,,,,,,
1732,Crema al Foc - Stoeffler - 300g,8410740902274,,300g,"['Frais', 'Barquette', 'sous atmosphère protectrice']",['Stoeffler'],,,,,['France'],"['Farine de blé', 'œufs 18%1 huile végétale de colza', 'sel', 'acidifiant : acide citrique']","['Œufs', 'Gluten']",[],,?,,168,,"2,8",,"28,3",,"7,6",,,,,,,,,,,,,,,,,703 kj(168 kcal),,"0,6",,1,,"0,8",,"0,32",,,,,,,,['DE BW 01188 EG'],['E330 - Acide citrique'],,,
1733,Tableta de chocolate - lacasa,8410740909181,E,,,['Lacasa'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",,,,"['France', 'Espagne']",[],,[],,?,,555,+0%,"33,5",-3%,"56,8",+9%,"5,5",-23%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,33.5 g,en quantité élevée,20.3 g,en quantité élevée,56.1 g,en quantité élevée,0.3 g,en quantité modérée,2322 kj(555 kcal),+1%,"20,3",+4%,"56,1",+14%,"0,3",+29%,"0,12",+29%,27,+6%,E,+6%,,,,,,,
1734,VCH Barcelona - Vichy,8410749000421,,,,['Vichy'],['Boissons'],,,,['France'],[],,[],,?,,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,B,-100%,,,,,,,
1735,jambon extremadura - Argal,8410764012058,,,,['Argal'],,,,,['France'],[],,[],,?,,284,,18,,"0,5",,30,,,,,,,,,,,,,,,,,1188 kj(284 kcal),,"7,2",,"0,5",,"4,5",,"1,8",,,,,,,,,,,,
1736,Chorizo Regio - argal - 100gr,8410764074124,D,100 gr,['Plastique'],['Argal'],"['Viandes', 'Charcuteries', 'Saucissons', 'Chorizo']",,,,['France'],"['Viande de porc ', '124 g de viande de porc mise en œuvre pour 100g de produit fini', 'sel', 'paprika', 'lait en poudre', 'dextrine', 'sucre', 'protéine de soja', 'épices', 'dextrose', 'émulsifiant ', 'E-450i', 'antioxydant ', 'E-316', 'colorant ', 'E-120', 'conservateurs ', 'E-250', 'E-252']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,?,,343,-16%,27,-21%,3,+3%,22,-4%,76.1%,16.6%,0.6%,1.8%,1.0%,3.9%,35,27 g,en quantité élevée,11 g,en quantité élevée,1 g,en faible quantité,4.5 g,en quantité élevée,1435 kj(343 kcal),-16%,11,-15%,1,-44%,"4,5",+20%,"1,8",+20%,24,+1%,E,+1%,,,,"['E1400 - Dextrines', 'E450i - Pyrophosphate de sodium acide', 'E316 - Érythorbate de sodium', 'E120 - Acide carminique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,,
1737,Camara Arroz Redondo Extra 1 KG,8410769000074,,,,,,,,,['France'],[],,[],,?,,348,,"0,7",,78,,"6,8",,,,,,,,,,,,,,,,,1456 kj(348 kcal),,"0,1",,0,,0,,0,,,,,,,,,,,,
1738,Sopa Juliana De Mar Trevijano Bdja.,8410770002012,,,,['Trevijano'],"['Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Soupes', 'Plats préparés déshydratés', 'Soupes déshydratées']","['Végétarien', 'Sans gluten', 'Végétalien']",,,"['France', 'Espagne']","['CAROTTE', 'PANAIS', 'POIREAU', 'OIGNON', 'ALGUE WAKAME', 'CHOU', 'CÉLERI', 'PERSIL', "" ET RIEN D'AUTRE""]",['Céleri'],"['Végétalien', 'Végétarien']",3,?,,305,+126%,"2,6",+5%,52,+139%,"6,6",+73%,,,,,,,,,,,,,,,,1276 kj(305 kcal),+120%,"0,5",-46%,30,+706%,4,+31%,"1,6",+31%,,,,,,,,,,,
1739,Turron - La flor de Jijona - 150gr,8410771310284,D,150 gr,['Carton'],['La flor de Jijona'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron']",['en:gluten-free'],['Alicante Espagne'],,['France'],[],,[],,?,,478,-8%,19,-39%,66,+46%,"8,9",-26%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,19 g,en quantité modérée,2.6 g,en quantité modérée,58 g,en quantité élevée,0 g,en faible quantité,2000 kj(478 kcal),-9%,"2,6",-51%,58,+51%,0,-100%,0,-100%,17,+3%,D,+3%,Nougat Espagnol arachides caramel (croquante),,,,,,
1740,Turron cacahuete - Bonne Maman,8410771950299,D,,,['Bonne Maman'],"['Tartes', 'Tartelettes', 'Tartelette au chocolat']",,,,['France'],"['farine de blé tendre', 'chocolat au lait 27 % ', 'sucre', 'beurre de cacao', 'lait entier en poudre', 'masse de cacao', 'émulsifiant : lécithines ', 'soja', 'arôme naturel de vanille', 'caramel 20% ', 'sirop de glucose', 'sirop de sucre inverti', 'beurre', 'lait concentré sucré', 'sel', 'sucre', 'émulsifiant : lécithines ', 'soja', 'arôme naturel', 'sucre', 'beurre frais', 'œufs frais', 'lait écrémé en poudre', 'sel', 'poudres à lever ', 'carbonates de sodium et diphosphates']","['Œufs', 'Gluten', 'Lait', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,?,,20,-96%,22,-14%,66,+19%,"6,1",0%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,22 g,en quantité élevée,14 g,en quantité élevée,41 g,en quantité élevée,0.9 g,en quantité modérée,84 kj(20 kcal),-96%,14,-5%,41,+36%,"0,9",+121%,"0,36",+121%,22,+2%,E,+2%,,,,"['E322 - Lécithines', 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",,,
1741,Lomo Curado - Noel,8410783327126,,,,['Noel'],,"['en:gluten-free', 'Sans lactose']",,,['France'],[],,[],,?,,230,,10,,"0,5",,35,,,,,,,,,,,,,,,,,962 kj(230 kcal),,"4,1",,"0,5",,"4,5",,"1,8",,,,,,,,,,,,
1742,Delicias De Crema - Lapasión - 220g,8410803002682,,220 g,,['Lapasión'],,['Fabriqué en Espagne'],,,['France'],"['Farine de BLÉ', 'sucre', 'huile de tournesol', 'OEUFS pasteurisés', 'crème pâtissière 18% ', 'OEUFS pasteurisés', 'amidon de maïs', 'sucre et colorant ', 'caroténe', 'l', 'sucre inverti ', 'eau', 'sucre et acide citrique', 'gélifiants ', 'carraghénanes et gomme de xanthane', 'poudres à lever ', 'E-450i5 ESOOii', 'LAIT en poudre', 'humectants ', 'sorbitol et glycérine', 'conservateurs ', 'acide sorbique', 'sorbate de potassium', 'acidifiant ', 'acide citrique', 'sel', 'arôme ', 'vanille', 'beurre et citron', ' et colorants ', 'caroténe', ' Peut contenir traces de FRUITS À COQUES et SOJA']","['Œufs', 'Gluten', 'Lait', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,?,,447,,"24,9",,"49,3",,"5,4",,,,,,,,,,,,,,,,,1870 kj(447 kcal),,"2,65",,"30,3",,"0,125",,"0,05",,,,,,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E420 - Sorbitol', 'E422 - Glycérol', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",,,
1743,Chorizo com feijão - Vitoria,8410867403593,,,,['Vitoria'],,"[""À l'huile de tournesol""]",,,['France'],"['Sauce ', 'eau', 'tomate', 'huile de tournesol', 'sel', 'haricots rouges ', '20% sec', 'chorizo ', 'maigre et lard', 'couennes de porc', 'fécule de pomme de terre', 'Protéine de soja', 'sel', 'épices', 'ail', 'sucre', 'émulsifiant ', 'E-451', 'antioxydant ', 'E-301', ' et conservateur ', 'E-250', 'boudin de sang ', 'lard', 'sang de porc', 'farine de blé', 'couennes de Porc', 'sel', 'épices', 'sucre', 'émulsifiant ', 'E-451', 'antioxydant ', 'E-301', ' et conservateur ', 'E-250']","['Gluten', 'Soja']","['Non végétalien', 'Non végétarien']",4,?,,144,,"4,6",,"13,2",,"8,9",,,,,,,,,,,,,,,,,602 kj(144 kcal),,"1,6",,"1,6",,"1,2",,"0,48",,,,,,,,,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,
1744,Pulpo a la marinera,8410890713010,,,,,,,,,['France'],[],,[],,?,,196,,16,,"2,6",,"19,5",,,,,,,,,,,,,,,,,820 kj(196 kcal),,"3,6",,1,,"0,8",,"0,32",,,,,,,,,,,,
1745,Calamars & moules - La Coca - 3x40g,8410890984724,,3x40g,,['La Coca'],,,,,['France'],[],,[],,?,,225,,"17,3",,2,,"14,4",,,,,,,,,,,,,,,,,941 kj(225 kcal),,"2,1",,0,,"0,8",,"0,32",,,,,,,,,,,,
1746,"Saucisson D'espagne, La Barquette De - Serrano",8411030050095,,,,['Serrano'],,,,,['France'],"['Viande de porc*', 'gras de porc', 'protéines de lait', 'sel', 'dextrine', 'poivre', 'conservateurs ', 'E-250', 'E-252', 'antioxydants ', 'E-301', 'E-331', 'arôme et colorants ', 'E-120', 'E-160a']","['Lait', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,?,,307,,23,,2,,23,,,,,,,,,,,,,,,,,1284 kj(307 kcal),,"9,2",,"1,5",,"3,45",,"1,38",,,,,,,,,"['E1400 - Dextrines', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E331 - Citrates de sodium', 'E120 - Acide carminique', 'E160a - Carotènes mélangés']",,,
1747,Jamon Serrano,8411030051511,E,,,['Serrano'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']",,,,['France'],"['JAMBON SERRANO', 'lngredients: Jambon de porc*', 'sel', ' conservateurs ', 'E-250', 'E•252', ' •l!in', ' 145g de viande utiliseé pour 100g de produit fini']",,[],,?,,221,-8%,12,-5%,"0,2",-72%,28,-8%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,12 g,en quantité modérée,4.8 g,en quantité modérée,0 g,en faible quantité,5 g,en quantité élevée,925 kj(221 kcal),-7%,"4,8",+3%,0,-100%,5,+7%,2,+7%,16,-2%,D,-2%,,,,,,,
1748,Jamón serrano - 400,8411030051658,E,400,['barquette plastique'],['Serrano'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']",,,,['France'],"['*Min', ' 145g de viande utiliseé pour 100g de produit fini']",,[],,?,,221,-8%,12,-5%,"0,2",-72%,28,-8%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,12 g,en quantité modérée,4.8 g,en quantité modérée,0 g,en faible quantité,5.07 g,en quantité élevée,925 kj(221 kcal),-7%,"4,8",+3%,0,-100%,"5,075",+8%,"2,03",+8%,16,-2%,D,-2%,,,,,,,
1749,Jambon Serrano,8411124013043,E,,,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']",,,,['France'],[],,[],,?,,254,+6%,16,+27%,"0,5",-30%,27,-11%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,16 g,en quantité modérée,5.7 g,en quantité élevée,0.5 g,en faible quantité,3.2 g,en quantité élevée,1063 kj(254 kcal),+6%,"5,7",+22%,"0,5",+12%,"3,2",-32%,"1,28",-32%,18,+10%,D,+10%,,,,,,,
1750,Tomates Pelées Et Concassées Ria - Son Ria,8411162210053,,,['boîte'],['Son Ria'],,,,,['France'],"['Tomate', 'sel', 'acidifiant: E-330', 'affermissant: E-509']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,?,,14,,"0,5",,"2,2",,"0,8",,,,,,,,,,,,,,,,,59 kj(14 kcal),,"0,5",,"1,2",,"0,3",,"0,12",,,,,,,,,"['E330 - Acide citrique', 'E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition']",,,
1751,Grandes big cookies -  - 150g,8411192040262,,150 g,,,,,,,['France'],"['FR Biscuit cookie avec canneberges et chocolat blanc', ' Ingrédients', ' Farine de blé', 'sucre', 'graisse végétale ', 'palme', 'canneberges séchées ', '10%', ': [sucre', 'canneberges', 'huile végétale ', 'tournesol', ']', 'chocolat blanc ', '10%', ': [sucre', 'lait entier en poudre', 'beurre de cacao', 'lait écrémé en poudre', 'émulsifiant ', 'lécithine de soja', 'arôme naturel ', 'vanille', ']', 'poudres à lever ', 'bicarbonate de sodium', ""bicarbonate d'ammonium"", 'protéines de lait', 'sel', 'arôme ', 'vanille', ' Peut contenir des traces de fruits à coques']","['Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien']",4,1971,,471,,"22,5",,62,,"4,4",,,,,,,,,,,,,,,,,1971 kj(471 kcal),,"9,3",,"31,3",,"0,42",,"0,168",,,,,,,,,"['E322i - Lécithine', 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium""]",,['Huile de palme'],
1752,Coockies Classic 2 X 1 € - Asinez - 180g (2 * 90g),8411192046004,D,180 g (2 * 90 g),"['Sachet', 'Plastique']",['Asinez'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",['en:palm-oil-free'],,,['France'],"['Farine de blé', 'sucre', 'huile végétale ', 'tournesol', 'pépites de chocolat ', '15 %', ' [sucre', 'pâte de cacao', 'dextrose', 'beurre de cacao', 'émulsifiant ', 'lécithine de tournesol', ']', 'poudres à lever ', 'bicarbonate de sodium', ""bicarbonate d'ammonium"", 'protéines de lait', 'sel', 'arôme ', 'vanille']","['Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,?,,439,-11%,13,-44%,"72,4",+16%,"6,3",-4%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,13 g,en quantité modérée,3.9 g,en quantité modérée,25.2 g,en quantité élevée,0.475 g,en quantité modérée,1837 kj(439 kcal),-11%,"3,9",-67%,"25,2",-22%,"0,475",-14%,"0,19",-14%,14,-35%,D,-35%,Cookies avec pépites de chocolat. - Classic Cookies,,,"['E322i - Lécithine', 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium""]",,,
1753,Choco Pets - 100g,8411192080114,,100 g,,,,,,,['France'],[],,[],,?,,491,,24,,61,,"5,5",,,,,,,,,,,,,,,,,2054 kj(491 kcal),,"20,3",,30,,"0,6",,"0,24",,,,,,,,,,,,
1754,Wafers integral,8411414011117,,,,,,,,,['France'],[],,[],,?,,511,,28,,58,,"4,7",,,,,,,,,,,,,,,,,2138 kj(511 kcal),,15,,30,,"0,1",,"0,04",,,,,,,,,,,,
1755,Relleno pica Colores 210 Und,8411500112131,,,,,,,,,['France'],[],,[],,?,,368,,"2,5",,85,,"1,5",,,,,,,,,,,,,,,,,1540 kj(368 kcal),,"2,2",,71,,"0,133",,"0,053",,,,,,,,,,,,
1756,C.de Peñas Pop Allet - Leader Price,8411555170025,,,,['Leader Price'],,,,,['France'],[],,[],,?,,194,,9,,"5,8",,"22,5",,,,,,,,,,,,,,,,,812 kj(194 kcal),,"1,8",,0,,"1,3",,"0,52",,,,,,,,,,['Leader Price'],,
1757,Olives Noires Entières - Fruyper - 360g (égoutté : 200g),8411578270405,B,360 g (égoutté : 200 g),,['Fruyper'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives noires', 'Olives entières', 'Olives noires entières']",['Point Vert'],,,['France'],[],,[],,?,,132,-53%,"14,5",-48%,"4,9",+20%,0,-100%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,14.5 g,en quantité modérée,2.16 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,552 kj(132 kcal),-54%,"2,16",-45%,"0,5",-15%,"1,9",-62%,"0,76",-62%,8,-42%,C,-42%,,,,,,,
1758,Citron beldi - Fruyper,8411578500878,,,,['Fruyper'],,,,,['France'],"['Acidifiant: E-330,Antyoxydant: E-330,Conservateur: E-223 Pa N EGOUTTE:600 Grs', ' P', 'N', '960 GRSs D', 'LU', 'O:VOIR COUVERCLE']",,[],,?,,28,,"0,2",,6,,"0,5",,,,,,,,,,,,,,,,,117 kj(28 kcal),,0,,"0,9",,"6,8",,"2,72",,,,,,,,,"['E330 - Acide citrique', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",,,
1759,Turron - Primitivo Picó - 200g,8411784000483,E,200 g,,['Primitivo Picó'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Tourons aux amandes', 'Tourons croquants aux amandes']",,,,['France'],"['Amandes grillées ', '60%', 'sirop de glucose', 'sucre', 'miel', ""blanc d'oeuf et plaquettes"", "" Il peut contenir des traces de noix d'autres"", 'les arachides', 'le lait et le soja']","['Œufs', 'Fruits à coque']",[],4,?,,558,+4%,"37,1",+11%,"42,8",+0%,"13,1",-5%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,37.1 g,en quantité élevée,3.3 g,en quantité modérée,37 g,en quantité élevée,0.1 g,en faible quantité,2335 kj(558 kcal),+4%,"3,3",+17%,37,-1%,"0,1",+182%,"0,04",+182%,16,+12%,D,+12%,,,,,,,
1760,Palmitos Enteros Primera - Celorrio,8411916130767,,,,['Celorrio'],,,,,['France'],[],,[],,?,,29,,0,,4,,"2,2",,,,,,,,,,,,,,,,,121 kj(29 kcal),,0,,"0,5",,1,,"0,4",,,,,,,,,,,,
1761,Espárragos Blancos Extra 12 / 16 Tarro 1 - Celorrio,8411916130989,C,,,['Celorrio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges', 'Asperges', 'Asperges blanches']",,,,['France'],[],,[],,?,,27,+42%,"0,6",+141%,"0,1",-95%,"2,1",+43%,63.9%,17.1%,7.8%,4.4%,4.6%,2.3%,58,0.6 g,en faible quantité,0.6 g,en faible quantité,0 g,en faible quantité,0.7 g,en quantité modérée,113 kj(27 kcal),+47%,"0,6",+1696%,0,-100%,"0,7",-11%,"0,28",-11%,-3,,A,,,,,,,,
1762,Salade chinoise - Celorrio - 350g,8411916300498,,350 g,['Bocal en verre'],['Celorrio'],"['Plats préparés', 'Salades', 'Salades composées', 'Salade chinoise']",,,,['France'],"['Germes de soja', 'carottes rappées', 'champignons noirs', 'poivron rouge', 'maïs doux', 'eau', 'vinaigre', 'sucre', 'sel', 'acidifiant : E-330']",,[],3,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salade de légumes,"['Espagne', 'Calahorra']",,['E330 - Acide citrique'],,,
1763,Celoyulas - Celorrio - 460g,8411916301822,,460g,['conserve verre'],['Celorrio'],,"[""À l'huile de tournesol""]",,,['France'],"['surimi,eau,amidon', 'mais,riz', ',huile tournesol,blanc d œuf,sel,arôme,stabilisateur,encre de céphalopode,cayenne,ail']",,"['Non végétalien', 'Non végétarien']",,?,,562,,"53,4",,"14,2",,"4,2",,,,,,,,,,,,,,,,,2351 kj(562 kcal),,"4,2",,"1,2",,"0,8",,"0,32",,,,,,,,,,,,
1764,Ajos Suaves Con Aceite De Oliva Virgen Tarro 1,8411916304557,,,,,,,,,['France'],[],,[],,?,,58,,"4,2",,"2,3",,"2,7",,,,,,,,,,,,,,,,,243 kj(58 kcal),,"0,5",,"0,7",,"1,93",,"0,772",,,,,,,,,,,,
1765,Gofio de millo - Buen Lugar,8411933010219,,,,['Buen Lugar'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Gofio']",['en:gluten-free'],,,"['France', 'Espagne']",[],,[],,?,,399,+4%,"5,4",+47%,"78,3",+6%,8,-6%,,,,,,,,5.4 g,en quantité modérée,0.75 g,en faible quantité,1.6 g,en faible quantité,0.01 g,en faible quantité,1669 kj(399 kcal),+4%,"0,75",+47%,"1,6",-1%,"0,01",-91%,"0,004",-91%,0,,B,,,,,,,,
1766,Aceite de oliva Virgen Extra -,8412077001019,D,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,['France'],[],,[],,?,,900,+5%,100,+5%,0,,0,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,100 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,3766 kj(900 kcal),+5%,14,0%,0,,0,-100%,0,-100%,6,-2%,C,-2%,,['Union européenne'],['RGS 16-00186/MU'],,,,
1767,Cacao Soluble - La Candelaria,8412091002504,,,,['La Candelaria'],,,,,['France'],[],,[],,?,,384,,"2,3",,82,,"6,4",,,,,,,,,,,,,,,,,1607 kj(384 kcal),,"1,3",,"64,8",,"0,3",,"0,12",,,,,,,,,,,,
1768,Turrón de fruta - Pico,8412115000547,E,,,['Pico'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Turrón aux fruits']","['en:gluten-free', 'Fabriqué en Espagne']",,,"['France', 'Espagne']",[],,[],,?,,443,+2%,18,-2%,56,-1%,8,+4%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,18 g,en quantité modérée,1 g,en faible quantité,55 g,en quantité élevée,0.1 g,en faible quantité,1854 kj(443 kcal),+2%,1,-39%,55,+2%,"0,1",+87%,"0,04",+87%,15,0%,D,0%,,,,,,,
1769,Maíz frito - Churruca - 40g,8412126222129,,40 g,,['Churruca'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Maïs']",,,,"['France', 'Espagne']",[],,[],,?,,457,+186%,16,+426%,71,+170%,"5,6",+36%,,,,,,,,16 g,en quantité modérée,1.8 g,en quantité modérée,0.7 g,en faible quantité,1.86 g,en quantité élevée,1912 kj(457 kcal),+186%,"1,8",+242%,"0,7",-81%,"1,86",+288%,"0,744",+288%,14,,D,,,,,,['vending machine'],,
1770,Teeth,8412147570179,,,,,,['en:gluten-free'],,,['France'],[],,[],,?,,334,,0,,78,,4,,,,,,,,,,,,,,,,,1397 kj(334 kcal),,0,,55,,"0,1",,"0,04",,,,,,,,,,,,
1771,Santiveri Biscuits Digestive Light With Cocoa,8412170029811,,,,,,"['Fabriqué en Espagne', 'en:palm-oil-free']",,,['France'],[],,['Sans huile de palme'],,?,,412,,"1,3",,"65,2",,"7,5",,,,,,,,,,,,,,,,,1724 kj(412 kcal),,"0,2",,"0,5",,"7,2",,"2,88",,,,,,,,,,,,
1772,Citrons,8412276059637,,,,,,,,,['France'],[],,[],,?,,30,,0,,7,,"0,5",,,,,,,,,,,,,,,,,126 kj(30 kcal),,0,,0,,0,,0,,,,,,,,,,,,
1773,Manchego Cheese,8412289005478,D,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de brebis', 'Fromages espagnols', 'Manchego']",,,,['France'],[],,[],,?,,455,+5%,38,+2%,"1,3",-6%,27,+10%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,38 g,en quantité élevée,26.2 g,en quantité élevée,1.3 g,en faible quantité,1.9 g,en quantité élevée,1904 kj(455 kcal),+4%,"26,2",+3%,"1,3",+66%,"1,9",-1%,"0,76",-1%,18,+3%,D,+3%,,,,,,,
1774,Moules Muscheln - Orbe,8412370440416,,,,['Orbe'],,,,,['France'],"['LLONES DE LAS RiAS GALLEGAS tamafio e uefio CABECHE PICANTE ENTES: mejillones', 'aceite de girasol', 'vinagre,']",,[],,?,,165,,"7,7",,"3,9",,20,,,,,,,,,,,,,,,,,690 kj(165 kcal),,"1,3",,0,,"0,8",,"0,32",,,,,,,,,,,,
1775,Thon à l'huile d'olive biologique - Conservas Antonio Perez Lafuente - 90g,8412439285330,E,90g,,"['Conservas Antonio Perez Lafuente', 'Pain de Mer', 'Pan do Mar']","['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile d'olive""]","['Bio', 'Sans gluten']",,,"['France', 'Allemagne']","['Thon: 75%', ""hulle d'olive extra 24%"", 'sel marine', ' ', ""*: issu de I 'agriculture biologique: 24%""]",['Poisson'],"['Non végétalien', 'Non végétarien']",3,?,,188,-26%,"8,9",-49%,2,+691%,"25,9",+9%,66.2%,13.9%,12.9%,6.2%,0.4%,0.4%,22,8.9 g,en quantité modérée,1.7 g,en quantité modérée,1 g,en faible quantité,0.8 g,en quantité modérée,787 kj(188 kcal),-25%,"1,7",-44%,1,+852%,"0,8",-18%,"0,32",-18%,0,-100%,B,-100%,,,,,,,
1776,Calamars sauce américaine -  - 345g,8412540900054,,345 g,,,"['Produits de la mer', 'Mollusques', 'Calamars']",,,,['France'],"['Calamares 55%', 'aceite de girasol', 'tomate', 'cebolla', 'harina de arroz', 'especias', 'sal y fibra vegetal ', 'patata y bambú']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,?,,0,-100%,"7,7",-18%,"4,3",-3%,"11,8",-10%,,,,,,,,7.7 g,en quantité modérée,1 g,en faible quantité,0 g,en faible quantité,1.2 g,en quantité modérée,0 kj(0 kcal),-100%,1,-30%,0,-100%,"1,2",+6%,"0,48",+6%,0,-100%,B,-100%,,,,,,,
1777,Miel de flores,8413080128120,,,,,,,,,['France'],[],,[],,?,,325,,0,,"80,8",,"0,4",,,,,,,,,,,,,,,,,1360 kj(325 kcal),,0,,78,,0,,0,,,,,,,,,,,,
