,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,traceability_code,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,manufacturing,link,ingredients_origins,origin_detail,producer_info,palm_ingredients,brand_owner
1675,Strawberry Cheesecake flavour - Oreo - 154g,7622210634252,D,"Biscuits cacaotés, fourrés (28,8%) goût fraise et goût gâteau au fromage blanc",154 g,"['Sachet', 'Plastique']",['Oreo'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",,,['Cora'],['France'],"['Farine de blé', 'sucre', 'huiles végétales ', 'palme', 'palmiste', 'cacao maigre en poudre 4,7%', 'amidon de blé', 'sirop de glucose-fructose', 'poudre à lever ', 'carbonate acide de potassium', ""carbonate acide d'ammonium"", 'carbonate acide de sodium', 'sel', 'émulsifiants ', 'lécithine de soja', 'lécithine de tournesol', 'jus concentré de betterave rouge', 'arômes']","['Gluten', 'Soja']","['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,20 g,en quantité modérée,9.5 g,en quantité élevée,37 g,en quantité élevée,0.91 g,en quantité modérée,2009,-3%,479,-3%,2009 kj(479 kcal),-2%,20,-15%,"9,5",-19%,68,+9%,37,+14%,"5,2",-21%,"0,91",+65%,"0,364",+65%,23,+7%,E,+7%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,"['E501ii - Carbonate acide de potassium', ""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium', 'E322i - Lécithine']",,,,,,['Huile de palme'],
1676,Belvita Petit Dejeuner Original,7622210725196,,,,['boîte'],['Belvita'],,,,,['France'],[],,[],,,,,,,,,,?,,444,,1858 kj(444 kcal),,15,,"2,5",,67,,28,,"7,3",,"0,69",,"0,276",,,,,,,,,,,,,,,,,,,,
1677,Pépito - LU,7622210746085,,,,,['LU'],,,,,['France'],"['Farine de blé 51 %', 'chocolat noir 27 % [sucre', 'pâte de cacao', 'beurre de cacao', 'lactose ', 'de lait', 'beurre pâtissier', 'émulsifiants ', 'lécithine de soja', 'E476', ']', 'sucre', 'huiles végétales ', 'palme', 'coprah', 'lactosérum en poudre ', 'de lait', 'noix de coco', 'sirop de glucose-fructose', 'poudre à lever ', 'carbonate acide de sodium', ""carbonate acide d'ammonium"", 'sel', 'arômes', ""correcteur d'acidité {orthophosphate monocalcique"", ' \rPeut contenir oeuf', 'fruits à coque', 'sésame']","['Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,497,,2079 kj(497 kcal),,22,,13,,66,,27,,7,,"0,6",,"0,24",,,,,,,,,,,,,"['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium"", 'E341i - Phosphate monocalcique']",,,,,,['Huile de palme'],
1678,Biscruit Grany céréales gourmandes et chocolat au lait - Lu - 195g,7622210998590,D,Biscuits aux céréales nappés de chocolat au lait,195 g,"['Etui', 'Carton', 'Film', 'Plastique']","['Lu', 'Mondelez']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']","['Point Vert', 'Nouveau']",,['Magasins U'],['France'],"['Céréales complètes 47,7% ', ""ﬂocons d'avoine 30,4%"", 'farine complète de blé 17,3%', 'chocolat au lait 22,5% [sucre', 'pâte de cacao', 'beurre de cacao', 'lactosérum en poudre ', 'de lait', 'lait écrémé en poudre', 'graisses végétales ', 'karité', 'palme en proportions variables', 'beurre pâtissier', 'émulsiﬁants ', 'lécithine de soja', 'E476', 'arôme vanille]', 'sucre', 'huile de palme', 'sirop de glucose-fructose', 'poudre à lever ', 'carbonate acide de sodium', ""carbonate acide d'ammonium"", 'sel', 'mélasse de sucre de canne', 'émulsiﬁant ', 'lécithine de tournesol']","['Gluten', 'Lait', 'Avoine', 'Soja']","['Huile de palme', 'Non végétalien']",4,24 g,en quantité élevée,12 g,en quantité élevée,32 g,en quantité élevée,1.08 g,en quantité modérée,?,,495,+4%,2071 kj(495 kcal),+4%,24,+15%,12,+19%,60,-6%,32,+8%,"7,3",+12%,"1,08",+83%,"0,432",+83%,22,+11%,E,+11%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,"['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium""]",,,,,,['Huile de palme'],
1679,Hony Bran - Nabisco - 33g,7622300117207,C,galletas,33 g,['Plástico'],['Nabisco'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs']",,,,"['Colombie', 'France', 'Mexique']","['Harina de trigo', 'azúcar', 'harina de trigo integral ', '17', '5%', 'aceite vegetal', 'sólidos de la leche', 'jarabe de azúcar invertida', 'sal yodada', 'bicarbonato de sodio', 'miel de abeja ', '0', '2%', 'bicarbonato de amonio', 'metabisulfito de sodio y sabirozantes artificiales y natural ', 'caramelo']",['Gluten'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",3,13.3 g,en quantité modérée,5.76 g,en quantité élevée,23.3 g,en quantité élevée,0.962 g,en quantité modérée,?,,424,-6%,1780 kj(424 kcal),-5%,"13,3",-18%,"5,76",-6%,"76,4",+15%,"23,3",-26%,"6,67",-9%,"0,962",+104%,"0,385",+104%,17,+1%,D,+1%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,"['E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium""]",,,,,,,
1680,Sabor Morango Fresa - Tang - 30g,7622300119096,,,30 g,"['Sachet', 'Papier']",['Tang'],"['Boissons', 'Produits déshydratés', 'Boissons édulcorées', 'Produits lyophilisés à reconstituer', 'Boissons lyophilisées', 'Boissons sans sucre ajouté']",,,['Noz'],['France'],"['sucre', 'acidifiant ', 'acide citrique', ""correcteur d'acidité "", 'E331', 'épaississant ', 'E466', 'antiaglomérant ', 'E341', 'maltodextrine', 'arômes', 'édulcorants ', 'E952 - E954 aspartame', 'acésulfame K', 'colorants ', 'E120', 'E100', 'E171', 'vitamine C', 'vitamine A', 'fraise en poudre', 'acide folique', 'vitamine B2']",,"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,11,-96%,46 kj(11 kcal),-96%,"< 0,1",-98%,"< 0,1",-97%,"2,2",-95%,"2,1",-94%,"0,1",-99%,"0,1",-82%,"0,04",-82%,,,,,,,,,,,,"['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E466 - Carboxyméthylcellulose', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E952 - Acide cyclamique et ses sels', 'E954 - Saccharine et ses sels', 'E950 - Acésulfame K', 'E120 - Acide carminique', 'E100 - Curcumine', 'E171 - Oxyde de titane']",,,,,,,
1681,L'Œuf coque Cacao - Milka - 4 * 34g (136g),7622300479664,,Œufs de chocolat au lait du pays Alpin fourrés crème confiseur (50%) au cacao,4 * 34 g (136 g),"['Carton', 'Papier']",['Milka'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Aliments de Pâques', 'Œufs de Pâques', 'Œufs en chocolat fourrés']",,,['Noz'],['France'],"['Sucre', 'huile de palme', 'beurre de cacao', 'poudre de lait écrémé', 'lactosérum en poudre ', 'de lait', 'pâte de cacao', 'cacao fortement dégraissé ', '3%', 'beurre concentré', 'lait entier', 'noisettes', 'émulsifiants ', 'lécithine de soja', 'E476', 'E475', 'E442', 'lécithine de tournesol', 'graisses végétales ', 'palme', 'karité', 'arôme', 'azote ', ""pour l'aération du fourrage""]","['Lait', 'Fruits à coque', 'Soja']","['Huile de palme', 'Non végétalien']",4,37 g,en quantité élevée,17.5 g,en quantité élevée,53 g,en quantité élevée,0.28 g,en faible quantité,?,,570,+4%,2385 kj(570 kcal),+4%,37,+9%,"17,5",-5%,54,+1%,53,+3%,"4,3",-31%,"0,28",+56%,"0,112",+56%,26,+2%,E,+2%,,,,,,,,"['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", ""E475 - Esters polyglycériques d'acides gras"", ""E442 - Phosphatides d'ammonium"", 'E941 - Azote']",,,,,,['Huile de palme'],
1682,Cracotte fraise - LU,7622300698706,B,Bâtonnets au blé fourrés à la fraise enrichis en fer,,,['LU'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Tartines craquantes', 'Tartines craquantes grillées fourrées aux fruits']",,,,['France'],"['Farine de blé 45 %', 'sirop de glucose-fructose', 'sucre', 'humectant ', 'glycérol', 'dextrose', 'huile de palme', 'purée de fraises 4,1 %', 'purée de fraises concentrée 1,4 % ', 'équivalent purée de fraises 8,8 %', 'lactosérum en poudre ', 'de lait', 'acidifiants ', 'acide citrique', 'acide malique', 'jus do carotte pourpre concentré', 'gélifiant ', 'pectines', 'correcteurs ', 'citrates de sodium', 'citrates de calcium', 'sel', 'arôme', 'émulsifiant ', 'lécithine de tournesol', 'minéral ', 'diphosphate ferrique']","['Gluten', 'Lait']","['Huile de palme', 'Non végétalien']",4,4.9 g,en quantité modérée,2.3 g,en quantité modérée,33 g,en quantité élevée,0.34 g,en quantité modérée,?,,369,-1%,1544 kj(369 kcal),-1%,"4,9",-13%,"2,3",-1%,79,+3%,33,-1%,"4,8",-1%,"0,34",+33%,"0,136",+33%,13,-1%,D,-1%,62.3%,18.9%,8.2%,5.7%,4.9%,0.0%,89,"['E422 - Glycérol', 'E330 - Acide citrique', 'E296 - Acide malique', 'E440 - Pectines', 'E331 - Citrates de sodium', 'E322i - Lécithine']",,,,,,['Huile de palme'],
1683,Choco Suprême Milka - 30g,76224935,C,Gaufrette enrobée au chocolat au lait du pays alpin et fourrée goût cacao - Choco Suprême Milka,30 g,"['PAP22', 'ALU41', 'Aluminium', 'Plastique', 'Sachet fraicheur', 'Individuel']","['Milka', 'Kraft Food', 'Mondelez']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Gaufrettes', 'Gaufrettes fourrées', 'Biscuits au chocolat au lait']","['Point Vert', 'Tidy man', 'Goût choco']",,,['France'],"['Chocolat au lait du pays alpin 60 % ', 'sucre', 'beurre de cacao', 'pâte de cacao', 'lait écrémé en poudre', 'lactose et protéine de lait', 'beurre pâtissier', 'émulsifiant ', 'lécithine de soja', ' arôme', 'farine de blé', 'matière grasse végétal non hydrogénée et hydrogénée', 'sucre', 'lactose et protéine de lait', 'cacao maigre en poudre 2 %', 'émulsifiant ', 'lécithine de soja', 'poudre à lever ', 'carbonate acide de sodium', 'sel', 'arôme,']","['Gluten', 'Lait', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,31 g,en quantité élevée,18 g,en quantité élevée,43 g,en quantité élevée,0.4 g,en quantité modérée,?,,535,+7%,2238 kj(535 kcal),+7%,31,+26%,18,+21%,"56,5",-9%,43,+22%,"6,7",+28%,"0,4",+24%,"0,16",+24%,24,+9%,E,+9%,76.6%,12.3%,5.4%,2.8%,2.9%,0.0%,70,"['E322i - Lécithine', 'E500ii - Carbonate acide de sodium']",,,,,,,
1684,Baies de Gogi - Optimys - 200g,7640149390025,,,200 g,"['Sachet', 'Plastique']",['Optimys'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Baies de goji séchées']","['Riche en cuivre', 'Riche en sélénium', 'Riche en vitamine B2']",,,"['France', 'Suisse']",['Baies de Goji'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1.3 g,en faible quantité,0.1 g,en faible quantité,57.7 g,en quantité élevée,0.4 g,en quantité modérée,?,,353,+7%,1477 kj(353 kcal),+6%,"1,3",-56%,"0,1",-77%,"67,7",+14%,"57,7",+29%,"11,7",-6%,"0,4",-36%,"0,16",-36%,0,-100%,B,-100%,,,,,,,,,,,,,,,
1685,Chocolate Aguila,7790407031013,E,,,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']","['Végétarien', 'Végétalien']",,,"['Argentine', 'France', 'Espagne']",[],,"['Végétalien', 'Végétarien']",,24 g,en quantité élevée,13 g,en quantité élevée,53 g,en quantité élevée,2.2 g,en quantité élevée,?,,469,-16%,1962 kj(469 kcal),-15%,24,-39%,13,-44%,60,+55%,53,+67%,"6,4",-16%,"2,2",+4611%,"0,88",+4611%,34,+60%,E,+60%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,
1686,Not mayo - Notco,7804659650035,D,,,,['Notco'],"['Epicerie', 'Sauces', 'Mayonnaises']","['Végétarien', 'Végétalien']",,,"['Chili', 'France', 'Espagne']","['Aceite de canola', 'agua', 'garbanzos', 'lupino', 'semillas de mostaza', 'vinagre de uva', 'jugo de limón', 'sal', 'azúcar rubia', 'pimienta blanca', 'ajo en polvo', 'EDTA']",['Moutarde'],"['Végétalien', 'Végétarien']",3,58 g,en quantité élevée,3 g,en quantité modérée,1 g,en faible quantité,0.64 g,en quantité modérée,?,,582,-5%,2435 kj(582 kcal),-5%,58,-12%,3,-51%,"9,3",+246%,1,-32%,1,-19%,"0,64",-52%,"0,256",-52%,11,-39%,D,-39%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,['E385 - Éthylène diamine tétra-acétate de calcium disodium'],,,,,,,
1687,Nescafe Classic,7891000071809,,,,,['Nescafe'],,,,,"['Brésil', 'France']",[],,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1688,Espresso - Carte Noire,8000070017498,,,,['Plastique'],['Carte Noire'],"[""en:Aliments d'origine végétale"", 'en:Aliments et boissons à base de végétaux', 'en:Boissons', 'en:Boissons chaudes', 'en:Cafés', 'en:Cafés en dosettes', 'en:Cafés en dosettes compatible Dolce Gusto', 'en:Dosettes Dolce Gusto']",['Fabriqué en Italie'],,['Magasins U'],['France'],[],,[],,1 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,1 g,en quantité modérée,?,,5,-86%,21 kj(5 kcal),-86%,1,+374%,1,+843%,1,-87%,1,-86%,1,+184%,1,+1945%,"0,4",+1945%,4,+54%,C,+54%,,,,,,,,,,,,,,,
1689,Café capsules Classique n°7 - Espresso - Carte Noire - x10capsules (53g),8000070200647,,Café moulu en capsules,x10 capsules (53 g),"['boîte', 'Carton']","['Carte Noire', 'Lavazza']","['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes', 'Cafés en dosettes compatible Nespresso', 'Boissons sans sucre ajouté']","['Arôme préservé', 'Sélection exclusive']",,"['Carrefour', 'Magasins U']",['France'],['Café moulu pur arabica'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,https://www.cartenoire.fr/capsules/100218-expresso-classique-n7-pur-arabica-x10,,,,,
1690,Vitabella - Traditional Choco Crispies - Nicoli - 300g,8000113009671,B,,300 g,"['Boite', 'Carton', 'Etui', 'Sachet', 'Plastique']",['Nicoli'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Grains soufflées', 'Céréales soufflées', 'Céréales au chocolat', 'Riz soufflé']","['Peu ou pas de matière grasse', 'Peu ou pas de sel', 'Peu de matière grasse', 'Peu de sel', 'Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Kascher', 'Végétalien', 'Agriculture UE/Non UE', 'IT-BIO-014', 'Fabriqué en Italie', 'Sans lactose', 'en:Star-K Kosher']",,,['France'],"['Riz* ', '64%', 'Sucre*', 'Cacao en Poudre ', '4%', '*', 'Sel de Mer', "" *Ingrédient issu de l'agriculture biologique""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,1.5 g,en faible quantité,0.5 g,en faible quantité,22 g,en quantité élevée,0.3 g,en quantité modérée,?,,382,0%,1598 kj(382 kcal),-1%,"1,5",-37%,"0,5",-51%,85,+3%,22,+1%,6,-8%,"0,3",-33%,"0,12",-33%,4,-40%,C,-40%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,['Italie'],,,,,,
1691,Spaghetti integral biológico - Garofalo - 500g,8000139910623,,,500 g,,['Garofalo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Spaghetti', 'en:whole-wheat-spaghetti']","['Bio', 'Végétarien', 'Végétalien']",,,"['France', 'Espagne', 'Suisse']",['semoule biologique de BLÉ complet'],['Gluten'],"['Végétalien', 'Végétarien']",,2 g,en faible quantité,0.4 g,en faible quantité,3 g,en faible quantité,0.01 g,en faible quantité,?,,350,+1%,1464 kj(350 kcal),+1%,2,-5%,"0,4",+2%,66,+1%,3,-14%,13,+3%,"0,01",-38%,"0,004",-38%,-6,,A,,,,,,,,,,,,,,,,
1692,Il Panettone - Gâteau de Noël Panettone - Motta - 1000g,8000300012163,C,,1000 g,['Carton'],['Motta'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",['Fabriqué en Italie'],,['Carrefour'],['France'],"['Farine de blé', 'raisins secs ', '15,9%', 'oeufs', ""écorces d'orange confites "", '14%', ' ', ""écorces d'orange"", 'sirop de glucose-fructose', 'sucre', 'sucre', 'levure naturelle ', 'gluten', 'beurre', ""émulsifiants : mono - et diglycérides d'acides gras"", 'sel', 'lait écrémé en poudre', 'arômes']","['Œufs', 'Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,12 g,en quantité modérée,8 g,en quantité élevée,33 g,en quantité élevée,0.45 g,en quantité modérée,1519,-2%,361,-3%,1519 kj(361 kcal),-3%,12,-20%,8,-11%,55,+7%,33,+27%,"6,9",+1%,"0,45",+2%,"0,18",+2%,19,+2%,E,+2%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,"[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",['Italie'],,,,,,
1693,Galak Speculoos - Nestle,8000300353891,E,,,,['Nestle'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats blancs', 'Chocolats blancs au speculoos']",,,['Delhaize'],"['Belgique', 'France']",[],,[],,30.5 g,en quantité élevée,19.5 g,en quantité élevée,56.5 g,en quantité élevée,0.3 g,en quantité modérée,?,,543,-4%,2272 kj(543 kcal),-4%,"30,5",-16%,"19,5",-10%,"61,4",+15%,"56,5",+12%,"5,1",-24%,"0,3",+17%,"0,12",+17%,27,+1%,E,+1%,91.5%,4.7%,1.2%,2.1%,0.4%,0.0%,24,,,,,,,,
1694,Double concentré de tomates - victoria - 280g (2x 140g),8000483152250,A,Double concentré de tomates,280 g (2 x 140 g),['Conserve'],['Victoria'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Tomates et dérivés', 'Tomates', 'Tomates en conserve', 'Concentrés de tomates']",,,['U'],['France'],"['tomate', 'sel']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,1 g,en faible quantité,0.1 g,en faible quantité,14.5 g,en quantité élevée,1.02 g,en quantité modérée,384,-1%,?,,384 kj(92 kcal),-1%,1,+58%,"0,1",-18%,"14,5",-5%,"14,5",+4%,"4,8",+7%,"1,02",+25%,"0,408",+25%,-1,,A,,23.6%,38.4%,18.3%,11.0%,8.7%,0.0%,96,,,,,,,,
1695,purée de tomates - Victoria - 690g,8000483163058,A,purée de tomates,690 g,['Verre'],['Victoria'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Sauces', 'Sauces tomate', 'Purées de tomates']",['100\xa0% tomates italiennes'],,['Boucheries André'],['France'],"['tomates 99,7%', 'sel', ""correcteur d'acidité"", 'acide citrique']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.2 g,en faible quantité,0 g,en faible quantité,3 g,en faible quantité,0.5 g,en quantité modérée,93,-24%,?,,93 kj(22 kcal),-54%,"0,2",-82%,0,-100%,3,-48%,3,-33%,"1,3",-18%,"0,5",+12%,"0,2",+12%,-4,,A,,22.8%,37.1%,17.7%,10.6%,8.4%,3.3%,96,['E330 - Acide citrique'],['Italie'],,['Italie'],,,,
1696,Bueno - Kinder - 129g,8000500016787,,"Fines gaufrettes enrobées de chocolat au lait, fourrées lait et noisettes broyées.",129g,['Plastique'],"['Kinder', 'Ferrero']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées biscuitées aux noisettes']",,,['Cora'],['France'],"['Chocolat au lait 31', '5% ', 'sucre', 'beurre de cacao', 'pâte de cacao', 'lait écrémé en poudre', 'beurre concentré', 'Emulsifiant : lécithine [soja]', 'vanilline', 'sucre', 'huile de palme', 'farine de froment', 'noisettes broyées 10', '8%', 'lait écrémé en poudre', 'lait en poudre', 'chocolat noir ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiants : lécithines [soja]', 'vanilline', 'cacao maigre', 'émulsifiants : lécithines [soja]', 'poudres à lever ', 'carbonate acide de sodium', ""carbonate acide d'ammonium"", 'sel', 'vanilline']","['Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien']",4,37.3 g,en quantité élevée,17.3 g,en quantité élevée,41.2 g,en quantité élevée,0.28 g,en faible quantité,?,,572,+0%,2393 kj(572 kcal),+1%,"37,3",+1%,"17,3",-1%,"49,5",-1%,"41,2",-1%,"8,6",-1%,"0,28",-4%,"0,112",-4%,27,+1%,E,+1%,,,,,,,,"['E322i - Lécithine', 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium""]",,http://www.ferrero.fr/fc-2738/#nav=kinder,,,,['Huile de palme'],
1697,Kinder Pingui Coco - 120g (4x 30g),8000500119730,E,"Génoise fourrée lait et noix de coco enrobée de chocolat supérieur au lait, avec décor au coco",120 g (4 x 30 g),"['étui', 'Plastique']","['Kinder', 'Ferrero']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Biscuits et gâteaux', 'Confiseries chocolatées', 'Frais', 'Gâteaux', 'Barres de céréales', 'Barres chocolatées', 'Gâteaux au chocolat', 'Barres de céréales au chocolat', 'Barres chocolatées au lait']",['Point Vert'],,['Conad'],"['France', 'Italie']","['Chocolat supérieur au lait 24% ', 'beurre de cacao', 'sucre', 'lait en poudre', 'pâte de cacao', 'lait de coco en poudre', 'émulsifiants : lécithines [soja]', 'arômes', 'lait frais pasteurisé 21%', 'sucre', 'huile de palme', 'farine de froment', 'lait écrémé en poudre', 'noix de coco 5% ', 'lait de coco en poudre 3,5%', 'noix de coco séchée 1,5%', 'dextrose', 'beurre concentré', 'oeuf', 'cacao maigre', 'levure de bière', 'arômes', ""émulsifiants : mono et diglycérides d'acides gras"", 'cacao', 'sel']","['Œufs', 'Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,32 g,en quantité élevée,21.2 g,en quantité élevée,32 g,en quantité élevée,0.163 g,en faible quantité,1942,-13%,?,,1942 kj(464 kcal),-12%,32,-3%,"21,2",+4%,38,-24%,32,-32%,"6,1",-19%,"0,163",-41%,"0,065",-41%,22,-15%,E,-15%,83.0%,11.4%,2.3%,2.6%,0.7%,0.0%,43,"['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,,,,,['Huile de palme'],
1698,Kinder Cards - 128g,8000500218488,C,Gaufrettes croustillantes avec fourrage crémeux au lait et cacao,128 g,"['Carton', 'Sachet', 'sachet individuel', 'Plastique']","['Kinder', 'CARDS', 'Ferrero']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Gaufrettes']",['Coeur fondant'],,"['SUPER U', 'HYPER U']",['France'],"['Lait écrémé en poudre 29%', 'sucre', 'huile de palme', 'farine de froment 15', '5%', 'cacao maigre 4', '5%', 'huile de tournesol', 'émulsifiants ', 'lécithines de soja', 'poudres à lever ', ""carbonate d'acide de sodium"", ""carbonate d'ammonium"", 'sel', 'vanilline']","['Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien']",4,26.7 g,en quantité élevée,12 g,en quantité élevée,43.3 g,en quantité élevée,0.531 g,en quantité modérée,?,,508,+2%,2125 kj(508 kcal),+2%,"26,7",+8%,12,-18%,54,-13%,"43,3",+26%,"12,1",+120%,"0,531",+55%,"0,212",+55%,27,+23%,E,+23%,76.6%,12.3%,5.4%,2.8%,2.9%,0.0%,70,"['E322i - Lécithine', 'E500ii - Carbonate acide de sodium', ""E503i - Carbonate d'ammonium""]",,,,,,['Huile de palme'],
