,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,additives,palm_ingredients,allergens,nova_score,categories,labels,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,quantity,packaging,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,ingredients_origins,markets,link,traceability_code,brand_owner
1880,Bols - Gold Strike Dutch Liqueur 50cl Bottle -,8716000957726,['France'],[],[],?,1,4 kj(1 kcal),1,1,2,1,12,0,0,,,,,,"['Boissons', 'Boissons alcoolisées', 'Liqueurs']",,,-99%,-99%,-88%,-29%,-90%,-91%,+981%,-100%,-100%,,,,,,,,,,,,,,,,E,57.4%,11.3%,20.5%,8.1%,1.7%,1.0%,33,,,,,,
1881,Scrochi,8716068997245,['France'],[],[],?,438,1833 kj(438 kcal),"14,2",2,"67,4","3,4","10,1","2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,Glace Baton Geante Choc-amande,8716076035847,['France'],[],[],?,295,1234 kj(295 kcal),"18,8","11,13","30,4",26,"4,2","0,28","0,112",,,,,,,"['Bio', 'Bio européen', 'NL-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,Big milk chocolate,8716076035861,['France'],[],[],?,297,1243 kj(297 kcal),"18,6","12,3","31,7","27,4","3,7","0,27","0,108",,,,,,,"['Bio', 'Bio européen', 'NL-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,"Fruchtgummi Sticks, Mit Erdbeergeschmack",8716100071551,['France'],[],[],?,360,1506 kj(360 kcal),"2,3","1,2",80,59,"2,6","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,Cables fourrés gout fraise - Togolo,8716100072770,['France'],"['D5068 — Câbles Fourrés Goût Fraise - Gélifiés Confiserie Gélifiée', ' sucre', 'sirop de glucose-fructose', 'farine de blé', 'dextrose', 'amidon modifié ', 'pomme de terre', 'tapioca', 'acidifiants ', 'acide citrique', 'acide malique', 'huile de palme', 'stabilisants ', 'gomme arabique', 'carboxyméthylcellulose', 'arôme', 'concentrés ', 'pomme', 'potiron radis', 'tomate', ' antioxydants ', 'acide ascorbique', 'extraits riches en tocophérols', ' Numéro de lot', ""DLUO et Poids Net mentionnés sur l'autre étiquette Distribué par Baby Délice 13127 Vitrolles""]",['Huile de palme'],?,350,1464 kj(350 kcal),"1,7","1,1",80,60,"1,5","0,03","0,012",['Togolo'],"['E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E296 - Acide malique', ""E414 - Gomme d'acacia"", 'E466 - Carboxyméthylcellulose', 'E306 - Extrait riche en tocophérols']",['Huile de palme'],['Gluten'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,Apekoppen,8716100202559,['France'],[],[],?,343,1435 kj(343 kcal),"0,2","0,1",84,52,"0,9","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,Katja Apezuur Uitdeelzak @ - Lekker Sinds,8716100286351,['France'],"['Glucosestroop', 'suiker gemodificeerd zetmeel', 'dextrose', '3% fruitsap uit fruitsapconcentraat ', 'appel', 'Vlierbes', 'voedingszuur ', 'citroenzuur', 'appelzuur', 'melkzuur', 'aardappelproteïne', 'Zuurteregelaar ', 'calciumcarbonaat', ""natuurlijke aroma's"", 'natuurlijk sinaasappelaroma', 'fruit - en plantenconcentraten ', 'saffloer', 'appel', 'druif', 'zwarte bes', 'spirulinaconcentraat', 'geharde plantaardige olie ', 'zonnebloem']",[],?,334,1397 kj(334 kcal),"0,1","0,01",81,59,"0,4",0,0,['Lekker Sinds'],"['E330 - Acide citrique', 'E296 - Acide malique', 'E270 - Acide lactique']",,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,Sour Monkey - Katja,8716100286368,['France'],"['Glucose syrup', 'modifiedstarch', 'fruit uice from concentrate ', '3 %', 'apple', 'elderberty', 'acid ', 'citricacid', 'ma/icacid actic acid', 'potato protein', 'acidity regulator ', 'calcium carbonate', ""natura/f/avo?' natural orange flavors"", 'fruit- and plants concentrates ', 'safflowec app/e', 'grape', 'blackcurrant', 'spirulina concentrate', 'hydrogenated vegetable oil', 'sunf/ower', ' Gommes de fruits ingrédients: Sirop de glucose', 'sucre', 'amidon modifié', 'dextrose', '3% jus de fruit é base de concentrés ', 'pomme', 'baie desureau', 'acidifiant ', 'acide citrique', 'acide malique', 'acide lactique', 'protéine de pomme de terre', ""correcteur d'acidité "", 'carbonate de calcium', 'arôme naturel', ""arôme naturel d'Orange"", 'extraits de fruits et de plantes ', 'carthame', 'pomme', 'raisin', 'cassis', 'concentré de spiruline', 'huile vegétale hydrogénée ', 'de tcumescl', ' Peut contenir des traces de lait Fruchtgummi Zutaten: Glukosesirup', 'Zucker', 'modifizierte Stârke', 'Dextrose', '3% Fruchtsaft aus Fruchtsaftkonzentrat ', 'Apfel/ Holunderbeere', 'Sàuerung- smittel ', 'Zitronensâure', 'Apfelsâure', 'Milchsâure', 'Kaftoffelprotein', 'saure- regulator ', 'Kalziumkarbonat', 'natürliche Aromen', 'natürliche Aromen orange', 'Frucht- und Pflanzenkonzentrate ', 'Saflor', 'Apfel', 'Trau>e', 'schwarze Johannis- beere', 'Spirulinakonzentrat', 'hydriertes pflanzliches 01 ', 'Sonnenblume', ' Kann Spuren von Milch enthalten', ' Cukierki Sktadniki: syrop glukozowy', 'cukier', 'skrobia modyfikowana', 'dekstrozy', 'sok owocowy z koncentratu soku owocowego ', '3%', ' ', 'jablka', 'z czarnego bzu', 'kwas ', 'kwas cytrynowy', 'kwas kwas miekowy', 't biafko ziemniaaane', 'regulator kwasowoSci ', 'weglan wapnia', 'naturalne aromaty', 'naturalne aromaty pomaraficzy', 'koncentraty owocowe i koncentraty roSliny ', 'z krokosza bawvierskiego', 'jablka', 'winogrona', 'czarna porzeaka', 'koncentrat spirulina', 'utwardzony olej roélinny ', 'stoneanik', ' Moie zawieraé Sladowe iloSci mleka', ' ', ' oneraétique']",[],?,334,1397 kj(334 kcal),0,0,81,59,"0,7","0,4","0,16",['Katja'],"['E170i - Carbonate de calcium', 'E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E296 - Acide malique', 'E270 - Acide lactique']",,,4,,"['Bio', 'Entrepreneurs + Engagés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,Bonbons,8716100341180,['France'],[],[],?,396,1657 kj(396 kcal),"2,1","1,2",82,64,"2,3","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,Zure matjes - Katja  - 450,8716100363182,['France'],[],[],?,364,1523 kj(364 kcal),"2,3","1,2",81,60,"2,6","0,1","0,04",['Katja'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,,,,,,,,,,,,,,,
1891,Zure Matjes - 275g,8716100370555,"['France', 'Allemagne']","['Suikerwerk', 'Ingrediënten: suiker', 'glucose - fructosestroop', 'tarwebloem', 'voedingszuren ', 'appelzuur', 'citroenzuur', 'dextrose', 'palmolie', 'natuurlijk aroma', 'concentraten ', 'wortel', 'hibiscus', 'appel', 'pompoen', 'tomaat', 'radijs', 'saffloer', 'spirulina', 'antioxidanten ', 'ascorbine - zuur', 'tocoferolrijke extracten', ' per per matje 100 gram van 3 gram Voedingswaarde: Energie 1545 kJ']",['Huile de palme'],?,364,1523 kj(364 kcal),"2,3","1,2",81,60,"2,6","0,04","0,016",,"['E296 - Acide malique', 'E330 - Acide citrique']",,['Gluten'],4,,,,,,,,,,,,,,,,,,,,,,,,,,275 g,['Produkt'],,,,,,,,,,,,,,
1892,Bonbons fins lisses fourrés aux fruits - Togolo - 1kg,8716100534513,['France'],[],[],?,?,,?,,?,,?,,,['Togolo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 kg,,,,,,,,,,,,,,,
1893,Gefüllte Sticks Sauer - Suikerwerk,8716100575554,['France'],[],[],?,360,1506 kj(360 kcal),"1,6","1,1",84,69,"1,2","0,03","0,012",['Suikerwerk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,Bonnet bleu - Nestle,8716200273909,['France'],[],[],?,402,1682 kj(402 kcal),9,"4,6","71,9","71,9","7,3","0,2","0,08",['Nestle'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895,Power shake energy,8716200397063,['France'],[],[],?,106,444 kj(106 kcal),3,1,"14,2","5,4","5,2",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,Dry Whole Milk 400G (milchpulver) - Peak,8716200478205,['France'],[],[],?,120,502 kj(120 kcal),7,"4,5",9,9,6,"7,512","3,005",['Peak'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400g,,,,,,,,,,,,,,,
1897,Zeytinli dilim hindi,8716221600593,['France'],[],[],?,95,397 kj(95 kcal),"1,7","0,3","1,7","0,2","18,3","2,25","0,9",,,,,,,['Halal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,Biberli tavuk gögsü,8716221600630,['France'],[],[],?,101,423 kj(101 kcal),"2,6","0,8","3,9","0,7","15,4",2,"0,8",,,,,,,['Halal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,Biberli dilim hindi,8716221600661,['France'],[],[],?,95,397 kj(95 kcal),"1,4","0,3",2,"0,1","18,6","2,2","0,88",,,,,,,['Halal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,Biberli tavuk gögsü,8716221600630,['France'],[],[],?,101,423 kj(101 kcal),"2,6","0,8","3,9","0,7","15,4",2,"0,8",,,,,,,['Halal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,Biberli dilim hindi,8716221600661,['France'],[],[],?,95,397 kj(95 kcal),"1,4","0,3",2,"0,1","18,6","2,2","0,88",,,,,,,['Halal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,Viande de bœuf,8716221800658,['France'],[],[],?,180,753 kj(180 kcal),"10,4","4,9","6,6","1,6","14,7","1,75","0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,Lahmacun,8716221800962,['France'],[],[],?,249,1042 kj(249 kcal),"8,8","1,8","30,6","1,3","10,2","1,3","0,52",,,,,,,['Halal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,8716376000552,8716376000552,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,Griekse stijl - Konings - 1000gram,8716376000705,"['Belgique', 'France', 'Pays-Bas']",[],[],?,121,506 kj(121 kcal),10,7,"4,5","4,5","3,2","0,1","0,04",['Konings'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000 gram,,,,,,,,,,,,,,,
1906,Glaces a l Eau Avec Aromes Ananas Fraise Citron Framboise - Holiday Ice,8716448105239,['France'],"['eau', 'ius de fruits de jus concentré ', '18,9%', ' ', ""ius de ananas ius d' orange "", '3,8%', 'jus de framboise ', '2,8%', 'sucre', 'sirop de glucose-fructose', 'stabilisants ', 'E412', '[410', 'E440', ""correcteur d'acidité "", 'E330', 'extrait de paprika', 'rouge de betterave concentré', 'colorants ', 'E160a', 'EIOO', 'E141 arômes naturels', "" Confectionné dans une usine ou l'on traite également des arachides et noix""]","[""Pourrait contenir de l'huile de palme""]",?,81,339 kj(81 kcal),"0,1","0,1",20,"19,6","0,1","0,03","0,012",['Holiday Ice'],"['E412 - Gomme de guar', 'E440 - Pectines', 'E330 - Acide citrique', 'E160c - Extrait de paprika', 'E162 - Rouge de betterave', 'E160a - Carotènes mélangés', 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines']",,['Fruits à coque'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,Mach 3,8716448116341,['France'],[],[],?,79,331 kj(79 kcal),0,0,"19,5","18,8","0,1","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,Take away - Japanese Yakiniku,8716584503753,['France'],[],[],?,122,510 kj(122 kcal),"3,5","0,6",16,"5,4","5,9","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,Thai sweet & sour,8716584503777,['France'],[],[],?,128,536 kj(128 kcal),"4,5",1,16,"6,3","5,2","0,69","0,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,Singapore curry shrimps,8716584504026,['France'],[],[],?,148,619 kj(148 kcal),"4,7","1,3",22,"3,4","3,8","0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,Kofte,8716621000085,['France'],[],[],?,220,920 kj(220 kcal),"15,2","7,1","6,6","2,2","13,8","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,Manteiga de cabra com sal,8716677002712,['France'],[],[],?,519,2171 kj(519 kcal),31,21,35,35,25,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Mini-grissini al rosmarino,8716695488123,['France'],[],[],?,421,1761 kj(421 kcal),"11,8","4,2","65,7",5,"10,8",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,Cantuccini,8716695554170,['France'],[],[],?,427,1787 kj(427 kcal),"14,1","3,8","62,9","33,6","9,8","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,Grolsch,8716700017478,['France'],[],[],?,30,126 kj(30 kcal),0,0,"6,8","3,6","0,4","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Radler,8716700017485,['France'],[],[],?,30,126 kj(30 kcal),0,0,"6,8","3,6","0,4","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,Candy cookies,8716714777153,['France'],[],[],?,489,2046 kj(489 kcal),"19,5","8,5",72,41,"5,5","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,peanut cookies,8716714777184,['France'],[],[],?,536,2243 kj(536 kcal),30,9,53,"24,5",12,"0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,Amsterdambullchewinggum,8716722020265,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,The Bulldog energy drink,8716722030103,['France'],"['drink', ' Pasteurized', ' -mpvZJ-The Bulldog w Energy Drink - carbor- i""gh caffeine content', ' not recommended tor children', 'pregnantwomen or women rewmmended for people sensiüve to and diabetSz sugar', ' ecid: citric acid', 'carbon dioxide', 'taurine ', '0,4%', 'acid', 'tk sodium colours : E150c', 'EIOI', ""vitam'"", 'ns: ""houdende Gepasteuriseerd', ' — voor kinderen ', ' ', '32 mpl_100 ml', "" Niet eanbevolen mensen x'4gzjJa""]",[],?,46,192 kj(46 kcal),0,0,"10,8","10,8","0,35","0,14","0,056",['The Bulldog'],"['E330 - Acide citrique', 'E290 - Dioxyde de carbone', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']",,,4,['Boissons'],,,-18%,-20%,-100%,-100%,-4%,+14%,-29%,+237%,+237%,0 g,en faible quantité,0 g,en faible quantité,10.8 g,en quantité élevée,0.14 g,en faible quantité,15,+96%,E,+96%,,,,,,,,,,,,,,,,,
1921,Twisted Mix Salé - Party Hits - 100g,8716788001260,"['Belgique', 'France']","['38 % Poudre de pommes de terre ', 'sulfite', 'amidon de pommes de terre', '24 % huile de tournesol', 'assaisonnement ', 'amidon de pommes de terre', 'lactose', 'lait', 'sel', 'exhausteur de goût E621', 'dextrose', 'oignon', 'sucre à glacer', 'arômes ', 'gluten', 'lait et soja', 'extrait de levure', 'poudre de tomate', 'huile de colza', 'anti-agglomérant :  E551', 'colorant: E160c', 'sel', 'huile de palme', 'sucre', 'paprika', 'colorant : E160a']","['Huile de palme', 'Non végétalien']",?,480,2008 kj(480 kcal),"24,8","3,3","60,3","1,8","3,5","2,7","1,08",['Party Hits'],"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E551 - Dioxyde de silicium', 'E160c - Extrait de paprika', 'E160a - Carotènes mélangés']",['Huile de palme'],"['Gluten', 'Lait', 'Soja', 'Anhydride sulfureux et sulfites']",4,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs', 'Biscuits apéritifs soufflés', 'Biscuits apéritifs soufflés à base de pomme de terre']","[""Fabriqué dans l'UE""]",,-1%,-1%,+7%,+28%,-4%,-51%,-21%,+21%,+21%,24.8 g,en quantité élevée,3.3 g,en quantité modérée,1.8 g,en faible quantité,2.7 g,en quantité élevée,17,+13%,D,+13%,Twisted Mix Salted - Snack de pomme de terre salés,100 g,"['Sachet', 'Plastique']",C,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,['Union Européenne'],,,,,
1922,Snexx Sugar Candy,8716788001451,['France'],"['Sucre', 'arôme', 'colorant: E172']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,400,1674 kj(400 kcal),0,0,100,100,0,0,0,['Snexx'],['E172 - Oxyde et hydroxyde de fer'],,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,Crispy bacon,8716788001581,['France'],[],[],?,498,2084 kj(498 kcal),"26,5","2,5","57,3","1,8","8,8","4,3","1,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,Rabbit Salted - PartyHits - 100g,8716788001703,['France'],"['31% Potato products ', 'potato [?]', '30% sunflower oil', '19% wheat flour  ', 'gluten', 'wheat starch ', 'gluten', 'salt', 'sugar', 'turmeric']",[],?,503,2105 kj(503 kcal),31,"3,8",51,"2,1","4,2","3,1","1,24","['PartyHits', 'Party Hits']",,,['Gluten'],4,"['Snacks', 'Snacks salés', 'Apéritif']",['Point Vert'],,+8%,+7%,+29%,-7%,-1%,-32%,-45%,+99%,+99%,31 g,en quantité élevée,3.8 g,en quantité modérée,2.1 g,en faible quantité,3.1 g,en quantité élevée,18,+42%,D,+42%,,100 g,"['Sachet', 'Plastique', '05 PP']",,,,,,,,,['E.U.'],,,,,
1925,Van Strien Butter Brazilnut & Date Cookies (roomboter Paranoot & Dadel Koekjes) Handmade - Banketbakkerij Van Strien BV,8716827121416,['France'],"['ESOC', ' blé* suere de canne* ', 'beurre* liait', 'dattes* 15% ', 'dattes* farine riz* ', ' du Brésil* 11%', ' amidon de à lever ', 'E336B 300', ""van oorsprong d'origine blo\\ooque,""]",[],?,508,2125 kj(508 kcal),27,"13,2","59,5","21,5","8,6","0,3","0,12",['Banketbakkerij Van Strien BV'],,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,Butter Chocolate Cookies - Banketbakkrij,8716827121423,['France'],"['Chocolat noir 29% ', 'sucre de canne*', 'pâte de cacao*', 'beurre de cacao*', 'farine de blé', 'beurre* 18% ', 'lait', 'sucre de canne* ', 'amidon de blé', 'poudres à lever ', 'E336B', 'E500', 'sel de mer']",['Non végétalien'],?,533,2230 kj(533 kcal),"28,5","17,7","63,6","37,1","4,8","0,3","0,12",['Banketbakkrij'],['E500 - Carbonates de sodium'],,"['Gluten', 'Lait']",,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,"Epicerie / Epicerie Sucrée / Gâteaux, Biscuits, Encas - Machandel",8716827121430,['France'],"['noîïn wor', 'en verwerKT', "" FR ookies pur beurre à l'épenutrc et au mtjes"", ""i ln rédients: fartne d'é goutte* "", '30%', 'mè!ange de avoine*', ""raisins w'"", 'flocons de blé*', 'flocons dtor e* amandes•', 'noisettes* ', 'abricots*', 'hU?le de tournesor', 'farine de fiz*', 'beurre* ', 'lait', ' ', '21%', ' sucre de amidon de blé*', 'o ent ', 'eW1t ', 'E500', 'de mer', 'vonille*', ' iorigine bioloQique', ' Produit dons atelier utilisant des noix']",['Non végétalien'],?,493,2063 kj(493 kcal),"23,1","13,3","62,8","26,4","7,4","0,27","0,108",['Machandel'],['E500 - Carbonates de sodium'],,"['Lait', 'Fruits à coque']",,,"['Bio', 'Commerce équitable', 'Max Havelaar']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,Palmiers au beurre et au fromage - Van Strien - 80g,8716827129009,"['France', 'Pays-Bas']","['farine de blé', 'beurre ', 'lait', ' ', '28%', 'Vieux Gouda Noord-Holland AOP ', '18%', ' ', 'lait', 'fécule de pomme de terre', 'sel', 'levain lactique', 'présure', 'colorant ', 'E160B', 'eau', 'œuf frais', 'sel de mer', 'colorant ', 'carotène', ' Produit dans un atelier utilisant des noix']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",2369,?,2369 kj(566 kcal),"41,5","28,2","36,2","0,4","12,3","2,18","0,872",['Van Strien'],"['E160b - Rocou', 'E160a - Carotènes mélangés']",,"['Œufs', 'Gluten', 'Lait']",4,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs', 'Palmiers salés']","['en:FSC', 'FSC Mix', 'FSC C014461']",+8%,,+9%,+41%,+47%,-29%,-72%,+16%,-23%,-23%,41.5 g,en quantité élevée,28.2 g,en quantité élevée,0.4 g,en faible quantité,2.18 g,en quantité élevée,25,0%,E,0%,Biscuit au beurre et au fromage,80 g,['Carton'],B,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,['Pays-Bas'],,"['Auchan', 'Jumbo']",,['FSC-C014461'],
1929,Gressins au Beurre et au Sésame - Hand Made - 90g e,8716827129023,['France'],"['Farine de blé', 'beurre ', 'lait', ' ', '31 %', 'eau', 'grains de sésame ', '6 %', 'œuf frais', 'sel de mer', 'colorant ', 'carotène']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",2426,?,2426 kj(580 kcal),"42,5","24,4","40,3","0,5","9,9","1,93","0,772",['Hand Made'],['E160a - Carotènes mélangés'],,"['Œufs', 'Gluten', 'Lait', 'Graines de sésame']",4,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']","['100% naturel', 'Pur beurre']",+36%,,+38%,+294%,+980%,-40%,-80%,-13%,+2%,+2%,42.5 g,en quantité élevée,24.4 g,en quantité élevée,0.5 g,en faible quantité,1.93 g,en quantité élevée,24,+88%,E,+88%,,90 g e,"['Boîte', 'Carton', 'Plastique']",B,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,,
1930,Speculoos pur beurre - van strien,8716827129214,['France'],"['farine de blé', 'beurre ', 'lait', ' ', '22%', ',cassonade,sucre en poudre,babeurre', 'épices pour spéculoos', 'œuf frais', 'agent levant ', 'E500', ',zeste de citron ', 'sucre', 'écorces de citrons,acide alimentaire ', 'acide citrique', 'arôme', 'fécule de pomme de terre modifiée）sel,cannelle']",['Non végétalien'],?,492,2059 kj(492 kcal),"21,8","13,9","67,5","31,7","5,7","0,28","0,112",['van strien'],"['E500 - Carbonates de sodium', 'E330 - Acide citrique']",,"['Œufs', 'Gluten', 'Lait']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,CHERRY BLOSSOM,8716827129337,['France'],[],[],?,432,1807 kj(432 kcal),"19,9","12,5","56,9",36,5,"0,69","0,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,Nutricia Sondevoeding Nutrison Protein Plus Energy,8716900553134,['France'],[],[],?,750,3138 kj(750 kcal),"5,8","1,5","16,9","3,3","7,5","0,25","0,1",['Nutricia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,Nutricia Fortimel Max Nutriment Saveur Fraise,8716900553578,['France'],[],[],?,240,1004 kj(240 kcal),"9,3","0,9","29,7",15,"9,6","0,24","0,096",['Nutricia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,Fortimel Compact Protein - Nutricia,8716900553783,['France'],[],[],?,240,1004 kj(240 kcal),"9,4","0,9","24,4","13,3","14,4","0,1","0,04",['Nutricia'],,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,Fortimel Extra Abricot 4X200ML,8716900562655,['France'],[],[],?,150,628 kj(150 kcal),"5,2","0,6","16,7","7,1",9,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,Fortimel Extra Fruits Foret NF4X200ML - Nutricia,8716900562679,['France'],"['Prdü•es lait de vache', 'eau', '&xtfrvnuftse', 'tunesd', 'Sdat de arôme ', 'fruits de la forêt', 'cffate de ', 'adde wrecteur dacidité ', 'acide citrique', 'hydroxyde de chlomre de calcium', 'hydrox# de de sŒfjum', 'de Idate nnnarnidq TC', 'de rétm', 'nurvarèe', 'oi/re', 'de pyri&xine', 'tamqe twrE,']",[],?,150,628 kj(150 kcal),"5,2","0,6","16,7","7,1",9,"0,15","0,06",['Nutricia'],['E330 - Acide citrique'],,,,"['Produits laitiers', 'Laits']",,,+127%,+129%,+152%,-50%,+177%,+31%,+154%,+21%,+21%,5.2 g,en quantité modérée,0.6 g,en faible quantité,7.1 g,en quantité modérée,0.15 g,en faible quantité,-3,-622%,A,-622%,,,,D,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,
