,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,brand,categories,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,packaging,additives,nova_score,generic_name,allergens,traceability_code,link,ingredients_origins,manufacturing,brand_owner,palm_ingredients
1685,Foie gras de canard entier cuit au torchon - Rougié (Sarlat) - 300g,3161452030926,['France'],"['Foie gras de canard', 'sel', 'Armagnac', 'sucre', 'poivre', 'antioxydant E301', 'conservateur E250', 'Bouillon de cuisson 5,1% ', 'eau', 'fond de volaille ', 'carcasse de volaille', 'eau', 'carotte', 'oignon', 'poivre,girofle', 'thym', 'Armagnac', 'sel', 'purée de tomate', ""extraits d'oignon et de carotte"", 'thym']","['Non végétalien', 'Non végétarien']",2072,503,2072 kj(503 kcal),51,22,3,1,"7,6","1,2","0,48",B,['Rougié (Sarlat)'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers']",['Le Château'],51 g,en quantité élevée,22 g,en quantité élevée,1 g,en faible quantité,1.2 g,en quantité modérée,-6%,-5%,-6%,-6%,-5%,+24%,-26%,+1%,0%,0%,21,+1%,E,+1%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,300g,['Papier métal sous plastique'],"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",3,,,"['FR 65.304.002 CE', 'Maubourguet (Hautes-Pyrénées, France)']",https://pro.rougie.fr/produit/foie-gras-de-canard-entier-torchon/,,['France'],,
1686,Rim Mineral Water,5281023000061,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,"0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,Pralines assortis - frey - 285g,7616500664975,['France'],[],[],?,586,2452 kj(586 kcal),41,22,47,44,6,"0,1","0,04",,['Frey'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285g,['Boite'],,,,,,,,,,
1688,Nougats Épices - 100g,3465170902351,['France'],[],[],?,412,1724 kj(412 kcal),13,"0,2",70,58,"5,9","0,49","0,196",E,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']",,13 g,en quantité modérée,0.2 g,en faible quantité,58 g,en quantité élevée,0.49 g,en quantité modérée,,-8%,-8%,-21%,-90%,+7%,+7%,-18%,+552%,+552%,17,+6%,D,+6%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,100 g,,,,,,,,,,,
1689,Pruneaux à l'armagnac,3180330849306,['France'],[],[],?,?,,?,,?,,?,,,,,"[""Pruneaux à l'armagnac""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,Sapin fruité - Daco Bello,3270720014787,['France'],[],[],?,290,1213 kj(290 kcal),0,0,65,55,"2,7",0,0,,['Daco Bello'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,Apérifrais - saveur de Provence - Ile de France - 100g (20*5g),3480341002685,['France'],[],[],1350,328,1350 kj(328 kcal),32,20,"3,2","2,8","8,8","0,52","0,208",D,"['Ile de France', 'Savencia']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages à pâte fondue', 'Fromages apéritif']",,32 g,en quantité élevée,20 g,en quantité élevée,2.8 g,en faible quantité,0.52 g,en quantité modérée,+25%,+15%,+15%,+31%,+24%,-26%,-27%,-17%,-68%,-68%,11,-27%,D,-27%,78.1%,12.8%,3.1%,3.8%,1.7%,0.5%,52,,100g (20*5g),['Frais'],,,,,,,,['France'],,
1692,Amer MICLO - Michel Miclo - 70cl,3357010016864,['France'],"[""houblon d'Alsace"", 'orange amère', 'gentiane', 'quinquina']",[],?,?,,?,,?,,?,0,0,E,['Michel Miclo'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Liqueurs', 'Alcools artisanaux']",['Leclerc'],,,,,,,,,,,,,,,,,-100%,-100%,,,,,57.4%,11.3%,20.5%,8.1%,1.7%,1.0%,33,,70 cl,['Bouteille'],,,,,,,,['68750 Lapoutroie'],,
1693,Cake de Noël,3286636300005,['France'],[],[],?,432,1807 kj(432 kcal),24,2,"48,1","15,33","4,8","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,Davidoff Café Grande Cuvée Fine Aroma,4006067084300,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,Super food bites,35049876,['France'],[],"['Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,
1696,Noix de Macadamia - Auchan,8435177058882,['France'],[],[],?,702,2937 kj(702 kcal),67,10,11,"5,9","8,9","0,75","0,3",,['Auchan'],,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,Fondente extra 60% Zenzero e limone - Mascao,8016225302852,['France'],"['""pâte de cacao', '""sucre complet de canne 25% gingembre confit ', 'sucre de canne', 'gingembre', ' 10%', '*beurre de cacao', '*sucre de canne huile essentielle de citron', ' Peut contenir des traces de lait', 'noisettes', 'amandes Teneur en cacao: 60% min', "" =lssu de l'agriculture biologique""]",[],?,536,2243 kj(536 kcal),34,21,46,42,7,0,0,E,['Mascao'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats noirs au gingembre']",,34 g,en quantité élevée,21 g,en quantité élevée,42 g,en quantité élevée,0 g,en faible quantité,,-1%,-0%,-7%,-6%,+14%,+25%,+1%,-100%,-100%,20,-4%,E,-4%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,['Bio'],,,,3,,,,,,,,
1698,Raspberry Blaster - Whittard,5022032116240,['France'],[],[],?,?,,?,,?,,?,,,,['Whittard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,Fines bulles saveur mojito,3250392549107,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,Crème à café - Cremo,7610434019825,['France'],[],[],?,163,682 kj(163 kcal),15,9,4,4,3,"0,2","0,08",,['Cremo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,10 coquilles Saint-Jacques Fondue de Poireaux - Tipiak,3282740370231,['France'],[],[],?,98,410 kj(98 kcal),"5,1","3,6","6,8","1,2","5,7","0,66","0,264",,['Tipiak'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,
1702,Tomate pelées concassées - Casino Bio - 2x 400g,3222477359239,['France'],[],[],?,22,92 kj(22 kcal),"0,2","0,1","4,4","3,4","1,1","0,01","0,004",,['Casino Bio'],,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],2 x 400 g,,,,,,,,,,,
1703,Crack crock taro,3760226470021,['France'],[],[],?,184,770 kj(184 kcal),"0,97","0,197","6,91",0,"2,79","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Corbeille Le p'tit coeur,3663154004910,['France'],[],[],?,559,2339 kj(559 kcal),36,19,51,47,"7,4","0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,Côtes du Rhone,20840457,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,Chateau Roubine Premium,3760105790028,['France'],[],[],?,?,,?,,?,,?,,,C,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",,,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,['France'],,,
1707,Bloc de foie gras canard,3018258021101,['France'],[],[],?,431,1803 kj(431 kcal),44,18,"1,6",1,"6,5","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,3330548002677,3330548002677,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,Galette des rois - Carrefour Sélection,3523680376281,['France'],[],[],2228,536,2228 kj(536 kcal),39,23,38,15,"7,4","0,81","0,324",D,"['Carrefour Sélection', 'Carrefour']","['Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",['Carrefour'],39 g,en quantité élevée,23 g,en quantité élevée,15 g,en quantité élevée,0.81 g,en quantité modérée,+22%,+27%,+27%,+48%,+55%,-2%,+16%,+17%,+16%,+16%,21,+9%,E,+9%,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,['Carton'],,,,,,,,,,
1710,Whyski,4954621001235,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,Sirop au miel -,4260161973490,['France'],[],[],?,?,,?,,?,,?,0,0,,,['Sirops'],,,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,,,,,,,,,,,,,,,,,,,,
1712,Compote pomme cassis - La Fruitière de Colpo - 400g,3438750404200,['France'],[],[],?,112,469 kj(112 kcal),"0,6",0,25,24,0,0,0,B,['La Fruitière de Colpo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes cassis']",,0.6 g,en faible quantité,0 g,en faible quantité,24 g,en quantité élevée,0 g,en faible quantité,,+75%,+77%,+111%,-100%,+81%,+97%,-100%,-100%,-100%,1,,B,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,400 g,,,,,,,,,,,
1713,Galette Frangipane D22,0222444043294,['France'],[],[],?,416,1741 kj(416 kcal),29,16,31,"8,1","6,7","0,59","0,236",D,,"['Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",,29 g,en quantité élevée,16 g,en quantité élevée,8.1 g,en quantité modérée,0.59 g,en quantité modérée,,-1%,-1%,+10%,+8%,-20%,-37%,+6%,-15%,-15%,18,-6%,D,-6%,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,,,,,,,,,,
1714,Cookeo (Moulinex),3045386380572,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,La boutique,3555500008003,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,Hershey's 100%cocoa Natural Unsweetened Powder,0034000052073,['France'],[],[],?,?,,?,,?,,?,,,,"[""Hershey's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,San. Pellegrino Term,8002270017513,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,"0,078","0,031",,['San Pellegrino'],"['Boissons', 'Boissons gazeuses', 'Eaux', 'Eaux gazeuses']",,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.0775 g,en faible quantité,,,-100%,-100%,,-100%,-100%,-100%,+36%,+36%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,,,,
1718,Minceur gourmande,5410063033641,['France'],[],[],?,355,1485 kj(355 kcal),11,"5,6",31,17,27,"0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,Kebab,1111190000004,['France'],[],[],?,231,967 kj(231 kcal),15,"4,2","2,4","1,6",22,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Halal'],,,,,,,,,,,,
1720,Le Gélatine - Caffarel - 93g,8013108581243,['France'],[],[],?,340,1423 kj(340 kcal),0,0,85,85,0,"0,25","0,1",B,['Caffarel'],"['Additifs alimentaires', 'Gélifiants', 'Gélatine']",,0 g,en faible quantité,0 g,en faible quantité,85 g,en quantité élevée,0.25 g,en faible quantité,,+230%,+185%,-100%,-100%,+924%,+961%,-100%,+71%,+71%,,,,,74.1%,11.3%,5.9%,3.5%,5.2%,0.0%,83,['en:gluten-free'],93 g,,,,,,,,,,,
1721,Chocolat blanc fourré - Rochers à la noix de coco - J. D. GROSS - 188g,4056489013860,['France'],"['Sucre', 'beurre de cacao', 'huile de palme', '11% lait en poudre écrémé', 'crème en poudre ', 'lait', '3,8% noix de coco râpée', 'beurre concentré ', 'lait', 'poudre de lactosérum ', 'lait', 'lactose', 'dextrose', 'émulsifiant : lécithines ', 'soja', ' : blanc d’œuf déshydraté', 'extrait de vanille', 'arôme naturel']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,591,2473 kj(591 kcal),"40,7","24,7",49,"48,8","6,6","0,3","0,12",E,['J. D. GROSS'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats blancs', 'Chocolats fourrés', 'Chocolats blancs fourrés']",,40.7 g,en quantité élevée,24.7 g,en quantité élevée,48.8 g,en quantité élevée,0.3 g,en quantité modérée,,+6%,+6%,+14%,+22%,-3%,0%,-1%,+33%,+33%,28,+4%,E,+4%,91.5%,4.7%,1.2%,2.1%,0.4%,0.0%,24,,188 g,,['E322i - Lécithine'],4,,"['Lait', 'Soja']",,,,,,['Huile de palme']
1722,Foie gras de canard entier du Périgord - Delpeyrat,3067163645933,['France'],[],[],?,523,2188 kj(523 kcal),54,23,2,1,7,1,"0,4",B,['Delpeyrat'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,54 g,en quantité élevée,23 g,en quantité élevée,1 g,en faible quantité,1 g,en quantité modérée,,-1%,-1%,-1%,-1%,-16%,-24%,-7%,-17%,-17%,20,-4%,E,-4%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,,
1723,Datte Medjoul -,2609923041725,['France'],[],[],?,?,,?,,?,,?,,,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Dattes', 'Dattes entières']",,,,,,,,,,,,,,,,,,,,,,,,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,,,,,,,,,,,
1724,Gourmet Mix - Melange à Germer,7610313425204,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,Les ballotins du chef - Père Dodu,3435660734502,['France'],[],[],?,?,,?,,?,,?,0,0,,['Père Dodu'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,,,
1726,Miel de lavande de Province -,3770000522105,['France'],[],[],?,?,,?,,?,,?,0,0,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",,,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,['IGP'],,,,,,,,,,,,
1727,Halwa Chamia Le Moulin Aux Pistaches (550G),6194017503839,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,HOT CHOCOLATE - Fortnum & Mason,5053826628984,['France'],[],[],?,573,2397 kj(573 kcal),37,"23,6","49,2","38,4","6,9","0,6","0,24",E,['Fortnum & Mason'],"['Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Cacaos en poudre']",,37 g,en quantité élevée,23.6 g,en quantité élevée,38.4 g,en quantité élevée,0.6 g,en quantité modérée,,+64%,+64%,+166%,+193%,+89%,+259%,-60%,+456%,+456%,27,+193%,E,+193%,94.3%,2.4%,0.9%,2.1%,0.3%,0.0%,17,,,,,,,,,,,,,
1729,Les Classiques Praliné Crêpe dentelle - Chocolat Noir - Chocolaterie Monbana,3474340026018,['France'],[],[],?,556,2326 kj(556 kcal),37,19,44,39,7,"0,06","0,024",,['Chocolaterie Monbana'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,37 g,en quantité élevée,19 g,en quantité élevée,39 g,en quantité élevée,0.06 g,en faible quantité,,+5%,+5%,+16%,+9%,-16%,-18%,+19%,-61%,-61%,24,-2%,E,-2%,,,,,,,,,,,,,,,,,,,,
1730,SBudget Sahnesteif - 8g,9100000741772,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 g,['Stück'],,,,,,,,,,
1731,Pain au Chorizo,3591270013342,['France'],[],[],?,258,1079 kj(258 kcal),"3,6","1,3",46,"1,1","9,2","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,Miel de flores - Montey - 1000g,8436007959218,['France'],[],[],?,?,,?,,?,,?,,,B,['Montey'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,1000 g,,,,,,,,,,,
1733,Boule pectoral - La Confiserie Bressaude,3389681004529,['France'],[],[],?,390,1632 kj(390 kcal),0,0,85,77,11,0,0,,['La Confiserie Bressaude'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,Croquette,3437340034858,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,Saumon à l'oseille et son riz,3379670017135,['France'],[],[],?,156,653 kj(156 kcal),"7,7","3,3","14,2","0,5","7,1","0,88","0,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Fabriqué en France', 'Nutriscore', 'Nutriscore C']",,,,,,,,,,,,
1736,Selection Plein Air,3309680000063,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,Mentos Chewing Gum Pure Fresh,8935001724414,['France'],[],[],?,184,770 kj(184 kcal),0,0,"74,9",0,0,"0,007","0,003",,['Mentos'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Halal'],,,,,,,,,,,,
1738,Boudin blanc à la truffe 1% -,3387620060070,['France'],[],[],?,259,1084 kj(259 kcal),23,"9,4",4,"1,5",9,"1,5","0,6",,,"['Viandes', 'Charcuteries', 'Boudins', 'Boudins blancs']",,23 g,en quantité élevée,9.4 g,en quantité élevée,1.5 g,en faible quantité,1.5 g,en quantité modérée,,+7%,+6%,+14%,+20%,-7%,-24%,-13%,+1%,+1%,18,+12%,D,+12%,,,,,,,,,,,,,,,"['FR 34.090.002 CE', 'Crès (Hérault, France)']",,,,,
1739,Amandes naturelles Wellness,8001645015635,['France'],[],[],?,612,2561 kj(612 kcal),50,"3,8","21,6","4,4","21,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,Capilla del Fraile - 500ml,8437006080538,['France'],[],[],?,?,,?,,?,,?,,,D,['Capilla del Fraile'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,,,,,,,,,,,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,500ml,,,,,,,,,,,
1741,Bière - Ch’ti,3272460123934,['France'],[],[],?,?,,?,,?,,?,,,C,['Ch’ti'],"['Boissons', 'Boissons alcoolisées', 'Bières']",,,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,,,,,,,
1742,Teriyaki chicken & Noodle,8858011508693,['France'],[],[],?,159,665 kj(159 kcal),"4,7",3,28,"5,2","4,7","0,347","0,139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans arômes artificiels'],,,,,,,,,,,,
1743,Muesli chocolat noir - JusteBio,3700146207055,['France'],[],[],?,460,1925 kj(460 kcal),"18,3","4,6",63,22,"8,4","0,02","0,008",,['JusteBio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,
1744,Chocolat,3273071262623,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,Prosecco Perlino,8000428027902,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,Noix du Dauphiné caramélisées - 180g,3900029000005,['France'],[],[],?,508,2125 kj(508 kcal),0,0,53,50,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",180 g,,,,,,,,,,,
1747,Sirop de framboise -  - 25cl,3770011417087,['France'],[],[],?,52,218 kj(52 kcal),"0,4",0,"90,5","84,5",0,0,0,B,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de framboise']",,,,,,,,,,,-81%,-82%,+334%,-100%,+25%,+20%,-100%,-100%,-100%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,25 cl,,,,,,,,,,,
1748,Pave tradition,3477521010035,['France'],[],[],?,244,1021 kj(244 kcal),"0,93","0,14","49,84","1,09","7,69","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,Huile de tournesol a la truffe d'ete - La belle truffe - 250ml,3527904430056,['France'],[],[],?,894,3740 kj(894 kcal),"99,4","9,9",0,0,0,0,0,D,['La belle truffe'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Graines de tournesol et dérivés', 'Huiles de tournesol', 'Huiles aromatisées']",,99.4 g,en quantité élevée,9.9 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+2%,+2%,+2%,-19%,,,-100%,-100%,-100%,11,+29%,D,+29%,76.7%,11.6%,3.7%,6.1%,1.8%,0.0%,49,,250ml,,,,,,,,,,,
1750,piment d'espelette,3250399425268,['France'],[],[],?,?,,?,,?,,?,0,0,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Piments', ""Piments d'Espelette""]",,,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,87.9%,0.0%,0.0%,5.3%,5.5%,1.2%,70,,,,,,,,,,,,,
1751,Cuisses de Canard cuites sous la graisse - Cellier Sarlat,3663811068262,['France'],[],[],?,303,1268 kj(303 kcal),23,"7,8","0,5","0,5",24,"1,7","0,68",,['Cellier Sarlat'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,Pate de fruit - François Doucet,3389750019645,['France'],[],[],?,327,1368 kj(327 kcal),"0,5","0,5",77,70,"0,5","0,3","0,12",C,['François Doucet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits']",,0.5 g,en faible quantité,0.5 g,en faible quantité,70 g,en quantité élevée,0.3 g,en quantité modérée,,+4%,+4%,+47%,+317%,+1%,+5%,-23%,+150%,+150%,10,+21%,C,+21%,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,['Bio'],,,,,,,,,,,,
1753,4 quenelles fraîches de homard - Giraudet,3100080001175,['France'],[],[],?,203,849 kj(203 kcal),"11,3","6,1","15,6","0,5","10,8","1,5","0,6",,['Giraudet'],"['Plats préparés', 'Quenelles']",,11.3 g,en quantité modérée,6.1 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,,+1%,+2%,-12%,+28%,+15%,-37%,+62%,+44%,+44%,14,+68%,D,+68%,,,,,,,,,,['Barquette'],,,,,,,,,,
1754,Bloc de foie gras de canard du sud-ouest - Delpeyrat,3067163647920,['France'],[],[],?,?,,?,,?,,?,,,B,['Delpeyrat'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",,,,,,,,,,,,,,,,,,,,,,,,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,,
1755,"Schwarzer Tee, Mild, Belebend Und Würzig, Thé Big Ben Breakfast - Palais des Thés",3700256704031,['France'],[],[],?,?,,?,,?,,?,,,,['Palais des Thés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,Christmas Box of Chocolate Pieces (212g),8000500094976,['France'],[],[],?,603,2523 kj(603 kcal),"42,7","14,1","44,4","39,9","8,2","0,153","0,061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,Biere blonde Gulpener,8725500950274,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,Heather Organic Echinacea & Cranberry Envelope Teabags,5060123609721,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,Foie gras de canard entier du Sud-Ouest mi-cuit,3397131401071,['France'],[],[],?,485,2029 kj(485 kcal),50,23,"1,9","0,3","6,8","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,Mentos Red FRT Lime 8 PCS,8935001722472,['France'],[],[],?,?,,?,,?,,?,,,,['Mentos'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,Panetonne Classico,8008315402856,['France'],[],[],?,357,1494 kj(357 kcal),13,"8,3",52,26,"7,1","0,61","0,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
