,name,bar_code,quantity,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,allergens,nova_score,additives,traceability_code,packaging,ingredients_origins,manufacturing,generic_name,link,palm_ingredients,brand_owner,origin_detail
991,Crème légère Cuisson Advantage - Elle & Vire - 1l / 1020g,3451790192777,1 l / 1020 g,,['France'],"['Crème légère de  lait de vache', 'épaississant : SIN1422/E1422', 'SIN440/E440', 'SIN440/E440', 'SIN460/E460', 'SIN466/E466', 'émulsifiant : SIN471/E471 ', 'végétale']","[""Pourrait contenir de l'huile de palme""]",693,?,693 kj(166 kcal),15,"10,5","5,2","3,8","2,7","0,114","0,046",B,"['Produits laitiers', 'Produits fermentés', 'Crèmes', 'Produits laitiers fermentés', 'Crèmes épaisses', 'Crèmes aigres', 'Crèmes légères']",['Fabriqué en France'],15 g,en quantité modérée,10.5 g,en quantité élevée,3.8 g,en faible quantité,0.114 g,en faible quantité,-19%,,-30%,-36%,-32%,+42%,+17%,+2%,-3%,-3%,12,+3%,D,+3%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,"['Elle & Vire', 'Elle & Vire Professionnel', 'Savencia']",['Lait'],4,"['E1422 - Adipate de diamidon acétylé', 'E440 - Pectines', 'E460 - Cellulose', 'E466 - Carboxyméthylcellulose', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,"['Brique', 'Carton']",,['France'],,,,,
992,Le Beurre Tendre Doux - Elle & Vire - 250g,3451790208874,250g,,['France'],[],[],?,744,3113 kj(744 kcal),"82,6",57,"0,8","0,8","0,7","0,05","0,02",E,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres de crème douce']",,82.6 g,en quantité élevée,57 g,en quantité élevée,0.8 g,en faible quantité,0.05 g,en faible quantité,,+2%,+2%,+2%,+3%,+13%,+25%,+1%,-10%,-10%,19,+1%,E,+1%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,['Elle & Vire'],,,,"['FR 50.139.001 CE', 'Condé-sur-Vire (Manche, France)']","['Barquette', 'Plastique']",,['France'],,,,,
993,Le Beurre Tendre - Elle & Vire - 250g,3451790408533,250 g,,['France'],['Beurre'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,,,E,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres de crème douce']",['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,['Elle & Vire'],['Lait'],2,,,"['Frais', 'Plastique']",,"['France', 'Normandie']",beurre,,,,
994,Crème fleurette de Normandie entière - ELLE & VIRE - 33cl,3451790421501,33 cl,"['Franprix', 'Magasins U']",['France'],"['Crème de lait de Normandie', 'émulsifiant : E471', 'stabilisant : carraghénanes']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",?,292,1222 kj(292 kcal),30,21,"3,1","3,1","2,3","0,08","0,032",B,"['Produits laitiers', 'Crèmes', 'Crèmes entières', 'Crèmes fleurettes', 'Crèmes liquides']",,30 g,en quantité élevée,21 g,en quantité élevée,3.1 g,en faible quantité,0.08 g,en faible quantité,,+10%,+11%,+14%,+15%,-11%,-5%,-6%,-20%,-20%,13,+5%,D,+5%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,['ELLE & VIRE'],['Lait'],4,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']","['FR 50.139.001 CE', 'Condé-sur-Vire (Manche, France)']","['Carton', 'Brique', 'Frais', 'Brique']","['France', 'Normandie']",['France'],Crème entière,,,,
995,Beurre demi sel -,3451790562990,,,['France'],"['Matière grasse laitière', 'eau', 'sel ', '2%', 'ferments lactiques', 'émulsifiants : E471 ', 'végétal', 'colorant : E160a']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",?,551,2305 kj(551 kcal),60,42,"1,5","1,5","1,3",2,"0,8",E,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres demi-sel', 'Beurres allégés']",,60 g,en quantité élevée,42 g,en quantité élevée,1.5 g,en faible quantité,2 g,en quantité élevée,,+25%,+28%,+29%,+40%,-43%,+64%,+133%,+118%,+118%,24,+36%,E,+36%,91.5%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,['Lait'],4,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E160a - Carotènes mélangés']",,,,,,,,,
996,Kiri - Bel,3451790651731,,,['France'],[],[],?,310,1297 kj(310 kcal),"29,5",20,2,2,8,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bel'],,,,,,,,,,,,
997,Crème Fraiche - Elle & Vire,3451790801822,,,['France'],"[""BaroCUlSlNE Elle & Vire voUs aide bievv cuisiner Notre FLUIDE & LÉGÈRE 4% contient 7 fois moins de matière grasse qu'une crème entière a de M"", 'G', "" Elle vous apporte tous les bienfaits d'une cuisine gourmande et équilibrée"", ' Sa texture fluide est idéale pour la prépaation de vos sauces salades cu nappage de fruits']",[],?,77,322 kj(77 kcal),"4,3",3,"6,4","4,2","3,1","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Elle & Vire'],,,,,,,,,,,,
998,Le Beurre Tendre (lot de 2 x 250 g) demi-sel Elle & Vire - 500g (2x 250g),3451790838408,500 g (2 x 250 g),['Carrefour'],['France'],"['beurre', 'sel de mer ', '2% max', 'sel de Guérande ', '1% max', ' - 80% de matière grasse']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,?,,?,,?,,?,,,E,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Frais', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres demi-sel']",,,,,,,,,,,,,,,,,,,,,,,,91.5%,4.9%,1.3%,1.2%,0.8%,0.2%,27,"['Elle & Vire', 'Savencia']",['Lait'],2,,"['FR 50.139.001 CE', 'Condé-sur-Vire (Manche, France)']","['emballage plastique', 'Frais']",['Baratté en Normandie'],,Beurre demi-sel,,,,
999,Dessert Base Chocolate Cream & Tart with Valrhona Chocolate - Elle & Vire Professionnel - 1l (1080g),3451790891229,1 l (1080 g),,['France'],"['Crème ', 'issu de lait de vache', 'lait de vache entier', 'chocolat noir Valrhona ', '11,5%', ' ', 'dont fèves de cacao', 'sucre', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', 'sucre', 'cacao', 'sirop de glucose', ""jaune d'oeufs"", 'épaississant : E407']",['Non végétalien'],975,?,975 kj(233 kcal),"16,3","9,5","17,7","15,2","3,3","0,14","0,056",,"['Aides culinaires', 'Préparations pour desserts']",,,,,,,,,,-35%,,-29%,+146%,+236%,-69%,-50%,-33%,-66%,-66%,,,,,,,,,,,,"['Elle & Vire Professionnel', 'Elle & Vire', 'Savencia']","['Œufs', 'Lait', 'Soja']",4,"['E322i - Lécithine', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,"['Brique', 'Carton']",,['France'],Préparation liquide stérilisée UHT pour Pot de crème au Chocolat Valrhona (50% de cacao minimum),https://pro.elle-et-vire.com/en/products/dessert-base/chocolate-cream-tart,,,
1000,Elle et Vire barquette deurre doux tendre leger 41% lot - Elle & Vire,3451790897818,,,['France'],[],[],?,394,1648 kj(394 kcal),?,"25,7",?,"1,9","0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Elle & Vire'],,,,,,,,,,,,
1001,beurre - Elle & Vire,3451790899324,,,"['France', 'États-Unis']",[],[],?,551,2305 kj(551 kcal),60,39,"1,5","1,5","1,3","0,1","0,04",E,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres doux', 'Beurre à 60-62% MG à teneur réduite en matière grasse doux']",,60 g,en quantité élevée,39 g,en quantité élevée,1.5 g,en faible quantité,0.1 g,en faible quantité,,-25%,-24%,-26%,-29%,+102%,+121%,+90%,+62%,+62%,16,-14%,D,-14%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,"['Elle & Vire', 'Savencia']",,,,,['Fresh'],,,,,,,
1002,Le Beurre Tendre - Elle & Vire - 250g,3451790901126,250g,,['France'],"['beurre', 'sel de guérande ', '2%']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,744,3113 kj(744 kcal),82,57,"0,8","0,8","0,7","0,05","0,02",E,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres demi-sel']",,82 g,en quantité élevée,57 g,en quantité élevée,0.8 g,en faible quantité,0.05 g,en faible quantité,,+3%,+4%,+3%,+5%,+8%,+30%,+3%,-98%,-98%,19,-28%,E,-28%,91.5%,4.9%,1.3%,1.2%,0.8%,0.2%,27,['Elle & Vire'],['Lait'],2,,"['FR 50.139.001 CE', 'Condé-sur-Vire (Manche, France)']","['Plastique', 'Barquette']",,,beurre demi-sel 80% Matières grasses,,,,
1003,Sauce curry - Elle & Vire - 25cl,3451790911026,25cl,,['France'],"['lait entier', 'crème 10', '5%', 'arômes', 'amidon modifié', 'sel', 'sucre', 'curry 0', '66%', 'oignon déshydraté', 'ail déshydraté', 'épaississants : carraghénanes', 'gomme xanthane', 'fond de volaille ', 'extrait de volaille', 'maltodextrine', 'extrait de levures', 'sel', 'matière grasse végétale', 'graisse de volaille', 'jus de citron concentré', 'viande de volaille cuite', 'extrait de romarin']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",428,?,428 kj(102 kcal),"6,1",,"8,3",,"3,6",,,,"['Epicerie', 'Sauces']","['Sans colorants', 'Sans conservateurs']",6.1 g,en quantité modérée,,,,,,,-52%,,-57%,-66%,,-16%,,+34%,,,,,,,,,,,,,,"['Elle & Vire', 'Savencia']",['Lait'],4,"['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E392 - Extrait de romarin']","['FR 50.139.001 CE', 'Condé-sur-Vire (Manche, France)']","['Poche', 'Plastique']",,,,,,,
1004,La Sauce Béchamel UHT au lait entier en brique - Elle & Vire - 25cl,3451790933974,25 cl,['Toutes enseignes GMS'],['France'],"['Lait entier ', '71%', 'crème de lait', 'amidon modifié', 'sel', 'épaississants : E461', 'carraghénanes', 'farine de graines de caroube', 'émulsifiant : E472e', 'arômes', 'colorant : béta-carotène']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",543,131,543 kj(131 kcal),"10,3","6,7","6,5","3,9","2,8","0,6","0,24",A,"['Epicerie', 'Produits laitiers', 'Aides culinaires', 'Sauces', 'Sauces béchamel', 'Aides culinaires salées']",,10.3 g,en quantité modérée,6.7 g,en quantité élevée,3.9 g,en faible quantité,0.6 g,en quantité modérée,-9%,-28%,-27%,+32%,+57%,-63%,-25%,-24%,-65%,-65%,8,+6%,C,+6%,66.1%,14.4%,8.0%,5.6%,3.4%,2.4%,81,['Elle & Vire'],['Lait'],4,"['E14XX - Amidons modifiés', 'E461 - Méthylcellulose', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E410 - Gomme de caroube', ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E160ai - Bêta-carotène']","['FR 50.139.001 CE', 'Condé-sur-Vire (Manche, France)']",['Brique en carton et bouchon plastique'],['France'],"['Normandie', 'France']",Sauce Béchamel,,,Savencia,Lait entier de France
1005,Appareil Pour Crème Brûlée Caramel / Beurre Salé - Elle & Vire,3451790937910,,,['France'],[],[],?,219,916 kj(219 kcal),"14,9","9,5","18,5","14,7","2,7","0,21","0,084",,"['Produits laitiers', 'Aides culinaires', 'Préparations pour desserts']",,,,,,,,,,,-33%,-34%,+125%,+236%,-67%,-51%,-45%,-50%,-50%,,,,,,,,,,,,"['Elle & Vire', 'Elle & Vire Professionnel', 'Savencia']",,,,,['Brique'],,,,,,,
1006,Crème Liquide onctuosité & douceur - Elle & Vire Professionnel - 33cl e,3451790948312,33 cl e,['Auchan'],['France'],"['Crème', 'amidon modifié', 'émulsifiant : E471', 'stabilisant : carraghénanes']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",1394,338,1394 kj(338 kcal),"35,1","24,6","3,5","2,9","2,1","0,08","0,032",B,"['Produits laitiers', 'Crèmes', 'Crèmes entières', 'Crèmes liquides']",['Point Vert'],35.1 g,en quantité élevée,24.6 g,en quantité élevée,2.9 g,en faible quantité,0.08 g,en faible quantité,+12%,+10%,+10%,+12%,+17%,+10%,-5%,-8%,-6%,-6%,14,+6%,D,+6%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,"['Elle & Vire Professionnel', 'Elle & Vire', 'Savencia']",['Lait'],4,"['E14XX - Amidons modifiés', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']","['FR 50.139.001 CE', 'Condé-sur-Vire (Manche, France)']","['Brique', 'Carton', 'Frais']",,"['France', 'Normandie', 'Condé-sur-Vire']",Crème Entière 35% de M. G.,https://www.elle-et-vire.com/fr/produits/cremes/au-frais/cremes-fluides/la-creme-liquide-35,,,
1007,Beurre doux (60% MG) - Elle & Vire - 250g,3451790957451,250 g,['U'],['France'],"['Beurre', 'eau', 'ferments lactiques ', 'lait']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,547,2289 kj(547 kcal),60,42,"0,8","0,8",1,"0,05","0,02",D,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres de crème douce']",,60 g,en quantité élevée,42 g,en quantité élevée,0.8 g,en faible quantité,0.05 g,en faible quantité,,-25%,-25%,-26%,-24%,+13%,+25%,+45%,-10%,-10%,16,-15%,D,-15%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,['Elle & Vire'],['Lait'],2,,"['FR 50.139.001 CE', 'Condé-sur-Vire (Manche, France)']","['frais', 'Point vert', 'Film']",,,Beurre doux à teneur réduite en MG (60%),,,,
1008,Le Beurre de la laiterie de Condé-sur-Vire baratté en Normandie (Doux) - Elle & Vire - 250g,3451790984488,250 g,"['Cora', 'Franprix']",['France'],['Beurre doux'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3060,?,3060 kj(731 kcal),82,53,"0,8","0,8","0,7","0,05","0,02",C,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres de crème douce']","['Concours général agricole', ""Médaille d'or du Concours général agricole"", ""Médaille d'or du concours général agricole 2013"", 'Médaille de bronze du Concours général agricole', 'Médaille de bronze du concours général agricole 2014']",82 g,en quantité élevée,53 g,en quantité élevée,0.8 g,en faible quantité,0.05 g,en faible quantité,+2%,,+0%,+1%,-4%,+13%,+25%,+1%,-10%,-10%,19,+1%,E,+1%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,"['Elle & Vire', 'Savencia']",,2,,"['FR 50.139.001 CE', 'Condé-sur-Vire (Manche, France)']","['Aluminium', 'Frais']","['France', 'Normandie']","['Normandie', 'France']",Beurre doux 82% M.G,http://www.elle-et-vire.com/fr/produits/beurres/classiques/conde-sur-vire-plaquette/le-beurre-de-conde-sur-vire-doux,,,
1009,So good ! - Milkana,3451790991233,,,['France'],"['Lait écrémé de vache', 'eau', 'sucre', 'épaississants : amidon modifié', 'farine de graines de caroube', 'agar-agar', 'mangue 2', '5%', 'crème de lait de vache', 'stabilisant : pectine', 'arôme', 'colorant : E160a']","[""Pourrait contenir de l'huile de palme""]",?,79,331 kj(79 kcal),"0,6","0,4","16,1","13,3",2,"0,09","0,036",,"['Produits laitiers', 'Desserts', 'Desserts lactés']",,0.6 g,en faible quantité,0.4 g,en faible quantité,13.3 g,en quantité élevée,0.09 g,en faible quantité,,-39%,-40%,-89%,-88%,+10%,+9%,-57%,-33%,-33%,1,-77%,B,-77%,,,,,,,,"['Milkana', 'Savencia']",,4,"['E14XX - Amidons modifiés', 'E410 - Gomme de caroube', 'E406 - Agar-agar', 'E440 - Pectines', 'E160a - Carotènes mélangés']",,,,,Dessert lacté fermenté traité thermiquement à la mangue,,,,
1010,Kidz up - Milkana - 360g (4*90g),3451790991479,360g (4*90g),,['France'],[],[],?,?,,?,,?,,?,,,B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aromatisés']",,,,,,,,,,,,,,,,,,,,,,,,58.5%,18.6%,8.7%,7.9%,5.0%,1.4%,92,"['Milkana', 'Savencia']",,,,,['Frais'],,,,,,,
1011,Filets Harengs fumés hêtre huile colza -,3451904123758,,,['France'],[],[],?,194,812 kj(194 kcal),"14,8","3,12",0,0,"15,1","3,5","1,4",B,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Harengs', 'Poissons fumés', 'Harengs fumés', 'Filets de harengs']",['Fabriqué en France'],14.8 g,en quantité modérée,3.12 g,en quantité modérée,0 g,en faible quantité,3.5 g,en quantité élevée,,+6%,+7%,+21%,+5%,-100%,-100%,-11%,-5%,-5%,15,+8%,D,+8%,64.6%,0.0%,6.7%,24.9%,3.0%,0.8%,76,,,,,,,,,,,,,
1012,Vinaigre Balsamique De Modene (250 ML) - Vigean - 25cl,3452010000117,25cl,['Magasin bio'],"['Belgique', 'France', 'Martinique']","['Vinaigre* - de vin biologique', 'moût* de raisin cuit biologique', ' *Contient des sulfites']","['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",?,?,,?,,?,,?,,,B,"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",,,,,,,,,,,,,,,,,,,,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,['Vigean'],['Anhydride sulfureux et sulfites'],2,,,,,,,,,,
1013,Sauce Salade Moutarde - Vigean,3452010000131,,,['France'],"[""Sauce salade à la moutarde à l'ancienne "", ' Eau', 'huile de tournesol', "" Ingrédients vinaigre'"", ""moutarde à l'ancienne* "", '7,5 %', ' ', 'eau', 'graines de moutarde*', 'vinaigre', 'sel', 'huile de colza•', 'sel', ""moutarde de Dijon' "", 'eau', 'graines de moutarde', "" vinaigre'"", 'sel', 'sucre•', 'épaississants gomme de xanthane et farine de graines de guar', 'poivre•', 'jus concentré de citron•', ""'Produits issus de l'agriculture biologique""]",[],?,292,1222 kj(292 kcal),"31,4","3,8","0,9","0,8","0,9","3,3","1,32",D,"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",['Bio'],31.4 g,en quantité élevée,3.8 g,en quantité modérée,0.8 g,en faible quantité,3.3 g,en quantité élevée,,-19%,-19%,-15%,+1%,-81%,-76%,+54%,+72%,+72%,15,+1%,D,+1%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,['Vigean'],['Moutarde'],4,"['E415 - Gomme xanthane', 'E412 - Gomme de guar']",,,,,,,,,
1014,Huile De Colza & Olive Bio ? Biocolive ? ? Vigean,3452010000322,,,['France'],[],[],?,900,3766 kj(900 kcal),100,"9,2","0,01","0,01","0,01","0,01","0,004",,['Matières grasses'],['Bio'],100 g,en quantité élevée,9.2 g,en quantité élevée,0.01 g,en faible quantité,0.01 g,en faible quantité,,+12%,+12%,+13%,-60%,-96%,-94%,-94%,-95%,-95%,10,-12%,C,-12%,,,,,,,,['Vigean'],,,,,,,,,,,,
1015,Huile vierge d'argan bio - Vigean - 25cl,3452010000766,25 cl,,['France'],"[""PREMIER PUR Huile végétale pour assaisonnement Non préchauffée - non désodorisée de l'agriculture Dour""]",[],3700,?,3700 kj(884 kcal),100,"19,1",0,0,0,0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', ""Huiles d'argan""]",['Bio'],100 g,en quantité élevée,19.1 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,,+8%,+9%,+11%,,,,,,12,+8%,D,+8%,,,,,,,,['Vigean'],,,,,,,,,,,,
1016,Huile vierge d'argan bio - Vigean,3452010000773,,,['France'],[],[],?,900,3766 kj(900 kcal),100,"19,1",0,0,0,0,0,,['Matières grasses'],['Bio'],100 g,en quantité élevée,19.1 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+12%,+12%,+13%,-16%,-100%,-100%,-100%,-100%,-100%,12,+6%,D,+6%,,,,,,,,['Vigean'],,,,,,,,,,,,
1017,Sauce Crudites Ail Ciboulette - Huilerie croix verte,3452010000834,,,['France'],"['Eau', 'huile de tournesol*f vinaigre* ', 'ail* réhydraté ', '3,5 0%', ""ciboulette d'œuf"", 'sel/ réhydratée ', '2,7 0%', 'jaune sucre', 'moutarde de Dijon* ', 'eau', 'graines de sel', ""f épaississant : dextrose Produits issus de l'agriculture biologique""]",[],?,289,1209 kj(289 kcal),"30,4","3,4","2,6",2,"0,8","1,65","0,66",D,"['Epicerie', 'Sauces', 'Sauces crudités']",['Bio'],30.4 g,en quantité élevée,3.4 g,en quantité modérée,2 g,en faible quantité,1.65 g,en quantité élevée,,+2%,+2%,+10%,+47%,-57%,-48%,-7%,-23%,-23%,13,-6%,D,-6%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,['Huilerie croix verte'],,4,,,,,,,,,,
1018,Sauce Crudités Yaourt Et Ciboulette Biologique - Huilerie croix verte,3452010000841,,,['France'],"['Eau', 'huile de tournesol', 'yaourt nature ', ""lait entier'"", 'lait écrémé en poudre""', 'ferments lactiques', ' ', '11 %', ""Vinaigre'"", ""jaune d'oeuf"", 'Sel', 'sucre', 'moutarde de Dijon ', 'eau', 'graines de moutarde*', 'vinaigre', 'sel', 'ciboulette réhydratée ', '1,3 %', ' ', 'épaississant gomme de xanthane', 'poivre', 'dextrose', "" * Produits issus de l'agriculture biologique""]",['Non végétalien'],?,265,1109 kj(265 kcal),"27,8","3,3","2,4","2,4",1,"1,5","0,6",B,"['Epicerie', 'Sauces', 'Sauces au yaourt']",['Bio'],27.8 g,en quantité élevée,3.3 g,en quantité modérée,2.4 g,en faible quantité,1.5 g,en quantité modérée,,+25%,+25%,+43%,+56%,-64%,-44%,-30%,-4%,-4%,12,+19%,D,+19%,58.6%,17.6%,9.9%,8.6%,4.2%,1.1%,88,['Huilerie croix verte'],"['Œufs', 'Lait', 'Moutarde']",4,['E415 - Gomme xanthane'],,,,,,,,,
1019,Vinaigre Balsamique Aromatisé à la Noix - Vigean - 25cl,3452010001046,25 cl,,['France'],"[""Vinaigre balsamique de vin issu de l'agriculture biologique 97%"", 'arôme naturel de noix 3%']",[],398,94,398 kj(94 kcal),0,,23,,"0,3","0,04","0,016",A,"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres aromatisés']","['Bio', 'Ecocert', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique', 'Agriculture Italie']",0 g,en faible quantité,,,,,0.04 g,en faible quantité,-16%,-7%,-5%,-100%,,+1%,,-21%,+12%,+12%,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,['Vigean'],,4,,,"['Verre', 'Bouteille']",,['Italie'],,,,,
1020,Huile d'olive,3452010001282,,,['France'],[],[],?,900,3766 kj(900 kcal),100,14,0,0,0,0,0,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]","['Bio', 'Bio européen', 'AB Agriculture Biologique']",100 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+5%,+5%,+5%,0%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,
