,name,bar_code,brand,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,additives,allergens,nova_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,quantity,packaging,labels,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,palm_ingredients,ingredients_origins,traceability_code,link
1746,Vanille Fruits Exotiques - Auchan - 210g,3596710460380,['Auchan'],['Auchan'],['France'],"['Eau', 'lait écrémé réhydraté ', 'origine France', 'sirop de glucose', 'sucre', 'sirop de glucose - fructose', 'mélange de fruits exotiques 8 % ', 'purée de mangue', 'jus concentré de fruits de la passion', ""jus concentré d'ananas"", 'Jus de fruits de la passion à base de concentré 5,3 %', 'graisse végétale de coprah', 'lactose ', 'lait ', ' et protéines de lait ', 'jus concentré de pêche', ' gélifiants: farine de graines de caroube', 'gomme guar', ' colorant: caroténoïdes', ""émulsifiants: mono - et diglycérides d'acides gras"", ""esters lactiques des mono - et diglycérides d'acides gras "", ' acidifiant : acide citrique', 'arôme naturel de fruits de la passion', 'arôme naturel de vanille', 'protéines de pois hydrolysées ', 'dont sucre', 'arômes naturels ', 'contient lait ']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,154,644 kj(154 kcal),"4,3","3,8",28,21,"1,1","0,06","0,024","['E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E160 - Caroténoïdes', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E330 - Acide citrique']",['Lait'],4,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Bâtonnets glacés']",4.3 g,en quantité modérée,3.8 g,en quantité modérée,21 g,en quantité élevée,0.06 g,en faible quantité,,-44%,-45%,-74%,-66%,-4%,-18%,-62%,-57%,-57%,8,-51%,C,-51%,Vanille Fruits Exotiques,210 g,"['Carton', 'surgelé', 'Plastique']","['Nutriscore', 'Produit en braille', 'Nutriscore C']",B,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['France'],,"['France', 'Hors France']",,
1747,Hot Dog Ketchup - Auchan,3596710460595,['Auchan'],['Auchan'],['France'],[],[],?,276,1155 kj(276 kcal),13,"5,3",27,"6,6",11,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore D']",,,,,,,,,,,,,
1748,petits marshmallows - Auchan,3596710460922,['Auchan'],['Auchan'],['France'],[],[],?,324,1356 kj(324 kcal),"0,5","0,1",76,65,"4,7","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore D']",,,,,,,,,,,,,
1749,Cioccolato - Auchan,3596710461622,['Auchan'],['Auchan'],['France'],[],[],?,230,962 kj(230 kcal),10,"8,2",31,26,"3,8","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore D']",,,,,,,,,,,,,
1750,Gusto tiramisu - Auchan - 180g,3596710461646,['Auchan'],['Auchan'],['France'],[],[],?,201,841 kj(201 kcal),7,"6,3",31,26,"3,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,180 g,,['Nutriscore'],,,,,,,,,,,,,
1751,Camembert - Auchan,3596710462094,['Auchan'],['Auchan'],['France'],[],[],?,280,1172 kj(280 kcal),22,17,"0,5","0,5",20,"1,4","0,56",,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Camemberts']",22 g,en quantité élevée,17 g,en quantité élevée,0.5 g,en faible quantité,1.4 g,en quantité modérée,,+1%,+1%,+2%,+14%,-8%,+49%,0%,-10%,-10%,14,-3%,D,-3%,,,,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,
1752,P'tits saucisson  parmesan - Auchan,3596710462438,['Auchan'],['Auchan'],['France'],[],[],?,480,2008 kj(480 kcal),38,15,3,3,31,"4,9","1,96",,,,"['Viandes', 'Charcuteries', 'Saucissons']",38 g,en quantité élevée,15 g,en quantité élevée,3 g,en faible quantité,4.9 g,en quantité élevée,,+24%,+24%,+24%,+26%,+39%,+126%,+23%,+17%,+17%,25,+7%,E,+7%,,,,"['Viande Française', 'Viande Porcine Française', 'Nutriscore', 'Nutriscore E']",,,,,,,,,,,,,
1753,Huile d'olive vierge extra classique - Auchan - 1L,3596710463114,['Auchan'],['Auchan'],['France'],[],[],?,900,3766 kj(900 kcal),100,15,"0,5","0,5","0,5","0,01","0,004",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",100 g,en quantité élevée,15 g,en quantité élevée,0.5 g,en faible quantité,0.01 g,en faible quantité,,+5%,+5%,+5%,+7%,,,,+19741%,+19741%,6,-2%,C,-2%,,1 L,,['Nutriscore'],C,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,['Espagne'],,
1754,Auchan,3596710464425,['Auchan'],['Auchan'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,Poire William - Auchan,3596710466139,['Auchan'],['Auchan'],['France'],[],[],?,63,264 kj(63 kcal),"0,5","0,1",14,12,"0,5","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,
1756,Oeufs bio - Auchan,3596710469437,['Auchan'],['Auchan'],['France'],[],[],?,145,607 kj(145 kcal),"10,3","2,7","0,7","0,7","12,3","0,33","0,132",,,,"[""Produits d'élevages"", 'Œufs', 'Œufs frais']",10.3 g,en quantité modérée,2.7 g,en quantité modérée,0.7 g,en faible quantité,0.33 g,en quantité modérée,,+4%,+4%,+14%,+26%,+9%,+60%,0%,+46%,+46%,-1,,A,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",C,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,
1757,Aubergines à la Grecque - Auchan - 900g,3596710554584,['Auchan'],['Auchan'],['France'],[],[],?,128,536 kj(128 kcal),11,"2,222","3,5","2,9","2,2","0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,900 g,"['Sachet', 'Plastique', 'Surgelé']",,,,,,,,,,,,,,
1758,Crème entière liquide - Auchan Bio - 25cl e,3596710628445,"['Auchan Bio', 'Auchan']",['Auchan'],['France'],[],[],?,294,1230 kj(294 kcal),30,19,"3,5","3,5","0,4","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,25 cl e,,['Bio'],,,,,,,,,,,,,
1759,Haricots rouges - Auchan,3596710644643,['Auchan'],['Auchan'],['France'],"['Haricots rouges secs trempés', 'eau', 'sucre', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",486,?,486 kj(116 kcal),"0,6","0,1",17,"1,9","7,9","0,73","0,292",,,3,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumineuses en conserve', 'Haricots en conserve', 'en:canned-kidney-common-beans']",0.6 g,en faible quantité,0.1 g,en faible quantité,1.9 g,en faible quantité,0.73 g,en quantité modérée,+11%,,+13%,-1%,-8%,+27%,+67%,+5%,+19%,+19%,-5,,A,,,,,,B,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,,,,,
1760,Galettes de riz complet au sesame - Auchan - 100g,3596710646654,['Auchan'],['Auchan'],['France'],[],[],?,381,1594 kj(381 kcal),"3,4","0,6","77,5","0,7","8,4","0,25","0,1",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de riz soufflé', 'Galettes de riz complet soufflé']",3.4 g,en quantité modérée,0.6 g,en faible quantité,0.7 g,en faible quantité,0.25 g,en faible quantité,,-4%,-5%,-20%,-57%,-2%,-72%,+5%,+11%,+11%,0,-100%,B,-100%,,100 g,,"['Bio', 'Bio européen', 'Agriculture non UE', 'BE-BIO-02', 'Agriculture UE', 'Agriculture UE/Non UE', 'AB Agriculture Biologique']",B,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,,,,
1761,Le riz Parfumé Basmati et Indica - Taureau Ailé,3596710647910,['Taureau Ailé'],,['France'],"['Mélange de Riz Basmati et de Riz Long ORIGINE DU RIZ : PENJAB Riz Basmati ', '55%', ' et ESPAGNERiz Long Indica ', '45%']",[],?,351,1469 kj(351 kcal),"0,8","0,4",77,"0,1","8,7","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,Crackers - Auchan - 200g,3596710654949,['Auchan'],['Auchan'],['France'],[],[],?,454,1900 kj(454 kcal),"20,2","2,9","48,5","2,3","14,2","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,"['Bio', 'Bio européen', 'DE-ÖKO-006', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,
1763,Mélange de 4 Céréales Nature - Auchan - 400g e,3596710658442,['Auchan'],['Auchan'],['France'],"['Semoule de blé dur précuite ', 'contient du gluten', ' 65 %', 'soja concassé précuit 22 %', 'flocons de soja 11 %', ""flocons d'avoine "", 'contient du gluten', ' 1 %', ""flocons d'orge "", 'contient du gluten', ' 1 %']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,379,1586 kj(379 kcal),"7,5","1,3","50,8","2,7","22,9",0,0,,"['Gluten', 'Avoine', 'Soja']",1,['Mélanges de céréales'],7.5 g,en quantité modérée,1.3 g,en faible quantité,2.7 g,en faible quantité,0 g,en faible quantité,,,+7%,+32%,+54%,-8%,+20%,+52%,-100%,-100%,-5,,A,,"Préparation précuite à base de blé dur, de soja et d'autres céréales.",400 g e,"['boîte', 'Carton']",['Produit en braille'],,,,,,,,,,,,,
1764,Puree de fruit ls pommes - Auchan - 710g,3596710658541,['Auchan'],['Auchan'],['France'],[],[],?,54,226 kj(54 kcal),"0,1",0,12,11,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710 g,,['Sans sucre ajouté'],,,,,,,,,,,,,
1765,Instants gourmand pomme-kiwi - Auchan - 1L,3596710661848,['Auchan'],['Auchan'],['France'],[],[],?,48,201 kj(48 kcal),"0,5",0,"11,3","10,3","0,3","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,1 L,,,,,,,,,,,,,,,
1766,Jambon de Paris (-25% de sel) - Auchan - 180g,3596710663200,['Auchan'],['Auchan'],['France'],"[""Jambon de porc issu d'animaux nourris sans OGM "", '<0,9 %', 'sel', 'conservateurs : chlorure de potassium et nitrite de sodium ', ' dextrose', 'sirop de glucose', 'arôme', 'antioxydant : érythorbate de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",522,?,522 kj(125 kcal),4,"1,5",1,1,21,"1,38","0,552","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']",,4,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Produits à teneur réduite en sel', 'Charcuteries à teneur réduite en sel', 'Jambons blancs à teneur réduite en sel']",4 g,en quantité modérée,1.5 g,en quantité modérée,1 g,en faible quantité,1.38 g,en quantité modérée,+9%,,+10%,+38%,+39%,+56%,+61%,-0%,-2%,-2%,3,+26%,C,+26%,Jambon cuit supérieur découenné dégraissé,180 g,"['Barquette', 'Plastique']","['Peu ou pas de sel', 'Peu de sel', 'Sans OGM', 'Allégé en sel', 'Moins 25% de sel', 'Qualité supérieure', 'Viande-francaise', 'Viande-porcine-francaise']",D,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,['France'],"['FR 14.752.020 CE', 'Villers-Bocage (Calvados, France)']",
1767,Mayonnaise allégée - Auchan - 450g,3596710664450,['Auchan'],['Auchan'],['France'],[],[],?,258,1079 kj(258 kcal),24,2,"9,5","5,2","0,9","3,1","1,24",,,,"['Epicerie', 'Sauces', 'Mayonnaises', 'Mayonnaises allégées']",24 g,en quantité élevée,2 g,en quantité modérée,5.2 g,en quantité modérée,3.1 g,en quantité élevée,,-15%,-14%,-18%,-41%,+18%,+39%,-8%,+63%,+63%,15,+9%,D,+9%,,450 g,,,D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,
1768,Sauce vinaigrette a l’huile d’olive et tomates sechées - Auchan,3596710665464,['Auchan'],['Auchan'],['France'],"['Huile de colza 40%', 'eau', 'vinaigre de vin rouge ', 'contient sulfites', ""huile d'olive 10%"", 'ail', 'moutarde de Dijon ', 'confect sulfites', ' ', 'graines de moutarde', 'vinaigre', 'eau', 'sel', 'tomates séchées ', '2,5%', ' ', 'tomates', 'sel', 'concentré de tomate', 'sel', 'poivrons verts']",[],?,464,1941 kj(464 kcal),"50,6","4,6","1,3","1,3","0,5","2,98","1,192",,"['Moutarde', 'Anhydride sulfureux et sulfites']",3,"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",50.6 g,en quantité élevée,4.6 g,en quantité modérée,1.3 g,en faible quantité,2.98 g,en quantité élevée,,+28%,+29%,+38%,+22%,-73%,-60%,-15%,+55%,+55%,18,+21%,D,+21%,,,,,D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,
1769,Muesli Croustillant 7 Fruits - Auchan Bio - 500g e,3596710680047,"['Auchan Bio', 'Auchan']",['Auchan'],['France'],"[""Flocons d'avoine* "", 'contient gluten', ' 23,3 %', 'sucre de canne*', 'raisins* secs 10,3 % ', 'raisins* secs', 'huile de tournesol*', 'flocons de blé* ', 'contient gluten', ' 8,6 %', ""flocons d'orge* "", 'contient gluten', ' 8,6 %', 'huile de tournesol* ', 'tournesol*', 'antioxydant : extrait de romarin*', 'céréales soufflées* ', 'riz*', 'farine de blé* ', 'contient gluten', 'avoine* ', 'contient gluten', ""sirop de malt d'orge* "", 'contient gluten', 'orge* ', 'contient gluten', 'noix de coco* râpée 4,3%', 'farine de blé* ', 'contient gluten', 'sirop de glucose*', 'pommes* 3,1%', 'figues* 2,6% ', 'figues*', 'farine de riz*', 'chips de banane* 2% ', 'banane*', 'huile de noix de coco*', 'sucre de canne*', 'miel*', 'noisettes* hachées grillées ', 'fruit à coque', ' 2%', 'amandes* effilées ', 'fruit à coque', ' 0,6%', 'extrait de vanille*', ""arôme naturel d'abricot avec autres arômes naturels"", ' *biologiques']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,439,1837 kj(439 kcal),"15,3","4,2","64,8","26,2","7,1","0,02","0,008",['E392 - Extrait de romarin'],"['Gluten', 'Fruits à coque', 'Avoine']",4,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Céréales aux fruits', 'Mueslis aux fruits']",15.3 g,en quantité modérée,4.2 g,en quantité modérée,26.2 g,en quantité élevée,0.02 g,en faible quantité,,+11%,+10%,+44%,+55%,+6%,+46%,-26%,-86%,-86%,9,+162%,C,+162%,Muesli 7 frutas,500 g e,"['Carton', 'Boîte', 'Sachet', 'Plastique']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",B,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,,
1770,Petits pains grillés ayx petites de chocolat - Auchan - 200g,3596710728176,['Auchan'],['Auchan'],['France'],[],[],?,418,1749 kj(418 kcal),13,4,65,14,"9,1","0,86","0,344",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains grillés', 'Petits pains grillés']",13 g,en quantité modérée,4 g,en quantité modérée,14 g,en quantité élevée,0.86 g,en quantité modérée,,+3%,+3%,+54%,+147%,-4%,+141%,-13%,-25%,-25%,14,+161%,D,+161%,,200 g,,,B,64.1%,19.9%,9.0%,6.2%,0.8%,0.0%,91,,,,,
1771,Velouté de légumes - Auchan - 1L,3596710741595,"['Auchan', 'Pouce']",['Auchan'],['France'],"['Eau', 'légumes 35', '1 % ', 'pommes de terre 13', '2 %', 'carottes 10', '1 %', 'céleri-rave', 'poireaux', 'oignons réhydratés 2', '3 %', 'purée de tomates reconstituée', 'céleri branche', 'potiron', 'amidon transformé de maïs', 'sucre', 'sel', 'huile de colza', 'beurre ', 'contient lait', 'arôme ', 'contient céleri', 'extrait de levure', ""concentré d'oignon""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",137,?,137 kj(33 kcal),"0,7","0,2","5,5",2,"0,8","0,6","0,24",['E14XX - Amidons modifiés'],"['Céleri', 'Lait']",4,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",0.7 g,en faible quantité,0.2 g,en faible quantité,2 g,en faible quantité,0.6 g,en quantité modérée,-14%,,-16%,-55%,-67%,+16%,+8%,-6%,-7%,-7%,2,+49%,B,+49%,Velouté de légumes,1 L,"['Brique', 'Carton']","['Point Vert', 'Fabriqué en France', 'Eco-Emballages']",A,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,"['Sill [Filiale Groupe Sill (Société Industrielle Laitière du Léon)] - Lieu dit Le Raden - Route de Tariec - 29860 Plouvien', 'Finistère', 'Bretagne', 'France']",,,"['EMB 29209D', 'Plouvien (Finistère, France)']",http://www.sill-entreprises.com/
1772,Cookies goût chocolat - Auchan - 200g,3596710742684,"['Auchan', 'Pouce', 'Auchan Production', 'Groupe Auchan']",['Auchan'],['France'],"['Farine de blé', 'sucre', 'huile de palme', 'pépites de chocolat 10 % ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'arôme', 'cacao maigre en poudre 3 %', 'œufs entiers en poudre', ""poudres à lever : carbonate acide d'ammonium"", 'carbonate acide de sodium', 'diphosphate disodique', 'lactosérum en poudre', 'lait écrémé en poudre', 'sel arômes', ""blanc d'œuf en poudre""]","['Huile de palme', 'Non végétalien']",?,508,2125 kj(508 kcal),25,14,63,31,"6,8","0,2","0,08","['E322i - Lécithine', ""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide']","['Œufs', 'Gluten', 'Lait', 'Soja']",4,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",25 g,en quantité élevée,14 g,en quantité élevée,31 g,en quantité élevée,0.2 g,en faible quantité,,+3%,+3%,+7%,+19%,+1%,-5%,+4%,-64%,-64%,22,+3%,E,+3%,Cookies aux pépites de chocolat et cacao maigre,200 g,['Carton'],['Fabriqué en France'],D,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,"['Biscuiterie Rougier (Filiale Groupe Poult) - ZA de la Pillardière - 45600 Sully-sur-Loire', 'Loiret', 'Centre-Val de Loire', 'France']",['Huile de palme'],,"['EMB 45315', 'Sully-sur-Loire (Loiret, France)']",
1773,Miel crémeux - Auchan,3596710742875,['Auchan'],['Auchan'],['France'],[],[],?,324,1356 kj(324 kcal),0,0,80,0,1,0,0,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,+12%,+11%,-100%,-100%,+4%,-100%,+207%,-100%,-100%,,,,,mélange de miel,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,"['EMB 64230B', 'Gan (Pyrénées-Atlantiques, France)']",
1774,Escargots Pur beurre Recette a la Bourguignonne - Auchan,3596710743285,['Auchan'],['Auchan'],['France'],[],[],?,319,1335 kj(319 kcal),"30,5","22,6","1,7",1,"8,5","1,55","0,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,Pouce Râpé Spécial Cuisine,3596710744848,"['Pouce', 'Auchan']",['Auchan'],"['France', 'Pays-Bas']","['fromages à pâte pressée cuite et fromages à pâte pressée non cuite ', 'lait [origine : UE] sel', 'ferments lactiques', 'présure', 'colorants : caroténoïdes', 'rocou', 'carmins ', ' conservateurs : natamycine', 'nitrate de sodium', ""lysozyme d'oeuf"", 'beurre ', 'contient lait origine: UE', 'eau', 'poudre de lait écrémé ', 'origine : UE', 'amidon modifié de maïs', 'sels de fonte : citrates de sodium', 'polyphosphates', 'phosphates de sodium']","['Non végétalien', 'Non végétarien']",?,349,1460 kj(349 kcal),26,19,"7,6","2,7",21,"1,9","0,76","['E160 - Caroténoïdes', 'E160b - Rocou', 'E120 - Acide carminique', 'E235 - Natamycine', 'E251 - Nitrate de sodium', '', 'Risque élevé de sur-exposition', 'E1105 - Lysozyme', 'E14XX - Amidons modifiés', 'E331 - Citrates de sodium', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition']",['Lait'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,Lait - Pouce - 1L,3596710745500,"['Pouce', 'Auchan']",['Auchan'],['France'],[],[],?,12,50 kj(12 kcal),"1,6",1,"4,8","4,8","3,2","0,11","0,044",,,,"['Produits laitiers', 'Laits', 'Laits demi-écrémés']",1.6 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.11 g,en faible quantité,,-74%,-74%,+2%,-1%,-0%,0%,-2%,0%,0%,0,,B,,,1 L,,,D,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,
1777,Lait demi ecreme brique,3596710745531,,,['France'],[],[],?,46,192 kj(46 kcal),"1,6",1,"4,8","4,8","3,2","0,11","0,044",,,,"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits demi-écrémés', 'Laits UHT']",1.6 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.11 g,en faible quantité,,-2%,-3%,-5%,-3%,0%,+0%,-1%,-1%,-1%,0,-100%,B,-100%,,,,,D,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,
1778,Jus de pomme - Auchan - 6x 20cl,3596710746736,['Auchan'],['Auchan'],['France'],['Jus de pomme à base de jus de pomme concentré'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",187,?,187 kj(45 kcal),~ 0,,11,,~ 0,,,,,1,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits à base de concentré', 'Jus de pomme', 'Jus de pomme à base de concentré']",0 g,en faible quantité,,,,,,,0%,,+1%,-100%,,+5%,,-100%,,,,,,,Jus de pomme,6 x 20 cl,"['Briquette', 'Carton', 'Plastique']",,C,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,
1779,2 hots dogs - Pouce - 210g,3596710747368,"['Pouce', 'Auchan']",['Auchan'],['France'],"['Petit Pain 52,4% : farine de froment ', 'contient gluten', 'eau', 'huile de colza et de tournesol', 'sucre', 'levure', 'farine de lupin', 'gluten', 'sel', 'poudre de lait écrémé', 'amidon de blé ', ' conservateur : propionate de calcium', "" émulsifiant : mono- et digllycérides d'acides gras"", ' levain', '\rSaucisse 33,3% : viande de porc 87%', 'gras de porc', 'sel', 'dextrose', 'épices', ' stabilisant : diphosphates', ' exhausteur de goût : glutamate monosodique', ' condiment ', 'hydrolysat de protéine de maïs et de colza', 'sel', ' antioxydant : ascorbate de sodium', ' conservateur : nitrite de sodium', "" extraits d'épices"", 'arômes', 'fumée', '\rFromage Gouda ', 'contient lait', ' 14,3% : colorant : caroténoïdes', ' conservateur : nitrate de sodium']","['Non végétalien', 'Non végétarien']",1258,?,1258 kj(301 kcal),"16,9","7,4","24,4",3,"12,8","1,849","0,74","['E282 - Propionate de calcium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E160 - Caroténoïdes', 'E251 - Nitrate de sodium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lupin', 'Lait']",4,"['Sandwichs', 'Hot-dogs']",16.9 g,en quantité modérée,7.4 g,en quantité élevée,3 g,en faible quantité,1.85 g,en quantité élevée,+10%,,+8%,+24%,+54%,-4%,-34%,+16%,+10%,+10%,18,+29%,D,+29%,2 petits pains garnis d'une saucisse et de fromage Gouda,210 g,"['Barquette', 'Plastique']",,D,80.8%,9.4%,2.9%,1.9%,1.1%,4.0%,36,,,,['DE EV 790 EG'],
1780,Pouce Biscuits Salés Assortis Tubo,3596710748136,"['Pouce', 'Auchan']",['Auchan'],['France'],[],[],?,491,2054 kj(491 kcal),23,11,63,10,7,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,Sirop grenadine - Pouce,3596710748204,"['Pouce', 'Auchan']",['Auchan'],['France'],[],[],?,244,1021 kj(244 kcal),"0,01","0,01","75,51","75,51","0,06","0,01","0,004",,,,['Boissons'],0.01 g,en faible quantité,0.01 g,en faible quantité,75.5 g,en quantité élevée,0.01 g,en faible quantité,,+336%,+324%,-97%,-92%,+568%,+700%,-88%,-76%,-76%,20,+161%,E,+161%,,,,,,,,,,,,,,,,,
1782,Sirop a la menthe - Auchan,3596710748211,['Auchan'],['Auchan'],['France'],"['Sirop de glucose-fructose', 'eau', 'sucre', 'arôme naturel de menthe', 'colorants : caramel E150d - bleu brillant antioxydant : acide ascorbique', 'conservateur : benzoate de sodium']",[],?,291,1218 kj(291 kcal),0,0,"72,8","72,8",0,"0,01","0,004","[""E150d - Caramel au sulfite d'ammonium"", 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",,4,"['Boissons', 'Boissons avec sucre ajouté']",0 g,en faible quantité,0 g,en faible quantité,72.8 g,en quantité élevée,0.01 g,en faible quantité,,+242%,+229%,-100%,-100%,+268%,+298%,-100%,-73%,-73%,20,+68%,E,+68%,,,,,,,,,,,,,,,,,
