,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,allergens,additives,nova_score,quantity,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,eco_score,generic_name,packaging,ingredients_origins,traceability_code,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,link,palm_ingredients
1609,Petits Financiers Citron/Miel - Le Verger des Abeilles - 200g,3335440250522,['France'],"['Sucre', ""blanc d'ŒUF de France "", 'stabilisants : gomme de guar', 'gomme xanthane', 'BEURRE de France', ""poudre d'AMANDES 15 %"", 'farine de BLÉ française', 'miel de fleurs 9 %', 'cubes de citron 6 % ', 'sirop de glucose', 'jus de citron concentré', 'abricot', 'sucre', 'amidon modifié', 'épaississant : alginate de sodium', 'pomme en poudre ', 'pomme 75 %', 'amidon de maïs', 'arôme naturel de citron']",['Non végétalien'],?,404,1690 kj(404 kcal),21,"9,1",46,35,"7,2","0,08","0,032",['Le Verger des Abeilles'],"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']","['E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E14XX - Amidons modifiés', 'E401 - Alginate de sodium']",4,200 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Financiers']",21 g,en quantité élevée,9.1 g,en quantité élevée,35 g,en quantité élevée,0.08 g,en faible quantité,,-11%,-11%,-22%,-28%,+7%,+8%,-12%,-76%,-76%,12,-45%,D,-45%,"['Point Vert', 'Fabrication artisanale', 'Farine de blé français', 'Triman']",C,Financiers au Citron et au Miel - Petits Financiers Citron/Miel,"['Carton', 'Plastique']",['France'],,,88.7%,6.4%,2.2%,1.6%,1.1%,0.0%,35,,,
1610,Creme de caramel au beurre salé -,3335440335212,['France'],[],[],?,400,1674 kj(400 kcal),21,14,52,52,"0,9","0,42","0,168",,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au caramel']",21 g,en quantité élevée,14 g,en quantité élevée,52 g,en quantité élevée,0.42 g,en quantité modérée,,-5%,-5%,+8%,+18%,-12%,+9%,-50%,-31%,-31%,25,+2%,E,+2%,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,
1611,250G Pain Epice Orange Le Manoir - Le Manoir Des Abeilles - 250g,3335440380236,['France'],"[""Pain d'épices à l'orange de 45%"", 'farine de de ', ' correcteur d acidité acide citrique ', ' OECFs de ', "" carbonates d e sodium et d'ammonium épices anis etc Présence possible de fruits ê coque""]",[],?,329,1377 kj(329 kcal),"1,7","0,8",73,49,"4,4","0,37","0,148",['Le Manoir Des Abeilles'],,['E502 - Carbonates'],,250 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices""]",1.7 g,en faible quantité,0.8 g,en faible quantité,49 g,en quantité élevée,0.37 g,en quantité modérée,,-2%,-3%,-51%,-35%,+3%,+21%,+1%,-15%,-15%,15,+6%,D,+6%,,B,,,,,,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,
1612,Miel de fleurs - Le Manoir des Abeilles - 1kg,3335440401030,['France'],['Miel de fleurs'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Le Manoir des Abeilles'],,,2,1 kg,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Miels crémeux']",,,,,,,,,,,,,,,,,,,,,,,,B,,"['Pot', 'Plastique']",['Union européenne'],,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,
1613,Miel de Fleur Bio - Le Verger des Abeilles - 350g,3335444133128,['France'],[],[],?,?,,?,,?,,?,,,['Le Verger des Abeilles'],,,,350g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",B,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,
1614,Miel de foret - Le Verger Des Abeilles - 500g,3335444150323,['France'],['Miel de forêt'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Le Verger Des Abeilles'],,,2,500 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de forêt']",,,,,,,,,,,,,,,,,,,,,,,,B,,"['Plastique', 'Pot']",,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,
1615,270g,3335444211321,['France'],[],[],?,?,,?,,?,,?,,,,,,,270 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,Miel de Normandie - Le Manoir des Abeilles - 500g,3335445150704,['France'],[],[],?,?,,?,,?,,?,,,['Le Manoir des Abeilles'],,,,500 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français']",,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,
1617,Pain d'épices - Le Manoir des Abeilles - 250g,3335445210101,['France'],"['miel de fleurs 50%', 'farine de BLE de Normandie', 'sucre', 'OEUFS frais de France', 'BEURRE de Normandie', ""poudres à lever : carbonates de sodium et d'ammonium"", 'épices : anis et cannelle', ' Présence possible de fruits à coque et arachides']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,329,1377 kj(329 kcal),"2,4","0,1",72,38,4,"0,3","0,12",['Le Manoir des Abeilles'],"['Œufs', 'Gluten', 'Lait', 'Arachides']","['E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium""]",3,250 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices""]",2.4 g,en faible quantité,0.1 g,en faible quantité,38 g,en quantité élevée,0.3 g,en quantité modérée,,-2%,-3%,-31%,-92%,+2%,-6%,-8%,-31%,-31%,13,-8%,D,-8%,,A,,"['film plastique', 'à jeter']",,,,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,
1618,Pain d'épice Bio - Le Verger des Abeilles,3335445210620,['France'],"['miel de fleurs BIO 50%', 'farine de BLE française BIO', 'sucre BIO', 'OEUFS frais de France BIO', 'BEURRE BIO', ""poudres à lever : carbonates de sodium et d'ammonium"", 'épices BIO anis et cannelle', ' Présence possible de fruits à coque et arachides']",['Non végétalien'],?,329,1377 kj(329 kcal),"1,8","0,9",73,48,"4,8","0,32","0,128",['Le Verger des Abeilles'],"['Œufs', 'Gluten', 'Arachides']","['E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium""]",3,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices""]",1.8 g,en faible quantité,0.9 g,en faible quantité,48 g,en quantité élevée,0.32 g,en quantité modérée,,-2%,-3%,-48%,-27%,+3%,+18%,+11%,-27%,-27%,15,+6%,D,+6%,"['Bio', 'Bio européen', 'Oeufs de France', 'AB Agriculture Biologique', 'Blé français']",B,,,,,,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,
1619,Biscuits aux noisettes et caramel au beurre salé,3335445225907,['France'],[],[],?,393,1644 kj(393 kcal),12,"1,1",65,51,6,"0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,Petits Financiers Caramel Beurre Salé - Le Manoir Des Abeilles - 200g,3335445226300,['France'],"['Sucre', ""blanc d'OEUF de France "", 'stabilisants : gomme de guar', 'gomme xanthane', 'BEURRE de Normandie', ""poudre d'AMANDES 16%"", 'farine de BLÉ de Normandie', 'miel de France 9,5%', 'éclats de caramel 4,5% ', 'sucre', 'sirop de glucose', 'CRÈME fraîche de Normandie', 'BEURRE salé 3,7%', 'poudre de LAIT écrémé', 'fleur de sel de Guérande 1,4%', 'pomme en poudre ', 'pomme 75%', 'amidon de maïs', 'arôme caramel beurre salé ', 'LACTOSE']",['Non végétalien'],?,408,1707 kj(408 kcal),22,"9,8",44,33,"7,5","0,15","0,06",['Le Manoir Des Abeilles'],"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']","['E412 - Gomme de guar', 'E415 - Gomme xanthane']",4,200 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Produits artisanaux', 'Financiers', 'Gâteaux au caramel']",22 g,en quantité élevée,9.8 g,en quantité élevée,33 g,en quantité élevée,0.15 g,en faible quantité,,-10%,-10%,-18%,-23%,+2%,+2%,-8%,-55%,-55%,12,-45%,D,-45%,"['Fabrication artisanale', 'Fabriqué en Gourmandie']",D,,"['Carton', 'Blister', 'Plastique']",,"['EMB 60410B', 'Mondescourt (Oise, France)']",,88.7%,6.4%,2.2%,1.6%,1.1%,0.0%,35,,,
1621,Le Belval affiné à la bière brune -  - 300g,3335470058938,['France'],[],[],?,325,1360 kj(325 kcal),25,"15,3","1,1",0,24,"1,6","0,64",,,,,300 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages pasteurisés']",25 g,en quantité élevée,15.3 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,,+4%,+4%,-4%,-14%,0%,-100%,+29%,+11%,+11%,16,+12%,D,+12%,['Saveurs en Or'],C,,['Papier'],['Union européenne'],"['FR 62.831.030 CE', 'Troisvaux (Pas-de-Calais, France)']",,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['France', 'Hauts-de-France', 'Pas-de-Calais']",,
1622,Infusion en gelée Au Gingembre - Santé Nat,3335700191251,['France'],[],[],?,281,1176 kj(281 kcal),0,0,64,55,"0,33","0,1","0,04",['Santé Nat'],,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions']",0 g,en faible quantité,0 g,en faible quantité,55 g,en quantité élevée,0.1 g,en faible quantité,,+3914%,+4800%,-100%,-100%,+8525%,+12177%,+85%,+1661%,+1661%,,,,,,B,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,
1623,Organic baies de goji séchées - Sante Nat - 250g,3335700300486,['France'],['Baies de Gojis'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,243,1017 kj(243 kcal),18,"0,5","69,9","25,5","13,3",0,0,['Sante Nat'],,,1,250 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Baies de goji séchées']",18 g,en quantité modérée,0.5 g,en faible quantité,25.5 g,en quantité élevée,0 g,en faible quantité,,-26%,-27%,+510%,+13%,+18%,-43%,+6%,-100%,-100%,-7,-338%,A,-338%,"['Bio', 'Point Vert']",,,,,,,,,,,,,,,,
1624,Noisettes de France,3335771311350,['France'],[],[],?,683,2858 kj(683 kcal),"0,1","0,1","5,62","3,31","19,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,Noix - Koki,3335772331234,['France'],"['Teneur ', 'source : CIQUAL 2013 2880kJ/ e']",[],?,698,2920 kj(698 kcal),"63,8","5,73","10,8",3,"17,3","0,008","0,003",['Koki'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['Entrepreneurs + Engagés'],,,,,,,,,,,,,,,,
1626,Graves - Château Baccus - 75cl,3335831811462,['France'],"['Vin rouge', ' Contient des sulfites']","['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Château Baccus'],['Anhydride sulfureux et sulfites'],,3,75 cl,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Bordeaux', 'Vins blancs', 'Graves']",,,,,,,,,,,,,,,,,,,,,,,"['Fabriqué en France', 'Contient des sulfites', 'Déconseillé aux femmes enceintes']",B,,"['Bouteille', 'Verre']",['France'],,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,['France'],,
1627,CONFITURE EXTRA DE CYNORRHODONS EGLANTINE - ProSain - 350g,3335880001326,['France'],"['Sucre de canne* non raffiné', 'purée de cynorrhodons*', 'jus concentré de citron*', 'agent gélifiant : pectine de fruits', ""\r*Ingrédients issus de l'agriculture biologique"", '\rPréparée avec 40 g de fruits pour 100 g', ' Teneur totale en sucres : 61 g pour 100 g']",[],?,259,1084 kj(259 kcal),"0,2","0,1",64,52,"0,2","0,1","0,04",['ProSain'],,['E440 - Pectines'],4,350 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'églantines""]",0.2 g,en faible quantité,0.1 g,en faible quantité,52 g,en quantité élevée,0.1 g,en faible quantité,,+11%,+11%,-32%,+20%,+14%,-1%,-70%,+211%,+211%,13,+32%,D,+32%,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",C,,"['Bocal', 'Verre', 'Couvercle', 'Métal']",,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,http://www.prosain.fr/fr/confitures-et-marmelades/127-confiture-extra-de-cynorrhodons.html,
1628,Confiture Extra Framboises - Prosain - 350g,3335880001395,['France'],"['Framboises*', 'sucre de canne* non raffiné', 'jus concentré de citron*', 'agent gélifiant : pectine de fruit', ""\r*Ingrédients issus de l'agriculture biologique"", '\rPréparée avec 60 g de fruits pour 100 g', ' Teneur totale en sucres : 61 g pour 100 g']",[],1030,?,1030 kj(246 kcal),"< 0,5","< 0,1",59,51,"0,5","0,03","0,012",['Prosain'],,['E440 - Pectines'],4,350 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",0.5 g,en faible quantité,0.1 g,en faible quantité,51 g,en quantité élevée,0.03 g,en faible quantité,+9%,,+10%,+85%,+116%,+10%,-1%,-26%,+41%,+41%,12,+36%,D,+36%,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",B,Confiture extra de framboises biologique,"['Pot', 'Verre', 'Couvercle', 'Métal']",,,,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,,http://www.prosain.fr/fr/confitures-et-marmelades/131-confiture-extra-de-framboise.html,
1629,Confiture extra de Griotte BIO - Prosain - 350g,3335880001401,['France'],"['Griottes*', 'sucre de canne* non raffiné', 'agent gélifiant : pectine de fruits', 'jus concentré de citron*', ""\r*Ingrédients issus de l'agriculture biologique"", '\rPréparée avec 60 g de fruits pour 100 g', ' Teneur totale en sucres : 61 g pour 100 g']",[],?,245,1025 kj(245 kcal),"0,5","0,1",60,55,"0,5","0,1","0,04",['Prosain'],,['E440 - Pectines'],4,350 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de cerises']",0.5 g,en faible quantité,0.1 g,en faible quantité,55 g,en quantité élevée,0.1 g,en faible quantité,,+10%,+10%,+105%,+122%,+11%,+6%,-22%,+279%,+279%,8,-19%,C,-19%,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",C,,"['Pot', 'Verre', 'Couvercle', 'Métal']",,,,73.9%,8.9%,10.5%,4.6%,1.7%,0.4%,50,,http://www.prosain.fr/fr/confitures-et-marmelades/132-confiture-extra-de-griottes.html,
1630,Gelée Extra Coings - Prosain - 350g,3335880001562,['France'],"['Jus de coings à base de concentré*', 'sucre de canne non raffiné*', 'agent gélifiant : pectine de fruits', 'jus concentré de citron*', ""\r*Ingrédients issus de l'agriculture biologique"", '\rPréparée avec 60 g de fruits pour 100 g', ' Teneur totale en sucres : 61 g pour 100 g']",[],?,260,1088 kj(260 kcal),"0,2","0,1",64,64,"0,2","0,01","0,004",['Prosain'],,['E440 - Pectines'],4,350 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Gelées de fruits', 'Gelées de coings']",0.2 g,en faible quantité,0.1 g,en faible quantité,64 g,en quantité élevée,0.01 g,en faible quantité,,+6%,+6%,-16%,+176%,+6%,+10%,-28%,-9%,-9%,13,+11%,D,+11%,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",C,Gelée extra de coings biologique,"['Pot', 'Verre', 'Couvercle', 'Métal']",,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,http://www.prosain.fr/fr/gelees-de-fruits/139-gelee-extra-de-coings.html,
1631,Gelée Extra Framboises - ProSain - 350g,3335880001579,['France'],"['Jus de framboises à base de concentré*', 'sucre de canne non raffiné*', 'jus concentré de citron*', 'agent gélifiant : pectine de fruits', ""\r*Ingrédients issus de l'agriculture biologique"", '\rPréparée avec 60 g de fruits pour 100 g', ' Teneur totale en sucres : 61 g pour 100 g']",[],?,260,1088 kj(260 kcal),"0,1",0,66,66,"0,3","< 0,01","0,004",['ProSain'],,['E440 - Pectines'],4,350 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Gelées de fruits', 'Gelées de framboises']",0.1 g,en faible quantité,0 g,en faible quantité,66 g,en quantité élevée,0.01 g,en faible quantité,,+6%,+6%,-61%,-100%,+11%,+15%,-35%,-19%,-19%,12,+3%,D,+3%,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Point Vert']",C,Gelée extra de framboises biologique,"['Bocal', 'Verre', 'Couvercle', 'Métal']",,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,http://www.prosain.fr/fr/gelees-de-fruits/141-gelee-extra-de-framboise.html,
1632,Pâtes de fruits Assortiment 6 fruits - Prosain - 190g,3335880002651,['France'],"['sucre de canne* non raffiné', 'fruit*', 'sirop de blé* ', 'sauf pour abricot', 'griotte', 'fraise et framboise', 'agent gélifiant : pectine de fruits', 'jus concentré de citron* ', 'sauf pour griotte et framboise', 'acidifiant : tartrate de sodium', ""\r*Ingrédients issus de l'agriculture biologique""]",[],1429,?,1429 kj(342 kcal),"< 0,5","0,1",83,77,"< 0,5","0,46","0,184",['Prosain'],,"['E440 - Pectines', 'E335 - Tartrates de sodium']",4,190 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits']",0.5 g,en faible quantité,0.1 g,en faible quantité,77 g,en quantité élevée,0.46 g,en quantité modérée,+8%,,+8%,+47%,-17%,+9%,+16%,-23%,+283%,+283%,11,+33%,D,+33%,"['Bio', 'Ecocert', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",B,"Assortiment de 18 pâtes de fruits biologiques : framboise, abricot, coing, fraise, orange, griotte","['Etui', 'Carton']",,,,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,['France'],http://www.prosain.fr/fr/pates-de-fruits/163-ballotin-de-pates-de-fruits-.html,
1633,"Epicerie / Condiments, Aides Culinaires / Sauces",3335880003979,['France'],[],[],?,79,331 kj(79 kcal),"4,6","1,1","7,9",4,"1,5","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,
1634,Orgetto Mediterraeenne Legumes 355G - Prosain - 355g,3335880004143,['France'],"['eau', 'oignons* 17%', 'fenouil* 16%', 'orge* perlé 10% ', 'gluten', 'tomates mi séchées* 10%', ""huile d'olive* vierge extra extraite à froid"", 'carottes* 4%', 'céleri* 2%', 'vin blanc* ', 'sulfites', 'sel de mer', 'crème de riz*', 'ail*', 'plantes aromatiques*', 'poivre*', ""\r*ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,121,506 kj(121 kcal),"6,6","1,48","13,3","2,6","2,1","0,8","0,32",['Prosain'],"['Céleri', 'Gluten', 'Anhydride sulfureux et sulfites']",,4,355 g,"['Conserves', 'Plats préparés', 'Plats préparés en conserve']",6.6 g,en quantité modérée,1.48 g,en faible quantité,2.6 g,en faible quantité,0.8 g,en quantité modérée,,+13%,+14%,+41%,-1%,+71%,+65%,-66%,-11%,-11%,3,+165%,C,+165%,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'AB Agriculture Biologique']",,Orge perlé biologique cuisiné aux petits légumes,"['Pot', 'Verre', 'Couvercle', 'Métal']",,,,,,,,,,,,http://www.prosain.fr/fr/mon-plat-du-jour/188-trio-de-cereales-au-chou-kale.html,
1635,Mini maïs - Prosain - 330g,3335880004501,['France'],"['Mini-épis de maïs*', 'eau', 'sel de mer', 'acidifiant : acide citrique', 'antioxydant : acide ascorbique', ""\r*Ingrédients issus de l'agriculture biologique""]",[],?,29,121 kj(29 kcal),"0,7","0,5","2,1","2,1","2,2","0,6","0,24",['Prosain'],,"['E330 - Acide citrique', 'E300 - Acide ascorbique']",3,330 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Graines', 'Aliments à base de plantes en conserve', 'Céréales et dérivés', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', 'Céréales en grains', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Maïs']",0.7 g,en faible quantité,0.5 g,en faible quantité,2.1 g,en faible quantité,0.6 g,en quantité modérée,,-82%,-82%,-77%,-5%,-92%,-42%,-47%,+25%,+25%,-4,,A,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,"['Pot', 'Verre', 'Couvercle', 'Métal']",,,,,,,,,,,,http://www.prosain.fr/fr/legumes/116-mini-mais.html,
1636,Blancs De Poireaux - Prosain - 330g,3335880004532,['France'],"['Poireaux*', 'eau', 'sel de mer', 'acidifiant : acide citrique', ""\r*Ingrédient issu de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,17,71 kj(17 kcal),"0,5","0,5","2,1","1,6","0,7","0,8","0,32",['Prosain'],,['E330 - Acide citrique'],3,330 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes tiges', 'Poireaux', 'Poireaux en conserve']",0.5 g,en faible quantité,0.5 g,en faible quantité,1.6 g,en faible quantité,0.8 g,en quantité modérée,,-73%,-70%,-75%,-33%,-67%,-37%,-70%,+162%,+162%,-2,,A,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",A,Poireaux biologiques,"['Pot', 'Verre', 'Couvercle', 'Métal']",,,,75.5%,0.0%,0.0%,12.1%,8.6%,3.9%,97,,http://www.prosain.fr/fr/legumes/117-mini-poireaux.html,
1637,Haricots Blancs lingots - ProSain - 345g (égoutté : 230g),3335880004617,['France'],"['Haricots blancs* lingots réhydratés', 'eau', 'sel de mer', ""\r*Ingrédient issu de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",397,?,397 kj(95 kcal),"< 0,5","< 0,5",12,"< 0,5","7,3",1,"0,4",['ProSain'],,,3,345 g (égoutté : 230 g),"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Graines', 'Aliments à base de plantes en conserve', 'Graines de légumineuses', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes secs', 'Haricots', 'Légumineuses en conserve', 'Haricots blancs', 'Haricots en conserve', 'Haricots blancs en conserve']",0.5 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,1 g,en quantité modérée,+10%,,+7%,-30%,+170%,+2%,-31%,+27%,+31%,+31%,-4,,A,,"['Bio', 'Ecocert', 'Bio européen', 'FR-BIO-01', 'Point Vert', 'AB Agriculture Biologique']",A,Haricots blancs lingots biologiques,"['Bocal', 'Verre', 'Couvercle', 'Métal']",['France'],,,16.9%,36.6%,17.6%,8.0%,13.1%,7.8%,91,,http://www.prosain.fr/fr/legumineuses/93-haricots-blancs-lingots.html,
