,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,brand,labels,traceability_code,markets,quantity,additives,allergens,nova_score,palm_ingredients,ingredients_origins,manufacturing,generic_name,link,brand_owner
0,Reblochon de Savoie au lait cru,2204677002635,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons']",['France'],[],[],27.6 g,en quantité élevée,16.9 g,en quantité élevée,0.1 g,en faible quantité,1.19 g,en quantité modérée,?,,332,+2%,1389 kj(332 kcal),+3%,"27,6",+3%,"16,9",-10%,"0,1",-73%,"0,1",-56%,"20,8",+4%,"1,19",-11%,"0,476",-11%,14,-2%,D,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,
1,Café soluble instantané,5901583409929,E,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Cafés', 'Boissons instantanées', 'Cafés solubles']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,86.9%,10.2%,0.3%,1.0%,0.1%,1.5%,27,,,,,,,,,,,,,,,
2,Hühnerfilet,2826343009542,,,"['Autriche', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Stück'],,,,,,,,,,,,,,
3,Italien spaghetti thon bolognaise - Prozis,5600499536537,,,['France'],[],[],,,,,,,,,?,,90,,377 kj(90 kcal),,"2,3",,"0,8",,11,,"1,5",,"5,8",,"0,23",,"0,092",,,,,,,,,,,,,,['Prozis'],['Sans conservateurs'],,,,,,,,,,,,
4,Lebeekäse pikant,4099200042961,,,"['Autriche', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Réghalal Dinde,2667271023169,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Halal'],,,,,,,,,,,,
6,Gigot d'agneau à rotir avec os,2258940012357,,"['Viandes', ""Viandes d'agneau"", ""Gigot d'agneau""]",['France'],[],[],5.1 g,en quantité modérée,1.9 g,en quantité modérée,0 g,en faible quantité,0.12 g,en faible quantité,?,,128,-15%,536 kj(128 kcal),-14%,"5,1",-28%,"1,9",-30%,"0,5",-62%,0,-100%,20,+6%,"0,12",-88%,"0,048",-88%,-3,-207%,A,-207%,,,,,,,,"['Barquette en plastique', 'Film en plastique']",,,,,,,,,,,,,,
7,Les milanaises,2431641021389,,,['France'],[],[],,,,,,,,,?,,534,,2234 kj(534 kcal),,"1,3",,"0,4",,"6,6",,0,,22,,"0,86",,"0,344",,,,,,,,,,,,,,,['Nutriscore'],,,,,,,,,,,,
8,Farine d'avoine vanillé naturel - Prozis,5600499579794,,,['France'],[],[],,,,,,,,,?,,381,,1594 kj(381 kcal),,6,,1,,64,,1,,12,,,,,,,,,,,,,,,,,,['Prozis'],,,,,,,,,,,,,
9,Frankfurter,4099200220901,,,"['Autriche', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Stück', 'Stück', 'Stück', 'Stück']",,,,,,,,,,,,,,
10,Erdbeerjoghurt,4099200064758,,,"['Autriche', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,FIGATELLU,2403622026300,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Jägermeister,9001554120351,,,"['Autriche', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Bouteille'],,,,,,,,,,,,,,
13,Jambonneau cuit,0204094068025,,,['France'],[],[],,,,,,,,,?,,156,,653 kj(156 kcal),,"7,6",,"2,7",,"0,6",,"0,6",,22,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Gordal sabor anchoa,8425758012495,,,['France'],[],[],,,,,,,,,?,,204,,854 kj(204 kcal),,20,,"4,4",,"4,4",,"0,5",,"1,5",,"2,38",,"0,952",,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Bebida energica,8437008883700,,,['France'],[],[],,,,,,,,,?,,47,,197 kj(47 kcal),,12,,10,,27,,9,,"0,4",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,P'tits farcis de poulet de ma region,2208729066514,,,['France'],[],[],,,,,,,,,?,,790,,3305 kj(790 kcal),,14,,"4,7",,1,,1,,16,,"0,41",,"0,164",,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Donuts sucré,0260871012469,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",['France'],[],[],,,,,,,0 g,en faible quantité,?,,?,,,,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,,,,
18,British sliced beetroot - Marks & Spencer,29024568,,,['France'],[],[],,,,,,,,,?,,52,,218 kj(52 kcal),,"0,3",,"0,1",,"9,9",,"9,9",,"1,4",,6,,"2,4",,,,,,,,,,,,,,"['Marks & Spencer', 'Marks And Spencer']",,,,,,,,,,,,,
19,Filets de poulet rôti,0202800026635,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet', 'Filets de poulet rotis']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['Barquette en plastique', 'Film en plastique']",,,"['EMB 22321C', ""Saint-Nicolas-du-Pélem (Côtes-d'Armor, France)"", 'FR 22.321.008 CE', ""Saint-Nicolas-du-Pélem (Côtes-d'Armor, France)""]",['Casino'],,,,,,,,,,
20,Filet de porc roti cuit,2282937028731,E,"['Viandes', 'Porc', 'Rôtis de porc']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,,,,,
21,Blanquette de veau - Lechef,3701222801990,E,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Plats au veau', 'Blanquettes de veau']",['France'],[],[],11 g,en quantité modérée,6.6 g,en quantité élevée,1.3 g,en faible quantité,0.68 g,en quantité modérée,?,,163,+43%,682 kj(163 kcal),+43%,11,+124%,"6,6",+186%,"3,3",-56%,"1,3",+35%,14,+72%,"0,68",-9%,"0,272",-9%,11,+832%,D,+832%,91.9%,3.2%,1.1%,1.1%,0.6%,2.2%,20,,['Lechef'],,,,,,,,,,,,,
22,Mayonnaise aux tomates séchées,3700238324455,D,"['Epicerie', 'Sauces', 'Mayonnaises']",['France'],[],[],63 g,en quantité élevée,5.3 g,en quantité élevée,6.4 g,en quantité modérée,2 g,en quantité élevée,?,,599,-2%,2506 kj(599 kcal),-2%,63,-5%,"5,3",-14%,"6,6",+145%,"6,4",+338%,"1,2",-2%,2,+50%,"0,8",+50%,21,+17%,E,+17%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,,,,,,,
23,Feldsalat - 150g,4316268608572,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Folie'],,,,,150 g,,,,,,,,,
24,FE formule épaissie,3518070223016,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Gainer native,3662072016258,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Dose Bierwurst,4039905009470,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['pack.'],,,,,,,,,,,,,,
27,Garbure,3337530342179,,,['France'],[],[],,,,,,,,,?,,78,,326 kj(78 kcal),,"2,6",,"1,1",,"5,2",,"0,5",,"7,8",,"0,65",,"0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Miel de fleurs d'été,3770007348951,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",['France'],[],[],,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,
29,Fougasse au roquefort,3602826450792,B,"['Snacks', 'Snacks salés', 'Apéritif', 'Fougasses']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,40.3%,18.4%,10.8%,8.1%,4.7%,17.7%,91,,,,,,,,,,,,,,,
30,Fortifiant capillaire,3760148150223,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,
31,Piment vert,3531270006906,,,['France'],[],[],,,,,,,,,?,,26,,109 kj(26 kcal),,0,,0,,4,,0,,0,,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Fromage au lait cru de chèvre - Monoprix,3350033410305,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Monoprix', 'Monoprix Exploitation']",,,['Monoprix'],,,,,,,,,,
33,Ärtpasta fusilli- Pates de petits pois - Favorit - 250g,46853592,,,['France'],['peas'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,343,,1435 kj(343 kcal),,"2,2",,"0,5",,55,,"2,4",,22,,"0,14",,"0,056",,,,,,,,,,,,,,['Favorit'],"['Bio', 'Bio européen', 'IT-BIO-009']",,,250 g,,,,,,,,,
34,Galettes de lentilles bio - 360g,3760257090748,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,183,,766 kj(183 kcal),,"3,9",,"0,5",,"25,6",,"1,2",,"8,7",,1,,"0,4",,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Végétalien']",,,360 g,,,,,,,,,
35,0204510033262,0204510033262,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Roquefort AOP Papillon,2488789027551,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages à pâte persillée français', 'Fromages de brebis', 'Roqueforts']",['France'],[],[],32 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,3.6 g,en quantité élevée,?,,379,+3%,1586 kj(379 kcal),+4%,32,+0%,20,-10%,"1,8",+176%,0,-100%,21,+8%,"3,6",+1%,"1,44",+1%,19,0%,E,0%,88.4%,4.4%,2.4%,3.1%,1.4%,0.4%,44,,,,,,,,,,,,,,,
37,The coconutty one - Marks & Spencer - 300g,29074570,,,['France'],[],[],,,,,,,,,?,,122,,510 kj(122 kcal),,"4,8",,"0,9",,"15,7",,"4,2",,"2,9",,"0,35",,"0,14",,,,,,,,,,,,,,['Marks & Spencer'],,,,300 g,,,,,,,,,
38,Salade de pâtes Pesto green,2420553027756,,,['France'],[],[],,,,,,,,,?,,297.83,,1246 kj(297 kcal),,"6,58",,"2,41",,"44,14",,"2,69",,"9,88",,"0,39",,"0,156",,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Salade de fruits,3590600000083,,,['France'],[],[],,,,,,,,,?,,54,,226 kj(54 kcal),,"0,28",,"0,06",,"10,2",,"8,21",,"0,63",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Crème de framboise - Giffard,3180290032978,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,,,?,,,,,,,,,,,,,,,,,,['Giffard'],,,,,,,,,,,,,
41,Delikates Wiener Würstchen,4003134842085,,"['Viandes', 'Charcuteries', 'Saucisses']",['France'],[],[],22 g,en quantité élevée,8.9 g,en quantité élevée,0.5 g,en faible quantité,2.2 g,en quantité élevée,?,,254,-0%,1063 kj(254 kcal),-1%,22,+6%,"8,9",+12%,"0,5",-65%,"0,5",-34%,13,-14%,"2,2",+12%,"0,88",+12%,20,+14%,E,+14%,,,,,,,,,,,,,,,,,,,,,,
42,Achards de légumes,3504230088694,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Confit d'oignons à la framboise - Altesse,5420058019383,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Oignons et dérivés', ""Confits d'oignons""]",['France'],[],[],0.4 g,en faible quantité,0 g,en faible quantité,41 g,en quantité élevée,,,?,,180,+7%,753 kj(180 kcal),+7%,"0,4",-76%,0,-100%,42,+20%,41,+27%,"1,4",+41%,,,,,,,,,,,,,,,,,['Altesse'],,,,,,,,,,,,,
44,Critarium maped vert,3154145641332,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Rosé Ginsault Grenache,3531380086393,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,mango,5281034011056,,,['France'],[],[],,,,,,,,,?,,56,,234 kj(56 kcal),,"0,1",,0,,14,,0,,"0,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Bouillon bio,3663787452119,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
48,Merlot,3367770614040,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,High Protein Shake,5060469987385,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,La petite boulangerie,0233004041650,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Confiture de poire,35056218,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de poires']",['France'],[],[],1 g,en faible quantité,0 g,en faible quantité,45 g,en quantité élevée,8 g,en quantité élevée,?,,198,-10%,828 kj(198 kcal),-10%,1,+213%,0,-100%,48,-9%,45,-12%,2,+495%,8,+21233%,"3,2",+21233%,20,+119%,E,+119%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,,,,,,,
52,Quiche aux lardons - 1x 140g,3760246820172,C,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Quiches', 'Quiches lorraines']",['France'],[],[],13.5 g,en quantité modérée,2.5 g,en quantité modérée,2.2 g,en faible quantité,0.9 g,en quantité modérée,?,,263,-0%,1100 kj(263 kcal),0%,"13,5",-17%,"2,5",-71%,"13,7",-29%,"2,2",-5%,"7,2",-22%,"0,9",-13%,"0,36",-13%,4,-72%,C,-72%,75.2%,13.0%,2.5%,2.6%,1.4%,5.3%,45,,,"['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Sans lactose']",,,1 x 140 g,,,,,,,,,
53,Assortiments chocolats,3660523075069,,,['France'],[],[],,,,,,,,,?,,535,,2238 kj(535 kcal),,32,,14,,53,,50,,"6,3",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,
54,NESQUIK Poudre Cacaotée Boite 6 x (1kg+20% OFFERT) - Nestlé - 7.2kg,7613037680935,D,"['Boissons', 'Petit-déjeuners', 'Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Boissons instantanées', 'Chocolats en poudre']",['France'],"['Sucre', 'cacao maigre en poudre ', '21,3%', '*', 'émulsifiant : lécithine de SOJA ', ' sel', 'vitamines : C', 'B1', 'D ', ' minéraux : pyrophosphate de fer', 'sulfate de zinc ', ' cannelle', 'arôme naturel', ' *Origines variées']",[],,,,,,,,,?,,?,,?,,?,,?,,?,,?,,?,,?,,?,,1,-88%,B,-88%,75.0%,1.1%,15.1%,5.7%,3.2%,0.0%,52,,['Nestlé'],"['en:gluten-free', 'Sans arômes artificiels']",,,7.2 kg,['E322i - Lécithine'],['Soja'],4,,,,,,
55,Épices pour pommes de terre en gratin,3700457102049,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,
56,Gehaht varken - 1500g,2011003010987,,,"['Belgique', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,1500 g,,,,,,,,,
57,Tarte citron,3456580960123,,,['France'],[],[],,,,,,,,,?,,324,,1356 kj(324 kcal),,24,,15,,24,,18,,"2,9",,"0,17",,"0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Tahi - Tahi Manuka Honey Blend 400G,9421901826345,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Haricots blancs préparés,3663783000642,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumineuses en conserve', 'Haricots en conserve']",['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.8 g,en quantité modérée,?,,304,+242%,1272 kj(304 kcal),+245%,"0,5",-21%,"0,1",-26%,"8,4",-29%,"0,5",-38%,"5,7",+0%,"0,8",+13%,"0,32",+13%,3,,C,,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,,,,,,,,,,,,,,,
60,Thé vert infusé parfum citron - May Tea,3124480565167,,,['France'],[],[],,,,,,,,,?,,20,,84 kj(20 kcal),,0,,0,,"4,6",,"4,5",,0,,,,,,,,,,,,,,,,,,['May Tea'],,,,,,,,,,,,,
61,Soupe detox - 144g,6007536,,,['France'],[],[],,,,,,,,,?,,321,,1343 kj(321 kcal),,"2,2",,"0,5",,54,,19,,19,,"13,2",,"5,28",,,,,,,,,,,,,,,,,,144 g,,,,,,,,,
62,Chausson aux pommes - E.Leclerc,,B,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chaussons aux pommes']",['France'],[],[],18 g,en quantité modérée,12 g,en quantité élevée,10 g,en quantité modérée,0.63 g,en quantité modérée,?,,1262,+301%,5280 kj(1262 kcal),+300%,18,0%,12,+4%,30,-9%,10,-6%,"3,6",-8%,"0,63",+5%,"0,252",+5%,24,+41%,E,+41%,75.3%,14.7%,6.1%,3.4%,0.5%,0.0%,75,,['E.Leclerc'],,,,,,,,,,,,,
63,Saucisson de cheval,2670232016735,,,['France'],[],[],,,,,,,,,?,,265,,1109 kj(265 kcal),,20,,"7,5",,8,,"1,3",,13,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Notre creme au chocolat,3527270048800,,,['France'],[],[],,,,,,,,,?,,160,,669 kj(160 kcal),,6,,"3,8",,22,,20,,"4,1",,"0,1",,"0,04",,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,
65,Confiture de châtaignes - 360g,3770002904039,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', 'Crèmes de marrons']",['France'],[],[],,,,,,,0 g,en faible quantité,?,,?,,,,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,66.1%,22.5%,5.7%,3.0%,2.6%,0.0%,66,,,['Bio'],,,360 g,,,,,,,,,
66,Bouquet garni - Delhaize,5400113565284,,,"['Belgique', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Sachet'],['Delhaize'],,,,,,,,,,,,,
67,Arachide rouge - 400g,3700193030026,,,['France'],[],[],,,,,,,,,?,,623,,2607 kj(623 kcal),,"52,3",,"8,5",,"10,9",,3,,"25,4",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,400 g,,,,,,,,,
68,Chips poppées Betterave & Klamath,3770008708198,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,400,,1674 kj(400 kcal),,"11,2",,"0,2",,"63,8",,"6,8",,"7,8",,"2,3",,"0,92",,,,,,,,,,,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien', 'Fabriqué en France']",,,,,,,,,,,,
69,Bharlev jus de pamplemousse,8746785100116,,,['France'],[],[],,,,,,,,,?,,100,,418 kj(100 kcal),,"0,1",,"0,1",,"9,4",,"8,8",,"0,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Chips Betterave & Klamath,3770008708242,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,400,,1674 kj(400 kcal),,"11,2",,"0,2",,"63,8",,"6,8",,"7,8",,"2,3",,"0,92",,,,,,,,,,,,,,,"['Végétarien', 'Végétalien', 'Fabriqué en France']",,,,,,,,,,,,
71,Mangues lamelles,0207179025586,,,['France'],[],[],,,,,,,,,?,,938,,3925 kj(938 kcal),,0,,0,,56,,40,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Iso whey zéro - BiotechUSA,5999076222407,,,['France'],[],[],,,,,,,,,?,,372,,1556 kj(372 kcal),,"1,6",,1,,"5,2",,"0,8",,84,,"0,71",,"0,284",,,,,,,,,,,,,,['BiotechUSA'],"['en:gluten-free', 'Sans lactose']",,,,,,,,,,,,
73,6 muffins assortis aux éclats de chocolat,0232790032477,,,['France'],[],[],,,,,,,,,?,,426,,1782 kj(426 kcal),,23,,"4,6",,50,,35,,"3,3",,"0,75",,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Tress Bandnudeln 9 mm - 500g,4002861774034,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,
75,Pruneau,2600185027090,,,['France'],[],[],,,,,,,,,?,,245,,1025 kj(245 kcal),,"0,5",,"0,1",,55,,35,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Thé des gourmets - Palais des Thés,2700842001125,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Palais des Thés'],,,,,,,,,,,,,
77,Earl Grey Tea,0078197119195,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,"66,667",,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Junge große Bohnen Globus - 660g,4304218725370,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Glas'],,,,,660 g,,,,,,,,,
79,Duo Ananas Kiwi,3334320011390,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Sel Fin Camargue Aux Herbes Boite Metal,3554742971007,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Tuiles au miel,3549170002959,,,['France'],[],[],,,,,,,,,?,,489,,2046 kj(489 kcal),,"18,5",,"4,9",,"69,4",,"51,6",,10,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Olives picholines du Maroc - Maayane - 170g,3700029206502,,,['France'],[],[],,,,,,,,,?,,165,,690 kj(165 kcal),,"16,2",,2,,"5,4",,"0,4",,"0,6",,2,,"0,8",,,,,,,,,,,,,,['Maayane'],,,,170 g,,,,,,,,,
83,Miel de bourbon miel de fleurs de litchis,3770002181195,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,
84,PETIT BEURRE - Garden - 340g,0089782011411,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Petits beurres']",['France'],"['Farine De Blé', 'Sucre', 'Matière Grasse Végétele ', 'huile de palme', ' ', ""contient des produits d'arachide"", 'antioxy', 'dant ', 'lécithine', ' de soja', ""palmitate d'ascorbyle"", 'a - tocophérol', 'Sirop Inverti', 'Amidon De Mais', 'Agènts De Levure ', ""carbonates d'ammonium"", 'carbonates de sodium', 'phosphates de calcium', 'Poudre De Lait', 'Ecréme', 'Sel ', ""contient l'agent anticaking "", 'ferrocyanure de sodium', 'Émulsifiant ', 'lécithine de soja', 'Arôme Artificiel ', 'contient la céréale contenant le gluten', 'produits de lait', 'Agent De Traitement De Farine ', 'métabisulfite de sodium', 'protéases', 'amylases', ' ', 'contient la céréale contenant le gluten']","['Huile de palme', 'Non végétalien']",13.3 g,en quantité modérée,6.67 g,en quantité élevée,26.7 g,en quantité élevée,1.08 g,en quantité modérée,467,-77%,?,,467 kj(112 kcal),-76%,"13,3",-28%,"6,67",-43%,"26,7",-61%,"26,7",-6%,?,,"1,08",+39%,"0,433",+39%,,,,,75.0%,14.2%,4.8%,3.0%,2.9%,0.0%,71,,['Garden'],,,,340 g,"['E322i - Lécithine', ""E304i - Palmitate d'ascorbyle"", 'E307c - Tocophérol', 'E502 - Carbonates', 'E535 - Ferrocyanure de sodium', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E1101 - Protéases', 'E1100 - Amylases']","['Gluten', 'Lait', 'Arachides', 'Soja']",4,"['Huile de palme', ""E304 - Palmitate d'ascorbyle""]",,,,,
