,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,brand,labels,traceability_code,markets,quantity,additives,allergens,nova_score,palm_ingredients,ingredients_origins,manufacturing,generic_name,link,brand_owner
85,CREME DESSERT VANILLE,3161910996160,,,['France'],[],[],,,,,,,,,?,,104,,435 kj(104 kcal),,"2,7",,"1,9",,"17,8",,"13,5",,2,,"0,16",,"0,064",,,,,,,,,,,,,,,,"['FR 50.139.001 CE', 'Condé-sur-Vire (Manche, France)']",,,,,,,,,,,
86,Acerola 1g,3664536030534,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Kiwi - Exki,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Kiwis']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,75.1%,0.0%,0.0%,11.4%,10.2%,3.4%,96,,['Exki'],,,,,,,,,,,,,
88,Semoule de châtaignes,3760023538917,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Rindsrouladen - 450g,4260170211248,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['stück'],,,,,450 g,,,,,,,,,
90,Enjoy springtime,8713305811708,,,['France'],[],[],,,,,,,,,?,,565,,2364 kj(565 kcal),,36,,23,,52,,52,,"6,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Fava beans,0735143003624,,,['France'],[],[],,,,,,,,,?,,94,,393 kj(94 kcal),,"0,7",,0,,13,,"1,6",,"8,9",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Boisson à l'aloe Vera - 300ml,0844793011115,,,['France'],[],[],,,,,,,,,?,,17,,71 kj(17 kcal),,0,,0,,13,,12,,0,,,,,,,,,,,,,,,,,,,,,,300 ml,,,,,,,,,
93,Doony's chocolat,,,,['France'],[],[],,,,,,,,,?,,440,,1841 kj(440 kcal),,27,,13,,41,,14,,"6,8",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Farine de lupin bio,3760222092098,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Farines', 'Farines de légumineuses', 'Farines de lupin']",['France'],[],"['Végétalien', 'Végétarien']",8 g,en quantité modérée,2 g,en quantité modérée,3 g,en faible quantité,0 g,en faible quantité,?,,332,-4%,1389 kj(332 kcal),-4%,8,+36%,2,+129%,9,-78%,3,-33%,0,-100%,0,-100%,0,-100%,5,,C,,,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'FR-BIO-01', 'Sans additifs']",,,,,,,,,,,,
95,Test bio,9780201379600,,"['Non alimentaire', 'en:Tests']",['France'],[],[],0.1 g,en faible quantité,0 g,en faible quantité,6.4 g,en quantité modérée,0 g,en faible quantité,?,,29,-86%,121 kj(29 kcal),-86%,"0,1",-99%,0,-100%,"6,7",-68%,"6,4",-20%,"0,1",-98%,0,-100%,0,-100%,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
96,Trivial Pursuit Party,5010994762933,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Pilon de poulet,3378740763019,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Muscade moulue,3166291489003,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Spaghetti,4251528901928,,,['France'],[],[],,,,,,,,,?,,350,,1464 kj(350 kcal),,"1,2",,"0,3",,71,,"3,2",,12,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Quadrotti,8002367018126,,,['France'],[],[],,,,,,,,,?,,219,,916 kj(219 kcal),,"4,1",,"1,5",,34,,"2,9",,"9,5",,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Pawigiano reggiano,2382956023615,,,['France'],[],[],,,,,,,,,?,,121,,506 kj(121 kcal),,9,,6,,0,,0,,0,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Pâté foie de volaille,3030241041248,,,['France'],[],[],,,,,,,,,?,,691,,2891 kj(691 kcal),,"1,44",,"0,352",,"0,48",,0,,"5,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Beignet au pomme,0211174029524,,,['France'],[],[],,,,,,,,,?,,282,,1180 kj(282 kcal),,"8,7",,"1,2",,41,,12,,"6,1",,"0,69",,"0,276",,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Ballottine de volaille,2471213017198,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,"['Viande Française', 'Volaille-francaise']",,,,,,,,,,,,
105,Triangolini - Vivi Verde,8001120598424,,,['France'],[],[],,,,,,,,,?,,440,,1841 kj(440 kcal),,13,,"1,6",,69,,"0,6",,"9,8",,"0,8",,"0,32",,,,,,,,,,,,,,"['Vivi Verde', 'Coop']",,,,,,,,,,,,,
106,Nutty nature - 3x 35g,5060142011321,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,413,,1728 kj(413 kcal),,"17,2",,"2,8",,48,,"40,2",,"12,9",,,,,,,,,,,,,,,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,3 x 35 g,,,,,,,,,
107,Maquereaux - 69g,3251870003999,D,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux']",['France'],[],[],7 g,en quantité modérée,2 g,en quantité modérée,0 g,en faible quantité,1 g,en quantité modérée,?,,0,-100%,0 kj(0 kcal),-100%,7,-57%,2,-46%,2,+85%,0,-100%,21,+28%,1,-10%,"0,4",-10%,0,-100%,B,-100%,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,,,"['EMB 13078', 'Port-Saint-Louis-du-Rhône (Bouches-du-Rhône, France)']",,69 g,,,,,,,,,
108,GARDEN,0089782013453,,,['France'],"['Farine De Blé', 'Matière Grasse Végétale ', 'huile de palme', ' ', ""contient l'antioxydant "", ""palmitate d'ascorbyle "", 'E304', 'mélangé tocophérols concentré ', 'E306', 'lécithine de soja ', 'E322', 'Sucre', 'Poudre De Lait Entier', 'Amidon De Maïs', 'Arôme Artificiel ', ""contient l'émulsifiant "", 'glycol de propylene ', 'E1520', 'épaississant ', ""amidon d'sodium octenyl succinate "", 'E1450', 'antioxydant ', 'a-tocopherol ', 'E307', 'Agents De Levure ', 'carbonates de sodium ', 'E500', ""carbonates d'ammonium "", 'E503', 'Émulsifiant ', 'lécithine de soja ', 'E322', 'Sel ', ""contient l'agent anticaking "", 'ferrocyanure de sodium ', 'E535', "" Ce produit peut contenir des traces de produits d'oeufs"", ""produits d'arachide""]","['Huile de palme', 'Non végétalien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['GARDEN'],,,,,"[""E304i - Palmitate d'ascorbyle"", 'E304 - Acide palmityle-6-L-ascorbique', 'E306 - Extrait riche en tocophérols', 'E322i - Lécithine', 'E322 - Lécithines', 'E1520 - Propylène glycol', ""E1450 - Octényle succinate d'amidon sodique"", 'E307c - Tocophérol', 'E307 - Alphatocophérol', 'E502 - Carbonates', 'E535 - Ferrocyanure de sodium']","['Œufs', 'Gluten', 'Soja']",4,"['Huile de palme', ""E304 - Palmitate d'ascorbyle""]",,,,,
109,1669,1669,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['tüte(n)'],,,,,,,,,,,,,,
110,Bel Arte Almonds 42G lait ganache noire et feves de cacao,5413777420059,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,,,,
111,Penne rigate,3570514506123,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Penne', 'Penne rigate']",['France'],[],[],1.5 g,en faible quantité,0.3 g,en faible quantité,3.5 g,en faible quantité,,,?,,358,+2%,1498 kj(358 kcal),+1%,"1,5",-11%,"0,3",-20%,73,+4%,"3,5",+20%,"11,5",-4%,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,
112,Taco seasoning,9353323000334,,,['France'],[],[],,,,,,,,,?,,1110,,4644 kj(1110 kcal),,0,,0,,0,,0,,"14,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Pâte en croûte pistache - Despi,2274710017650,,,['France'],[],[],,,,,,,,,?,,258,,1079 kj(258 kcal),,"15,5",,"6,5",,"16,8",,"1,4",,"12,6",,2,,"0,8",,,,,,,,,,,,,,['Despi'],,,,,,,,,,,,,
114,Soupe courge,3760020050283,,,['France'],[],[],,,,,,,,,?,,25,,105 kj(25 kcal),,"0,55",,"0,09",,"4,3",,"2,33",,"0,46",,"14,236",,"5,694",,,,,,,,,,,,,,,,"['EMB 59009', ""Villeneuve-d'Ascq (Nord, France)""]",,,,,,,,,,,
115,Côte du wvivarais 2018,3142806740074,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,['France'],,,,
116,Chair a saucisse campagnarde,2435968027888,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Chair à saucisse']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,77.3%,16.5%,4.1%,1.3%,0.7%,0.2%,25,,,,"['FR 31.516.009 CE', 'Saint-Sauveur (Haute-Garonne, France)']",,,,,,,,,,,
117,Velouté legumes du soleil et quinoa,3580480266013,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",['France'],[],[],1.5 g,en faible quantité,0.2 g,en faible quantité,1.5 g,en faible quantité,0.62 g,en quantité modérée,?,,39,0%,163 kj(39 kcal),0%,"1,5",-3%,"0,2",-67%,"5,1",+7%,"1,5",-19%,"0,9",+6%,"0,62",-4%,"0,248",-4%,2,+49%,B,+49%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,"['Bio', 'Bio européen', 'FR-BIO-10', 'Fabriqué en France']",,,,,,,,,,,,
118,Aiguillettes Poulet fermier,0217283047039,D,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",['France'],[],[],5.9 g,en quantité modérée,1.7 g,en quantité modérée,0 g,en faible quantité,0.15 g,en faible quantité,?,,138,+10%,577 kj(138 kcal),+10%,"5,9",+219%,"1,7",+257%,0,-100%,0,-100%,20,-12%,"0,15",-66%,"0,06",-66%,-3,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['Barquette en plastique', 'Film en plastique']",,['Label Rouge'],,,,,,,,,,,,
119,Sel himalaya,4260220720256,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,SPIRULINA EN POUDRE,8719324246637,E,"['Compléments alimentaires', 'Spiruline']",['France'],[],[],2.47 g,en faible quantité,2.47 g,en quantité modérée,0.1 g,en faible quantité,0 g,en faible quantité,?,,380,+51%,1590 kj(380 kcal),+50%,"2,47",-33%,"2,47",+93%,"0,1",-99%,"0,1",-86%,"66,33",+34%,0,-100%,0,-100%,1,-80%,B,-80%,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,,,,,,,,,,,,,,
121,Saumon fumé sauvage - 150g,5060374373068,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', 'Saumons sauvages', 'Saumons fumés sauvages']",['France'],[],[],7 g,en quantité modérée,1.3 g,en faible quantité,0 g,en faible quantité,2.65 g,en quantité élevée,?,,648,+387%,2711 kj(648 kcal),+390%,7,+88%,"1,3",+62%,"0,5",+1%,0,-100%,"22,4",-6%,"2,65",-10%,"1,06",-10%,19,+71%,E,+71%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,150 g,,,,,,,,,
122,Goviro,3760273830175,,,['France'],[],[],,,,,,,,,?,,557,,2330 kj(557 kcal),,38,,21,,40,,33,,7,,"0,83",,"0,332",,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,
123,Saucisse sèche au jambon,0286788032932,,,['France'],[],[],,,,,,,,,?,,364,,1523 kj(364 kcal),,15,,"4,7",,"2,2",,0,,32,,"5,2",,"2,08",,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Baguettine lardon champignon - SDB Traiteur - 150g,3573400000743,,,['France'],[],[],,,,,,,,,?,,186,,778 kj(186 kcal),,"7,5",,"3,7",,20,,2,,"8,5",,"1,5",,"0,6",,,,,,,,,,,,,,['SDB Traiteur'],,,,150 g,,,,,,,,,
125,Bavette d'aloyau - Charal,0292475045987,E,"['Viandes', 'Bœuf', ""Bavette d'aloyau de boeuf""]",['France'],[],[],5.7 g,en quantité modérée,2.2 g,en quantité modérée,0 g,en faible quantité,0.19 g,en faible quantité,?,,131,0%,548 kj(131 kcal),0%,"5,7",0%,"2,2",0%,0,-100%,0,-100%,20,0%,"0,19",0%,"0,076",0%,-2,,A,,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,,['Charal'],,,,,,,,,,,,,
126,Concassé de tomates - 400g,8033829711071,,,['France'],[],[],,,,,,,,,?,,23,,96 kj(23 kcal),,1,,0,,"3,9",,"3,9",,"1,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,400 g,,,,,,,,,
127,Marjolaine Mondee,3417960000327,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Diots de savoie au choux,3760234980352,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses savoyardes', 'Diots', 'Diots de Savoie']",['France'],[],[],27 g,en quantité élevée,9 g,en quantité élevée,0.8 g,en faible quantité,2.3 g,en quantité élevée,?,,302,-1%,1264 kj(302 kcal),-1%,27,+4%,9,-11%,"1,2",+17%,"0,8",+35%,16,-6%,"2,3",+5%,"0,92",+5%,21,-0%,E,-0%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,,,,,
129,Vitax - 20x 2g,5900175439214,,,['France'],[],[],,,,,,,,,?,,7,,29 kj(7 kcal),,0,,0,,"0,8",,"0,4",,0,,0,,0,,,,,,,,,,,,,,,,,,20 x 2 g,,,,,,,,,
130,Piment d'Espelette,3546941102009,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Ipad ecouteur sans fil,5901646276673,,,['France'],[],[],,,,,,,,,?,,800,,3347 kj(800 kcal),,55,,2,,22,,2,,2,,100,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Harengs marines au vinaigre - Simon,3164060730776,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Simon'],,,,,,,,,,,,,
133,Filet de sardine maître hôtel,0204874027167,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Limonade la quercus,3770010521525,,,['France'],[],[],,,,,,,,,?,,36,,151 kj(36 kcal),,0,,0,,9,,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Huile d'olive saveur truffe,3760037593742,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive saveur truffe""]",['France'],[],[],,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,?,,,,?,,,,?,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,,
136,Granola Coco-Amande,3770006446405,,,['France'],[],[],,,,,,,,,?,,420,,1757 kj(420 kcal),,"22,5",,"8,6",,50,,"19,5",,"11,5",,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6 petits choux craquelins framboise-vanille - Thiriet - 90g,3292590898687,,,['France'],[],[],,,,,,,,,?,,290,,1213 kj(290 kcal),,17,,12,,29,,19,,"3,9",,"0,3",,"0,12",,,,,,,,,,,,,,['Thiriet'],,,['Thiriet'],90 g,,,,,,,,,
138,Granola Alexandre Legrain,3760309220017,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,414,,1732 kj(414 kcal),,28,,4,,"38,7",,"13,9",,"13,7",,,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'en:gluten-free', 'Végétalien', 'Fabriqué en France', 'Sans additifs']",,,,,,,,,,,,
139,Chocolat noir - Tablette d'Or,2139339375713,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",['France'],[],[],29 g,en quantité élevée,18 g,en quantité élevée,51 g,en quantité élevée,0.02 g,en faible quantité,?,,519,-7%,2171 kj(519 kcal),-6%,29,-26%,18,-22%,55,+42%,51,+61%,6,-22%,"0,02",-57%,"0,008",-57%,21,-1%,E,-1%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,"[""Tablette d'Or""]",,,,,,,,,,,,,
140,Saucisse de morteau,0200849029587,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Morteau']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,72.4%,18.3%,4.1%,1.4%,0.8%,3.0%,28,,,,,,,,,,,,,,,
141,Poulet aux 2 moutardes,3770014057624,,,['France'],[],[],,,,,,,,,?,,73,,305 kj(73 kcal),,"2,8",,"0,9",,"6,1",,"1,5",,"5,1",,"0,4",,"0,16",,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,
142,Pfifferlinge,4337185454042,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Glas'],,,,,,,,,,,,,,
143,Crème dessert fermière café de colombie. - Les P'tits Fermiers,3760284321310,,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert', 'Crèmes dessert café']",['France'],[],[],6.2 g,en quantité modérée,4 g,en quantité modérée,12.7 g,en quantité élevée,0.144 g,en faible quantité,?,,125,-2%,523 kj(125 kcal),-1%,"6,2",+20%,4,+20%,"14,5",-12%,"12,7",-9%,"4,7",+40%,"0,144",+1%,"0,058",+1%,4,-25%,C,-25%,,,,,,,,,"[""Les P'tits Fermiers""]",,,,,,,,,,,,,
144,Erbsen und Möhren,4337185462184,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Dose'],,,,,,,,,,,,,,
145,MOULES DE CORDES ÉLEVÉES EN IRLANDE,3700096608988,C,"['Produits de la mer', 'Mollusques', 'Moules', 'Moules de corde']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,50.0%,0.0%,15.2%,14.1%,7.7%,13.0%,56,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,
146,"Halal Way Mikrowellen Popcorn Apfel & Zimt, 100G",3800203051376,,,['France'],[],[],,,,,,,,,?,,540,,2259 kj(540 kcal),,23,,,,?,,,,10,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Saveur d'autrefois - Match,5400131011015,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Match'],,,,,,,,,,,,,
148,Leipziger allerlei,3083680569309,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Chocolat au lait de couverture - Patisdecor - 250g,3700105281232,D,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",['France'],"['Sucre de canne* ', '39,99%', 'lait en poudre* ', '26,99%', 'beurre de cacao* ', '22,49%', 'pâte de cacao* ', '10%', 'émulsifiant : lécithine de soja*', 'extrait de vanille*', ' Allergènes: Peut contenir des traces de gluten', 'oeuf', 'fruits à coque', 'sulfites et lupin', "" * Issus de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",35.4 g,en quantité élevée,21.1 g,en quantité élevée,49.6 g,en quantité élevée,0.25 g,en faible quantité,?,,561,+1%,2347 kj(561 kcal),+2%,"35,4",+3%,"21,1",+8%,"50,8",-2%,"49,6",+1%,9,+26%,"0,25",+7%,"0,1",+7%,28,+10%,E,+10%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,['Patisdecor'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,250 g,['E322i - Lécithine'],['Gluten'],4,,,,,,
150,Binden,5029053563473,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Stück'],,,,,,,,,,,,,,
151,Sperzie bonen,8718906117587,,,"['France', 'Pays-Bas']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,White passion pralines au chocolat blanc fourrees a la pistache - 120g,8002325611659,,,['France'],[],[],,,,,,,,,?,,540,,2259 kj(540 kcal),,"31,7",,21,,"55,3",,"48,8",,"6,7",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,120 g,,,,,,,,,
153,Aubergines grillées à l'huile - Philia,3520832130180,,,['France'],[],[],,,,,,,,,?,,53,,222 kj(53 kcal),,"3,3",,"0,49",,"1,9",,"1,3",,"0,78",,"3,3",,"1,32",,,,,,,,,,,,,,['Philia'],,,,,,,,,,,,,
154,Peperoni grigliati,80409786,,,"['France', 'Pays-Bas']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Meringues parfum passion,3760074879168,C,"['Biscuits et gâteaux', 'Pâtisseries', 'Meringues']",['France'],[],[],,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,?,,,,?,,,,?,,,,,,,,,,75.1%,13.4%,5.0%,3.4%,3.0%,0.0%,72,,,,,,,,,,,,,,,
156,Mele,8710401368471,,,"['France', 'Pays-Bas']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Fruit'],,,,,,,,,,,,,,
157,Arôme Vanille,3660152172016,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,['Arôme vanille'],,,,,,,,,,,,,,
158,Carpaccio de boeuf,2434430020273,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Carpaccio de boeuf']",['France'],[],[],14 g,en quantité modérée,3.3 g,en quantité modérée,0 g,en faible quantité,0.84 g,en quantité modérée,?,,202,-1%,845 kj(202 kcal),-0%,14,-1%,"3,3",+30%,0,-100%,0,-100%,19,-1%,"0,84",+17%,"0,336",+17%,3,+64%,C,+64%,,,,,,,,,,,"['FR 38.051.001 CE', 'Bougé-Chambalud (Isère, France)']",,,,,,,,,,,
159,Cheddar 34 % Râpé Rouge Jeune - 1000g,3481300710306,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages râpés']",['France'],[],[],33 g,en quantité élevée,21.2 g,en quantité élevée,0 g,en faible quantité,1.7 g,en quantité élevée,?,,0,-100%,0 kj(0 kcal),-100%,33,+14%,"21,2",+9%,"1,7",+76%,0,-100%,"24,4",-11%,"1,7",+70%,"0,68",+70%,12,-7%,D,-7%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,1000 g,,,,,,,,,
160,Lapin or chocolat lait,9782035890528,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Aliments de Pâques', 'Lapins en chocolat']",['France'],[],[],41 g,en quantité élevée,24 g,en quantité élevée,29 g,en quantité élevée,0.1 g,en faible quantité,?,,566,+2%,2368 kj(566 kcal),+3%,41,+20%,24,+15%,34,-37%,29,-44%,"9,5",+45%,"0,1",-48%,"0,04",-48%,23,-12%,E,-12%,,,,,,,,,,,,,,,,,,,,,,
161,Miel d'acacia,3770010274032,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,
162,Prunes D'ente Sechees,00006071,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,
163,Gueliz - 100g,7640428470059,,,['France'],[],[],,,,,,,,,?,,587,,2456 kj(587 kcal),,"46,2",,"29,5",,29,,"24,6",,"8,7",,,,,,,,,,,,,,,,,,,['Fabriqué en Italie'],,,100 g,,,,,,,,,
164,Benefit - Harvest Morn,4088600214153,,,['France'],[],[],,,,,,,,,?,,337,,1410 kj(337 kcal),,"6,8",,"3,1",,52,,16,,"5,7",,,,,,,,,,,,,,,,,,['Harvest Morn'],,,,,,,,,,,,,
165,Gedroogde ontpitte pruimen,8716797511002,,,"['France', 'Pays-Bas']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Tutti frutti,8716797511101,,,"['France', 'Pays-Bas']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['stück'],,,,,,,,,,,,,,
