,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,packaging,labels,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,generic_name,quantity,ingredients_origins,manufacturing,traceability_code,link,markets,allergens,nutriment_energy_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,palm_ingredients
1134,Ecrasé de Carotte et Betterave - 8 mois - Little Gustave - 200g,3770014719959,['France'],"['Carotte 50%', 'Pomme de terre 35%', 'Betterave 14%', 'Huile de colza 1%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",244,58,244 kj(58 kcal),"1,2","0,1","9,1","3,6","1,3","0,1","0,04",['Little Gustave'],"['Pot', 'verre']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",A,"['Aliments pour bébé', 'Plats principaux pour bébé', 'Petits pots aux légumes pour bébés dès 4-6 mois']",+31%,+29%,+3%,+3%,+38%,+36%,+15%,48.6%,24.6%,10.6%,7.4%,6.2%,2.5%,93,,1,,,,,,,,,,,Ecrasé de Carotte et Betterave,200 g,['France'],,,http://www.littlegustave.com,,,+31%,+119%,+119%,,,
1135,100% whey protein professional,5999100012714,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,Fromage blanc au lait de brebis bio - Vrai,9213220541012,['France'],[],[],?,?,,?,,?,,?,,,['Vrai'],,,C,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs', 'Fromages blancs au lait de brebis', 'Fromage blanc de brebis']",,,,,,,,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,Salade de poulpes et olives,8001796700213,['France'],[],[],?,611,2556 kj(611 kcal),"8,3","1,9","1,8","1,8","1,8",10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,Chouquettes,0208676007228,['France'],[],[],?,417,1745 kj(417 kcal),20,12,50,31,"8,6","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,Délice d’artichaut,8729277534842,['France'],[],[],?,293,1226 kj(293 kcal),30,"3,6","2,7","2,1","1,8","1,4","0,56",,['Capsule en métal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,Buche de chèvre,3523230041379,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,Collagen Pro,5453001866031,['France'],[],[],?,357,1494 kj(357 kcal),"0,2",0,"0,7",0,85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,Jambon Traditionnel fumé au bois de hêtre,2205872004073,['France'],[],[],?,125,523 kj(125 kcal),"4,5","1,5",1,"0,5",20,0,0,,"['Barquette', 'Film en plastique']","['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['DE RP-03001 EG'],,,,,,,,,
1143,Pate a tartiner,03463451,['France'],[],[],?,542,2268 kj(542 kcal),31,"8,6",54,52,"8,5","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,PeptoBol,4926266000737,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,Filet de porc aux aromates,2692502042978,['France'],[],[],?,150,628 kj(150 kcal),"7,9","2,7","0,8","0,7",19,"0,48","0,192",,['Etui en carton'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,3274440007920,3274440007920,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,Noisettes décortiquées non salées,5400606999749,['France'],[],[],?,656,2745 kj(656 kcal),61,"4,4",7,"4,3",15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,Fit& trim,0064992186708,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,Fripon chocolat,3523680449299,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,Pistaches grillées,2609873045927,['France'],[],[],?,621,2598 kj(621 kcal),"44,8","5,5","28,7","7,7","20,9","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,Piemontaise,0209616011817,['France'],[],[],?,244,1021 kj(244 kcal),21,"2,1","7,4",2,"5,7","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,pur via - 380g,0900044157985,['France'],[],[],?,?,,?,,?,,?,,,['pur via'],['Plastique'],,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Édulcorants', 'Stévia et dérivés', 'Sucres']",,,,,,,,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,,,,,,,,,,,,380g,,,,,,,,,,,,
1153,Protein malts,9600324893237,['France'],[],[],?,451,1887 kj(451 kcal),18,14,29,17,43,"0,86","0,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,Bündner Nusstorte,7640165031599,['France'],[],[],?,495,2071 kj(495 kcal),28,11,52,25,"7,4","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,Potion Amour,3770019103012,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,Haribo Starmix,4001686706749,['France'],[],[],?,342,1431 kj(342 kcal),"0,5","0,1",77,47,"6,6",,,['Haribo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,5400265029498,5400265029498,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,Le meraviglie con zucchero,8009030026112,['France'],[],[],?,54,226 kj(54 kcal),32,"3,4",54,15,"8,2","0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,Potion Mental,3770019103043,['France'],[],[],?,4.49,19 kj(4 kcal),"0,06","0,01","1,01","0,84","0,07","1,05","0,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,Potion Détente,3770019103029,['France'],[],[],?,2.77,12 kj(2 kcal),"0,03","0,02","0,5","0,5","0,06","0,62","0,248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,4 Paniers feuilletés,3258561411132,['France'],[],[],?,259,1084 kj(259 kcal),16,"9,1",23,"2,6","6,3","0,96","0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,L’apéro Boules,6720048009424,['France'],[],[],?,418,1749 kj(418 kcal),11,"1,3",63,"2,7",12,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,Gouda Holland,3263858940998,['France'],[],[],?,375,1569 kj(375 kcal),31,22,0,0,23,"1,7","0,68",,['Film en plastique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,Saumon fumé,2316672011458,['France'],[],[],?,205,858 kj(205 kcal),13,"1,9","0,5","0,5",22,"2,7","1,08",,,,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,+11%,+24%,-8%,+1%,+50%,-0%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,13 g,en quantité modérée,1.9 g,en quantité modérée,0.5 g,en faible quantité,2.7 g,en quantité élevée,13,D,,,,,,,,,+11%,-4%,-4%,-1%,-1%,
1165,Les savoureux Biscuits de Virginie - Sablés Saveur Vanille,3760027760376,['France'],[],[],?,395,1653 kj(395 kcal),"17,72","12,05","51,86","21,93","6,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,Aiguillettes de poulet,2227488028533,['France'],[],[],?,?,,?,,?,,?,,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,"['FR 89.069.001 CE', 'Chailley (Yonne, France)']",,,,,,,,,
1167,Filet de haddock,2869722023425,['France'],[],[],?,79,331 kj(79 kcal),"0,6","0,4","0,5","0,4",18,"3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 69.273.112 CE', 'Corbas (Rhône, France)']",,,,,,,,,
1168,Escargots de bourgogne belle grosseur,3043031151027,['France'],[],[],?,80,335 kj(80 kcal),"1,1","0,2","0,9","0,5",16,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,Flocons d’avoine petits,7674029013605,['France'],[],[],?,364,1523 kj(364 kcal),"6,9","0,6",56,"1,2",14,0,0,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Flocons laminés', ""Flocons d'avoine""]",,-1%,-3%,-52%,-6%,-27%,+14%,82.4%,1.1%,6.8%,7.0%,2.7%,0.0%,79,,,6.9 g,en quantité modérée,0.6 g,en faible quantité,1.2 g,en faible quantité,0 g,en faible quantité,-1,A,,,,,,,,,-2%,-100%,-100%,,,
1170,Pain complet,3700462040909,['France'],[],[],?,260,1088 kj(260 kcal),"1,6","0,4",2,2,11,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,miel de sarrasin - 250g,3770005317485,['France'],[],[],?,?,,?,,?,,?,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de sarrasin']",,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,250 g,,,,,,,,,,,,
1172,Durra Pickled Cucumber (350),6210241051196,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,Roastbeef,2151097005152,['France'],[],[],?,121,506 kj(121 kcal),3,"1,2","0,5","0,5",23,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,Morbier au lait cru,2218588021975,['France'],[],[],?,357,1494 kj(357 kcal),29,20,1,1,"23,9","1,39","0,556",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 25.041.001 CE', 'Bannans (Doubs, France)']",,,,,,,,,
1175,Cereal bar,5056379536966,['France'],[],[],?,334,1397 kj(334 kcal),10,"3,7",38,"9,7",15,"0,66","0,264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,Munster fermier,2487017042113,['France'],[],[],?,365,1527 kj(365 kcal),26,17,"0,5",0,21,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,Saucisse metka,2205630003256,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Viandes', 'Charcuteries', 'Saucisses']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 62.727.002 CE', 'Ruitz (Pas-de-Calais, France)']",,,,,,,,,
1178,Saucisse de Toulouse,2457634033726,['France'],[],[],?,167,699 kj(167 kcal),10,"4,1","2,1","0,8",16,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 31.516.009 CE', 'Saint-Sauveur (Haute-Garonne, France)']",,,,,,,,,
1179,Bioporc,3483190092234,['France'],[],[],?,106,444 kj(106 kcal),"2,7","0,9","0,6","0,6",20,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,Filets de poulet,2600258063109,['France'],[],[],?,110,460 kj(110 kcal),"1,6","0,5","0,5","0,5",24,"0,11","0,044",,,"['Nutriscore', 'Nutriscore A']",D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,-16%,-44%,-33%,+4%,+106%,+5%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,1.6 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,0.11 g,en faible quantité,-4,A,,,,,,,,,-15%,-85%,-85%,,,
1181,8696236305617,8696236305617,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,8691837004259,8691837004259,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,Assortiment choucroute,2846284064226,['France'],[],[],?,166,695 kj(166 kcal),12,"4,8","5,8","1,68","8,2","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 56.246.008 CE', 'Sourn (Morbihan, France)']",,,,,,,,,
1184,Fecule de pomme de terre,3359810327003,['France'],[],[],?,323,1351 kj(323 kcal),0,0,"80,7",0,"0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,Moras congeladas,8411554103208,['France'],[],[],?,43,180 kj(43 kcal),"0,4","0,03","9,8","8,1","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,Vin medoc,3760052378300,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,Jus de pomme,3770012020071,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,Tapenade noire,3346040151065,['France'],[],[],?,303,1268 kj(303 kcal),"32,5","4,4",0,0,"1,3","1,25","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,Escalope de poulet,2447040020403,['France'],[],[],?,113,473 kj(113 kcal),"2,3","0,7","0,1","0,1",23,"0,1","0,04",,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 56.101.004 CE', 'Languidic (Morbihan, France)']",,,,,,,,,
1190,pruneaux raisins parfumés à l'armagnac - Fruit Gourmet - 200g,3452514041197,['France'],"['Pruneaux entiers origine France ', '14%', ' Raisins Golden séchés origine Chili ', '10%', ' ', 'dont huile de tournesol et antioxydant E220', ' - Sirop : eau', 'sucre Amagnac 2%', 'arôme', ' Alcool: maximum 1,2% du volume', ' Contient des sulfites', ' Contient des noyaux']",[],?,?,,"0,13",,33,15,"0,7","0,02","0,008",['Fruit Gourmet'],['Verre'],,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,200 g,,['France'],,,,['Anhydride sulfureux et sulfites'],,,,,,
1191,Wudy zero,8008110006976,['France'],[],[],?,193,808 kj(193 kcal),15,"4,8","0,5","0,5",14,"2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,Boule tradition 400 g marin,0260035009847,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,Banane,2824059012078,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,Cantucci Al Cioccolato,8054377609115,['France'],[],[],?,445,1862 kj(445 kcal),"14,1","7,4","71,5","41,8","7,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,Artisan pizza,5600961130003,['France'],[],[],?,234,979 kj(234 kcal),"5,4","2,7",39,"1,3","6,4",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,Fleur de sel de camargue,3760171230343,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,Poulet cuit,2209709706307,['France'],[],[],?,170,711 kj(170 kcal),"9,6","2,8",1,"0,9",20,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,Filet de poulet,0217230048348,['France'],[],[],?,138,577 kj(138 kcal),"5,9","1,7",0,0,20,"0,15","0,06",,"['Barquette', 'Film en plastique']","['Nutriscore', 'Nutriscore A']",D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,+5%,+105%,+128%,-100%,-100%,-12%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,5.9 g,en quantité modérée,1.7 g,en quantité modérée,0 g,en faible quantité,0.15 g,en faible quantité,-3,A,,,,,,,,,+6%,-80%,-80%,,,
1199,"Quinoa crémeux à la tomate, butternut bio & patate douce - Seazon",3701456305554,['France'],[],[],?,85,356 kj(85 kcal),3,1,10,2,3,1,"0,4",['Seazon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,Chicken powder - Knorr,8712100767104,['France'],[],[],?,5,21 kj(5 kcal),"0,5","0,1","0,8","0,6","0,5","0,65","0,26",['Knorr'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,Il ragu,8018872002383,['France'],[],[],?,?,,?,,?,,?,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,Filet de poulet blanc,3250392076245,['France'],[],[],?,?,,?,,?,,?,,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,Mini madeleines parfum pistache,3286790114494,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,Chicken ranch,3683080555492,['France'],[],[],?,497,2079 kj(497 kcal),51,"4,3","8,1",7,"0,5","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,Amandes supeme grillées sans se,7141261091963,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 13214G', 'Marseille 14e  Arrondissement (Bouches-du-Rhône, France)']",,,,,,,,,
1206,Biere pur malt sans gluten,3272460124399,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,2730384004834,2730384004834,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,Thon Blanc Germon à L'Huile D'Arachide,3022655110344,['France'],[],[],?,106,444 kj(106 kcal),"25,2","4,8","0,2","0,2","23,5","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,Alprose,7610209053696,['France'],[],[],?,543,2272 kj(543 kcal),"32,8","18,6",53,51,"6,9","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,Pain aix grainee et farine legimineuse,0260820009847,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,Jus ananas,1918494440655,['France'],[],[],?,46,192 kj(46 kcal),"0,5","0,1",11,11,"0,5",0,0,,,,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'ananas""]",,-6%,+176%,+240%,-6%,-2%,+41%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,0.5 g,en faible quantité,0.1 g,en faible quantité,11 g,en quantité élevée,0 g,en faible quantité,5,C,,,,,['FSC-C020428'],,,,-7%,-100%,-100%,-3%,-3%,
1212,PEA PROTEIN PURE BERLIN POWER,4260593956962,['France'],[],[],?,402,1682 kj(402 kcal),"6,9","1,5","3,7","0,1",79,"3,7","1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,Yaourt brassé Noisette,3770011182190,['France'],[],[],?,107,448 kj(107 kcal),"4,9","2,1","12,1","12,1","3,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,petits pots vanille chocolat & vanille fraise -,3528161507093,['France'],[],[],?,177,741 kj(177 kcal),"7,95","5,9",22,22,"4,3",,,,,"['Nutriscore', 'Nutriscore D']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,Poulet jaune fermier,0263213041523,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,Luxury Iced Rich Fruit Cake with Brandy,5055801116400,['France'],[],[],?,358,1498 kj(358 kcal),"8,7","2,7",66,51,"3,9","0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,Terrine traditonnelle pur porc,3382562339611,['France'],[],[],?,326,1364 kj(326 kcal),30,11,"1,4","0,6",14,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,Chocolat Biologique 72%,074344,['France'],[],[],?,574,2402 kj(574 kcal),43,25,30,25,"8,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,Truite fummee 4 tr,2607933039367,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,Le Granola Super Pépites Berrylicious,3770015981157,['France'],[],[],?,429,1795 kj(429 kcal),"17,5","3,9","53,7","15,8","11,2","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,Riz de cuisine au riz de Camargue,3259011246724,['France'],[],[],?,151,632 kj(151 kcal),11,"1,2",13,"6,4","0,5","0,16","0,064",,,"['Bio', 'Bio européen', 'Nutriscore', 'Nutriscore C', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,Mozzarella di bufala,3251223005038,['France'],[],[],?,247,1033 kj(247 kcal),21,14,"0,5","0,5",14,"0,6","0,24",,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Fromages au lait de bufflonne', 'Mozzarella', 'Mozzarella de bufflonne']",,-8%,-9%,-11%,-33%,-19%,-3%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,21 g,en quantité élevée,14 g,en quantité élevée,0.5 g,en faible quantité,0.6 g,en quantité modérée,10,C,,,,,,,,,-8%,-2%,-2%,-2%,-2%,
1223,Madeleine Melanie,3051100103013,['France'],[],[],?,423,1770 kj(423 kcal),19,12,55,33,"5,8","0,64","0,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,Andouille de gueule à  l ancienne,0211614002568,['France'],[],[],?,269,1125 kj(269 kcal),"22,4","11,3","0,5","0,5","16,3","2,42","0,968",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,Amountanage,3256813111229,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,Cantal Entre Deux AOP,3760038271700,['France'],[],[],?,?,,?,,?,,?,,,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Cantal']",,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,Crème fraîche,3267031500559,['France'],[],[],?,402,1682 kj(402 kcal),42,"28,5","4,1","2,2","1,9","0,1","0,04",,,,C,"['Produits laitiers', 'Crèmes', 'Crèmes fraîches']",,+38%,+42%,+43%,+25%,-23%,-19%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,42 g,en quantité élevée,28.5 g,en quantité élevée,2.2 g,en faible quantité,0.1 g,en faible quantité,15,D,,,,,,,,,+40%,+18%,+18%,+15%,+15%,
1228,Daube à la provençale,3700630100039,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,Huile d’olive de noel extra vierge,3760053000323,['France'],[],[],?,823,3443 kj(823 kcal),92,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,Composition stimulante,3760200980409,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,Palet breton,3328481290923,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,Salsa tartufata,8005695004922,['France'],[],[],?,221,925 kj(221 kcal),21,"3,6","2,1",0,"4,1","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,Pizza Bayonnaise,0208855044617,['France'],[],[],?,242,1013 kj(242 kcal),13,"6,5",17,"1,99",14,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,Cidr’Aigre,3760072380017,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
