,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,additives,allergens,nova_score,generic_name,quantity,packaging,manufacturing,traceability_code,markets,ingredients_origins,link,origin_detail,producer_info,palm_ingredients
914,Crevettes décortiquées - Delpierre - 240g,3336374403848,['France'],"['Crevettes', 'sel', 'conservateur : E202', 'antioxydant : E223 ', 'sulfites', 'acidifiant: E330']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",343,81,343 kj(81 kcal),"0,5","0,2","0,5",0,19,"1,5","0,6",D,"['Produits de la mer', 'Crustacés', 'Crevettes']",,0.5 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,1.5 g,en quantité modérée,-14%,-24%,-22%,-77%,-56%,-54%,-100%,+4%,+2%,+2%,2,-20%,B,-20%,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,['Delpierre'],"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']","['Crustacés', 'Anhydride sulfureux et sulfites']",3,Crevettes décortiquées cuites réfrigérées,240 g,"['Barquette', 'sous atmosphère']",['Transformé en France'],"['FR 44.150.001 CE', 'Saint-Aignan-Grandlieu (Loire-Atlantique, France)']",,,,,,
915,A poeler crevettes marinées ail et persil - Delpierre,3336374404111,['France'],[],[],?,188,787 kj(188 kcal),12,"1,4","1,5",0,19,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delpierre'],,,,,,,,,,,,,,
916,calamars - Delpierre,3336374600322,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delpierre'],,,,,,,,,,,,,,
917,Petites Seiches Marinées Ail et Persil - Delpierre - 180g,3336374700053,['France'],"['Seiches 75%', 'huiles de tournesol et de colza', 'épices et plantes aromatiques ', 'dont ail 1', '3% et persil 0', '5%', 'sel', ""vinaigre d'alcool"", 'arômes naturels ', 'lait', "" et extraits d'épices"", 'conservateurs : E202', 'acidifiants: E330-E331', 'maltodextrine', ""extrait d'acérola"", 'extrait de poireau']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",722,174,722 kj(174 kcal),14,"1,7","1,8",0,10,"2,3","0,92",,"['Snacks', 'Snacks salés', 'Produits de la mer', 'Apéritif', 'Mollusques', 'Seiche']","['Point Vert', 'Fabriqué en France']",14 g,en quantité modérée,1.7 g,en quantité modérée,0 g,en faible quantité,2.3 g,en quantité élevée,+31%,+23%,+22%,+100%,+26%,-50%,-100%,-31%,+109%,+109%,13,+444%,D,+444%,,,,,,,,['Delpierre'],"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E331 - Citrates de sodium']","['Lait', 'Mollusques', 'Anhydride sulfureux et sulfites']",4,Seiches cuites réfrigérées ail et persil,180g,"['Plastique', 'Barquette', 'Frais']","['Loire-Atlantique', 'France', '44860']","['FR 44.150.001 CE', 'Saint-Aignan-Grandlieu (Loire-Atlantique, France)']",['Franprix'],,http://www.delpierre.com/nos-produits/rayons/poissonnerie.php,,,
918,Petites seiches marinées au pesto - Delpierre,3336374700107,['France'],[],[],?,139,582 kj(139 kcal),10,"1,43",0,0,11,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delpierre'],,,,,,,,,,,,,,
919,Taboulé moule crevette à la provençale - Delpierre,3336374905311,['France'],[],[],?,178,745 kj(178 kcal),"9,1","1,1",17,"2,1","6,9","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delpierre'],,,,,,,,,,,,,,
920,Sauce oseille - Delpierre - 150g (3x50g),3336377500094,['France'],"['Eau', 'crème fraiche 26 %', 'oseille 8 %', 'beurre', 'vin blanc 3 % ', 'contient sulfites', 'amidon modifié de maïs', 'échalote 2 %', 'moutarde ', 'contient : eau', 'graines de moutarde', ""vinaigre d'alcool"", 'jus de citron', 'sel', 'sucre', 'arômes naturels ', 'contient lait', 'crustacés', 'mollusques', 'poissons', 'acidifiant : acide citrique', 'épaississant : gomme xanthane', 'poivre,']",['Non végétalien'],644,?,644 kj(154 kcal),14,"9,4",6,"2,9","1,1","1,4","0,56",,"['Epicerie', 'Sauces', ""Sauces à l'oseille""]",['Sans arômes artificiels'],14 g,en quantité modérée,9.4 g,en quantité élevée,2.9 g,en faible quantité,1.4 g,en quantité modérée,,,+35%,+31%,+55%,+35%,+150%,+12%,+22%,+22%,16,+44%,D,+44%,,,,,,,,['Delpierre'],"['E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E415 - Gomme xanthane']","['Crustacés', 'Poisson', 'Lait', 'Mollusques', 'Moutarde', 'Anhydride sulfureux et sulfites']",4,,150 g (3x50 g),"['Carton', 'Sachets']",['France'],"['FR 84.080.013 CE', 'Monteux (Vaucluse, France)']",,,,,,
921,Dos de colin d'alaska - Delpierre,3336377518037,['France'],[],[],?,79,331 kj(79 kcal),"0,7","0,3",0,0,18,"0,22","0,088",E,"['Produits de la mer', 'Poissons', 'Colins', ""Lieu d'Alaska cru"", ""Dos de Colin d'Alaska""]",['Sans conservateurs'],0.7 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,0.22 g,en faible quantité,,-37%,-35%,-82%,-44%,-100%,-100%,+26%,-60%,-60%,-5,,A,,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,['Delpierre'],,,,,,,,,,,,,,
922,Galette de blé noir,3336412143019,['France'],[],[],?,172,720 kj(172 kcal),"2,4","0,3",32,"0,5","5,8",1,"0,4",B,"['Crêpes et galettes', 'Galettes', 'Galettes de blé noir']",['Sans conservateurs'],2.4 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,1 g,en quantité modérée,,-3%,-3%,-38%,-81%,+17%,-30%,-15%,-24%,-24%,3,-42%,C,-42%,31.3%,30.2%,19.0%,10.8%,8.7%,0.0%,96,,,,,,,,,"['EMB 22093K', ""Lamballe (Côtes-d'Armor, France)""]",,,,,,
923,6 Crêpes en Cuisine - Crêperie Bernard Jarnoux - 6*50g - 300g,3336413246412,['France'],"['Lait frais entier', 'farine de blé ', 'froment', 'eau', 'oeufs entiers frais', 'sel']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,216,904 kj(216 kcal),"4,1","1,9","35,8","3,4","8,2","1,475","0,59",B,"['Frais', 'Crêpes et galettes', 'Crêpes', 'Crêpes de froment']","['Sans conservateurs', 'en:produced-in-bretagne']",4.1 g,en quantité modérée,1.9 g,en quantité modérée,3.4 g,en faible quantité,1.47 g,en quantité modérée,,-26%,-26%,-47%,-35%,-24%,-83%,+7%,+87%,+87%,3,-71%,C,-71%,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,['Crêperie Bernard Jarnoux'],,"['Œufs', 'Gluten', 'Lait']",3,Crêpes de froment,6*50 g - 300 g,"['Plastique', 'Atmosphère protectrice', 'Frais']","['Lamballe', ""Côtes d'Armor"", 'Bretagne', 'France']","['FR 22.093.041 CE', ""Lamballe (Côtes-d'Armor, France)"", 'EMB 22093K', ""Lamballe (Côtes-d'Armor, France)""]","['Leclerc', 'E.Leclerc']",,,,,
924,Galettes bretonnes -,3336413246504,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,2 Galettes Champignons - Lardons - Emmental - Crèperie Jarnoux - 300g (2 * 150g),3336413246511,['France'],"['Galette de blé noir ', '50 %', ' : Eau', 'farine de blé noir 33 % ', 'sarrasin', 'sel de Guérande 1 %', '\rGarniture ', '50 %', ' : emmental râpé ', 'contient lait', ' 26 %', 'lardons cuits fumés au bois de hêtre 13 %', 'poitrine de porc', 'eau', 'sel', 'dextrose', 'conservateurs : érythorbate de sodium et nitrite de sodium', 'champignons de Paris 23 %', 'crème ', 'crème ', 'contient lait', 'stabilisant : carraghénanes', 'oignon', 'eau', 'amidon transformé de pomme de terre', 'poivre']","['Non végétalien', 'Non végétarien']",874,?,874 kj(209 kcal),11,"6,7",17,"2,6","9,4","1,2","0,48",,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au porc', 'Réfrigérés', 'Plats préparés à réchauffer au micro-ondes', 'Plats préparés réfrigérés', 'Galettes garnies']","['Point Vert', 'Au sel de Guérande', 'Farine de sarrasin français']",11 g,en quantité modérée,6.7 g,en quantité élevée,2.6 g,en faible quantité,1.2 g,en quantité modérée,+15%,,+17%,+39%,+49%,-2%,+157%,+9%,+1%,+1%,11,+50%,D,+50%,,,,,,,,['Crèperie Jarnoux'],"['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés']","['Gluten', 'Lait']",4,2 Galettes Champignons - Lardons - Emmental,300 g (2 * 150 g),"['Barquette', 'Film', 'Plastique', 'Frais', 'Sous atmosphère protectrice']","['Bretagne', 'France']","['FR 22.093.041 CE', ""Lamballe (Côtes-d'Armor, France)"", 'EMB 22093K', ""Lamballe (Côtes-d'Armor, France)""]",,['France'],,,,
926,4 crêpes mille trous - ???,3336413246658,['France'],"['MilleTYous 4 Baghrirs à la semoule de blé - à déguster réchauffés bvédients : Eau', 'semoule de BLE 20%', 'Valeurs nutrifonnells pour 100 g : énergie faFcne entiers frais', 'poudresà 738 kJ/']",[],?,738,3088 kj(738 kcal),"1,67","0,33",31,"3,8","8,1","2,4","0,96",B,"['Crêpes et galettes', 'Crêpes']",,1.67 g,en faible quantité,0.33 g,en faible quantité,3.8 g,en faible quantité,2.4 g,en quantité élevée,,+141%,+139%,-83%,-91%,-32%,-82%,+13%,+196%,+196%,19,+57%,E,+57%,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,['???'],,['Gluten'],,,,,,"['FR 22.093.041 CE', ""Lamballe (Côtes-d'Armor, France)"", 'EMB 22093K', ""Lamballe (Côtes-d'Armor, France)""]",,,,,,
927,8 crêpes moelleuses saveur chocolat - Sans marque - 200g,3336413246788,['France'],"['Eau', 'sucre de canne 15 %', 'farine de blé ', 'contient GLUTEN', 'OEUFS entiers frais', 'LAIT écrémé en poudre', 'huile végétale de colza', 'beurre concentré ', 'contient LAIT', 'cacao maigre en poudre 2 %', 'arôme']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1207,?,1207 kj(288 kcal),"11,4","3,5",37,"24,3","8,5","0,2","0,08",D,"['Plats préparés', 'Crêpes et galettes', 'Crêpes', 'Crêpes fourrées', 'Crêpes fourrées au chocolat', 'Crêpes sucrées']",,11.4 g,en quantité modérée,3.5 g,en quantité modérée,24.3 g,en quantité élevée,0.2 g,en faible quantité,-30%,,-34%,-44%,-43%,-34%,-32%,+26%,-75%,-75%,10,-50%,C,-50%,76.5%,14.2%,4.3%,3.0%,2.0%,0.0%,53,"['Sans marque', 'Creperie Jarnoux']",,"['Œufs', 'Gluten', 'Lait']",4,,200 g,"['Sachet', 'Plastique']","['Bretagne', 'France']","['EMB 22093K', ""Lamballe (Côtes-d'Armor, France)"", 'FR 22.093.041 CE', ""Lamballe (Côtes-d'Armor, France)""]",['Carrefour'],,,,,
928,Galettes de Sarrasin - Bernard Jarnoux,3336413246832,['France'],[],[],?,185,774 kj(185 kcal),?,"0,4",?,"0,9","6,5","1,6","0,64",,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bernard Jarnoux'],,,,,,,,"['FR 22.093.041 CE', ""Lamballe (Côtes-d'Armor, France)""]",,,,,,
929,Crepe bretonne,3336413246849,['France'],[],[],?,310,1297 kj(310 kcal),"7,7","3,9","51,1","18,1","8,1","0,29","0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,6 Crêpes Bretonnes au Beurre - CREPERIE JARNOUX,3336413246856,['France'],"['LAIT entier frais 30%', 'farine de blé ', 'contient GLUTEN', 'œuf entier frais 23%', 'sucre de canne', 'beurre concentré 2,7% ', 'contient LAIT', 'arôme vanille', 'sel', ' Pourcentages exprimés sur le total de la recette']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,310,1297 kj(310 kcal),"7,7","3,9","51,1","18,1","8,1","0,29","0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['CREPERIE JARNOUX'],,"['Gluten', 'Lait']",4,,,,,"['EMB 22093K', ""Lamballe (Côtes-d'Armor, France)""]",,,,,,
931,6 crêpes de froment au sucre de canne - Bernard Jarnoux - 300g (6pièces de 30g),3336413246870,['France'],"['lait entier frais 31%', 'farine de blé ', 'contient gluten', ' 26%', 'oeufs entiers frais 24%', 'sucre de canne 14%', ' beurre concentré ', 'contient lait', 'sel']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",1308,310,1308 kj(310 kcal),"7,7","3,9","51,1","18,1","8,1","0,29","0,116",B,"['Crêpes et galettes', 'Crêpes', 'Crêpes de froment']","['Oeufs de France', 'Lait Français', 'en:produced-in-bretagne', 'Blé français']",7.7 g,en quantité modérée,3.9 g,en quantité modérée,18.1 g,en quantité élevée,0.29 g,en faible quantité,+12%,+7%,+7%,-0%,+34%,+9%,-11%,+6%,-63%,-63%,9,-14%,C,-14%,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,['Bernard Jarnoux'],,"['Gluten', 'Lait']",3,,300 g (6 pièces de 30 g),['Sachet plastique'],['Lamballe'],"['FR 22.093.041 CE', ""Lamballe (Côtes-d'Armor, France)"", 'EMB 22093K', ""Lamballe (Côtes-d'Armor, France)""]",['Carrefour'],,,,,
932,"24 Blinis Cocktail, Poivrons Marinés et Piquillos - L'Apéritif - 72g",3336413246924,['France'],"['Farine de BLÉ', 'LAIT frais entier', 'préparation à base de poivrons mi-séchés et poivrons piquillos 18 % ', 'poivrons mi-séchés 50,3 % ', 'poivrons rouges 64 %', 'sucre', 'vinaigre', 'sel', 'acidifiant : acide citrique', 'épaississant : chlorure de calcium', 'huile de tournesol', 'poivrons piquillos 14', '8% ', 'poivrons piquillos 76 %', 'eau', 'sucre', 'sel', 'acidifiant : acide citrique', 'épaississant : chlorure de calcium', 'sucre', 'concentré de tomates', ""huile d'olive vierge extra"", 'ail', 'sel', 'jus de citron concentré ', 'eau', 'jus de citron', 'acidifiant : acide citrique', 'conservateur : acide sorbique', 'œufs frais entiers', 'eau', 'huile de colza', 'poudre à lever ', 'diphosphate disodique', 'carbonate de sodium', 'amidon de BLÉ', 'sucre de canne', 'sel de Guérande']",['Non végétalien'],1245,?,1245 kj(298 kcal),"14,9","2,3","32,6","4,4","7,6","1,67","0,668",B,"['Snacks', 'Snacks salés', 'Apéritif', 'Blinis']",['Point Vert'],14.9 g,en quantité modérée,2.3 g,en quantité modérée,4.4 g,en faible quantité,1.67 g,en quantité élevée,+11%,,+14%,+41%,+62%,-2%,+0%,+20%,+23%,+23%,10,+48%,C,+48%,71.0%,15.7%,8.4%,4.3%,0.6%,0.0%,87,"[""L'Apéritif"", 'Crêperie Jarnoux']","['E330 - Acide citrique', 'E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E450i - Pyrophosphate de sodium acide', 'E500i - Carbonate de sodium']","['Œufs', 'Gluten', 'Lait']",4,,72 g,"['Frais', 'Plastique']",['France'],"['FR 22.093.041 CE', ""Lamballe (Côtes-d'Armor, France)"", 'EMB 22093K', ""Lamballe (Côtes-d'Armor, France)""]",['Carrefour'],,,,,
933,24 Blinis Cocktail Tomates Confites et Basilic - L'Apéritif - 72g,3336413246931,['France'],"['Farine de BLÉ', 'LAIT frais entier', 'préparation à base de tomates et de basilic 16,5 % ', 'tomates 81 %', 'basilic 10 %', 'ail', 'sucre', 'acidifiant : acide citrique', 'conservateur : sorbate de potassium', 'eau', 'OEUFS frais entiers', 'huile de colza', 'poudre à lever ', 'diphosphate disodique', 'carbonate de sodium', 'amidon de BLÉ', 'sucre de canne', 'sel de Guérande']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",961,?,961 kj(230 kcal),"9,2","1,6",28,"3,4","7,5","1,51","0,604",B,"['Snacks', 'Snacks salés', 'Apéritif', 'Blinis', 'Produits décongelés']","['Point Vert', 'Fabriqué en France']",9.2 g,en quantité modérée,1.6 g,en quantité modérée,3.4 g,en faible quantité,1.51 g,en quantité élevée,-15%,,-26%,-39%,-73%,-12%,-73%,-15%,+30%,+30%,0,-100%,B,-100%,71.0%,15.7%,8.4%,4.3%,0.6%,0.0%,87,"[""L'Apéritif"", 'Crêperie Jarnoux']","['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E450i - Pyrophosphate de sodium acide', 'E500i - Carbonate de sodium']","['Œufs', 'Gluten', 'Lait']",4,24 Blinis Cocktail Tomates Confites et Basilic,72 g,"['Frais', 'Plastique', 'Atmosphère protectrice']",,"['FR 22.093.041 CE', ""Lamballe (Côtes-d'Armor, France)"", 'EMB 22093K', ""Lamballe (Côtes-d'Armor, France)""]",['Carrefour'],,,,,
934,Crêpes fines - Bernard JARNOUX,3336413246955,['France'],"['aet', ""a-atd'a"", 'yuzo«z CRÊPIER Kil—- 300g Bon appétit ', ' Halon digoa !']",[],?,310,1297 kj(310 kcal),"7,7","3,9","51,1","18,1","8,1","0,29","0,116",,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bernard JARNOUX'],,,,,,,,,,,,,,
935,16 mini blinis au beurre -,3336413247020,['France'],[],[],?,275,1151 kj(275 kcal),"13,8","7,6","29,9","3,4","6,7","1,77","0,708",B,"['Snacks', 'Snacks salés', 'Apéritif', 'Blinis']",,13.8 g,en quantité modérée,7.6 g,en quantité élevée,3.4 g,en faible quantité,1.77 g,en quantité élevée,,+6%,+6%,+30%,+435%,-10%,-22%,+6%,+30%,+30%,17,+152%,D,+152%,71.0%,15.7%,8.4%,4.3%,0.6%,0.0%,87,,,,,,,,,,,,,,,
936,Galettes de blé noir,3336413247044,['France'],[],[],?,169,707 kj(169 kcal),"1,6","0,3",31,"0,5","5,8","1,3","0,52",B,"['Crêpes et galettes', 'Galettes', 'Galettes de blé noir']",,1.6 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,1.3 g,en quantité modérée,,-5%,-5%,-59%,-81%,+14%,-30%,-15%,-2%,-2%,4,-22%,C,-22%,31.3%,30.2%,19.0%,10.8%,8.7%,0.0%,96,,,,,,,,,,,,,,,
937,Galette de blé noir - Franprix - 200g,3336413247068,['France'],"['Eau ? farine de blé noir* ', 'origine UE', ' 45% ? sel de Guérande 1,4%', ' Traces de œuf céréales contenant du gluten', "" * Ingrédient issu de l'agriculture biologique""]",[],?,179,749 kj(179 kcal),"1,5","0,4",33,"0,7","6,8","1,4","0,56",A,"['Crêpes et galettes', 'Galettes', 'Galettes de blé noir']",['Bio'],1.5 g,en faible quantité,0.4 g,en faible quantité,0.7 g,en faible quantité,1.4 g,en quantité modérée,,+1%,+1%,-61%,-75%,+21%,-2%,-0%,+6%,+6%,1,-81%,B,-81%,31.3%,30.2%,19.0%,10.8%,8.7%,0.0%,96,"['Franprix', 'Bio']",,,3,,200g,['papier + opercule plastique'],['Lamballe'],['22093K'],"['Leader Price', 'Franprix']",,,,,
938,"Saucisses de Toulouse - Pruvost Leroy - 0,960kg",3336460000661,['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Toulouse']",,,,,,,,,,,,,,,,,,,,,,,,82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,['Pruvost Leroy'],,,,,"0,960 kg","['Barquette', 'Plastique']",['France'],"['FR 59.183.002 CE', 'Dunkerque (Nord, France)', 'EMB 59183', 'Dunkerque (Nord, France)']",,['France'],,,,
939,"Boudins blancs au Porto - Charcuterie des Flandres - 0,300kg",3336460000876,['France'],"[""Viande de porc issue d'élevages français "", '48 %', 'eau', 'LAIT en poudre', 'amidons', 'caséinates', 'dextrose', 'épices et aromates', 'Porto ', '0,9 %', 'Cognac', 'sel', 'émulsifiants : E450-E452', 'lécithine de SOJA', 'antioxydant : E316', 'acidifiant : E330', 'boyau de porc naturel']",['Non végétalien'],?,?,,?,,?,,?,,,C,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté', 'Boudins blancs au porto']",,,,,,,,,,,,,,,,,,,,,,,,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,['Charcuterie des Flandres'],"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E322i - Lécithine', 'E316 - Érythorbate de sodium', 'E330 - Acide citrique']","['Lait', 'Soja']",4,,"0,300 kg","['Barquette', 'Plastique']",['France'],"['FR 59.183.002 CE', 'Dunkerque (Nord, France)']",,['France'],,,,
940,Merguez - Charcuterie Des Flandres,3336460001576,['France'],"['viande boeuf et de mouton eau sel,gras de boeuf et de mouton acidifiants E263 E326 E262 épices dextrose antioxydants E300 E301 arôme naturel de paprika arôme naturel colorant E120 boyau de mouton naturel']",[],?,259,1084 kj(259 kcal),22,11,"1,7","1,7",14,"1,9","0,76",E,"['Viandes', 'Charcuteries', 'Saucisses', 'Merguez']",,22 g,en quantité élevée,11 g,en quantité élevée,1.7 g,en faible quantité,1.9 g,en quantité élevée,,-2%,-1%,+2%,+20%,-19%,+48%,-2%,-1%,-1%,21,+12%,E,+12%,92.9%,4.8%,1.4%,0.6%,0.3%,0.1%,4,['Charcuterie Des Flandres'],"['E326 - Lactate de potassium', 'E301 - Ascorbate de sodium']",,,,,,,,,,,,,
941,Buchettes de viande - Charcuterie des Flandres,3336460001958,['France'],[],[],?,289,1209 kj(289 kcal),?,"9,3",?,"3,3",17,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Charcuterie des Flandres'],,,,,,,,,,,,,,
942,"Belcantos - Am'baraque à frites - 0,270kg",3336460002382,['France'],"['Porc ', '35 %', ' ', 'viande', 'gras', 'viande de poulet séparée mécaniquement ', '35 %', 'eau', 'chapelure ', 'farine de BLÉ', 'eau', 'levure', 'sel', 'sel', 'légumes déshydratés ', 'oignon', 'paprika', 'SOJA hydrolysé', 'épices', 'exhausteur de goût : E621', 'émulsifiant : E451i', 'poudre végétale ', 'ail', ""poudre d'OEUF"", 'poudre de LAIT', 'épaississant : E418']","['Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,,['Produits panés'],['Charcuterie des Flandres'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Am'baraque à frites"", 'Charcuterie des Flandres']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E451i - TPP', 'E418 - Gomme gellane']","['Œufs', 'Gluten', 'Lait', 'Soja']",4,Belcantos,"0,270 kg","['Barquette', 'Plastique', 'Décongelé']",['France'],"['FR 59.183.002 CE', 'Dunkerque (Nord, France)', 'EMB 59183', 'Dunkerque (Nord, France)']",['Carrefour'],,,,,
943,Saucisse au chorizo,3336461400071,['France'],[],[],?,233,975 kj(233 kcal),18,"7,2","2,2","2,2",16,"1,6","0,64",,,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Chipolata roulée -,3336461700171,['France'],[],[],?,201,841 kj(201 kcal),14,"5,5","0,7","0,5",17,"1,5","0,6",E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,14 g,en quantité modérée,5.5 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,,-16%,-16%,-26%,-24%,-40%,-21%,+10%,-17%,-17%,13,-22%,D,-22%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,,,,,
945,Farce pur porc -,3336461700232,['France'],[],[],?,260,1088 kj(260 kcal),20,"7,6","3,6","0,5",16,2,"0,8",,"['Viandes', 'Préparations de viande', 'Préparations de viande hachée', 'Farces']",,20 g,en quantité modérée,7.6 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,,+8%,+10%,+10%,+14%,+53%,-49%,+9%,+12%,+12%,18,+12%,D,+12%,,,,,,,,,,,,,,,,,,,,,,
946,"Cheveux d'ange à la Bolognaise - Charcuterie des Flandres - 0,450kg",3336461800420,['France'],[],[],1065,257,1065 kj(257 kcal),22,12,"0,5","0,5",14,"1,5","0,6",,"['Viandes', 'Viandes fraîches', 'Préparations de viande', 'Préparations de viande fraîches', 'Préparations de viande hachée', 'Préparations de viande hachées fraîches']",,22 g,en quantité élevée,12 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,+37%,+21%,+25%,+51%,+109%,-78%,-27%,-10%,+34%,+34%,19,+93%,E,+93%,,,,,,,,['Charcuterie des Flandres'],,,,,"0,450 kg","['Barquette', 'Plastique']",['France'],"['FR 59.183.002 CE', 'Dunkerque (Nord, France)', 'EMB 59183', 'Dunkerque (Nord, France)']",,,,,,
