,name,bar_code,eco_score,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,generic_name,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,palm_ingredients,traceability_code,allergens,producer_info,link,brand_owner
0,La goutte de miel - 400g,3770005317249,A,400 g,"['Bocal', 'Verre', 'Couvercle métal']","['La Goutte de miel', 'Michaël Millet Apiculteur']","['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels-de-bretagne']","['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-01', 'Récolté en France', 'en:agriculture-france', 'en:recolte-en-bretagne', 'Agriculture France']",['France'],['Michaël Millet Apiculteur 35490 Vieux-Vy/Couesnon'],['Biocoop'],['France'],['Miel 100%'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,?,,?,,?,,?,,?,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Buche crème au beurre vanille,2030503947999,,,,,,,,,,['France'],[],[],,?,,390,,"23,9",,"39,4",,"3,8",,,,,,,,,1632 kj(390 kcal),"15,5","34,9","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,
2,marzipan butter cookies,8594193760411,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Foie gras de canard entier mi-cuit,2001200002274,B,,,,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,,,,['France'],[],[],,?,,?,,?,,?,,?,,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Aubergine en huile,5285001291366,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Baguette d'illkirch 250g - 250g,2030000026166,,250 g,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Benn Bio WAY chocolat,3770009355100,,,,,,['Bio'],,,,['France'],[],[],,?,,387,,"6,8",,"14,6",,"66,1",,,,,,,,,1619 kj(387 kcal),"4,3","9,8","2,34","0,936",,,,,,,,,,,,,,,,,,,,,,,,,
7,Émincés de Poulet - Délices & Snacks - 1kg,3760116247900,D,1 kg,['Congelé'],['Délices & Snacks'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,['Union européenne'],,,['France'],"['filet de poulet ', '90%', 'eau', 'fécule de tapioca', 'maltodextrine', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,356,-27%,?,,1,-65%,"2,6",+443%,16,-30%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,356 kj(85 kcal),"0,3","0,1","1,7","0,68",Emincé de filet de poulet cuits rôtis,1 g,en faible quantité,0.3 g,en faible quantité,0.1 g,en faible quantité,1.7 g,en quantité élevée,-34%,-60%,-59%,+127%,+127%,3,,C,,,,,,,,
8,Dates premium - 3kg,6135527000081,,3 kg,,,,,,,,['France'],[],[],,?,,306,,"0,2",,70,,"2,2",,,,,,,,,1280 kj(306 kcal),0,70,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
9,Algues grillees,0087703153684,,,,,,,,,,['France'],[],[],,?,,348,,0,,"43,5",,"43,5",,,,,,,,,1456 kj(348 kcal),0,0,"4,9","1,96",,,,,,,,,,,,,,,,,,,,,,,,,
10,Terrine de campahne aux cèpes - Duc De Pressac,3432770048178,,,,['Duc De Pressac'],['Terrines'],,,,,['France'],[],[],,?,,291,-3%,25,-3%,"2,5",+15%,14,0%,,,,,,,,1218 kj(291 kcal),"8,9",0,"1,8","0,72",,25 g,en quantité élevée,8.9 g,en quantité élevée,0 g,en faible quantité,1.8 g,en quantité élevée,-3%,-6%,-100%,+18%,+18%,18,+2%,D,+2%,,,,,,,
11,Truffes fantaisies - Mathez,3481291010249,,,,['Mathez'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Truffes en chocolat']",,,,,['France'],"['graisses végétales ', 'coprah', 'palmiste', 'sucre cacao maigre en poudre', 'lactosérum en poudre', 'cacao en poudre', 'émulsifiant : lécithines de soja']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,?,,600,+3%,46,+6%,41,+1%,"4,1",-13%,,,,,,,,2510 kj(600 kcal),39,39,"0,12","0,048",,46 g,en quantité élevée,39 g,en quantité élevée,39 g,en quantité élevée,0.12 g,en faible quantité,+3%,+19%,+6%,-8%,-8%,25,+5%,E,+5%,['E322i - Lécithine'],['Huile de palme'],,,,,
12,"Pois Gourmand,",3760055450607,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Pain seigle,0207029009124,,,,,,,,,,['France'],[],[],,?,,232,,3,,43,,8,,,,,,,,,971 kj(232 kcal),1,1,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
14,Foie gras de canard entier - Foie Gras Jacquin,,B,,,['Foie Gras Jacquin'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",['Sans nitrite de sodium'],,,,['France'],"['Foie gras 98%', 'sel et poivre 2%']",[],3,?,,?,,?,,?,,?,,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 46.152.001 CE', 'Lamothe-Fénelon (Lot, France)']",,,,
15,Saumon sauvage Alaska - Kritsen,3321431025798,,,,['Kritsen'],,,,,,['France'],[],[],,?,,127,,"3,4",,0,,24,,,,,,,,,531 kj(127 kcal),"0,7",0,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,
16,A chocokat journey - NewTree,5425008348599,,,,['NewTree'],,"['Bio', 'Bio européen', 'BE-BIO-01']",,,,['France'],[],[],,?,,572,,"44,8",,"27,2",,"8,3",,,,,,,,,2393 kj(572 kcal),"23,6","24,2","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,
17,Miel et Gelée Royale,3537100000083,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Dulce de leche amandes caramelisées,3483640004473,,,,,,,,,,['France'],[],[],,?,,216,,"10,4",,24,,"6,6",,,,,,,,,904 kj(216 kcal),"4,7",18,"0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,
19,40 fish fingers wild caught -,9300633967758,E,,,,"['Produits de la mer', 'Poissons', 'Préparations de poisson', 'Produits panés', 'Poissons panés', 'Batonnets de poisson']",,,,['Woolworths'],"['Australie', 'France']",[],[],,?,,232,+30%,"13,1",+69%,18,+22%,"10,1",-5%,88.5%,2.2%,1.2%,5.1%,0.6%,2.3%,21,971 kj(232 kcal),"2,4","1,7","0,3","0,12",,13.1 g,en quantité modérée,2.4 g,en quantité modérée,1.7 g,en faible quantité,0.3 g,en quantité modérée,+34%,+114%,-4%,-73%,-73%,0,-100%,B,-100%,,,,,,,
20,Tiramisù,8004970136648,E,,,,"['Produits laitiers', 'Desserts', 'Biscuits et gâteaux', 'Desserts lactés', 'Pâtisseries', 'Tiramisu']",,,,,['France'],[],[],,?,,?,,?,,?,,?,,84.5%,12.9%,0.8%,1.3%,0.4%,0.1%,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Pepsi,0012000163159,,,,['Pepsi'],,,,,,['France'],[],[],,?,,0,,0,,0,,0,,,,,,,,,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
22,Tesco Shredless Lemon Marmalade,5054269197884,,,,['Tesco'],,,,,,"['France', 'Royaume-Uni']",[],[],,?,,275,,"0,4",,"67,3",,"0,1",,,,,,,,,1151 kj(275 kcal),"0,2","57,9","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,
23,Lait Cru 1L,3760220140067,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Holi hindou - Meßmer,4002221029873,B,,,['Meßmer'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Infusions aux fruits']","['Agriculture durable', 'en:UTZ Certified']",,,,"['France', 'Allemagne', 'Suisse']","['Citronnelle', 'pomme', ""fruits d'églantier,écorçes d'orange"", 'feuilles de mûre', 'arome ', 'mangue', 'fruit du dragon', 'racine de chicorée torréfiée', 'réglisse', 'hibiscus blanc', 'granulés de fruit du dragon ', 'maltodextrine purée de fruit du dragon', 'granulés de jus de mangue ', 'maltodextrine', 'concentré de jus de manque']",[],4,?,,2,-33%,0,-100%,"0,6",-29%,0,-100%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,8 kj(2 kcal),0,"0,2",0,0,,0 g,en faible quantité,0 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,-38%,-100%,-66%,-100%,-100%,,,,,,,,,,,
25,Saint nicolas en chocolat - Rohan,3273071202674,,,,['Rohan'],,,,,,['France'],[],[],,?,,542,,32,,57,,0,,,,,,,,,2268 kj(542 kcal),20,56,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,
26,LOOZA grapefruit,5410188513516,,,,['Looza'],,['Fabriqué en Belgique'],,,,['France'],[],[],,?,,42,,"0,1",,"9,1",,"0,4",,,,,,,,,176 kj(42 kcal),"0,1",9,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
27,Cake Gourmand Tutti-Fruti - Vital Ainé,3333040008451,,,,['Vital Ainé'],,,,,,['France'],[],[],,?,,371,,"13,9",,"55,6",,"4,7",,,,,,,,,1552 kj(371 kcal),"7,9","32,3","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,
28,Pave Céréale BioTranche,0203152008539,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Soupe fraiche champignons - Sains et Saufs,3770009733021,,,,['Sains et Saufs'],"['Plats préparés', 'Soupes']","['Nutriscore', 'Nutriscore A']",,,,['France'],"['Eau', 'champignon de Paris ', '28%', 'lait de soja ', '14%', 'échalote ', '4%', 'oignons', 'carotte', 'poireau', 'navet', ""huile d'olive"", 'ail', 'sucre', 'céleri branche', 'sel', 'coriandre grain', 'poivre', 'laurier', 'thym', 'fenouil grain', 'clou de girofle', 'amidon de mais']",[],3,?,,49,-14%,"2,4",+24%,"4,9",-15%,"0,8",-64%,,,,,,,,205 kj(49 kcal),"0,6","0,6","0,4","0,16",Soupe fraiche champignons,2.4 g,en faible quantité,0.6 g,en faible quantité,0.6 g,en faible quantité,0.4 g,en quantité modérée,-14%,-1%,-65%,-54%,-54%,1,-39%,B,-39%,,,,,,,
30,Boulots amandes - Tasty - 280g,3770000459210,,280 g,,['Tasty'],,,,,,['France'],[],[],,?,,463,,19,,63,,"9,8",,,,,,,,,1937 kj(463 kcal),"2,3",26,"0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,
31,English Breakfast - Teekanne,4009300007630,,,,['Teekanne'],,,,,,['France'],"['Farine de blé ', '27%', 'sucre', 'œufs de poules élevées en plain air ', '20%', 'huile de colza non hydrogénée', 'stabilisant: glycérol', 'pâte de cacao', 'sirop de glucose-fructose', ""émulsifiants: mon - et diglycérides d'acides gras"", 'lécithines ', 'soja', 'fécule', 'poudres à lever: diphosphates et carbonates de sodium ', 'blé', 'lait entier de poudre', 'beurre de cacao', 'sel', 'arômes', 'lactose', 'cacao maigre en poudres']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,?,,460,,25,,52,,"5,6",,,,,,,,,1925 kj(460 kcal),"4,5",25,"0,88","0,352",,,,,,,,,,,,,,,,,,,"['E422 - Glycérol', 'E322 - Lécithines', 'E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium']",,,"['Œufs', 'Gluten', 'Lait', 'Soja']",,,
32,Boisson au soja Bio - Milbona,20749774,,,,['Milbona'],,['Bio'],,,,['France'],[],[],,?,,44,,"1,9",,"2,7",,"3,6",,,,,,,,,184 kj(44 kcal),"0,3","2,7","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,
33,Pavés de saumon,26051192,E,,,,"['Produits de la mer', 'Poissons', 'Saumons', 'Pavés de saumon']",,,,,['France'],[],[],,?,,197,+4%,13,+10%,"0,5",+20%,20,-1%,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,824 kj(197 kcal),"2,2",0,"0,09","0,036",,13 g,en quantité modérée,2.2 g,en quantité modérée,0 g,en faible quantité,0.09 g,en faible quantité,+4%,+8%,-100%,-75%,-75%,-1,,A,,,,,,,,
34,All Butter Cookie Assortment - Morrisons - 520g,5010251919872,,520 g,,['Morrisons'],,,,,,"['France', 'Royaume-Uni']","['Fortified wheat flour ', 'wheat flour', 'iron', 'thiamin', 'nicotinic acid', 'calcium carbonate', 'Butter ', 'milk', ' ', '18%', 'Sugar', 'White chocolate chunks ', '9%', ' ', 'sugar', 'dried whole milk', 'cocoa butter', 'dried skimmed milk', 'emulsifier ', 'soya lecithins', 'flavouring', 'Raisins ', '7%', 'Oats ', '4%', 'Milk chocolate chunks ', '4%', ' ', 'Sugar', 'dried whole milk', 'cocoa butter', 'cocoa mass', 'emulsifier ', 'soya lecithins', 'flavouring', ' Demerara sugar', 'Caramel flavour fudge pieces ', '3%', ' ', 'sugar', 'glucose syrup', 'milk', 'palm oil', 'water', 'butter oil ', 'milk', 'flavouring', 'Invert sugar syrup', 'Oatmeal', 'Cornflour', 'Apricot', 'Raising agents ', 'diphosphates', 'sodium carbonates', 'ammonium carbonates', 'Coconut', 'Salt', 'Molasses', 'Flavouring Rice flour', 'Preservatives ', 'sulphur dioxide', 'sodium metabisulphite']","['Huile de palme', 'Non végétalien']",4,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E322 - Lécithines', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium"", 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",,,"['Gluten', 'Lait', 'Avoine', 'Soja', 'Anhydride sulfureux et sulfites']",,,
35,Pilons de poulet - La Nouvelle Agriculture,0213328017715,,,,['La Nouvelle Agriculture'],,,,,,['France'],[],[],,?,,134,,"6,9",,0,,18,,,,,,,,,561 kj(134 kcal),"1,8",0,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",,,,
36,Sauce pizza - Transgourmet,3554983000955,B,,,['Transgourmet'],"['Epicerie', 'Sauces', 'Sauces pour pizzas']",,,,,['France'],[],[],,?,,39,-30%,"0,5",-59%,"5,8",-19%,"1,5",-6%,53.1%,21.8%,10.0%,9.2%,6.0%,0.0%,93,163 kj(39 kcal),"0,07","5,7","0,98","0,392",,0.5 g,en faible quantité,0.07 g,en faible quantité,5.7 g,en quantité modérée,0.98 g,en quantité modérée,-38%,-57%,+4%,+27%,+27%,5,+144%,C,+144%,,,,,,,
37,Sundy,2033384000760,,,,,,,,,,['France'],[],[],,?,,494,,"23,2",,"65,6",,"4,7",,,,,,,,,2067 kj(494 kcal),"17,9","38,7","0,83","0,332",,,,,,,,,,,,,,,,,,,,,,,,,
38,Magret - Saveurs de nos Régions,2205790006036,E,,,['Saveurs de nos Régions'],"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille', 'Plats au canard', 'Canards', 'Magrets de canard']",,,,,['France'],[],[],,?,,334,-2%,29,-1%,"1,3",+4%,17,-5%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,1397 kj(334 kcal),"9,8","0,3","0,13","0,052",,29 g,en quantité élevée,9.8 g,en quantité élevée,0.3 g,en faible quantité,0.13 g,en faible quantité,-2%,-2%,-55%,-92%,-92%,13,-29%,D,-29%,,,"['FR 56.109.001 CE', 'Lauzach (Morbihan, France)']",,,,
39,Bloc de foie gras de canard avec 50% morceaux - Larnaudie - 450g,3113010146310,B,450 g,,['Larnaudie'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras', 'Foies gras mi-cuits']",,,,,['France'],"['Foie gras de canard', 'morceaux de foie gras de canard:50%', 'eau', 'sel', 'Sauternes ', '0,5%', 'poivre', 'sucre', 'antioxydant: acide ascorbique ', 'E300', 'conservateur: nitrite de sodium ', 'E250']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,?,,522,-1%,"54,3",+0%,"2,1",-10%,"6,1",-12%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,2184 kj(522 kcal),"22,4","1,5","0,9","0,36",,54.3 g,en quantité élevée,22.4 g,en quantité élevée,1.5 g,en faible quantité,0.9 g,en quantité modérée,-0%,-3%,-6%,-22%,-22%,19,-8%,E,-8%,"['E300 - Acide ascorbique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,,,
40,Cacao de Noël - Quai Sud,3760057470634,,,,['Quai Sud'],,,,,,['France'],[],[],,?,,360,,5,,59,,12,,,,,,,,,1506 kj(360 kcal),"3,5",50,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,
41,H2O infusion Cola flavour,5600499503799,,,,,,,,,,['France'],[],[],,?,,144,,0,,36,,0,,,,,,,,,602 kj(144 kcal),0,"3,4","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,
42,Boudin basque,2676350027943,,,,,,,,,,['France'],[],[],,?,,248,,20,,1,,18,,,,,,,,,1038 kj(248 kcal),"6,8",1,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,
43,Polenta à La Truffe - 350 G - Giuliano Tartufi,8025386000576,,,,['Giuliano'],,,,,,['France'],[],[],,?,,367,,"1,3",,"80,3",,"7,5",,,,,,,,,1536 kj(367 kcal),"0,3","0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,
44,Confit d'oignons - Sardélices - 100g,3700062060451,,100 g,,['Sardélices'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Plantes condimentaires', 'Produits à tartiner salés', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Oignons et dérivés', ""Confits d'oignons""]",,,,,['France'],"['Oignons ', '73%', 'sucre', 'huile', 'porto', 'vinaigre balsamique']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",3,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 01053N', 'Bourg-en-Bresse (Ain, France)']",,,,
45,Mini dim sim,9310076666378,,,,,,,,,"['Woolworths', 'Coles']","['Australie', 'France']",[],[],,?,,765,,"6,7",,"23,3",,"7,1",,,,,,,,,3201 kj(765 kcal),"1,9",4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
46,Palette d'Alsace a la diable,0290701049464,,,,,,,,,,['France'],[],[],,?,,136,,"8,4",,"1,1",,14,,,,,,,,,569 kj(136 kcal),"3,6","0,5","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,
47,Biscuits pur beurre - Fauchon,3457041173014,,,,['Fauchon'],,,,,,['France'],[],[],,?,,463,,20,,"63,3",,"6,7",,,,,,,,,1937 kj(463 kcal),"11,7","23,3","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,
48,Carres chocolat - 500g,3700537500383,,500 g,,,,,,,,['France'],[],[],,?,,455,,24,,52,,"5,8",,,,,,,,,1904 kj(455 kcal),10,33,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,
49,Pur premium alaska - Kritsen,3321431025866,,,,['Kritsen'],,"['Pêche durable', 'Pêche durable MSC']",,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Pur Premium Alaska - Kritsen,3321431025071,,,,['Kritsen'],,,,,,['France'],[],[],,?,,127,,"3,4",,"0,5",,24,,,,,,,,,531 kj(127 kcal),"0,7","0,5",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,
51,Fouet apéro sanglier,8437013611046,,,,,,['en:gluten-free'],,,,['France'],[],[],,?,,310,,20,,"1,85",,32,,,,,,,,,1297 kj(310 kcal),"7,6","1,3","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,
52,Müllermilch flavoured salty caramel.,42343714,,,,,,,,,,"['Belgique', 'France']",[],[],,?,,71,,"1,4",,"11,4",,"3,2",,,,,,,,,297 kj(71 kcal),"0,9","10,7","0,27","0,108",,,,,,,,,,,,,,,,,,,,,,,,,
53,Taboulé aux crevettes - Bonduelle,3083680898874,,,,['Bonduelle'],,,,,,['France'],[],[],,?,,166,,6,,22,,5,,,,,,,,,695 kj(166 kcal),"0,7","3,5","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,
54,Foie gras de canard entier du Sud-Ouest - Larnaudie,3113010144224,B,,,['Larnaudie'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras mi-cuits']","['IGP', 'Sans nitrite de sodium']",,,,['France'],"['Foie gras de canard', 'Sauternes 1st Cru Classé ', '1,8%', 'sel', 'poivre vert du Kérala ', '0,2%', 'sucre']","['Non végétalien', 'Non végétarien']",3,2196,+1%,?,,"54,8",+1%,"2,9",+24%,"7,3",+6%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,2196 kj(525 kcal),25,"2,8","1,03","0,412",,54.8 g,en quantité élevée,25 g,en quantité élevée,2.8 g,en faible quantité,1.03 g,en quantité modérée,+0%,+8%,+76%,-11%,-11%,20,-3%,E,-3%,,,,,,,
55,Trakinas,7622300741174,,,,,,,,,,['France'],[],[],,?,,505,,18,,65,,"4,5",,,,,,,,,2113 kj(505 kcal),"9,9",30,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,
56,Pate a sucre noire - 250g,3543020141287,,250 g,,,,['en:palm-oil-free'],,,,['France'],[],['Sans huile de palme'],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Farine d'epautte,5450086130187,,,,,,,,,,['France'],[],[],,?,,341,,"1,2",,69,,"11,5",,,,,,,,,1427 kj(341 kcal),"0,1","0,4","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,
58,Chocolate & Salted Caramel Velvety Spread Palm Oil Free - Gü,5060425283988,,,['glass-jar'],['Gü'],,"['Végétarien', 'en:gluten-free']",,,,['France'],"['sugar', 'sunflower oil', 'whole milk pow ', '9,9%', 'cocoa butter', 'milk caramel powder ', '5%', ' ', 'sweet whey powder ', 'milk', 'butter ', 'milk', 'maltode sugar', 'skimmed milk powder', 'fat reduced cocoa powder ', '4%', 'cocoa mass ', '2,5%', 'coconut oi1', 'caramel sugar powder ', '1,5%', ' ', 'caramel sugar sur maltodextrin', 'emulsifier: sunflower lecithins', 'sea salt ', '0,35%', 'important: allergens: see ingredients list in bold', 'may contain hazelnuts and almonds', 'not suitable for nut allergy sufferers', 'suitable for vegetarians']","['Non végétalien', 'Végétarien']",4,?,,609,,46,,45,,"4,2",,,,,,,,,2548 kj(609 kcal),12,43,"0,43","0,172",,,,,,,,,,,,,,,,,,,['E322 - Lécithines'],,,['Lait'],,,
59,Pain complet bio T110,3543691105007,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Carottes Bio,3588050000012,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,['France'],[],[],,?,,36,,"0,26",,"6,6",,"0,8",,,,,,,,,151 kj(36 kcal),"0,06","4,86","0,125","0,05",,,,,,,,,,,,,,,,,,,,,,,,,
61,Rillettes saumon - Guyader,3276770010465,E,,,['Guyader'],"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons', 'Rillettes de saumon']",,,,,"['France', 'Israël']",[],[],,?,,203,-8%,15,-13%,"2,3",+4%,14,+4%,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,849 kj(203 kcal),"1,7","0,9","1,1","0,44",,15 g,en quantité modérée,1.7 g,en quantité modérée,0.9 g,en faible quantité,1.1 g,en quantité modérée,-8%,-65%,-1%,-4%,-4%,2,-77%,B,-77%,,,,,,,
62,Salade poireaux jambon,0201091032011,,,,,,,,,,['France'],[],[],,?,,258,,25,,"3,5",,"3,6",,,,,,,,,1079 kj(258 kcal),"2,2","3,1",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
63,Bouchées de colin façon fish et chips,4014760000251,,,,,,,,,,['France'],[],[],,?,,0,,0,,0,,0,,,,,,,,,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
64,Champagne Bissinger - 750ml,20048624,,750ml,['Bouteille verre'],['Bissinger'],,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Asia chicken & shrimp red curry - Primana,4061458042109,,,,['Primana'],,,,,,['France'],[],[],,?,,102,,"4,2",,"9,7",,"6,3",,,,,,,,,427 kj(102 kcal),"2,3","3,7","0,74","0,296",,,,,,,,,,,,,,,,,,,,,,,,,
66,Saumon fumé danemark - Delpierre,3038680801317,,,,['Delpierre'],,,,,,['France'],[],[],,?,,180,,11,,0,,20,,,,,,,,,753 kj(180 kcal),"1,7",0,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,
67,Souris d'agneau,0211937042647,,,,,"['Viandes', ""Viandes d'agneau"", ""Souris d'agneau""]",,,,,['France'],[],[],,?,,159,+11%,"8,8",+38%,"0,5",-65%,20,+5%,,,,,,,,665 kj(159 kcal),4,"0,5","0,94","0,376",,8.8 g,en quantité modérée,4 g,en quantité modérée,0.5 g,en faible quantité,0.94 g,en quantité modérée,+11%,+65%,-35%,-15%,-15%,3,+29%,C,+29%,,,,,,,
