,name,bar_code,eco_score,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,generic_name,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,palm_ingredients,traceability_code,allergens,producer_info,link,brand_owner
68,Comté 13-15 mois,2460678042777,D,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,,,['France'],[],[],,?,,0,-100%,28,-14%,0,-100%,0,-100%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,0 kj(0 kcal),0,0,0,0,,28 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,,,,,,
69,Tourte seigle - Carrefour,3726550100119,,,,['Carrefour'],,,,,['Carrefour'],['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Pâté de tête,3358940701806,,,,,,,,,,['France'],[],[],,?,,315,,27,,4,,14,,,,,,,,,1318 kj(315 kcal),"7,1","0,5","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,
71,Marrons entiers au naturel,3461953015324,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Jus pomme cassis - Interlude Ardéchois,3770007299697,D,,,['Interlude Ardéchois'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus multifruits']",,,,,['France'],"[""Pommes d'Ardèche "", '92%', 'Cassis ', 'UE', ' ', '8%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,,51,+6%,"0,161",-8%,"11,3",+3%,"0,474",+21%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,213 kj(51 kcal),"0,011","10,74","0,009","0,004",,0.161 g,en faible quantité,0.011 g,en faible quantité,10.7 g,en quantité élevée,0.009 g,en faible quantité,+6%,-58%,+3%,-2%,-2%,6,+35%,D,+35%,,,,,,,
73,Saucisse strasbourg,0201559017789,E,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Strasbourg']",,,,,['France'],[],[],,?,,284,+4%,25,+3%,1,-30%,13,+3%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,1188 kj(284 kcal),"8,9",0,"2,3","0,92",,25 g,en quantité élevée,8.9 g,en quantité élevée,0 g,en faible quantité,2.3 g,en quantité élevée,+3%,-3%,-100%,+19%,+19%,21,+10%,E,+10%,,,,,,,
74,Mushroom Rice,00120364,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Riz précuits natures']","['Végétarien', 'Végétalien']",,,,"['France', 'Espagne']",[],"['Végétalien', 'Végétarien']",,?,,167,-11%,"1,8",-21%,"33,3",-7%,"3,5",-19%,,,,,,,,699 kj(167 kcal),"0,2","0,5","0,51","0,204",,1.8 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,0.51 g,en quantité modérée,-12%,-45%,-54%,+55%,+55%,2,+1199%,B,+1199%,,,,,,,
75,8010384067768,8010384067768,,,,,,"['Bio', 'Bio européen', 'IT-BIO-009']",,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3760189780830,3760189780830,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Marmiton de canard - Valette - 350g,3598960099211,,350 g,,['Valette'],,,,,,['France'],[],[],,?,,180,,"12,1",,"2,9",,15,,,,,,,,,753 kj(180 kcal),"4,3","0,7","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,
78,9001372027160,9001372027160,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Poulet fume,2900242009701,,,,,,['Halal'],,,,['France'],[],[],,?,,170,,"10,6",,"3,91",,"14,8",,,,,,,,,711 kj(170 kcal),0,0,"3,14","1,256",,,,,,,,,,,,,,,,,,,,,,,,,
80,Filet mignon de porc fumé,0285425025122,,,,,,,,,,['France'],[],[],,?,,257,,"7,1",,"2,5",,46,,,,,,,,,1075 kj(257 kcal),"3,4",0,"6,7","2,68",,,,,,,,,,,,,,,,,,,,,,,,,
81,Pâté croûte Richelieu,3287360770898,,,,,,,,,,['France'],[],[],,?,,268,,18,,14,,12,,,,,,,,,1121 kj(268 kcal),"8,1","1,3","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,
82,Jambon cuit italien aux herbes,2227143026508,,,,,,,,,,['France'],[],[],,?,,171,,9,,"0,6",,21,,,,,,,,,715 kj(171 kcal),"3,3","0,6","1,8","0,72",,,,,,,,,,,,,,,,,,,,,"['EMB 57032A', 'Ars-sur-Moselle (Moselle, France)']",,,,
83,Filets de poulets,2227364077341,D,,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']","['Viande Française', 'Volaille-francaise']",,,,['France'],[],[],,?,,?,,?,,?,,?,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Pissaladière,1808200103120,,,,,"['Plats préparés', 'Tartes', 'Pizzas tartes salées et quiches', 'Tartes salées', ""Tartes à l'oignon""]",,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Poudre a lever - La Pateliere - 1kg,3278584330227,,1 kg,['Boite'],['La Pateliere'],['Levure'],"['Bio', 'Bio européen', 'Sans gluten', 'FR-BIO-01']",,['France'],['Cosco'],['France'],"['Amidon de maïs', 'bicarbonate de sodium', 'tartrate monopotassique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,,0,-100%,?,,?,,?,,,,,,,,,0 kj(0 kcal),,,0,0,,,,,,,,,,-100%,,,-100%,-100%,,,,,"['E500ii - Carbonate acide de sodium', 'E336i - Tartrate monopotassique']",,"['FR-016-002', 'AB']",,,,
86,Poulet tandori - Entracte,3283040869333,,,,['Entracte'],,,,,,['France'],[],[],,?,,230,,"8,2",,28,,"9,8",,,,,,,,,962 kj(230 kcal),"1,3","4,1","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,
87,Lustucru,3240931544106,,,,['Lustucru'],,['Fabriqué en France'],,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Foie gras de canard mi cuit - Castaing - 200g,3332276673297,B,200 g,,['Castaing'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras mi-cuits']",['Sans nitrite de sodium'],,,,['France'],"['Foie gras de canard', 'sel', 'armagnac modifié ', 'armagnac', 'sel', 'arome naturel de poivre', 'gelatine', 'epices', 'sucre']","['Non végétalien', 'Non végétarien']",4,1997,-8%,?,,49,-10%,"1,8",-23%,"7,2",+4%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,1997 kj(477 kcal),22,"< 0,5",2,"0,8",,49 g,en quantité élevée,22 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,-9%,-5%,-69%,+72%,+72%,23,+12%,E,+12%,['E428 - Gélatine'],,"['FR 40.282.002 CE', 'Saint-Sever (Landes, France)']",,,,
89,Chocolat collection festive - Mascarin,3443271449647,,,,['Mascarin'],,,,,,['France'],[],[],,?,,502,,31,,47,,6,,,,,,,,,2100 kj(502 kcal),18,43,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,
90,Dessert Peanut,4897026930024,,,,,,['Halal'],,,,['France'],[],[],,?,,458,,"15,7",,"71,3",,"9,4",,,,,,,,,1916 kj(458 kcal),"4,1","44,4","0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,
91,Brie de meaux,2488658030903,D,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries', 'Brie de Meaux']",,,,,['France'],[],[],,?,,286,+3%,22,+1%,"0,5",+5%,22,+6%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,1197 kj(286 kcal),15,"0,5","1,8","0,72",,22 g,en quantité élevée,15 g,en quantité élevée,0.5 g,en faible quantité,1.8 g,en quantité élevée,+2%,-2%,+98%,+1%,+1%,15,-1%,D,-1%,,,,,,,
92,Croissant au jambon,3250392590482,D,,,,"['Plats préparés', 'Feuilleté salé', 'Croissants au jambon']",,,,,['France'],[],[],,?,,?,,?,,?,,?,,69.6%,13.6%,5.7%,3.0%,1.7%,6.3%,51,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 42127A', 'Mably (Loire, France)', 'FR 42.127.001 CE', 'Mably (Loire, France)']",,,,
93,château Carcaud - 75cl,09297612,,75cl,['Bouteille'],['château Carcaud'],['Vin rouge biologique'],"['Bio', 'Bo83352 67283']",,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Gingembre au miel,6936312200026,,,,,,,,,,['France'],[],[],,?,,60,,0,,16,,1,,,,,,,,,251 kj(60 kcal),0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
95,Câpres Fines Au Vinaigre,3022820008001,,,,,,,,,,['France'],[],[],,?,,102,,"0,5",,"2,1",,"1,9",,,,,,,,,427 kj(102 kcal),"0,1","0,6",8,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,
96,Courge muscade tranchée,0212242007949,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 26061A', 'Bren (Drôme, France)']",,,,
97,Cassoulet,3700238354599,,,,,,,,,,['France'],[],[],,?,,169,,11,,"6,2",,"9,8",,,,,,,,,707 kj(169 kcal),"3,9","0,6","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,
98,Oranges à désert variété Navelina,3276550172185,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Calendrier de l'avent,5056086522672,,,,,"['Aliments et boissons de Noël', ""Calendriers de l'avent""]",,,,,['France'],[],[],,?,,549,+8%,32,+9%,58,+3%,6,+1%,,,,,,,,2297 kj(549 kcal),20,56,"0,15","0,06",,32 g,en quantité élevée,20 g,en quantité élevée,56 g,en quantité élevée,0.15 g,en faible quantité,+7%,+14%,+9%,-22%,-22%,26,+4%,E,+4%,,,,,,,
100,Calendrier de l'avent,5056086522672,,,,,"['Aliments et boissons de Noël', ""Calendriers de l'avent""]",,,,,['France'],[],[],,?,,549,+8%,32,+9%,58,+3%,6,+1%,,,,,,,,2297 kj(549 kcal),20,56,"0,15","0,06",,32 g,en quantité élevée,20 g,en quantité élevée,56 g,en quantité élevée,0.15 g,en faible quantité,+7%,+14%,+9%,-22%,-22%,26,+4%,E,+4%,,,,,,,
101,Foie gras de canard - Larnaudie,3113010144323,,,,['Larnaudie'],,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 46.102.004 CE', 'Figeac (Lot, France)']",,,,
102,Cœur au lin,3575450007154,,,,,,,,,,['France'],[],[],,?,,288,,"23,9",,"0,4",,"18,8",,,,,,,,,1205 kj(288 kcal),20,"0,2","1,87","0,748",,,,,,,,,,,,,,,,,,,,,"['FR 76.052.003 CE', 'Bailleul-Neuville (Seine-Maritime, France)']",,,,
103,Croissants fourres chocolats,0260188019687,B,,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Croissants', 'Croissants fourrés', 'Croissants fourrés au chocolat']",,,,,['France'],[],[],,?,,?,,?,,?,,?,,69.2%,17.2%,8.1%,4.9%,0.6%,0.0%,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Aspeges blanches,8421251882849,,,,,,,,,,['France'],[],[],,?,,28,,"0,77",,"2,3",,"2,3",,,,,,,,,117 kj(28 kcal),0,"0,77","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,
105,Création marbré noir et blanc,3770003578512,,,,,,['Bio'],,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Rillettes de homard canadien au yuzu - Casino - 130g,3222477189607,,130 g,,['Casino'],"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de crustacés', 'Rillettes de homard']",,,,['Casino'],['France'],"[""homard canadien 35% - colin d'alaska 31% - crème fraîche légère - huile de colza - eau - fécule de manioc - fibre de blé - jus de yuzu 1,4% - protéines de lait - sel"", ' traces de soja', 'œuf', 'céleri', 'moutarde et mollusque']","['Non végétalien', 'Non végétarien']",4,558,,134,-11%,"9,3",-5%,"2,8",-10%,"8,9",-22%,,,,,,,,558 kj(134 kcal),"1,8","2,2","1,2","0,48",Rillettes de homard canadien au jus de yuzu,9.3 g,en quantité modérée,1.8 g,en quantité modérée,2.2 g,en faible quantité,1.2 g,en quantité modérée,-11%,-66%,+55%,+6%,+6%,1,-88%,B,-88%,,,,"['Crustacés', 'Poisson', 'Gluten', 'Lait']",,,
107,Garden peas,25445206,,,,,,,,,,['France'],[],[],,?,,71,,"0,6",,"8,6",,"5,5",,,,,,,,,297 kj(71 kcal),"0,2","1,8","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,
108,Gnocchis a la truffe,8013873004565,,,,,,['Sans conservateurs'],,,,['France'],[],[],,?,,162,,"0,6",,34,,"4,4",,,,,,,,,678 kj(162 kcal),"0,2","0,5","0,86","0,344",,,,,,,,,,,,,,,,,,,,,,,,,
109,Etoile cannelle,3760111203956,,,,,,,,,,['France'],[],[],,?,,449,,24,,46,,"9,7",,,,,,,,,1879 kj(449 kcal),"4,2",43,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,
110,Soda,5000112632279,,,,,"['Boissons', 'Boissons gazeuses', 'Sodas']",['Sans conservateurs'],,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Hachis doré au four,3181580254001,,,,,,,,,,['France'],[],[],,?,,187,,12,,"11,1",,"8,3",,,,,,,,,782 kj(187 kcal),"5,9","1,8","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,
112,MimiSnack,8000350003012,,,,,,,,,,['France'],[],[],,?,,545,,"32,5",,"54,7",,"6,8",,,,,,,,,2280 kj(545 kcal),"12,8",28,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,
113,Grisbi Nocciola - Matilde Vicenzi,8033102690017,,,,['Matilde Vicenzi'],,['Fabriqué en Italie'],,,,['France'],[],[],,?,,540,,"31,9",,"56,2",,"6,1",,,,,,,,,2259 kj(540 kcal),"12,6",30,"0,62","0,248",,,,,,,,,,,,,,,,,,,,,,,,,
114,Pavé kangourou - Saveurs Forestières,3266980052935,,,,['Saveurs Forestières'],"['Viandes', 'Viandes fraîches', 'Viandes fraîches de kangourou', 'Viande de kangourou']",,,,,['France'],[],[],,?,,102,+7%,"1,1",-35%,2,+41%,21,+0%,,,,,,,,427 kj(102 kcal),0,2,"1,7","0,68",,1.1 g,en faible quantité,0 g,en faible quantité,2 g,en faible quantité,1.7 g,en quantité élevée,+7%,-100%,+177%,+65%,+65%,3,+2603%,C,+2603%,,,,,,,
115,Café,3760054825055,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Browniz,6111261230281,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Sarasa - Aitana,78450097,,,,['Aitana'],,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Foie gras de canard entier du Sud-Ouest aux poivres doux - Comtesse du Barry - 200g,3067163622194,A,200 g,['Bocal'],['Comtesse du Barry'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras mi-cuits']",['Sans nitrite de sodium'],['France'],,,['France'],"['foie gras de canard du Sud-Ouest', 'fleur de sel de Guérande', 'poivres doux 0,3 % ', 'Noir de Sarawak 0,2', 'de Cubèbe 0,05 %', 'de Voatsiperifery 0,05 %', 'sucre']","['Non végétalien', 'Non végétarien']",,2240,+3%,?,,56,+3%,"2,2",-6%,"7,5",+9%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,2240 kj(535 kcal),24,"0,9","1,3","0,52",,56 g,en quantité élevée,24 g,en quantité élevée,0.9 g,en faible quantité,1.3 g,en quantité modérée,+2%,+3%,-43%,+12%,+12%,21,+2%,E,+2%,,,"['FR 40.281.001 CE', 'Saint-Pierre-du-Mont (Landes, France)']",,,,
119,Foie gras de canard entier du Sud-Ouest - La Cuisine de Babeth - 125g,3760057801872,B,125 g,,['La Cuisine de Babeth'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers']",,,,,['France'],[],[],,?,,?,,?,,?,,?,,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Cacao de campo powder,7471051087020,,,,,,,,,,['France'],[],[],,?,,9,,4,,0,,4,,,,,,,,,38 kj(9 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
121,Pissaladière,1808200125047,,,,,"['Plats préparés', 'Tartes', 'Pizzas tartes salées et quiches', 'Tartes salées', ""Tartes à l'oignon""]",,,,,['France'],[],[],,?,,200,-20%,36,+167%,51,+102%,13,+150%,,,,,,,,837 kj(200 kcal),8,15,2,"0,8",,36 g,en quantité élevée,8 g,en quantité élevée,15 g,en quantité élevée,2 g,en quantité élevée,-20%,+125%,+221%,+47%,+47%,20,+92%,E,+92%,,,,,,,
122,Filet mignon sauce au vin jaune,3263859872717,,,,,,,,,,['France'],[],[],,?,,133,,8,,"2,8",,12,,,,,,,,,556 kj(133 kcal),"4,3","1,4","0,62","0,248",,,,,,,,,,,,,,,,,,,,,,,,,
123,Duo de filet et poitrine,2264751021914,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,['France'],[],[],,?,,229,,16,,"0,5",,22,,,,,,,,,958 kj(229 kcal),6,"0,5",18,"7,2",,,,,,,,,,,,,,,,,,,,,"['EMB 29004D', 'Bannalec (Finistère, France)']",,,,
124,Financier - Yann de Bretagne - 180gr,3516890000749,,180gr,['Sachets'],['Yann de Bretagne'],['Biscuits et délices'],,,['zc la patenais'],,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Tonus,3419041156404,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Thé Noir Big Ben Breakfast - Palais des Thés,3700256703676,,,,['Palais des Thés'],,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Fiocchi di riso e frumento integrale,8004263675571,,,,,,,,,,['France'],[],[],,?,,382,,"1,6",,81,,"9,2",,,,,,,,,1598 kj(382 kcal),"0,4","18,9","1,03","0,412",,,,,,,,,,,,,,,,,,,,,,,,,
128,Pain vivalette,3602826492006,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Cacao en poudre extra-noir,3584730023005,,,,,,,,,,['France'],[],[],,?,,310,,11,,13,,"22,5",,,,,,,,,1297 kj(310 kcal),7,"2,5","6,35","2,54",,,,,,,,,,,,,,,,,,,,,,,,,
130,Chaussons aux pommes -,0201131017053,B,,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chaussons aux pommes']",,,,,['France'],[],[],,?,,341,+8%,19,+6%,37,+12%,"4,6",+18%,75.3%,14.7%,6.1%,3.4%,0.5%,0.0%,75,1427 kj(341 kcal),12,12,"0,67","0,268",,19 g,en quantité modérée,12 g,en quantité élevée,12 g,en quantité modérée,0.67 g,en quantité modérée,+8%,+4%,+13%,+12%,+12%,18,+6%,D,+6%,,,,,,,
131,Pasta,8025916109304,,,,,,,,,,['France'],[],[],,?,,353,,"1,2",,70,,14,,,,,,,,,1477 kj(353 kcal),"0,3","3,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,
132,Sucrine Bio - Le Gros Bio - 2pièces,3664672000200,B,2 pièces,['sachet plastique'],['Le Gros Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Salades', 'Légumes-feuilles', 'Salades vertes']","['Bio', 'Bio européen', 'Agriculture UE', 'AB Agriculture Biologique']",['Espagne'],,,['France'],['Salades sucrines bio origine Espagne'],[],,?,,?,,?,,?,,?,,59.4%,0.0%,0.0%,13.2%,18.9%,8.4%,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Sucette rouge fil or,3760256070673,,,,,,,,,,['France'],[],[],,?,,380,,0,,95,,0,,,,,,,,,1590 kj(380 kcal),0,95,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
134,High protein Mocha,3760160411036,,,,,,,,,,['France'],[],[],,?,,35,,"0,4",,"1,6",,6,,,,,,,,,146 kj(35 kcal),"0,2","0,4","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,
135,Confiture potimarron et fruit de la passion - Les Délices du Potager - 230g,3770009540940,D,230 g,,['Les Délices du Potager'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits']",,,,,['France'],[],[],,?,,174,-20%,0,-100%,"41,7",-20%,0,-100%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,728 kj(174 kcal),0,"40,1",0,0,,0 g,en faible quantité,0 g,en faible quantité,40.1 g,en quantité élevée,0 g,en faible quantité,-20%,-100%,-20%,-100%,-100%,9,-6%,C,-6%,,,,,,,
136,Quinoa,5017174817940,C,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Quinoa']",,,,,['France'],[],[],,?,,343,+4%,"5,8",+8%,61,+11%,14,+19%,80.5%,0.0%,5.8%,10.4%,3.3%,0.0%,70,1435 kj(343 kcal),"0,9","0,5","0,01","0,004",,5.8 g,en quantité modérée,0.9 g,en faible quantité,0.5 g,en faible quantité,0.01 g,en faible quantité,+4%,+38%,-80%,-94%,-94%,-1,,A,,,,,,,,
137,Huile vierge - Terra Verde,5407001961296,C,,,['Terra Verde'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', ""Mélanges d'huiles""]","['Bio', 'Bio européen']",,,,['France'],[],[],,?,,900,+2%,100,+2%,0,,0,,85.4%,5.5%,3.9%,3.4%,1.7%,0.0%,50,3766 kj(900 kcal),"57,4",0,0,0,,100 g,en quantité élevée,57.4 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+3%,+507%,,,,18,+83%,D,+83%,,,,,,,
138,Bûche glacée nougat caramel,3563350002362,D,,,,"['Desserts', 'Surgelés', 'Biscuits et gâteaux', 'Aliments et boissons de Noël', 'Desserts glacés', 'Gâteaux', 'Bûches de Noël', 'Bûches glacées']",,,,,['France'],[],[],,?,,188,-6%,"6,9",-15%,"29,1",+2%,"2,5",+8%,79.8%,13.5%,2.6%,2.8%,1.4%,0.0%,41,787 kj(188 kcal),"4,4","27,4","6,6","2,64",,6.9 g,en quantité modérée,4.4 g,en quantité modérée,27.4 g,en quantité élevée,6.6 g,en quantité élevée,-5%,-19%,+11%,+5223%,+5223%,22,+95%,E,+95%,,,,,,,
139,Compote sans sucres ajoutés -,3608560789358,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes']",['Sans sucre ajouté'],,,,['France'],[],[],,?,,55,-18%,"0,2",-39%,12,-18%,"0,3",-28%,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,230 kj(55 kcal),0,12,0,0,,0.2 g,en faible quantité,0 g,en faible quantité,12 g,en quantité modérée,0 g,en faible quantité,-18%,-100%,-10%,-100%,-100%,-3,,A,,,,,,,,
140,Bitsa wispa,7622210708632,,,,,,,,,,['France'],[],[],,?,,550,,34,,"52,5",,"7,3",,,,,,,,,2301 kj(550 kcal),21,"52,5","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,
141,Suisses pépites chocolat x4,0206163018375,,,,,,,,,,['France'],[],[],,?,,401,,18,,51,,7,,,,,,,,,1678 kj(401 kcal),12,22,1,"0,4",,,,,,,,,,,,,,,,,,,,,"['EMB 53062E', 'Château-Gontier (Mayenne, France)']",,,,
142,Pappardelle - Panzani,3038359004414,,,,['Panzani'],,,,,,['France'],[],[],,?,,348,,"1,5",,71,,11,,,,,,,,,1456 kj(348 kcal),"0,3",3,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,
143,Foie gras aux griottes - Feyel,3018251475000,B,,,['Feyel'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard']",,,,,['France'],[],[],,?,,477,-7%,49,-7%,"3,2",+37%,"7,9",+14%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,1996 kj(477 kcal),19,"3,2","1,1","0,44",,49 g,en quantité élevée,19 g,en quantité élevée,3.2 g,en faible quantité,1.1 g,en quantité modérée,-7%,-16%,+137%,-9%,-9%,19,-8%,E,-8%,,,,,,,
