,name,bar_code,brand,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,quantity,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,traceability_code,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,nova_score,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,packaging,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,manufacturing,link,ingredients_origins,allergens,generic_name,brand_owner,palm_ingredients
1671,"Bûche glacée Façon dame blanche - 534,1g",3222477106840,,,['France'],"['Eau - lait écrémé réhydraté - lait entier - sucre - sirop de glucose-fructose - sirop de glucose - graisse de coprah - lactose et protéines de lait - chocolat en poudre 2,9% ', 'cacao en poudre - sucre', ' - crème - amandes 1,4% - chocolat 1,2% ', 'pâte de cacao - sucre - cacao maigre en poudre - émulsifiant : lécithine de soja', ' - copeaux de chocolat noir 0,9% ', 'pâte de cacao - sucre - beurre de cacao - matière grasse laitière anhydre - émulsifiant : lécithine de soja - arôme naturel de vanille', "" - émulsifiants : mono - et diglycérides d'acides gras"", ""ester lactiques des mono - et diglycérides d'acides gras - gélifiants : farine de graines de caroube"", 'gomme guar', 'alginate de sodium', 'pectines - cacao maigre en poudre - lait écrémé concentré - pâte de cacao - plaquette de chocolat noir 0,3% ', 'pâte de cacao - sucre - beurre de cacao - émulsifiants : lécithine de soja', 'polyricinoléate de polyglycérol - arôme naturel de vanille', ' - arôme naturel - arôme naturel de vanille - gousses de vanille épuisées broyées - colorants : rocou', 'curcumine - sel', 'traces de gluten', 'arachides', 'œufs et autres fruits à coque']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",861,205,"8,5",29,"2,6","534,1 g",861 kj(205 kcal),"6,3",24,"0,14","0,056",,,,,,,,,,,,,,,,"['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E401 - Alginate de sodium', 'E440 - Pectines', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E160b - Rocou', 'E100 - Curcumine']",4,,,,,,,,,,,,,,,,,,,,,,,"['Lait', 'Fruits à coque', 'Soja']","Bûche glacée composée de glace au chocolat (34,4%), crème glacée saveur chantilly (30,9%), glace à la vanille (23,9%) avec des morceaux d'amandes caramélisées (2,1%) en inclusions, sauce au chocolat (7,5%), décors de copeaux de chocolat noir (0,9%) et pla",,
1672,Fonds d'artichauts - Casino - 450g,3222477209329,['Casino'],,['France'],"[""100% fonds d'artichauts""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",154,37,?,"2,9","1,9",450 g,154 kj(37 kcal),,,"0,19","0,076","['EMB 26235', 'Pierrelatte (Drôme, France)']",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes tiges', 'Légumes surgelés', 'Artichauts', 'Artichauts surgelés', ""Coeurs d'artichauts"", ""Coeurs d'artichauts surgelés""]",-1%,-26%,,-36%,+9%,,,,,,,,,1,['Casino'],,,,,,,0.19 g,en faible quantité,,,,-26%,,,-78%,-78%,,,,,,,Fonds d'artichauts surgelés,,
1673,Sardines à l'huile d'olive vierge extra,3365622080197,,,['France'],[],[],?,360,32,"0,4",19,,1506 kj(360 kcal),"4,9","0,4",1,"0,4",,D,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive""]",,+46%,+81%,+25%,-11%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,,,32 g,en quantité élevée,4.9 g,en quantité modérée,0.4 g,en faible quantité,1 g,en quantité modérée,12,D,,+46%,+28%,+90%,+10%,+10%,+113%,+113%,,,,,,,
1674,Casino,3222474285289,['Casino'],,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Non alimentaire', 'Open Beauty Facts']",,,,,,,,,,,,,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,
1675,Casino,3222473638710,['Casino'],,['France'],[],[],?,?,?,?,?,,,,,,,,,['Non alimentaire'],,,,,,,,,,,,,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,
1676,Casino,3222472706625,['Casino'],,['France'],[],[],?,?,?,?,?,,,,,,,,,['Non alimentaire'],,,,,,,,,,,,,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,
1677,3222473274895,3222473274895,,"['Bio', 'Bio européen', 'FR-BIO-10']",['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,3222474241407,3222474241407,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,Casino,3222475010200,['Casino'],,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Non alimentaire', 'Open Beauty Facts']",,,,,,,,,,,,,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,
1680,Casino,3222475111655,['Casino'],,['France'],[],[],?,?,?,?,?,,,,,,,,,['Non alimentaire'],,,,,,,,,,,,,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,
1681,Longe de thon albacore,2812986027555,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,Casino,3222477068407,['Casino'],"['Bio', 'Fabriqué en France']",['France'],[],[],?,?,?,?,?,,,,,,,"['EMB 44143F', 'Rezé (Loire-Atlantique, France)']",,,,,,,,,,,,,,,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,
1683,Casino,3222477162662,['Casino'],"['Pêche durable', 'Pêche durable MSC']",['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,
1684,Côtes du Rhône,3222477218543,,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],?,?,?,?,?,,,,,,,,B,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Côtes du Rhône']",,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,,,,,,,,,,,['France'],,,,
1685,Casino,3222477304031,['Casino'],,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes', 'Cafés en dosettes compatible Senseo']",,,,,,,,,,,,,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,
1686,3222477354241,3222477354241,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,Casino,3222477354258,['Casino'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,
1688,Casino,3222477358850,['Casino'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,
1689,Mini moelleux abricot - Casino - 5x 150g,3222477195912,['Casino'],,['France'],[],[],?,109,"3,9",17,"1,3",5 x 150 g,456 kj(109 kcal),"0,4",10,"0,27","0,108",,,,,,,,,,,,,,,,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,
1690,Casino,3222477237421,['Casino'],,['France'],[],[],?,?,?,?,?,,,,,,,"['EMB 22197C', ""Pleudihen-sur-Rance (Côtes-d'Armor, France)""]",,,,,,,,,,,,,,,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,
1691,Maggi Caldo Carn,8410100061511,['Maggi'],,['France'],[],[],?,0,"8,2","17,8","10,6",,0 kj(0 kcal),"5,1","1,4","62,1","24,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,Sauté de porc - L'Étal du Boucher,4056489139072,"[""L'Étal du Boucher""]",,['France'],[],[],?,113,3,"0,5","21,6",,473 kj(113 kcal),1,"0,5","0,19","0,076",,,"['Viandes', 'Porc']",,-41%,-73%,-44%,+9%,,,,,,,,,,,3 g,en quantité modérée,1 g,en faible quantité,0.5 g,en faible quantité,0.19 g,en faible quantité,-4,A,,-40%,-77%,-19%,-90%,-90%,-136%,-136%,,,,,,,
1693,Graines Gressins,5201825600016,,,['France'],[],[],?,?,?,?,?,,,,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",,,,,,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,Foie Gras de canard entier du Sud-Ouest - Labeyrie - 230g,3033610030942,['Labeyrie'],['IGP'],['France'],"['Foie gras de canard du Sud-Ouest ', 'Origine France', 'Jurançon', 'sel', 'épices', 'sucre', 'conservateur : E250']","['Non végétalien', 'Non végétarien']",2200,534,55,"2,4","7,3",230 g,2200 kj(534 kcal),23,"1,9","1,2","0,48","['FR 40.261.001 CE', 'Saint-Geours-de-Maremne (Landes, France)']",B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",-0%,+1%,+1%,+1%,-3%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",3,,55 g,en quantité élevée,23 g,en quantité élevée,1.9 g,en faible quantité,1.2 g,en quantité modérée,21,E,"['barquette plastique', 'opercule', 'à jeter', 'étui carton', 'à recycler']",-0%,-1%,+44%,0%,0%,+1%,+1%,,,,,,,
1695,Le Foie gras de canard entier au piment d'Espelette - Le Hameau des Saveurs - 200g,3760082241209,['Le Hameau des Saveurs'],"['Sans colorants', 'Sans nitrite de sodium']",['France'],"['Foie gras de canard entier origine France 98%', 'sel de Guérande', 'poivre', ""piment d'espelette 0,08%""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",2360,573,59,"3,5",7,200 g,2360 kj(573 kcal),26,"2,5","1,3","0,52","['FR 46.109.003 CE', 'Fontanes (Lot, France)']",B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",+7%,+8%,+9%,+47%,-7%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,3,,59 g,en quantité élevée,26 g,en quantité élevée,2.5 g,en faible quantité,1.3 g,en quantité modérée,22,E,,+7%,+12%,+89%,+8%,+8%,+6%,+6%,,,,,,,
1696,Taste of Christmas selection - Marks And Spencer,00029636,['Marks And Spencer'],,['France'],[],[],?,?,?,?,?,,,,,,,['FSC-C023017'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,Marks And Spencer - 563g,00800563,['Marks And Spencer'],,['France'],"['British pork ', '37%', 'wheatflour contains Gluten ', 'with Wheatflour', 'Calcium Carbonate', 'Iron', 'Niacin', 'Thiamin', 'Pork Lard', 'Pork Fat', 'Palm Oil', 'Rapeseed Oil', 'Pork Stock ', 'Pork', 'Pork Bones', 'Pork Fat', 'Water', 'Potato Starch', 'Salt', 'Pasteurised Egg', 'Pork Gelatine', 'Ground White Pepper', 'Ground Nutmeg']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,?,?,?,?,563 g,,,,,,,,,,,,,,,,,,,,,['E428 - Gélatine'],4,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],,,
1698,Hershey's drops - 226g,0034000996643,"[""Hershey's""]",,['France'],[],[],?,512,"26,8","63,4","4,9",226 g,2142 kj(512 kcal),"17,1","48,8","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,Gianduia 1865 creamy gianduia pralines - Caffarel - 125g,8013108698668,['Caffarel'],"['Sans gluten', 'Fabriqué en Italie']",['France'],"['sucre', 'noisette du Piémont 28%', 'pâte de cacao', 'lait entier en poudre', 'beurre de cacao', 'amandes', 'vanille en poudre', ' Peut contenir du soja', ' Sans gluten']",['Non végétalien'],2340,560,34,51,8,125 g,2340 kj(560 kcal),11,47,"0,12","0,048",,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",+5%,+6%,+6%,-3%,+36%,,,,,,,,,3,,34 g,en quantité élevée,11 g,en quantité élevée,47 g,en quantité élevée,0.12 g,en faible quantité,26,E,,+6%,-37%,-1%,-22%,-22%,+7%,+7%,,,,['Fruits à coque'],,,
1700,Jambon Traditionnel - Saint Alby,2205882002724,['Saint Alby'],,['France'],[],[],?,525,"4,5",1,20,,2197 kj(525 kcal),"1,51","0,5","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,Longueteau,3357900001086,['Longueteau'],,"['France', 'Martinique']",[],[],?,?,?,?,?,,,,,,,,,['PUNCH CITRON VERT'],,,,,,,,,,,,,,,['Hyperu'],,,,,,,,,,,['Bouteille'],,,,,,,,['Guadeloupe'],,,,,,
1702,Anti Bac Washing Up Liquid - Tassimo,8711000504628,"['Tassimo', 'Tesco']",,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['pp-pot'],,,,,,,,,,,,,,
1703,Ferrero Rocher Weihnachtsbäumchen 50G,8000500235140,['Ferrero'],,['France'],[],[],?,603,"42,7","44,4","8,2",,2523 kj(603 kcal),"14,1","39,9","0,153","0,061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Escargot au Praliné,3588400256823,,['en:gluten-free'],['France'],[],[],?,562,35,"57,1","5,4",,2351 kj(562 kcal),"21,8","54,5","0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,La croust'izza - Auchan,3596710478828,['Auchan'],,['France'],[],[],?,256,"9,5",29,12,,1071 kj(256 kcal),"5,2","1,3","1,3","0,52",,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",,+12%,+14%,+8%,+17%,,,,,,,,,,['Auchan'],9.5 g,en quantité modérée,5.2 g,en quantité élevée,1.3 g,en faible quantité,1.3 g,en quantité modérée,13,D,,+12%,+32%,-56%,+4%,+4%,+67%,+67%,,,,,,,
1706,12 escargots de bourgogne - Française de Gastronomie,3576280102446,['Française de Gastronomie'],,['France'],[],[],?,342,31,"4,7",10,,1431 kj(342 kcal),21,"3,8","1,2","0,48",,C,"['Viandes', 'Escargots', 'Escargots de Bourgogne']",,+35%,+53%,+102%,-10%,65.7%,14.4%,4.7%,3.9%,2.4%,9.0%,66,,,,31 g,en quantité élevée,21 g,en quantité élevée,3.8 g,en faible quantité,1.2 g,en quantité modérée,19,E,,+35%,+54%,+452%,+1%,+1%,+57%,+57%,,,,,,,
1707,Foie gras de canard entier - Terres Paysannes - 180g,3067163633558,['Terres Paysannes'],,['France'],[],[],?,544,56,"2,2","7,5",180 g,2276 kj(544 kcal),24,"0,9","1,3","0,52",,B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,+3%,+3%,-8%,-0%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,56 g,en quantité élevée,24 g,en quantité élevée,0.9 g,en faible quantité,1.3 g,en quantité modérée,21,E,,+3%,+3%,-32%,+8%,+8%,+1%,+1%,,,,,,,
1708,Jambon supérieur sans couenne 6 tranches fines,2871621030374,,,['France'],[],[],?,111,3,1,20,,464 kj(111 kcal),"1,2","0,5","2,1","0,84","['EMB 14752B', 'Villers-Bocage (Calvados, France)', 'FR 14.752.020 CE', 'Villers-Bocage (Calvados, France)']",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Jambon sans couenne']",,-16%,-38%,+49%,-5%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,3 g,en quantité modérée,1.2 g,en faible quantité,0.5 g,en faible quantité,2.1 g,en quantité élevée,11,D,,-15%,-35%,-16%,+12%,+12%,+56%,+56%,,,,,,,
1709,"Mini burger pois chiches, épinards et flocons d'avoine bio - 260g",0409596157585,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE']",['France'],[],[],?,260,"15,1",19,8,260 g,1088 kj(260 kcal),"1,6","0,8","1,1","0,44",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Flocons laminés', ""Flocons d'avoine""]",,-30%,+113%,-68%,-35%,82.4%,1.1%,6.8%,7.0%,2.7%,0.0%,79,,,,15.1 g,en quantité modérée,1.6 g,en quantité modérée,0.8 g,en faible quantité,1.1 g,en quantité modérée,4,C,,-30%,+28%,-52%,+3483%,+3483%,,,,,,,,,
1710,"Epicerie / Epicerie Sucrée / Gâteaux, Biscuits, Encas",3423720002036,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,Cake jambon fromage - Auchan,3596710476480,['Auchan'],"['Nutriscore', 'Nutriscore C']",['France'],[],[],?,344,24,17,12,,1439 kj(344 kcal),"4,7","2,9","1,03","0,412",,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,
1712,Poule mouillée - Brasserie Tandem - 75cl,3770013752056,['Brasserie Tandem'],['Bio'],['France'],"['EAU', ""MALT D'ORGE MALT DE BLÉ* HOUBLONS "", 'MOSAIC', 'FIRST GOLD', 'AMARILLO', ' LEVURE', "" ingrédients issus de l'agriculture biologique"", ' 1o']",[],?,?,?,?,?,75 cl,,,,,,,C,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes']",,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['E175 - Or'],4,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,Bouillon de légumes OXO - 71g,5000354403323,,,['France'],[],[],?,329,"4,9","61,5","8,9",71 g,1377 kj(329 kcal),"2,3","18,1","16,68","6,672",,,,,,,,,,,,,,,,,,,,,,,,,,,,,['card-box'],,,,,,,,,,,,,,
1714,Jambon Supérieur,2273694013450,,['Point Vert'],['France'],[],[],?,111,3,1,20,,464 kj(111 kcal),"1,2","0,5","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,Sucette en chocolat,5425001014118,,,['France'],[],[],?,559,35,52,"8,1",,2339 kj(559 kcal),21,52,"0,27","0,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,Decorated milk chocolate,2019952599997,,,['France'],[],[],?,545,33,"55,3","5,6",,2280 kj(545 kcal),"19,8","54,3","0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,Macaronis,7350049921372,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,Moringa - Ecoidees,3760087362374,['Ecoidees'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,Terrine de lapin au romarin - 50g,3760087789799,,,['France'],[],[],?,170,"10,7","1,1","16,7",50 g,711 kj(170 kcal),"3,9","0,4","1,6","0,64",,D,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de lapin']",,-38%,-53%,-33%,+8%,77.1%,15.8%,3.3%,2.4%,1.1%,0.3%,38,,,,10.7 g,en quantité modérée,3.9 g,en quantité modérée,0.4 g,en faible quantité,1.6 g,en quantité élevée,12,D,,-38%,-54%,-45%,+7%,+7%,-29%,-29%,,,,,,,
1720,Mimolette,3060921504459,,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],?,323,25,"0,5",26,,1351 kj(323 kcal),15,"0,5","2,6","1,04","['FR 62.907.030 CE', 'Libercourt (Pas-de-Calais, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,Polluelos Ajo Granulado 55GR,8412666044007,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,2 crois + 2 choco + 2 raisins + 2 chaussons - Auchan,2030506547394,['Auchan'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,
1723,Medina - 300g,8412139005726,['Medina'],,['France'],[],[],?,?,?,?,?,300 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,Foie gras de canard entier en gelée au gewurztraminer,3461956702276,,['IGP'],['France'],[],[],?,254,21,5,6,,1063 kj(254 kcal),10,5,"1,11","0,444",,B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard']",,-50%,-60%,+115%,-14%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,21 g,en quantité élevée,10 g,en quantité élevée,5 g,en quantité modérée,1.11 g,en quantité modérée,17,D,,-50%,-56%,+270%,-8%,-8%,-17%,-17%,,,,,,,
1725,Pitch crousti,2256596002487,,,['France'],[],[],?,415,15,57,"7,9",,1736 kj(415 kcal),7,20,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,Saucisson sec supérieur pur porc,3275560120148,,,['France'],[],[],?,448,"35,1","1,4","31,6",,1874 kj(448 kcal),"13,2","0,49","5,09","2,036",,D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs', 'Saucissons secs pur porc']",,+9%,+8%,-40%,+16%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,35.1 g,en quantité élevée,13.2 g,en quantité élevée,0.49 g,en faible quantité,5.09 g,en quantité élevée,25,E,,+9%,+3%,-68%,+9%,+9%,+3%,+3%,,,,,,,
1727,Croissants de Sils au beurre précuits - Betty Bossi,7624841054805,['Betty Bossi'],,"['France', 'Suisse']",[],[],?,396,20,44,9,,1657 kj(396 kcal),13,"3,5","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,Crêpes d'Emilie,0203984012469,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,Croustillants Poire - Biscuiterie du Quercy,3281580121805,['Biscuiterie du Quercy'],['Sans colorants'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,Bio mango,4260335831588,,"['Bio', 'en:EG-Öko-Verordnung']",['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,Cœur de Mie - chabrior - 14,3250384899401,['Chabrior'],"['Fabriqué en France', 'Nutriscore']",['France'],[],[],?,?,?,?,?,14,,,,,,,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']",,,,,,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,,,,,,,,,,,,,['film plastique et fermoir'],,,,,,,,,,,,,,
1732,Miel la maison des abeilles - 500g,3760045730023,,,['France'],[],[],?,?,?,?,?,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,Mignon Hazelnut,9002859073199,,,['France'],[],[],?,524,29,59,"4,9",,2192 kj(524 kcal),23,33,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,figatelli bastelica - catelli corse issu de - 250gr,3334450088675,['catelli corse issu de'],['Label Rouge'],['France'],[],[],?,?,?,?,?,250 gr,,,,,,,,"['Viandes', 'Charcuteries']",,,,,,,,,,,,,,,['Casino'],,,,,,,,,,,['250 gr'],,,,,,,,,,['France'],,,,
1735,Slim,6130695111294,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,Le Chaud Cheese Macaroni - Monoprix,3350033692510,['Monoprix'],,['France'],[],[],?,192,"5,4",27,"8,7",,803 kj(192 kcal),"3,3","1,1","0,78","0,312",,,,,,,,,,,,,,,,,,['Monoprix'],,,,,,,,,,,,,,,,,,,,,,,,,
1737,Mix fruit de bois,8001735022420,,['en:gluten-free'],['France'],[],[],?,251,"0,7",51,"3,6",,1050 kj(251 kcal),"0,1",48,"0,003","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,Pommes De Terre charlotte,3000012027009,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,Galette vegetale riz legumes du sud et curcuma - Sélection des comptoirs - 200g,3760239183291,['Sélection des comptoirs'],"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'AB Agriculture Biologique', 'Agriculture UE/Non UE']",['France'],[],"['Végétalien', 'Végétarien']",?,177,"6,9","23,9","3,7",200 g,741 kj(177 kcal),"1,1","0,8","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,Pouvre,3166291488501,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,Financiers nature,3770002010075,,,['France'],[],[],?,439,27,42,"6,9",,1837 kj(439 kcal),13,32,"0,47","0,188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,Noix de pécan,4260335836071,,,['France'],[],[],?,733,"73,3","13,3",10,,3067 kj(733 kcal),"6,7","3,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,Galette vegetale boulgour chevre et miel - 2x 100g,3760239183277,,"['Bio', 'Bio européen']",['France'],[],[],?,177,"7,4","21,7","4,5",2 x 100 g,741 kj(177 kcal),"1,8",4,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,Chocolat noir prodigieux - Lindt & Sprüngli,03789148,['Lindt & Sprüngli'],,['France'],[],[],?,592,55,14,10,,2477 kj(592 kcal),30,7,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
