,name,bar_code,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,packaging,manufacturing,markets,additives,palm_ingredients,allergens,nova_score,ingredients_origins,link,traceability_code,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,origin_detail,brand_owner
492,Vanille pudding - Arche,4020943255103,,['Arche'],,['France'],[],[],,,,,,,,,?,,335,,1402 kj(335 kcal),,"0,1",,"0,1",,"83,4",,0,,"0,4",,"0,5",,"0,2",,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,
493,Krunchy and friend (vegan) - Barnhouse,4021234102984,,['Barnhouse'],,['France'],[],[],,,,,,,,,?,,452,,1891 kj(452 kcal),,14,,"1,4",,70,,18,,"8,6",,"0,21",,"0,084",,,,,,"['Bio', 'Bio européen', 'en:EG-Öko-Verordnung', 'Sans huile de palme']",,,,,,,,,,,,,,,,,,,,,
494,4021246101272,4021246101272,,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,
495,Amor bio,4021496222789,,,,['France'],[],[],,,,,,,,,?,,534,,2234 kj(534 kcal),,"35,3",,"21,2",,"47,8",,"44,7",,"3,7",,"0,02",,"0,008",,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-001']",,,,,,,,,,,,,,,,,,,,,
496,apfel orange kürbis melone mehrfruchtgetränke,4021893095108,,,,['France'],[],[],,,,,,,,,?,,50,,209 kj(50 kcal),,0,,0,,12,,12,,0,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,
497,3418500004645,3418500004645,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Milkshake chocolate flavour - Müller,4025500236168,,['Müller'],,['France'],[],[],,,,,,,,,?,,76,,318 kj(76 kcal),,"1,5",,"0,9",,"11,4",,"10,7",,"3,7",,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Freilandeier Klasse L -  - 10,4032629100331,10,,"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,D,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,
500,Freilandeier Klasse L -  - 10,4032629100331,10,,"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,D,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,
501,Gourmet Honig Gurken - Nowka,4037700078486,,['Nowka'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Glas'],,,,,,,,,,,,,,,,,,,,
502,Puszta Salat - Nowka,4037700078615,,['Nowka'],"['Plats préparés', 'Salades', 'Salades composées']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Glas'],,,,,,,,,,,,,,,,,,,,
503,Gourmet Antipasti - Nowka,4037700078752,,['Nowka'],"['Plats préparés', 'Entrées']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Glas'],,,,,,,,,,,,,,,,,,,,
504,Izmir kofte -  - 800g,4037781500319,800g,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,Kreuznacher Kronenberg Dornfelder - 0.75l,4038151000033,0.75 l,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Flasche'],,,,,,,,,,,,,,,,,,,,
506,Moulage chocolat noir,4039198662642,,,,['France'],[],[],,,,,,,,,?,,2,,8 kj(2 kcal),,42,,0,,44,,40,,"5,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,Berentzen Saurer Roter - 0.7l,4041500017026,0.7 l,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Flasche'],,,,,,,,,,,,,,,,,,,,
508,Berentzen Rhabarber-Erdbeere - 0.7l,4041500044022,0.7 l,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Flasche'],,,,,,,,,,,,,,,,,,,,
509,Berentzen Mixxes Birne-Hopfen - 0.5l,4041500070038,0.5 l,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Flasche'],,,,,,,,,,,,,,,,,,,,
510,Berentzen Mixxes Holunderblüte-Zitrone - 0.5l,4041500071035,0.5 l,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Flasche'],,,,,,,,,,,,,,,,,,,,
511,Berentzen Himbeere-Pfirsich - 0.7l,4041500114022,0.7 l,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Flasche'],,,,,,,,,,,,,,,,,,,,
512,4045787428087,4045787428087,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,Choco quick - Krüger,4046746051698,,['Krüger'],,['France'],[],[],,,,,,,,,?,,381,,1594 kj(381 kcal),,"2,9",,"1,4",,"81,1",,"74,2",,"4,3",,"0,35",,"0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,
514,Dr. Oetker,4047008003950,,['Dr. Oetker'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,Hugo Frizzante Holunderblüte und Minze - 0.75l,4049366001876,0.75 l,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Flasche'],,,,,,,,,,,,,,,,,,,,
516,Hugo Rose Frizzante - 0.75l,4049366001883,0.75 l,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Flasche'],,,,,,,,,,,,,,,,,,,,
517,Bambussprossen,4061458006873,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Glas'],,,,,,,,,,,,,,,,,,,,
518,0261379055231,0261379055231,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Alter Senator - 0.7l,4100310101308,0.7 l,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Flasche'],,,,,,,,,,,,,,,,,,,,
520,3480520303350,3480520303350,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,Alpenzwerg,4101530003557,,,,['France'],[],[],,,,,,,,,?,,104,,435 kj(104 kcal),,"3,2",,2,,"13,3",,"12,7",,"4,8",,"0,09",,"0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Sonnen-cocktail - Beutelsbacher,4106060072608,,['Beutelsbacher'],,['France'],[],[],,,,,,,,,?,,49,,205 kj(49 kcal),,"0,2",,"0,03",,11,,"10,2",,"0,3",,"0,005",,"0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,
523,41458686,41458686,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Champignons de Paris blanc - Ruol - 250g,4200200116,250 g,['Ruol'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Champignons et produits dérivés', 'Aliments à base de plantes frais', 'Champignons', 'Légumes frais', 'Champignons de Paris', 'Champignons frais', 'Champignons de Paris entiers']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,B,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,,,
525,42022138,42022138,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,"Whey-crisp Protein Bar, White Chocolate",4250031353712,,,,['France'],[],[],,,,,,,,,?,,526,,2201 kj(526 kcal),,33,,18,,27,,23,,30,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Sultan,4260000930240,,['Sultan'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Berner Rösti,4260057667663,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Surgelés', 'Plats préparés', 'Pommes de terre préfrites surgelées', 'Préparations à base de pommes de terre', 'Légumes préparés', 'Rostis', 'Röstis de pommes de terre surgelés']",['France'],[],[],5 g,en quantité modérée,1.4 g,en faible quantité,0.2 g,en faible quantité,1 g,en quantité modérée,?,,129,-22%,540 kj(129 kcal),-21%,5,-31%,"1,4",+5%,15,-22%,"0,2",-75%,5,+60%,1,+2%,"0,4",+2%,3,-12%,C,-12%,,,,,,,,,,,,B,40.8%,16.8%,10.8%,9.2%,4.7%,17.7%,91,,,
529,banane bio du perou - 1,4260067224474,1,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['Bio'],"['sachet d un kilo', 'sachet d un kilo']",,,,,,,,,,A,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,
530,Ziegenfrischkäse Olivenöl & Chili-Pfeffer - Monte Ziego,4260100870408,,['Monte Ziego'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à la crème']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,
531,proviant smoothie,4260178739515,,,,['France'],[],[],,,,,,,,,?,,39,,163 kj(39 kcal),,"0,1",,"0,1",,"9,9",,"9,5",,"0,8",,"0,02",,"0,008",,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-070']",,,,,,,,,,,,,,,,,,,,,
532,Alcavie - P.jentschura - 660g,4260196682138,660g,['P.jentschura'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['en:gluten-free', 'Agriculture UE/Non UE', 'Sans sucre ajouté', 'Sans lactose']",,,,,,,,,,,,,,,,,,,,,
533,Rahm-Spinat,4260254490019,,,,['France'],[],[],,,,,,,,,?,,55,,230 kj(55 kcal),,"2,6",,"0,7",,"3,3",,"1,7",,"3,5",,"0,85",,"0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Sauce picnic mayo paprika. Bio dans gluten,4260280131405,,,,['France'],[],[],,,,,,,,,?,,429,,1795 kj(429 kcal),,45,,"4,8",,"5,7",,"5,5",,"1,1",,"1,2",,"0,48",,,,,,"['Bio', 'Sans gluten']",,,,,,,,,,,,,,,,,,,,,
535,Mangues séchées,4260335833605,,,,['France'],[],[],,,,,,,,,?,,311,,1301 kj(311 kcal),,"0,3",,"0,1",,"67,5",,"47,6",,"2,5",,"0,07",,"0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,
536,Slushyboy Blaubeere - 1l,4260346380044,1 l,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Flasche'],,,,,,,,,,,,,,,,,,,,
537,Slushyboy Kirsche - 1l,4260346380112,1 l,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Flasche'],,,,,,,,,,,,,,,,,,,,
538,Slushyboy Waldmeister - 1l,4260346380181,1 l,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Flasche'],,,,,,,,,,,,,,,,,,,,
539,4260358516806,4260358516806,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,"Käse Flûtes, Käse",4300175157797,,,,['France'],[],[],,,,,,,,,?,,515,,2155 kj(515 kcal),,27,,18,,54,,4,,12,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Spaghetti HWGTW Aro500gr - aro - 500g,4333465242866,500g,['Aro'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']","['France', 'Allemagne']",[],[],1.5 g,en faible quantité,0.3 g,en faible quantité,3 g,en faible quantité,0.03 g,en faible quantité,?,,363,+9%,1519 kj(363 kcal),+9%,"1,5",-42%,"0,3",-57%,74,+20%,3,+8%,12,+3%,"0,03",-86%,"0,012",-86%,-1,,A,,,,,,,,,,,,,,,,,,,,,,,
542,Polpa Fine - Pizza Tomatoes - Metro Chef,4337182034872,,['Metro Chef'],,['France'],[],[],,,,,,,,,?,,36,,151 kj(36 kcal),,"0,2",,0,,7,,4,,"1,6",,"0,1",,"0,04",,,,,,['Produits destinés aux professionnels'],,,,,,,,,,,,,,,,,,,,,
543,Madeleine - STmichel - 1100g,43888191,1100g,['STmichel'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,B,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,
544,Energy blooster - Isostar - 100g,4451320,100g,['Isostar'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,
545,4571187783667,4571187783667,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,"['FR 69.273.004 CE', 'Corbas (Rhône, France)']",,,,,,,,,,,
546,vegi mix - limafood - 250,47772410,250,['Limafood'],,['France'],[],[],,,,,,,,,?,,191,,799 kj(191 kcal),,"6,2",,1,,"25,2",,"0,8",,"6,8",,1,,"0,4",,,,,,"['Bio', 'Vegan bio']",['Sachet'],,,,,,,,,,,,,,,,,,,,
547,Soupe japonaise,4785055850089,,,,['France'],[],[],,,,,,,,,?,,22,,92 kj(22 kcal),,"0,5",,"0,5",,"4,1",,"0,8",,"0,7",,"0,63",,"0,252",,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,
548,Vanilla mint tea - t-sips initiative - 100g,4792007315411,100g,['t-sips initiative'],,"['France', 'Sri Lanka']","['ingredients: natural peppermint leaves', 'natural vanilla pieces & real rose petals']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,['wellampitiya Sri Lanka'],,,,,,['Sri Lanka'],,,,,,,,,,,,,
549,Chippy,4800016101328,,,,['France'],[],[],,,,,,,,,?,,170,,711 kj(170 kcal),,11,,7,,16,,0,,2,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Assaisonnement Au Tamarin 50G,4804888804158,,,,['France'],[],[],,,,,,,,,?,,183,,766 kj(183 kcal),,0,,0,,38,,20,,"8,3",,"40,2",,"16,08",,,,,,,,,,,,,,,,,,,,,,,,,,,
551,4891145326737,4891145326737,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Sun Harvest with Cocoa,4894514001778,,,,['France'],[],[],,,,,,,,,?,,578,,2418 kj(578 kcal),,"38,3",,"9,7",,"49,9",,"49,5",,"4,3",,"0,48",,"0,192",,,,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,
553,"Candy popin-cookin ""doughnuts""",4901551355600,,,,['France'],[],[],,,,,,,,,?,,168,,703 kj(168 kcal),,"37,8",,"4,2",,32,,32,,"0,5",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
554,4937711876876,4937711876876,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,M&Ms - 250g,5000159511131,250g,['M&Ms'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Protein Rasperry & Strawberry - Arla,5000181036442,,['Arla'],,['France'],[],[],,,,,,,,,?,,76,,318 kj(76 kcal),,"1,6",,1,,"6,3",,"6,2",,9,,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,
557,0226487045062,0226487045062,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,4 day dry cure crumbed ham,5000187158469,,,,['France'],[],[],,,,,,,,,?,,119,,498 kj(119 kcal),,"1,8",,"0,6",,"1,5",,"0,8",,"24,1",,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,
559,Peanut butter,5000214018872,,,,['France'],[],[],,,,,,,,,?,,618,,2586 kj(618 kcal),,"49,1",,"8,4",,"5,6",,"2,3",,"33,9",,"0,1",,"0,04",,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,
560,5000264003064,5000264003064,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Walkers Prawn Cocktail Crisps,5000328529073,,['Walkers'],,['France'],[],[],,,,,,,,,?,,519,,2171 kj(519 kcal),,"30,5",,"2,5",,53,,"1,8",,"6,1",,"1,26",,"0,504",,,,,,,,,,,,,,,,,,,,,,,,,,,
562,Tostitos,5000328950839,,,,['France'],[],[],,,,,,,,,?,,149,,623 kj(149 kcal),,"7,1",,1,,20,,"0,3",,"0,6",,"0,22",,"0,088",,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,
563,IRN BRU,5000382008743,,,,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,0,,0,,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
564,Fruit shoot,5010102117198,,,,['France'],[],[],,,,,,,,,?,,25,,105 kj(25 kcal),,0,,0,,6,,"5,9",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,Vegan basil pesto,5010338223519,,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,499,,2088 kj(499 kcal),,"50,5",,"7,3",,"4,9",,"2,2",,"5,1",,"2,4",,"0,96",,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,
566,country crisp - Jordans,5010477347657,,['Jordans'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",['France'],"['Céréales Complètes ', '58%', ' ', ""Flocons d'Avoine"", ""Flocons d'Orge"", ""Farine d'Avoine"", 'Sucre', 'Copeaux de Chocolat Noir ', '12%', ' ', 'Cacao : 70% minimum', ' ', 'Pâte de Cacao', 'Sucre', 'Beurre de Cacao', 'Émulsifiant : Lécithine de Soja', 'Arôme Naturel', 'Huiles végétales ', 'Huile de Colza', 'Huile de Palme**', 'Farine de Riz', 'Noix de Coco Séchée', 'Arôme Naturel', ' Informations sur les allergènes : les allergènes', 'y compris les céréales contenant du gluten', 'sont indiqués en gras', ' Peut contenir également : du Blé', 'du Seigle', 'du Lait', 'des Noix']","['Huile de palme', 'Non végétalien']",18.6 g,en quantité modérée,7.3 g,en quantité élevée,20.2 g,en quantité élevée,0.0346 g,en faible quantité,?,,463,+16%,1937 kj(463 kcal),+16%,"18,6",+114%,"7,3",+232%,"62,6",-6%,"20,2",+21%,"7,9",-15%,"0,035",-90%,"0,014",-90%,16,+197%,D,+197%,['Sans arômes artificiels'],,,,['E322i - Lécithine'],['Huile de palme'],"['Gluten', 'Avoine']",4,,,,D,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,
567,Bacardi Limon,5010677044004,,['Bacardi'],,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Flasche'],,,,,,,,,,,,,,,,,,,,
568,Bacardi Razz - 0.7l,5010677053006,0.7 l,,,"['Belgique', 'France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Flasche'],,['Delhaize'],,,,,,,,,,,,,,,,,,
569,Bacardi Dragon Berry,5010677430012,,['Bacardi'],,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Flasche'],,,,,,,,,,,,,,,,,,,,
570,Bacardi Pineapple Fusion,5010677460057,,['Bacardi'],,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Flasche'],,,,,,,,,,,,,,,,,,,,
571,Home Cook pancake mix - 400g,5011022004544,400g,['Home cook'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,Pain complet,0260061009842,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains complets']",['France'],[],[],1.3 g,en faible quantité,0.4 g,en faible quantité,1.4 g,en faible quantité,1.3 g,en quantité modérée,?,,257,+2%,1075 kj(257 kcal),+2%,"1,3",-62%,"0,4",-26%,"46,4",+9%,"1,4",-62%,"10,5",+20%,"1,3",+11%,"0,52",+11%,3,+352%,C,+352%,,,,,,,,,,,,,,,,,,,,,,
573,Haribo,5012035941901,,['Haribo'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Thé vert earl grey - Tetley - 50sachets,5014328056521,50 sachets,['Tetley'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,Beetroot & Horseradish Relish,5014691302003,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,Jus de raisin blanc,5015063142012,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de raisin']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,16 g,en quantité élevée,0.01 g,en faible quantité,?,,69,+3%,289 kj(69 kcal),+3%,0,-100%,0,-100%,16,-2%,16,+1%,0,-100%,"0,01",+53%,"0,004",+53%,10,+3%,E,+3%,,,,,,,,,,,,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,
577,cheese with ham - primula - 150g,5016049283194,150g,['Primula'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['en:gluten-free'],['Tube'],,,,,,,['en:26 12 2018'],,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,
578,petits pois a l'etuvée extra-fins - Monoprix - 425ml,50113965,425 ml,['Monoprix'],,['France'],['petits pois - eau-sucre - sel - arôme naturel'],"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",,,,,,,,,?,,88,,368 kj(88 kcal),,"0,9",,"0,2",,11,,"3,7",,"5,8",,"0,53",,"0,212",,,,,,['Legumes origine France'],['boite de conserve'],['Clichy'],['Monoprix'],,,,4,['France'],,['56251E'],,,,,,,,,,,
579,5023607999879,5023607999879,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Bulk Deal 6 X Organix Goodies O's & X'S 15G,5024121864308,,,,['France'],[],[],,,,,,,,,?,,446,,1866 kj(446 kcal),,15,,"2,1",,"63,9",,"6,1",,8,,"0,02",,"0,008",,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,
581,L'original Noir,7418481200445,,,,['France'],[],[],,,,,,,,,?,,530,,2218 kj(530 kcal),,"29,5",,"18,5",,56,,"53,5",,"5,1",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
582,American Cookie Mix,5028966034162,,,,['France'],[],[],,,,,,,,,?,,429,,1795 kj(429 kcal),,"10,5",,"4,2",,"77,1",,"44,8",,6,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,
583,5029053567198,5029053567198,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,400g,5032015001357,400 g,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,The noir fraise rubarbe,3760166261543,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Salad cream - Tesco,5054775425440,,['Tesco'],,['France'],[],[],,,,,,,,,?,,113,,473 kj(113 kcal),,"5,7",,"0,7",,"13,2",,"6,5",,"1,1",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,
587,Goji berries - pipkin,5055956017621,,['Pipkin'],,['France'],['goji'],[],,,,,,,,,?,,304,,1272 kj(304 kcal),,"2,88",,"0,38",,"61,2",,"47,1",,"15,1",,"0,264",,"0,106",,,,,,,,,,,,,,,,,,,,,,,,,,,
