,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,brand,ingredients_origins,manufacturing,traceability_code,link,markets,allergens,nova_score,additives,origin_detail,generic_name
1784,tonic lotion - ôde de rose - 400ml,3760146528765,['France'],[],[],?,?,,?,,?,,?,,,,['Produits de beau ra'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 ml,['Plastique'],['ôde de rose'],,,,,,,,,,
1785,galette saumon petits légumes - thiriet - 2,13253776,['France'],[],[],?,?,,?,,?,,?,,,,"['Plats préparés', 'Galettes fourrées', 'Galettes fourrées salées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,['Carton'],['Thiriet'],['France'],['France'],['29058C'],,['Thiriet'],,,,,
1786,Jus de pamplemousse rose 100% pur jus - Jafaden,356470062547703,['France'],[],[],?,?,,?,,?,,?,,,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pamplemousse', 'Jus de pamplemousse rose']",,,,,,,,,,,,,,,,,,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,"['Jafaden', 'Jus de pamplemousse rose']",,,,,,,,,,
1787,Instinct - Cl de La Chapelle,3770004704101,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cl de La Chapelle'],,,,,,,,,,
1788,Pain champêtre 500gr long tranche - Boulangerie de l'hermitage - 500g,3760299410870,['France'],"['Mélange de Farine de Blé*', 'seigle*', 'avoine*', 'sarrasin*', 'millet*', 'lin brun*', 'tournesol*', 'épeautre*', '46,31%', 'Mélange de graines et flocons*', '0,31%', ',Eau ', '32,64%', 'Levain de Blé*', '19,94%', 'Sel ', '0,8%']",[],1153,275.6,1153 kj(275 kcal),4,1,48,1,9,1,"0,4",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains multicéréales']",['Bio'],4 g,en quantité modérée,1 g,en faible quantité,1 g,en faible quantité,1 g,en quantité modérée,,+1%,+2%,-26%,+36%,+8%,-54%,+9%,-17%,-17%,2,+900%,B,+900%,,,,,,,,500 g,['sac papier et plastique'],"[""Boulangerie de l'hermitage"", 'Pain champêtre 500gr long tranche']",,,,,,"['Gluten', 'Avoine']",3,,,Pain champêtre 500gr long tranche
1789,Coffe pas mild - Senseo,8711000341094,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Senseo'],,,,,,,,,,
1790,Fairtrade original,8711741323526,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fairtrade original'],,,,,,,,,,
1791,Beurre - Campina,8712800005612,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Campina'],,,,,,,,,,
1792,Jockey stracciatella - Danone,033490613983,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Danone'],,,,,,,,,,
1793,Parmiggiano reggiano 12mois 60g - Leclerc les Croisés,356470020315604,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leclerc les Croisés'],,,,,,,,,,
1794,Noir écllats d\'Amandes - Bio Village,356470711701202,['France'],[],[],?,?,,?,,?,,?,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio Village'],,,,,['Leclerc'],,,,,
1795,moutarde de Dijon - Biovillage,8501707082549,['France'],[],[],?,?,,?,,?,,?,,,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",,,,,,,,,,,,,,,,,,,,,,,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,['Biovillage'],,,,,,,,,,
1796,Pruneau -  - 338g,2729007004061,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338g,['Barquette'],,,,,,,,,,,
1797,huitres fines de claire Marenne Oleron - l\'océan de l\'huitre LIDL,3494310000107,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""l\\'océan de l\\'huitre LIDL""]",,,,,,,,,,
1798,gel douche - solibio - 500ml,3760077610331,['France'],[],[],?,?,,?,,?,,?,,,,['Cosmétiques'],"['Bio', 'Bio-dynamie', 'Nature et Progrès']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 ml,['Plastique'],['Solibio'],['97\xa0% origine naturelle'],['Solignac 87110'],,,['Leclerc Limoges'],,,,,
1799,Galettes Noix De Coco,3364699356006,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,NECTAR 100% arabica - Jacques VABRE,87110005221,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jacques VABRE'],,,,,,,,,,
1801,Andric,3551280000350,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Andric'],,,,,,,,,,
1802,BEAUJOLAIS NOUVEAU - DUBOEUF,3351650019469,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['DUBOEUF'],,,,,,,,,,
1803,pain spécial au levain de seigle - neuhauser - 500gr,3248280002230,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500gr,['Plastique'],['Neuhauser'],,,,,,,,,,
1804,Château Moncontour,3760078212299,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Château Moncontour'],,,,,,,,,,
1805,masque - 50ml,3378872127819,['France'],[],[],?,?,,?,,?,,?,,,,['Sephora'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50ml,,,,,,,,,,,,
1806,yaourt nature au lait entier - BIOvillage,356470712230601,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['BIOvillage'],,,,,,,,,,
1807,Pain des pisse -,222475629778,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,Pavé de saumon élevé en Norvège - Grand frais - 316g,2869878043292,['France'],[],[],?,?,,?,,?,,?,,,,['en:raw-fishes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316g,['sous vide'],['Grand frais'],,,,,,,,,,
1809,primevere bio,155250358788,['France'],[],[],?,?,,?,,?,,?,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['primevere bio'],,,,,,,,,,
1810,Tartine doux - Primevère,155251205296,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Primevère'],,,,,,,,,,
1811,Mission indigo,9782013953894,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,"Mentos, Choco-mint",46170842,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,Huile de noisette - Carrefour - 25CL,03202220247,['France'],[],[],?,?,,?,,?,,?,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits à coques', 'Huiles de noisette']",,,,,,,,,,,,,,,,,,,,,,,,92.8%,2.3%,2.5%,1.3%,1.2%,0.0%,36,25 CL,,['Carrefour'],,,,,['Carrefour'],,,,,
1814,GENTIANE D AUVERGNE - PAGES,3394541680058,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['PAGES'],,,,,,,,,,
1815,chips - intermarcher - 30g,12248328,['France'],[],[],?,?,,?,,?,,?,,,,['Je c pas'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 g,['Dangeureux'],['Intermarcher'],,,,,,,,,,
1816,Clémentine,8432117001625,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,biscuits à la cuillère - Bonne Maman,317853040,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bonne Maman'],,,,,,,,,,
1818,Princess potion - wt - 30ml,5060503767003,['France'],[],[],?,?,,?,,?,,?,,,,['Booster'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30ml,['violet avec une pipette blanche'],['Wt'],,,,,,,,,,
1819,Coreff,3425230000885,['France'],[],[],?,?,,?,,?,,?,,,,"['Boissons', 'Boissons alcoolisées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Coreff'],,,,,,,,,,
1820,alimentation pour chien - authentiq' - 12,3662852000453,['France'],[],[],?,?,,?,,?,,?,,,,"['Non alimentaire', 'Open Pet Food Facts', 'Nourriture pour animaux', 'Nourriture humide pour animaux', 'Nourriture pour chiens', 'Pâtées pour chien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,['Sac'],"[""authentiq'""]",,,,,,,,,,
1821,Chocolat & Liqueur - Côte de France,3275179194776,['France'],[],[],?,?,,?,,?,,?,,,,['Chocol'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Côte de France'],,,,,,,,,,
1822,tropicana,15212719,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,Fraîcheur créole - Leader price - 25cl,3760096960417,['France'],[],[],532,127,532 kj(127 kcal),0,,30,"25,2","0,2",0,0,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']",,,,,,,,,,,,,,,,,,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,25 cl,['Briquette'],['Leader price'],,,,,['Leader Price'],,,,,
1824,morbier aop fruit aff - U - 100g,2884494025781,['France'],[],[],?,?,,?,,?,,?,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,100g,['Plastique'],['U'],,,,,['Super U'],,,,,
1825,ferme du rouet - vin d\'Ardèche,3274440056812,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""vin d\\'Ardèche""]",,,,,,,,,,
1826,Bordeaux Rose 2019 - Les portes de Bordeaux,0812133010388,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Les portes de Bordeaux'],,,,,,,,,,
1827,chicoré soluble bio - LEROUX,7121140441102,['France'],[],[],?,?,,?,,?,,?,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['LEROUX'],,,,,,,,,,
1828,Pineau,3258561360799,['France'],[],[],?,?,,?,,?,,?,,,,"['Boissons', 'Boissons alcoolisées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Pineau'],,,,,,,,,,
1829,Poulet fermier - Jante - 1kg,2606336084622,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 kg,,['Jante'],,,,,,,,,,
1830,huile de colza - rustica,356470013007004,['France'],[],[],?,?,,?,,?,,?,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de colza']",,,,,,,,,,,,,,,,,,,,,,,,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,,,['Rustica'],,,,,,,,,,
1831,Riz gluant -  - 1kg,3780009880038,['France'],[],[],?,?,,?,,?,,?,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz']",,,,,,,,,,,,,,,,,,,,,,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,1kg,['Sac'],,,,,,,,,,,
1832,Gratin aux gambas et noix de Saint-Jacques - Délice - 280g,31298261,['France'],[],[],611,146,611 kj(146 kcal),"8,7","5,9",10,"1,2",7,"1,05","0,42",E,"['Produits de la mer', 'Gratin de poissons cuit']",,8.7 g,en quantité modérée,5.9 g,en quantité élevée,1.2 g,en faible quantité,1.05 g,en quantité modérée,-16%,-22%,-21%,-19%,+166%,+341%,+106%,-60%,-30%,-30%,6,-8%,C,-8%,87.9%,3.9%,1.1%,4.9%,1.2%,1.0%,23,280g,"['barquette plastique', 'boîte carton']",['Délice'],,,,,,,,,,
1833,Gel douche sur gras sans savon -,3401381757106,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Flacon'],,,,,,,,,,,
1834,Tisane soirées d hiver - Aromandise,3560467791240,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Aromandise'],,,,,,,,,,
1835,Mimolette vieille - Nos régions ont du talent,8501709031811,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nos régions ont du talent'],,,,,,,,,,
1836,Miel de luzerne - Trésor d la fiche,2430020001202,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Trésor d la fiche'],,,,,,,,,,
1837,champoing oil ultime marula et rose - schwarzkopf - 300ml,4045787406771,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 ml,['Plastique'],['Schwarzkopf'],,,,,,,,,,
1838,Noir et écorces d\'oranges - Marque repère EQUADOR,356470046997202,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Marque repère EQUADOR'],,,,,,,,,,
1839,Destination,3700111019553,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Destination'],,,,,,,,,,
1840,Poulet - Isla délice,64382162764846,['France'],[],[],?,?,,?,,?,,?,,,,['% de matières grasses'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Isla délice'],,,,,,,,,,
1841,huitres bretonnes - cultimer - 1kg,3700096608421,['France'],[],[],?,?,,?,,?,,?,,,,['Produits de la mer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1kg,"['caissette bois', 'dessus plastique']",['Cultimer'],['Scamer begles Pessac 33'],['France'],['35095126'],http://www.cultimer.com,['intermarché'],,,,,
1842,terdézom - 5l,1156530710052,['France'],[],[],?,?,,?,,?,,?,,,,['Vln'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 l,['5 l'],['terdézom'],['Hérault'],['Hérault'],,,,,,,,
1843,filet de crocodile - évasion festive - 2 ×140grammes,2478589082454,['France'],[],[],?,?,,?,,?,,?,,,,"['Viandes', 'Viande de crocodile']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 ×140 grammes,['Plastique'],['évasion festive'],['Zimbabwe'],['Rennes'],,,['Carrefour'],,,,,
1844,Beaujolais Nouveau - Domaine du Pass\'Loup,3298663405097,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Domaine du Pass\\'Loup""]",,,,,,,,,,
1845,"jaret avant de porc demi-sel - Lidl - 0,779g",2210531003892,['France'],[],[],?,?,,?,,?,,?,,,,"['Viandes', 'Porc']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,779g",['Plastique'],['Lidl'],,,,,,,,,,
1846,sirop agave - sunny via - 350,19669809,['France'],[],[],?,?,,?,,?,,?,,,,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'agave""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,['Plastique'],['sunny via'],,,,,,,,,,
1847,insudiet - pilege - 12,3701145650484,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,['Papier'],['Pilege'],,,,,,,,,,
1848,Thé noir Lapsang Souchong - Thés de la Pagode,3363790000177,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Thés de la Pagode'],,,,,,,,,,
1849,Versant Royal - Pierre Chanau,3254564243619,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Pierre Chanau'],,,,,,,,,,
1850,Farine de Blé Bise T80 - Famille Rochefort,3770001038063,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Famille Rochefort'],,,,,,,,,,
1851,Ananas pain de bouche -,83075277000024,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,Tea\'ne Thé blanc à la nigelle - SAOUDA,3760171580165,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['SAOUDA'],,,,,,,,,,
1853,digestion - yogi tea,4012824401044,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['yogi tea'],,,,,,,,,,
1854,nougat figues 100%bio - La Roche d'Or - 50g,3105560083504,['France'],[],[],?,?,,?,,?,,?,,,D,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']",['Bio'],,,,,,,,,,,,,,,,,,,,,,,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,50 g,['papier transparent'],"[""La Roche d'Or""]",,,,,,,,,,
1855,cartouche jet d'encre,8715057014383,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,Poire,3660123511738,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,Advil Caps,3400938162974,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,Myrtilles,3385630100489,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,B&S bedros et savino - 150g,580281232316,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150g,['Paquet'],['B&S'],,,,,,,,,,
1860,IL CAFFÈ - NESPRESSO,7630477814645,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['NESPRESSO'],,,,,,,,,,
1861,Lebkuchen - Wintertraum,4061458109925,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Wintertraum'],,,,,,,,,,
1862,code lover oil 1000 mg,5060343745247,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gelules'],,,,,,,,,,,
1863,grand puch -,3159567000439,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,saumon gravlax,87388886,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,silhouette - destination premium,3700110000828,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['destination premium'],,,,,,,,,,
1866,Narcisa - Rus,2099930252137,['France'],[],[],?,?,,?,,?,,?,,,,['% de matières grasses'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rus,['Macrias'],['Narcisa'],,,,,,,,,,
1867,Bio village -,356470700024605,['France'],[],[],?,?,,?,,?,,?,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,Frank,03374771,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,Original syrup,0055742539561,"['Canada', 'France']",[],[],?,366.67,1534 kj(366 kcal),0,0,90,"53,33",0,"0,275","0,11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,Jamieson Calcium Magnésium + D3,0064642026743,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,Soft-cake Orange,9003740095788,['France'],[],[],?,388,1623 kj(388 kcal),12,"6,9",65,49,0,"0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,darjeeling GFOP - DAMMAN,3259920067533,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['DAMMAN'],,,,,,,,,,
1873,cuisses de grenouilles tropic surgelees - 800g,3367870220882,['France'],[],[],?,?,,?,,?,,?,,,,['Plastic'],['Eleve au Vietnam'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800g,,['Tropic'],,,,,,,,,,
1874,prinsessen - kneipp - 2ooml,4008233131108,['France'],[],[],?,?,,?,,?,,?,,,,['Shampooing douche'],"[""Nature's expert""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ooml,['Plastique'],['Kneipp'],,,,,,,,,,
1875,Toasts foies gras briochés - Jacquet - 36,029330001652,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,['Jacquet'],,,,,,,,,,
1876,valdrian,3186121100137,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Valdrian'],,,,,,,,,,
1877,Halwa Chamia Lion (400G),6194005800049,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,lait écrémé - Bio village,356470709602704,['France'],[],[],?,?,,?,,?,,?,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio village'],,,,,['Leclerc'],,,,,
1879,colussi  crackers  l'huile d'olive et le romarin - 250g,06274764,['France'],[],[],?,?,,?,,?,,?,,,,"[""Crackers à  l'huile d'olive et au romarin""]",['Colussi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,['Papier'],['Colussi'],,['Italie'],['8 002590 017514'],,['Grand Frais'],,,,,
1880,Picard,9210160890170,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Picard'],,,,,['Picard'],,,,,
1881,chicoré café - leroux,30671400333339540,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leroux'],,,,,,,,,,
1882,godiva,5000168026770,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Godiva'],,,,,,,,,,
1883,Frosch - 1l,4001499941610,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1l,,['Frosch'],,,,,,,,,,
1884,matin des Pyrénées 370 g,28784111,['France'],[],[],"0,5",930,"0,5 kj(930 kcal)","< 0,3",,?,"< 0,1","0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,brioche - carrefour - 400g,3276550559795,['France'],"['farine de blé', 'beurre', 'œufs', 'sucre', 'sel', 'acide ascorbique']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 g,"['barquette papier', 'sachet plastique']",['Carrefour'],,['boulangerie du magasin Carrefour'],,,['Carrefour'],"['Œufs', 'Gluten', 'Lait']",3,,,brioche
1886,Cookies -,325031738229,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,café - netto,3250392628888,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Netto'],,,,,,,,,,
1888,zumosol - 1L,06346645,['France'],[],[],?,?,,?,,?,,?,,,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']",,,,,,,,,,,,,,,,,,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,1L,['Espagne'],['Zumosol'],,,,,,,,,,
1889,GAEC PEDELABORDE - miel des pyrénées,3499330019931,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['miel des pyrénées'],,,,,,,,,,
1890,Coffret de 3 savons parfumés -  - 3x200g,3511720130382,['France'],[],[],?,?,,?,,?,,?,,,,['Savon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3x200g,['3'],,,,,,,,,,,
