,name,bar_code,generic_name,quantity,brand,sales_countries,ingredients_list,additives,palm_ingredients,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,manufacturing,traceability_code,packaging,labels,link,brand_owner,producer_info,origin_detail
1872,Muffins - Mcennedy - 540g,40879895,,540 g,['Mcennedy'],"['France', 'Espagne']","['sucre', 'farine de blé', 'huile de colza', 'œuf*', 'pépites de chocolat ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'cacao maigre en poudre', 'émulsifiant: lécithines ', 'tournesol', 'humectant glycérol', 'eau', '2% cacao maigre en poudre', 'amidon de blé', 'poudres à lever', 'diphosphates', 'carbonates de sodium', 'farine de riz', ""émulsifiants: mono - et diglycérides d'acides gras**"", 'stéaroyl-2-lactylate de sodium', ""correcteur d 'acidité: acétates de sodium,' arôme naturel"", 'acidifiant: acide citrique', 'sel de cuisine', 'épaississant gomme xanthane', 'Pépites de chocolat cacao: 40 % minimum', '*issu de poules élevées au sol', 'végétale', 'Peut contenir des traces de lait', 'de soja', 'de frui', ""à coque et d'arachides,""]","['E322i - Lécithine', 'E422 - Glycérol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E262 - Acétates de sodium', 'E330 - Acide citrique', 'E415 - Gomme xanthane']",,"['Œufs', 'Gluten']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,?,409,1711 kj(409 kcal),"21,1",4,"47,8","26,9","5,7","1,15","0,46",,"['Biscuits et gâteaux', 'Gâteaux', 'Muffins']",['Lidl'],21.1 g,en quantité élevée,4 g,en quantité modérée,26.9 g,en quantité élevée,1.15 g,en quantité modérée,,+3%,+3%,+4%,+7%,-2%,0%,+10%,+55%,+55%,18,+17%,D,+17%,,,,,,,,,,,,"['Agriculture durable', '100% végétal', 'Fabriqué en Allemagne', 'en:UTZ Certified']",,,,
1873,Pur jus multifruits bio - Solevita - 1L,40882901,,1L,['Solevita'],['France'],"[""jus d'orange"", 'jus de mandarine', 'jus de raisin', 'purée de banane', "" Ingrédients issus de l'agriculture biologique""]",,,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,53,222 kj(53 kcal),"0,5","0,1",13,12,"0,5","0,01","0,004",C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Boissons sans alcool', 'Jus multifruits', 'Jus de fruits pur jus', 'Jus multifruits pur jus']",['Lidl'],0.5 g,en faible quantité,0.1 g,en faible quantité,12 g,en quantité élevée,0.01 g,en faible quantité,,+10%,+11%,+160%,+252%,+17%,+15%,+16%,+25%,+25%,6,+34%,D,+34%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,['Brique'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,
1874,Bio-Jogurt Mild Mango-Vanille - Andechser - 400g,4104060025679,Yaourt à la mangue et à la vanille bio,400g,['Andechser'],"['France', 'Allemagne']","['Yaourt* 81%', 'sucre de betterave*', 'purée de mangues* 7%', 'amidon natif de maïs ', 'épaississant : farine de graines de caroube*', 'jus de citron concentré*', 'extrait de vanille Bourbon', 'poudre de vanille Bourbon* 0 01%', "" *Ingrédients issus de l'agriculture biologique""]",,,['Lait'],['Non végétalien'],3,?,91,381 kj(91 kcal),"3,1","2,1","11,6","11,3","4,1","0,15","0,06",B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la mangue']",,3.1 g,en quantité modérée,2.1 g,en quantité modérée,11.3 g,en quantité modérée,0.15 g,en faible quantité,,-11%,-8%,+2%,+6%,-13%,-8%,+10%,+40%,+40%,3,+5%,C,+5%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,['Allemagne'],['DE BY-117 EG'],"['Pot', 'Frais', 'Carton']","['Bio', 'Bio européen', 'Agriculture non UE', 'DE-ÖKO-001', 'Agriculture UE', 'Agriculture UE/Non UE', 'en:EU-Öko-Verordnung', 'en:Grüner Punkt']",,,,
1875,Biscuits à l'épeautre fourrés - Alnatura - 330g,4104420053922,Doppelkeks aus Dinkelmehl mit 30% Kakaocreme-Füllung,330 g,['Alnatura'],"['France', 'Allemagne', 'Luxembourg', 'Suisse']","[""Farine d'épeautre type 1050 "", '44%', 'sucre de canne brut', 'graisse de palme non hydrogénée', 'cacao en poudre fortement dégraissé 3', '8%', 'lait entier en poudre', 'fécule de maïs', 'miel', 'sirop de glucose', 'poudre à lever: carbonate acide de sodium', 'sel marin', 'gousse de vanille Bourbon moulue']",,,['Lait'],"['Huile de palme', 'Non végétalien']",4,2065,493,2065 kj(493 kcal),23,12,62,28,"7,5","0,28","0,112",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits fourrés']",['Cactus'],23 g,en quantité élevée,12 g,en quantité élevée,28 g,en quantité élevée,0.28 g,en faible quantité,+4%,+5%,+5%,+20%,+41%,-7%,-15%,+29%,-49%,-49%,19,-4%,E,-4%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,['Deutschland/Darmstadt'],,"['Papier', 'Plastik']","['Bio', 'Bio européen', 'Agriculture non UE', 'de:Bio 7 Initiative', 'DE-ÖKO-001', 'en:EG-Öko-Verordnung', 'Agriculture UE', 'Agriculture UE/Non UE']",,,,
1876,Purée de sésame - Alnatura - 250g,4104420177673,,250 g,['Alnatura'],"['France', 'Allemagne', 'Suisse']","['sésame 13', '80€/kg']",,,['Graines de sésame'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,657,2749 kj(657 kcal),59,"9,1",6,"0,6",21,"0,06","0,024",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Produits à tartiner', 'Céréales et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Purées de céréales', 'Purées de sésame', 'Purées de sésame blanc']",['Migros'],59 g,en quantité élevée,9.1 g,en quantité élevée,0.6 g,en faible quantité,0.06 g,en faible quantité,,+6%,+6%,+9%,+12%,-28%,-4%,-1%,-58%,-58%,12,-10%,D,-10%,84.4%,6.1%,3.7%,4.2%,1.7%,0.0%,47,"['Mexique', 'Ouganda']",['Allemagne'],['DE-OKO-006'],"['Verre', 'Fer blanc']","['Bio', 'Bio européen', 'Agriculture non UE', 'de:Bio 7 Initiative', 'DE-ÖKO-006', 'en:Verified']",,,,
1877,Purée de noix de cajoux - Alnatura - 250g,4104420181670,Cashewmus,250 g,['Alnatura'],"['France', 'Allemagne', 'Suisse']","['Cashewnüsse* Kann Spuren von Erdnuss', 'Milch', 'Mandel', 'Haselnuss', 'Walnuss Macadamianuss', 'Sesam und Lupine enthalten', ' *aus biologischer Landwirsdat']",,,['Fruits à coque'],[],1,2599,627,2599 kj(627 kcal),51,11,19,"5,6",20,"0,02","0,008",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de fruits à coques', 'Purées de noix de cajou']",['Alnatura'],51 g,en quantité élevée,11 g,en quantité élevée,5.6 g,en quantité modérée,0.02 g,en faible quantité,,+4%,+4%,+8%,+15%,-20%,+2%,+8%,-58%,-58%,3,-73%,C,-73%,,,,,,,,['Inde'],['Deutschland'],,['Glas'],"['Bio', 'Bio européen', 'de:Bio 7 Initiative', 'DE-ÖKO-006']",,,,
1878,Pack de Mars - 45g,5000159382694,,45 g,['Mars'],['France'],[],,,,[],,?,449,1879 kj(449 kcal),"16,6","8,4","70,1","61,7",4,"0,4","0,16",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées au caramel']",['Magasins U'],16.6 g,en quantité modérée,8.4 g,en quantité élevée,61.7 g,en quantité élevée,0.4 g,en quantité modérée,,+1%,-0%,-6%,-6%,+7%,+13%,-10%,-7%,-7%,24,+2%,E,+2%,,,,,,,,,,,,,,,,
1879,Captain Morgan - 700ml e,5000281031033,,700 ml e,['Captain Morgan'],['France'],"['Boisson à base de rhum des caraïbes ', '90,9%', ' et arômes naturels']",,,,[],4,?,201,841 kj(201 kcal),0,0,1,"0,27",1,0,0,C,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Rhums', 'Rhums ambrés', 'Rhums épicés']",['Magasins U'],,,,,,,,,,,,,,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,"['Verre', 'Bouteille']","['Déconseillé à certaines catégories de personnes', 'Point Vert', 'Non recommandé aux femmes enceintes']",,,,
1880,Digestive - McVitie's - 400g,5000396037937,,400 g,"[""McVitie's""]","['Croatie', 'France', 'Portugal', 'es:Suisse']","['Farinha ', '54%', ' ', 'farinha de trigo', 'carbonato de cálcio', 'ferro', 'niacina', 'tiamina', 'óleo de palma', 'farinha de trigo integral ', '16%', 'açúcar', 'xarope de açúcar parcialmente invertido', 'levedantes ', 'carbonatos de sodio', 'ácido málico', 'carbonatos de amónio', 'sal']",['E296 - Acide malique'],,,[],,?,481,2013 kj(481 kcal),"21,3","10,1","62,9","16,5","7,1","1,275","0,51",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,21.3 g,en quantité élevée,10.1 g,en quantité élevée,16.5 g,en quantité élevée,1.27 g,en quantité modérée,,+1%,+1%,+2%,0%,-2%,-44%,+9%,+116%,+116%,21,+6%,E,+6%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,['Royaume-Uni'],,"['Carton', 'Boîte', 'Sachet', 'Plastique']","['Sans arômes artificiels', 'Point Vert', 'Sans colorants artificiels', 'Sans colorants ni arômes artificiels', 'Sans colorants']",,,,
1881,Fromage à effilocher Emmental - Ficello - 168g (8*21g),5011069112370,,168g (8*21g),"['Ficello', 'Kerry Foods']",['France'],[],,,,[],,?,304,1272 kj(304 kcal),"22,5",14,"2,5",1,23,"1,9","0,76",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte filée', 'Fromages pour enfants']",,22.5 g,en quantité élevée,14 g,en quantité élevée,1 g,en faible quantité,1.9 g,en quantité élevée,,+8%,+8%,+2%,-3%,+6%,-26%,+29%,+24%,+24%,16,+10%,D,+10%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,['Frais'],,,,,
1882,Meridian Crunchy Peanut Butter,5014213711290,Beurre de cacahuètes croustillant,,"['Meridian', 'Meridian Foods']","['France', 'Royaume-Uni']","['Arachides grillées,']",,,['Arachides'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,596,2494 kj(596 kcal),46,"8,2","11,6","5,9","29,6",0,0,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes', 'Beurres de cacahuetes croustillants']",,46 g,en quantité élevée,8.2 g,en quantité élevée,5.9 g,en quantité modérée,0 g,en faible quantité,,+5%,+6%,+2%,+4%,-12%,-1%,+29%,-100%,-100%,1,-93%,B,-93%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,"['Bocal', 'Verre', 'métal']",,,,,
1883,Mature & Creamy Cheddar - Wyke Farms - 160g,5021427905667,,160g,['Wyke Farms'],['France'],"['Lait de vache pasteurisé', 'sel', 'ferments lactiques ', 'Lait', 'coagulant végétale', 'colorant E160b']",['E160b - Rocou'],,['Lait'],['Non végétalien'],4,1725,416,1725 kj(416 kcal),"34,9","21,7","0,5","0,5","25,4","1,8","0,72",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages du Royaume-Uni', ""Fromages d'Angleterre"", 'Fromages en tranches', 'Cheddars']",['Monoprix'],34.9 g,en quantité élevée,21.7 g,en quantité élevée,0.5 g,en faible quantité,1.8 g,en quantité élevée,+5%,+5%,+4%,+5%,+3%,-64%,-0%,+8%,+2%,+2%,17,+1%,D,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,['Royaume-uni'],['UK PF300 EC'],['barquette plastique'],['Green energy'],https://wykefarms.com/fr/,,,
1884,Kellogg's Trésor Chocolat Noisettes - 450g,5053827131971,"Céréales fourrées au goût chocolat noisettes, enrichies en vitamines et en fer.",450 g,"[""Kellogg's""]","['Belgique', 'France']","['Farines de céréales', '53%', 'BLÉ', 'BLÉ complet', 'Maïs', 'Fourrage goût chocolat NOISETTES ', 'Sucre', 'Huiles végétales ', 'Palme', 'Tournesol', 'Colza', ' en proportions variables', 'Chocolat ', '3', '5%', 'Sucre', 'Pâte de cacao', 'Sirop de glucose', 'Maltodextrine', 'Cacao maigre en poudre', 'Petit-LAIT en poudre', 'LAIT écrémé en poudre', 'Purée de NOISETTES ', '0', '5%', 'Emulsifiant', 'Lécithine de tournesol', 'Arôme naturel', 'Sucre', 'Sel', 'Colorants', 'Caroténoïdes', 'Rocou', 'Antioxydants', ""Palmitate d'ascorbyle"", 'Alpha-tocophérol', ' Vitamines et Minéraux: Vitamines ', 'Niacine', 'B6', 'B2', 'B1', 'Acide folique', 'B12', ' et Fer']","['E322i - Lécithine', 'E160 - Caroténoïdes', 'E160b - Rocou', ""E304i - Palmitate d'ascorbyle"", 'E307 - Alphatocophérol']","['Huile de palme', ""E304 - Palmitate d'ascorbyle""]","['Gluten', 'Lait', 'Fruits à coque']","['Huile de palme', 'Non végétalien']",4,1838,437,1838 kj(437 kcal),14,"3,5",69,26,7,"1,1","0,44",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales extrudées', 'Céréales au chocolat', 'Céréales fourrées']",['Delhaize'],14 g,en quantité modérée,3.5 g,en quantité modérée,26 g,en quantité élevée,1.1 g,en quantité modérée,+0%,+0%,+0%,+1%,-7%,+1%,-9%,-7%,+72%,+72%,14,+8%,D,+8%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,"['Carton', 'Sachet', 'Plastique']",,,,,
1885,Petits coussins au chocolat bio - Kellogg's - 420g e,5053827187954,Carrés de céréales au blé complet fourrés au chocolat,420 g e,"[""Kellogg's"", 'W.K. Kellogg']","['Belgique', 'France']","['Blé complet ', '75%', 'Chocolat ', '19%', ' ', 'Sucre', 'Pâte de cacao', 'Beurre de cacao', 'Poudre de lait entier', 'Emulsifiant : ', 'Lécithine de soja', 'Sucre', 'Poudre de cacao']",['E322i - Lécithine'],,"['Gluten', 'Lait', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,?,392,1640 kj(392 kcal),8,"4,5",65,19,10,"0,05","0,02",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales extrudées', 'Céréales au chocolat', 'Céréales fourrées']","['Leclerc', 'Magasins U']",8 g,en quantité modérée,4.5 g,en quantité modérée,19 g,en quantité élevée,0.05 g,en faible quantité,,-10%,-10%,-42%,+19%,-4%,-34%,+34%,-92%,-92%,7,-46%,C,-46%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,"['Carton', 'Boite', 'Sachet', 'Plastique']","['Bio', 'Végétarien', 'Bio européen', 'Kascher', 'Sans arômes artificiels', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'GB-ORG-02', 'Riche en fibres', 'Sans colorants', 'Sans huile de palme', 'Céréales complètes']",,,,
1886,Le cheesecake citron - Gü - 180g (2x 90g),5060023974301,2 cheesecakes acidulés au citron d'Espagne,180 g (2 x 90 g),['Gü'],"['France', 'Suisse']","['Fromage à la crème entière ', '23%', 'crème', 'eau', 'poudre de protéine de lait', 'amidon modifié', 'cultures', 'sel marin', 'conservateur ', 'sorbate de potassium', 'crème liquide ', '17%', 'brisures de biscuit ', 'farine de blé ', 'farine de blé', 'carbonates de calcium', 'fer', 'niacine', 'thiamine', 'farine complète ', 'blé', 'huile végétale ', 'huile de colza et huile de palme', 'sucre', 'sirop de sucre', 'agents levants ', 'bicarbonate de sodium', ""bicarbonate d'ammonium"", 'sel', 'sucre', 'oeuf entier pasteurisé', 'sucre Démérara', 'huile végétale ', 'huile de colza et huile de palme', 'jus de citron ', '5%', 'beurre doux', 'farine de maïs', 'eau', ""jaune d'oeuf pasteurisé"", 'zeste de citron ', '0', '4%', 'amidon de maïs modifié', ""régulateur d'acidité "", 'acide citrique', 'conservateurs ', 'sorbate de potassium']","['E14XX - Amidons modifiés', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E170 - Carbonates de calcium', 'E505 - Carbonate de fer', 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium"", 'E330 - Acide citrique']",,"['Œufs', 'Gluten', 'Lait']","['Huile de palme', 'Non végétalien', 'Végétarien']",4,1517,364,1517 kj(364 kcal),"23,6","12,5","34,5","23,6","3,7","0,4","0,16",D,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Cheesecakes', 'Cheesecakes au citron']","['Cora', 'Carrefour', 'Magasins U']",23.6 g,en quantité élevée,12.5 g,en quantité élevée,23.6 g,en quantité élevée,0.4 g,en quantité modérée,,+18%,+22%,+47%,+36%,+8%,+5%,-10%,+29%,+29%,20,+21%,E,+21%,75.3%,15.7%,3.4%,3.2%,1.9%,0.5%,56,,,,"['Pots', 'Verre', 'Carton', 'Ramequins']",['Végétarien'],,,,
1887,Monster Energy Ultra red,5060335635860,,,['Monster'],['France'],[],,,,[],,?,2,8 kj(2 kcal),0,0,"0,6",0,0,"0,19","0,076",,"['Boissons', 'Boissons énergisantes']",['Magasins U'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.19 g,en quantité modérée,,-94%,-95%,-100%,-100%,-93%,-100%,-100%,+65%,+65%,1,-91%,B,-91%,,,,,,,,,,,,,,,,
1888,Caprice classic - Papadopoulos - 400gr,5201004020338,Gaufrettes viennoises fourrées à la crème de noisettes et au cacao (63%),400gr,['Papadopoulos'],"['France', 'Grèce']","['Sucre', 'farine de blé', 'huiles végétales ', 'huile de palme', 'huile de palmiste', 'huile de karité', 'lactose', 'pâte de noisettes 6%', 'cacao dégraissé en poudre 3,5%', 'protéines de lait', 'stabilisant ', 'sirop de sorbitol', 'amidon', 'fructose', 'lait écrémé en poudre', 'colorant ', 'caramel ammoniacal', 'fibres alimentaires', 'sel', 'émulsifiant ', 'lécithine de soja', 'antioxydants ', ""palmitate d'ascorbyle"", 'extraits riches en tocophérols', 'arômes']","['E420ii - Sirop de sorbitol', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E322i - Lécithine', ""E304i - Palmitate d'ascorbyle"", 'E306 - Extrait riche en tocophérols']","['Huile de palme', ""E304 - Palmitate d'ascorbyle""]","['Gluten', 'Lait', 'Fruits à coque', 'Soja']","['Huile de palme', 'Non végétalien']",4,?,477,1996 kj(477 kcal),10,"8,4",67,48,"7,4","0,4","0,16",E,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Gaufrettes', 'Gaufrettes fourrées', 'Gaufrettes fourrées au chocolat']","['Netto', 'Magasins U']",10 g,en quantité modérée,8.4 g,en quantité élevée,48 g,en quantité élevée,0.4 g,en quantité modérée,,-8%,-8%,-64%,-52%,+12%,+36%,+21%,+51%,+51%,20,-11%,E,-11%,82.4%,11.3%,2.3%,2.5%,1.4%,0.0%,41,,['Grece'],,"['Boîte', 'Metal']",,https://papadopoulou.gr/en/products/biscuits/caprice/praline,,,
1889,Lait demi écreme 1L - Carrefour - 1l,5400101002883,,1 l,['Carrefour'],"['Belgique', 'France']","['Lait demi-écrémé stérilisé UHT,']",,,,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",1,?,48,201 kj(48 kcal),"1,6",1,"4,8","4,8","3,5","0,13","0,052",C,"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits demi-écrémés', 'Laits UHT', 'Laits de vache']",['Carrefour'],1.6 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.13 g,en faible quantité,,-4%,-4%,-19%,-19%,+0%,+1%,+9%,+25%,+25%,-1,-426%,A,-426%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,"['Brique', 'Carton']",,,,,
1890,Cookies fourrés pâte aux noisettes et chocolat - Carrefour,5400101023086,,,['Carrefour'],"['Belgique', 'France']","['Pâte de noisettes 28% ', 'sucre', 'huile de palme', 'noisettes 3,6%', 'lait écrémé en poudre', 'cacao maigre en poudre', 'émulsifiant : lécithine de soja', 'arôme naturel', 'farine de blé', 'sucre', 'chocolat 15% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'sirop de glucose', 'émulsifiant: lécithine de tournesol', 'huiles végétales ', 'palme', 'tournesol', ""farine d'avoine"", ' beurre ', 'contient lait', 'poudres à lever: diphosphate disodique - carbonate acide de sodium', 'lactose ', 'contient lait', 'oeufs en poudre', 'sel', 'arôme naturel', "" Peut contenir des traces d'autres fruits à coque""]","['E322i - Lécithine', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']",['Huile de palme'],"['Gluten', 'Lait', 'Fruits à coque', 'Avoine']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,?,513,2146 kj(513 kcal),27,12,60,40,"5,4","0,6","0,24",D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits fourrés', 'Cookies fourrés']",['Carrefour'],27 g,en quantité élevée,12 g,en quantité élevée,40 g,en quantité élevée,0.6 g,en quantité modérée,,+0%,-0%,-3%,+10%,+3%,+12%,-3%,-19%,-19%,23,-7%,E,-7%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,,"['Nutriscore', 'Nutriscore E']",,,,
1891,Crunchy Muesli épeautre & avoine soufflée - Delhaize - 350g,5400111525341,,350g,['Delhaize'],"['Belgique', 'France']","['flocons de céréales complètes ', 'avoine 52%', 'épeautre 14%', 'miel 13%', 'huile de tournesol', 'avoine soufflée 3,5 %', 'graines de citrouille 3%', ""morceaux d'amandes 3%"", 'graines de tournesol 2,5%', 'morceaux de noix de pécan 1,5 %', 'mélasse', 'arôme naturel', 'sel', 'antioxydant ', 'extrait riche en tocophérols', ' Contient: gluten', 'fruits à coque Fabriqué dans un atelier qui utilise aussi: soja et lait']",['E306 - Extrait riche en tocophérols'],,"['Gluten', 'Fruits à coque', 'Avoine']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,?,443,1854 kj(443 kcal),16,"1,8","58,2","14,2","12,5","0,09","0,036",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",['Delhaize'],16 g,en quantité modérée,1.8 g,en quantité modérée,14.2 g,en quantité élevée,0.09 g,en faible quantité,,+6%,+7%,+22%,-46%,-4%,-16%,+27%,-48%,-48%,-1,-120%,A,-120%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,,"['Nutriscore', 'Nutriscore A']",,,,
1892,Hummus Bio Nature - Delhaize - 200g,5400112347201,,200 g,['Delhaize'],"['Belgique', 'France']","['Pois chiches*', 'eau', 'sésame*', 'huile de colza non hydrogénée*', ""mélange d'herbes "", 'arôme naturel de vinaigre de citron', 'amidon de pomme de terre*', 'sel de mer', 'dextrose*', 'cumin*', 'piment*', 'vinaigre*', 'ail*', "" *Issu de l'agriculture biologique""]",,,['Graines de sésame'],[],4,?,301,1259 kj(301 kcal),24,"2,6",11,"0,8","8,6","1,3","0,52",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",['Delhaize'],24 g,en quantité élevée,2.6 g,en quantité modérée,0.8 g,en faible quantité,1.3 g,en quantité modérée,,+14%,+14%,+19%,+6%,+4%,-40%,+33%,+25%,+25%,1,-80%,B,-80%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,,,"['Bio', 'Bio européen', 'BE-BIO-03', 'Agriculture UE', 'Nutriscore', 'Nutriscore A']",,,,
1893,Boisson vegetale à base d’amande sans sucre - Delhaize,5400113405139,,,['Delhaize'],"['Belgique', 'France']","['Eau', 'amandes* 2,5%', 'maltodextrine*', 'émulsifiant ', 'lécithines', 'sel']",['E322 - Lécithines'],,['Fruits à coque'],"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,?,21,88 kj(21 kcal),"1,4","0,2","1,2","0,5","0,7","0,12","0,048",D,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de fruits à coque', ""Laits d'amande"", ""Laits d'amande natures non sucrés""]",['Delhaize'],1.4 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,0.12 g,en faible quantité,,-45%,-45%,-34%,-19%,-68%,-82%,-19%,+37%,+37%,0,-100%,B,-100%,82.5%,2.9%,5.0%,5.8%,2.9%,0.8%,27,,,['FSC-C014047'],['Tetra Pak'],"['Bio', 'Bio européen', 'BE-BIO-01', 'DE-ÖKO-001', 'Agriculture UE', 'Point Vert', 'Nutriscore', 'Nutriscore B']",,,,
