,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,allergens,nova_score,additives,quantity,traceability_code,packaging,manufacturing,generic_name,markets,ingredients_origins,link,palm_ingredients,brand_owner
1669,Calzone aux champignons & jambon - Carte nature - 420g,3700477606282,['Carte nature'],['France'],"['Pâte à pizza*: Farine de blé* T65', 'eau,sel fin Atlantique', 'levure boulangère fraiche*', 'poudre à lever*', 'amidon de blé*', 'bicarbonate de sodium', 'bitartrate de potassium', ' Sauce tomate* : Purée de tomates*', 'oignons*', 'sel fin de Guérande', 'huile de tournesol* désodorisée', 'persil*', 'basilic*', 'ail*', 'poivre* blanc', 'origan*', 'herbe de provence*', ' Garniture*:Champignons* 13%', 'emmental*', 'jambon* 4,5% ', 'jambon de porc*', 'sel', 'dextros', 'sucre de canne*', 'lactose*', 'conservateurs: ascorbate de sodium', 'nitrite de sodium']","['Non végétalien', 'Non végétarien']",?,166,695 kj(166 kcal),3,"1,7","30,2","4,1","7,1","1,2","0,48",,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Calzone']",3 g,en quantité modérée,1.7 g,en quantité modérée,4.1 g,en faible quantité,1.2 g,en quantité modérée,,-21%,-21%,-52%,-44%,+7%,+22%,-23%,-1%,-1%,4,-26%,C,-26%,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']","['Gluten', 'Lait']",4,"['E500ii - Carbonate acide de sodium', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",420g,"['FR 32.426.037 CE', 'Seissan (Gers, France)']",['Plastique'],['France'],Pizza,['BIOCOOP'],,,,
1670,Calzone aux légumes du soleil - Carte Nature - 420g,3700477606299,['Carte Nature'],['France'],"['Pâte à pizza : Farine de blé T65', 'eau', 'sel atlantique', 'levure boulangère fraiche', 'poudre à lever ', 'amidon de blé', 'bicarbonate de sodium', 'bitartrate de potassium', ' Sauce tomate 26% : Purée de tomates', 'oignons', 'sel fin de Guérande', 'huile de tournesol désodorisée', 'persil', 'basilic', 'ail', 'poivre blanc', 'origan', 'herbes de provence', ' Garniture : Emmental', 'courgette 8%', 'poivrons rouges 4%', 'poivrons verts 4%', 'huile de tournesol désodorisée', 'herbes de provence']",['Non végétalien'],809,193,809 kj(193 kcal),5,"2,7","29,1","4,1","7,6","0,92","0,368",,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Calzone']",5 g,en quantité modérée,2.7 g,en quantité modérée,4.1 g,en faible quantité,0.92 g,en quantité modérée,-9%,-9%,-8%,-19%,-11%,+3%,+22%,-18%,-24%,-24%,4,-26%,C,-26%,,,,,,,,['Bio'],"['Gluten', 'Lait']",3,['E500ii - Carbonate acide de sodium'],420 g,"['FR 32.426.037 CE', 'Seissan (Gers, France)']","['Barquette', 'Plastique']",,"Pizza Calzone garnie de légumes poivrons rouges et verts, courgettes",,,,,
1671,Ravioli au bœuf - Bio par Coeur,3700477609047,['Bio par Coeur'],['France'],[],[],?,87,364 kj(87 kcal),"1,8","0,5","13,5","4,5","3,2","1,1","0,44",E,"['Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Plats préparés à la viande', 'Pâtes farcies', 'Plats au bœuf', 'Pates farcies à la viande', 'Ravioli', 'Ravioli à la viande', 'Raviolis au bœuf']",1.8 g,en faible quantité,0.5 g,en faible quantité,4.5 g,en faible quantité,1.1 g,en quantité modérée,,-36%,-35%,-48%,-59%,-27%,+79%,-42%,+24%,+24%,4,+84%,C,+84%,92.9%,3.7%,1.3%,1.1%,0.6%,0.4%,19,['Bio'],,,,,,,,,,,,,
1672,"Epicerie / Condiments, Aides Culinaires / Champignons - Bio par coeur - 280g",3700477609184,['Bio par coeur'],['France'],"['Champignons* de Paris émincés eau', 'sel marin', 'acidifiant : acide citrique']",[],?,19,79 kj(19 kcal),"0,3",0,"0,5",0,"2,4","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'NL-BIO-01', 'AB Agriculture Biologique']",,,['E330 - Acide citrique'],280 g,,,,,,,,,
1673,Bio par coeur,3700477609535,['Bio par coeur'],['France'],"['NGRÉDIENTS cuisinée* [Eau', 'concentré de tomate', 'bouillon de légumes en poudre ', 'sel marin', 'amidon de maïs,extrait de levure,huile de tournesol*', ""carottes',poireaux"", 'épices', 'herbes aromatiques*', 'céleri', 'huile de tournesol', ""purée d'ail*"", 'poivre noir* I Haricots blanc sec  trempés 34,5% ', 'saucisses* de Toulouse précuites 20% ', 'viande de porc 90%', 'gras de porc*', 'sel', 'épices', 'plantes aromatiques', 'conservateurs : ascorbate de sodium', 'arômes naturels', 'épaule de porc* cuite supérieure en morceaux 7,3%', 'épaule de porc 92%', 'sel matin', 'dextrose', 'sucre de canne*', 'lactose', 'conservateurs : ascorbate de sodium sodium', 'issŒ de fagricu!ture biotcgïque Origine France dens notre conserqerie de Lot et Garonne utëi', 'àœuf']","['Non végétalien', 'Non végétarien']",?,151,632 kj(151 kcal),8,"2,6",10,"0,5","8,9",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],"['Céleri', 'Lait']",4,['E301 - Ascorbate de sodium'],,,,,,,,,,
1674,PUREE DE POIS CASSES à la paysanne - Bio par coeur,3700477609627,['Bio par coeur'],['France'],"['eau', 'pois cassés* 24%', 'carottes* en morceaux 6,5%', 'pommes de terre* en morceaux 4%', 'sel marin', 'oignons* t purée d’ail*', 'huile de tournesol* Persil*t poivre noir*', ' *Produits de l’agriculture biologique', ' Souligné ingrédients France ', '85%', ' Peut contenir des traces de gluten', 'soja', 'œuf et sésame', ' Fabriqué dans notre conserverie du Lot et Garonne']","['Végétalien', 'Végétarien']",?,72,301 kj(72 kcal),"1,2","0,4","9,6",1,4,1,"0,4",,"['Plats préparés', 'Légumes préparés', 'Purées', 'Purées de légumes', 'Purées de pois cassés']",1.2 g,en faible quantité,0.4 g,en faible quantité,1 g,en faible quantité,1 g,en quantité modérée,,-40%,-40%,-11%,-18%,-43%,-50%,-41%,+172%,+172%,-1,,A,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'Fabriqué en France', 'AB Agriculture Biologique']",,3,,,,,,,,,,,
1675,Puree Cuisinee Polenta Potimarron - Bio Par Coeur,3700477609672,['Bio Par Coeur'],['France'],"['eau', 'polenta* 302% ', 'eau', 'semoule de mdis*', 'sel marin', 'potimarrons* en morceaux 197%', 'carottes* en morceaux', 'oignons* en morceaux', 'farine de riz*', 'sucre de canne* brut', ""huile d'olive* vierge extra"", 'sel marin', ""purée d'ail*"", "" * : Produits issus l'agriculture biologique"", ' Peut contenir des traces de lactose', 'gluten', 'soja', 'œuf et sésame', ' Fabriqué dans notre conserverie du Lot et Garonne']",[],?,53,222 kj(53 kcal),"0,6","0,1","10,5","2,2",1,"0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
1676,Ravioli epinards ricotta - Bio par Coeur - 675g,3700477609702,['Bio par Coeur'],['France'],[],[],?,97,406 kj(97 kcal),"3,5","1,3","12,9","4,3","2,7","0,84","0,336",B,"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Ravioli', 'Tortellini', 'Ravioli ricotta & épinards']",3.5 g,en quantité modérée,1.3 g,en faible quantité,4.3 g,en faible quantité,0.84 g,en quantité modérée,,-55%,-55%,-44%,-57%,-57%,+51%,-67%,-19%,-19%,4,-27%,C,-27%,66.1%,18.2%,5.2%,5.7%,2.9%,2.1%,75,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,675 g,,,,,,,,,
1677,Pizza bio petits légumes et thon - Jardin BIO - 350g,3700477660376,['Jardin BIO'],['France'],"['Garniture* 53 % : sauce tomate*cuisinée 25%', ' tomate*13%,oignon*3', '2%', 'courgette*3', '2%', 'poivrons* 3', '2%', 'concentré de tomate*', 'huile de tournesol*', 'ail*', 'sel', 'thym*', 'poivre*', 'laurier*', ',mozzarella* 10%', 'poivron* 7', '0%', 'tomate*4', '7%', 'thon 4', '2%', 'olives* Pate à pizza* 47%: farine de blé*', 'eau', 'levure boulangère*,sel', 'poudre à lever* ', 'amidon de blé*', 'bicarbonate de sodium', 'bitartrate de potassium', ' ', '1', ' Pourcentage exprimé sur le produit total']","['Non végétalien', 'Non végétarien']",?,188,787 kj(188 kcal),"5,1","2,2","25,8",2,"8,8","1,5","0,6",,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",5.1 g,en quantité modérée,2.2 g,en quantité modérée,2 g,en faible quantité,1.5 g,en quantité modérée,,-18%,-18%,-39%,-44%,-4%,-32%,-15%,+20%,+20%,5,-36%,C,-36%,,,,,,,,['Bio'],"['Poisson', 'Lait']",3,['E500ii - Carbonate acide de sodium'],350 g,,,,,,,,,
1678,Saucisse végétal bio aux herbes - Jardin Bio,3700477660574,['Jardin Bio'],['France'],[],[],?,302,1264 kj(302 kcal),21,"2,4",11,"1,5",18,"1,1","0,44",,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses aux herbes']",21 g,en quantité élevée,2.4 g,en quantité modérée,1.5 g,en faible quantité,1.1 g,en quantité modérée,,+31%,+32%,+23%,-62%,+624%,+154%,+12%,-38%,-38%,4,-72%,C,-72%,,,,,,,,"['Bio', 'Bio européen', 'ES-ECO-006-AR']",,,,,,,,,,,,,
1679,Pizza bio fromagère - Lea nature - 350g,3700477660598,['Lea nature'],['France'],"['Garniture* 51% : Sauce tomate"" cuisinée 23% ', 'purée de tomate* 19%', 'oignons*', 'eau', 'huile de tournesol*', 'sel', 'persil*', 'basilic*', 'ail*', 'poivre*', 'origan*', 'herbes de Pro - vence', 'emmental* 14 %', 'raclette* 7%', 'mozzarella"" 5 ,6%', 'parmesan"" 1 ,7%', ' Pâte à pizza* 49% : farine de blé*', 'eau', 'levure boulangère*', 'sel', 'poudre à lever"" ', 'amidon de blé*', 'bicarbonate de sodium', 'bitartrate de potassium', ' Pourcentage exprimé sur le produit total', "" Ingrédients issus de l'agriculture biologique"", ' Peut contenir des traces de crustacés', 'oeuf', 'moutarde', 'poisson', 'soja', 'fruits à coques', 'sulfites et céleri']",['Non végétalien'],?,230,962 kj(230 kcal),"8,1",5,26,"2,7",12,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],['Lait'],,['E500ii - Carbonate acide de sodium'],350 g,,,,,,,,,
1680,2 burgers végétaux bio poivrons & champignons shiitaké - Jardin Bio,3700477660604,['Jardin Bio'],['France'],[],[],?,192,803 kj(192 kcal),"7,3","1,5",10,"1,5",17,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
1681,Bowl recette marocaine - Jardin Bio,3700477660635,['Jardin Bio'],['France'],[],[],?,103,431 kj(103 kcal),"2,6","0,9",12,3,"5,8","0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'AB Agriculture Biologique']",,,,,,,,,,,,,
1682,Bowl- recette indienne - Jardin bio - 280g,3700477660642,['Jardin bio'],['France'],"['Lentilles* vertes précuites 36% ', 'eau', 'lentilles* vertes', 'riz* thaï blanc précuit 26% ', 'eau', 'riz* thai blanc', 'légumes* 15% ', 'petits pois*', 'carottes*', 'oignons*', ' ', 'lait de coco* 15% ', 'noix de coco*', 'eau', 'épaississant : gomme guar', 'protéines de soja* texturées réhydratées', ""huile d'olive* vierge extra"", 'noix de coco* râpée 1 ,7%', 'raisins* secs', 'sel', 'épices*', 'persil*', "" *Ingrédients issus de l'agriculture biologique""]",['Végétarien'],?,124,519 kj(124 kcal),"4,9","3,2",11,2,"6,5","0,83","0,332",,['Plats préparés'],4.9 g,en quantité modérée,3.2 g,en quantité modérée,2 g,en faible quantité,0.83 g,en quantité modérée,,-23%,-23%,-31%,+40%,-18%,-4%,-7%,-12%,-12%,-2,-151%,A,-151%,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'Union Végétarienne Européenne', 'FR-BIO-01']",['Soja'],4,['E412 - Gomme de guar'],280 g,,['bol plastique'],,,,,,,
1683,Bowl - Jardin Bio,3700477660673,['Jardin Bio'],['France'],[],[],?,116,485 kj(116 kcal),"1,4","0,2",15,"3,3","7,3","0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,
1684,Montagnarde - Carte Nature - 350g,3700477660734,['Carte Nature'],['France'],[],[],?,230,962 kj(230 kcal),"8,1",5,26,"2,7",12,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen']",,,,350 g,,,,,,,,,
1685,"Salade minceur 2 quinoas, pommes & graines de lin - Carte nature",3700477660833,['Carte nature'],['France'],[],[],?,164,686 kj(164 kcal),8,1,16,"2,3","5,5","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
1686,Galette végétale quinoa bourrache - 750g,3700477660895,,['France'],[],[],?,219,916 kj(219 kcal),"2,4","0,5",28,18,17,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Agriculture UE/Non UE'],,,,750 g,,,,,,,,,
1687,Burgers végétaux bio - Jardin Bio,3700477660925,['Jardin Bio'],['France'],[],['Végétarien'],?,285,1192 kj(285 kcal),20,"2,5",19,"1,6","7,9","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'AB Agriculture Biologique', 'Union Végétarienne Européenne']",,,,,,,,,,,,,
1688,French Macaroons - Traiteur De Paris - 375g,3700478514463,['Traiteur De Paris'],['France'],"['Sucre', 'sucre glace', 'amandes 17%', ""blanc d'œuf"", ""pâte d'amande "", 'amandes', 'sucre', 'eau', 'beurre ', 'lait', 'caramel au beurre salé 2', '9% ', 'sucre', 'crème ', 'lait', 'beurre salé ', 'lait', 'sirop de glucose', 'fleur de sel', 'poudre de vanille Bourbon', 'praliné pistache 2', '9% ', 'pistache', 'sucre', 'lait', 'chocolat noir 2', '5% ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'vanille naturelle', 'brisure de framboise 2', '4%', 'eau', 'purée de citron 1', '5%', 'crème ', 'lait', 'noisettes', 'chocolat au lait ', 'sucre', 'poudre de lait', 'beurre de cacao', 'pâte de cacao', 'émulsifiant : lécithine de soja', 'vanille naturelle', 'sirop de glucose', 'pistaches', 'sirop de sucre inverti', 'cacao maigre en poudre', 'cacao en poudre', ""jaune d'œuf"", 'gélifiant : pectine', 'vanille Tahiti 0', '1%', 'zeste de citron 0', '1%', 'poudre à crème ', 'amidon modifié de maïs', 'amidon de maïs', 'spiruline', 'fécule de pomme de terre', 'vanille Bourbon 0', '05%', 'colorants : El 62', 'E150a', 'El 00', 'arômes : citron', 'pistache', ' Allergènes : CONTIENT fruits à coques ', 'amandes', 'pistaches', 'noisettes', 'œufs et ovo-produits', 'lait et produits laitiers', 'soja et produits dérivés', ' Présence éventuelle de céréales contenant du gluten', 'graines de sésame', 'autres fruits à coques', ' Conservation : A conserver 72h maximum entre 0 et +40C après décongélation']",['Non végétalien'],?,442,1849 kj(442 kcal),"22,3","5,3","49,7","48,4","8,8","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Ne pas recongeler', 'Fabriqué en France']","['Œufs', 'Lait', 'Fruits à coque', 'Graines de sésame', 'Soja']",4,"['E322i - Lécithine', 'E440 - Pectines', 'E14XX - Amidons modifiés', 'E150a - Caramel E150a']",375 g,,,,,,,,,
1689,Le Sablé Citron Meringué - Traiteur de Paris,3700478532399,['Traiteur de Paris'],['France'],"['Sablé 32,6 % ', 'farine de blé ', 'gluten', ""poudre d'amandes"", 'sucre', 'sucre roux', 'beurre ', 'lait', 'œufs entiers', 'sucre', 'jus de citron à base de concentré 11,1 %', 'meringue 10,9 % ', 'sucre', ""blancs d'œufs "", 'stabilisants : gomme guar ', 'E412-gomme xanthane ', 'E415', 'eau', 'préparation gélifiante ', 'gélatine de poisson', 'maltodextrine de pomme de terre', 'beurre ', 'lait', 'nappage ', 'eau', 'sirop de glucose-fructose', 'sucre', ' gélifiants : pectine ', 'E440', 'acidifiant acide citrique ', 'E300', 'préparation gélifiante ', 'gélatine de poisson', 'maltodextrine de pomme de terre', 'amande', 'fécule de pomme de terre', ""zeste d'orange zeste de citron""]","['Non végétalien', 'Non végétarien']",?,348,1456 kj(348 kcal),"17,5","8,3","39,7",34,"7,3","0,1","0,04",C,"['Surgelés', 'Biscuits et gâteaux', 'Tartes', 'Gâteaux', 'Tartes sucrées', 'Tartes aux fruits', 'Tartelettes', 'Tartes au citron', 'Biscuit sec nappé aux fruits', 'Gâteaux et pâtisseries surgelés', 'Tartes au citron meringuées']",17.5 g,en quantité modérée,8.3 g,en quantité élevée,34 g,en quantité élevée,0.1 g,en faible quantité,,+0%,+0%,+19%,-8%,-16%,+1%,+44%,-53%,-53%,19,-1%,E,-1%,81.3%,10.4%,3.5%,2.6%,2.1%,0.0%,56,,"['Œufs', 'Poisson', 'Gluten', 'Lait', 'Fruits à coque']",4,"['E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E428 - Gélatine', 'E440 - Pectines', 'E330 - Acide citrique', 'E300 - Acide ascorbique']",,,,,Tarte Sablée au Citron avec Meringue Surgelée,,,,,
1690,2 Moelleux au cœur chocolat fondant - Toupargel - 200g,3700478571749,['Toupargel'],['France'],"['Œufs entiers liquides pasteurisés', 'sucre', 'beurre pasteurisé', 'huile végétale de tournesol non hydrogénée', 'farine de blé ', 'farine de blé', 'gluten de blé', 'farine de blé malté', 'chocolat noir ', '8,2%', ' ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', 'cacao en poudre ', '4%', 'lait demi-écrémé stérilisé', 'préparation déshydratée ', 'amidon de blé', 'poudres à lever : diphosphate disodique - carbonate acide de sodium']",['Non végétalien'],?,402,1682 kj(402 kcal),"25,5","12,1","35,9","28,1","6,2","0,24","0,096",D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Fondants au chocolat']",25.5 g,en quantité élevée,12.1 g,en quantité élevée,28.1 g,en quantité élevée,0.24 g,en faible quantité,,+1%,+0%,+15%,+1%,-12%,-12%,+4%,+47%,+47%,21,+14%,E,+14%,82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,,['Gluten'],4,"['E322i - Lécithine', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']",200 g,,,,,,,,,
1691,Zeyna,3700479135537,['Zeyna'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,
1692,Surgiline -  - 60comprimés,3700482600015,,['France'],"['Liste ingrédients Surgiline comprimés :\rIngrédients : oxyde de magnésium marin', 'agents de charge : gomme arabique', 'cellulose microcristalline ', ' acide L-ascorbique ', 'vitamine C', 'bisglycinate ferreux', 'bisglycinate de zinc', 'acétate de DL-alpha-tocophéryle ', 'vitamine E', 'cyanocobalamine ', 'vitamine B12', 'antiagglomérant : talc', 'agent d’enrobage : hydroxypropylméthylcellulose', 'levure enrichie en sélénium', 'nicotinamide ', 'vitamine B3', ""antiagglomérant : sels de magnésium d'acides gras"", 'cholécalciférol ', 'vitamine D', 'antiagglomérant : talc', 'D-pantothénate de calcium ', 'vitamine B5', 'stabilisant : glycérol', 'acétate de rétinyle ', 'Vitamine A', 'chlorhydrate de pyridoxine ', 'vitamine B6', 'colorants : oxyde de fer noir', 'oxyde de fer rouge ', ' chlorhydrate de thiamine ', 'vitamine B1', 'riboflavine ', 'vitamine B2', 'acide ptéroylmonoglutamique ', 'vitamine B9', 'colorant : oxyde de fer jaune', 'D-biotine ', 'vitamine B8', 'chlorure de chrome']","[""Pourrait contenir de l'huile de palme""]",?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,['Compléments alimentaires'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,,,,,,,,,4,"[""E414 - Gomme d'acacia"", 'E460i - Cellulose microcristalline', 'E553b - Talc', 'E464 - Hydroxypropylméthylcellulose', ""E470b - Sels de magnésium d'acides gras"", 'E422 - Glycérol', 'E172i - Oxyde de fer noir', 'E172ii - Oxyde de fer rouge', 'E172iii - Oxyde de fer jaune']",60 comprimés,,['Blisters sous étui ou sachet'],['France'],,,,https://www.santinov.fr/,,
1693,Raisin sec Golden - Mosaique - 500g,3700483800315,['Mosaique'],['France'],"['raisin sec', 'huile de tournesol', 'conservateur : E220 sulfites']",[],1410,?,1410 kj(337 kcal),"< 0,5","0,1",84,64,"3,2","0,03","0,012",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Raisins secs']",0.5 g,en faible quantité,0.1 g,en faible quantité,64 g,en quantité élevée,0.03 g,en faible quantité,+4%,,+7%,-14%,-29%,+16%,+2%,+13%,-45%,-45%,8,+42%,C,+42%,37.4%,55.6%,3.3%,1.3%,2.3%,0.0%,44,['Point Vert'],['Anhydride sulfureux et sulfites'],3,"['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",500 g,,"['Sachet', 'Plastique']",,,['Magasins U'],['Afrique du Sud'],,,
1694,Poivre noir mouli - Mosaïque - 250g,3700483800452,['Mosaïque'],['France'],['Poivre noir moulu'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Poivres', 'Poivres noirs', 'Poivres moulus', 'Poivre noir moulu']",,,,,,,,,,,,,,,,,,,,,,,41.9%,0.0%,34.8%,11.8%,11.5%,0.0%,94,,,1,,250 g,,"['Sachet', 'Plastique']",,,['Intermarché'],,,,
1695,Poivre blanc moulu - Mosaïque - 100g,3700483800681,['Mosaïque'],['France'],['Poivre blanc moulu'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Poivres', 'Poivres moulus', 'Poivres blancs']",,,,,,,,,,,,,,,,,,,,,,,41.9%,0.0%,34.8%,11.8%,11.5%,0.0%,94,,,1,,100 g,,"['Sachet', 'Plastique']",,,['Intermarché'],,,,
1696,Harissa - Mosaïque - 195g,3700483800957,['Mosaïque'],['France'],"['Piment', 'ail', 'eau', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,70,293 kj(70 kcal),"1,5","0,3",5,"2,2","2,8",7,"2,8",C,"['Epicerie', 'Sauces', 'Harissas']",1.5 g,en faible quantité,0.3 g,en faible quantité,2.2 g,en faible quantité,7 g,en quantité élevée,,-34%,-34%,-66%,-52%,-45%,-41%,+11%,+91%,+91%,9,+6%,C,+6%,78.7%,9.3%,4.7%,4.8%,2.0%,0.5%,57,,,3,,195 g,,,,,,,,,
1697,Épices Colombo - Mosaïque - 100g,3700483801282,['Mosaïque'],['France'],"['Cumin', 'curcuma', 'piment doux', 'coriandre', 'piment fort', 'poivre noir', 'sel', 'cannelle', 'ail', 'thym', 'carvi', 'fenugrec', 'romarin', 'girofle clous et laurier']",[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', ""Mélanges d'épices""]",,,,,,,,,,,,,,,,,,,,,,,57.6%,0.0%,22.5%,15.7%,4.2%,0.0%,86,,,3,,100 g,,"['Sachet', 'Plastique']",,,['Intermarché'],,,,
1698,Feuilles de laurier - Mosaïque - 20g,3700483801312,['Mosaïque'],['France'],['Feuilles de laurier'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Laurier', 'Plantes aromatiques sèches', 'Laurier sec']",,,,,,,,,,,,,,,,,,,,,,,49.3%,0.0%,34.9%,9.3%,6.4%,0.0%,94,,,1,,20g,,['sachet plastique'],,,,,,,
1699,Pistaches grillées et salées,3700483801466,,['France'],[],[],?,564,2360 kj(564 kcal),"44,8","5,5","28,7","7,7",21,2,"0,8",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Pistaches', 'Pistaches grillées']",44.8 g,en quantité élevée,5.5 g,en quantité élevée,7.7 g,en quantité modérée,2 g,en quantité élevée,,-7%,-7%,-9%,-14%,+91%,+13%,-7%,+65%,+65%,11,+75%,D,+75%,80.2%,0.0%,5.4%,8.3%,3.7%,2.3%,40,,,,,,,,,,['Magasins U'],,,,
1700,Sauce bolognaise pure boeuf,3700483801473,,['France'],[],[],?,125,523 kj(125 kcal),"7,5",1,10,8,4,"1,2","0,48",E,"['Epicerie', 'Produits à la viande', 'Sauces', 'Sauces à la viande', 'Sauces pour pâtes', 'Sauce tomate à la viande', 'Sauces bolognaises']",7.5 g,en quantité modérée,1 g,en faible quantité,8 g,en quantité modérée,1.2 g,en quantité modérée,,+44%,+45%,+82%,-18%,+53%,+68%,-11%,+9%,+9%,5,+119%,C,+119%,91.7%,4.0%,1.7%,1.5%,0.7%,0.5%,24,['Halal'],,,,,,,,,['Magasins U'],,,,
1701,Concassé de tomates au jus,3700486704559,,['France'],[],[],?,89,372 kj(89 kcal),"0,1",0,"3,5",3,"1,5","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,,,,,,,,
1702,Tomates en cubes au jus,3700486704580,,['France'],[],[],?,22,92 kj(22 kcal),"0,2",0,"3,3","3,3","1,3","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
