,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,quantity,labels,traceability_code,markets,nova_score,manufacturing,additives,generic_name,ingredients_origins,link,brand_owner,allergens
1504,Poulet cuit fumé au bois de hêtre,2209625005669,,['France'],[],[],?,170,711 kj(170 kcal),"9,6","2,8",1,"0,9",20,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Plastique'],,,,,,,,,,,,
1505,100G Biscuit Coeur De Noisette Kambly,7614800270001,['Kambly'],['France'],[],[],?,496,2075 kj(496 kcal),27,13,58,40,7,"0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,Gorgonzola aop,2449187018695,,['France'],[],[],?,315,1318 kj(315 kcal),27,19,0,0,18,"1,6","0,64",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages italiens', 'Gorgonzolas']",27 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,,-4%,-4%,-3%,-1%,-100%,-100%,-1%,+7%,+7%,15,+3%,D,+3%,84.7%,5.9%,3.1%,4.1%,1.8%,0.5%,54,,,,,,,,,,,,,
1507,Huile d'olive de haute Provence - Huilerie Richard - 50cl,3021885015795,['Huilerie Richard'],['France'],['Hala & dive de क superieuae decement des oive of Ss af des peacades mécat gorie'],[],3700,900,3700 kj(900 kcal),100,"11,9",?,,?,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive de France"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra"", ""Huiles d'olive de Haute-Provence""]",100 g,en quantité élevée,11.9 g,en quantité élevée,,,,,+2%,+4%,+2%,+3%,-11%,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,50 cl,,,,,,,,,,,
1508,Olives cuisinées a la mexicaine,2609809009313,,['France'],[],[],?,181,757 kj(181 kcal),18,"3,2","3,2","0,5","0,5","5,5","2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,
1509,Crunchy veggie roll,3760199050053,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['ps-tray'],,,,,,,,,,,,
1510,Xurros Maheso Farcit Xocol.,8410705023549,,['France'],[],[],?,1043,4364 kj(1043 kcal),"8,1","1,6","38,1","14,7","4,5","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,Chips Origan - Lay's,5201024781134,"[""Lay's""]",['France'],[],[],?,530,2218 kj(530 kcal),"33,8","4,8",48,"1,3","6,3","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,Carob muffins mini - 2x 30g,5600499520031,,['France'],[],[],?,270,1130 kj(270 kcal),13,"2,7",38,5,"6,1","0,92","0,368",,"['Biscuits et gâteaux', 'Gâteaux', 'Muffins']",13 g,en quantité modérée,2.7 g,en quantité modérée,5 g,en quantité modérée,0.92 g,en quantité modérée,,-32%,-32%,-36%,-28%,-22%,-81%,+18%,+24%,+24%,7,-55%,C,-55%,,,,,,,,,2 x 30 g,,,,,,,,,,,
1513,Soso sel spicy fleur de sel,8436048830040,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,Saucisse d'herbe,2250201035556,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,
1515,Fish oil,0096619661244,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans lactose'],,,,,,,,,,
1516,Filet de porc cuit aux aromates,2692502031033,,['France'],[],[],?,113,473 kj(113 kcal),"4,1","1,5",0,0,19,"0,38","0,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,
1517,Nougat de Montélimar - 50g,3343001110543,,['France'],[],[],?,461,1929 kj(461 kcal),"17,4","1,3","66,5","41,7",9,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 g,,,,,,,,,,,
1518,Le grand jambon,2273322027033,,['France'],[],[],?,156,653 kj(156 kcal),8,"3,5",1,"0,6",20,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,
1519,Miel de fleurs du lauragais,3770001590400,,['France'],[],[],?,?,,?,,?,,?,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
1520,Salted caramel milk chocolate,5060206761193,,['France'],[],[],?,557,2330 kj(557 kcal),35,21,54,54,"6,6","0,48","0,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,Rosé,3231230218584,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 33118A', 'Cénac (Gironde, France)']",,,,,,,,,
1522,Mint dark chocolate,5036599224980,,['France'],[],[],?,545,2280 kj(545 kcal),"34,1","20,4","49,7","44,6","5,9","0,025","0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,Raisin noire sans pepin biologique,8024581000275,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,
1524,Hot Nuts,0757528027476,,['France'],[],[],?,570,2385 kj(570 kcal),36,6,43,13,16,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,Pavé de bœuf à l'italienne,0201365026371,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,Délice de Bourgogne,0208079018432,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,Baskeriu capitoul,0203127031555,,['France'],[],[],?,400,1674 kj(400 kcal),34,25,"1,5",0,22,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,Cabernet d'anjou chateau pieguë,3543050000370,,['France'],[],[],?,?,,?,,?,,?,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,Santum,8413376013871,,['France'],[],[],?,380,1590 kj(380 kcal),32,22,22,"0,4",22,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,Thon blanc germon de Bretagne au naturel,3263671434506,,['France'],[],[],?,138,577 kj(138 kcal),"4,2","1,2",0,0,25,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,Orange milk chocolate,5036599224973,,['France'],[],[],?,560,2343 kj(560 kcal),36,"22,2","51,9","49,2","5,4","0,025","0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,425G Fabada La Asturiana,8410133129714,['La Asturiana'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,Purée ďolives noires,8031556001588,,['France'],[],[],?,231,967 kj(231 kcal),"22,9","3,5","5,1",0,"0,7","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,Le jambon bien élevé,0208517008018,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'en:gluten-free', 'Viande Porcine Française']",,,,,,,,,,
1535,TRS Kokos Puder - 300G,5017689342388,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,Vin Rosé Francoise,3499921200199,,['France'],[],[],?,?,,?,,?,,?,,,D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rosés']",,,,,,,,,,,,,,,,,,,,,,,46.7%,3.7%,29.6%,13.4%,5.1%,1.4%,45,,,,,,,,,,,,,
1537,Tarte framboise 4/6 personnes,0220321044617,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,Turmeric Curcumin,0031604030063,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,Sauce côte levée - Sans nom,0060383789053,['Sans nom'],"['Canada', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,Pâté de campagne au piment d'Espelette,3700238309803,,['France'],[],[],?,300,1255 kj(300 kcal),"25,2","9,5","2,7",1,15,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Label Rouge'],"['FR 22.007.001 CE', ""Binic (Côtes-d'Armor, France)""]",,,,,,,,,
1541,Assortiment de petits fours secs,3276550822905,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,Amendoim,5602838108191,,['France'],[],[],?,622,2602 kj(622 kcal),50,"9,3",19,12,22,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,Black Lava - 4oz,0791344424248,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 oz,,,,,,,,,,,
1544,Oeuf,0061719011039,,"['Canada', 'France']",[],[],?,?,,?,,?,,?,,,D,"[""Produits d'élevages"", 'Œufs']",,,,,,,,,,,,,,,,,,,,,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,,,,,,,,
1545,Lasagnes chèvre épinards - Cora - 600g,3257986406709,['Cora'],['France'],[],[],?,107,448 kj(107 kcal),4,2,11,"1,7","5,2","0,63","0,252",C,"['Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Lasagnes végétariennes', 'Lasagnes au fromage de chèvre et aux épinards', 'Lasagne Chèvre Épinards']",4 g,en quantité modérée,2 g,en quantité modérée,1.7 g,en faible quantité,0.63 g,en quantité modérée,,-20%,-22%,-40%,-46%,-13%,-11%,-15%,-18%,-18%,1,-72%,B,-72%,75.0%,14.1%,3.6%,3.9%,2.0%,1.4%,58,['Film en plastique'],600 g,,"['EMB 79005A', 'Airvault (Deux-Sèvres, France)']",,,,,,,,,
1546,Glaces Artisanales Philippe Faur,2070002951400,,['France'],[],[],?,192,803 kj(192 kcal),"8,7","6,4",24,22,0,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,Jambon à l'ancienne - Tallec,2264757040735,['Tallec'],['France'],[],[],?,161,674 kj(161 kcal),"7,9","2,9","0,5","0,5",22,"1,9","0,76",,"['Viandes', 'Charcuteries', 'Jambons']",7.9 g,en quantité modérée,2.9 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,,-5%,-4%,+3%,-0%,-24%,-6%,-6%,-34%,-34%,12,+13%,D,+13%,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,
1548,Leben - 170g,0014353100065,,"['Canada', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170 g,,,,,,,,,,,
1549,Sardines millésimées au citron confit et au piment - Pêcheurs d'Islande,3760025370478,"[""Pêcheurs d'Islande""]",['France'],[],[],?,?,,?,,?,,?,,,D,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile et au piment"", ""Sardines à l'huile et au citron""]",,,,,,,,,,,,,,,,,,,,,,,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,,,,,,,,,,,,
1550,Twix Xtra Ice Cream,5000159484640,,['France'],[],[],?,286,1197 kj(286 kcal),"14,2","9,6","36,4","29,2","2,8","0,27","0,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,Vinaigrette italienne,0060903441072,,"['Canada', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bouteille'],,['Sans lactose'],,,,,,,,,,
1552,Pain au chocolat beurre,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,Bethmale la core,2650350029459,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,Tarte citron meringuee - 500g,3250390380634,,['France'],[],[],?,311,1301 kj(311 kcal),"8,5","5,7","53,8","38,5","4,9","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,
1555,Codesa Anchoas Del Cantábrico En Aceite De Oliv,8413411200204,,['France'],[],[],?,210,879 kj(210 kcal),"9,7","2,2",0,0,"28,9","9,5","3,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,Félicité IPA,3760058300152,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,Cava,8411277350118,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,Pâté pur porc,3760016750203,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,Nouilles au blé tendre Vegetarian Noodle - Cock Brand,3364699044118,['Cock Brand'],['France'],[],[],?,373,1561 kj(373 kcal),"1,6","0,4",76,3,13,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,Sel rose aux ognions,5060218983057,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,Le lapin du chef,0212344044545,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Point Vert'],,,,,,,,,,
1562,Protéine shake Vega - 25g,0838766117034,['Vega'],"['Canada', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Can'],25 g,,,,,,,,,,,
1563,Yaourt grec bleuet - Liberté,0065684006366,['Liberté'],"['Canada', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Frais'],,,,,,,,,,,,
1564,Huile d'olive - orzeoliva,8437003734120,['Orzeoliva'],"['France', 'Espagne']",[],[],?,?,,?,,?,,?,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,,,,,,,,,,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,
1565,Iogurte aroma coco - Amanhecer,5601227019582,['Amanhecer'],['France'],[],[],?,78,326 kj(78 kcal),"1,5",1,"12,8","11,8","3,4","0,1","0,04",B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aromatisés', 'Yaourts au lait de vache']",1.5 g,en faible quantité,1 g,en faible quantité,11.8 g,en quantité modérée,0.1 g,en faible quantité,,-14%,-14%,-46%,-43%,+3%,0%,-4%,-12%,-12%,0,-100%,B,-100%,58.5%,18.6%,8.7%,7.9%,5.0%,1.4%,92,,,,,,,,,,,,,
1566,Fromage Le Carré - Fromagerie du lac,3760099240707,['Fromagerie du lac'],['France'],[],[],?,270,1130 kj(270 kcal),23,"15,29","3,2","1,3","15,1","1,08","0,432",C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages au lait thermisé']",23 g,en quantité élevée,15.3 g,en quantité élevée,1.3 g,en faible quantité,1.08 g,en quantité modérée,,-9%,-9%,-6%,-11%,+186%,+134%,-19%,-28%,-28%,12,-17%,D,-17%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'en:Lait de foin']",,,,,,,,,,
1567,Fruits confits - 500g,3760230175912,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,
1568,Caillette en boule - Drôme Salaisons,2687299027550,['Drôme Salaisons'],['France'],[],[],?,272,1138 kj(272 kcal),23,"8,8",2,1,13,"1,9","0,76",,['Caillettes'],23 g,en quantité élevée,8.8 g,en quantité élevée,1 g,en faible quantité,1.9 g,en quantité élevée,,+4%,+4%,+13%,+12%,-63%,-37%,-3%,-12%,-12%,19,+1%,E,+1%,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,
1569,Le cœur,2693513026506,,['France'],[],[],?,237,992 kj(237 kcal),18,8,5,0,19,20,8,,"['Viandes', 'Porc', 'Cœur de porc']",18 g,en quantité modérée,8 g,en quantité élevée,0 g,en faible quantité,20 g,en quantité élevée,,+23%,+25%,+61%,+86%,+461%,-100%,-4%,+947%,+947%,19,+71%,E,+71%,,,,,,,,,,,,,,,,,,,,
1570,Pur jus de citron - Siracuse,57661421,['Siracuse'],['France'],[],[],?,27,113 kj(27 kcal),"0,03",0,2,2,"0,4","0,01","0,004",D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de citron']",0.03 g,en faible quantité,0 g,en faible quantité,2 g,en faible quantité,0.01 g,en faible quantité,,0%,+1%,-79%,-100%,-44%,+20%,+19%,+11%,+11%,-4,,B,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,
1571,Caviar d'algues,3760032922172,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,Fruit rock,5055256529633,,['France'],[],[],?,390,1632 kj(390 kcal),"0,5","0,1",97,68,"0,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,Mimolette vieille - Carrefour,2237408028475,['Carrefour'],['France'],[],[],?,385,1611 kj(385 kcal),29,21,"0,5","0,5",31,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,
1574,CERVEZA ESPECIAL ROJA DORADA BOTELLA,8414161000038,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,Beignets moelleux parfum au chocolat,0202303021977,,['France'],[],[],?,?,,?,,?,,?,,,D,"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Moelleux au chocolat']",,,,,,,,,,,,,,,,,,,,,,,83.9%,9.8%,1.9%,2.9%,1.1%,0.3%,36,,,,,,,,,,,,,
1576,Waffeln - S-Budget - 800g,9100000754321,['S-Budget'],['France'],[],[],?,493,2063 kj(493 kcal),20,"9,3",74,42,3,"0,4","0,16",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Gaufrettes']",20 g,en quantité modérée,9.3 g,en quantité élevée,42 g,en quantité élevée,0.4 g,en quantité modérée,,-1%,-1%,-19%,-37%,+20%,+22%,-45%,+17%,+17%,25,+14%,E,+14%,76.6%,12.3%,5.4%,2.8%,2.9%,0.0%,70,['Plastic'],800g,,,,,,,,,,,
1577,Olives vertes pasteurisées farcies aux amandes,2609826014505,,['France'],[],[],?,173,724 kj(173 kcal),"14,9",3,"6,5","1,3","3,2","2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,Vin rouge château la valetanne,3760208554329,,['France'],[],[],?,?,,?,,?,,?,,,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,['France'],,,
1579,Un moment de fraicheur,3701268700004,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,Pain platine - Carrefour,0202651007548,['Carrefour'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,
1581,Boisson à l'eglantine,4850024002292,,['France'],[],[],?,42,176 kj(42 kcal),0,0,"10,5",10,0,"0,187","0,075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,
1582,J'adore l'eau dans 20-30 ans il y en aura plus,3264380083603,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,Terrine bio corse porc noisettes grillees,3425476103128,,['France'],[],[],?,376,1573 kj(376 kcal),35,11,"2,7","1,4",13,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,
1584,Colorant Alimentaire En Gel Orange Wilton,0070896613035,['Wilton'],['France'],[],[],?,?,,?,,?,,?,,,,"['Additifs alimentaires', 'Colorants alimentaires']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,Oli d'olivia verge extra,8411721001085,,['France'],[],[],?,884,3699 kj(884 kcal),100,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,Chocolat fin noir,8013108606038,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,Rempart Cabernet,3299791008402,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,Grissini alle patate,8051166474121,,['France'],[],[],?,486,2033 kj(486 kcal),"19,5",7,"67,2","3,12","7,13","1,83","0,732",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",19.5 g,en quantité modérée,7 g,en quantité élevée,3.12 g,en faible quantité,1.83 g,en quantité élevée,,+15%,+16%,+81%,+210%,+1%,+25%,-37%,-4%,-4%,20,+56%,E,+56%,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,,,,,,,,,
1589,Effilochée aux champignons - Duc de Mestade - 180g,3067163636160,['Duc de Mestade'],['France'],[],[],?,489,2046 kj(489 kcal),46,14,"1,4","0,2",17,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bocal', 'Verre']",180 g,,,,,,,,,,,
1590,Huile d'olive,5204472400268,,['France'],[],[],?,92,385 kj(92 kcal),13,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,Air Heads Gum Watermelon,0073390013325,,"['France', 'États-Unis']","['Xylitol', 'sorbitol', 'chewing gum base', 'glycerol', 'maltitol syrup', ' contains less than 2% of: malic acid', 'artificial flavors', 'citric acid', 'tartaric acid', 'aspartame', 'carrageenan', 'coconut fat', 'sucralose', 'sucrose fatty acid esters', 'lecithin ', 'soy', 'acesulfame k', 'bht to maintain freshness', 'colors ', 'beta-carotene', 'carmines', 'blue 1 lake']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,208,870 kj(208 kcal),0,0,"83,33",0,0,0,0,,"['Snacks', 'Snacks sucrés', 'Confiseries']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-50%,-51%,-100%,-100%,+25%,-100%,-100%,-100%,-100%,2,-89%,B,-89%,,,,,,,,,,,,,4,,"['E967 - Xylitol', 'E420 - Sorbitol', 'E422 - Glycérol', 'E965ii - Sirop de maltitol', 'E296 - Acide malique', 'E330 - Acide citrique', 'E334 - Acide L-tartrique', 'E951 - Aspartame', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E955 - Sucralose', 'E322i - Lécithine', 'E950 - Acésulfame K', 'E160ai - Bêta-carotène', 'E120 - Acide carminique', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,,,Perfetti Van Melle USA Inc.,['Soja']
1592,Farine avoine aromatisé fraise et crème - Prozis,5600499551790,['Prozis'],['France'],[],[],?,370,1548 kj(370 kcal),"7,4","1,3",57,"1,4",14,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Rôti de porc,2287354022706,,['France'],[],[],?,161,674 kj(161 kcal),"7,5",3,0,0,23,"0,25","0,1",E,"['Viandes', 'Porc', 'Rôtis de porc']",7.5 g,en quantité modérée,3 g,en quantité modérée,0 g,en faible quantité,0.25 g,en faible quantité,,+12%,+13%,+49%,+44%,-100%,-100%,+3%,-85%,-85%,0,-100%,B,-100%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,,,
