,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,quantity,labels,traceability_code,markets,nova_score,manufacturing,additives,generic_name,ingredients_origins,link,brand_owner,allergens
276,Gentiane,20025069,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Munz,7613900002598,['Munz'],['France'],[],[],?,559,2339 kj(559 kcal),36,21,51,50,7,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Huile de noix végétale,3512700002392,,['France'],[],[],?,344,1439 kj(344 kcal),92,"8,9",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Domaine du haut pecharman,3760033714868,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Paella,3379670008744,,['France'],[],[],?,140,586 kj(140 kcal),3,"0,5",20,"1,5",7,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Limo's Traditionelle,3522752326445,,['France'],[],[],?,33,138 kj(33 kcal),"0,5","0,5","7,8","7,6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Jus de poire de Normandie,3505011234347,,['France'],[],[],?,34,142 kj(34 kcal),"0,8",0,"8,53",0,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Cardamomo - Pacari - 50g,7862109273036,['Pacari'],['France'],[],[],?,600,2510 kj(600 kcal),40,25,50,40,3,0,0,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",40 g,en quantité élevée,25 g,en quantité élevée,40 g,en quantité élevée,0 g,en faible quantité,,+9%,+9%,+10%,+18%,+8%,-3%,-59%,-100%,-100%,20,-15%,E,-15%,,,,,,,,,50 g,,,,,,,,,,,
284,Dunella,3770002620557,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Bledine - Blédina - 500g,8004090000423,['Blédina'],['France'],[],[],?,376,1573 kj(376 kcal),2,1,79,25,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,
286,Aramits,0201888076099,,['France'],[],[],?,403,1686 kj(403 kcal),34,24,"1,9",0,23,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 64.029.106 CE', 'Aramits (Pyrénées-Atlantiques, France)']",,,,,,,,,
287,Tour perruchon,3429671547060,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Vin,3760110280415,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Tablette chocolat noir 85% - Levevis - 100g,5712871448366,['Levevis'],['France'],[],[],?,638,2669 kj(638 kcal),55,34,21,16,9,"0,03","0,012",D,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",55 g,en quantité élevée,34 g,en quantité élevée,16 g,en quantité élevée,0.03 g,en faible quantité,,+15%,+15%,+40%,+47%,-46%,-50%,+17%,-36%,-36%,20,-6%,E,-6%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,100 g,"['Bio', 'Bio européen', 'Agriculture durable', 'FR-BIO-01', 'en:UTZ Certified']",,,,,,,,,,
290,Spice mix for Cajun,4088600025933,,['France'],[],[],?,307,1284 kj(307 kcal),"6,4","1,8",50,25,"6,6","16,6","6,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,clasicas tila,8410091006393,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Petit pois seche,4712967083960,,['France'],[],[],?,10,42 kj(10 kcal),1,1,1,1,1,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Pop corn Maïs soufflé,0060410036068,,['France'],[],[],?,520,2176 kj(520 kcal),28,4,58,4,8,"0,64","0,256",,['Maïs pour pop corn'],28 g,en quantité élevée,4 g,en quantité modérée,4 g,en faible quantité,0.64 g,en quantité modérée,,+58%,+58%,+736%,+737%,-2%,+199%,-25%,+1003%,+1003%,11,,D,,,,,,,,,,,,,,,,,,,,,
294,Bavaria Malt Peach 0% 330ML,8714800019934,['Bavaria'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Nusco,97929383,,['France'],[],[],?,0,0 kj(0 kcal),33,0,60,0,"3,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Hazelnut chocolate,8710573471900,,['France'],[],[],?,547,2289 kj(547 kcal),33,0,60,0,"3,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,sunflower nutmeats,0077449497128,,['France'],[],[],?,210,879 kj(210 kcal),19,0,5,0,7,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Croissants a la cerise - 270g,8005121213133,,['France'],[],[],?,420,1757 kj(420 kcal),"18,5","5,6","56,6",29,"5,5","0,62","0,248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270 g,,,,,,,,,,,
299,L-CITRULLINE BASE,2100020650907,,['France'],[],[],?,400,1674 kj(400 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,L-CITRULLINE BASE,2100020650907,,['France'],[],[],?,400,1674 kj(400 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Pain de mie,3288830006035,,['France'],[],[],?,288,1205 kj(288 kcal),"4,3","0,5","51,8",5,9,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Pain doux,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Pain de campagne,0204026019026,,['France'],[],[],?,260,1088 kj(260 kcal),"0,9",0,55,"1,6","8,8","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Poulet fermier,0275229028733,,['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Volailles', 'Poulets']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,"['IGP', 'Label Rouge']",,,,,,,,,,
305,Croissants beurre AOP,,,['France'],[],[],?,385,1611 kj(385 kcal),21,15,40,7,"6,9","0,93","0,372",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,La caillette ardechoise - Gueze,2402122033658,['Gueze'],['France'],[],[],?,231,967 kj(231 kcal),"16,5","6,4","8,5","2,5","13,6","2,41","0,964",,['Caillettes'],16.5 g,en quantité modérée,6.4 g,en quantité élevée,2.5 g,en faible quantité,2.41 g,en quantité élevée,,-11%,-11%,-19%,-18%,+56%,+58%,+1%,+11%,+11%,18,-4%,D,-4%,,,,,,,,,,,,,,,,,,,,
307,Chocolat,8437015760155,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Sardines à l'huile d'olive,8427230010678,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Zumo de naranja,8414892771450,,['France'],[],[],?,45,188 kj(45 kcal),0,0,"10,5","10,5","0,6","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Tarte fraise palet breton,2400058057724,,['France'],[],[],?,?,,?,,?,,?,,,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Palets']",,,,,,,,,,,,,,,,,,,,,,,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,,,,,,,,,,
311,Confiture extra myrtille,3338040100099,,['France'],[],[],?,?,,?,,?,,?,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",,,,,,,,,,,,,,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,
312,Pérène aux multicéréales,2601777013453,,['France'],[],[],?,278,1163 kj(278 kcal),"3,2","0,4",52,"1,1","8,6","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Biscuits Feuille d'érable,0028109002787,,['France'],[],[],?,110,460 kj(110 kcal),"4,5",1,16,8,1,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,M&m's Caramel,0040000511748,"[""M&M's"", 'Mars']","['France', 'États-Unis']","['Milk chocolate ', 'sugar', 'chocolate', 'cocoa butter', 'skim milk', 'lactose', 'milkfat', 'soy lecithin', 'salt', 'artificial and natural flavors', 'sugar', 'corn syrup', 'hydrogenated palm kernel oil', 'milkfat', 'skim milk', 'cornstarch', 'less than 1% - lactose', 'dextrin', 'salt', 'mono and diglycerides', 'coloring ', 'includes blue 1 lake', 'yellow 6', 'red 40', 'yellow 5', 'blue 1', 'carnauba wax', 'chocolate', 'artificial flavor', 'gum acacia']","['Huile de palme', 'Non végétalien']",?,464,1941 kj(464 kcal),"17,86","12,5","71,43","64,29","3,57","0,402","0,161",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",17.9 g,en quantité modérée,12.5 g,en quantité élevée,64.3 g,en quantité élevée,0.403 g,en quantité modérée,,-12%,-12%,-44%,-28%,+36%,+35%,-39%,+163%,+163%,26,+7%,E,+7%,,,,,,,,,,['Pur beurre de cacao'],,,4,,"['E322i - Lécithine', 'E1400 - Dextrines', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E110 - Jaune orangé S', 'E129 - Rouge allura AC', 'E102 - Tartrazine', 'E903 - Cire de carnauba', ""E414 - Gomme d'acacia""]",,,,Mars Chocolate North America LLC,"['Lait', 'Soja']"
315,Bouteilles de coca gélifiés sans sucre - 150g,3760036354634,,['France'],[],[],?,203,849 kj(203 kcal),"0,19","0,19","73,39","0,03","6,26","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 g,,,,,,,,,,,
316,Ensaimadas,10300770,,['France'],[],[],?,461,1929 kj(461 kcal),25,13,51,17,"6,8","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Sprite - 30ml,5449000244437,['Sprite'],['France'],[],[],?,9,38 kj(9 kcal),0,0,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 ml,,,,,,,,,,,
318,Pain au mais - Leclerc,0203351010500,['Leclerc'],['France'],[],[],?,243,1017 kj(243 kcal),"4,1","0,5",43,"0,9","9,6","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Beignets chocolat-noisettes,2076540020462,,['France'],[],['Sans huile de palme'],?,365,1527 kj(365 kcal),15,"2,1",47,15,"8,3","0,77","0,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:palm-oil-free'],,,,,,,,,,
320,Trio superfruit A.B.S bio - 1kg,3662310820302,,['France'],[],[],?,340,1423 kj(340 kcal),"2,9","0,49","70,5","59,4","4,9","0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 kg,"['Bio', 'Bio européen', 'FR-BIO-01']","['EMB 10275', 'Ossey-les-Trois-Maisons (Aube, France)']",,,,,,,,,
321,Le palet Noirmoutrin,,,['France'],[],[],?,511,2138 kj(511 kcal),"23,4","15,1","63,7","30,3","6,4","0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Jus de pomme artisanale,3770013525018,,['France'],[],[],?,43,180 kj(43 kcal),"0,8",0,"10,47",0,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Pruneaux d'Agen - 500g,3502490075751,,['France'],[],[],?,?,,?,,?,,?,,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Fruits français', 'Pruneaux', ""Pruneaux d'Agen""]",,,,,,,,,,,,,,,,,,,,,,,73.8%,22.6%,1.7%,0.7%,1.2%,0.0%,24,,500 g,['Sans conservateurs'],,,,,,,,,,
324,Marmelade de prunes,8436007952738,,['France'],[],[],?,172,720 kj(172 kcal),0,0,"42,67","42,24","0,42",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Coconut water with pineapple juice,0886287000601,,['France'],[],[],?,25,105 kj(25 kcal),0,0,"6,3","4,9",0,"0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Sablé n°1,3585730001116,,['France'],[],[],?,497,2079 kj(497 kcal),21,"14,5",70,27,"6,5","0,875","0,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Saucisse sèche le julo - Casino,3222477366299,['Casino'],['France'],[],[],?,465,1946 kj(465 kcal),37,14,2,1,31,"4,3","1,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,,,,,
328,Saucisson à cuire superieur,0206556036016,,['France'],[],[],?,251,1050 kj(251 kcal),"19,8","7,8","0,9","0,7","17,1","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Barre céréale,080004874947001,,['France'],[],[],?,382,1598 kj(382 kcal),"11,6",4,"39,4","30,2","24,8","0,81","0,324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Matcha tea shortbread,5017605525062,,['France'],[],[],?,445,1862 kj(445 kcal),"22,5","17,5",55,20,5,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Kit ribs tex mex,3467980056248,,['France'],[],[],?,231,967 kj(231 kcal),17,6,3,1,18,"3,8","1,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Smithwicks Blond Ale Bottle - 500ml,5000213018620,,['France'],[],[],?,36,151 kj(36 kcal),0,0,"2,5","0,4","0,4","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 ml,,,,,,,,,,,
333,Saucisse façon landaise,2283041026118,,['France'],[],[],?,174,728 kj(174 kcal),"11,9",5,"1,1","0,96","15,6","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Dynamalt,3278720001004,,['France'],[],[],?,60,251 kj(60 kcal),"0,6","0,01",15,12,"0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Aromandise Tisane Philtre D'amour Bio - Boîte De,3560467790328,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,
336,Mousse de foie forestiere,0206486022769,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Cou de canard farci,3358340002138,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Itinéaire belge,3434880008950,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Biologisch,9547908955786,,['France'],[],[],?,629,2632 kj(629 kcal),70,19,"0,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Agriculture UE/Non UE'],,,,,,,,,,
340,Flocon d'épeautre - Biothentic,3760092213166,['Biothentic'],['France'],[],[],?,358,1498 kj(358 kcal),"2,9",0,"68,2",0,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'Point Vert']",,,,,,,,,,
341,Le Cookie Chocolat Noir - Monoprix - 75g,3350033646681,['Monoprix'],['France'],[],[],?,496,2075 kj(496 kcal),28,18,53,32,"6,4","0,5","0,2",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Cookies', 'Cookies au chocolat']",28 g,en quantité élevée,18 g,en quantité élevée,32 g,en quantité élevée,0.5 g,en quantité modérée,,+0%,+0%,+11%,+45%,-11%,+1%,+3%,-26%,-26%,25,+11%,E,+11%,77.9%,13.1%,3.5%,3.4%,2.1%,0.0%,56,,75 g,,,['Monoprix'],,,,,,,,
342,Filet de lieu noir,2869803022767,,['France'],[],[],?,?,,?,,?,,?,,,,"['Produits de la mer', 'Poissons', 'Lieu noir', 'Filets de lieu noir']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Les dames,3395250107713,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,
344,Travers de bœuf fondant,2222603031160,,['France'],[],[],?,183,766 kj(183 kcal),10,"5,3","3,2","0,6",20,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Filet de poulet -,2448090067899,,['France'],[],[],?,108,452 kj(108 kcal),"1,8","0,5","0,1","0,1",23,"0,13","0,052",D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",1.8 g,en faible quantité,0.5 g,en faible quantité,0.1 g,en faible quantité,0.13 g,en faible quantité,,-18%,-17%,-38%,-33%,-79%,-59%,+1%,-83%,-83%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,
346,Friand - Leaderprice,3263858569311,['Leaderprice'],['France'],[],[],?,161,674 kj(161 kcal),"9,1","5,9",15,"1,4","4,4","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Poulet jaune fermier de Vendée,2160770007314,,['France'],[],[],?,161,674 kj(161 kcal),"8,5","2,7",0,0,21,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 85.215.001 CE', 'Saint-Fulgent (Vendée, France)']",,,,,,,,,
348,Raisin,8033003360323,,['France'],[],[],?,0,0 kj(0 kcal),"0,1",0,"1,2","0,8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Cerneaux de noix - 125g,3322010021118,,['France'],[],[],?,698,2920 kj(698 kcal),"63,8","5,73","10,8",3,"14,7",0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix', 'Cerneaux de noix']",63.8 g,en quantité élevée,5.73 g,en quantité élevée,3 g,en faible quantité,0 g,en faible quantité,,+2%,+2%,-0%,-3%,+11%,-6%,-2%,-100%,-100%,3,+16%,C,+16%,87.8%,0.0%,4.7%,2.4%,3.2%,2.0%,36,,125 g,,,,,,,,,,,
350,Konjac Bio 200 Gélules - Coupe Faim Et Perte De Poids,3700446412364,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,
351,Poulet entier rôti,2278680046771,,['France'],[],[],?,149,623 kj(149 kcal),"4,6","1,5",0,0,27,"0,61","0,244",D,"['Viandes', 'Volailles', 'Poulets']",4.6 g,en quantité modérée,1.5 g,en quantité modérée,0 g,en faible quantité,0.61 g,en quantité modérée,,-1%,-1%,-21%,0%,-100%,-100%,+32%,-29%,-29%,-1,-171%,A,-171%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,
352,Fricandeaux,0215725032605,,['France'],[],[],?,355,1485 kj(355 kcal),21,7,"0,8","0,4",14,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,"Salade Au Thon Napolitaine U, Bol De",3256223685266,,['France'],[],[],?,146,611 kj(146 kcal),"7,7","0,6","8,4","4,3",10,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 85.222.009 CE', 'Saint-Gilles-Croix-de-Vie (Vendée, France)']",,,,,,,,,
354,Energy ball Fraise,3770006433047,,['France'],[],"['Végétalien', 'Végétarien']",?,395,1653 kj(395 kcal),16,2,48,39,"8,9","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,
355,Quinta da tor,5600217255306,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Gratin Dauphinois à la crème fraîche - 450g,3250392618568,,['France'],[],[],?,112,469 kj(112 kcal),"5,4","3,8","11,9","0,5","3,2","0,69","0,276",B,"['Plats préparés', 'Gratins', 'Gratins de pomme de terre', 'Gratins dauphinois']",5.4 g,en quantité modérée,3.8 g,en quantité modérée,0.5 g,en faible quantité,0.69 g,en quantité modérée,,-6%,-4%,-7%,+6%,+6%,-69%,-6%,-2%,-2%,6,+28%,C,+28%,54.5%,21.7%,7.8%,8.5%,4.4%,3.1%,89,,450 g,,,,,,,,,,,
357,Farcoux,0217563019152,,['France'],[],[],?,238,996 kj(238 kcal),9,3,"0,6","0,3",10,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Cervelas (Saucisse de viande) - Stemmelen,3291510003392,['Stemmelen'],['France'],[],[],?,351,1469 kj(351 kcal),"33,4","11,5","1,2","1,2","11,5","1,78","0,712",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Diet shake - Body Attack,4250350522370,['Body Attack'],['France'],[],[],?,375,1569 kj(375 kcal),"7,8","1,7","42,5","27,2","29,6","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Crevettes Wok - Delpierre - 165g,3336374404302,['Delpierre'],['France'],"['Crevettes 76% ', 'crevettes', 'sel', 'conservateur : E202', 'antioxydant : E223 ', 'sulfites', 'acidifiant : E330', 'mélange de légumes 22% ', 'carotte', 'chou blanc', 'oignon blanc', 'mix provençal ', 'poivron', 'plantes aromatiques dont herbes de Provence', 'maltodextrine', 'sel', '\rSauce soja 18%: eau', 'graines de soja 18%', 'farine de blé', 'sel', 'jus de citron', 'huile végétale ', 'colza et/ou tournesol', 'sucre', 'graines de sésame 4%', 'vinaigre de riz', 'sauce piment ', 'piment', 'sucre', 'eau', 'vinaigre', 'ail', 'sel', 'gingembre', 'épaississant: E415', 'poivre blanc', 'anis']","['Non végétalien', 'Non végétarien']",353,84,353 kj(84 kcal),"2,1","0,2","3,2","2,4",13,"3,1","1,24",D,"['Produits de la mer', 'Crustacés', 'Crevettes']",2.1 g,en faible quantité,0.2 g,en faible quantité,2.4 g,en faible quantité,3.1 g,en quantité élevée,-12%,-21%,-20%,-5%,-56%,+194%,+588%,-29%,+111%,+111%,11,+342%,D,+342%,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,"['Barquette', 'Sous atmosphère']",165 g,,"['FR 44.150.001 CE', 'Saint-Aignan-Grandlieu (Loire-Atlantique, France)']",,4,['Transformé en France'],"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E415 - Gomme xanthane']","Crevettes décortiquées cuites réfrigérées, légumes et sauce soja",,,,"['Crustacés', 'Gluten', 'Graines de sésame', 'Soja', 'Anhydride sulfureux et sulfites']"
361,Beurre de ferme,3760084280077,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Le brassé au lait d'amande sur cerises griottes en morceaux,,,['France'],[],[],?,140,586 kj(140 kcal),"6,8","3,7",17,17,"2,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Sauce buffalo wing,8425190196036,,['France'],[],[],?,43,180 kj(43 kcal),"2,55","0,49","4,49","1,72","0,77","6,33","2,532",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Frucht Joghurt mild Heidelbeere - 150g,20245771,,['France'],[],[],?,94,393 kj(94 kcal),"3,1","1,9","12,4","11,4","3,4","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 g,,,,,,,,,,,
365,Filet de poulet blanc,2860486039882,,['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,
366,Tourte bouchée à la reine - Produits de la Cigogne,3527480043497,['Produits de la Cigogne'],['France'],[],[],?,285,1192 kj(285 kcal),19,10,22,"1,6","6,6","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 68.298.005 CE', 'Sainte-Marie-aux-Mines (Haut-Rhin, France)']",,,,,,,,,
