,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,brand,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,traceability_code,generic_name,packaging,allergens,nova_score,additives,manufacturing,markets,ingredients_origins,palm_ingredients,link,brand_owner
1705,Amandes Noix de Coco - Favorina - 200g,20625320,['France'],"['Sucre', 'beurre de cacao', '18 % amandes', 'lait entier en poudre', 'pâte de cacao', 'crème en poudre ', 'lait', 'noix de coco râpée', 'glaçage ', 'maltodextrine', 'sirop de glucose', 'graisse de coco', 'émulsifiant : lécithines ', 'tournesol', ' ', ' arôme naturel', 'extrait de vanille', ' Chocolat blanc : beurre de cacao : 27 % min ', ' matière sèche issue du lait : 23% min', ' Chocolat au lait : cacao : 30 % min ', ' matière sèche issue du lait : 18 % min']",['Non végétalien'],?,564,"36,4","48,9","8,6","0,1","0,04",2360 kj(564 kcal),"19,4","46,9","['Favorina', 'Lidl']",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,+7%,+14%,-7%,+46%,,,,,,,,200 g,"['Commerce équitable', 'Fairtrade-cocoa-programme']",36.4 g,en quantité élevée,19.4 g,en quantité élevée,46.9 g,en quantité élevée,0.1 g,en faible quantité,+7%,+11%,-1%,-35%,-35%,27,+11%,E,+11%,,,"['Sachet', 'Plastique']","['Lait', 'Fruits à coque']",4,['E322i - Lécithine'],,['Lidl'],,,,
1706,Amandes chocolat et creme - Favorina - 200g,20625344,['France'],"['Amandes avec 54% de chocolat à la crème et 25% de chocolat au lait', 'enrobé de cacao maigre en poudre', ' Cacao 30% minimum dans le chocolat', ' Sucre', '18% amandes', 'beurre de cacao', 'lait en poudre entier', 'pâte cacao', '3% crème en poudre ', 'lait', '3% cacao maigre en poudre', 'dextrose', 'émulsifiant: lécithine  ', 'tournesol', ' amidon de blé', 'graisse de sal', 'arôme naturel de vanille avec autres arômes naturels', "" Peut contenir des traces d'autres  "", 'noix', ""d'arachides"", ""d'œuf et de soja""]",['Non végétalien'],?,558,"35,3","48,1","10,1","0,13","0,052",2335 kj(558 kcal),"18,3","46,5",['Favorina'],,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats aux amandes']",,+0%,-5%,+10%,+18%,,,,,,,,200 g,['Fabriqué en Allemagne'],35.3 g,en quantité élevée,18.3 g,en quantité élevée,46.5 g,en quantité élevée,0.13 g,en faible quantité,+1%,-2%,+19%,-3%,-3%,26,+14%,E,+14%,,,,['Lait'],4,['E322i - Lécithine'],,['Lidl'],,,,
1707,Fond de tarte cacao,20626709,['France'],[],[],?,343,"3,6",70,"6,3","1,08","0,432",1435 kj(343 kcal),"1,1",35,,,,,,,,,,,,,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,Parmigiano reggiano DOP,20633776,['France'],[],[],?,402,30,0,32,"1,6","0,64",1682 kj(402 kcal),20,0,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",,+0%,+1%,-100%,-1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,['AOP'],30 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,+1%,+1%,,0%,0%,17,+2%,D,+2%,,,,,,,,,,,,
1709,Pizza con Burrata - Italiamo,20634599,['France'],"['farine de blé tendre', 'eau', '10 % Mozzarella ', 'lait', '10 % Burrata ', 'Mozzarella ', 'lait', 'sel', ""correcteur d'acidité: acide citrique"", "" enzyme coagulante d'origine microbienne"", 'crème ', 'lait', '7,5% tomates cerises', '6,3% tomates concassées', '6,3% purée de tomates', 'huile de tournesol', ""1,5% huile d'olive vierge extra"", 'sel', 'levure', 'sucre', '0,02% origan', '0,001% basilic']",['Non végétalien'],?,238,"8,3","30,8","9,1","1,4","0,56",996 kj(238 kcal),"2,2","2,7",['Italiamo'],,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",,+4%,-1%,+14%,-12%,,,,,,,,,,8.3 g,en quantité modérée,2.2 g,en quantité modérée,2.7 g,en faible quantité,1.4 g,en quantité modérée,+4%,-44%,-8%,+12%,+12%,5,-36%,C,-36%,,,,['Lait'],3,['E330 - Acide citrique'],,['Lidl'],,,,
1710,Filet De Canard - Piquebroche,20637132,['France'],[],[],?,197,13,"1,1",19,"1,1","0,44",824 kj(197 kcal),"3,1","1,1",['Piquebroche'],D,"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",,0%,+3%,+122%,-2%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,13 g,en quantité modérée,3.1 g,en quantité modérée,1.1 g,en faible quantité,1.1 g,en quantité modérée,-0%,-16%,+230%,+3%,+3%,4,-10%,C,-10%,,,,,,,,['Lidl'],,,,
1711,Ciabatta à finir de cuire - Maître Jean Pierre - 250g,20637149,['France'],"['farine de blé 53%', 'eau', 'alcool', 'gluten de blé', 'levure', 'sel', ""huile d'olive vierge extra 0"", '6%', 'levain de seigle déshydraté', 'farine de blé malté', ""émulsifiants : esters mono et diacétyltartriques des mono et diglycérides d'acides gras""]","[""Pourrait contenir de l'huile de palme""]",1133,?,2,"51,8","9,1","1,16","0,464",1133 kj(271 kcal),"0,3",2,['Maître Jean Pierre'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains précuits']",+5%,,-19%,+8%,+19%,,,,,,,,250 g,['Fabriqué en France'],2 g,en faible quantité,0.3 g,en faible quantité,2 g,en faible quantité,1.16 g,en quantité modérée,+6%,-46%,-33%,-6%,-6%,3,+37%,C,+37%,,"Ciabatta précuite à l'huile d'olive vierge extra (0,6%)","['Film plastique à jeter', '14g']",['Gluten'],4,,['France'],['LIDL'],,,,
1712,Saucisson sec extra - le cesarin - 250g,20637422,['France'],"['Viande de porc ', 'origine France', 'sel', 'lactose', 'dextrose', 'sucre', 'épices', 'conservateurs : nitrate de potassium', 'nitrite de sodium', 'ferments', ' Enveloppe : boyau naturel de porc']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,416,34,"3,5",24,"4,9","1,96",1741 kj(416 kcal),14,3,['le cesarin'],D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs', 'Saucissons secs pur porc']",,+1%,+4%,+50%,-12%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,250 g,"['Viande-francaise', 'Viande Porcine Française']",34 g,en quantité élevée,14 g,en quantité élevée,3 g,en faible quantité,4.9 g,en quantité élevée,+1%,+9%,+96%,+5%,+5%,25,+3%,E,+3%,,Saucisson sec pur porc qualité supérieure,['Plastique'],['Lait'],4,"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,,,
1713,Filet de Charolais - L'Étal du Boucher - 200g,20637590,['France'],['100 % viande de bœuf'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,170,"8,7",0,23,"0,17","0,068",711 kj(170 kcal),"2,5",0,"[""L'Étal du Boucher"", 'Lidl']",,"['Viandes', 'Bœuf', 'Viandes fraîches']",,-1%,-19%,-100%,+24%,,,,,,,,200 g,"['Viande-francaise', 'Viande-bovine-francaise']",8.7 g,en quantité modérée,2.5 g,en quantité modérée,0 g,en faible quantité,0.17 g,en faible quantité,-2%,-39%,-100%,-74%,-74%,-1,-124%,A,-124%,,,"['Frais', 'Carton', 'Plastique']",,1,,['France'],['Lidl'],['France'],,,
1714,Cuisse de poulet avec partie de dos - Lild - 2500g,20637729,['France'],"['100% poulet ', 'origine France', ' Produit frais-classe A']","['Non végétalien', 'Non végétarien']",?,194,14,0,17,"0,23","0,092",812 kj(194 kcal),"3,6",0,['Lild'],C,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,+2%,+13%,-100%,-8%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,2500 g,,14 g,en quantité modérée,3.6 g,en quantité modérée,0 g,en faible quantité,0.23 g,en faible quantité,+1%,+7%,-100%,-70%,-70%,1,-72%,B,-72%,,,['Barquette'],,1,,,,,,,
1715,Faux Filet - L etal du boucher,20638047,['France'],"['IENT de ', 'origine France']",[],?,148,"6,7",0,22,"0,22","0,088",619 kj(148 kcal),"2,7",0,['L etal du boucher'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,Chocolat superieur au lait décoré - Favorina,20638214,['France'],"['sucre', 'beurre de cacao', 'lait entier en poudre', 'pâte de cacao', 'lait écrémé en poudre', 'émulsifiant : lécithine de tournesol ', ' arômes', 'colorants : carmins - extrait de paprika', ' Traces de ceréales contenant du gluten et de fruits à coque,']","['Non végétalien', 'Non végétarien']",?,546,32,57,"6,5","0,2","0,08",2284 kj(546 kcal),20,56,['Favorina'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"['E322i - Lécithine', 'E120 - Acide carminique', 'E160c - Extrait de paprika']",,['Lidl'],,,,
1717,Oeuf Gourmand - Favorina,20638276,['France'],"['96% chocolat au lait ', 'cacao : 33% minimum', ' ', 'Sucre', 'beurre de cacao', 'poudre de lait entier', 'pâte de cacao', 'arôme naturel de vanille', 'émulsifiant:lécithine de soja', '4% noisettes caramélisées ', 'noisette', 'sucre', ' Traces éventuelles de céréales contenant du gluten']",['Non végétalien'],?,571,38,51,"6,5","0,2","0,08",2389 kj(571 kcal),22,50,['Favorina'],C,"[""Produits d'élevages"", 'Œufs']",,+333%,+304%,+7411%,-47%,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,"['Agriculture durable', 'Fabriqué en France', 'en:UTZ Certified']",38 g,en quantité élevée,22 g,en quantité élevée,50 g,en quantité élevée,0.2 g,en faible quantité,+329%,+817%,+10188%,-24%,-24%,27,,E,,,,,['Fruits à coque'],4,['E322i - Lécithine'],,['Lidl'],,,,
1718,Poitrine de porc - L’etal Du Boucher,20638825,['France'],"['100% poitrine de porc', ' Viande de porc origine France']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,295,"25,2","0,5",17,"0,2","0,08",1234 kj(295 kcal),"9,4","0,5",['L’etal Du Boucher'],E,"['Viandes', 'Porc', 'Poitrine de porc']",,+7%,+13%,-47%,+3%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,25.2 g,en quantité élevée,9.4 g,en quantité élevée,0.5 g,en faible quantité,0.2 g,en faible quantité,+8%,+11%,-24%,-91%,-91%,12,-38%,D,-38%,,,['Barquette'],,1,,,,,,,
1719,4 Cuisses de poulet au paprika - L'étal du volailler - 1000g,20638870,['France'],"['Morceaux de poulet ', 'Origine: France', ' 95%', 'épices dont paprika 1%', 'plantes aromatiques', 'chapelure de BLE', 'sel', 'acidifiants: citrates de sodium', 'acétates de sodium', 'arômes naturels', 'huile de tournesol']","['Non végétalien', 'Non végétarien']",?,220,16,0,19,"1,3","0,52",920 kj(220 kcal),"4,7",0,"[""L'étal du volailler""]",C,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,+15%,+29%,-100%,+3%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,1000 g,,16 g,en quantité modérée,4.7 g,en quantité modérée,0 g,en faible quantité,1.3 g,en quantité modérée,+15%,+40%,-100%,+71%,+71%,11,+212%,D,+212%,,,,['Gluten'],4,"['E331 - Citrates de sodium', 'E262 - Acétates de sodium']",,,,,,
1720,"Canitas, De Fuet Dolot - Sol & Mar",20645052,['France'],"['viande de porc*', 'graisse de porc', ""d 'acidité: lactate de potassium"", 'acétates de P otassum?', 'sel CUisine', 'dextrose', 'poivre noir', 'épaississant chlorqre de cium', ' antioxydant: ascorbate de sodium', ' gélifi ant?', ""'"", ' ginate sodium', ' conservateurs: nitrite de sodium', 'nitrate cle sium', ' ferments de maturation', ' 100 g salami sonté partir de 180 g de viande de porc,']","['Non végétalien', 'Non végétarien']",?,384,30,"2,4",26,"3,4","1,36",1607 kj(384 kcal),16,"2,4",['Sol & Mar'],,,,,,,,,,,,,,,,['Fabriqué en Espagne'],,,,,,,,,,,,,,,,,,,,,,4,"['E326 - Lactate de potassium', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,['Lidl'],,,,
1721,Lait leger 0.4% - Mini mælk,20648442,['France'],[],[],?,38,"0,4","4,9","3,6","0,11","0,044",159 kj(38 kcal),"0,3","4,9",['Mini mælk'],D,"['Produits laitiers', 'Laits']",,-42%,-81%,-19%,+1%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,['Bio'],0.4 g,en faible quantité,0.3 g,en faible quantité,4.9 g,en faible quantité,0.11 g,en faible quantité,-42%,-75%,-10%,-11%,-11%,-1,-274%,A,-274%,,,,,,,,,,,,
1722,Kiwis - Lidl - 1kg,20656904,['France'],"['ORTOLAN SA 47 MARMANDE KIWIS HAY WARD ORIGINÇ FRANCE L', '01-05 CAT', '2 CA L - 65/70 TRA/B3286 363-0105 BIK550 POIDS NET 1 KG 250G']",[],?,61,1,9,"1,2",,,255 kj(61 kcal),"0,1","8,5",['Lidl'],B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits frais', 'Kiwis', 'Kiwis frais']",,-18%,+118%,-38%,+9%,75.1%,0.0%,0.0%,11.4%,10.2%,3.4%,96,1 kg,,1 g,en faible quantité,0.1 g,en faible quantité,8.5 g,en quantité modérée,,,-20%,+41%,-17%,,,,,,,,,,,,,,['Lidl'],,,,
1723,Fromage d'abbaye (30% MG) - Milbona - 280g,20669966,['France'],"['Lait pasteurisé', 'sel', 'présure', 'ferments', 'colorant : rocou', ' conservateur : nitrate de sodium']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1500,359,30,0,24,"1,675","0,67",1500 kj(359 kcal),18,0,['Milbona'],D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', ""Fromages d'abbaye""]",,+6%,+9%,-100%,+5%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,280 g,,30 g,en quantité élevée,18 g,en quantité élevée,0 g,en faible quantité,1.68 g,en quantité élevée,+6%,+1%,-100%,+2%,+2%,16,+2%,D,+2%,,,,['Lait'],4,"['E160b - Rocou', 'E251 - Nitrate de sodium', '', 'Risque élevé de sur-exposition']",,['Lidl'],,,,
1724,Gauffres -,20670214,['France'],"['29% farine de blé', 'sucre', 'æuf**', '13%*** beurre concentré ', 'lait', 'préparation de matières grasses ', 'graisse de palme', 'huile de colza', 'eau', 'émulsifiants: lécithines ', 'soja', ""mono - et diglycérides d'acides gras****"", 'sel', ""correcteur d'acidité: acide citrique"", 'arômes naturels', 'colorant: caroténoïdes', 'lait', 'sel', '**issu de poules élevées au sol', '***correspond à 16% de beurre reconstitué', ""****d'origine végétale"", ""Á conserver à l'abri de la chaleur et de l'humidité"", ""*Élaboré en Belgique avec des ingrédients d'origines différentes,""]","['Huile de palme', 'Non végétalien']",?,457,23,55,"6,8","0,8","0,32",1912 kj(457 kcal),15,29,,C,"['Biscuits et gâteaux', 'Pâtisseries', 'Gaufres']",,+2%,+7%,-4%,+13%,77.1%,12.7%,5.0%,2.6%,2.6%,0.0%,66,,,23 g,en quantité élevée,15 g,en quantité élevée,29 g,en quantité élevée,0.8 g,en quantité modérée,+2%,+44%,-5%,+13%,+13%,24,+10%,E,+10%,,,,"['Lait', 'Soja']",4,"['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E160 - Caroténoïdes']",,,,['Huile de palme'],,
1725,Saucisson de Paris - Saint Alby,20670665,['France'],"['eau', 'poivre vert', 'farine de blé', 'plantes aromatiques', 'épices', ""extraits d'épices"", 'ail', 'arômes', 'dextrose', 'protéines de porc', 'stabilisants: triphosphates', 'carraghénanes', 'gomme guar', 'antioxydant acide ascorbique', ' colorant: carmins', ' conservateur: nitrite de sodium', ' sel', "" Peut contenir des traces d'autres céréales contenant du gluten"", ""d'œuf"", 'de lait', 'de soja', 'de moutarde', 'de céleri et de fruits à coque', ' À conserver au réfrigérateur à +7 oc max', ' Non ouvert', ""à consommer jusqu'au: voir ci-dessous"", ' Conditionné sous atmosphère protectrice', ' Après ouverture', 'à conserver au réfrigérateur à +7 oc max', ' et à consommer sous 3 jours']","['Non végétalien', 'Non végétarien']",?,160,10,"1,5",15,"2,3","0,92",669 kj(160 kcal),"3,6","0,5",['Saint Alby'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],4,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E300 - Acide ascorbique', 'E120 - Acide carminique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,,,
1726,Fleur De Sel de Camargue - Saveurs de nos Régions - 125g,20681036,['France'],['100% sel de mer de Camargue'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,,,,,,"['Saveurs de nos Régions', 'Lidl']",A,"['Epicerie', 'Condiments', 'Sels', 'Sels français', 'Sels marins', 'Sels non raffinés', 'Sel de Camargue', 'Fleurs de sel', 'Fleur de sel de Camargue']",,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,125 g,,,,,,,,,,,,,,,,,,,,Fleur De Sel de Camargue,['Pot'],,2,,,,['France'],,,
1727,Luttons contre le gaspillage,20682002,['France'],[],[],?,205,11,20,"4,9","0,94","0,376",858 kj(205 kcal),1,"4,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,Clafoutis Aux Cerises -,20682453,['France'],[],[],?,240,"11,1","30,4","4,3","0,21","0,084",1004 kj(240 kcal),"6,9",24,,,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Clafoutis', 'Clafoutis aux fruits', 'Clafoutis aux cerises']",,+33%,+102%,+9%,-8%,,,,,,,,,,11.1 g,en quantité modérée,6.9 g,en quantité élevée,24 g,en quantité élevée,0.21 g,en faible quantité,+32%,+112%,+14%,+42%,+42%,13,+115%,D,+115%,,,,,,,,['LIDL'],,,,
1729,"Mexican Style Yogurt , Banana & Caramel -  - 150g",20682811,['France'],"['yaourt', 'sucre', 'banane 9%', 'dextrose', 'sirop de caramel 0,2 % ', 'concentré de carthame', 'arôme']","['Sans huile de palme', 'Non végétalien']",?,125,"3,8","17,8","4,1","0,15","0,06",523 kj(125 kcal),"2,4","17,2",,,,,,,,,,,,,,,,150 g,,,,,,,,,,,,,,,,,,,,,,['Lait'],4,,,,,,,
1730,Duc De Coeur Teig mix Crêpes - 185g,20682866,"['France', 'Espagne']",[],[],?,181,"1,9","32,5","6,8",1,"0,4",757 kj(181 kcal),1,"5,3",['Duc de Coeur'],,"['Aides culinaires', 'Préparations pour desserts', 'Préparations pour crêpes']",,-43%,-48%,-34%,-51%,,,,,,,,185 g,,,,,,,,,,-42%,-7%,-26%,-20%,-20%,,,,,,,,,,,,,,,,
1731,Miel de fleur BIO - Maribel - 500g,20685553,['France'],[],[],?,316,0,10,0,0,0,1322 kj(316 kcal),0,10,['Maribel'],A,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,+9%,-100%,-87%,-100%,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,500g,"['Bio', 'Bio européen', 'Agriculture UE/Non UE']",0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité modérée,0 g,en faible quantité,+8%,-100%,-86%,-100%,-100%,,,,,,Miel de fleurs biologique,"['Pot', 'Verre']",,,,['Espagne'],['Lidl'],"['Union européenne', 'Non Union Européenne']",,,
1732,Camembert Rond Doosje 8 Porties - Chêne d'Argent,20694173,['France'],"['Lait pasteurisé', 'sel', 'ferments lactiques', 'présure microbienne']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,265,21,"0,1",19,"1,3","0,52",1109 kj(265 kcal),14,"0,1","[""Chêne d'Argent"", 'Lidl']",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Camemberts', 'Fromages pasteurisés', 'Camemberts pasteurisés']",,-3%,-2%,-81%,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,21 g,en quantité élevée,14 g,en quantité élevée,0.1 g,en faible quantité,1.3 g,en quantité modérée,-3%,-8%,-62%,-9%,-9%,13,-7%,D,-7%,"['FR 61.145.001 CE', 'Domfront (Orne, France)', 'FR 50.453.001 CE', 'Sainte-Cécile (Manche, France)']",,,['Lait'],3,,,,,,,
1733,Jus de pomme - Solevita,20695514,['France'],[],[],?,41,"0,1","9,8","0,1","0,02","0,008",172 kj(41 kcal),0,"9,3",['Solevita'],C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",,-11%,-39%,-10%,-53%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,0.1 g,en faible quantité,0 g,en faible quantité,9.3 g,en quantité élevée,0.02 g,en faible quantité,-10%,-100%,-10%,+83%,+83%,3,-27%,C,-27%,,,,,,,,['Lidl'],,,,
1734,Flakes fruit & fibre - Crownfield - 750g,20696351,['France'],"['Shredded Wholegrain Wheat', 'Raisins', 'Sugar', 'Banana Chips ', 'Banana', 'Coconut Oil', 'Sugar', 'Natural Banana Flavouring', 'Apple', 'Coconut Chips', 'Barley Malt Extract', 'Salt', 'Chopped and Roasted Hazelnuts']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,383,"4,7","69,4","9,8","0,48","0,192",1602 kj(383 kcal),"3,4","21,6",['Crownfield'],C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales aux fruits', 'Céréales extrudées', 'Pétales de céréales aux fruits']",,+1%,+41%,-6%,+10%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,750 g,,4.7 g,en quantité modérée,3.4 g,en quantité modérée,21.6 g,en quantité élevée,0.48 g,en quantité modérée,+1%,+105%,+16%,-38%,-38%,8,+21%,C,+21%,,,"['Cardboard', 'Plastic']",,4,,,,,,,
1735,Oignons rouges,20696900,"['France', 'Espagne']",[],[],?,546,10,5,6,"0,1","0,04",2284 kj(546 kcal),0,0,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges']",,+1417%,+1194%,+56%,+275%,,,,,,,,,,10 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,+1454%,-100%,-100%,-87%,-87%,-2,,A,,,,,,,,,,,,,
1736,Cheese wafers - Hema,2077744499993,['France'],"['FR ESSCUITS AU EN POUDRE Ingrédients FARINE DE ELE', 'LAIT', 'mattoaextrine', 'graisse de palme', 'CONCENTRÉ DE BEURRE', 'FARINE DE SOJA', 'sel', ""poudres o lever E500 POUDRE D'ŒUF ET POUDRE DE JAUNE D'ŒUF ce poules élevées en plein air"", 'poivre', 'colorants Ci6Ga E160b', 'émulsifiant an', 'correcteur daci0ité E330', 'présure', 'ferment', 'consor', ' va:eur E251', 'Peut contenir']","['Huile de palme', 'Non végétalien']",?,491,25,50,16,"2,6","1,04",2054 kj(491 kcal),14,"0,9",['Hema'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Œufs', 'Lait', 'Soja']",,,,['Hema'],,['Huile de palme'],,
1737,Hema Caesar Dressing - 250g,2078511199993,['France'],"['eau', 'huile de tournesol', 'vinaigre', 'glucose', 'sucre', 'graines de moutarde 236', ""jaune d'?uf de poule élevée au sol"", 'sel', ""correcteur d'acidité E330"", 'conservateur E202', 'colorant E160a', 'épaississants C-401 E412 E415', 'extrait dherbes aromatiques', ""épices ail pâte d'anchois 1% ciboulette"", 'extrait de thé', ' Peut contenJçgluten=blé', 'seigle']","[""Pourrait contenir de l'huile de palme""]",?,351,"34,4","8,9","1,3","0,975","0,39",1469 kj(351 kcal),"3,3","4,3",['Hema'],,"['Epicerie', 'Sauces', 'Sauces caesar']",,-7%,-11%,+55%,-34%,,,,,,,,250g,,34.4 g,en quantité élevée,3.3 g,en quantité modérée,4.3 g,en faible quantité,0.975 g,en quantité modérée,-7%,-17%,+16%,-42%,-42%,11,-25%,D,-25%,,,['bouteille en verre'],"['Gluten', 'Moutarde']",4,"['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160a - Carotènes mélangés', 'E415 - Gomme xanthane']",,['Hema'],,,,
1738,"Joghurt, Cookies - McEnnedy - 150g",20702687,"['France', 'Espagne']","['Yaourt', 'lait', 'eau', '8,8% sucre', 'dextrose', '2,4% biscuit au cacao ', 'sucre', 'farine ', 'blé', 'riz', 'haricot blancs', ""Blanc d'œuf"", '0,2% cacao maigre', 'amidon', 'blé', 'pomme de terre', 'huile de tournesol', 'épaississant: alginate de sodium', ' sel', 'arôme', 'sirop de glucose-fructose', 'œufs entier', 'arôme', "" Peut contenir des traces de fruits à coque et d'arachides""]",['Non végétalien'],?,125,"3,8","18,1","4,1","0,13","0,052",523 kj(125 kcal),"2,3","16,8",['McEnnedy'],,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",,+36%,+16%,+65%,+9%,,,,,,,,150 g,['Fabriqué en Allemagne'],3.8 g,en quantité modérée,2.3 g,en quantité modérée,16.8 g,en quantité élevée,0.13 g,en faible quantité,+36%,+12%,+66%,+13%,+13%,4,+31%,C,+31%,,,,"['Œufs', 'Gluten', 'Lait']",4,['E401 - Alginate de sodium'],,['Lidl'],,,,
1739,Milbona Joghurt Heidelbeere - 175g,20707729,['France'],[],[],?,85,"2,5","12,6","2,7","0,1","0,04",356 kj(85 kcal),"1,6","11,2",['Milbona'],,,,,,,,,,,,,,,175 g,,,,,,,,,,,,,,,,,,,,,"['stück', 'Produkte']",,,,,,,,,
