,name,bar_code,brand,traceability_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,generic_name,quantity,packaging,categories,labels,ingredients_origins,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,markets,manufacturing,palm_ingredients,link,brand_owner,origin_detail,producer_info
1569,Riz Long Grain Incollable Sachet Cuisson - Auchan - 1kg,3596710425136,['Auchan'],,['France'],['Riz long grain étuvé'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,355,1485 kj(355 kcal),"0,8","0,2",79,"0,3","7,3","0,02","0,008",C,Riz long grain étuvé de qualité supérieure.,1 kg,"['Boîte', 'Carton', 'Plastique', 'Sachet']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz long grain', 'Riz étuvé']",,,,1,0.8 g,en faible quantité,0.2 g,en faible quantité,0.3 g,en faible quantité,0.02 g,en faible quantité,,+6%,+2%,-10%,+19%,+4%,+8%,+3%,+90%,+90%,-1,,A,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,['Auchan'],,,,,,
1570,Guimauves - Vendome - 400g,3596710426126,['Vendome'],,['France'],"['Sirop de glucose', 'chocolat au lait 25% ', 'sucre,beurre de cacao', 'poudre de lait entier', 'pâte de cacao', 'lactosérum ', 'contient lait', 'émulsifiant: lécithines ', 'soja', 'arôme naturel de vanille', 'sucre', 'eau', 'dextrose', 'sucre glace', 'gélatine', 'arôme vanille', 'protéines de lait', '\rTraces éventuelles de gluten', 'arachides et fruits à coques']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,355,1485 kj(355 kcal),"7,7","4,9","68,1","62,7","3,2","0,1","0,04",,Guimauves fantaisie enrobéesde chocolat au lait,400g,['Boite plastique'],,,,"['Lait', 'Soja']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E322i - Lécithine', 'E428 - Gélatine']",,['France'],,,,,
1571,Soupe de Poisson Pointe de Piment d'Espelette - Mmm ! - 1kg,3596710426461,"['Mmm !', 'Auchan']",,['France'],"['Eau', 'divers poissons frais 40 %', 'concentré de tomates', 'vin blanc', 'carottes', 'céleri', 'ail', ""huile d'olive vierge extra"", 'sel', 'épices et aromates ', ""dont piment d'Espelette 0,06 %"", 'poireaux', 'poivron', 'épaississant : gomme de xanthane']",[],215,?,215 kj(51 kcal),2,"0,5","1,8","0,7","6,3","0,8","0,32",E,,1 kg,"['Bouteille', 'Verre']","['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']","['Point Vert', 'Triman']",,"['Céleri', 'Poisson']",4,2 g,en faible quantité,0.5 g,en faible quantité,0.7 g,en faible quantité,0.8 g,en quantité modérée,+10%,,+8%,+5%,+11%,-1%,+8%,+22%,-9%,-9%,0,-100%,B,-100%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,['E415 - Gomme xanthane'],['Auchan'],,,,,,
1572,Yaourt sur lit d'orange & jus de pamplemousse - Mmm! - 300g (2 * 150g),3596710427451,"['Mmm!', 'Auchan']","['FR 13.005.028 CE', 'Aubagne (Bouches-du-Rhône, France)']",['France'],"['Lait entier 64,1%', 'crème ', 'contient lait', 'sucre 8,6%', 'oranges 6,2% ', 'pulpe et jus à base de jus concentré', 'pamplemousse à base de jus concentré 2,2%', 'amidon natif de manioc', 'épaississant: pectine', 'arômes naturels', 'conservateur: sorbate de potassium', 'ferments lactiques ', 'contient lait', 'extrait de carotte']",['Non végétalien'],529,?,529 kj(126 kcal),7,"3,9",13,13,"2,4","0,1","0,04",B,yaourt brassé sucré sur lit à base d'orange et de jus de pamplemousse,300 g (2 * 150 g),"['Carton', 'Pot', 'Verre', 'Opercule', 'Aluminium']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts sur lit de fruits']","['Produit en braille', 'Origine France']",,['Lait'],4,7 g,en quantité modérée,3.9 g,en quantité modérée,13 g,en quantité élevée,0.1 g,en faible quantité,+23%,,+22%,+117%,+91%,-3%,+4%,-51%,-9%,-9%,5,+120%,C,+120%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"['E440 - Pectines', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Auchan'],['France'],,http://www.auchan.fr,,,
1573,Velouté de tomates - Auchan,3596710427918,['Auchan'],,['France'],[],[],?,35,146 kj(35 kcal),"0,53","0,3","6,33","3,23","0,7","0,63","0,252",B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Légumes et dérivés', 'Tomates et dérivés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes', 'Veloutés de tomates']",,,,,0.53 g,en faible quantité,0.3 g,en faible quantité,3.23 g,en faible quantité,0.63 g,en quantité modérée,,-15%,-13%,-57%,-25%,+8%,+7%,-15%,-2%,-2%,-3,,A,,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,['Auchan'],,,,,,
1574,"Auchan Pur Jus Multifruit 1,5l - 1,5l",3596710428083,['Auchan'],"['EMB 45273', ""Saint-Denis-de-l'Hôtel (Loiret, France)""]",['France'],"['Jus de pomme', ""jus d'orange"", 'purée de mangue', 'purée de banane', 'jus de fruits de la passion', ""purée d'abricot"", ""jus d'ananas"", 'jus de citron']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,45,188 kj(45 kcal),"< 0,5","< 0,1",11,10,"< 0,5","0,03","0,012",C,Jus multfruit flash pasteurisé réfrigéré,"1,5 l","['Brique', 'Carton', 'Réfrigéré']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus multifruits', 'Jus de fruits frais', 'Jus multifruits frais']","['Nutriscore', 'Point Vert', 'Nutriscore C', 'Pur jus']",,,1,0.5 g,en faible quantité,0.1 g,en faible quantité,10 g,en quantité élevée,0.03 g,en faible quantité,,-2%,-2%,+124%,+167%,+5%,+9%,+14%,+245%,+245%,4,+21%,C,+21%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,['Auchan'],,,,,,
1575,Duo haricots verts haricots beurre extra fins - Auchan - 400g (225g égoutté),3596710428830,['Auchan'],,['France'],"['Légumes ', 'haricots verts extra-fins coupés 27%', 'haricots beurre extra-fins coupés 27%', 'eau', 'sel']",[],?,23,96 kj(23 kcal),"0,1","0,1","2,5","0,5","1,7","0,5","0,2",B,Duo haricots verts et haricots beurre extra fins coupés,400 g (225 g égoutté),['Conserve'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Haricots verts', 'Légumineuses en conserve', 'Haricots verts en conserve']","['Nutriscore', 'Nutriscore A']",,,3,0.1 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en quantité modérée,,-4%,-3%,-60%,+83%,-6%,-35%,+15%,-25%,-25%,-6,,A,,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,,['Auchan'],,,,,,
1576,Allumettes Nature - Auchan,3596710429073,['Auchan'],"['FR 44.180.004 CE', 'Saint-Mars-la-Jaille (Loire-Atlantique, France)', 'EMB 44180', 'Saint-Mars-la-Jaille (Loire-Atlantique, France)']",['France'],"['Viande de porc ', 'origine UE sel ', ' acidifiants : lactate de potassium', 'acétates de so ', ' dextrose ', ' antioxydant : erythorbate de sodium ', ' conservateur : nitrite de sodium', ' Elaboré à partir de porc origine UE']","['Non végétalien', 'Non végétarien']",?,189,791 kj(189 kcal),12,"3,9","0,5","0,5",20,"2,075","0,83",,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E326 - Lactate de potassium', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['Auchan'],,,,,,
1577,Ravioli au bœuf - Auchan - 300g,3596710429479,['Auchan'],"['FR 85.222.003 CE', 'Saint-Gilles-Croix-de-Vie (Vendée, France)']",['France'],"['eau', 'ravioli précuits 36% [pâte ', 'semoule de blé dur ', 'contient gluten', 'eau', 'oeufs', 'farce [préparation de viande de boeuf ', 'boeuf 5%', 'eau', 'fécule de pomme de terre', 'sel', 'couscous ', 'contient gluten', 'concentré de tomate', 'tomates', 'coulis de tomate', 'oignons', 'eau', 'sel', ""huile d'olive"", 'sucre', 'ail', 'thym', 'poivre]', 'eau', 'sel', 'huile de colza]', 'concentré de tomates 6%', 'tomates pelées concassées 3% ', 'tomates', 'jus de tomates', 'acidifiant: acide citrique', 'viande bovine cuite 2,3% [viande bovine ', 'équivalent viande crue mise en euvre :3,8%', 'sel]', 'carottes', 'courgettes', 'oignons', 'huile de colza sucre', 'sel', 'arômes', 'ail déshydraté', 'basilic', 'fécule de manioc', 'origan', 'persil', 'épaississants : gomme guar et gomme xanthane', 'poivre', 'colorant: extrait de paprika']","['Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,D,Ravioli au bœuf,300 g,"['Plastique', 'Etui', 'Carton', 'Barquette']","['Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Plats préparés à la viande', 'Pâtes farcies', 'Plats au bœuf', 'Pates farcies à la viande', 'Ravioli', 'Ravioli à la viande', 'Plats préparés à réchauffer au micro-ondes', 'Raviolis au bœuf']",['Produit en braille'],['France'],"['Œufs', 'Gluten']",4,,,,,,,,,,,,,,,,,,,,,,,92.9%,3.7%,1.3%,1.1%,0.6%,0.4%,19,"['E330 - Acide citrique', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E160c - Extrait de paprika']",['Auchan'],['Vendée'],,,,,
1578,Torsades à la Bolognaise - Auchan - 300g,3596710429486,['Auchan'],,['France'],"['torsades à la bolognaise ingrédients torsades précuites 40% ', 'eau', 'semoule de dur ', 'contient gluten', 'œufs', 'sel', 'huile de colza', 'eau', 'tomates pelées concassées ', 'tomates', 'jus de tomates', 'acidifiant : acide citrique', 'viande bovine cuite 9% ', 'viande bovine', 'sel', 'concentré de tomates 6%', 'oignons', 'carottes', 'huile de colza', ""huile d'olive vierge extra"", 'amidon modifié de maïs', 'sel', ""pulpe d'ail"", 'basilic', 'sucre', 'paprika', 'origan', 'épaississants : gomme xanthane et gomme guar', 'céleri déshydraté', 'poivre', 'romarin', 'thym']","['Non végétalien', 'Non végétarien']",?,107,448 kj(107 kcal),"3,1","0,8","13,1","1,8","5,7","0,8","0,32",,,300 g,"['Carton', 'Barquette', 'Plastique']","['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Plats préparés à réchauffer au micro-ondes']","['Viande-francaise', 'Viande-bovine-francaise']",,"['Céleri', 'Œufs', 'Gluten']",4,3.1 g,en quantité modérée,0.8 g,en faible quantité,1.8 g,en faible quantité,0.8 g,en quantité modérée,,-22%,-21%,-48%,-63%,+40%,-1%,-35%,-6%,-6%,-1,-144%,A,-144%,,,,,,,,"['E330 - Acide citrique', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E412 - Gomme de guar']",['Auchan'],,,,,,
1579,Allumettes Fumées Maxi format - Auchan - 20g,3596710430109,['Auchan'],"['EMB 29051', 'Ergué-Gabéric (Finistère, France)']",['France'],"['Viande de porc ', ' conservateurs : lactate de potassium', 'nitrite de sodium ', ' sel', 'arômes de fumée', 'arômes', 'dextrose', 'chlorure de potassium ', ' antioxydant : érythorbate ae sodium']","['Non végétalien', 'Non végétarien']",?,256,1071 kj(256 kcal),20,6,"0,9","0,8",18,"2,55","1,02",,,20 g,,,['Fabriqué en France'],,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E326 - Lactate de potassium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['Auchan'],,,,,,
1580,Yaourts Aromatisés - Auchan,3596710430581,['Auchan'],,['France'],[],[],?,81,339 kj(81 kcal),2,"1,28","12,48","12,48","3,12","0,1","0,04",B,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aromatisés']","['Nutriscore', 'Nutriscore B']",,,,2 g,en faible quantité,1.28 g,en faible quantité,12.5 g,en quantité modérée,0.1 g,en faible quantité,,-11%,-11%,-28%,-27%,+1%,+6%,-12%,-12%,-12%,3,-11%,C,-11%,58.5%,18.6%,8.7%,7.9%,5.0%,1.4%,92,,['Auchan'],,,,,,
1581,Olives Vertes farce citron - Auchan - 350g (150g égoutté),3596710431038,['Auchan'],,['France'],"['Eau', 'olives vertes 40,3 % ', 'origine Espagne', 'sel', 'pâte de citron 6 % ', 'eau', 'citron 1,1 %', 'gélifiant : alginate de sodium', 'arôme', 'exhausteur de goût : glutamate monosodique', 'acidifiants : acide citrique', 'acide lactique', 'antioxydant : acide ascorbique']",[],?,145,607 kj(145 kcal),15,3,"0,5","0,5",1,"3,8","1,52",A,,350 g (150 g égoutté),['Conserve'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives farcies', 'Olives vertes farcies', 'Olives vertes farcies au citron']",,['Espagne'],,4,15 g,en quantité modérée,3 g,en quantité modérée,0.5 g,en faible quantité,3.8 g,en quantité élevée,,-8%,-8%,+5%,+32%,-88%,+159%,+11%,+39%,+39%,13,+8%,D,+8%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,"['E401 - Alginate de sodium', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E270 - Acide lactique', 'E300 - Acide ascorbique']",['Auchan'],,,,,,
1582,Haricots verts coupés - Auchan - 200g (110g égoutté),3596710431250,['Auchan'],,['France'],"['Haricots verts coupés extra fins', 'eau', 'sel']",[],?,23,96 kj(23 kcal),"0,4","0,2","2,3","0,6","1,7","0,7","0,28",B,,200 g (110 g égoutté),['Conserve'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Haricots verts', 'Légumineuses en conserve', 'Haricots verts en conserve']",,,,3,0.4 g,en faible quantité,0.2 g,en faible quantité,0.6 g,en faible quantité,0.7 g,en quantité modérée,,-4%,-3%,+59%,+267%,-14%,-22%,+15%,+5%,+5%,-5,,A,,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,,['Auchan'],,,,,,
1583,Hot Pepper - Auchan,3596710432592,['Auchan'],,['France'],"['huile de de colza', 'eau', 'sucre', ""vinaigre d'alcool"", ""jaune d'oeuf"", 'amidon modifié de maïs', 'extrait de pomme', 'poivres 1,1%', 'sel', 'extrait de poivre 0,2%', 'arôme', 'épaississant : gomme guar et gomme xanthane', 'arôme naturel']","['Sans huile de palme', 'Non végétalien']",?,426,1782 kj(426 kcal),"41,5","3,4",12,"10,1","0,9","1,3","0,52",,,,,['Matières grasses'],,,['Œufs'],4,41.5 g,en quantité élevée,3.4 g,en quantité modérée,10.1 g,en quantité modérée,1.3 g,en quantité modérée,,-47%,-47%,-53%,-85%,+5257%,+6135%,+408%,+567%,+567%,12,+6%,D,+6%,,,,,,,,"['E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']",['Auchan'],,,,,,
1584,Poivre Gris Moulu - Auchan - 36g,3596710432950,['Auchan'],,['France'],['poivre moulu'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,B,,36 g,"['Verre', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Poivres', 'Poivres moulus', 'Poivres gris']","['Point Vert', 'Produit en braille', 'Triman']",,,1,,,,,,,,,,,,,,,,,,,,,,,41.9%,0.0%,34.8%,11.8%,11.5%,0.0%,94,,['Auchan'],,,,,,
1585,Ravioles au Chèvre - Auchan,3596710433681,['Auchan'],,['France'],[],[],?,255,1067 kj(255 kcal),"7,3","4,8","36,4","3,4","10,2","1,4","0,56",,,,,"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Ravioles']",['Produit en braille'],,,,7.3 g,en quantité modérée,4.8 g,en quantité modérée,3.4 g,en faible quantité,1.4 g,en quantité modérée,,+0%,-0%,-28%,-21%,+26%,+106%,-7%,+7%,+7%,13,+4%,D,+4%,,,,,,,,,['Auchan'],,,,,,
1586,Saucisse sèche Noisette - Auchan,3596710434275,['Auchan'],,['France'],[],[],?,438,1833 kj(438 kcal),33,11,"1,8","0,5",35,"4,6","1,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,Yaourt a boire abricot rik&rok - Auchan - 4x 180grs,3596710434596,['Auchan'],"['FR 62.853.030 CE', 'Vieil-Moutier (Pas-de-Calais, France)']",['France'],"['Lait écrémé', 'sucre 9%', 'crème ', 'contient lait', 'arôme naturel,protéines de lait', ' minéraux du lait', ' ferments lactiques contient lait ', ' Élaboré à partir de lait origine France']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,71,297 kj(71 kcal),"1,3","0,8",12,12,"2,7","0,1","0,04",,,4 x 180grs,['bouteilles plastiques'],"['Boissons', 'Boissons avec sucre ajouté']",,,['Lait'],4,1.3 g,en faible quantité,0.8 g,en quantité modérée,12 g,en quantité élevée,0.1 g,en faible quantité,,-16%,-20%,+247%,+382%,-39%,-34%,+401%,+167%,+167%,18,+51%,E,+51%,,,,,,,,,['Auchan'],,,,,,
1588,Pizza formaggi - Auchan - 380g,3596710434664,['Auchan'],,['France'],[],[],?,247,1033 kj(247 kcal),9,"4,5",29,"1,6",11,"1,1","0,44",,,380 g,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']","['Nutriscore', 'Nutriscore C']",,,,9 g,en quantité modérée,4.5 g,en quantité modérée,1.6 g,en faible quantité,1.1 g,en quantité modérée,,+8%,+8%,+8%,+15%,+8%,-46%,+7%,-12%,-12%,9,+16%,C,+16%,,,,,,,,,['Auchan'],,,,,,
1589,Huile d'olive de la vallée des Baux-de-Provence AOP vierge extra - Auchan - 500ml,3596710434909,"['Auchan', 'Mmm']",,['France'],"[""100% huile d'olive vierge extra AOP Vallée des Baux-de-Provence""]",[],?,900,3766 kj(900 kcal),100,15,0,0,0,0,0,B,Huile d'olive vierge extra,500 ml,"['Bouteille', 'Verre']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive de France"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra"", ""Huiles d'olive de la Vallée des Baux-de-Provence""]",['AOP'],"['France', 'Provence', 'Vallée des Baux-de-Provence']",,,100 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+3%,+3%,+3%,+3%,,,,,,6,0%,C,0%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,['Auchan'],['Marseille'],,,,,
1590,Coquillettes Jambon Fromage - Auchan - 280g,3596710435920,['Auchan'],,['France'],"['Coquillettes cuites 60', '5 % ', 'eau', 'semoule de blé dur ', 'contient gluten', 'huile de colza', 'sel', 'jambon cuit supérieur fumé 12,1 % ', 'jambon de porc ', 'origine UE', 'sel', 'dextrose', 'sucre', 'arômes naturels', 'antioxydant : érythorbate de sodium', 'conservateur : nitrite de sodium', 'eau', 'emmental râpé 7,1 % ', 'contient lait origine UE', 'crème fraiche 6,5 % ', 'contient lait origine France', 'arôme naturel ', 'contient lait', 'béchamel déshydratée ', 'lactosérum ', 'contient lait', 'amidon modifié de pomme de terre', 'farine de blé ', 'contient gluten', 'sel', 'épices ', 'poivre', 'muscade', 'huile de colza', 'arôme naturel de poivre']","['Non végétalien', 'Non végétarien']",?,158,661 kj(158 kcal),"7,4",3,"15,3",1,"6,9","0,53","0,212",,,280 g,"['Carton', 'Frais', 'Plastique']","['Plats préparés', 'Plats à base de pâtes', 'Réfrigérés', 'Plats préparés à réchauffer au micro-ondes', 'Plats préparés réfrigérés']",['Produit en braille'],"['France', 'Union européenne']","['Gluten', 'Lait']",4,7.4 g,en quantité modérée,3 g,en quantité modérée,1 g,en faible quantité,0.53 g,en quantité modérée,,-13%,-12%,-19%,+6%,+3%,-54%,-8%,-49%,-49%,0,-100%,B,-100%,,,,,,,,"['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés']",['Auchan'],,,,,,
1591,Cheese Burger - Auchan,3596710437016,['Auchan'],,['France'],"['Pain spécial 37', '3% ', 'farine de blé ', 'contient gluten', 'eau', 'dextrose de blé ', 'contient gluten', 'levure', 'graines de sésame', 'huile de colza', 'sel', 'farine de fèves ', "" émulsifiants: mono et diglycérides d'acides gras"", 'stéaroyl - 2 - lactylate de sodium', ' antioxydant: acide ascorbique', 'préparation à base de viande bovine hâchée cuite 33,3% ', 'viande bovine origine France 33%', 'sel', 'arômes', 'fromage fondu ', 'contient lait origine UE', ' 13,3% fromages', 'eau', 'beurre', 'protéines de lait', 'amidon modifié de mais', 'lactosérum', 'sels de fonte: citrates de sodium', 'gélifiant: carraghénanes]', 'sauce 13,1% leau ', 'tomato ketchup ', 'concentré de tomate', 'sirop de glucose - fructose', ""vinaigre d'alcool"", 'sucre', 'amidon modifie de mais', 'sel', 'acidifiant: acide lactique', ' épices', 'huile de colza', 'moutarde ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'épices', 'arômes', 'conservateur: sulfite acide de sodium', 'cornichons ', 'cornichons', ""vinaigre d'alcool"", 'sel', 'sucre', 'amidon modifié de mais', ""vinaigre d'alcool"", 'concentré de tomates', 'oignons déshydratés', 'sel', 'conservateur: sorbate de potassium ', ' arôme naturel', 'colorant : extrait de paprika]', 'cornichons 2,7% ', 'cornichons', 'eau', ""vinaigre d'alcool"", 'sel', 'conservateur : disulfite de potassium', 'affermissant: chlorure de calcium', 'piment doux', ' Pourcentages exprimés sur le total de la recette', "" Traces éventuelles d'ceuf"", 'poisson', 'soja et fruits à coque']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,253,1059 kj(253 kcal),12,"5,1",22,"4,2",14,"0,97","0,388",E,,,,"['Sandwichs', 'Cheeseburgers']",,,"['Gluten', 'Lait', 'Moutarde', 'Graines de sésame']",4,12 g,en quantité modérée,5.1 g,en quantité élevée,4.2 g,en faible quantité,0.97 g,en quantité modérée,,-3%,-3%,-3%,-3%,-6%,-3%,+5%,-26%,-26%,11,-13%,D,-13%,92.4%,3.5%,1.0%,0.9%,0.5%,1.8%,15,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E300 - Acide ascorbique', 'E14XX - Amidons modifiés', 'E331 - Citrates de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E270 - Acide lactique', 'E222 - Bisulfite de sodium', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160c - Extrait de paprika', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition']",['Auchan'],,,,,,
1592,Taboulé oriantal Bio - Auchan - 200g,3596710437085,['Auchan'],,['France'],[],[],?,195,816 kj(195 kcal),"8,7","0,9","23,8","2,8","4,2","0,76","0,304",B,,200 g,,"['Plats préparés', 'Plats à base de semoule', 'Taboulés', 'Taboulés orientaux']","['Bio', 'Agriculture UE/Non UE', 'Produit en braille']",,,,8.7 g,en quantité modérée,0.9 g,en faible quantité,2.8 g,en faible quantité,0.76 g,en quantité modérée,,+10%,+10%,+28%,+27%,+1%,-31%,-2%,-20%,-20%,3,+12%,C,+12%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,,['Auchan'],,,,,,
1593,Capellini - Auchan,3596710437153,['Auchan'],,['France'],[],[],?,352,1473 kj(352 kcal),"1,2","0,3",72,3,12,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,
1594,Torti - Auchan - 500g,3596710437443,['Auchan'],,['France'],"['Semoule de blé dur de qualité supérieure ', 'contient gluten']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1492,?,1492 kj(357 kcal),"1,2","0,3",72,3,12,"0,02","0,008",C,Pâtes alimentaires de qualité supérieure,500 g,"['Sachet', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Torti']",,,['Gluten'],1,1.2 g,en faible quantité,0.3 g,en faible quantité,3 g,en faible quantité,0.02 g,en faible quantité,-2%,,-1%,-31%,-10%,+1%,-14%,-1%,-6%,-6%,-4,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,['Auchan'],,,,,,
1595,Compote Pomme Banane - Auchan,3596710438068,['Auchan'],,['France'],"['Purée de pommes 75,8%', 'purée de bananes 20%', 'sucre', 'antioxydant : acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,72,301 kj(72 kcal),"0,1",0,"16,6","15,4","0,4",,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E300 - Acide ascorbique'],['Auchan'],,,,,,
1596,Mozzarella - Auchan - 500g,3596710438372,['Auchan'],,['France'],[],[],935,225,935 kj(225 kcal),17,12,1,1,17,"0,55","0,22",D,,500 g,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Mozzarella']",['Fabriqué en Italie'],,,,17 g,en quantité modérée,12 g,en quantité élevée,1 g,en faible quantité,0.55 g,en quantité modérée,-12%,-13%,-13%,-18%,-14%,-3%,+33%,+1%,-18%,-18%,9,-12%,C,-12%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,['Auchan'],,,,,,
