,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,labels,packaging,categories,ingredients_origins,manufacturing,traceability_code,additives,eco_score,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,generic_name,link,palm_ingredients,brand_owner
0,20G MELANG MOULES MARIN DUCROS,3166291748520,['Ducros'],['France'],[],[],?,306,1280 kj(306 kcal),"2,1","0,4","47,7","23,3","11,7","0,64","0,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,200g,4211561762122,,['France'],[],[],?,?,,?,,?,,?,,,200 g,['Sans lactose'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4841317000897,4841317000897,,['France'],"['Ingrediente Faina de griu c/s', 'faina de porumb', 'faina de ovaz', 'margarina vegetala', 'zahar fos', 'amoniu', 'soda de mincare']",[],?,458,1916 kj(458 kcal),"18,6",,71,,"10,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Foie gras - Larnaudie - 280g,3113010141476,['Larnaudie'],['France'],[],[],?,?,,?,,?,,?,,,280g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2487998016929,2487998016929,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,saucisson  supérieur ail ancien - brient - 350gr,2141652006502,['Brient'],['France'],"[""Saucisson Cuit Supérieur à lAil à l'Ancienn Fumé Label Rouge ents: épaule de porc"", 'gorge de porc', 'eau', ""blanc d'0EUF pasteurisé"", 's saccharose', 'épices', 'onservateu', ' E250', 'ano oyda ', 'oyau gie: 109umage au bois de hêtre', ' laleurs nutritonnelles en g pour 10 de porc']","['Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,350 gr,"['Viande Française', 'Viande Porcine Française', 'Label Rouge']",['unité'],['Charcuteri'],['France'],['France'],"['FR 35.196.001 CE', 'Mordelles (Ille-et-Vilaine, France)']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Cookie thins - Griesson - 125g,4001518112236,['Griesson'],['France'],"['Sucre', ""flocons d'avoine "", '24,5%', 'farine de blé', 'graisses végétales ', 'tournesol', 'palme en proportion variable', 'sel de cuisine', 'poudres à lever ', ""carbonate acide de sodium carbonate acide d'ammonium"", 'lactosérum en poudre']","['Huile de palme', 'Non végétalien']",?,494,2067 kj(494 kcal),22,"9,7",67,37,"5,5","0,15","0,06",125 g,,['Sachet'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs', 'Cookie thins']",,,,['E500ii - Carbonate acide de sodium'],D,['Gluten'],4,22 g,en quantité élevée,9.7 g,en quantité élevée,37 g,en quantité élevée,0.15 g,en faible quantité,,+10%,+10%,+35%,+58%,+0%,+17%,-25%,-68%,-68%,20,+18%,E,+18%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,
7,nouilles de blé instantanées asiatiques - tien  shan - 85g,01576414,['tien  shan'],['France'],"['Nouilles ', '79g', ': farine huile de riz', 'amidon de tapioca', 'sel', 'blé de farine de eur de blé 64%', 'carboxyméthylcellulose de sodium', 'régulat muon polyphosphates', ""poudre a lever: carbonate acidtr d'acidnt e de sel"", 'sucre', 'poudre de curry 1,14%', 'poudre de sauce oas exhausteur de goût glutamate mo glucose', 'poudre de Assaisonnement saveur curry ', '6g', ': s e de ', 'Siro ile de riz monosodique', 'sir de chili', 'oignons déshyd maltodextrine', 'curcuma en poudre', 'cumin en poue de de sodium', 'exhausteurs de gout: inosinate dideinate oignon en poudre', 'émusitiant: mono - et diglycérides draelulm', 'gras', 'stablisant: polyphosphates', 'arôme', 'cannelle en oudes']",['Sans huile de palme'],?,?,,?,,?,,?,,,85 g,['en:palm-oil-free'],['Sachet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,['Thaïlande'],,"['E466 - Carboxyméthylcellulose', 'E502 - Carbonates', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition']",,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Monoprix'],,,,
8,les cafés éphémères - malongo - 12doses,3187571101996,['Malongo'],['France'],[],[],?,?,,?,,?,,?,,,12 doses,['Entreprises engagées'],['carton et capsule'],['Café expresso malongo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Boisson aromatisée very rosé framboise 10°,3211209269816,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"L’Ancelle - Coopérative laitière de Moutiers - 0,442kg",2309634004421,['Coopérative laitière de Moutiers'],['France'],[],[],?,?,,?,,?,,?,,,"0,442 kg",['Fabriqué en France'],,,,,"['FR 74.104.001 CE', 'Doussard (Haute-Savoie, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Filets de poulet blanc fermier - Saint charmin - 2filets,2860486035884,['Saint charmin'],['France'],[],[],?,?,,?,,?,,?,,,2 filets,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,
12,Beaufort - Les Délices de Belle France - 224g,2225666031498,"['Les Délices de Belle France', 'Belle France']","['Belgique', 'France']","['Lait cru de vache', 'sel', 'ferments', ' présure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1630,390,1630 kj(390 kcal),32,20,1,0,27,1,"0,4",224 g,['AOP'],,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Beaufort']",['Francaise'],"[""fabrication Canton d'Aimé"", 'Savoie']","['FR 63.113.081 CE', 'Clermont-Ferrand (Puy-de-Dôme, France)']",,D,,3,32 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1 g,en quantité modérée,-2%,-3%,-3%,-0%,-3%,+9%,-100%,+2%,-12%,-12%,13,-6%,D,-6%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Colruyt'],"Fromage au lait cru entier de vache, à pâte pressée cuite",,,
13,Sriracha Hot Chili Sauce - Huy Fong,0024463063099,['Huy Fong'],['France'],"['Piment', 'Sucre', 'Sel', 'Ail', 'Vinaigre distillé', 'Sorbate De Potassium et Bisulfite De Sodium comme agents de coservation', 'et Gomme De Xanthane']",[],?,100,418 kj(100 kcal),0,0,20,20,0,"1,6","0,64",,,,"['Epicerie', 'Sauces', 'Sauces chili', 'en:Sriracha']",,,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,3,0 g,en faible quantité,0 g,en faible quantité,20 g,en quantité élevée,1.6 g,en quantité élevée,,+16%,+18%,-100%,-100%,+38%,+94%,-100%,-59%,-59%,12,+14%,D,+14%,,,,,,,,,,,,
14,Thé - Tuocha - 100G,6901588030400,['Tuocha'],['France'],[],[],?,?,,?,,?,,?,,,100 G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Sel a la clementine corse,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Multifruit,2123334008264,,['France'],[],[],?,0,0 kj(0 kcal),0,0,"10,4","9,9",0,0,0,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Asperges blanches -,3760074031016,,['France'],[],[],?,11,46 kj(11 kcal),"0,05","0,05","2,01","1,35","1,13","0,69","0,276",,['Bio'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges', 'Asperges', 'Asperges blanches']",,,,,C,,,0.05 g,en faible quantité,0.05 g,en faible quantité,1.35 g,en faible quantité,0.69 g,en quantité modérée,,-42%,-40%,-80%,+50%,+3%,+15%,-23%,-13%,-13%,-2,,A,,63.9%,17.1%,7.8%,4.4%,4.6%,2.3%,58,,,,,
18,Apple Juice,7310865081650,,['France'],[],[],?,43,180 kj(43 kcal),0,0,10,"9,7","0,5",0,0,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",,,,,C,,,0 g,en faible quantité,0 g,en faible quantité,9.7 g,en quantité élevée,0 g,en faible quantité,,-7%,-6%,-100%,-100%,-8%,-6%,+135%,-100%,-100%,3,-27%,C,-27%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,
19,Sirop de bourgeons d sapin - Reitzer - 1,,['Reitzer'],['France'],[],[],?,?,,?,,?,,?,,,1,"['Bio', 'Bio européen', 'FR-BIO-01', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Baie de goji,3760063329858,,['France'],[],[],?,253,1059 kj(253 kcal),"3,7",0,"43,2",0,"11,7","0,41","0,164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Basket,2010042050015,,['France'],[],[],?,354,1481 kj(354 kcal),"36,7",22,"42,8",41,"10,3","0,002","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Château junayme - fronsac - Vin de Bordeaux - 75cl,3760099502362,['Vin de Bordeaux'],['France'],[],[],?,?,,?,,?,,?,,,75 cl,,"['Bouteille', 'Verre']","['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Healthspan The Nutricious Bar Cranberry - 75g,5056169108649,,['France'],[],[],?,?,,?,,?,,?,,,75 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Banania Mania Athletic 4.0,8718868966667,,['France'],[],[],?,402,1682 kj(402 kcal),11,"3,4","41,3","4,5","31,6","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,3760268910806,3760268910806,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Miel de tilleul - Miellerie des Sanirères - 1Kg,3770008250031,['Miellerie des Sanirères'],['France'],[],[],?,?,,?,,?,,?,,,1 Kg,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de tilleul']",,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,
27,Healthspan HiLo Bar Dark Chocolate - 60g,5056169108755,,['France'],[],[],?,?,,?,,?,,?,,,60 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Healthspan HiLo Bar Milk Chocolate - 60g,5056169108762,,['France'],[],[],?,?,,?,,?,,?,,,60 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Chips,7723426724611,,['France'],[],[],?,1,4 kj(1 kcal),26,"2,5",57,"2,7","6,4","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,petits pois bio,08759326,,['France'],[],[],?,?,,?,,?,,?,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'NL-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Coca Cola Zero,5000112625295,['Coca-Cola'],['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,"0,02","0,008",,,,"['Boissons', 'Boissons gazeuses', 'Boissons édulcorées', 'Sodas', 'Boissons light', 'Sodas au cola', 'Sodas light', 'Sodas au cola light']",,,,,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.02 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,+29%,+29%,0,-100%,B,-100%,,,,,,,,,,,,
32,Quinoa tri color,5901549275834,,['France'],[],[],?,388,1623 kj(388 kcal),"5,8",1,"66,6","1,8","13,6","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Chorizo extra LE CATALAN,8437000888918,,['France'],[],[],?,433,1812 kj(433 kcal),"35,14","12,91","5,55","0,6","23,63","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Healthspan The Nutricious Bar Apricot - 75g,5056169108632,,['France'],[],[],?,?,,?,,?,,?,,,75 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,lavender lavanda - soave bouquet - 125g,8000793007479,['soave bouquet'],['France'],[],[],?,?,,?,,?,,?,,,125g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Mais pop corn - So fresh,3700662370035,['So fresh'],['France'],[],[],?,?,,?,,?,,?,,,,,,['Maïs pour pop corn'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,7622210453259,7622210453259,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Moutarde fine à la violette - Le jardin d’elen - 200g,3760043781928,['Le jardin d’elen'],['France'],[],[],?,?,,?,,?,,?,,,200g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"0,298kg",0219966024344,,['France'],[],[],?,?,,?,,?,,?,,,"0,298 kg",,,,,,"['FR 89.069.001 CE', 'Chailley (Yonne, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Gouda au cumain,0230035018248,,['France'],[],[],?,377,1577 kj(377 kcal),31,21,0,0,24,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Agua de coco,20075378,,['France'],[],[],?,39,163 kj(39 kcal),"0,3",0,"0,3","0,3","8,5","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"Filet de poulet preparé en salaison, surgelé - Scala - 1kg",3760063844511,['Scala'],['France'],[],[],?,?,,?,,?,,?,,,1kg,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,
43,Naming,8424058013065,,['France'],[],[],?,269,1125 kj(269 kcal),"11,5","6,5","32,4","5,5","8,9","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Purée de fruits,3276188015724,,['France'],[],[],?,?,,?,,?,,?,,,,"['Fabriqué en France', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Fleur de sel de Guérande - Le Guérandais - 150g,3445850020209,['Le Guérandais'],['France'],['Sel'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,3,,"0,226",,"0,533",,"0,199",,,150g,"['Sans additifs', 'en:produced-in-bretagne']","['Boite carton', 'Couvercle plastique']","['Epicerie', 'Condiments', 'Sels', 'Sels marins', 'Sels non raffinés', 'Fleurs de sel']","['France', 'Bretagne']",['44 Guérande'],"['EMB 44069B', 'Guérande (Loire-Atlantique, France)', 'EMB 40498']",,A,,2,,,,,,,,,,,,,,,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,['Leclerc'],,https://www.leguerandais.fr/,,
46,Beansprouts - Marks and spencer - 300g,00265263,['Marks and spencer'],['France'],[],[],?,?,,?,,?,,?,,,300g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Marks & Spencer'],,,,
47,Jambon sec superieur de l'adour -,2692779097411,,['France'],[],[],?,222,929 kj(222 kcal),12,"4,4","0,5","0,5","28,4","3,88","1,552",,['Qualité supérieure'],,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs', 'en:raw-cured-ham']",,,,,E,,,12 g,en quantité modérée,4.4 g,en quantité modérée,0.5 g,en faible quantité,3.88 g,en quantité élevée,,-8%,-7%,-11%,-15%,-23%,+15%,-1%,-21%,-21%,16,-6%,D,-6%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,
48,Dattes (Tunisie) - SOLTANA - 1Kg,6191506000985,['SOLTANA'],['France'],[],[],?,?,,?,,?,,?,,,1Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Ananas tranche,0204910006897,,['France'],[],[],?,54,226 kj(54 kcal),0,0,11,10,"0,5",0,0,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Ananas']",,,,,B,,,0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité modérée,0 g,en faible quantité,,-44%,-42%,-100%,-100%,-44%,-42%,+21%,-100%,-100%,-3,,A,,37.7%,0.0%,0.0%,33.4%,15.9%,13.1%,95,,,,,
50,4005556218059,4005556218059,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Loucoum,4850001391210,,['France'],[],[],?,321,1343 kj(321 kcal),"0,1",0,"83,6",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Farine de riz gluant - Aroy-D - 400g,0016229910648,['Aroy-D'],['France'],[],[],?,?,,?,,?,,?,,,400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Méli Melon - la fraîcherie - 350g,2244447031038,['la fraîcherie'],['France'],"['Roquette', 'concombre', 'figue', 'tomate', 'cerise', 'raisin', 'pomme', 'féta ', 'lait', ""huile d'olive"", 'moutarde ', 'eau', 'graines de moutarde', 'vinaigre', 'sel', 'disulfite de potassium', 'acide citrique', 'jus de citron', 'sel']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,86,360 kj(86 kcal),"1,62","0,46","9,98","2,39","5,26","0,33","0,132",350g,,,,,,,"['E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",,"['Lait', 'Moutarde']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,
54,Gouda au cumin,2441853016400,,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas', 'Goudas au cumin']",,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,
55,Eau,3119070444342,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,"['Boissons', 'Eaux']",,,,,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,,,,,,,,,,,
56,Confiture de lait au beurre salé - fr:Confiture de lait,3760025640663,['Confiture de lait'],['France'],[],[],?,1376,5757 kj(1376 kcal),11,7,51,50,7,0,0,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Confitures de lait']",,,"['EMB 02789', 'Vervins (Aisne, France)']",,B,,,11 g,en quantité modérée,7 g,en quantité élevée,50 g,en quantité élevée,0 g,en faible quantité,,+363%,+364%,+99%,+116%,-7%,-2%,+8%,-100%,-100%,26,+57%,E,+57%,46.2%,16.3%,23.6%,9.1%,3.8%,1.0%,85,,,,,
57,Noix de coco cubes - 1kg,3662310729803,,['France'],[],[],?,?,,?,,?,,?,,,1 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Sauce tomate bio à la catalane - Domaine du Matès - 200g,3335880028224,['Domaine du Matès'],['France'],[],[],?,?,,?,,?,,?,,,200 g,"['Bio', 'Bio européen', 'FR-BIO-01', 'Fabriqué en France']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Pavé de saumon atlantique mariné - Côté halle,2869709055692,['Côté halle'],['France'],[],[],?,?,,?,,?,,?,,,,,,"['Produits de la mer', 'Poissons', 'Saumons', 'Pavés de saumon']",,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,,,,,
60,Haricots lingots - Les bories - 485g,3416952717236,['Les bories'],['France'],[],[],?,?,,?,,?,,?,,,485 g,,['Bocal verre 780 g'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Plats préparés', 'Légumes secs', 'Haricots']",['Cuisiné de pays'],['CCA La Lègue  24360 Piègut'],['EMB 243288HGC 780 G'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""L'arbre à Pain Aurillac""]",,,,
61,"Bonbons ""violette""",3760148530353,,['France'],[],[],?,394,1648 kj(394 kcal),0,0,99,98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Muffins,8436008304536,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,3334484000001,3334484000001,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Nescafé,5011546487496,['Nescafé'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Les petites récoltes - Nicolas - Bouteille 75cl,3211200056637,['Nicolas'],['France'],[],[],?,?,,?,,?,,?,,,Bouteille 75 cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Soursop,9556007001898,,['France'],[],[],?,41,172 kj(41 kcal),0,0,10,10,0,"0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"shaker vanille fraise - E.LECLERC - 0,160kg",0250474013055,['E.LECLERC'],['France'],[],[],?,?,,?,,?,,?,,,"0,160 kg",,['coupe plastique'],['Desserts'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leclerc'],,,,
68,Sirop de Grenadine,3223171016060,,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de grenadine']",,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,
69,Strawberry Granola Yoghurt,5390053003161,,['France'],[],[],?,141,590 kj(141 kcal),4,2,23,22,4,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,8 macarons sant valentin - Saint Valentin,3760197636228,['Saint Valentin'],['France'],[],[],?,?,,?,,?,,?,,,8 macarons,,,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,,,,
71,Pain -,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3300943730017,3300943730017,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Rucola - naturel,8710624691127,,['France'],[],[],?,23,96 kj(23 kcal),"0,5","0,1","0,1",0,"3,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Moutarde Miel oignons,3760087486438,,['France'],[],[],?,230,962 kj(230 kcal),14,1,"16,67","10,93","9,22","3,6","1,44",,,,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,,,,B,,,14 g,en quantité modérée,1 g,en faible quantité,10.9 g,en quantité modérée,3.6 g,en quantité élevée,,+35%,+35%,+30%,+22%,+142%,+183%,+40%,-24%,-24%,14,+21%,D,+21%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,
75,colin l'Alaska - Findus - 20panés,2915602528581,['Findus'],['France'],"[""Colin d'Alaska 63,2%"", 'panure 36,8% ', 'farine de blé 16%', 'eau', 'huile de colza 6%', 'amidons [blé', 'pomme de terre]', 'amidon modifié', 'levure', 'sel', 'épices', ' Traces éventuelles de lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,20 panés,"['Sans colorants', 'en:palm-oil-free']",,"['Produits de la mer', 'Poissons']",,,,['E14XX - Amidons modifiés'],,"['Poisson', 'Gluten']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3701147600067,3701147600067,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Filets jaunes - Loué - 2filets,0217230045262,['Loué'],['France'],[],[],?,?,,?,,?,,?,,,2 filets,,,,,,"['FR 72.168.001 CE', 'Loué (Sarthe, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Gouda Holland au cumin IGP - Le fromager des halles,2488622021388,['Le fromager des halles'],['France'],[],[],?,376,1573 kj(376 kcal),"30,8","21,4",0,0,"23,8","1,7","0,68",,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas', 'Goudas au cumin']",,,"['FR 69.273.010 CE', 'Corbas (Rhône, France)']",,D,,,30.8 g,en quantité élevée,21.4 g,en quantité élevée,0 g,en faible quantité,1.7 g,en quantité élevée,,+1%,+1%,0%,+2%,-100%,-100%,+0%,-7%,-7%,16,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,
