,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,labels,packaging,categories,ingredients_origins,manufacturing,traceability_code,additives,eco_score,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,generic_name,link,palm_ingredients,brand_owner
1051,Pâté au poivre vert -  - 174g,2496566013383,,['France'],[],[],?,?,,?,,?,,?,,,174g,,,,,,"['FR 29.125.020 CE', 'Leuhan (Finistère, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,Flammkuchen Mit Speck,22137395,,['France'],[],[],?,237,992 kj(237 kcal),10,"4,5",29,"3,5","7,1","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,Lentilles corail curcuma taostinette bio,3770002924174,,['France'],[],[],?,190,795 kj(190 kcal),13,13,15,15,7,1,"0,4",,"['Bio', 'Bio européen', 'Sans gluten', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,Comté,2619022008833,,['France'],[],[],?,418,1749 kj(418 kcal),35,23,"0,5","0,5",27,"0,86","0,344",,['AOP'],,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,,,D,,,35 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en faible quantité,0.86 g,en quantité modérée,,+5%,+6%,+7%,+6%,+8%,+80%,+7%,-12%,-12%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,
1055,1,0200107004127,,['France'],['lait de vache'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,,,1,,,,,,,,,['Lait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,Filets de poulet - Volaille française - 2,0219965030902,['Volaille française'],['France'],[],[],?,?,,?,,?,,?,,,2,"['Viande Française', 'Volaille-francaise']","['Barquette', 'Plastique', 'Frais']","['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['France'],,"['FR 89.069.001 CE', 'Chailley (Yonne, France)']",,C,,,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,
1057,p'tite danette - danone - 420gr,7281301694348,['Danone'],['France'],[],[],?,?,,?,,?,,?,,,420gr,,['Plastique'],['Produit frais'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['hyperU'],,,,
1058,Coquillette au jambon - E.Leclerc - 720g,0208463025527,['E.Leclerc'],['France'],[],[],?,?,,?,,?,,?,,,720g,['Fait Maison'],['Barquette plastique'],"['Plats préparés', 'Salades', 'Salades composées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,23310698,23310698,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,Halawa Tahinia Light,6194036801596,,['France'],[],[],?,500,2092 kj(500 kcal),0,0,0,0,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,Champions In Zigeunersauce,8710609413393,,['France'],[],[],?,56,234 kj(56 kcal),"0,8","0,1","9,9","8,6","1,6","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,Peperoni,8718247441457,,['France'],[],[],?,60,251 kj(60 kcal),"0,2","0,2","4,4","2,2","0,7","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,beurre président - 200g,18122512,['président'],['France'],[],[],?,?,,?,,?,,?,,,200 g,,['Frais'],"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres doux']",,['France'],"['FR 50.256.001 CE', 'Isigny-le-Buat (Manche, France)']",,E,,,,,,,,,,,,,,,,,,,,,,,,,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,,
1064,Raisin -,3700393406287,,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Raisins', 'Raisins frais']",,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,68.7%,0.0%,0.0%,15.2%,12.1%,4.0%,97,,,,,
1065,Betteraves rouges entierrs - Bio Village,3564707976985,"['Bio Village', 'Marque Repère']",['France'],[],[],?,?,,?,,?,,?,,,,['Bio'],"['Plastique', 'Sous vide']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Betteraves']",,,"['EMB 76400', 'Luneray (Seine-Maritime, France)', 'EMB 76401', 'Mailleraye-sur-Seine (Seine-Maritime, France)']",,B,,,,,,,,,,,,,,,,,,,,,,,,,65.8%,0.0%,0.0%,19.7%,13.6%,0.9%,99,['Leclerc'],,,,
1066,0200699012661,0200699012661,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,Olives Kalamata ail & Basilic,5201310004916,,['France'],[],[],?,229,958 kj(229 kcal),"24,1","3,1",0,0,"1,4","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,Escalopes de dinde - Monoprix,2201258047238,['Monoprix'],['France'],[],[],?,114,477 kj(114 kcal),2,"0,7",1,0,25,"0,1","0,04",,,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,D,,,2 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,,-6%,-5%,+52%,+74%,-67%,-100%,+9%,-82%,-82%,-4,,A,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,['Monoprix'],,,,
1069,Pates a la ferme,2804201010008,,['France'],[],[],?,?,,?,,?,,?,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,Dos de cabillaud - Auchan - 276gr,2812714030765,['Auchan'],['France'],[],[],?,?,,?,,?,,?,,,276 gr,,,"['Produits de la mer', 'Poissons', 'Morues', 'Dos de cabillaud']",,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,['Auchan'],,,,
1071,Morbier au lait cru -  - 197g,0278543019425,,['France'],[],[],?,?,,?,,?,,?,,,197 g,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Morbiers']",,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,
1072,Frischbach Schlanfenbrot -,7611036518365,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Chaokoh Coconut Milk,8850367100071,['Chaokoh'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,Sirop,3760197503216,,['France'],[],[],?,244,1021 kj(244 kcal),"0,05",0,"60,5","57,5","0,2","0,01","0,004",,['Fabriqué en France'],,['Sirops'],,,,,,,,0.05 g,en faible quantité,0 g,en faible quantité,57.5 g,en quantité élevée,0.01 g,en faible quantité,,-5%,-7%,-52%,-100%,-7%,-6%,+103%,-73%,-73%,13,+6%,D,+6%,,,,,,,,,,,,
1075,Krill essentiel,3661366198779,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,Quiche lorraine - Marie - 400g,3240782040444,['Marie'],['France'],"['Garniture 65,5%  eau', 'œufs 10,8%', 'lardons cuits fumés 6,3% ', 'poitrine de porc', 'eau', 'sirop de glucose', 'sel', 'arômes naturels', 'bouillon de légumes', 'ferments', ' crème fraîche 6,2%', 'jambon supérieur fumé 5,3% ', 'jambon de porc', 'eau', 'sel', 'sirop de glucose', 'arômes naturels', 'bouillon de légumes', 'ferments', 'emmental 4,2%', 'fromage blanc', 'amidon de mais', 'lait écrémé en poudre', ""extraits d'épices"", 'sel', ' Pâte feuilletée 34,5% ', ' farine de blé 15%', 'eau', 'margarine végétale ', 'huile de palme et de colza', 'eau', 'sel', 'émulsifiant : E 471', "" correcteur d'acidité : acide citrique"", 'sel', '  Cette recette contient les allergènes : blé', 'lait', 'œuf']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,462,1933 kj(462 kcal),26,14,40,4,16,"1,6","0,64",400 g,,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Quiches', 'Quiches lorraines']",['Porc origine France'],['France'],,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique']",D,"['Œufs', 'Gluten', 'Lait']",4,26 g,en quantité élevée,14 g,en quantité élevée,4 g,en faible quantité,1.6 g,en quantité élevée,,+75%,+76%,+60%,+61%,+107%,+73%,+72%,+54%,+54%,22,+55%,E,+55%,75.2%,13.0%,2.5%,2.6%,1.4%,5.3%,45,,,,['Huile de palme'],
1077,3132593001281,3132593001281,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,Gingembre bio - Prodiva - 200gr,3700530909985,['Prodiva'],['France'],[],[],?,?,,?,,?,,?,,,200gr,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-09']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,Das Backstarke - Gloria - 1000g,4000475701026,['Gloria'],"['France', 'Allemagne']",['Weizenmehl'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,1000 g,,['Papier'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé', 'en:White wheat flours']",,,,,A,['Gluten'],1,,,,,,,,,,,,,,,,,,,,,,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,Weizenmehl Type 550,,,
1080,"Mimolette - Label rouge - 0,360kg",0203927035883,['Label rouge'],['France'],[],[],?,?,,?,,?,,?,,,"0,360kg",['Label Rouge'],,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Fromages-du-nord-pas-de-calais']",,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,
1081,Saucisson sec -,2678270045267,,['France'],[],[],?,409,1711 kj(409 kcal),32,12,1,1,30,"4,9","1,96",,,,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",,,,,D,,,32 g,en quantité élevée,12 g,en quantité élevée,1 g,en faible quantité,4.9 g,en quantité élevée,,+1%,+1%,+1%,-2%,-55%,-27%,+9%,+5%,+5%,25,+4%,E,+4%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,
1082,Starmix - Haribo,8691216022522,['Haribo'],['France'],[],[],?,355,1485 kj(355 kcal),"0,1","0,1",83,"52,7","5,7","0,02","0,008",,['Halal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,pavé bio 500g - leclerc bio villzge,0202881011155,['leclerc bio villzge'],['France'],"['farine de BLE biologique Type 80 produit issu de agriculture biologique', ' levure', 'eau', 'sel de camargue non traité', "" ISSU DE L' AGRICULTURE BIOLOGIQUE* CERTIFIE PAR FR-BI0-01"", ' Contient: GLUTEN']",[],?,?,,?,,?,,?,,,500g,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leclerc'],,,,
1084,Dinde fermière élevée en pleine air,0217714022437,,['France'],[],[],?,?,,?,,?,,?,,,,['Label Rouge'],,,,,"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,2 filets de poulet rôtis - Maître Coq,0215779031227,['Maître Coq'],['France'],[],[],?,148,619 kj(148 kcal),"5,8","1,4",0,0,24,"1,4","0,56",,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet', 'Filets de poulet rotis']",,,,,D,,,5.8 g,en quantité modérée,1.4 g,en faible quantité,0 g,en faible quantité,1.4 g,en quantité modérée,,+2%,+2%,+8%,+3%,-100%,-100%,+2%,+4%,+4%,3,+17%,C,+17%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,
1086,Entrecote Bio/1 Viande Bovine - Paysans Bio d'Auvergne - 330g,2203014069270,"[""Paysans Bio d'Auvergne""]",['France'],['viande bovine'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,330g,"['Bio', 'Bio européen', 'FR-BIO-10', 'AB Agriculture Biologique']",,"['Viandes', 'Bœuf', 'Entrecôte de boeuf']",,,,,E,,1,,,,,,,,,,,,,,,,,,,,,,,97.6%,0.4%,0.8%,0.7%,0.4%,0.3%,3,,,,,
1087,bouillon de légumes en granules - bionaturae - 125g,8034063243212,['Bionaturae'],['France'],"['Sel marin naturel', 'extrait de levure', ""fari fiz'"", 'amidon de mais', 'légumes déshydratés en variable""8% ', 'oignon""', 'celeri""', 'carotte""', 'persil', ""alay huile d'olive extra vierge"", '2%', 'miso"" ', 'soja""', 'riz""', 'il marjolaine sel', ""koij,épices su de 'Agriculture Biologique"", "" Conseils dutilisation: dissoudre 2 à 3 cuillérées à café lés dans 1/2 litre d'eau frémissante"", ' ioudre 233 de granulés 8034063 243212 125g e']",[],?,?,,?,,?,,?,,,125g,['Bio'],['Bocal'],,,['Italie'],['IT-BIO-014'],,,"['Céleri', 'Soja']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,0213050049077,0213050049077,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,Batonnets gressins au sésame - La rythmo!,8472345264386,['La rythmo!'],['France'],[],[],?,406,1699 kj(406 kcal),"18,8","1,9","4,6","0,16","40,9","0,8","0,32",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",,,,,B,,,18.8 g,en quantité modérée,1.9 g,en quantité modérée,0.16 g,en faible quantité,0.8 g,en quantité modérée,,-4%,-3%,+74%,-16%,-93%,-94%,+259%,-58%,-58%,4,-69%,C,-69%,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,
1090,Mortadelle pistachee,3517738127116,,['France'],[],[],?,115,481 kj(115 kcal),"3,4","1,3","0,6","0,5",15,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,Pain Campagnon sesame Bio - La boulangeoise - 500g,2963216000005,['La boulangeoise'],['France'],['farine de blé t80 Demetergraines de sésamelevaineausel'],[],?,?,,?,,?,,?,,,500g,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,Foyaten gourmet,2999901000296,,['France'],[],[],?,586,2452 kj(586 kcal),42,15,39,36,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,Pétillant de pomme citron vert,3270109201241,,['France'],[],[],?,?,,?,,?,,?,,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,Aceitunas verdes relenas de anchoa,8420403091795,,['France'],[],[],?,156,653 kj(156 kcal),"15,2",3,"3,6","0,4","1,3","3,4","1,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,Gaufrettes Vanille - La Rythmo !,8474576795622,"['La Rythmo !', 'Ysonut']",['France'],[],[],?,484,2025 kj(484 kcal),25,14,18,11,40,"0,04","0,016",,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Gaufrettes', 'Gaufrettes fourrées', 'Gaufrettes fourrées à la vanille']",,,,,C,"['Gluten', 'Soja', 'Lai']",,25 g,en quantité élevée,14 g,en quantité élevée,11 g,en quantité modérée,0.04 g,en faible quantité,,-7%,-7%,-6%,-11%,-71%,-66%,+809%,-83%,-83%,18,-20%,D,-20%,76.6%,12.3%,5.4%,2.8%,2.9%,0.0%,70,,Gaufrettes Vanille,,,
1096,Barre proteine,7007634889516,,['France'],[],[],?,409,1711 kj(409 kcal),12,"4,7",39,25,37,"0,34","0,136",,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,Cordon bleu de dinde,2297001016668,,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Viandes', 'Plats préparés', 'Préparations de viande', 'Volailles', 'Produits panés', 'Dindes', 'Préparations à la dinde', 'Cordons bleus', 'Cordons bleus de dinde']",,,"['FR 61.181.001 CE', 'Gacé (Orne, France)']",,D,,,,,,,,,,,,,,,,,,,,,,,,,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,,,,
1098,Lima,44277703,['Lima'],['France'],[],"['Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,Tartinable Carotte lait de coco - Les bons mets bio - 100g,3382564219614,['Les bons mets bio'],['France'],"['Carotte ', '36%', 'courgette', 'lait de coco ', '24,5% : noix de coco', 'eau', 'flocon de pomme de terre ', 'pomme de terre', 'extrait de romarin', 'sel', 'poivre']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,75,314 kj(75 kcal),"3,9","3,5","7,8","4,5","1,2","0,8","0,32",100 g,"['Bio', 'Végétarien', 'Végétalien', 'Fabriqué en France', 'Sans conservateurs', 'Sans colorant ni conservateur ajouté']",['Verre'],"['Produits à tartiner', 'Produits à tartiner salés']",,,"['FR 32.147.024 CE', 'Gimont (Gers, France)']",['E392 - Extrait de romarin'],,,3,3.9 g,en quantité modérée,3.5 g,en quantité modérée,4.5 g,en faible quantité,0.8 g,en quantité modérée,,-75%,-74%,-85%,-55%,+122%,+254%,-86%,-39%,-39%,1,-92%,B,-92%,,,,,,,,,Concassé de Carotte au lait de coco,,,
1100,Miel,3352760005007,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,Tuc 150g,5000168168340,,['France'],[],[],?,523,2188 kj(523 kcal),"30,2","13,9","54,6","6,6",7,"2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,AXOA DE VEAU,3760009641464,,['France'],[],[],?,88,368 kj(88 kcal),"3,1",1,"4,9","3,8","9,6","0,8","0,32",,,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Plats au veau', 'Axoa de veau']",,,,,D,,,3.1 g,en quantité modérée,1 g,en faible quantité,3.8 g,en faible quantité,0.8 g,en quantité modérée,,-33%,-33%,-36%,-54%,+99%,+219%,-36%,-18%,-18%,-1,-157%,A,-157%,83.4%,6.0%,2.8%,2.0%,1.2%,4.6%,40,,,,,
1103,taboulé - carrefour - 300g,2209677006201,['Carrefour'],['France'],[],[],?,?,,?,,?,,?,,,300g,,,"['Plats préparés', 'Taboulés', 'Taboulés au poulet']",,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,74.3%,9.4%,6.2%,6.2%,3.1%,0.8%,78,['Carrefour'],,,,
1104,"pâté de campagne à l ancienne - saveur U - 0,191kg",0253023014435,['saveur U'],['France'],[],[],?,?,,?,,?,,?,,,"0,191kg","['Viande Française', 'Viande Porcine Française']",,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",,,"['EMB 29004D', 'Bannalec (Finistère, France)']",,D,,,,,,,,,,,,,,,,,,,,,,,,,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,
1105,Paté de campagne catalan,2626387015680,,['France'],[],[],?,340,1423 kj(340 kcal),30,11,"1,6",1,15,"2,3","0,92",,,,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",,,,,D,,,30 g,en quantité élevée,11 g,en quantité élevée,1 g,en faible quantité,2.3 g,en quantité élevée,,+9%,+9%,+11%,+9%,-34%,+9%,+6%,+39%,+39%,24,+26%,E,+26%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,
1106,3700638100390,3700638100390,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,Tartelette poire chocolat -,0207243019022,,['France'],[],[],?,365,1527 kj(365 kcal),10,"9,3",41,21,"6,2","0,07","0,028",,,,"['Tartes', 'Tartelettes', 'Tartelettes aux fruits', 'Tartelette au chocolat', 'Biscuit sec nappé aux fruits', 'Tartelettes à la poire']",,,,,D,,,10 g,en quantité modérée,9.3 g,en quantité élevée,21 g,en quantité élevée,0.07 g,en faible quantité,,-24%,-25%,-61%,-37%,-26%,-30%,+2%,-83%,-83%,17,-21%,D,-21%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,,
1108,Cuisses de poulet fermier - 0549kg,0287566044475,,['France'],[],[],?,?,,?,,?,,?,,,0549 kg,['Bio'],,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,
1109,Confiture de grenade - La Fruitière de Colpo,3438750000433,['La Fruitière de Colpo'],['France'],[],[],?,239,1000 kj(239 kcal),"0,1","0,1",57,57,"0,7",0,0,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de grenades']",,,,,D,,,0.1 g,en faible quantité,0.1 g,en faible quantité,57 g,en quantité élevée,0 g,en faible quantité,,+8%,+8%,-62%,+101%,+7%,+11%,+35%,-100%,-100%,11,+18%,D,+18%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,
1110,Caramels d'isigny,3498751002744,,['France'],[],[],?,413,1728 kj(413 kcal),"9,9","6,6","77,9","56,5",3,"0,67","0,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,Laddu (Sweet Lentil Balls) - Daily Delight - 454g,0664648120256,['Daily Delight'],"['France', 'Inde']","['Basen Flour', 'sugar', 'cashewnut', '0', '1%', ' Raisin,Cardamom,Hydrogenated Vegetable Oil', 'FD & C Yellow No', '5', '102']","[""Pourrait contenir de l'huile de palme"", 'Végétarien']",?,903,3780 kj(903 kcal),"13,2","4,41",170,"70,5","26,4","0,385","0,154",454g,"['Végétarien', 'en:Green Dot India']",['Box'],,,"['Kerala', 'India']",,['E102 - Tartrazine'],,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,Sauce bechamel - Casino,3222475090349,['Casino'],['France'],[],[],?,580,2427 kj(580 kcal),"5,5","3,2",3,2,"2,1","0,31","0,124",,,,"['Epicerie', 'Sauces', 'Sauces béchamel']",,,,,B,,,5.5 g,en quantité modérée,3.2 g,en quantité modérée,2 g,en faible quantité,0.31 g,en quantité modérée,,+220%,+225%,-29%,-25%,-83%,-61%,-43%,-82%,-82%,11,+46%,D,+46%,66.1%,14.4%,8.0%,5.6%,3.4%,2.4%,81,['Casino'],,,,
1113,Camomille romaine - Vitaflor,3175681003767,['Vitaflor'],['France'],[],[],?,?,,?,,?,,?,,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Camomille', 'Camomille romaine']",,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,
1114,Un air de cris - Gris - 1,3021891302292,['Gris'],['France'],[],[],?,?,,?,,?,,?,,,1,"[""Pays d'Oc""]",['Bouteille'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rosés']",['France'],['Jardin du Languedoc à 3470 Maureilhan - France'],,,C,,,,,,,,,,,,,,,,,,,,,,,,,46.7%,3.7%,29.6%,13.4%,5.1%,1.4%,45,,,,,
1115,Rosso Classic,0739958023105,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,Huile D'olive - Carapelli - 1litre,8002470010093,['Carapelli'],['France'],[],[],?,?,,?,,?,,?,,,1 litre,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra"", 'en:Olive oils from the European Union']",,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,
1117,Raisin muscat - Gerin et fils - 750gr,3701184401108,['Gerin et fils'],['France'],[],[],?,?,,?,,?,,?,,,750gr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
