,name,bar_code,quantity,brand,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,packaging,categories,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,ingredients_origins,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,origin_detail,producer_info,manufacturing,palm_ingredients,link,brand_owner
948,Crunch cali roll - Sushi daily,3760199050022,,['Sushi daily'],,,['France'],"['Riz vinaigré ', 'vinaigre ', 'vinaigre de blé', 'extrait de riz fermenté', 'extrait de riz et de maïs', 'Huile de tournesol', 'Sucre', 'Sel', 'Citron', 'Honteri ', 'sirop de glucose', 'eau', 'extrait de riz fermenté', 'sucrose', 'vinaigre', 'antioxydant ', 'E338', 'acide citrique', 'mélasse de canne', 'surimi ', 'surimi', 'eau', 'chair de poisson', 'sucre stabilisant ', 'E451', 'eau', 'amidon modifié', 'huile de soja', 'sel', 'extrait de crabe', 'exhauster de goût E621', 'arômes', 'colorants: E120', 'E160C', ""blanc d'œuf en poudre"", 'Comcombre', 'Avocat', 'Oignons frits ', 'oignon', 'huile végétale', 'Sarrazin amidon de riz', 'sel', 'Sauce Unagi ', 'Sauce soja ', 'eau', 'soja', 'blé', 'sel', 'sucre', 'eau', 'Mirin ', 'riz', 'maïs', 'lactate', 'amidon', 'colorant: caramel', 'extrait de riz fermenté ', 'riz', 'levure', 'maïs', 'sel', 'vinaigre distillé', 'extrait de levure', 'conservateur E211', 'acidifiant E270', 'Mayonnaise ', 'huile de colza', 'eau', ""jaunes d'oeufs"", 'sel', 'sirop de glucose', ""vinaigre d'extrose"", 'sauce soja ', 'contient du soja et du blé', 'moutarde', 'exhausteur de goût ', 'E261', 'Sriracha ', 'piment', 'ail', 'Shichimi ', 'piment rouge', 'mandarine satsuma', 'sésame blancs', 'sésame noir', 'algue verte', 'sel', ' Algues', ' Peut contenir des traces de mollusques', ' Accompagnement: Sauce Soja ', 'Eau', 'Graine de Soja', 'blé', 'sel']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,185,774 kj(185 kcal),"6,4","1,5",28,"8,5","3,3",,,"['E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E120 - Acide carminique', 'E160c - Extrait de paprika', 'E270 - Acide lactique', 'E150 - Caramel', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E261 - Acétates de potassium']","['Crustacés', 'Œufs', 'Gluten', 'Moutarde', 'Soja']",4,,,,,,,,,,,,,,,,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,
949,Crunch salmone roll - Sushi Daily,3760199051425,,['Sushi Daily'],,,['France'],[],[],?,4,17 kj(4 kcal),5,1,11,0,8,,,,,,,,,,,,,,,,,,,,,,4,,"1,6",,,,,,,,,,,,,,,,,,,,,,
950,Yakitori Poulet - Sushi Dayli,3760199052965,,['Sushi Dayli'],,,['France'],[],[],?,162,678 kj(162 kcal),"3,5","1,1",25,11,"6,6",,"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Préparations de viande', 'Volailles', 'Brochettes', 'Poulets', 'Brochettes de viande', 'Plats à la volaille', 'Préparations au poulet', 'Plats au poulet', 'Brochettes de volailles', 'Brochettes de poulet', 'Brochettes de poulet Yakitori', 'Yakitori']",,,,3.5 g,en quantité modérée,1.1 g,en faible quantité,11 g,en quantité modérée,0.8 g,en quantité modérée,,-2%,-0%,-46%,-39%,+186%,+86%,-60%,"0,8",-39%,"0,32",-39%,4,-27%,C,-27%,,,E,76.9%,15.4%,4.2%,1.9%,0.9%,0.7%,32,,,,,,,
951,Semoule d'orge fine,3760199920011,,,,,['France'],[],[],?,343,1435 kj(343 kcal),"1,8","0,3","69,3",1,"8,4",,,,,,,,,,,,,,,,,,,,,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,
952,Farine Bio De Coco - La Maison Du Coco - 250g,3760200010212,250 g,['La Maison Du Coco'],,,['France'],[],[],?,420,1757 kj(420 kcal),18,14,55,20,20,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Noix de coco sèches', 'Farine de noix de coco séchée']",,,,18 g,en quantité modérée,14 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,,+12%,+12%,+35%,+20%,+97%,+39%,+21%,0,-100%,0,-100%,4,-18%,C,-18%,"['Bio', 'Bio européen', 'Sans gluten', 'FR-BIO-10', 'Sans conservateurs', 'en:PH-BIO-149', 'en:PH-BIO-154', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,
953,Cèpenade à l'ail rose - Les cepenades,3760201600207,,['Les cepenades'],,,['France'],[],[],?,149,623 kj(149 kcal),"12,9","2,7","2,1","0,4","4,8",,,,,,,,,,,,,,,,,,,,,,"2,5",,1,,,,,,['Sans conservateurs'],,,,,,,,,,,,,,,,
954,Holonage E,3760201700044,,,,,['France'],[],[],?,900,3766 kj(900 kcal),100,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,
955,Confiture d’angélique - Signé,3760201870051,,['Signé'],,,['France'],"['Angélique', 'sucre', 'sirop de glucose / fructose']",[],?,240,1004 kj(240 kcal),"0,5",0,62,55,"0,5",,,,,4,,,,,,,,,,,,,,,,,"0,2",,"0,08",,,,,,['Sans colorants'],,,,,,,,,,,,,,,,
956,Croquants aux amandes -,3760203430222,,,,,['France'],[],[],?,446,1866 kj(446 kcal),11,"4,3",71,51,"9,3",,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Croquants aux amandes']",,,,11 g,en quantité modérée,4.3 g,en quantité modérée,51 g,en quantité élevée,0.7 g,en quantité modérée,,-2%,-2%,-38%,-16%,+16%,+39%,+10%,"0,7",+137%,"0,28",+137%,22,+31%,E,+31%,,,D,89.3%,5.9%,1.9%,1.8%,1.1%,0.0%,35,,,,,,,
957,Cocktail de fruits de mer surgelés - 300g,3760204210281,300 g,,,,['France'],[],[],?,92,385 kj(92 kcal),"1,4","0,3","2,5",0,"17,4",,,,,,,,,,,,,,,,,,,,,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,
958,Tendresse acidulée - Gourmie's - 35g,3760206000002,35 g,"[""Gourmie's""]",,"[""La ruche d'Alésia"", 'Biocoop Caluire']",['France'],"['Dattes', 'amandes', 'jus de citron 10%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1699,?,1699 kj(406 kcal),"21,9","2,39","34,1",34,"9,9",['Plastique'],"['Snacks', 'Snacks sucrés']",,['Fruits à coque'],3,21.9 g,en quantité élevée,2.39 g,en quantité modérée,34 g,en quantité élevée,0 g,en faible quantité,-12%,,-10%,+8%,-76%,-41%,-4%,+66%,0,-100%,0,-100%,7,-63%,C,-63%,"['Peu ou pas de sucre', 'Bio', 'Végétarien', 'Bio européen', 'Sans gluten', 'Agriculture non UE', 'Végétalien', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-16', 'Sans sucre ajouté', 'Sans lactose', 'en:The Vegan Society', 'Sans cuisson']",,,,,,,,,,Barre aux fruits secs,,,['France'],,,
959,Barre Tresor Des Tropiques - Gourmie's - 35g,3760206000040,35 g,"[""Gourmie's""]",,['Biocoop Caluire'],['France'],"['Dattes', 'noix de coco ', '20%', 'cacao ', 'cru', ' issu du commerce équitable']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,131,548 kj(131 kcal),"14,9","13,6","47,4","47,3","5,6",['Emballage biodégradable'],"['Snacks', 'Snacks sucrés']",,,3,14.9 g,en quantité modérée,13.6 g,en quantité élevée,47.3 g,en quantité élevée,0 g,en faible quantité,,-71%,-71%,-27%,+37%,-18%,+33%,-6%,0,-100%,0,-100%,16,-16%,D,-16%,"['Bio', 'Végétarien', 'Bio européen', 'Commerce équitable', 'Sans gluten', 'Agriculture non UE', 'Végétalien', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-07', 'FR-BIO-16', 'Fabriqué en France', 'Sans sucre ajouté', 'Sans lactose']",,,,,,,,,,,,,['France'],,,
960,Barre de fruit amande cannelle muscade - Gourmie s,3760206000071,,['Gourmie s'],,,['France'],"['dattes*', 'amandes* ', '3596', ""mélange d'épices* dates* "", 'almonds* ', '35%', 'sÀgs Datteln*', 'Mandeln* ', '3596', 'Gewürz Mischung* Dadels*', 'Amandelen* ', '35%', ""Kruidenmengsel* *produit issu de l'agriculture biologique contient des sucres naturellement présents"", ' Traces possibles de sésame et de fruits à coques', ' FABRIQ']",[],?,139,582 kj(139 kcal),"18,5","6,9","37,8","36,5","9,9",,,,['Fruits à coque'],,,,,,,,,,,,,,,,,,0,,0,,,,,,"['Bio', 'Bio européen', 'Sans gluten', 'FR-BIO-16']",,,,,,,,,,,,,,,,
961,Gourmie's La Vie En Rose Gourmie's - 35g,3760206001016,35 g,"['Gourmie s', ""Gourmie's"", ""Gourmiz'""]",,['Biocoop Caluire'],['France'],"['dattes*', ""noix d'Amazonie* 25%"", 'framboises* lyophilisées 4%', 'baobab* ', 'fruit', ' 4%']","['Végétalien', 'Végétarien']",1678,402,1678 kj(402 kcal),"20,2",5,"42,2","38,3",7,['Film plastique'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Fruits à coques et dérivés', 'Barres', 'Barres de fruits à coques']",,"[""Noix d'Amazonie""]",3,20.2 g,en quantité élevée,5 g,en quantité modérée,38.3 g,en quantité élevée,0.05 g,en faible quantité,-19%,-19%,-19%,-33%,-13%,+13%,+54%,-54%,"0,05",-81%,"0,02",-81%,3,-76%,C,-76%,"['Bio', 'Végétarien', 'Bio européen', 'Sans gluten', 'Agriculture non UE', 'Végétalien', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-16', 'Sans sucre ajouté', 'Sans lactose', 'FR-096-030', 'Sans cuisson']",,,,,,,,,,,,,"[""Gourmie's"", 'ZA du Terlon', ""18 rue d'Europe"", '31850', 'Montrabé', 'France']",,,
962,Yaourts brasses artisanaux nature sucres IBASKI,3760206160010,,['IBASKI'],,,['France'],[],[],?,89,372 kj(89 kcal),"3,5","1,4","11,2","11,1","3,5","['Carton', 'Pot']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",,,,3.5 g,en quantité modérée,1.4 g,en faible quantité,11.1 g,en quantité modérée,0.1 g,en faible quantité,,-3%,-3%,+7%,-32%,+2%,+10%,-7%,"0,1",-13%,"0,04",-13%,2,-35%,B,-35%,,['Pays Basque'],,,,,,,,,,,,['Pays Basque'],,,
963,Caillé de brebis,3760206160195,,,"['FR 64.094.103 CE', 'Bardos (Pyrénées-Atlantiques, France)']",,['France'],[],[],?,103,431 kj(103 kcal),"6,2","2,6","6,9","6,8","5,1",,,,,,,,,,,,,,,,,,,,,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,
964,TTIKIA - Ibaski,3760206160652,,['Ibaski'],,,['France'],"['Lait frais entier de vache', 'confiture de myrtille ', '1 2%', '[myrtilles gélifiant ', 'pectines', ']', 'confiture de citron ', '8%', ' [sucre', 'citron', 'gélifiant ', 'pectines', 'conservateur ', 'sorbate de potassium', ']', 'poudre de lait', 'présure', 'ferments lactiques']",['Non végétalien'],?,159,665 kj(159 kcal),"8,1","5,6",15,15,"6,5",['Pot'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits']","['E440 - Pectines', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Lait'],4,8.1 g,en quantité modérée,5.6 g,en quantité élevée,15 g,en quantité élevée,0.14 g,en faible quantité,,+59%,+60%,+159%,+183%,+12%,+21%,+78%,"0,14",+23%,"0,056",+23%,5,+79%,C,+79%,,,C,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,Dessert gourmand au lait de vache,,,,,,
965,Lentilles Beluga de la Brie - Ferme Ferolles - 500g,3760206530035,500 g,"['Ferme Ferolles', 'Ferme de Férolles']",,['Leclerc'],['France'],['Lentille noire Beluga'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,107,448 kj(107 kcal),"0,5",0,"17,5",0,"8,2",['Sachet papier 8g'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles', 'Lentilles noires']",,,1,0.5 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-58%,-59%,-59%,-100%,-54%,-100%,-57%,0,-100%,0,-100%,-9,,A,,['Produits & terroir'],"['France', 'Seine et Marne']",A,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,Lentille noire Beluga,,,['77580 Crécy la chapelle'],,,
966,Fromage pur chevre,3760207190252,,,"['FR 71.316.001 CE', 'Montmelard (Saône-et-Loire, France)']",,['France'],[],[],?,274,1146 kj(274 kcal),22,"15,4",1,1,18,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre']",,,,22 g,en quantité élevée,15.4 g,en quantité élevée,1 g,en faible quantité,1.5 g,en quantité modérée,,-4%,-3%,-4%,-4%,-40%,+3%,+4%,"1,5",+11%,"0,6",+11%,14,+5%,D,+5%,,,E,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,,,,,,,
967,Crème au chocolat,3760207712584,,,,,['France'],[],[],?,339,1418 kj(339 kcal),"30,7","17,4","6,8","5,2","8,3",,,,,,,,,,,,,,,,,,,,,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,
968,"Sardines citron et huile d'olive, 115g - Comptoir De Belle Ile En Mer",3760209990034,,['Comptoir De Belle Ile En Mer'],,,['France'],"['Sardines 75%', ""huile d'olive Vierge extra 18%"", 'citron 6%']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,360,1506 kj(360 kcal),"31,6","4,9","0,5","0,5","18,7",,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive"", ""Sardines à l'huile et au citron""]",,['Poisson'],3,31.6 g,en quantité élevée,4.9 g,en quantité modérée,0.5 g,en faible quantité,0.975 g,en quantité modérée,,+46%,+48%,+83%,+31%,+38%,+110%,-8%,"0,975",+13%,"0,39",+13%,12,+134%,D,+134%,,,D,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,,,,,,
969,"Sardine au citron confit et piment, 115g - Comptoir De Belle Ile En Mer",3760209990065,115g,['Comptoir De Belle Ile En Mer'],,,['France'],[],[],?,359,1502 kj(359 kcal),"31,6","4,9","0,5","0,5","18,7",['boîte de conserve'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile et au piment"", ""Sardines à l'huile et au citron""]",,,,31.6 g,en quantité élevée,4.9 g,en quantité modérée,0.5 g,en faible quantité,0.975 g,en quantité modérée,,+51%,+51%,+88%,+40%,+20%,+99%,-12%,"0,975",-1%,"0,39",-1%,12,+129%,D,+129%,,,D,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,sardine à l'huile,,,,,,
970,Oeufs frais - Sans marque - 6œufs,3760210730063,6 œufs,['Sans marque'],"['FR 80.253.003 CE', 'Doullens (Somme, France)']",,['France'],['Œufs'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,"['Carton', 'boîte']","[""Produits d'élevages"", 'Œufs', 'Oeufs-labellises', 'Oeufs-labellises-biologiques', 'Produits-labellises']",,['Œufs'],1,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10', 'AB Agriculture Biologique', 'Agriculture-france']",['France'],B,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,Mes 6 Œufs Bio,,,['France'],,,
971,Spiruline Crue 100 Comprimés Sol Semilla - Sol Semilla superaliments - 50g - 100comprimés,3760213860477,50 g - 100 comprimés,['Sol Semilla superaliments'],,,['France'],[],[],?,370,1548 kj(370 kcal),5,"3,1",15,0,60,,"['Compléments alimentaires', 'Spiruline']",,,,5 g,en quantité modérée,3.1 g,en quantité modérée,0 g,en faible quantité,0.9 g,en quantité modérée,,+47%,+46%,+37%,+142%,+46%,-100%,+21%,"0,9",-22%,"0,36",-22%,5,+2%,C,+2%,,['Burkina Faso'],E,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,,,,,,
972,Epicerie / Plats Et Produits Cuisinés / Préparations Desserts,3760214023000,,,,,['France'],[],[],?,399,1669 kj(399 kcal),"5,8","3,3",81,29,"5,6",,,,,,,,,,,,,,,,,,,,,,"0,5",,"0,2",,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,
973,Pommes de terre bio,3760214470132,,,,,['France'],[],[],?,85,356 kj(85 kcal),0,0,19,0,1,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,['Bio'],,,,,,,,,,,,,,,,
974,Pois chiches - Biocoop - 500g,3760215380409,500 g,['Biocoop'],,,['France'],[],[],?,351,1469 kj(351 kcal),"5,8","0,6","47,5","6,5","20,5",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches']",,,,5.8 g,en quantité modérée,0.6 g,en faible quantité,6.5 g,en quantité modérée,0.1 g,en faible quantité,,+85%,+87%,+91%,+53%,+101%,+296%,+101%,"0,1",-79%,"0,04",-79%,0,,B,,"['Bio', 'Bio européen', 'FR-BIO-01', 'Fabriqué en France', 'AB Agriculture Biologique', 'Agriculture France']",,B,56.9%,0.0%,16.0%,22.6%,4.5%,0.0%,96,,,,,,,
975,Huile d'olive,3760216240214,,,,,['France'],[],[],?,899,3761 kj(899 kcal),"99,9","13,8",0,0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,99.9 g,en quantité élevée,13.8 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+5%,+5%,+5%,-1%,,,,0,-100%,0,-100%,6,-2%,C,-2%,,,D,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,
976,Huile d'olive,3760216240221,,,,,['France'],[],[],?,899,3761 kj(899 kcal),"99,9","13,8",0,0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,99.9 g,en quantité élevée,13.8 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+5%,+5%,+5%,-1%,,,,0,-100%,0,-100%,6,-2%,C,-2%,['Point Vert'],,D,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,
977,Zelabia jaune -,3760220280152,,,,,['France'],[],[],1982,192,1982 kj(192 kcal),25,"10,2",48,46,14,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries']",,,,25 g,en quantité élevée,10.2 g,en quantité élevée,46 g,en quantité élevée,0.6 g,en quantité modérée,+25%,-49%,+26%,+49%,+25%,0%,+57%,+161%,"0,6",+45%,"0,24",+45%,27,+58%,E,+58%,['Fabriqué en France'],,,,,,,,,,,,,['France'],,,
978,Sève de Bouleau fraiche Nature -,3760221890015,,,,,['France'],[],[],?,15,63 kj(15 kcal),0,0,"0,9","0,5",0,,"['Boissons', 'Boissons sans sucre ajouté', 'Sèves de bouleau']",,,,0 g,en faible quantité,0 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,,+200%,+186%,-100%,-100%,-18%,-32%,-100%,0,-100%,0,-100%,4,+233%,C,+233%,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,
979,LUCUMA POUDRE,3760222090193,,,,,['France'],[],[],?,329,1377 kj(329 kcal),"2,4",0,"14,8",0,"1,4",,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,"['Bio', 'Bio européen', 'en:PE-BIO-149']",,,,,,,,,,,,,,,,
980,Fèves de cacao - Crubio - 500g,3760222090643,500 g,['Crubio'],,,['France'],"['fèves entières de cacao cru ', 'theobroma cacao', ' de qualité supérieure grade #1', 'commerce équitable', 'fermentées ', 'séchées lentement au soleil', 'variété Criollo', 'originaire du Pérou', "" Issu de l'agriculture biologique""]",[],?,607,2540 kj(607 kcal),"46,4","28,5","32,2","32,2","14,3",['Sachet plastique'],"['Cacao et dérivés', 'Fèves de cacao']",,,,46.4 g,en quantité élevée,28.5 g,en quantité élevée,32.2 g,en quantité élevée,0.1 g,en faible quantité,,+13%,+14%,+39%,+50%,-34%,-25%,+106%,"0,1",-36%,"0,04",-36%,24,+2%,E,+2%,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,Fêves de Cacao,,,,,,
981,Chips du buech - 125g,3760223070040,125 g,['Chips Du Buech'],,,['France'],"['pomme de terre', 'huile de tournesol', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",2457,591,2457 kj(591 kcal),"43,7","3,5","43,1","0,2","6,3",['Sachet plastique'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', ""Chips à l'ancienne"", ""Chips de pommes de terre à l'huile de tournesol""]",,,3,43.7 g,en quantité élevée,3.5 g,en quantité modérée,0.2 g,en faible quantité,0.8 g,en quantité modérée,+5%,+6%,+5%,+18%,+6%,-12%,-72%,+12%,"0,8",-39%,"0,32",-39%,13,+12%,D,+12%,,,B,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,Chips artisanales,,,"['EARL Œuf bio du Buech', 'Plan de Guire', '05700', 'Le Bersac', 'France']",,,
982,Pur jus multi fruits bio - Les Fees Bio - 20cL,3760224570242,20cL,['Les Fees Bio'],,,['France'],"[""Jus d'orange "", '50%', '*', 'jus de clémentine ', '30%', '*', 'jus de raisin blanc ', '20%', ""*\r*Produits issus de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,48,201 kj(48 kcal),0,0,"10,5","10,5","0,8","['Brique carton', 'Tetra Pak']",['Boissons'],,,1,0 g,en faible quantité,0 g,en faible quantité,10.5 g,en quantité élevée,0 g,en faible quantité,,-14%,-17%,-100%,-100%,-7%,+11%,+61%,0,-100%,0,-100%,3,-61%,C,-61%,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,
983,Punch sans alcool - Planet Cocktail - 3L,3760224570556,3L,['Planet Cocktail'],,,['France'],[],[],?,42,176 kj(42 kcal),0,0,"9,1","9,1",0,['Poche'],"['Boissons', 'Cocktails']",,,,0 g,en faible quantité,0 g,en faible quantité,9.1 g,en quantité élevée,0.01 g,en faible quantité,,,,,,,,,"0,01",,"0,004",,13,,E,,['Sans colorants'],,,,,,,,,,,,,,,,
984,Glace au sel de Guerande - Marguerite,3760224703091,,['Marguerite'],,,['France'],"['Lait entier', 'crème', 'caramel 10% ', '100% sucre', 'sucre', ""jaunes d'œufs"", 'glucose', 'poudre de lait', 'Sel de Guérande 0,396', 'stabilisants ', ""mono et diglycérides d'acides gras"", 'farine de graines de guar et de caroube', 'atgimate de sodium', 'carraghénane']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,182.56,764 kj(182 kcal),"17,51","14,14","15,03","12,81","3,61",,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']","['Œufs', 'Lait']",4,,,,,,,,,,,,,,,,,"1,04",,"0,416",,,,,,,,,,,,,,,,,,,,,,
985,Raisin blanc - sibio!,3760227110360,,['sibio!'],,,['France'],[],[],?,79,331 kj(79 kcal),"0,1","0,1","19,4","19,4","0,1",,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de raisin']",,,,0.1 g,en faible quantité,0.1 g,en faible quantité,19.4 g,en quantité élevée,0 g,en faible quantité,,+18%,+18%,-48%,+240%,+19%,+23%,-67%,0,-100%,0,-100%,10,+3%,E,+3%,['Bio'],,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,
986,Jus pomme poire - Si Bio ! - 75cl,3760227110407,75cl,['Si Bio !'],,,['France'],"['70% pur jus de pomme', '30% purée de poire']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,66,276 kj(66 kcal),"0,1","0,1","16,3","16,1","0,1","['Bouteille', 'Verre']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']",,,1,0.1 g,en faible quantité,0.1 g,en faible quantité,16.1 g,en quantité élevée,0 g,en faible quantité,,+43%,+44%,-41%,+256%,+54%,+66%,-74%,0,-100%,0,-100%,10,+163%,E,+163%,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,C,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,
987,Jus Pomme Peche Abricot 25 CL Sibio Bio - Si Bio,3760227110537,,['Si Bio'],,,['France'],[],[],?,68,285 kj(68 kcal),"0,1","0,1","16,6","16,4","0,1",,['Boissons'],,,,0.1 g,en faible quantité,0.1 g,en faible quantité,16.4 g,en quantité élevée,0 g,en faible quantité,,+21%,+18%,-71%,-15%,+47%,+74%,-80%,0,-100%,0,-100%,20,+161%,E,+161%,"['Bio', 'Bio européen', 'FR-BIO-10', 'Point Vert']",,,,,,,,,,,,,,,,
