,name,bar_code,eco_score,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,link,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,markets,additives,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,palm_ingredients,generic_name,brand_owner
1658,Tapas essentials - Espuna - 100g,8410060608009,,100 g,,['Espuna'],"['Snacks', 'Viandes', 'Snacks salés', 'Charcuteries', 'Tapas']",,,,,"['France', 'Martinique']","['Maigre de porc,gras de bilisant ', 'lactate de potassium', 'sel', 'lactose ', 'lait', 'lait écréme en poud téines de lait', 'arômes', 'sucre', 'paprika', 'antioxydant ', 'ascorbate de sodiu servateur ', 'nitrite de sodium', ' Nous avons mis en euvre 145 g de viande di r obtenir 100 g de produit fini', ' mage ', '50% approx', ': INGRÉDIENTS: Lait pasteurisé de vache ', '15%', 'sel', 'présure', 'chlorure calcium', 'conservateur ', 'lyso f et ferments lactiques']","['Œufs', 'Lait']","['Non végétalien', 'Non végétarien']",4,?,,350,+69%,27,+123%,"2,4",-64%,24,+105%,,,,,,,,,,"['E326 - Lactate de potassium', 'E301 - Ascorbate de sodium', 'E1105 - Lysozyme']",1464 kj(350 kcal),14,"2,3","1,9","0,76",27 g,en quantité élevée,14 g,en quantité élevée,2.3 g,en faible quantité,1.9 g,en quantité élevée,+76%,+533%,+24%,+20%,+20%,22,+240%,E,+240%,,,
1659,Rillettes de canard -,3464052221153,D,,,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",,,,,['France'],[],,[],,?,,438,+9%,"41,3",+13%,"0,5",-13%,"16,2",0%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,1833 kj(438 kcal),"13,8","0,3","2,05","0,82",41.3 g,en quantité élevée,13.8 g,en quantité élevée,0.3 g,en faible quantité,2.05 g,en quantité élevée,+9%,+10%,+20%,+50%,+50%,24,+24%,E,+24%,,,
1660,Concombre GM - E.Leclerc,0206214009840,,,,['E.Leclerc'],,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,mary,5425028300034,,mary,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,Roasted Sunflower Seeds Black - Huligan - 110g e,3800200451223,C,110 g e,"['Sachet', 'Plastique']","['Huligan', 'The Bakers']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks salés', 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol', 'Graines de tournesol grillées', 'Graines de tournesol en coque', 'Graines de tournesol en coque grillées']","['Déconseillé à certaines catégories de personnes', ""Fabriqué dans l'UE"", 'Déconseillé aux enfants de moins de 3 ans']",,['Union Européenne'],https://www.thebakerscompany.eu/en/brands/huligan,"['Bulgarie', 'France']",['Graines de tournesol grillées'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,"2601,6",,?,,"49,8",+22%,"24,1",+127%,"19,3",+1%,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,,,,"2601,6 kj(622 kcal)",5,3,"4,5","1,8",49.8 g,en quantité élevée,5 g,en quantité modérée,3 g,en faible quantité,4.5 g,en quantité élevée,+24%,+20%,+50%,+20%,+20%,16,+17%,D,+17%,,Graines de tournesol grillées - Roasted Sunflower Seeds,
1663,Brioche Maison pur beurre,0200396032801,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Jambon cuit herbes,2454821021320,,,,,,,,,,['France'],[],,[],,?,,121,,4,,1,,20,,,,,,,,,,,,506 kj(121 kcal),"1,6","0,8",2,"0,8",,,,,,,,,,,,,,,,,,,,
1665,Coca-Cola Stévia - 500ml,5449000229311,,500 ml,,['Coca-Cola'],,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,07678363,07678363,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,Miel,6111243384803,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,Lunzo,0239606084750,,,,,,,,,,['France'],[],,[],,?,,206,,"10,1",,"0,45",,"28,5",,,,,,,,,['FR 2B.042.001 CE'],,,862 kj(206 kcal),"4,16",0,"5,04","2,016",,,,,,,,,,,,,,,,,,,,
1669,Tomato & Beef flavor Oat Soup,8690632016481,,,,,,,,,,['France'],[],,[],,?,,216,,"3,2",,39,,"5,6",,,,,,,,,,,,904 kj(216 kcal),"0,8",6,"3,8","1,52",,,,,,,,,,,,,,,,,,,,
1670,Basmati Reis Denree - Dennree - 500g,4021851510810,C,500g,['Kunststoff'],['Dennree'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz Basmati']",,,,,"['France', 'Allemagne']",[],,[],,?,,?,,?,,?,,?,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,Fraîch'up italian burger - Buitoni,04454239,,,,['Buitoni'],,,,,,['France'],[],,[],,?,,217,,"7,1",,"28,7",,"8,9",,,,,,,,,,,,908 kj(217 kcal),"2,2","6,6",1,"0,4",,,,,,,,,,,,,,,,,,,,
1672,Rote Beete - Despar - 500g,8001300658429,,500 g,,['Despar'],,,,,,"['France', 'Allemagne', 'Italie']",[],,[],,?,,?,,?,,?,,?,,,,,,,,,,['Despar'],,,,,,,,,,,,,,,,,,,,,,,,,,
1673,Cricfies - Bouton d'Or,3250391428458,,,,"[""Bouton d'Or""]",,,,,,['France'],[],,[],,?,,512,,"26,4",,"60,5",,"6,6",,,,,,,,,,,,2142 kj(512 kcal),"3,1","2,9","2,9","1,16",,,,,,,,,,,,,,,,,,,,
1674,Hanföl - Rapunzel - 100ml,4006040215530,,100 ml,,['Rapunzel'],,,,,,"['France', 'Allemagne']",[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,Sel Très Or De L'himalaya - Recharge & Dégustation - 650G,3760194207124,,,,,,['Fabriqué en France'],,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,Banane chips - Epiceries d'ici et d'ailleurs - 288g,60417701,,288 g,['Boîte plastique refermable'],"[""Epiceries d'ici et d'ailleurs""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']",,['Philippines'],,,['France'],"['Bananes', 'Huile de noix de coco', 'Sucre', 'Miel', 'Arôme']",,"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,?,,509,+51%,29,+320%,58,-0%,"0,01",-100%,,,,,,,,['BFR 950'],['Grand Frais'],,2130 kj(509 kcal),25,15,"0,08","0,032",29 g,en quantité élevée,25 g,en quantité élevée,15 g,en quantité élevée,0.08 g,en faible quantité,+51%,+1006%,-65%,-9%,-9%,12,+151%,D,+151%,,,
1677,Wachtelbohnen - Billa - 326g,9002233017771,,326g,['Dose'],['Billa'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Graines', 'Aliments à base de plantes en conserve', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Légumineuses en conserve', 'Haricots pinto']",,,,,"['France', 'Allemagne']",[],,[],,?,,?,,"0,5",-49%,15,-20%,"7,8",-20%,,,,,,,,,,,106 kj(25 kcal),,"0,9",,,0.5 g,en faible quantité,,,0.9 g,en faible quantité,,,-83%,,-29%,,,,,,,,,
1678,Graisse de canard,3464050079046,B,,,,"['Matières grasses', 'Matières grasses animales', 'Graisse de canard']",,,,,['France'],[],,[],,?,,898,+4%,"99,8",+1%,0,-100%,0,-100%,70.9%,8.1%,7.8%,7.3%,4.8%,1.2%,90,,,,3757 kj(898 kcal),33,0,0,0,99.8 g,en quantité élevée,33 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+2%,+2%,-100%,-100%,-100%,14,-3%,D,-3%,,,
1679,Bacon de veau - Pascarella,2200729006248,,,,['Pascarella'],,,,,,['France'],[],,[],,?,,189,,"8,6",,"2,1",,"24,5",,,,,,,,,,,,791 kj(189 kcal),"3,1","2,1","2,8","1,12",,,,,,,,,,,,,,,,,,,,
1680,"Mousse de foie forestière - 0,229kg",0211178016735,,"0,229 kg",,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Mousses salées', 'Mousses de foies']",,,,,['France'],[],,[],,?,,333,+1%,"30,6",-1%,"1,7",-40%,"12,6",+21%,,,,,,,,,,,1393 kj(333 kcal),"11,8","1,5","1,78","0,712",30.6 g,en quantité élevée,11.8 g,en quantité élevée,1.5 g,en faible quantité,1.78 g,en quantité élevée,+0%,+4%,-4%,+13%,+13%,21,+8%,E,+8%,,,
1681,La soupe audacieuse Potimarron Poire Piment,3770009945042,,,,,,"['Bio', 'Fabriqué en France']",,,,['France'],[],,[],,?,,25,,"0,6",,"3,9",,"0,4",,,,,,,,,,,,105 kj(25 kcal),"0,4","1,6","0,6","0,24",,,,,,,,,,,,,,,,,,,,
1682,"Rillettes de campagne normande, 190gr - Les Terrines du Val de Sée",3460778552762,,,,['Les Terrines du Val de Sée'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Terrines', 'Terrines de campagne']",,,,,['France'],[],,[],,?,,451,+40%,"42,9",+52%,"0,5",-78%,"15,8",+13%,,,,,,,,,,,1887 kj(451 kcal),"16,4","0,4","1,5","0,6",42.9 g,en quantité élevée,16.4 g,en quantité élevée,0.4 g,en faible quantité,1.5 g,en quantité modérée,+40%,+52%,-54%,-6%,-6%,21,+8%,E,+8%,,,
1683,Pommes morceaux,3760023454095,,,,,,,,,,['France'],[],,[],,?,,350,,0,,88,,0,,,,,,,,,,,,1464 kj(350 kcal),0,73,"5,5","2,2",,,,,,,,,,,,,,,,,,,,
1684,Kuzu Chicken Sliced Salam,8711659427057,,,,,,['Halal'],,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,"Boudin noir Antillais Saveurs de Mauges, 6 pieces",3340584108882,,,,,,,,,,['France'],[],,[],,?,,248,,20,,"2,4",,14,,,,,,,,,,,,1038 kj(248 kcal),"7,4","1,8",1,"0,4",,,,,,,,,,,,,,,,,,,,
1686,Toastine de truite fumee,3760007240218,E,,,,"['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', 'Truites fumées']",,,,,['France'],[],,[],,?,,138,-16%,"7,9",+1%,"2,6",+525%,"14,1",-38%,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,,,,577 kj(138 kcal),"1,8","1,2","0,45","0,18",7.9 g,en quantité modérée,1.8 g,en quantité modérée,1.2 g,en faible quantité,0.45 g,en quantité modérée,-16%,+11%,+308%,-84%,-84%,-2,-117%,A,-117%,,,
1687,Caylusson de canard,3496960002074,,,,,,,,,,['France'],[],,[],,?,,157,,"6,4",,"4,6",,20,,,,,,,,,,,,657 kj(157 kcal),"2,2","0,5","1,4","0,56",,,,,,,,,,,,,,,,,,,,
1688,Terrine gourmande au vin doux de Gascogne - Le canard du midi,3067162288483,E,,,['Le canard du midi'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard', 'Terrines de foie']",,,,,['France'],[],,[],,?,,?,,?,,?,,?,,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,Pulpe de tomates en morceaux - Mutti,01278004,,,,['Mutti'],,,,,,['France'],[],,[],,?,,25,,"0,2",,"3,9",,"1,2",,,,,,,,,,,,105 kj(25 kcal),"< 0,1",,"0,02","0,008",,,,,,,,,,,,,,,,,,,,
1690,Sauce Aioli - 160g,5425010322686,,160 g,['Bocal'],,,,,,,"['Belgique', 'France']",[],,[],,?,,720,,"78,2",,"1,6",,"2,1",,,,,,,,,,,,3012 kj(720 kcal),"15,3","0,39","0,504","0,202",,,,,,,,,,,,,,,,,,,,
1691,Civet de Cerf - Denner,7640109362741,,,,['Denner'],"['Produits à la viande', 'Civets', 'Civet de cerf']",,,,,['France'],[],,[],,?,,397,+180%,"2,7",-36%,5,+11%,11,-11%,,,,,,,,,,,1661 kj(397 kcal),0,0,0,0,2.7 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,+190%,-100%,-100%,-100%,-100%,-1,-153%,A,-153%,,,
1692,Farfalline francesi,8032618565901,,,,,,,,,,['France'],[],,[],,?,,363,,"1,4",,73,,"12,5",,,,,,,,,,,,1519 kj(363 kcal),"0,2",3,"0,02","0,008",,,,,,,,,,,,,,,,,,,,
1693,Toblerone,7622210418876,,,,['Toblerone'],,,,,,['France'],[],,[],,?,,535,,"29,5",,"60,5",,"5,6",,,,,,,,,,,,2238 kj(535 kcal),18,"59,5","0,15","0,06",,,,,,,,,,,,,,,,,,,,
1694,Cacahuètes Grillées à Sec,3327271206656,D,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coque grillés', 'Cacahuètes', 'Cacahuètes grillées']",,,,,['France'],[],,[],,?,,594,-2%,"47,1",-4%,"10,6",-12%,"26,9",+4%,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,,,,2485 kj(594 kcal),"6,3","5,6","1,5","0,6",47.1 g,en quantité élevée,6.3 g,en quantité élevée,5.6 g,en quantité modérée,1.5 g,en quantité modérée,-2%,-12%,+7%,+52%,+52%,10,+67%,C,+67%,,,
1695,Carrefour,30686320055008,,,,['Carrefour'],,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,
1696,Sazon Completo - Maggi,7460123401703,,,,['Maggi'],,,,,,['France'],[],,[],,?,,126,,"1,86",,"25,38",,"1,88",,,,,,,,,,,,527 kj(126 kcal),"0,91","2,69","26,25","10,5",,,,,,,,,,,,,,,,,,,,
1697,Rice Crackers,0207172017588,,,,,,,,,,['France'],[],,[],,?,,370,,"5,2",,73,,7,,,,,,,,,,,,1548 kj(370 kcal),"0,8",11,"0,7","0,28",,,,,,,,,,,,,,,,,,,,
1698,Jambon cuit,3660071006324,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,Melange sportif,2600688016799,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Mélanges de fruits secs']",,,,,['France'],[],,[],,?,,483,+9%,"29,4",+41%,"33,6",-32%,"17,5",+91%,,,,,,,,,,,2021 kj(483 kcal),"3,2","31,8","0,01","0,004",29.4 g,en quantité élevée,3.2 g,en quantité modérée,31.8 g,en quantité élevée,0.01 g,en faible quantité,+10%,-38%,-20%,-92%,-92%,6,-21%,C,-21%,,,
1700,Man delice,3760262220260,,,,,,,,,,['France'],[],,[],,?,,303,,"24,2",,0,,"21,1",,,,,,,,,,,,1268 kj(303 kcal),"8,5",0,"1,8","0,72",,,,,,,,,,,,,,,,,,,,
1701,Dragees chocolats,7610209062025,,,,,,,,,,['France'],[],,[],,?,,494,,"25,8",,"55,7",,"6,7",,,,,,,,,,,,2067 kj(494 kcal),"12,5","52,8","0,1","0,04",,,,,,,,,,,,,,,,,,,,
1702,Au bon lait -  - 1litre,3760204420178,,1 litre,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,Fleur de sel au piment d espelette,3760099518059,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Cod fillets,4088600044897,,,,,,"['Pêche durable', 'Pêche durable MSC']",,,,['France'],[],,[],,?,,76,,"0,5",,"0,5",,18,,,,,,,,,['MSC-C-50126'],,,318 kj(76 kcal),"0,1","0,5","0,19","0,076",,,,,,,,,,,,,,,,,,,,
1705,Sauce Maroilles,20276799,,,,,,,,,,['France'],[],,[],,?,,236,,"3,9",,"4,6",,"0,8",,,,,,,,,"['EMB 22182B', ""Plélo (Côtes-d'Armor, France)""]",,,987 kj(236 kcal),"2,7","0,7","1,52","0,608",,,,,,,,,,,,,,,,,,,,
1706,Piperade basquaise -,3760047370333,,,,,"['Plats préparés', 'Légumes préparés']",,,,,['France'],[],,[],,?,,47,-48%,"0,8",-83%,"7,9",+14%,0,-100%,,,,,,,,,,,197 kj(47 kcal),0,"6,61",1,"0,4",0.8 g,en faible quantité,0 g,en faible quantité,6.61 g,en quantité modérée,1 g,en quantité modérée,-47%,-100%,+109%,+38%,+38%,5,+1172%,C,+1172%,,,
1707,0200920019612,0200920019612,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,Herbes du pêcheur,3397660043810,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,Ezme çerezli,4260157575929,,,,,,,,,,['France'],[],,[],,?,,338,,"5,1",,"70,6",,"9,9",,,,,,,,,,,,1414 kj(338 kcal),"1,1","26,8",1,"0,4",,,,,,,,,,,,,,,,,,,,
1710,3211209165071,3211209165071,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,Roti porc cuit tranche  au piment d'Espelette,2869452030571,,,,,,,,,,['France'],[],,[],,?,,171,,"8,5",,"0,5",,"23,3",,,,,,,,,"['FR 64.527.001 CE', 'Souraïde (Pyrénées-Atlantiques, France)']",,,715 kj(171 kcal),"3,7","0,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,
1712,Pâtes a sucre,3700392489083,,,,,,"['en:gluten-free', 'Sans colorants']",,,,['France'],[],,[],,?,,402,,7,,85,,"0,2",,,,,,,,,,,,1682 kj(402 kcal),4,80,"0,2","0,08",,,,,,,,,,,,,,,,,,,,
1713,Quatre quart marbre,0235618001327,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,Aceite oliva - La Chinata,8421401989534,D,,,['La Chinata'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,"['France', 'Espagne']",[],,[],,?,,?,,?,,?,,?,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,Sauté de canard aux cocos cuisinés bocal de,3760020506308,,,,,,['Bio'],,,,['France'],[],,[],,?,,72,,"1,2",,"7,7",,6,,,,,,,,,,,,301 kj(72 kcal),"0,2","1,7","0,56","0,224",,,,,,,,,,,,,,,,,,,,
1716,Emmental français - biocoop - 230g,2871820022248,C,230g,,['Biocoop'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,['France'],"['Lait de vache partiellement écremė* 98%', 'sel de mer', 'ferments lactiques ', 'lait', ' <0,1%', 'coagulant fongique', "" *Ingredient issu de l'agriculture biologique""]",['Lait'],['Non végétalien'],3,?,,377,-1%,29,-2%,"0,5",-18%,29,+5%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,"['FR 25.427.001 CE', 'Noironte (Doubs, France)']",['Biocoop'],,1577 kj(377 kcal),"17,5","0,5","0,8","0,32",29 g,en quantité élevée,17.5 g,en quantité élevée,0.5 g,en faible quantité,0.8 g,en quantité modérée,-0%,-12%,+6%,+36%,+36%,12,+7%,D,+7%,,,
1717,Pur jus pomme framboise - Thomas Le Prince,3423182502402,,,,['Thomas Le Prince'],,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,Mix energetique,5413401002385,,,,,,,,,,['France'],[],,[],,?,,413,,"21,14",,"43,77",,"11,78",,,,,,,,,,,,1728 kj(413 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,
1719,Mais doux bio - Auchan,3596710388332,B,,,['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Céréales et dérivés', 'Légumes et dérivés', 'Légumes en conserve', 'Céréales en conserve', 'Maïs en conserve', 'Maïs doux en conserve']","['Bio', 'Bio européen', 'FR-BIO-01', 'Sans sucre ajouté', 'AB Agriculture Biologique']",,,,['France'],[],,[],,?,,80,-10%,"1,9",+17%,"10,8",-24%,3,+8%,46.7%,26.8%,12.8%,6.4%,3.5%,3.8%,81,,['Auchan'],,335 kj(80 kcal),"0,4","5,6","0,16","0,064",1.9 g,en faible quantité,0.4 g,en faible quantité,5.6 g,en quantité modérée,0.16 g,en faible quantité,-11%,+27%,+16%,-64%,-64%,-5,,A,,,,
1720,Chocolat Blanc - Voisin,3327370300194,E,,,['Voisin'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats blancs']",,,,,['France'],"['sucre', 'beurre de cacao', 'lait entier', 'émulsifiant ', 'lécithine de soja', 'vanille', ' Cacao 27 % minimum']","['Lait', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,?,,559,-1%,"33,9",-6%,57,+7%,"6,2",-7%,91.5%,4.7%,1.2%,2.1%,0.4%,0.0%,24,,,['E322i - Lécithine'],2339 kj(559 kcal),"21,5","56,7","0,22","0,088",33.9 g,en quantité élevée,21.5 g,en quantité élevée,56.7 g,en quantité élevée,0.22 g,en faible quantité,-1%,-0%,+12%,-14%,-14%,26,-3%,E,-3%,,,
1721,Propolis -,3700498701546,,,,,"['Produits de la ruche', 'Propolis']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,['France'],"['Ingrédients pour 6 gélules : Propolis extrait à 18 %* 1800 mg', 'farine de caroube Gélule végétale']",,[],4,?,,?,,?,,?,,?,,,,,,,,,,,['E410 - Gomme de caroube'],,,,,,,,,,,,,,,,,,,,,,,,,
1722,taboulé oriental - bonduelle - 300,00213257,B,300,,['Bonduelle'],"['Plats préparés', 'Plats à base de semoule', 'Taboulés', 'Taboulés orientaux']",,,,,['France'],[],,[],,?,,?,,?,,?,,?,,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,Le Pavé de Bois d'Arcy au graines - E. Leclerc - 500g,3700581120544,,500 g,['Papier'],['E. Leclerc'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux']",,,,,['France'],"['Farine de blé ', 'gluten', 'gluten de blé', 'amylase', 'levure', 'sel', 'Graines de céréales', 'lin jaune', 'lin brun', 'sésame', 'tournesol', 'avoine', 'pavot']","['Gluten', 'Avoine', 'Graines de sésame']",[],4,?,,?,,?,,?,,?,,,,,,,,,,,['E1100 - Amylases'],,,,,,,,,,,,,,,,,,,,,,,,,
1724,Mousse pur canard,2212401014434,,,,,,,,,,['France'],[],,[],,?,,410,,40,,3,,"9,5",,,,,,,,,,,,1715 kj(410 kcal),13,"1,5","1,6","0,64",,,,,,,,,,,,,,,,,,,,
1725,Cream Caramels - Wilson's - 64g,6001120606879,,64 g,['Carton'],"[""Wilson's"", 'Tiger Brands']","['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels']","['Halal', 'Kascher', 'en:Union of Orthodox Synagogues of South Africa']",,['Afrique du Sud'],,"['France', 'Afrique du Sud']","['Lait concentré entier 36 % ', 'lait et sucre', 'sirop de glucose', 'sucre', 'graisse végétale non hydrogénée ', 'fruit du palmier', 'eau', 'amidon de maïs', 'sucre inverti', ""agent d'enrobage "", 'soya', 'arôme']","['Lait', 'Soja']",['Non végétalien'],4,1619,-1%,?,,"15,8",+62%,58,-20%,"2,7",+47%,,,,,,,,,,,1619 kj(387 kcal),"11,9","48,7","0,592","0,237",15.8 g,en quantité modérée,11.9 g,en quantité élevée,48.7 g,en quantité élevée,0.592 g,en quantité modérée,+1%,+92%,-5%,-9%,-9%,26,+24%,E,+24%,,Caramels à la crème - Cream Caramels,
1726,Barilla Mediterranean Vegetable Sauce 400G - 400g,8076809569132,,400 g,,['Barilla'],,,,,,['France'],[],,[],,?,,74,,"4,2",,"6,6",,"1,5",,,,,,,,,,,,310 kj(74 kcal),"0,5","4,8","0,8","0,32",,,,,,,,,,,,,,,,,,,,
1727,Candy durian,8852291610008,,,,,,,,,,['France'],[],,[],,?,,15,,0,,3,,0,,,,,,,,,,,,63 kj(15 kcal),0,2,0,0,,,,,,,,,,,,,,,,,,,,
1728,Jambon sec - Maison Milhau,2282868104030,E,,,['Maison Milhau'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs', 'en:raw-cured-ham']",,,,,['France'],[],,[],,?,,226,-6%,"11,8",-13%,"0,5",-23%,"29,5",+2%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,946 kj(226 kcal),"4,2","0,4",6,"2,4",11.8 g,en quantité modérée,4.2 g,en quantité modérée,0.4 g,en faible quantité,6 g,en quantité élevée,-5%,-19%,-8%,+22%,+22%,16,-6%,D,-6%,,,
1729,Fromage,0284957022838,,,,,,,,,,['France'],[],,[],,?,,360,,32,,"0,5",,18,,,,,,,,,,,,1506 kj(360 kcal),26,"0,5","1,2","0,48",,,,,,,,,,,,,,,,,,,,
