,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,ingredients_origins,nova_score,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,manufacturing,link,markets,additives,allergens,palm_ingredients,traceability_code,brand_owner
1079,Bouteille d'eau - 农夫山泉 NongFuShanQuan,6921168593002,['农夫山泉 NongFuShanQuan'],['France'],['Eau'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,"0,003","0,001",,,"['Boissons', 'Eaux', 'Boissons sans sucre ajouté']",,,,,,,,,,,,,,,,,,,,,,,,,1,0.00304 g,en faible quantité,-89%,-89%,,,,,,,,,,,,,
1080,Pearl River Bridge,6921180820162,['Pearl River Bridge'],['France'],[],[],?,126,527 kj(126 kcal),0,0,"21,5",8,"8,6","23,3","9,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Point Vert'],,,,,,,,
1081,Scallion oiled biscuit - Comida China - 360g,6921233900520,['Comida China'],"['France', 'Thaïlande']","['enz m preparaüon', 'colouring: beta carotene Biscuit oignon vert ients: Farine de E!é', 'sucre', 'huile de palme', ' LaLt ét*é méo maltose', 'sel', 'échalote déshydratée', 'sésame blanci res', 'bicarbonate de sodium E500ii', 'carbonate acide le moniumE503ii', 'lait en poudre', ""essence d'oignon"", 'ép ississant E469', 'colorant El 60a', ' Ce produit peut contenir ', ' Farine de blé', 'mattose', 'sésarnet tait A onserver dans un endroit frais et sec']","['Huile de palme', 'Non végétalien']",?,541,2264 kj(541 kcal),"29,4",10,"64,4",10,"6,6","1,2","0,48",D,360g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",29.4 g,en quantité élevée,10 g,en quantité élevée,10 g,en quantité modérée,,+14%,+14%,+41%,-1%,+1%,-66%,+2%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,['Packed'],,4,1.2 g,en quantité modérée,+104%,+104%,22,+11%,E,+11%,,,,,"['E160ai - Bêta-carotène', 'E500ii - Carbonate acide de sodium', 'E502 - Carbonates']",,['Huile de palme'],,
1082,Vegetable biscuit - Golden fuji - 128g,6921233902203,['Golden fuji'],['France'],[],[],?,?,,?,,?,,?,,,,128g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,Gâteaux thé vert -,6921233904504,,['France'],"['Farine de blé', 'huile de palme', 'sucre', 'maltose', 'lait en poudre', 'thé vert en poudre', 'sel', 'bicarbonate de sodium E500ii', ""carbonates d'ammonium E503"", 'arôme alimentaire']","['Huile de palme', 'Non végétalien']",?,504,2109 kj(504 kcal),"25,1","11,2","61,1","18,1","7,6","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E500ii - Carbonate acide de sodium'],"['Gluten', 'Lait']",['Huile de palme'],,
1084,Biscuit saveur fraise,6921233904610,,['France'],[],[],?,480,2008 kj(480 kcal),"19,9","11,2","70,8","27,7",5,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,cracker - Golden Fuji,6921233905266,['Golden Fuji'],['France'],[],[],?,512,2142 kj(512 kcal),"24,4","16,5","62,3","13,2","10,3","1,81","0,724",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,KSF Honig Pomelo Tee,6921294357639,['KSF'],['France'],"['Eau', 'sucre', 'jus de raisin', 'miel', 'vitamine C', ""régulateur d'acidité : E330""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,47,197 kj(47 kcal),0,0,"11,5","1,5",0,"0,01","0,004",,,"['Boissons', 'Boissons avec sucre ajouté']",0 g,en faible quantité,0 g,en faible quantité,1.5 g,en faible quantité,,-45%,-47%,-100%,-100%,-42%,-92%,-100%,,,,,,,,,,,3,0.01 g,en faible quantité,-73%,-73%,8,-33%,D,-33%,,,,,['E330 - Acide citrique'],,,,
1087,Préparation pour soupe d orge,6921317869088,,['France'],[],[],?,392,1640 kj(392 kcal),"1,5",0,6,"5,7","2,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,Flocons d'avoine,6921317888058,,['France'],[],[],?,403,1686 kj(403 kcal),8,0,65,0,12,"0,08","0,032",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Flocons laminés', ""Flocons d'avoine""]",8 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,,+9%,+9%,+13%,-100%,+9%,-100%,-2%,82.4%,1.1%,6.8%,7.0%,2.7%,0.0%,79,,,,,0.08 g,en faible quantité,+161%,+161%,0,,B,,,,,,,,,,
1089,Nouille instantanée saveur boeuf aux choux marinés - Guizhou SARL - 120g,6921555510124,['Guizhou SARL'],['France'],"['Nouille: farine de froment', 'huile de palme', 'sel', ""régulateur d'acidité "", 'E500', 'E501', 'humectant E452', 'antioxydant E319', ' \rSoupe en poudre: sel', 'glutamate de monosodium', 'sucre', 'saveur poulet', 'saveur boeuf ', 'saveur bœuf en poudre', 'beurre', 'sucre', 'maltodextrine', 'sel', 'glutamate de monosodium', 'glucose', 'sauce soja en poudre', 'épice', 'protéase', ' écrémeuse ', 'glucose', 'huile végétale', 'créme en poudre', 'caséinate de sodium', ""impaire et paire ester d'acide gras glycérol"", 'phosphate mono-potassique silice', 'oignon en poudre ', 'oignon', 'maltodextrine', 'B-cycloextrin', 'acide citrique', 'levure en poudre', 'ail en poudre', 'poireau déshydraté', '5 ribonucléotide disocique', ""régulateur d'acidité E364ii"", 'caramel', 'acide citrique', 'farine de graine de guar', 'épices', 'protéine végétale hydrolysée', ' \rSauce : huile de palme', 'gingembre jaune ', 'gingembre', 'eau', 'sel', 'acide acétique', 'acide citrique', 'D-', 'Erythorbate', 'métabisulfite de sodium', ' ', 'millet épicé ', 'millet épicé', 'eau', 'sel', 'acide acétique ', 'acide citrique', 'D-Erythorbale de sodium', 'métabisulfite de sodium', 'graisse porc', 'sel', 'poireau', 'a sauce boeuf ', 'saveur boeuf', 'eau', 'sel', 'glutamate de monosodium', 'sucre', ' glucose', 'maltodextrine', 'saveur trippe', 'protéine végétale hydrolysée', 'levure', 'oignon', 'épices', ""5'-ribonucléotide disodique"", ' ', 'acide lactique', 'glutamate de monosodium', 'sucre', 'épices', 'colorant E16', 'oléorésine de capsicum', 'vitamine E', ' \rChoux marines saveur spécial : légumes marinés ', 'légumes', 'eau', 'sel', 'piment mariné ', 'piment', 'eau', 'sel', ' ', 'gingembre marine ', 'gingembre', 'eau', ' sel', ',huile végétale', 'sel', 'épices', 'acide lactique', 'glutamate de monosodium', ' 5-ribonucléotide disodique']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,150,628 kj(150 kcal),"17,1",8,"46,5",1,"6,7","7,78","3,112",,120 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,,,,,,,-50%,-50%,+47%,+52%,+15%,-59%,+6%,,,,,,,,,,,4,,,+198%,+198%,,,,,['Fabriqué en France'],['China'],,,"['E500 - Carbonates de sodium', 'E501 - Carbonates de potassium', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E319 - Butylhydroquinone tertiaire', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E1101 - Protéases', 'E340i - Phosphate monopotassique', 'E330 - Acide citrique', 'E412 - Gomme de guar', 'E260 - Acide acétique', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', ""E635 - 5'-ribonucléotide disodique"", 'E270 - Acide lactique']",['Lait'],['Huile de palme'],,
1090,Instant noodle,6921555595633,,['France'],[],[],?,523,2188 kj(523 kcal),23,10,68,8,10,"5,17","2,068",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,,,,,,,+75%,+74%,+98%,+90%,+68%,+231%,+57%,,,,,,,,,,,,,,+98%,+98%,,,,,,,,,,,,,
1091,Vermicelle,6921660700014,,['France'],[],[],?,320,1339 kj(320 kcal),0,0,"79,3",0,"0,5","0,024","0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,Panda Bun(haricots rouges),6921665714627,,['France'],[],[],?,253,1059 kj(253 kcal),"2,1","1,1","51,6","18,3","6,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,Dumpling champignons et pousses de bambou,6921665733055,,['France'],[],[],?,153,640 kj(153 kcal),4,2,25,3,5,"0,4","0,16",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pousses', 'Pousses de bambou']",4 g,en quantité modérée,2 g,en quantité modérée,3 g,en faible quantité,,+467%,+493%,+900%,+3147%,+925%,+650%,+240%,87.9%,0.0%,0.0%,4.8%,5.7%,1.5%,80,,,,,0.4 g,en quantité modérée,+49%,+49%,0,-100%,B,-100%,,,,,,,,,
1094,Instant Oatmeal,6921770821401,,['France'],[],[],?,384,1607 kj(384 kcal),8,0,65,0,12,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,Laoganma Sauce Hot Pot,6921804700597,,['France'],[],[],?,715,2992 kj(715 kcal),"72,2","5,6","13,1","0,4","1,7",12,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,LGM Preservé Légumes Aux Piments - Laoganma,6921804700658,['Laoganma'],['France'],"['Pak choi ', '70%', 'chili ', '22%', 'sel', 'E621', 'épices']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,110,460 kj(110 kcal),"5,9","0,4","8,3","2,2","5,9","11,6","4,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",,,,
1097,sauce soja salée - 200ml,6921929400655,,['France'],[],[],?,?,,?,,?,,?,,,B,200 ml,"['Epicerie', 'Condiments', 'Sauces', 'Sauces au soja', 'Sauces au soja salées']",,,,,,,,,,,,,,,21.5%,31.6%,20.1%,15.9%,8.6%,2.3%,97,,,,,,,,,,,,,,,,,,,,,
1098,Vinaigre Assaisonnement Sushi - 200ml,6921929481005,,['France'],[],[],?,100,418 kj(100 kcal),0,0,25,25,0,"3,7","1,48",,200 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,Pixian Toban Sauce de fèves pimentées Sichuan,6922125499030,,['France'],[],[],?,400,1674 kj(400 kcal),4,"0,2","5,5",1,"3,5","23,75","9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,Wenzhou rice vermicelli,6922260600292,,['France'],[],[],?,350,1464 kj(350 kcal),1,0,"77,1",0,"6,3","0,004","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,Peng Sheng Hong Kong Preserved Olive Vegetables,6922406898989,,['France'],[],[],?,473,1979 kj(473 kcal),39,0,28,28,4,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,Fluo Popping Pop - FunnyCandy,6922516802180,['FunnyCandy'],['France'],[],[],?,380,1590 kj(380 kcal),0,0,95,85,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,Vermicelles asiatiques coupés (haricot mungo) - Mont Asie,6922532812699,['Mont Asie'],['France'],"['Pois', 'Fécule de mais', ' Haricot Mungo', '10%', 'Eau']",[],?,346,1448 kj(346 kcal),"0,53","0,26","83,9",0,0,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,Gingembre confit,6922532812958,,['France'],[],[],?,335,1402 kj(335 kcal),"0,2",0,76,72,"0,2",,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Snacks', 'Condiments', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Epices', 'Gingembre', 'Fruits confits', 'Gingembre confit']",0.2 g,en faible quantité,0 g,en faible quantité,72 g,en quantité élevée,,-1%,-1%,-20%,-100%,-6%,-0%,-71%,61.7%,0.0%,0.0%,28.7%,9.6%,0.0%,97,,,,,,,,,,,,,,,,,,,,,
1105,Sauce Teriyaki - Oishiya,6922532828249,['Oishiya'],['France'],[],[],?,102,427 kj(102 kcal),0,0,"23,4","22,8","2,1","9,9","3,96",,,"['Epicerie', 'Sauces', 'Sauces Teriyaki']",0 g,en faible quantité,0 g,en faible quantité,22.8 g,en quantité élevée,,-40%,-39%,-100%,-100%,-17%,-5%,-38%,,,,,,,,,,,,9.9 g,en quantité élevée,+60%,+60%,16,-5%,D,-5%,,,,,,,,,
1106,graines haricot vert - shanghai huipu good - 454g,6922601400321,['shanghai huipu good'],['France'],[],[],?,?,,?,,?,,?,0,0,,454 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Céréales et pommes de terre', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs']",,,,,,,,,,,,,,,,,,,,,,,,,,0 g,en faible quantité,-100%,-100%,,,,,,,,,,,,,
1107,Oat chocolates,6922655021046,,['France'],[],[],?,233,975 kj(233 kcal),"35,3",23,"54,1","54,1","5,8","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,Gingembre,6923415209995,,['France'],[],[],?,23,96 kj(23 kcal),"0,4",0,"0,9",0,"2,8","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,Skittles jaunes,6923450604250,,['France'],[],[],?,261,1092 kj(261 kcal),1,"0,8","13,8",5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,Five,6923450658048,,['France'],[],[],?,2,8 kj(2 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,Istick basic 2300mAh,6923641311158,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,Rock Sugar,6923692911536,,['France'],[],[],?,393,1644 kj(393 kcal),0,0,97,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,Choux sale,6923692960008,,['France'],[],[],?,454,1900 kj(454 kcal),0,0,20,10,"6,7","15,8","6,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,Xiang Xiang Zui Tofu Snack - BBQ 100G - Joy,6923696800492,['Joy'],['France'],"['Soja ', '35%', '  eau', 'huile de colza,cumin', 'piment', 'sel', 'sauce de soja ', 'fèves de soja', 'son de blé', 'sel', 'eau', 'additifs alimentaires: ', 'E511', 'E500', 'i', 'E262', 'ii', 'E621', 'E635', 'sucre', 'épices ', 'amomum tsaoko', ' fenouil cannelle', 'clou de girofle', 'anis', 'rhizoma kaempferiae', ""zeste d'orange"", 'réglisse', 'noix de muscade', 'gardénia', 'arôme']",[],?,221,925 kj(221 kcal),"11,9",0,"5,5",0,"23,2","2,93","1,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,"['E511 - Chlorure de magnésium', '', 'Risque modéré de sur-exposition', 'E500i - Carbonate de sodium', 'E262ii - Diacétate de sodium', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', ""E635 - 5'-ribonucléotide disodique""]","['Gluten', 'Soja']",,,
1115,Chuanshao,6923696800720,,['France'],[],[],?,352,1473 kj(352 kcal),22,0,17,0,"22,2","2,77","1,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,Viande Végétarienne (Snacks) - JOYTOFU - 112g,6923696800768,"['JOYTOFU', 'Joy Tofu']",['France'],"['Soja en poudre ', '51 %', 'eau', 'huile de colza', 'sel', 'exhausteurs de goût : E621', 'E635', 'épices ', 'amomum tsaoko', 'fenouil', 'cannelle', 'clou de girofle', 'anis', 'rhizoma kaempferiae', ""zeste d'orange"", 'réglisse', 'noix de muscade', 'gardénia', 'sucre', 'extrait de levure']",[],?,385,1611 kj(385 kcal),27,0,"12,5",0,"23,9","3,21","1,284",,112 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', ""Plats préparés d'origine végétale""]",27 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+136%,+142%,+324%,-100%,-20%,-100%,+285%,,,,,,,,Snacks à base de tofu,['Plastique individuel'],,4,3.21 g,en quantité élevée,+254%,+254%,14,+5857%,D,+5857%,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', ""E635 - 5'-ribonucléotide disodique""]",,,,
1117,Joytofu Tofu Beancurd Snack - BBQ Flavour,6923696800799,,['France'],[],[],?,400,1674 kj(400 kcal),28,0,"13,6",0,"24,4","3,14","1,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,Barre de soja,6923696801680,,['France'],[],[],?,130,544 kj(130 kcal),"3,4",0,"0,7","0,02","24,2","1,84","0,736",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,6923744303340,6923744303340,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,"Nouilles instantanées, Arôme poulet teriyaki (Voir 3760092457423 pour lot de 3) - Green Home - 85g",6923744329012,['Green Home'],['France'],"['Nouilles 71', '1 g : farine de blé tendre 75 %', 'huile de palme ', 'contient antioxygène : E306', 'eau', 'sel', 'exhausteurs de goût : E621', 'E627 et E631', 'colorants : E160c et E150a', ""correcteur d'acidité : E325"", 'triglycérides à chaîne moyenne ', 'origine : coco et huile de palme', 'épaississant : E440', 'sucre', '\rAssaisonnement en poudre 6 g : farine de blé tendre', 'sel', 'sucre', 'exhausteurs de goût : E621', 'E627 et E631', 'oignon en poudre', 'ail en poudre', 'colorant : E150a', 'arôme teriyaki poulet 3', '5 %', 'gingembre en poudre', 'levure', 'poivre', 'huile de palme', 'antiagglomérant : E551', 'colorant E160c', '\rAssaisonnement huile 6 g : sauce soja ', 'extrait de soja', 'blé', 'sel', 'eau', 'huile de tournesol ', 'contient antioxygène : E306', 'ail', 'oignon', 'arôme poulet 2 %', 'colorant : E160c', '\rAssaisonnement légumes 1', '7 g : carotte', 'chou', 'ciboulette', ' Piment en poudre 0', '2 g']",['Huile de palme'],410,?,410 kj(98 kcal),4,"1,9","12,6",0,"2,5","0,9","0,36",C,85 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées', 'Soupes de nouilles instantanées']",,,,,,,-58%,,-56%,-45%,-43%,-56%,-100%,-44%,61.6%,18.9%,5.5%,9.0%,3.5%,1.5%,81,Préparation alimentaire à base de blé tendre et sachet d'assaisonnement à l'arôme de poulet teriyaki,"['Sachet plastique', ""4 sachets à l'intérieur""]",,4,,,-54%,-54%,,,,,['Produit en Chine'],"['Zhejiang Green Home Food Co.-Ltd - N° 185 Qingfeng Road - Xieqiao Town - 314400 Haining', 'Zhejiang', 'Chine', 'Importé par', 'Eridan - 6 Rue des Capucins - 69001 Lyon - France']",http://www.greenhomefood.com/,,"['E306 - Extrait riche en tocophérols', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique', 'E160c - Extrait de paprika', 'E150a - Caramel E150a', 'E325 - Lactate de sodium', 'E440 - Pectines', 'E551 - Dioxyde de silicium']","['Gluten', 'Soja']",['Huile de palme'],,
1121,Asian Noodles Crevettes Sauce Piquante - Green Home,6923744329456,['Green Home'],['France'],"['Nouilles 71 ', 'lg: farine de blé tendre 75%', 'huile de palme ', 'contient antioxygène: 806', 'eau', 'sel', 'exhausteurs de goût: E621', 'E627 et E631', 'colorants: El 60c et El 50a', ""correcteur d'acidité: E325"", 'triglycérides à chaîne moyenne ', 'origine : coco et huile de palme', 'épaississant E440', 'sucre', ' Assaisonnement en poudre 6g: sel', 'farine de blé tendre', 'sucre', 'exhausteurs de goût: E621', 'E627 et E631', 'poudre de crevette ', 'crustacés', ' 7596', ""Correcteurs d'acidité : E270"", 'E327 et E330', 'poudre de piment lewre', 'ail en Widre', ""huile de palme' Poivre"", 'antiagglomérant : E551', 'colorant : E160c SaisonnementhUile tournesol ', 'contientantioxte: Oignon', 'poudre de crevette ', 'crustacés', ' 2', '596', 'colorant El légumes 1,7g: carotte', 'chou', 'ciboulette', ' Piment en poudre ', '--:', 'céleri et lait']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,101,423 kj(101 kcal),"4,5","1,9","12,4",0,"2,2","0,915","0,366",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique', 'E325 - Lactate de sodium', 'E440 - Pectines', 'E270 - Acide lactique', 'E327 - Lactate de calcium', 'E330 - Acide citrique', 'E551 - Dioxyde de silicium', 'E160c - Extrait de paprika']","['Céleri', 'Crustacés', 'Lait']",['Huile de palme'],,
1122,Thai flavour instant noodles,6923744344558,,['France'],[],[],?,468,1958 kj(468 kcal),"22,7","11,5","55,1",2,"9,5","4,41","1,764",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,,,,,,,+57%,+55%,+96%,+118%,+36%,-17%,+50%,,,,,,,,,,,,,,+69%,+69%,,,,,,,,,,,,,
1123,Roka Instant Noodles Curry,6923744358142,['Roka'],['France'],"['May conra:n sources ot soya', 'ce!ery', 'crustace', ""':4ta "", 'farine de blé ten±e ', 'glutero', ' Me poudre de curry', 'ekhausteuts de gcùt 527 j', 'mattodextrine', 'extrait de végèt2e mésocarpe', 'antiagglomérant ', 'É551 eut contu', 'r des sources de soja', 'céleri', 'crustacés,laï']","['Non végétalien', 'Non végétarien']",?,100,418 kj(100 kcal),20,"10,5",59,13,11,"2,91","1,164",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,,,,,,,-67%,-67%,+72%,+99%,+46%,+437%,+73%,,,,,,,,,,,4,,,+11%,+11%,,,,,,,,,['E551 - Dioxyde de silicium'],"['Céleri', 'Crustacés']",,,
1124,Chicken Flavor Noodles - Soveme - 65g,6923744360114,['Soveme'],['France'],"['Nouilles', '60,5 g', ' : farine de blé tendre', '78%', 'huile de palme', 'eau ,sel', 'antioxygène', 'E306', '\rAssaisonnement', '4,5 g', ' : sel', 'sucre', 'arôme artificiel de poulet', '16%', 'exhausteur de goût', 'E621', 'Farine de blé', 'curcuma', 'huile de palme', 'antiagglomérant', 'E551', 'exhausteur de goût', 'E627,E631', 'ciboulette']",['Huile de palme'],1965,?,1965 kj(470 kcal),10,6,82,7,13,"3,861","1,544",,65 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,,,,,,+62%,,+56%,-14%,+14%,+102%,+189%,+105%,,,,,,,,Nouilles instantanées saveur poulet,['Sachet plastique'],,4,,,+48%,+48%,,,,,['Halal'],"['Hangzhou Green Home Food Co. - LTD - Chao Yang Village - Shu Shan Street - Xiaoshan', 'Hangzhou', 'Zhejiang', 'Chine']",http://www.greenhomefood.com/products.html,['Dia'],"['E306 - Extrait riche en tocophérols', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E551 - Dioxyde de silicium', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique']",['Gluten'],['Huile de palme'],,
1125,Curry Flavor Noodles - Soveme - 65g,6923744360336,['Soveme'],['France'],"['Nouilles', '60,5 g', ' : farine de blé tendre', 'huile de palme', 'eau ,sel', 'antioxygène', 'E306', '\rAssaisonnement', '4,5 g', ' : sel', 'sucre', 'farine de blé', 'poudre de curry', 'exhausteur de goût', 'E621', 'ail en poudre', 'colorant', 'E100', 'huile de palme', 'antiagglomérant', 'E551', 'exhausteur de goût', 'E627,E631', 'ciboulette']",['Huile de palme'],1920,?,1920 kj(459 kcal),8,7,82,4,14,"4,239","1,696",,65 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,,,,,,+59%,,+52%,-31%,+33%,+102%,+65%,+120%,,,,,,,,Nouilles instantanées saveur curry,['Sachet plastique'],,4,,,+62%,+62%,,,,,['Halal'],"['Hangzhou Green Home Food Co. - LTD - Chao Yang Village - Shu Shan Street - Xiaoshan', 'Hangzhou', 'Zhejiang', 'Chine']",http://www.greenhomefood.com/products.html,['Dia'],"['E306 - Extrait riche en tocophérols', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E100 - Curcumine', 'E551 - Dioxyde de silicium', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique']",['Gluten'],['Huile de palme'],,
