,name,bar_code,eco_score,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,labels,traceability_code,additives,allergens,nova_score,quantity,packaging,palm_ingredients,generic_name,manufacturing,ingredients_origins,link
1547,Isana Cremeseife Olive,4305615346120,,['ISANA'],,['France'],"['VIRKUNG & PFLECE ISNA Cremeseife Olive reinigt und pflegt Ihre Hânde g fürTag', ' Ausgesuchte Waschsubstanzen reinigen sanft und honend', ' Ein natürliches', 'hautverwandtes Pflegelipid schützt 4Ad pflegt Ihre Haut', ' Der enthaltene softpflege-Komplex hàlt Ire Hânde zart und geschmeidig', ' HAUTVERTRA LICHKEIT ermatologisch bestâtigt und pH-hautneutral PFLECETIPP :remen Sie Ihre Hânde nach dem Reinigen mit ISANA landcreme ein', ' {CREDIENTS: SODIUM LAURETH SULFATE', 'SODIUM COCAMIDOPROPYL BETAINE', 'COCO-CLUCOSIDE', 'SINE ADIPE LAC', 'OLEA EUROPAEA LEAF EX', 'ACT,STYRENE/ACRYLATESCOPOLYMER', 'PROPYLENECLYCOLI SODIUM LACTATE', 'CITRIC SODIUM BENZOATE SORBATE']",[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1548,Enerbio Bio Gemüsesaft - Rossmann,4305615368542,,['Rossmann'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Jus et nectars']",['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,3 g,en quantité modérée,0.65 g,en quantité modérée,?,,19,-59%,79 kj(19 kcal),-59%,"0,5",+192%,"0,1",+252%,"3,5",-67%,3,-69%,"0,9",+134%,"0,65",+4510%,"0,26",+4510%,7,+27%,D,+27%,,,,,,,,,['Bio'],,,,,,,,,,,
1549,Enerbio Karottensaft,4305615368573,,['Enerbio'],['Boissons'],['France'],[],[],0.1 g,en faible quantité,0 g,en faible quantité,7.8 g,en quantité élevée,0 g,en faible quantité,?,,35,-38%,146 kj(35 kcal),-39%,"0,1",-71%,0,-100%,"7,8",-31%,"7,8",-17%,"0,1",-80%,0,-100%,0,-100%,11,+44%,E,+44%,,,,,,,,,['Bio'],,,,,,,,,,,
1550,Tortilla chips Natur - Rossmann,4305615379159,B,"['Rossmann', 'Ener Bio']","['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de maïs']",['France'],[],"['Végétalien', 'Végétarien']",22 g,en quantité élevée,2.2 g,en quantité modérée,0.8 g,en faible quantité,0.8 g,en quantité modérée,?,,480,-1%,2008 kj(480 kcal),-1%,22,-3%,"2,2",-25%,63,+4%,"0,8",-58%,"6,7",+5%,"0,8",-32%,"0,32",-32%,6,-38%,C,-38%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,"['Bio', 'Végétarien', 'Bio européen', 'Sans gluten', 'Végétalien', 'BE-BIO-02', 'en:EG-Öko-Verordnung']",,,,,,,,,,,
1551,Pesto Rosso - Rossmann,4305615414386,C,['Rossmann'],"['Epicerie', 'Sauces', 'Sauces Pesto', 'Sauces Pesto Rosso']",['France'],[],"['Végétalien', 'Végétarien']",32 g,en quantité élevée,15 g,en quantité élevée,5.5 g,en quantité modérée,1.8 g,en quantité élevée,?,,357,-1%,1494 kj(357 kcal),-0%,32,-4%,15,+205%,15,+78%,"5,5",-2%,"1,8",-55%,"1,8",-13%,"0,72",-13%,22,+38%,E,+38%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,"['Végétarien', 'Végétalien']",,,,,,,,,,,
1552,Cranberries - Genuss Plus - 100g e,4305615416076,,"['Genuss Plus', 'Rossmann']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Canneberges séchées']","['France', 'Allemagne']","['Cranberries 60 %', 'sucre 39,5 %', 'huile de tournesol']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.9 g,en faible quantité,0.1 g,en faible quantité,72 g,en quantité élevée,0.01 g,en faible quantité,1365,-1%,?,,1365 kj(326 kcal),-3%,"0,9",+27%,"< 0,1",-60%,76,-5%,72,+9%,"0,4",+43%,"0,01",-56%,"0,004",-56%,10,+39%,C,+39%,,,,,,,,['Rossmann'],"['Végétarien', 'Végétalien']",,,,3,100 g e,"['Sachet', 'Plastique']",,,,,
1553,Vegane Früchtr - EnerBio - 100g,4305615418858,,"['EnerBio', 'Rossmann', 'Ener Bio']",,"['France', 'Suisse']","['Sirop de glucose *', 'sucre *', 'agent gélifiant: pectine', 'acidifiant: acide citrique', ' arômes naturels', 'concentré de jus de sureau *', ' Extrait de Curcuma *', ""extrait d'algue "", 'Spirulina platensis', "" * issu de l'agriculture biologique certifiée""]","['Végétalien', 'Végétarien']",,,,,,,,,1384,,?,,1384 kj(331 kcal),,"0,2",,"0,1",,"78,8",,"58,5",,"0,1",,"0,22",,"0,088",,,,,,,,,,,,,,"['Bio', 'Végétarien', 'en:gluten-free', 'Végétalien', 'en:EG-Öko-Verordnung']",,"['E440 - Pectines', 'E330 - Acide citrique', 'E100 - Curcumine']",,4,100 g,,,,,,
1554,Flocons de Noix de Coco - Ener Bio - 100g e,4305615426204,,['Ener Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Noix de coco sèches', 'Chips de noix de coco séchée']","['France', 'Allemagne']",['Noix de coco'],"['Végétalien', 'Végétarien']",69.1 g,en quantité élevée,64.7 g,en quantité élevée,7.2 g,en quantité modérée,0.04 g,en faible quantité,?,,708,+20%,2962 kj(708 kcal),+21%,"69,1",+26%,"64,7",+44%,"8,5",-38%,"7,2",-21%,"7,3",+13%,"0,04",-84%,"0,016",-84%,10,+32%,C,+32%,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'de:eg-oko-verordnung', 'DE-ÖKO-003']",,,,,100 g e,"['Sachet', 'Plastique']",,,,,
1555,Das Exquisite Erlesene Gebäckmischung,4305615427669,,['Das exquisite'],,['France'],"['Weizenmehl', 'Zucker', 'pflanzliche Fette ', 'Palm', 'Kokos', 'Kakaomasse', 'Kakaobutter', 'Invertzuckersirup', 'SüBmolkenpulv Y/eizenstärke', 'Magermilchpulver', 'Vollmilchpulver', 'pflanzliche Öle ', 'Raps', 'Sonnenblume', 'Butterreinfett', 'Mandeln', 'fettarme: Kakaopulver', 'Kokosraspeln', 'flüssiges HühnereieiweiB', 'Emulgatoren: Mono - und Diglyceride von Speisefettsäuren', 'Lecithine ', '2 Raps', ' Haselnüsse', 'modifizierte Stärke', 'Milchzucker', 'Volleipulver', 'Dextrose', 'Backtriebmittel: Ammoniumhydrogencarbonat', 'Nat hydrogencarbonat', 'Dinatriumdiphosphat', ' Orangenschalen', 'Salz', 'natürliches Aroma', 'Glukose-Fruktose-Sirup', 'Hühnertrockeneieiwei Vanilleextrakt', 'Säuerungsmittel: Citronensäure', ' Farbstoff: Beta-Carotin']","['Huile de palme', 'Non végétalien']",,,,,,,,,?,,513,,2146 kj(513 kcal),,"26,8",,"13,4",,"60,1",,"36,5",,"5,9",,"0,22",,"0,088",,,,,,,,,,,,,,['Fabriqué en Allemagne'],,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322 - Lécithines', 'E14XX - Amidons modifiés', ""E503ii - Carbonate acide d'ammonium"", 'E450i - Pyrophosphate de sodium acide', 'E330 - Acide citrique', 'E160ai - Bêta-carotène']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",4,,,,,,,
1556,"Paprika-nuss, Streichcreme - Rossmann",4305615461830,,['Rossmann'],,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,162,,678 kj(162 kcal),,"10,5",,"1,5",,"13,5",,"6,8",,"2,5",,1,,"0,4",,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Végétalien', 'en:EG-Öko-Verordnung']",,,,,,,,,,,
1557,Boules avoines,4305615463384,,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,340,,1423 kj(340 kcal),,"2,7",,"0,6",,70,,"3,4",,"8,9",,1,,"0,4",,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'AT-BIO-402']",,,,,,,,,,,
1558,bar vegan - Rossmann,4305615472034,,['Rossmann'],,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,416,,1741 kj(416 kcal),,"19,8",,"4,7",,"42,8",,"39,3",,"10,4",,"0,01",,"0,004",,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Sans gluten', 'Végétalien', 'en:EG-Öko-Verordnung', 'en:The Vegan Society']",,,,,,,,,,,
1559,Enerbio Mini schoko Reiswaffeln,4305615478166,B,['Enerbio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de riz soufflé', 'Galettes de riz au chocolat au lait']",['France'],"['VolLmiLchschokolade* 50% ', 'Rohrzucker* Kakaobutter*', 'Vollmilchpulver*', 'Kakaomasse* Emulgator: Sonnenblumenlecithine', 'Reis*50% *aus kontrolliert biologischem Anbau']",['Non végétalien'],16 g,en quantité modérée,9.3 g,en quantité élevée,28 g,en quantité élevée,0.08 g,en faible quantité,?,,460,-6%,1925 kj(460 kcal),-6%,16,-29%,"9,3",-30%,"71,7",+13%,28,+3%,"6,3",-11%,"0,08",-39%,"0,032",-39%,19,-3%,E,-3%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,"['Bio', 'en:gluten-free']",,,['Lait'],3,,,,,,,
1560,Früchtetee - King's Crown,4305615497877,,"[""King's Crown""]",,['France'],[],[],,,,,,,,,?,,2,,8 kj(2 kcal),,0,,0,,"0,6",,"0,2",,0,,"0,001",,0,,,,,,,,,,,,,,,,,,,,,,,,,
1561,Compote bebe,4305615499123,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Aliments pour bébé', 'Goûters et desserts pour bébé', 'Compotes', 'Compotes pour bébé']",['France'],[],[],,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,"0,116",-53%,0,-100%,"10,1",-15%,"9,7",-5%,"0,6",+37%,"0,01",-50%,"0,004",-50%,,,,,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,,,,,,,,,,,,,
1562,Gemüse-Bratlinge - ener BIO - 150g,4305615500119,,['ener BIO'],"['Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Plats préparés déshydratés']","['France', 'Allemagne']","['Bulgur 32% ', 'Hartweizenerzeugnis', 'Hafervollkornflocken', 'Maisgrieß', 'Trockengemüse 14% ', 'Karotten', 'Lauch', 'Zwiebeln', 'in veränderlichen Gewichtsanteilen', 'Meersalz', 'Bärlauch', 'Petersilie', 'Pfeffer']",[],,,,,,,,,?,,328,+93%,1372 kj(328 kcal),+93%,"2,9",-13%,"0,5",-55%,"59,4",+127%,"5,5",+46%,"10,3",+108%,"2,96",+12%,"1,184",+12%,,,,,,,,,,,,['Rossmann'],"['Bio', 'Bio européen', 'DE-ÖKO-001', 'en:EG-Öko-Verordnung', 'en:FSC', 'FSC Mix']",,,"['Gluten', 'de:Bulgur', 'de:Hartweizenerzeugnis']",3,150 g,['Karton'],,Bio Fertigmischung für 8 Getreide-Gemüsebratlinge,,,
1563,Biscuit china,4305615530253,,,,['France'],[],[],,,,,,,,,?,,448,,1874 kj(448 kcal),,17,,"11,4",,"60,6",,"27,9",,"8,1",,"0,39",,"0,156",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-005', 'en:EG-Öko-Verordnung']",,,,,,,,,,,
1564,Edel Nuss-mix - Genuss Plus,4305615574820,,['Genuss Plus'],,['France'],[],[],,,,,,,,,?,,635,,2657 kj(635 kcal),,54,,"5,3",,12,,"4,7",,0,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,
1565,Bio proteinriegel - Rossmann,4305615597065,,"['Rossmann', 'Ener Bio']",,['France'],[],[],,,,,,,,,?,,353,,1477 kj(353 kcal),,"7,6",,"3,4",,49,,32,,20,,"0,39",,"0,156",,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
1566,Urzeit Genuss - Rossmann,4305615616926,,['Rossmann'],,['France'],[],[],,,,,,,,,?,,603,,2523 kj(603 kcal),,"49,3",,"12,5",,"17,4",,7,,18,,"0,28",,"0,112",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-001', 'en:EG-Öko-Verordnung']",,,,,,,,,,,
1567,Parboiled Reis - 500g,4305720013733,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,
1568,Tortillas Chips Natur,4305720033823,B,,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de maïs']",['France'],[],[],20 g,en quantité modérée,9 g,en quantité élevée,0.8 g,en faible quantité,0.9 g,en quantité modérée,?,,472,-2%,1975 kj(472 kcal),-2%,20,-12%,9,+207%,64,+6%,"0,8",-58%,"6,6",+3%,"0,9",-23%,"0,36",-23%,16,+65%,D,+65%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,,,,,,,,,
1569,Zucker - 1kg,4305720036299,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,1 kg,,,,,,
1570,4305720053470,4305720053470,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,Kraft Hühnersuppe - 350ml,4305723050285,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,350 ml,['Glas'],,,,,
1572,Glace bourbon vanille,4306180020767,,,,['France'],[],[],,,,,,,,,?,,109,,456 kj(109 kcal),,"5,9",,"5,1",,13,,12,,"0,1",,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,
1573,Frischgold Frischkäse -  - 300g,4306180071219,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,300 g,['♷'],,,,,
1574,Müsliriegel - Jeden Tag,4306188047254,,['Jeden Tag'],,['France'],[],[],,,,,,,,,?,,420,,1757 kj(420 kcal),,14,,"1,6",,"62,8",,"24,3",,"8,2",,"0,48",,"0,192",,,,,,,,,,,,,,,,,,,,,,,,,
1575,Parmesan - 40g,4306188134046,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,40 g,,,,,,
1576,Erdbeer-Konfiture extra,4306188336600,,,,['France'],[],[],,,,,,,,,?,,228,,954 kj(228 kcal),,"0,5",,"0,1",,55,,48,,"0,5",,"0,04",,"0,016",,,,,,,,,,,,,,,,,,,,,,,,,
1577,Tomates en conserves,4306188347828,,,,['France'],[],[],,,,,,,,,?,,22,,92 kj(22 kcal),,"0,5",,0,,3,,3,,"1,2",,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,,,,,,,
1578,Eden Tag Pizzakäse Gerieben 250 G - MPreis,4306188356615,D,['MPreis'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages râpés']",['France'],"['49 % Tilsiter ', 'pasteurisierte Milch', 'Speisesalz', 'Käsereikulturen', 'mikrobielles Lab', '49 % Edamer ', 'pasteurisierte Milch', 'Speisesalz', 'Käsereikulturen', 'mikrobielles Lab', 'Trennmittel: Kartoffelstärke']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",25 g,en quantité élevée,17 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,?,,337,-10%,1410 kj(337 kcal),-10%,25,-13%,17,-12%,"2,4",+148%,"0,5",+39%,26,-5%,"1,7",+70%,"0,68",+70%,16,+24%,D,+24%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,3,,,,,,,
1579,Feta - 200g,4306188372592,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de Grèce', 'Fromages de brebis', 'Fetan']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,,,,,,,200 g,,,,,,
1580,Frischgold Gouda jung -  - 250g,4306188719762,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,250 g,['♷'],,,,,
1581,Bio Spaghetti hell - Bio Greno - 500g,4306205026620,,['Bio Greno'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Spaghetti']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Bio', 'en:EG-Öko-Verordnung']",,,,,500 g,['Kunststoff'],,,,,
1582,Grillmarinade Habanero - Lust auf Grillen!,4306528126670,,['Lust auf Grillen!'],"['Epicerie', 'Sauces', 'Sauces chili']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,Frische pastillen,43009961,,,,['France'],[],[],,,,,,,,,?,,240,,1004 kj(240 kcal),,"0,4",,"0,4",,98,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1584,Pitch - Brioche Pasquier - 8,43064458,,['Brioche Pasquier'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,
1585,Orangeat en dés - Edeka - 100g,4311501358757,,['Edeka'],,"['France', 'Allemagne', 'Suisse']","[""57% de zeste d'orange"", 'sirop de glucose-fructose', 'sucre', 'sel', 'acidifiant: acide citrique', ' le produit peut contenir des traces de sulfit']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,1332,,?,,1332 kj(318 kcal),,0,,0,,76,,70,,0,,"0,39",,"0,156",,,,,,,,,,,,,['Edeka'],,,['E330 - Acide citrique'],,4,100 g,,,,,,
1586,Fenchel Anis Tee,4311501387146,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,Schoko drink,4311501398531,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,412,,1724 kj(412 kcal),,18,,12,,45,,45,,18,,75,,30,,,,,,,,,,,,,,,,,,,,,,,,,
1588,Mibell Der Brotaufstrich Für Die Ganze Familie,4311501435106,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,632,,2644 kj(632 kcal),,70,,20,,"0,4",,"0,4",,20,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,
1589,Abc Kartoffeln - 500g,4311501437391,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,
1590,Erbsen Möhren,4311501447116,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,['♶'],,,,,
1591,Salamipizza,4311501452813,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,Himbeeren - Edeka - 300g,4311501474327,C,['Edeka'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits rouges', 'Framboises']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,90.1%,0.0%,0.0%,7.2%,2.5%,0.1%,60,,,,,,,300g,,,,,,
1593,Fleischsalat,4311501477335,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,Waschmaschine Enthärter - 1.5kg,4311501480984,,,,"['France', 'Allemagne', 'Suisse', 'en:En']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,1.5 kg,,,,,,
1595,Jäger  Teller,4311501491386,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,Schlagsahne,4311501493779,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,Maßbänder,4311501499429,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,Deli Ananas - Edeka deli - 400g,4311527574209,B,"['Edeka deli', 'Edeka']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Ananas']","['France', 'Allemagne']","['Ananas', 'geschält']",[],0.24 g,en faible quantité,0.01 g,en faible quantité,11.3 g,en quantité modérée,0.25 g,en faible quantité,?,,49,-49%,205 kj(49 kcal),-47%,"0,24",+69%,"0,01",-59%,"11,3",-43%,"11,3",-34%,"0,4",-3%,"0,25",+221%,"0,1",+221%,-2,,A,,37.7%,0.0%,0.0%,33.4%,15.9%,13.1%,95,,,,,,1,400 g,['Kunststoff'],,,,,
1599,Thymian -  - 15g,4311527625628,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques', 'Thym']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,63.0%,0.0%,17.1%,8.8%,8.2%,2.9%,94,,,,,,,15 g,,,,,,
1600,Edelnussmischung - Edeka,4311527717460,,['Edeka'],,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,Kondensmilch 10%,4311596042821,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,zerup caramel - Frankys Bakery - 425ml,4313042737121,,['Frankys Bakery'],['Sirops'],"['France', 'Allemagne']","['water', 'thickener: cellulose gum', 'xanthan gum', 'flavers', 'colour: ammonia caramel', 'sweetener: sucralose', 'preservatives: potassium sorbate', 'sodium benzoate May contain: milk', 'soy', 'gluten', 'shellfish', 'eggs', 'sesame seeds', 'nuts', ' Contain sweetener']","['Non végétalien', 'Non végétarien']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.02 g,en faible quantité,14,-99%,3,-99%,14 kj(3 kcal),-99%,0,-100%,0,-100%,"0,6",-99%,0,-100%,0,-100%,"< 0,02",-47%,"0,008",-47%,0,-100%,B,-100%,,,,,,,,,,,"['E466 - Carboxyméthylcellulose', 'E415 - Gomme xanthane', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E955 - Sucralose', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",,4,425 ml,['Flasche'],,,,,
1603,Zerup - Frankys Bakery - 425ml,4313042737138,,['Frankys Bakery'],['Sirops'],"['France', 'Allemagne']","['water', 'thickener: cellulose gum', 'xanthan gum', 'flavor', 'concentrated beet juice powder', 'acidity regulator: citric acid', 'Sweetener: sucralose', 'preservatives: potassium sorbate', 'sodium benzoate May contain: milk', 'soy', 'gluten', 'shellfish', 'eggs', 'sesame seeds', 'nuts', ' Contain sweetener']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,?,,3,-99%,13 kj(3 kcal),-99%,0,-100%,0,-100%,"0,6",-99%,0,-100%,0,-100%,,,,,,,,,,,,,,,,,,,"['E466 - Carboxyméthylcellulose', 'E415 - Gomme xanthane', 'E330 - Acide citrique', 'E955 - Sucralose', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",,4,425 ml,['Flasche'],,,,,
1604,Zerup - Frankys Bakery - 425ml,4313042737145,,['Frankys Bakery'],['Sirops'],"['France', 'Allemagne']",[],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.02 g,en faible quantité,13,-99%,3,-99%,13 kj(3 kcal),-99%,0,-100%,0,-100%,"0,9",-99%,0,-100%,0,-100%,"< 0,02",-47%,"0,008",-47%,0,-100%,B,-100%,,,,,,,,,,,,,,425 ml,['Flasche'],,,,,
1605,100%diary Whey Tiramisu,4313042779985,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,382,,1598 kj(382 kcal),,"3,6",,"0,36",,7,,"3,6",,75,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
1606,Protein pancake - Frankys Bakery,4313042780530,,['Frankys Bakery'],,"['France', 'Allemagne']",[],[],,,,,,,,,?,,417,,1745 kj(417 kcal),,"8,1",,"3,6",,35,,"3,9",,50,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,
1607,Protein panckake - Frankys Bakery,4313042780561,,['Frankys Bakery'],,"['France', 'Allemagne']",[],[],,,,,,,,,?,,417,,1745 kj(417 kcal),,"8,1",,"3,6",,35,,"3,9",,50,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,['Glas'],,,,,
