,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,eco_score,brand,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,markets,additives,nova_score,allergens,generic_name,ingredients_origins,brand_owner,manufacturing,link
459,Dinde noire Sot l'y laisse - La Nouvelle Agriculture,0213567031299,['France'],[],[],?,124,519 kj(124 kcal),"4,3","1,2",1,"0,1",21,"0,22","0,088",,"['Viandes', 'Volailles', 'Dindes']",,-7%,+31%,-73%,+0%,D,['La Nouvelle Agriculture'],-76%,-76%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,4.3 g,en quantité modérée,1.2 g,en faible quantité,0.1 g,en faible quantité,0.22 g,en faible quantité,-8%,+27%,-88%,-3,-356%,A,-356%,,,,,,,,,,
460,Ginger garlic paste,8906021125949,['France'],[],[],?,701,2933 kj(701 kcal),"0,4",0,"13,82",1,"2,79",10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Thé - Palais Des Thés,3700256726538,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,['Palais Des Thés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Thym coupe sans colorant ni conservateur,3550703000175,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,
463,Pop's choc et miel,3421557401558,['France'],[],[],?,363,1519 kj(363 kcal),"1,3","0,7",81,23,"5,7","0,01","0,004",,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,
464,Creme de caramel au beurre salé au sel de gerande,3760269151789,['France'],[],[],?,380,1590 kj(380 kcal),"19,5","12,5","53,4","39,7","0,9","0,8","0,32",,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au caramel', 'Crème de caramel au beurre salé']",,-10%,+1%,-9%,-50%,,,+32%,+32%,,,,,,,,,,19.5 g,en quantité modérée,12.5 g,en quantité élevée,39.7 g,en quantité élevée,0.8 g,en quantité modérée,-10%,+5%,-16%,25,+2%,E,+2%,,,,,,,,,,
465,Bon by Casino Yaourt à la Grecque myrtille granola,3222477295339,['France'],[],[],?,195,816 kj(195 kcal),11,"5,2",16,11,"6,4","0,12","0,048",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts à la grecque']",,+67%,+60%,+83%,+44%,,['Casino'],+3%,+3%,,,,,,,,,,11 g,en quantité modérée,5.2 g,en quantité élevée,11 g,en quantité modérée,0.12 g,en faible quantité,+66%,+17%,+38%,6,+47%,C,+47%,,['Casino'],,,,,,,,
466,Pistoles de chocolat lait pure gourmandise - 400g,3760052699610,['France'],[],[],?,567,2372 kj(567 kcal),"36,7","22,5","51,3","50,4",7,"0,2","0,08",400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Confiture D?abricots,3540860003621,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",,,,,,B,,,,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Pain triple chocolat - Leclerc,0208290019027,['France'],[],[],?,381,1594 kj(381 kcal),20,14,42,17,"6,6","0,73","0,292",,,,,,,,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Liqueur Crème de cassis,3171870001088,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Croquez la Vendée,3760198324384,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,Cranberries Dried & Sweetened,3553231594352,['France'],[],[],?,338,1414 kj(338 kcal),"1,2","0,1",78,"70,5","0,7","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,La briquette cendrée,3199241024528,['France'],[],[],?,307,1284 kj(307 kcal),25,18,"2,5",1,18,"1,5","0,6",,,,,,,,,,,,,,,,,,,"['FR 79.061.001 CE', 'Celles-sur-Belle (Deux-Sèvres, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,
473,Pâte brisée pur beurre extra fin -,0200035017190,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'en:baked-shortcrust-pastry']",,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,
474,"Baxters Chef Selections Bramley Apple,Date & Stout Chutney 230G",5012427200203,['France'],[],[],?,169,707 kj(169 kcal),"0,1",0,"40,3","37,8","0,7","1,1","0,44",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Chutneys de fruit']",,-8%,-83%,-5%,-11%,,['Baxters'],+54%,+54%,,,,,,,,,,0.1 g,en faible quantité,0 g,en faible quantité,37.8 g,en quantité élevée,1.1 g,en quantité modérée,-9%,-100%,-5%,9,+4%,C,+4%,,,,,,,,,,
475,Boudintella aux pommes,1234500004117,['France'],[],[],?,?,1146 kj(274 kcal),"24,5","8,19","5,3","2,1","1,29","1,29","0,516",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Os de jambon 704,4250078907046,['France'],[],[],?,?,,?,,?,,?,,,,['Os de jambon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Chipolatas natures x20,2551708014144,['France'],[],[],?,?,,?,,?,,?,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,,,,,E,,,,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,,,,,,,,,,,,
478,Danusia,5900102000142,['France'],[],[],?,506,2117 kj(506 kcal),25,15,61,56,"5,3","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,La brochette de poulet Thym Citron,2216334040935,['France'],[],[],?,104,435 kj(104 kcal),"1,7","0,5","2,8","1,4",19,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mini shortbread,39047010109,['France'],[],[],?,540,2259 kj(540 kcal),"32,1","20,1","56,5","18,3","5,2","0,68","0,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Farine,3760149480022,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Starburst Fruity Chews Bag 192G,4009900455442,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,BCAA 4:1:1,3662072023577,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Cookie cœur chocolat,59523437,['France'],[],[],?,526,2201 kj(526 kcal),28,15,60,37,"6,7","0,66","0,264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,Wrap Tomate Mozza,0291418022047,['France'],[],[],?,122,510 kj(122 kcal),"2,96","1,42","18,66","3,7",4,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,Moutarde au miel - Amora,8710908910982,['France'],[],[],?,15,63 kj(15 kcal),0,0,2,2,0,"0,5","0,2",,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes au miel']",,-93%,-100%,-89%,-100%,B,"['Amora', 'Maille']",-86%,-86%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,0 g,en faible quantité,0 g,en faible quantité,2 g,en faible quantité,0.5 g,en quantité modérée,-93%,-100%,-86%,2,-86%,B,-86%,,,,,,,,,,
487,Cheddar cheese and tomato chutney,5055279023286,['France'],[],[],?,232,971 kj(232 kcal),"7,6","3,6","29,4",6,"9,7","1,05","0,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,All Butter Sultana Cookies,11686,['France'],[],[],?,446,1866 kj(446 kcal),"17,9",11,"64,3","34,7","5,5","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,Moelleux fourré,3061435093668,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,The blanc la Vanille - Palais des Thés,2700728001096,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,['Palais des Thés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Confiture extra 3 fruits rouges,3760239182737,['France'],[],[],?,224,937 kj(224 kcal),"0,5","0,1",54,53,"0,5","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Tourte muster et cumin,3760146261341,['France'],[],[],?,282,1180 kj(282 kcal),"19,4","11,94","20,1","1,7",8,"1,12","0,448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Cantuccini al cioccolato -,8024724001527,['France'],[],[],?,435,1820 kj(435 kcal),"16,2",10,"64,2","41,1","8,2","0,3","0,12",,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs', 'Cantucci']",,-1%,+13%,-3%,-16%,C,,-6%,-6%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,16.2 g,en quantité modérée,10 g,en quantité élevée,41.1 g,en quantité élevée,0.3 g,en quantité modérée,-1%,+152%,+28%,24,+55%,E,+55%,,,,,,,,,,
494,Vinaigre de reims - Éric Bur,3144550016801,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,['Éric Bur'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Piémontaise au jambon supérieur - 800g,3434590426259,['France'],[],[],?,?,,?,,?,,?,,,800 g,"['Plats préparés', 'Produits à la viande', 'Salades', 'Plats préparés à la viande', 'Salades composées', 'Plats au porc', 'Plats à base de pommes de terre', 'Salades de pommes de terre', 'Salades piémontaises', 'Salades piémontaises au jambon']",,,,,,C,,,,72.8%,14.2%,6.7%,3.8%,2.0%,0.5%,58,"['FR 50.099.004 CE', 'Carentan (Manche, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,
496,ballottine de volaille belle epoque,2470745015818,['France'],[],[],?,260,1088 kj(260 kcal),22,"8,1","3,4","1,2",12,"2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,Salade de mini pennes aux poivrons et artichauts,3434590420394,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Boules de chocolat au lait fourré de fondant onctueux - Lindt,0037466012469,['France'],[],[],?,600,2510 kj(600 kcal),"46,67","33,33","46,67","46,67","6,67",0,0,,,,,,,,,['Lindt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Breizh 100% Arabica Bio,3328043331842,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,
500,Poulet fermier jaune label rouge,0221106076359,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,['Label Rouge'],,,,,,,,,,,,,,,,,,,,,,,,,
501,Saucisson Sec Fleuri Île De Be,2658902034111,['France'],[],[],?,381,1594 kj(381 kcal),12,1,1,1,33,"5,2","2,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,"Bulgour fin, chèvre et fèves de soja - Mix buffet",2017306,['France'],[],[],?,?,,?,,?,,?,,,,"['Plats préparés', 'Salades']",,,,,,,['Mix buffet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,Jambon emmental,3760275840691,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,Jambon superieur sans couenne,2871621029989,['France'],[],[],?,111,464 kj(111 kcal),3,"1,2",1,"0,5",20,"2,1","0,84",,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Jambon sans couenne']",,-16%,-38%,+49%,-5%,E,,+12%,+12%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['EMB 14752B', 'Villers-Bocage (Calvados, France)', 'FR 14.752.020 CE', 'Villers-Bocage (Calvados, France)']",,3 g,en quantité modérée,1.2 g,en faible quantité,0.5 g,en faible quantité,2.1 g,en quantité élevée,-15%,-35%,-16%,11,+56%,D,+56%,,,,,,,,,,
505,Sirop au sucre de canne BIO Citron - Sélection des comptoirs,3760239182638,['France'],[],[],?,272,1138 kj(272 kcal),"0,1","0,1","68,1","68,1","0,4","0,001",0,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de citron']",,+29%,-19%,+30%,+215%,B,['Sélection des comptoirs'],-95%,-95%,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,"['Bio', 'Sans colorants']",,,,,,,,,+27%,+187%,+38%,,,,,,,,,,,,,,
506,Pâté de bacalhau,5602899271414,['France'],[],[],?,241,1008 kj(241 kcal),17,"3,3",14,"0,26","8,8","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,Baie de Goji sechee,0222766019687,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,Courgette,3700344610503,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,Rôti de filet de porc,2209821004947,['France'],[],[],?,100,418 kj(100 kcal),"3,5","1,3",0,0,23,"0,15","0,06",,"['Viandes', 'Porc', 'Rôtis de porc']",,-31%,-30%,-100%,+3%,E,,-91%,-91%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,"['FR 14.762.106 CE', 'Vire (Calvados, France)']","['Viande Française', 'Viande Porcine Française']",3.5 g,en quantité modérée,1.3 g,en faible quantité,0 g,en faible quantité,0.15 g,en faible quantité,-30%,-38%,-100%,-3,-142%,A,-142%,,,,,,,,,,
510,Jambon serrano,8425545114760,['France'],[],[],?,254,1063 kj(254 kcal),16,"5,7","0,5","0,5",27,"3,2","1,28",,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,
511,Sparkling Brazilian Orange & Alphonso Mango Presse,89272,['France'],[],[],?,32,134 kj(32 kcal),"0,1","0,1","7,9","7,6","0,1","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Lady merveilles,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,
513,Ventaglictti,8002234600355,['France'],[],[],?,540,2259 kj(540 kcal),31,15,59,20,"5,4","0,92","0,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,Pain polka - Auchan,2090000171884,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,
515,Melange fruits noix et baies - Marks & Spencer,9990211841162628345,['France'],[],[],?,419,1753 kj(419 kcal),"19,3","2,8","49,5","44,4","6,1","0,03","0,012",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés']",,-25%,-55%,+161%,-62%,,['Marks & Spencer'],-91%,-91%,,,,,,,,,,19.3 g,en quantité modérée,2.8 g,en quantité modérée,44.4 g,en quantité élevée,0.03 g,en faible quantité,-25%,-50%,+385%,16,+149%,D,+149%,,,,,,,,,,
516,Double chocolate cookies,5011766991261,['France'],[],[],?,484,2025 kj(484 kcal),"24,1","11,8","61,1","27,6","4,3","0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,0207506084958,0207506084958,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Batonnets de mangues,2868532031620,['France'],[],[],?,67,280 kj(67 kcal),"0,5","0,01","15,3","12,9","0,7","0,01","0,004",,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,
519,Anneaux a la noix de coco,3700843524097,['France'],[],[],?,444,1858 kj(444 kcal),"20,6","18,2","58,7","46,1","3,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Ail aux herbes de Provence,2600201018965,['France'],[],[],?,57,238 kj(57 kcal),"2,5","0,2","5,6","0,7","3,1","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,Chips vinaigre de cidre - Jules et Louise - 35g,3770008133525,['France'],[],[],?,510,2134 kj(510 kcal),"28,9","3,1","52,7","0,6","7,6","0,4","0,16",35g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', 'Chips au sel et vinaigre']",,-3%,-9%,+2%,+28%,B,['Jules et Louise'],-75%,-75%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,"['EMB 80677B', 'Roisel (Somme, France)']",['Fabriqué en France'],28.9 g,en quantité élevée,3.1 g,en quantité modérée,0.6 g,en faible quantité,0.4 g,en quantité modérée,-3%,+9%,-56%,6,-51%,C,-51%,,,,,,,,,,
522,Véritable andouille de guemene a l'ancienne fumée,2231793035094,['France'],[],[],?,252,1054 kj(252 kcal),20,"9,6",0,0,18,"2,9","1,16",,['Fr:Andouille de Guémené'],,+2%,+1%,-100%,+10%,,,+16%,+16%,,,,,,,,,,20 g,en quantité modérée,9.6 g,en quantité élevée,0 g,en faible quantité,2.9 g,en quantité élevée,+2%,-5%,-100%,22,+2%,E,+2%,,,,,,,,,,
523,Saucisse à l'ancienne -,2439594043168,['France'],[],[],?,441,1845 kj(441 kcal),36,15,"2,2","0,6",27,"4,4","1,76",,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,,,,,,,,,,,,
524,Lustucru,3240931540474,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,['Lustucru'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,2 cotes de porc,0290055018376,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,0211660020479,0211660020479,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,"['FR 35.136.002 CE', 'Janzé (Ille-et-Vilaine, France)']","['Viande Française', 'Viande-bovine-francaise']",,,,,,,,,,,,,,,,,,,,,,,,,
527,Filetés de anchoas,8410102201786,['France'],[],[],?,210,879 kj(210 kcal),"9,7","2,2",0,0,"28,9","9,2","3,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Gnocchi à Poêler Extra Raclette - Lustucru - 2x 180g,3240931544540,['France'],"['7,5 g Ing dur', 'flocons deS acide as', '0rDique épice:curcum tsPote agnocchi 70 % legu', 'semoule de émulsihant', ""ono et diglycérides d'acidn pomme s e pommes de to 30% "", 'créme fre Gornit posteur Híchudrote']",[],?,216,904 kj(216 kcal),"8,3","4,2",27,"1,3","7,5","1,6","0,64",2 x 180 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']",,+29%,+506%,-18%,+79%,B,['Lustucru'],+42%,+42%,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,8.3 g,en quantité modérée,4.2 g,en quantité modérée,1.3 g,en faible quantité,1.6 g,en quantité élevée,+29%,+1026%,+8%,13,+264%,D,+264%,['Paquet'],,,,,,,,,
529,Mentos Chewing Gum Pure Fresh,3174330206191,['France'],[],[],?,169,707 kj(169 kcal),0,0,"70,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,0211672031296,0211672031296,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Egg Fried Rice,107884,['France'],[],[],?,234,979 kj(234 kcal),"4,4","0,6","0,2","0,2",0,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Thé - Palais des Thés - 112g,2700464001121,['France'],[],[],?,?,,?,,?,,?,,,112 g,,,,,,,,['Palais des Thés'],,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,
533,Lustucru,3240931537900,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,['Lustucru'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Beignets framboise,2030000019632,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,Ananas en morceaux,2248870023097,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Ananas']",,,,,,B,,,,37.7%,0.0%,0.0%,33.4%,15.9%,13.1%,95,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,Lustucru,3240931541396,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,['Lustucru'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Nohut - Meray,4251032603486,['France'],[],[],?,729,3050 kj(729 kcal),"69,2",6,3,3,18,"0,007","0,003",,,,,,,,,['Meray'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Coca Cola,06880996,['France'],[],[],?,42,176 kj(42 kcal),0,0,"10,6","10,6",0,0,0,,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Sodas au cola']",,+100%,-100%,+97%,-100%,,['Coca-Cola'],-100%,-100%,,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,10.6 g,en quantité élevée,0 g,en faible quantité,+98%,-100%,+102%,14,+90%,E,+90%,,,,,,,,,,
539,Tenderstem broccoli,00520164,['France'],[],[],?,43,180 kj(43 kcal),"0,6","0,1","3,1","1,9","4,3","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Abricot ambrès moelleux,1663348555565,['France'],[],[],?,197,824 kj(197 kcal),"0,5","0,1",46,31,2,"0,01","0,004",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,-25%,+3%,-21%,-35%,D,,-72%,-72%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,0.5 g,en faible quantité,0.1 g,en faible quantité,31 g,en quantité élevée,0.01 g,en faible quantité,-25%,+65%,-32%,2,-42%,B,-42%,,,,,,,,,,
541,Les petits cagniotes,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,Gingembre moulu,8436038261663,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Gingembre', 'Gingembre en poudre', 'en:Gingembre moulu']",,,,,,B,,,,37.8%,0.0%,31.7%,20.0%,10.4%,0.0%,93,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,Wafer thin turkey,5060188691792,['France'],[],[],?,125,523 kj(125 kcal),5,"1,6","0,5","0,5",20,"2,1","0,84",,,,,,,,,,,,,,,,,,,,['Halal'],,,,,,,,,,,,,,,,,,,,,,,,,
544,Aioli,3770004371143,['France'],[],[],?,563,2356 kj(563 kcal),"59,4","6,44","4,44","0,5","2,35","0,74","0,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,50g,6256217463433,['France'],[],[],?,?,,?,,?,,?,,,50 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,Chocolat noir et éclats de noisettes - Le chocolat des français,3701198800478,['France'],"['masse de cacao', 'sucre de canne roux', 'beurre de cacao', 'éclats de noisettes 10 %']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,579,2423 kj(579 kcal),"45,2","23,8","27,3","23,5","8,7","0,02","0,008",,,,,,,,,['Le chocolat des français'],,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,
547,Mini calissons sous Flow pack,3465170215222,['France'],[],[],?,409,1711 kj(409 kcal),16,0,62,58,"6,6","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
