,name,bar_code,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,eco_score,labels,traceability_code,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,nutriment_salt_tr,nutriment_sodium_tr,quantity,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,ingredients_origins,manufacturing,link,allergens,nova_score,markets,generic_name,packaging,additives,brand_owner,palm_ingredients
1067,Tea Cake - M&S,00559232,"['Boissons', 'Boissons avec sucre ajouté', 'Boissons sans sucre ajouté']","['France', 'Royaume-Uni']","['Chocolat au lait ', 'sucre Beurre de cacao • Lait en poudre entier • Masse de cacao • Lactosérum en poudre ', 'Lait', ' • Emulsifiant : Lécithine de soja • Arôme', ' • Sirop de glucose • Farine de blé contient Gluten ', 'avec Farine de blé', 'Carbonate de calcium', 'Fer', 'Niacine', 'Thiamine', ' • Eau • Sucre • Huile de palme • Sirop i ide sucre partiellement inverti • Cacao maigre en poudre', ""Gélatine de bœuf • Blanc d'œufs de poules élevees en plein air en poudre • Poudre à lever : Bicarbonate de soude"", 'E503 • Sel • Arôme']","['Huile de palme', 'Non végétalien', 'Non végétarien']",17.1 g,en quantité élevée,9.9 g,en quantité élevée,43.7 g,en quantité élevée,?,,441,+902%,1845 kj(441 kcal),+837%,"17,1",+5004%,"9,9",+10343%,"64,5",+647%,"43,7",+545%,"5,6",+1024%,,,,,,,,,,,['M&S'],"0,35","0,14",,0.35 g,en quantité modérée,+638%,+638%,27,+390%,E,+390%,,,,"['Gluten', 'Lait']",4,['Marks & Spencer'],,,"['E322i - Lécithine', 'E428 - Gélatine', 'E500ii - Carbonate acide de sodium', ""E503 - Carbonates d'ammonium""]",,['Huile de palme']
1068,Purely Mango - M&S,00563734,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux']","['France', 'Royaume-Uni']",['mango'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",0.2 g,en faible quantité,0.1 g,en faible quantité,13.3 g,en quantité élevée,?,,63,-60%,264 kj(63 kcal),-60%,"0,2",-97%,"0,1",-98%,"13,6",-19%,"13,3",+11%,"0,7",-56%,,,,,,,,,,,['M&S'],"0,1","0,04",,0.1 g,en faible quantité,+79%,+79%,-6,,A,,,,,,1,['Marks & Spencer'],,,,,
1069,9 stollen bites - Marks & Spencer - 185g e,00574419,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux']","['France', 'Royaume-Uni']",[],['Végétarien'],12.7 g,en quantité modérée,4.6 g,en quantité modérée,36.1 g,en quantité élevée,1479,-13%,352,-13%,1479 kj(352 kcal),-12%,"12,7",-35%,"4,6",-40%,53,+7%,"36,1",+29%,"4,8",-12%,,"['Végétarien', 'Point Vert']",['FSC-C023337'],,,,,,,,['Marks & Spencer'],"0,3","0,12",185 g e,0.3 g,en quantité modérée,-51%,-51%,14,-22%,D,-22%,,,,,,['Marks & Spencer'],,"['Carton', 'boîte', 'Plastique']",,,
1070,Butterscotch Drops - Marks & Spencer,00581172,,['France'],[],[],,,,,,,?,,279,,1167 kj(279 kcal),,"7,7",,"5,1",,"86,9",,"0,5",,"0,2",,,,,,,,,,,,['Marks & Spencer'],"0,83","0,332",,,,,,,,,,,,,,,,,,,,
1071,Fruit cocktail - Marks And Spencer,00593441,,['France'],[],[],,,,,,,?,,40,,167 kj(40 kcal),,"0,1",,0,,"8,3",,"8,3",,"0,7",,,,,,,,,,,,['Marks And Spencer'],"0,03","0,012",,,,,,,,,,,,,,,,,,,,
1072,Chapattis,00594158,,['France'],[],[],,,,,,,?,,299,,1251 kj(299 kcal),,"5,1",,"0,4",,"50,7",,"2,8",,"9,4",,,,,,,,,,,,,"0,83","0,332",,,,,,,,,,,,,,,,,,,,
1073,Jus d'orange sans pulpe 100%,0060383155728,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", ""Jus d'orange sans pulpe""]",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,8.8 g,en quantité élevée,?,,48,+9%,201 kj(48 kcal),+10%,0,-100%,0,-100%,"11,2",+18%,"8,8",-2%,"0,8",+21%,D,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,0,0,,0 g,en faible quantité,-100%,-100%,3,+6%,C,+6%,,,,,,,,,,,
1074,Poudre de cacao - PC Organics - 224g,0060383197520,"['Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Cacaos en poudre']",['France'],"['Cacao biologique', 'Carbonate de potassium']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.5 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,?,,20,-94%,84 kj(20 kcal),-94%,"0,5",-96%,"0,4",-95%,0,-100%,0,-100%,1,-94%,E,"['Bio', 'Biologique Canada']",,94.3%,2.4%,0.9%,2.1%,0.3%,0.0%,17,['PC Organics'],0,0,224g,0 g,en faible quantité,-100%,-100%,-1,-111%,A,-111%,,,,,1,,,['Paper'],['E501i - Carbonate de potassium'],,
1075,Jus d'ananas,0060383202187,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'ananas""]",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,120,+145%,502 kj(120 kcal),+144%,0,-100%,0,-100%,10,-15%,0,-100%,0,-100%,D,['Sans sucre ajouté'],,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,1,"0,4",,1 g,en quantité élevée,+14781%,+14781%,4,-22%,C,-22%,,,,,,,,,,,
1076,Le Choix Du Président Arachides Grillées Au Miel - PC,0060383665869,,['France'],"['ARACHIDES', 'SUCRE', 'FÉCULE DE POMME DE ET DE MODIFIÉE', 'MIEL', 'MALTODEXTRINE DE MAIS', 'GOMME XANTHANE', 'FRUCTOSE', 'I HUILE DE CANOLA ET/OU DE FEVES DE SOYA', 'SEL', ' PEUT CONTENIR NOIX ET BLÉ']",['Non végétalien'],,,,,,,?,,600,,2510 kj(600 kcal),,42,,7,,34,,14,,20,,,['Sans arômes artificiels'],,,,,,,,,['PC'],0,0,,,,,,,,,,,,,['Arachides'],4,,,,['E415 - Gomme xanthane'],,
1077,President's Choice Organic Quick Oats Hot Cereal - Organics Biologique,0060383690229,,['France'],"[""FLOCONS D'AVOINE BIOLOGIQUE"", 'PEUT CONTENIR : BLÉ', '? SIn,']",[],,,,,,,?,,150,,628 kj(150 kcal),,"2,5",,"0,5",,30,,0,,4,,,"['Bio', 'Biologique Canada']",,,,,,,,,['Organics Biologique'],0,0,,,,,,,,,,,,,"['Gluten', 'Avoine']",,,,,,,
1078,Beurre D'arachide Croquant PC Biologique - President's Choice,0060383708832,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Matières grasses', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes']",['France'],['ARACHIDES BIOLOGIQUES FRAÎCHEMENT RÔTIES'],[],46.7 g,en quantité élevée,6.7 g,en quantité élevée,6.7 g,en quantité modérée,?,,600,0%,2510 kj(600 kcal),+0%,"46,7",-3%,"6,7",-19%,20,+39%,"6,7",+6%,"26,7",+9%,C,['Bio'],,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,"[""President's Choice""]",0,0,,0 g,en faible quantité,-100%,-100%,-1,-109%,A,-109%,,,,,,,,,,,
1079,President's Choice Blue Menu Natural Flavor Microwave Popcorn - PC menu bleu - 480g,0060383990077,['Mais-a-eclater'],['France'],"['MAIS A ÉCLATER A GRAINS ENTIERS', 'HUILE DE PALME', 'SEL', ' PEUT CONTENIR: LAIT']",['Huile de palme'],2 g,en faible quantité,1 g,en faible quantité,0 g,en faible quantité,?,,120,,502 kj(120 kcal),,2,,1,,26,,0,,3,,,,,,,,,,,,['PC menu bleu'],"0,241","0,097",480 g,0.241 g,en faible quantité,,,-4,,A,,,,,,3,,,,,,['Huile de palme']
1080,Chips tortilla aromatisé fromage - Doritos,0060410030318,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de maïs']",['France'],"['MAIS CHOISI', 'HUILE VÉGÉTALE', 'ASSAISONNEMENT ', 'MALTODEXTRINE DE MAIS', 'SEL', 'FROMAGE CHEDDAR', 'LACTOSERUM GLUTAMATE MONOSODIQUE', 'BABEURRE', 'FROMAGE ROMANO', 'CONCENTRE PROTEIQUE DE LACTOSERUM', 'OIGNON EN POUDRE', 'HUILE VÉGÉTALE', 'FARINE DE MAIS', 'AROMES NATUREL ', 'aromes ARTIFICIELs', 'DEXTROSE', 'POUDRE DE TOMATES LACTOSE', 'ÉPICES', 'COLORANT', 'ACIDE LACTIQUE', 'ACIDE CITRIQUE', 'SUCRE', "" POUDRE D'AIL"", 'LAIT ÉCRÉMÉ', 'POUDRE DE POIVRONS ROUGES ET VERTS INOSINATE DISODIQUE', 'GUANYLATE DISODIQUE', 'HYDROXYDE DE CALCIUM', ' CONTIENT DES INGREDIENTS DU LAIT', ' SANS GLUTEN']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",26 g,en quantité élevée,4 g,en quantité modérée,2 g,en faible quantité,?,,320,-34%,1339 kj(320 kcal),-34%,26,+15%,4,+37%,64,+6%,2,+6%,6,-6%,B,"['Sans gluten', 'Contient du lait']",,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,['Doritos'],"0,74","0,296",,0.74 g,en quantité modérée,-37%,-37%,6,-38%,C,-38%,,,,['Lait'],4,,,,"['E270 - Acide lactique', 'E330 - Acide citrique', 'E627 - Guanylate disodique']",,
1081,Sunrype Fruit To Go Snack - Variety Pack of 72 {imported From Canada},0061522900001,,['France'],"['CONCENTRÉ DE PURÉE DE POMME', 'CONCENTRÉS DE JUS DE POMME ET DE POIRE', 'PEUT CONTENIR DU CONCENTRÉ DE JUS DE CAROTTE OU DE CERISE OU DE PASTÈQUE ET/OU DU CONCENTRÉ DE BAIES SAUVAGES ', 'CONCENTRÉS DE JUS DE CERISE', 'DE FRAMBOISE', 'DE BLEUET', 'DE CANNEBERGE ET DE MÛRE DE BOYSEN', 'ARÔME NATUREL', ' ET/OU DU CONCENTRÉ DE JUS DE FRAISE*', ""PEUT CONTENIR DE L'ACIDE CITRIQUE*"", ""PECTINE D'AGRUMES"", 'CONCENTRÉ DE JUS DE BAIE DE SUREAU', 'ARÔME NATUREL', 'CONCENTRÉ DE JUS DE CITRON', '*DÉPEND DE LA SAVEUR', ""NE CONTIENT PAS D'INGRÉDIENTS À BASE D'ARACHIDES"", 'DE NOIX OU DE GLUTEN', 'VÉGÉTALIEN,']","['Végétalien', 'Végétarien']",,,,,,,?,,350,,1464 kj(350 kcal),,0,,0,,84,,77,,"1,4",,,"['Végétarien', 'Végétalien']",,,,,,,,,['Sunrype'],"0,035","0,014",,,,,,,,,,,,,,4,,,,['E440 - Pectines'],,
1082,Huile d'olive extra vierge - Aurora - 750ml,0061659000643,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['France'],[],[],93.3 g,en quantité élevée,13.3 g,en quantité élevée,0 g,en faible quantité,?,,800,-7%,3347 kj(800 kcal),-7%,"93,333",-2%,"13,333",-5%,0,,0,,0,,D,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,['Aurora'],0,0,750 ml,0 g,en faible quantité,-100%,-100%,5,-19%,C,-19%,,,,,,,,,,,
1083,Maple Leaf Bacon 375 G,0063100219406,,"['Canada', 'France']",[],[],,,,,,,?,,400,,1674 kj(400 kcal),,38,,14,,0,,0,,12,,,,,,,,,,,,['Maple Leaf'],1,"0,4",,,,,,,,,,,,,,,,,,,,
1084,Hot chocolate - Tim Hortons,0063209090692,"['Boissons', 'Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Boissons instantanées', 'Chocolats en poudre']","['France', 'Espagne']","['SUCRE', 'SOLIDES DE GLUCOSE', 'SUBSTANCES LAITIÈRES MODIFIÉES', 'CACAO', 'HUILE DE COPRA HYDROGÉNÉE', 'SEL', 'GOMME DE CELLULOSE', 'PHOSPHATE DIPOTASSIQUE', 'BIOXYDE DE SILICIUM', 'ARÔME ET ARÔME ARTIFICIEL', 'SILICOALUMINATE DE SODIUM', 'MONO - ET DIGLYCÉRIDES', 'ESTERS TARTRIQUESDES ET DIGLYCÉRIDES ACÉTYLÉS', ' PEUT CONTENIR DES PRODUITS DE SOJA']",['Non végétalien'],,,,,,,?,,400,+20%,1674 kj(400 kcal),+17%,"7,14",+66%,"7,14",+180%,87,+37%,"69,6",+23%,"2,98",-53%,D,,,75.0%,1.1%,15.1%,5.7%,3.2%,0.0%,52,['Tim Hortons'],"5,51","2,204",,,,+2536%,+2536%,,,,,,,,,4,,,,"['E466 - Carboxyméthylcellulose', 'E340ii - Phosphate dipotassique', 'E554 - Silicate alumino-sodique']",,
1085,Tim Hortons French Vanilla Cappuccino 454g Can - Canadienne,0063209093709,"['Boissons', 'Boissons avec sucre ajouté']",['France'],"['SUCRE', 'CONCENTRÉ DE COLORANT À CAFÉ AROMATISÉ ET SUCRÉ ', 'EXTRAIT SEC DE GLUCOSE', 'HUILE DE COCO HYDROGÉNÉE', 'CASÉINATE DE SODIUM ', 'UN DÉRIVÉ DU LAIT', 'PHOSPHATE DE SODIUM', 'MONO ET DIGLYCÉRIDES', "" ESTERS D'ACIDES TARTARIQUES DES MONOS ET DIGLYCÉRIDES ACÉTYLÉS"", 'SILICOALUMINATE DE SODIUM', 'ARÔME ARTIFICIEL]', 'LACTOSÉRUM', 'SUBSTANCES LAITIÈRES MODIFIÉES', 'POUDRE DE LAIT ECRÉMÉ', 'CAFÉ INSTANTANÉ,ARôMES ARTIFICIELS', 'DIOXYDE DE SILICIUM', 'CACAO', 'GOMME DE CARBOXYMÉTHYLCELLULOSE', ' CONTIENT DU LAIT']",['Non végétalien'],5 g,en quantité modérée,4.5 g,en quantité élevée,19 g,en quantité élevée,?,,160,+88%,669 kj(160 kcal),+81%,5,+1233%,"4,5",+2611%,26,+31%,19,+4%,2,+271%,,,,,,,,,,,['Canadienne'],0,0,,0 g,en faible quantité,-100%,-100%,24,+102%,E,+102%,,,,['Lait'],4,,,,['E554 - Silicate alumino-sodique'],,
1086,Pain Original -,0063400030350,,['France'],"['FARINE DE BLE ENRICHIE', 'EAU*', 'SUCRE/GLUCOSE-FRUCTOSE', 'LEVURE', 'FARINE DE POMME DE TERRE', 'SEL HUILE DE SOYA ET/OU CANOLA', 'PROPIONATE DE CALCIUM', 'STEAROYL-2-LACTYLATE DE SODIUM', 'LÉCITHINE DE SOYA', ' MONOGLYCERIDES VÉGÉTAUX', 'PEUT CONTENIR GLUTEN DE BLE AJOUTÉ', ""ESTERS DE L'ACIDE DIACETYLTARTRIQUE ET DES MOND-ET DIGLYCÉRIQUES"", 'ACIDE SORBIQUE', ' GARNITURE: FARINE DE BLE ENRICHIE ""SÉQUENCE PEUT CHANGER', ' CONTIENT: BLE', 'SOYA', ' PEUT CONTENIR: GRAINES DE SÉSAME BOULANGERIES WESTON LIMITE', 'TORONTO', 'CANADA M8Z 1T3 ®UTUSÉE SOUS LICENCE2018']","[""Pourrait contenir de l'huile de palme""]",,,,,,,?,,266,,1113 kj(266 kcal),,"3,16",,"0,63",,"50,63",,"2,53",,"8,86",,,,,,,,,,,,,"0,5","0,2",,,,,,,,,,,,,,4,,,,"['E282 - Propionate de calcium', 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E322i - Lécithine', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",,
1087,Biscuits Crème Feuille D'érable - Leclerc - 350g,0064042002941,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits fourrés']","['Canada', 'France']","['FARINE DE BLÉ ENRICHIE', 'SUCRE', 'HUILE MODIFIÉE DE PALME ET/OU DE PALMISTE', 'SEL', 'BICARBONATE DE SODIUM', 'LÉCITHINE DE SOYA', 'SUBSTANCES LAITIÈRES', 'ARÔME NATUREL ET ARTIFICIEL', 'COLORANT']",[],17.2 g,en quantité modérée,8.62 g,en quantité élevée,41.4 g,en quantité élevée,?,,483,+3%,2020 kj(483 kcal),+3%,"17,2",-10%,"8,62",+1%,"75,9",+14%,"41,4",+25%,"3,45",-41%,C,,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['Leclerc'],"0,701","0,28",350g,0.701 g,en quantité modérée,+27%,+27%,26,+31%,E,+31%,,['Canada'],,"['Œufs', 'Gluten', 'Soja']",4,,,,"['E500ii - Carbonate acide de sodium', 'E322i - Lécithine']",,
1088,Biscuits Au Beurre Avec Tablette De Chocolat Au Lait - Celebrations - 240g,0064042006420,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Petits beurres', 'Biscuits tablette de chocolat', 'Petit beurre au chocolat', 'Biscuits au chocolat au lait', 'Biscuits tablette de chocolat au lait', 'Snacks Canada']","['Canada', 'France']","['CHOCOLAT AU LAIT ', 'SUCRE', 'BEURRE DE CACAO', 'LIQUEUR DE CHOCOLAT', 'SUBSTANCES LAITIÈRES', 'LÉCITHINE DE SOYA', 'VANILLINE', 'FARINE DE BLÉ ENRICHIE', 'SUCRE', 'BEURRE', 'BICARBONATE DE SODIUM', 'SEL', 'LÉCITHINE DE SOYA', 'ARÔME ARTIFICIEL']",[],21 g,en quantité élevée,13 g,en quantité élevée,34 g,en quantité élevée,?,,533,+6%,2230 kj(533 kcal),+6%,21,-11%,13,-10%,63,-2%,34,-8%,7,+3%,D,"['Pur beurre', 'Pur beurre de cacao']",,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,['Celebrations'],"0,2","0,08",240 g,0.2 g,en faible quantité,-65%,-65%,20,-18%,E,-18%,,,,,,,,,,,
1089,Leclerc Celebration Biscuits Au Beurre Chocolat Noir 70% Cacao - Celebrations - 240g,0064042006734,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Petits beurres', 'Biscuits tablette de chocolat', 'Petit beurre au chocolat', 'Biscuits au chocolat noir', 'Biscuits tablette de chocolat noir']","['Canada', 'France']","['CHOCOLAT NOIR ', 'LIQUEUR DE CHOCOLAT', 'SUCRE', 'BEURRE DE CACAO', 'SUBSTANCES LAITIÈRES', 'LÉCITHINE DE SOYA', 'EXTRAIT DE VANILLE', 'FARINE DE BLÉ ENRICHIE', 'SUCRE', 'BEURRE', 'BICARBONATE DE SODIUM', 'SEL', 'LÉCITHINE DE SOYA', 'ARÔME ARTIFICIEL', '? PEUT CONTENIR DES ARACHIDES ET DES NOIX,']",['Non végétalien'],26.7 g,en quantité élevée,15 g,en quantité élevée,26.7 g,en quantité élevée,?,,533,+7%,2230 kj(533 kcal),+7%,"26,7",+10%,15,+1%,"63,3",+2%,"26,7",-17%,"6,67",-1%,D,,,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,['Celebrations'],"0,466","0,186",240 g,0.466 g,en quantité modérée,-9%,-9%,18,-17%,D,-17%,,,,['Lait'],4,,,['Sec'],"['E322i - Lécithine', 'E500ii - Carbonate acide de sodium']",,
1090,Special K Originales - Kellogg's - 435g,0064100106215,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']","['Canada', 'France']","['Riz', 'gluten de blé', 'sucre', 'germe de blé', 'sel', 'substances laitières modifiées', ""extrait de maïs et d'orge maltée"", ' Vitamines et minéraux : fer', 'chlorhydrate de thiamine', 'd-pantothénate de calcium', 'cholécalciférol ', 'vitamine D3', 'chlorhydrate de pyridoxine', 'acide folique']",['Non végétalien'],1.52 g,en faible quantité,0.3 g,en faible quantité,12.5 g,en quantité modérée,?,,375,-6%,1569 kj(375 kcal),-6%,"1,52",-83%,"0,3",-86%,75,+12%,"12,5",-25%,9,-4%,C,"['Kascher', 'Sans arômes artificiels', 'en:COR Kosher', 'Sans colorants artificiels']",,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,"[""Kellogg's""]","1,524","0,61",435 g,1.52 g,en quantité élevée,+327%,+327%,12,+123%,D,+123%,,,,"['Gluten', 'Lait']",4,,Céréales à base de flocons de riz grillés. - Special K Originales,"['Carton', 'Plastique']",,,
1091,Céréale Frosted Flake Orig - Kellogg's - 425g,0064100108264,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']","['Canada', 'France']","['MAIS MOULU', 'SUCRE', ""EXTRAIT DE MAÏS ET D'ORGE MALTÉE"", 'SEL', 'COLORANT', 'BHT', 'VITAMINES ET MINÉRAUX : FER', 'NIACINAMIDE', 'CHLORHYDRATE DE THIAMINE', 'CHOLÉCALCIFÉROL ', 'VITAMINE D3', 'd-PANTOTHÉNATE DE CALCIUM', 'CHLORHYDRATE DE PYRIDOXINE', 'ACIDE FOLIQUE', "" CONTIENT DES INGRÉDIENTS DE L'ORGE""]",[],0 g,en faible quantité,0 g,en faible quantité,35.7 g,en quantité élevée,?,,357,-11%,1490 kj(357 kcal),-11%,0,-100%,0,-100%,"89,3",+34%,"35,7",+114%,"7,14",-23%,C,,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,"[""Kellogg's""]","1,18","0,472",425 g,1.18 g,en quantité modérée,+231%,+231%,16,+197%,D,+197%,,,,"[""CONTIENT DES INGRÉDIENTS DE L'ORGE.""]",4,,,,['E321 - Butylhydroxytoluène'],,
1092,Vector,0064100123816,,['France'],[],[],,,,,,,?,,480,,2008 kj(480 kcal),,20,,4,,60,,19,,19,,,,,,,,,,,,,1,"0,4",,,,,,,,,,,,,,,,,,,,
1093,Coconut Oil Kokusnuss öl No Sticking 141 Gramm - Pam,0064144031351,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits']","['France', 'Espagne', 'États-Unis']","['COCONUT OIL', 'LECITHIN FROM SOYBEANS ', 'NON-STICK AGENT', ' CONTAINS: soy']",[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,,,['Pam'],0,0,,0 g,en faible quantité,-100%,-100%,0,-100%,B,-100%,,,,['Soja'],,,,,,Conagra Brands,
1094,Gulden's Spicy Brown Mustard,0064144322879,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']","['France', 'Polynésie française', 'États-Unis']","['vinaigre', 'eau', 'graines de moutarde', 'sel', ""moins de 2% d'épices"", 'curcuma']",[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,5,-97%,21 kj(5 kcal),-97%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,B,,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,"[""GULDEN'S""]","2,5",1,,2.5 g,en quantité élevée,-47%,-47%,10,-14%,C,-14%,,,,,3,,,['pet-bottle'],,Conagra Brands,
1095,Pâtes Alimentaires Bistro (spaghettini tomates séchées au soleil et basilic) - Catelli - 375g,0064200115209,"['Pâtesl', 'Spaghettini']",['France'],"['Semoule de blé dur', 'poudre de tomate', 'épice', 'poudre de tomate séchée au soleil', 'fructose', 'sel', 'arôme artificiel', 'acide citrique', 'niacine', 'sulfate ferreux', 'mononitrate de thiamine', 'riboflavine', 'acide folique', ' Peut contenir des œufs']",['Sans huile de palme'],2.35 g,en faible quantité,0.471 g,en faible quantité,3.53 g,en faible quantité,?,,365,,1530 kj(365 kcal),,"2,35",,"0,471",,"72,9",,"3,53",,"14,1",,,,,,,,,,,,['Catelli'],"0,12","0,048",375 g,0.12 g,en faible quantité,,,-6,,A,,,,,,4,,,,['E330 - Acide citrique'],,
1096,Pâtes blanches - boucles - Catelli Smart,0064200150286,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']",['France'],"['SEMOULE ', 'BLÉ', ""FIBRES DE BALE D'AVOINE"", 'NIACINE', 'FER ', 'SULFATE FERREUX', 'MONONITRATE DE THIAMINE', 'RIBOFLAVINE', 'ACIDE FOLIQUE', 'PEUT CONTENIR DES ŒUFS,']",[],1.5 g,en faible quantité,0.3 g,en faible quantité,2 g,en faible quantité,?,,300,-10%,1255 kj(300 kcal),-10%,"1,5",-42%,"0,3",-57%,62,+0%,2,-28%,11,-5%,,,,,,,,,,,['Catelli Smart'],"0,01","0,004",,0.01 g,en faible quantité,-95%,-95%,-7,,A,,,,,['Gluten'],1,,,,,,
1097,Fusilli Sans Gluten - Catelli,0064200160025,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']",['France'],[],[],2.3 g,en faible quantité,0.575 g,en faible quantité,0 g,en faible quantité,?,,356,+7%,1490 kj(356 kcal),+7%,"2,3",-11%,"0,575",-18%,"75,9",+23%,0,-100%,"6,9",-41%,,['en:gluten-free'],,,,,,,,,['Catelli'],0,0,,0 g,en faible quantité,-100%,-100%,0,,B,,,,,,,,,['Carton'],,,
1098,Clark Beans With Maple Syrup,0064300227598,,['France'],[],[],,,,,,,?,,180,,753 kj(180 kcal),,1,,0,,35,,13,,7,,,,,,,,,,,,,"0,51","0,204",,,,,,,,,,,,,,,,,,,,
