,name,bar_code,brand,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,quantity,packaging,manufacturing,nova_score,palm_ingredients,allergens,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,traceability_code,markets,link,ingredients_origins
370,Grain d euryale,3379140104983,,,,['France'],[],[],,,,,,,,,?,,353,,1477 kj(353 kcal),,"0,3",,0,,"79,6",,0,,"8,3",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,
371,Plantes Déshydratées Pour Boisson,3379140108318,,,,['France'],[],[],,,,,,,,,?,,5,,21 kj(5 kcal),,12,,3,,4,,2,,46,,3,,"1,2",,,,,,,,,,,,,,,,,,,,,,,['Supermarché Asie'],,
372,Sucre Blanc Morceau 400G - 400g,3379140108325,,,,['France'],[],[],,,,,,,,,?,,399,,1669 kj(399 kcal),,0,,0,,"99,6",,"99,6",,0,,,,,,,,,,,400 g,,,,,,,,,,,,,,,,,,
373,Graine De Cardamome 100G - Eaglobe,3379140109315,['Eaglobe'],,,['France'],['Grain Cardamone'],[],,,,,,,,,?,,293,,1226 kj(293 kcal),,0,,0,,10,,0,,2,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
374,Vinaigre De Riz Rijst Azijn - Jia,3379140109780,['Jia'],,,['France'],[],[],,,,,,,,,?,,60,,251 kj(60 kcal),,0,,0,,5,,3,,4,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,
375,Mousse de bamboo,3379140115798,,,,['France'],[],[],,,,,,,,,?,,357,,1494 kj(357 kcal),,"7,1",,"1,8",,"53,6",,"17,9",,"21,4",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,
376,Dattes Rouges Dénoyautées - Eaglobe,3379140117501,['Eaglobe'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Dattes']",,['France'],[],[],2.4 g,en faible quantité,0.2 g,en faible quantité,68.5 g,en quantité élevée,0 g,en faible quantité,?,,398,+34%,1665 kj(398 kcal),+33%,"2,4",+748%,"0,2",+304%,"74,3",+8%,"68,5",+16%,"11,9",+451%,0,-100%,0,-100%,4,-18%,C,-18%,,,,,,,,C,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,,,
377,Huile de sésame - 100ml,3379140117938,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Matières grasses', 'Céréales et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de céréales', 'Huiles de sésame']",,['France'],[],[],100 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,,,?,,900,+5%,3766 kj(900 kcal),+5%,100,+4%,14,-5%,0,-100%,0,-100%,0,-100%,,,,,,,,,,100 ml,,,,,,C,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,,,,,
378,Vermicelle de riz - 400 g - Jiangxi,3379140118577,['Jiangxi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Pâtes alimentaires', 'Pâtes sèches', 'Vermicelle de riz']",,['France'],"['Riz', 'eau']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1.06 g,en faible quantité,0.52 g,en faible quantité,0.24 g,en faible quantité,0.008 g,en faible quantité,?,,352,+5%,1473 kj(352 kcal),+6%,"1,06",+65%,"0,52",+103%,"79,8",+16%,"0,24",-42%,"5,91",+21%,"0,008",-97%,"0,003",-97%,1,-49%,B,-49%,Vermicelle de Riz,400 g,"['Plastique', 'Sachet']",['Chine'],1,,,C,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,,,
379,GL Pickled Leeks - Eaglobe,3379140122161,['Eaglobe'],,,['France'],"['Echalotes', 'Eau', 'Piment', 'Sucre', 'Sel', 'Acidifiant ', 'E330']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,132,,552 kj(132 kcal),,1,,1,,32,,26,,1,,3,,"1,2",,,,,,,,,,,,,,,,,,,,,['E330 - Acide citrique'],,,,
380,Nouilles instantanées poulet - Kailo brand,3379140122895,['Kailo brand'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,['France'],[],[],,,,,,,,,?,,492,+65%,2059 kj(492 kcal),+63%,"26,4",+128%,"10,7",+103%,"58,8",+45%,2,-17%,"10,1",+59%,"5,5",+111%,"2,2",+111%,,,,,,,,,,,,,,,,,,,,,,,,
381,Haricots chinois,3379140130067,,,,['France'],[],[],,,,,,,,,?,,122,,510 kj(122 kcal),,5,,0,,"10,5",,0,,"13,1",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,
382,Poisson argenté surgelé,3379140132597,,,,['France'],[],[],,,,,,,,,?,,105,,439 kj(105 kcal),,4,,0,,0,,0,,"17,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Prune séché Chen Pui Mui - 100g,3379140136632,,,,['France'],[],[],,,,,,,,,?,,313,,1310 kj(313 kcal),,0,,0,,"81,3",,"62,5",,0,,"1,16",,"0,464",,,,,,,100 g,,,,,,,,,,,,,,,,,,
384,3379140138636,3379140138636,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Litchi,3379140147683,,,,['France'],[],[],,,,,,,,,?,,119,,498 kj(119 kcal),,0,,0,,10,,10,,"0,9",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
386,Nouilles instantanées saveur crabe,3379140151956,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,['France'],[],[],,,,,,,,,?,,492,+65%,2059 kj(492 kcal),+63%,"26,4",+128%,"10,7",+103%,"54,8",+35%,2,-17%,"10,1",+59%,"5,5",+111%,"2,2",+111%,,,,,,,,,,,,,,,,,,,,,,,,
387,Soupes Chinoise,3379140151963,,"['Plats préparés', 'Soupes']",,['France'],[],[],26.4 g,en quantité élevée,10.7 g,en quantité élevée,2 g,en faible quantité,5.5 g,en quantité élevée,?,,492,+763%,2059 kj(492 kcal),+769%,"26,4",+1261%,"10,7",+1672%,"54,8",+853%,2,+16%,"10,1",+359%,"5,5",+536%,"2,2",+536%,26,+1485%,E,+1485%,,,,,,,,,,,,,,,,,,,,
388,Nouilles instantanées - Wing Man,3379140151970,['Wing Man'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,['France'],"['Nouilles: Farine de blé', 'Huile de palme', 'Sel', ""Régulateur d'acidités "", 'E500', 'i', ""E501 Sachet d'assaisonnements: Sel"", 'Sucre', 'Exhausteur de goût ', 'E621', 'E627', 'E631', 'Arôme boeuf ', 'glucose', 'amidon de maïs modifié', 'extrait de levure', 'acide aminé', 'protéine de soja hydrolysée', 'sucre', 'épices ', 'ail', 'poivre', 'anis', 'Sauce soja en poudre ', 'soja', 'maltodextrine', 'colorant ', 'E150a', 'exhausteur de goût ', 'E627', 'E631', 'sel', 'Piment', 'Protéine de soja hydrolysée', 'Caramel en poudre', 'Ciboulette déshydratés', 'Poivre', 'Oignon', 'Anis étoilé']","['Huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,?,,492,+65%,2059 kj(492 kcal),+63%,"26,4",+128%,"10,7",+103%,"54,8",+35%,2,-17%,"10,1",+59%,"5,5",+111%,"2,2",+111%,,,,,,,,,4,['Huile de palme'],['Soja'],,,,,,,,,"['E500i - Carbonate de sodium', 'E501 - Carbonates de potassium', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique', 'E150a - Caramel E150a']",,,,
389,Delicious - WING MAN,3379140151987,['WING MAN'],,,['France'],"['Nouilles: Farine de blé', 'Huile de palme', 'Sel', ""Régulateurs d'acidité "", 'E500', 'i', 'E501 ', 'i', "" Sachet d'assaisonnements: Sel"", 'Sucre', 'Exhausteur de goût ', 'E621', 'E627', 'EOI', 'Arôme poulet ', 'sucre', 'glucose', 'protéine de soja hydrolysée', 'maltodextrine', 'amidon de maïs', 'Caramel en poudre', 'Sauce de soja en poudre ', 'soja maltodextrine', 'colorant ', 'E150a', 'exhausteur de goût ', 'E627', 'E631', 'sel', 'Protéine de soja hydrolysée', 'Ciboulette déshydratés', 'Ail', 'Poivre', 'Shiitake ', 'Lentinula edodes', 'Champignon Gingembre', 'Algues']",['Huile de palme'],,,,,,,,,?,,492,,2059 kj(492 kcal),,"26,4",,"10,7",,"54,8",,2,,"10,1",,"5,5",,"2,2",,,,,,,,,,4,['Huile de palme'],,,,,,,,,,"['E500i - Carbonate de sodium', 'E501i - Carbonate de potassium', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E150a - Caramel E150a', 'E631 - Inosinate disodique']",,,,
390,Fleurs De Jasmin Séchées,3379140168459,,,,['France'],[],[],,,,,,,,,?,,10,,42 kj(10 kcal),,0,,0,,3,,0,,5,,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,,,
391,3379140185920,3379140185920,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Nouille Instantanée Saveur Poulet,3379140186910,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,['France'],[],[],,,,,,,,,?,,456,+53%,1908 kj(456 kcal),+51%,21,+81%,9,+71%,57,+41%,"3,1",+28%,"9,6",+51%,5,+92%,2,+92%,,,,,,,,,,,,,,,,,,,,,,,,
393,Nouilles instantanées saveur fruits de mer - Kailo Group,3379140186927,['Kailo Group'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,['France'],"['Nouilles instantanées Saveur Fruits de Mer Nouilles farine blé huile de palme', 'Amidon de tapioca', 'sel', 'acidifiant E500 E501 Sachet assaisonnement sel Sucre', ' Exhausteur de goût ', 'E621', '} ', 'crustacé', 'antioxydant', 'E270', ' protéine de soja hydrolysée ', 'émulsifiant ', 'E422', 'sell martodextrine', 'amidon de de seiche de ', 'extrait a de tapioca', 'Sauce de ', 'es en poudre colorant ', 'E150a', ' exhausteur de goût Protéine de esal hydrolysée', 'Colorant ', 'El 5002 antiagglomérant ', 'E551', ' Sachet de légumes déshydratés: Carotte', 'Échalote', 'Maïs', 'Chou', 'Algues', "" il l' Ile ie• our affe èn s v ir in r dients""]",[],,,,,,,,,?,,456,+53%,1908 kj(456 kcal),+51%,21,+81%,9,+71%,57,+41%,"3,1",+28%,"9,6",+51%,5,+92%,2,+92%,,,,,,,,,4,,['Crustacés'],,,,,,,,,"['E500 - Carbonates de sodium', 'E501 - Carbonates de potassium', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E270 - Acide lactique', 'E422 - Glycérol', 'E150a - Caramel E150a', 'E551 - Dioxyde de silicium']",,,,
394,Instant noodle crabe - Kailo brand,3379140186934,['Kailo brand'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,['France'],[],[],,,,,,,,,?,,456,+53%,1908 kj(456 kcal),+51%,21,+81%,9,+71%,57,+41%,"3,1",+28%,"9,6",+51%,5,+92%,2,+92%,,,,,,,,,,,,,,,,,,,,,,,,
395,Sauce De Soja Supérieure - 150ml,3379140191396,,,,['France'],[],[],,,,,,,,,?,,36,,151 kj(36 kcal),,0,,0,,"4,1",,"2,8",,"4,4",,"16,7",,"6,68",,,,,,,150 ml,,,,,,,,,,,,,,,,,,
396,Nouilles Kailo Cup Champignons - Kailo Brand,3379140193581,['Kailo Brand'],,,['France'],"['Nouilles: Farine de blé', 'Huile de palme', 'Amidon de tapioca modifié', 'Sel', 'Acidifiant ', 'E500', 'i', 'pack Assaisonnement: Sel', 'Sucre', 'Exhausteur de goût ', 'E621', 'E635', 'Poivre', 'Épaississant ', 'E1450', 'Arôme poulet ', 'Arôme poulet ', 'extrait de poulet', 'exhausteur de goût ', 'E621', 'E635', 'émulsifiant ', 'E459', 'épaississant ', 'E 1450', 'huile de soja', 'antioxydant ', 'E306', 'sucre', 'exhausteurs de goût ', 'E621', 'E635', 'maltodextrine', 'amidon de maïs', 'oeuf en poudre', 'agent anti-agglomérant ', 'E551', 'Champignon Shiitake en poudre', ' Pack de légumes déshydratés: Ciboule', 'Champignon Shiitake', 'Chou', 'Carotte', "" Information d'allergènes: voir les in rédients soulignés""]","['Huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,?,,456,,1908 kj(456 kcal),,21,,9,,57,,"3,1",,"9,6",,5,,2,,,,,,,,,,4,['Huile de palme'],,,,,,,,,,"['E500i - Carbonate de sodium', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', ""E635 - 5'-ribonucléotide disodique"", ""E1450 - Octényle succinate d'amidon sodique"", 'E459 - Béta-cyclodextrine', '', 'Risque élevé de sur-exposition', 'E306 - Extrait riche en tocophérols', 'E551 - Dioxyde de silicium']",,,,
397,Lychee Au Sirop - Eaglobe,3379140195219,['Eaglobe'],,,['France'],"['Litchi', 'Eau', 'Sucre', ""correcteur d'acidité "", 'E330']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,99,,414 kj(99 kcal),,"0,1",,"0,1",,22,,"19,4",,"0,4",,"0,023",,"0,009",,,,,,,,,,,,,,,,,,,,,['E330 - Acide citrique'],,,,
398,Ching po leung soup - Eaglobe - 150g,3379140200951,['Eaglobe'],"['Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Soupes', 'Plats préparés déshydratés', 'Soupes déshydratées']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,150g,,['Chine'],,,,,,,,,,,,,,['Big Store'],,['Chine']
399,Curry en poudre - 50g,3379140206076,,,,['France'],[],[],,,,,,,,,?,,415,,1736 kj(415 kcal),,11,,3,,"53,3",,0,,13,,"0,1",,"0,04",,,,,,,50 g,,,,,,,,,,,,,,,,,,
400,Ho Fan Noodles,3379140213012,,,,['France'],[],[],,,,,,,,,?,,357,,1494 kj(357 kcal),,1,,"0,3",,73,,"1,3",,12,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
401,Globe Misua Noodle,3379140213135,,,,['France'],[],[],,,,,,,,,?,,350,,1464 kj(350 kcal),,0,,0,,74,,2,,14,,"0,45",,"0,18",,,,,,,,,,,,,,,,,,,,,,,,,
402,Nouilles De Blé Saveur Crevette Fine 454GR - Central Asia Pacific Limited,3379140221925,['Central Asia Pacific Limited'],,,['France'],"['Farine de blé ', '94', '5%', 'saveur de crevette ', 'crustacé', ' ', '1', '8%', 'sel', ""correcteur d'acidité "", 'E500', 'E501', 'sucre', 'exhausteur de goût ', 'E621', 'amidon de tapioca']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,358,,1498 kj(358 kcal),,"1,3",,"0,4",,71,,"1,2",,"14,3",,"0,1",,"0,04",,,,,,,,,,4,,"['Crustacés', 'Gluten']",,,,,,,,,"['E500 - Carbonates de sodium', 'E501 - Carbonates de potassium', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",,,,
403,Nouilles De Ble a La Crevette Large,3379140221932,,,,['France'],[],[],,,,,,,,,?,,358,,1498 kj(358 kcal),,"1,3",,"0,4",,71,,"1,2",,"14,3",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
404,Crackers de riz & cacahouètes - 145g,3379140316393,,,,['France'],[],[],,,,,,,,,?,,392,,1640 kj(392 kcal),,"2,3",,"0,8",,"87,8",,"8,8",,"4,9",,"1,3",,"0,52",,,,,,,145 g,,,,,,,,,,,,,,,,,,
405,Bambou Pousse Filament 540 G - Cock,3379140506275,['Cock'],,,['France'],"['aerznKJ1zzcA- rm-ro•zo DAIJS ENDROIT FRASETSEC', ' DATE SUR LA BOITE', '540 g POIbt\' ""ont', 'CCC,Z']",[],,,,,,,,,?,,23,,96 kj(23 kcal),,"0,1",,0,,"2,6",,0,,2,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,
406,Bamboo shoots,3379140506305,,,,['France'],[],[],,,,,,,,,?,,23,,96 kj(23 kcal),,"0,1",,0,,"2,1",,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Pousse de bambou en tranches au naturel,3379140506312,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pousses', 'Pousses de bambou']",,['France'],[],[],0.1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,23,-15%,96 kj(23 kcal),-11%,"0,1",-75%,0,-100%,"2,6",+7%,0,-100%,2,+36%,0,-100%,0,-100%,-1,-356%,A,-356%,,,,,,,,B,87.9%,0.0%,0.0%,4.8%,5.7%,1.5%,80,,,,,
408,Bille Tapioca Baitoey 400G - Chinois - 400g,3379140600324,['Chinois'],,,['France'],"['dngrptfierüs:moâèibco flQuf90%', ""pur: Paris Store SA '912"", '9À85iThiÛaisy']",[],,,,,,,,,?,,341,,1427 kj(341 kcal),,0,,0,,86,,0,,0,,"0,43",,"0,172",,,,,,,400 g,,,,,,,,,,,,,,,,,,
409,Miettes De Crabe Eaglobe,3379140602250,['Eaglobe'],,,['France'],"['Miettes de crabe,eau,sel,sucre,stabilisant,E450,acidifiant', 'E330', 'séquestrant : E385', 'conservateur : E223']",[],,,,,,,,,?,,50,,209 kj(50 kcal),,"0,1",,"0,03",,"0,6",,"0,5",,"11,8",,0,,0,,,,,,,,,,4,,,,,,,,,,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E385 - Éthylène diamine tétra-acétate de calcium disodium', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",,,,
410,Sauce de Poisson - PSP - 200mL,3379140604100,['PSP'],"['Epicerie', 'Sauces', 'Sauces Nuoc-mâm']",,['France'],"['sauce de poisson', 'poisson gourami ', 'Trichogaster spp}', 'eau', 'glutamate E621', 'Sorbate de potassium E202']","['Non végétalien', 'Non végétarien']",1.6 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,16.3 g,en quantité élevée,?,,55,-29%,230 kj(55 kcal),-26%,"1,6",+852%,"0,5",+1293%,"5,6",-30%,0,-100%,"4,4",-41%,"16,3",-9%,"6,52",-9%,8,-24%,C,-24%,,200 mL,"['Bouteille', 'Verre']",['Thailande'],4,,,A,22.1%,34.4%,24.7%,10.9%,6.2%,1.7%,94,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,['Thaïlande']
411,Vermicelle De Riz PSP -  - 375g,3379140604759,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Pâtes alimentaires', 'Vermicelle de riz', 'Pâtes de riz']",,['France'],"['Riz 90%', 'Eau 10%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1 g,en faible quantité,0.43 g,en faible quantité,0 g,en faible quantité,0.03 g,en faible quantité,?,,344,-3%,1439 kj(344 kcal),-3%,1,-38%,"0,43",-4%,78,+3%,0,-100%,7,-4%,"0,03",-47%,"0,012",-47%,0,,B,,Vermicelle de riz,375 g,['Plastique'],['Thaïlande'],1,,,,,,,,,,,,,['Supermarché Dong'],,['Thaïlande']
412,Boulette de poisson congelée - PSP,3379140605305,['PSP'],,,['France'],[],[],,,,,,,,,?,,60,,251 kj(60 kcal),,"0,1",,"0,1",,4,,2,,10,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,
413,Boulette de poisson aux Champignon 200G - Surgeles - 200g,3379140607798,,,,['France'],[],[],,,,,,,,,?,,160,,669 kj(160 kcal),,6,,"3,5",,14,,5,,11,,"1,7",,"0,68",,,,,,,200 g,,,,,,,,,,,,,,,,,,
414,Boulettes de surimi hoy jor,3379140607804,,,,['France'],[],[],,,,,,,,,?,,140,,586 kj(140 kcal),,"3,5",,2,,17,,6,,11,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,
415,Ramboutans au sirop - PSP - 565g (net égoutté 230g),3379140608511,['PSP'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop', 'Ramboutans au sirop']",,['France'],"['Ramboutans', 'eau', 'sucre', 'acide citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,Ramboutans au sirop,565 g (net égoutté 230 g),"['Conserve', 'métal']",['Thaïlande'],3,,,,,,,,,,,['E330 - Acide citrique'],,"['Paris Store', 'Auchan']",,['Thaïlande']
416,Ramboutans fourrés d'ananas au sirop - PSP - 565g,3379140608528,['PSP'],,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,Ramboutans,565 g,['Conserve'],,,,,,,,,,,,,,,['Paris Store'],,
417,Vessie de poisson frit - PSP - 50g,3379140608993,['PSP'],"['Vessie de poisson', 'Vessie de poisson frit']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,Vessie de poisson frit,50g,,,,,,,,,,,,,,,,,,
418,Sucre de palmier Tai top choice - 400g,3379140610453,,,,['France'],[],[],,,,,,,,,?,,372,,1556 kj(372 kcal),,0,,0,,90,,89,,0,,"0,1",,"0,04",,,,,,,400 g,,,,,,,,,,,,,,,,,,
419,Bille Tapioca Couleur 400G - La cuisine d autrefois - 400g,3379140610460,['La cuisine d autrefois'],,"['Kascher', 'en:Orthodox Union Kosher']",['France'],"['Farine de tapioca 90%', 'eau', ' Contient: Sulfites']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,341,,1427 kj(341 kcal),,0,,0,,86,,3,,0,,"0,125",,"0,05",,,,,,,400 g,,,,,['Anhydride sulfureux et sulfites'],,,,,,,,,,,,,
420,Jus de noix de  coco,3379140615656,,,,['France'],[],[],,,,,,,,,?,,55,,230 kj(55 kcal),,"0,59",,0,,"12,1",,"10,04",,"0,33",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
421,Jus de noix de coco congelé - Sweete Tender - 1,3379140615663,['Sweete Tender'],['Jus de noix de coco'],,['France'],"['jus de noix de coco 87,5%,chair de noix de coco', 'sucre', 'sodium mètabisulfite\r', 'allergènes:contient noix de coco sulfites']",[],1.1 g,en faible quantité,0 g,en faible quantité,9.7 g,en quantité modérée,0 g,en faible quantité,224,,?,,224 kj(54 kcal),,"1,1",,0,,"10,3",,"9,7",,"0,3",,0,,0,,-3,,A,,jus de noix de coco,1,['Frais'],['impoté de thailand'],,,,,,,,,,,,,,['paris store'],jus à base de coco,['Produit de thailand']
422,Brisure De Riz Thaï Parfumé Blue Butterfly 5 KG - Golden Butterfly,3379140615885,['Golden Butterfly'],,,['France'],['Matières grasses / Fat Dont acides gras saturés / Of VVhich saturates Glucides / carbohydrate Dont sucre / Of Which sugar Protéines / Protein'],"[""Pourrait contenir de l'huile de palme""]",,,,,,,,,?,,340,,1423 kj(340 kcal),,0,,0,,80,,0,,6,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
423,Ananas en morceaux - Psp,3379140616639,['Psp'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Ananas']",,['France'],"['ANANAS EN MORCEAUX AU SIROP LEGER : INGRÉDIENTS : ANANAS 60%', 'EAU', 'SUCRE', 'ACIDE CITRIQUE']",[],0 g,en faible quantité,0 g,en faible quantité,15 g,en quantité élevée,0 g,en faible quantité,?,,60,-38%,251 kj(60 kcal),-36%,0,-100%,0,-100%,16,-19%,15,-13%,0,-100%,0,-100%,0,-100%,-2,,A,,,,,,3,,,B,37.7%,0.0%,0.0%,33.4%,15.9%,13.1%,95,['E330 - Acide citrique'],,,,
424,Riz long parfumé,3379140616905,,,,['France'],[],[],,,,,,,,,?,,340,,1423 kj(340 kcal),,0,,0,,80,,0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Riz Long - Golden Butterfly,3379140618077,['Golden Butterfly'],,,['France'],['Riz'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,340,,1423 kj(340 kcal),,0,,0,,80,,0,,6,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
426,Riz jasmin thailandais - 20kg,3379140618275,,,,['France'],[],[],,,,,,,,,?,,340,,1423 kj(340 kcal),,0,,0,,80,,0,,6,,0,,0,,,,,,,20 kg,,,,,,,,,,,,,,,,,,
427,Riz Long Parfumé Golden Butterfly,3379140618640,,,,['France'],[],[],,,,,,,,,?,,340,,1423 kj(340 kcal),,0,,0,,80,,0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Crevette Séchée PSP - 100g,3379140626966,,,,['France'],[],[],,,,,,,,,?,,246,,1029 kj(246 kcal),,"2,43",,0,,0,,0,,"56,1",,"9,8",,"3,92",,,,,,,100 g,,,,,,,,,,,,,,,,['Supermarché Asie'],,
429,Calamar séché - 100g,3379140627994,,,,['France'],[],[],,,,,,,,,?,,275,,1151 kj(275 kcal),,"2,2",,"1,1",,"3,5",,"0,7",,60,,"4,2",,"1,68",,,,,,,100 g,,,,,,,,,,,,,,,,['Supermarché Asie'],,
430,Maquereau en sauce de tomate - PSP - 155g,3379140642416,['PSP'],,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,155g,,,,,,,,,,,,,,,,,,
