,name,bar_code,eco_score,brand,categories,labels,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,quantity,packaging,ingredients_origins,additives,manufacturing,generic_name,link,palm_ingredients
1302,Cornichons français fins 80 / 119 - Hugo Reitzel - 790g (425g égoutté) - 850ml,3022820007967,,['Hugo Reitzel'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons', 'Cornichons au vinaigre']",['Fabriqué en France'],,['France'],"['Cornichons frais français', 'eau', 'vinaigre', 'sel', 'arômes']",,[],4,0.4 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,2.1 g,en quantité élevée,?,,15,-25%,63 kj(15 kcal),-20%,"0,4",+36%,"0,1",+78%,"0,6",-69%,"0,5",-59%,"1,2",+10%,"2,1",+17%,"0,84",+17%,4,+96%,C,+96%,,,,,,,,,790 g (425 g égoutté) - 850 ml,['Conserve'],['France'],,['France'],,,
1303,Petits Oignons Blancs Au Vinaigre - Hugo reitzel - 790g (440g égouttés),3022820007998,,['Hugo reitzel'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Conserves', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Oignons et dérivés', 'Oignons en conserve']",,,['France'],[],,[],,0.1 g,en faible quantité,0 g,en faible quantité,3 g,en faible quantité,1.6 g,en quantité élevée,?,,25,-86%,105 kj(25 kcal),-86%,"0,1",-99%,0,-100%,"4,5",-83%,3,-83%,"0,8",-58%,"1,6",+123%,"0,64",+123%,2,-63%,B,-63%,,,,,,,,,790 g (440 g égouttés),['Conserve'],"['France', 'Italie', 'Pays-Bas']",,['France'],Oignons pasteurisés au vinaigre,,
1304,Chili veggi - Charles Christ,3022820008704,,['Charles Christ'],,,,['France'],"['Chili VECCIE Ingrédients Sauce cuisinée : eau', 'concentré de tomate', 'amidon transformé de pomme de terre', 'sel', 'arômes naturels', 'huile de colza', 'épices', 'oignons', 'poudre de tomate - Légumes 39,5% : haricots Egrené rouges réhydratés 32%', 'carottes 5%', 'maïs 2,5% uégetal 13% protéines de soja réhydratées 92%', ""extrait d'épices"", 'eau', 'arômes naturels', ""extrait de malt d'orge"", 'graines de soja', 'farine de blé', 'sel', 'maltodextrine', 'fer', 'vitamine B12', "" Avant ouverture à conserver à température ambiante et à t'abri de l'humidité"", ' Après ouverture à conserver au réfrigérateur dans un emballage hermétique et alimentaire et à consommer rapidement', ' Conseils de préparation : Chariot de mixte maintien Départ à froid', ' Maintien en température : 5ffffffE Barquette operculée:']","['Gluten', 'Soja']",[],4,,,,,,,,,?,,80,,335 kj(80 kcal),,"0,9",,"0,2",,"9,6",,"1,8",,"6,3",,"0,94",,"0,376",,,,,,,,,,,,,,,,,['E14XX - Amidons modifiés'],,,,
1305,Christ Choucroute Garnie 2x790g - Charles christ  - 790gra,3022822850127,C,['Charles christ'],"['Plats préparés', 'Choucroutes', 'Choucroutes garnies']",,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,59.3%,25.1%,6.2%,5.0%,2.6%,1.9%,70,,790gra,,,,,,,
1306,Huile de Noix Biologique - Guénard,3023030001103,D,['Guénard'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits à coques', 'Huiles de noix']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,['France'],[],,[],,100 g,en quantité élevée,10 g,en quantité élevée,0 g,en faible quantité,,,?,,900,+2%,3766 kj(900 kcal),+3%,100,+2%,10,+6%,0,-100%,0,-100%,0,-100%,,,,,,,,,92.8%,2.3%,2.5%,1.3%,1.2%,0.0%,36,,,,,,,,,
1307,Huile de Noix - Guénard - 1l,3023030001240,D,['Guénard'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits à coques', 'Huiles de noix']",,,['France'],"['15% huile vierge de noix', '85% huile raffinée de noix']",,[],2,100 g,en quantité élevée,10 g,en quantité élevée,0 g,en faible quantité,,,?,,900,+2%,3766 kj(900 kcal),+3%,100,+2%,10,+6%,0,-100%,0,-100%,0,-100%,,,,,,,,,92.8%,2.3%,2.5%,1.3%,1.2%,0.0%,36,,1 l,,,,,,,
1308,Huile De Noisette 100% Vierge Bio Bouteille 25CL - Guenard,3023030002100,,['Guenard'],['Matières grasses'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,['France'],['100% huile de noisettes'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,100 g,en quantité élevée,10 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+12%,3766 kj(900 kcal),+12%,100,+13%,10,-56%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,11,-3%,D,-3%,,,,,,,,,,,,,,,,
1309,Huile de Noisette de France,3023030002247,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits à coques', 'Huiles de noisette']",,,['France'],[],,[],,100 g,en quantité élevée,8 g,en quantité élevée,0 g,en faible quantité,,,?,,900,+3%,3766 kj(900 kcal),+3%,100,+3%,8,-7%,0,-100%,0,-100%,0,-100%,,,,,,,,,92.8%,2.3%,2.5%,1.3%,1.2%,0.0%,36,,,,,,,,,
1310,Huile De Noisette - Guénard,3023030002254,,['Guénard'],['Matières grasses'],,['Magasins U'],['France'],"[""Assemblage de 20% d'huile vierge de noisette et de 80% d'huile raffinée de noisette "", 'origine UE et non UE']",,[],,100 g,en quantité élevée,8 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+12%,3766 kj(900 kcal),+12%,100,+13%,8,-65%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,10,-12%,C,-12%,,,,,,,,,,,,,,,,
1311,Guenard Mandelöl,3023030003145,,,,,,['France'],[],,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,100,,"0,8",,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,
1312,Huile de pépin de courge 100% vierge - 25cl,3023030004029,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Produits de la plante de courge', 'Huiles', 'Graines de courge et dérivés', 'Huiles de pépins de courge']",,,['France'],[],,[],,100 g,en quantité élevée,16 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+10%,3766 kj(900 kcal),+10%,100,+9%,16,-6%,0,-100%,0,,0,-100%,0,,0,,12,-2%,D,-2%,,,,,,,,,25 cl,,,,,,,
1313,Huile vierge de chanvre,3023030006061,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de chanvre']",,,['France'],[],,[],,100 g,en quantité élevée,10 g,en quantité élevée,0 g,en faible quantité,,,?,,900,+12%,3766 kj(900 kcal),+12%,100,+4%,10,+6%,0,-100%,0,,0,-100%,,,,,,,,,,,,,,,,,,,,,,,,
1314,Berinoix Traubenkernöl,3023030200056,,,,,,['France'],[],,[],,,,,,,,,,?,,900,,3766 kj(900 kcal),,100,,11,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1315,Huile speciale Wok - Guénard,3023030310045,,['Guénard'],['Matières grasses'],,,['France'],"['Oleic sunflower YitginERrn oil basted', 'natural gadic and ginger d s', ' STORAGE : carefully close after use an ZUTATEN : Sonnen blumenôl HO', '18,4% Ssamôl gerôstet', 'natüdiche knoblauch Offnen en', ' LAGERUNG : Nach dem Im Kühlschrank aufbewahren', ' 25 cl /8fl', 'oze']",,[],,100 g,en quantité élevée,9.7 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+12%,3766 kj(900 kcal),+12%,100,+13%,"9,7",-57%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,10,-12%,C,-12%,,,,,,,,,,,,,,,,
1316,Maïs doux en grains - Géant vert - 420g,3023082502634,A,['Géant vert'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Céréales et dérivés', 'Légumes et dérivés', 'Légumes en conserve', 'Céréales en conserve', 'Maïs en conserve', 'Maïs doux en conserve']","['Peu ou pas de sucre', 'Sans OGM', 'Sans sucre ajouté']",,['France'],"['Maïs doux en grains', 'eau', 'sel']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,1 g,en faible quantité,0.2 g,en faible quantité,6.6 g,en quantité modérée,0.686 g,en quantité modérée,288,-27%,?,,288 kj(69 kcal),-24%,1,-38%,"0,2",-36%,11,-23%,"6,6",+37%,"2,5",-10%,"0,686",+53%,"0,274",+53%,-4,,A,,46.7%,26.8%,12.8%,6.4%,3.5%,3.8%,81,,420g,['Conserve'],['France'],,,Maïs,,
1317,Nappage cuisiné pour pizza - Buitoni - 4kg,3023083512915,B,"['Buitoni', 'Nestlé Professional']","['Epicerie', 'Conserves', 'Sauces', 'Sauces pour pizzas']",,,['France'],"['Tomates 52 % ', 'tomates concassées et purée de tomates', 'eau', 'oignons 7,3 %', 'amidon de maïs modifié', 'huile de tournesol', 'sucre', 'sel', 'arôme', 'affermissant ', 'chlorure de calcium']",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,1.6 g,en faible quantité,0.2 g,en faible quantité,4.2 g,en faible quantité,0.87 g,en quantité modérée,201,-71%,?,,201 kj(48 kcal),-23%,"1,6",+32%,"0,2",+23%,"6,7",-7%,"4,2",-23%,"1,2",-25%,"0,87",+12%,"0,348",+12%,2,-2%,B,-2%,53.1%,21.8%,10.0%,9.2%,6.0%,0.0%,93,,4 kg,['Conserve'],,"['E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition']",,,,
1318,Petit Livarot Aoc -  - 250g,3023260022428,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte molle à croûte lavée', 'Livarot']",['AOP'],,['France'],[],,[],,21 g,en quantité élevée,14.9 g,en quantité élevée,0 g,en faible quantité,1.85 g,en quantité élevée,?,,281,-3%,1176 kj(281 kcal),-3%,21,-4%,"14,9",+5%,0,-100%,0,-100%,23,-3%,"1,85",+13%,"0,74",+13%,16,+6%,D,+6%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,250g,['Frais'],,,,,,
1319,Le Pays D'auge Au Lait Cru 250 G,3023260022503,D,"[""Le Pays d'Auge"", 'Société Fromagère du Moulin de Caret']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Camemberts', 'Fromages de France', 'Fromages au lait cru', 'Camemberts au lait cru', 'Camemberts de Normandie']","['Point Vert', 'AOC']",,['France'],[],,[],,21.9 g,en quantité élevée,15.5 g,en quantité élevée,0 g,en faible quantité,1.55 g,en quantité élevée,?,,277,-0%,1159 kj(277 kcal),-0%,"21,9",+2%,"15,5",+7%,0,-100%,0,-100%,20,-4%,"1,55",-9%,"0,62",-9%,14,-6%,D,-6%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['FR 14.654.001 CE', 'Saint-Pierre-sur-Dives (Calvados, France)']",250 g,['Frais'],,,,Camembert de Normandie,,
1320,"Coeur De Neufchatel 200G., - 200g",3023260022534,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Neufchâtel']",['AOP'],,['France'],[],,[],,25.4 g,en quantité élevée,18 g,en quantité élevée,0.4 g,en faible quantité,1.8 g,en quantité élevée,?,,297,+2%,1243 kj(297 kcal),+2%,"25,4",+4%,18,+8%,"0,4",-38%,"0,4",-8%,"16,6",-11%,"1,8",+1%,"0,72",+1%,15,+1%,D,+1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,200 g,,,,,,,
1321,Cantal Entre-deux - Pont de la Pierre - 250g,3023260023562,D,['Pont de la Pierre'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Fromages pasteurisés', 'Cantal']","['Point Vert', 'AOP']",,['France'],['Fromage au lait pasteurisé'],['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,"['FR 15.162.001 CE', 'Riom-ès-Montagnes (Cantal, France)']",250 g,"['Plastique', 'Sous-vide']",,,['France'],,,
1322,Formaggio grattugiato - Rodez - 100g,3023260025924,,['Rodez'],,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,100 g,,,,,,,
1323,Camembert de normandie - Societe Fromagere Du Moulin De Carel,3023260026976,D,['Societe Fromagere Du Moulin De Carel'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Camemberts', 'Fromages de France', 'Fromages au lait cru', 'Camemberts au lait cru', 'Camemberts de Normandie']",,,['France'],['Lait cru moulé à la louche'],,[],,21.9 g,en quantité élevée,15.5 g,en quantité élevée,0 g,en faible quantité,1.55 g,en quantité élevée,?,,277,-0%,1159 kj(277 kcal),-0%,"21,9",+2%,"15,5",+7%,0,-100%,0,-100%,20,-4%,"1,55",-9%,"0,62",-9%,14,-6%,D,-6%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,
1324,Neufchatel lait cru - Marie-Anne Cantin,3023260026990,D,['Marie-Anne Cantin'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Neufchâtel']",['AOP'],,['France'],"['Lait cru', 'ferments lactiques ', 'lait', "" et d'affinage"", 'sel', 'présure']",['Lait'],['Non végétalien'],3,25.4 g,en quantité élevée,18 g,en quantité élevée,0.4 g,en faible quantité,1.8 g,en quantité élevée,?,,297,+2%,1243 kj(297 kcal),+2%,"25,4",+4%,18,+8%,"0,4",-38%,"0,4",-8%,"16,6",-11%,"1,8",+1%,"0,72",+1%,15,+1%,D,+1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['FR 76.462.001 CE', 'Neufchâtel-en-Bray (Seine-Maritime, France)']",,,,,,,,
1325,Brocciu frais - Casanu,3023260027676,D,['Casanu'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages de Corse', 'Brocciu Corse']",,,['France'],[],,[],,13 g,en quantité modérée,9.2 g,en quantité élevée,4 g,en faible quantité,0.85 g,en quantité modérée,?,,173,+12%,724 kj(173 kcal),+11%,13,+6%,"9,2",+12%,4,+8%,4,+19%,10,+15%,"0,85",+8%,"0,34",+8%,9,+20%,C,+20%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,,,,,,,,,
1326,Brique de Brebis (26.3% MG) - La Bergère - 150g,3023260028079,D,['La Bergère'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Frais', 'Fromages à pâte molle à croûte fleurie', 'Fromages pasteurisés', 'Fromages de brebis']",,,['France'],"['Lait de brebis pasteurisé', 'ferments lactiques', 'sel', 'présure', 'chlorure de calcium']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,26.3 g,en quantité élevée,18.7 g,en quantité élevée,0.2 g,en faible quantité,1.5 g,en quantité modérée,1266,-10%,?,,1266 kj(303 kcal),-16%,"26,3",-15%,"18,7",-11%,"0,2",-78%,"0,2",-26%,17,-15%,"1,5",-39%,"0,6",-39%,14,-20%,D,-20%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,"['FR 12.225.001 CE', 'Saint-Georges-de-Luzençon (Aveyron, France)', 'FR 14.478.001 CE', 'Orbec (Calvados, France)']",150 g,"['Plastique', 'Bois']",,,,Fromage de brebis au lait pasteurisé,,
1327,Pérail De Brebis (26% MG) - La Bergère - 100g,3023260028086,D,['La Bergère'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Fromages de brebis', 'Pérail']",,,['France'],[],,[],,26.3 g,en quantité élevée,18.7 g,en quantité élevée,0.2 g,en faible quantité,1.5 g,en quantité modérée,1266,,?,,1266 kj(303 kcal),+0%,"26,3",+4%,"18,7",+7%,"0,2",-74%,"0,2",-24%,17,0%,"1,5",+9%,"0,6",+9%,14,+2%,D,+2%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,"['FR 48.094.013 CE', 'Massegros (Lozère, France)']",100 g,"['Film', 'Plastique', 'Frais']",,,,,,
1328,Bleu D'Auvergne (30% MG) - Casino,3023260028581,D,['Casino'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte persillée', 'Fromages à pâte persillée français', ""Bleus d'Auvergne""]",['AOP'],['Casino'],['France'],[],,[],,30 g,en quantité élevée,21.3 g,en quantité élevée,0 g,en faible quantité,2.8 g,en quantité élevée,?,,350,+1%,1464 kj(350 kcal),+2%,30,+5%,"21,3",+6%,0,-100%,0,-100%,20,-3%,"2,8",+4%,"1,12",+4%,19,0%,E,0%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['FR 15.162.001 CE', 'Riom-ès-Montagnes (Cantal, France)']",,,,,,Bleu d'Auvergne au lait de vache pasteurisé,,
1329,Salakis Grill Cheese,3023260028956,D,['Salakis'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de brebis']",['Sans conservateurs'],,['France'],"['Fromage au lait de brebis pasteurisé', 'Fat / Fett / Fedtindhold / Fetthalt / Rasvaa of which saturates / davon gesüttigte Fettsüuren Heraf mettede fedtsyrer / Varav müttat fett / Josta tyydyttynyttü Car o ydrate/ Ko lenhydrate Kulhydrater/ Kolhy rater/ Hiilihy rattia o w ic sugars avon er Hera su er Varav soc er Josta so eria Protein fiwei Protein Protein Proteiinia Salt / Salz / Salt / Salt / Suolaa']",,['Non végétalien'],,23.4 g,en quantité élevée,16.6 g,en quantité élevée,2.4 g,en faible quantité,1.7 g,en quantité élevée,?,,298,-18%,1247 kj(298 kcal),-17%,"23,4",-24%,"16,6",-21%,"2,4",+166%,"2,4",+782%,"19,4",-3%,"1,7",-31%,"0,68",-31%,15,-14%,D,-14%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,,,,,,,,,
1330,Cantal jeune au lait de vache pasteurisé - Sans marque - 520g,3023260029090,C,"['Sans marque', 'Société fromagère de Riom']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Fromages pasteurisés', 'Cantal']",,,['France'],[],,[],,28 g,en quantité élevée,19.9 g,en quantité élevée,1 g,en faible quantité,2 g,en quantité élevée,1461,-4%,?,,1461 kj(349 kcal),-5%,28,-5%,"19,9",-3%,1,-26%,1,+144%,24,-2%,2,+2%,"0,8",+2%,17,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,"['FR 15.162.001 CE', 'Riom-ès-Montagnes (Cantal, France)']",520 g,"['Film', 'Plastique']",,,,,,
1331,Ossau Iraty au lait de brebis,3023260029151,E,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Fromages de brebis', 'Ossau-Iraty']",,,['France'],[],,[],,35.5 g,en quantité élevée,25.2 g,en quantité élevée,0.2 g,en faible quantité,1.8 g,en quantité élevée,?,,412,-2%,1724 kj(412 kcal),-2%,"35,5",-1%,"25,2",+2%,"0,2",-79%,"0,2",-32%,"22,9",-3%,"1,8",+2%,"0,72",+2%,17,-3%,D,-3%,89.1%,5.2%,2.2%,2.3%,1.0%,0.3%,34,,,,,,,,,
1332,Croque & Burger (17% MG) - Salakis - 150g,3023260029663,D,['Salakis'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de brebis', 'Fromages en tranches', 'Fromages fondus']",['100\xa0% Brebis'],['Cora'],['France'],"['Fromages au lait de brebis', 'eau', 'poudre de lait de brebis écrémé', 'sels de fonte: E452', 'E450', ' épaississant: E407', ' sel', 'conservateur: E202']",['Lait'],['Non végétalien'],4,17 g,en quantité modérée,12.1 g,en quantité élevée,0.6 g,en faible quantité,3.3 g,en quantité élevée,901,-15%,?,,901 kj(215 kcal),-15%,17,-16%,"12,1",-10%,3,-45%,"0,6",-85%,13,+11%,"3,3",+66%,"1,32",+66%,17,+10%,D,+10%,79.5%,12.0%,2.9%,3.6%,1.6%,0.4%,49,,150 g,"['Sachet', 'Plastique']",,"['E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,Tranches de fromage de brebis fondu,,
1333,Camenbert,3023260029755,,,,,,['France'],[],,[],,,,,,,,,,?,,278,,1163 kj(278 kcal),,22,,"15,6",,0,,0,,20,,"1,65",,"0,66",,,,,,,,,,,,,,,,,,,,,
1334,Domaine de antignac,3023260030423,,,,,,['France'],[],,[],,,,,,,,,,?,,277,,1159 kj(277 kcal),,"21,9",,"15,9",,0,,0,,20,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,
1335,Roquefort Bio au Lait Cru de Brebis - Lidl - 100g e,3023260030966,B,['Lidl'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages au lait cru', 'Fromages à pâte persillée français', 'Fromages de brebis', 'Roqueforts']","['Bio', 'Ecocert', 'Bio européen', 'AOP', 'FR-BIO-01', 'AB Agriculture Biologique', 'Agriculture France']",['Lidl'],['France'],"['Lait cru de brebis*', 'sel', ""ferments lactiques et d'affinage "", 'contient lait', 'présure animale', 'penicillium roqueforti', "" *Ingrédient issu de l'agriculture biologique""]",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,32 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,3.7 g,en quantité élevée,1507,-0%,?,,1507 kj(360 kcal),-2%,32,+0%,23,+3%,0,-100%,0,-100%,19,-2%,"3,7",+4%,"1,48",+4%,19,0%,E,0%,88.4%,4.4%,2.4%,3.1%,1.4%,0.4%,44,,100 g e,"['Frais', 'Plastique']",['France'],,['France'],,,
1336,Plaisir onctueux,3023260031420,,,,['Fabriqué en France'],['Magasins U'],['France'],[],,[],,,,,,,,,,?,,302,,1264 kj(302 kcal),,"26,6",,"18,9",,0,,0,,"15,7",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,
1337,Dés de fromage de brebis,3023260031574,,,,,,['France'],[],,[],,,,,,,,,,?,,288,,1205 kj(288 kcal),,"25,5",,"18,1",,"0,9",,"0,9",,"13,7",,"2,8",,"1,12",,,,,,,,,,,,,,,,,,,,,
1338,Des de fromage de brebis  tomates séchées huile de colza,3023260031581,,,,,,['France'],[],,[],,,,,,,,,,?,,288,,1205 kj(288 kcal),,"25,5",,"18,1",,"0,9",,"0,9",,"13,7",,"2,8",,"1,12",,,,,,,,,,,,,,,,,,,,,
1339,Cantal jeune au lait de vache,3023260031673,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Cantal', 'Cantal jeune']",,,['France'],[],,[],,28 g,en quantité élevée,19.9 g,en quantité élevée,1 g,en faible quantité,2 g,en quantité élevée,?,,352,-4%,1473 kj(352 kcal),-4%,28,-5%,"19,9",-4%,1,-33%,1,+205%,24,0%,2,+7%,"0,8",+7%,17,+2%,D,+2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,"['FR 15.162.001 CE', 'Riom-ès-Montagnes (Cantal, France)']",,,,,,,,
1340,Bleu d'auvergne au lait de vache pasteurisé,3023260031680,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte persillée', 'Fromages à pâte persillée français', ""Bleus d'Auvergne""]",,,['France'],[],,[],,30 g,en quantité élevée,21.3 g,en quantité élevée,0 g,en faible quantité,2.8 g,en quantité élevée,?,,0,-100%,0 kj(0 kcal),-100%,30,+5%,"21,3",+6%,0,-100%,0,-100%,20,-3%,"2,8",+4%,"1,12",+4%,15,-21%,D,-21%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,
