,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,categories,labels,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,quantity,packaging,ingredients_origins,manufacturing,traceability_code,additives,nova_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,link,markets,palm_ingredients,brand_owner
1123,panachade,8712000052188,['France'],[],[],?,31,130 kj(31 kcal),"0,6",0,"7,7","6,7","0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Magasins U'],,
1124,"Biere - Heineken - 99cl, 3bouteilles de 33cl",8712000052317,['France'],"['Eau', ""malt d'orge"", 'extraits de houblon', ' Contient des sulfites']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,226 kj(54 kcal),0,0,"5,5",0,"0,6",?,?,['Heineken'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes']","['Déconseillé à certaines catégories de personnes', 'Déconseillé aux femmes enceintes', 'en:18', 'en:no-car', '2340-fr']","['Gluten', 'Anhydride sulfureux et sulfites']",,,,,,,,,+20%,,+31%,-100%,-100%,+58%,-100%,+47%,-100%,-100%,,,,,C,"99 cl, 3 bouteilles de 33 cl","['Point vert', 'Pensez au tri!', 'Étui carton bouteille verre capsule métal à recycler', 'WestRock']",,,,,3,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,Bière blonde lager,,"['SuperU', 'Magasins U']",,
1125,Nutramigen LGG 3,8712045035603,['France'],[],[],?,500,2092 kj(500 kcal),"3,4","1,42","7,7","3,5","1,55","0,06","0,024",['Lgg'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,Nutramigen 3 LGG - Mead Johnson Nutrition,8712045035771,['France'],[],[],?,500,2092 kj(500 kcal),25,"10,5",57,26,"11,5","0,44","0,176",['Mead Johnson Nutrition'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,Ayran -,8712052004401,"['France', 'Allemagne']","['Yaourt', 'eau', 'sel', 'E202']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,30,126 kj(30 kcal),"2,2","1,3","2,2","2,2","1,8","0,018","0,007",,"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Ayrans et doughs', 'Ayrans']",,['Lait'],2.2 g,en quantité modérée,1.3 g,en quantité modérée,2.2 g,en faible quantité,0.018 g,en faible quantité,,-17%,-16%,+22%,+13%,-14%,-14%,-7%,-97%,-97%,7,-33%,D,-33%,,,,,,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",3,,,,,,,,,,,,
1128,Mexicano,8712057027337,['France'],[],[],?,230,962 kj(230 kcal),"9,1","3,5",7,"0,5","15,7","2,6","1,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,Bouillon - Knorr,8712100320729,['France'],[],[],?,5,21 kj(5 kcal),"0,4","0,3","0,1","0,1","0,2","1,1","0,44",['Knorr'],['Boissons'],,,0.4 g,en faible quantité,0.3 g,en faible quantité,0.1 g,en faible quantité,1.1 g,en quantité élevée,,-91%,-91%,+15%,+154%,-99%,-99%,-60%,+2551%,+2551%,6,-22%,D,-22%,,,,,,,,,,,,,,,,,,,,
1130,Algida Solero Exotic,8712100325113,['France'],[],[],?,130,544 kj(130 kcal),0,0,28,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,8712100326219,8712100326219,"['France', 'Espagne']",[],[],?,186,778 kj(186 kcal),14,"2,4","9,4","6,1",3,"1,6","0,64",,"['Epicerie', 'Sauces']",,,14 g,en quantité modérée,2.4 g,en quantité modérée,6.1 g,en quantité modérée,1.6 g,en quantité élevée,,-22%,-21%,-23%,+11%,-5%,-6%,+12%,-34%,-34%,12,+3%,D,+3%,,,,,,,,,,,,,,,,,,,,
1132,"Lipton Green Tea Strawberry Cupcake, Strawberry Cu...",8712100333675,"['France', 'Suisse']",[],[],17,?,17 kj(4 kcal),0,0,"0,5","0,5","0,5",0,0,['Lipton'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",,,,,,,,,,,0%,,-65%,-100%,-100%,-78%,-59%,+138%,-100%,-100%,2,-52%,C,-52%,B,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,
1133,Sauce Burger - Calve - 250ml,8712100339684,"['Belgique', 'France']",[],[],?,250,1046 kj(250 kcal),?,"3,5",?,7,1,"1,4","0,56",['Calve'],"['Epicerie', 'Sauces', 'Sauces burger']",,,,,3.5 g,en quantité modérée,7 g,en quantité modérée,1.4 g,en quantité modérée,,-39%,-38%,,+5%,,-24%,-16%,-25%,-25%,,,,,D,250ml,,,"['Pays-Bas', 'Rotterdam']",,,,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,
1134,"Tea & Honey Ice Black Tea Peach Apricot - Lipton - 8 * 2,6g (20,8g)",8712100351648,"['France', 'Grèce']","['Extrait de thé noir ', '13%', 'extrait de thé vert ', '10%', 'sucre', 'acidifiant ', 'acide citrique', 'arômes naturels ', '7%', 'jus de pêche ', '5,5%', 'maltodextrine', ""jus d'abricot "", '3,9%', 'couleur ', ""Caramel au sulfite d'ammonium"", 'édulcorant ', 'sucralose', 'miel ', '1,6%', 'anti-agglomérant ', 'dioxyde de silicium']",['Non végétalien'],< 17,?,< 17 kj(4 kcal),"< 0,5","< 0,1","< 0,5","< 0,5","< 0,5","< 0,01","0,004",['Lipton'],"['Boissons', 'Produits déshydratés', 'Boissons édulcorées', 'Produits lyophilisés à reconstituer', 'Boissons lyophilisées', 'Boissons sans sucre ajouté']",,,,,,,,,,,-99%,,-99%,-90%,-97%,-99%,-99%,-96%,-98%,-98%,,,,,,"8 * 2,6 g (20,8 g)",['Carton'],,,,"['E330 - Acide citrique', ""E150d - Caramel au sulfite d'ammonium"", 'E955 - Sucralose', 'E551 - Dioxyde de silicium']",4,,,,,,,,Boisson froide instantanée saveur pêche et abricot,,['Noz'],,
1135,Thé vanille avec de la gousse de vanille - Lipton - 40g,8712100351877,['France'],"['Thé noir', 'arôme ', '18,6%', 'morceaux de gousses de vanille ', '0,5%']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,4,17 kj(4 kcal),0,0,"0,5","0,5","0,5",0,0,['Lipton'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions', 'Thés noirs', 'Thés aromatisés', 'Thés noirs aromatisés', 'Boissons sans sucre ajouté']",['Rainforest Alliance'],,,,,,,,,,,+100%,+70%,-100%,-100%,+119%,+184%,+257%,-100%,-100%,,,,,A,40 g,['Carton'],,,,,4,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,Thé aromatisé vanille,,,,
1136,Mousse Au Chocolat Douceur - Alsa,8712100359521,['France'],[],[],?,64,268 kj(64 kcal),"2,2","1,8","8,5","8,2","2,3","0,05","0,02",['Alsa'],"['Desserts', 'Desserts au chocolat', 'Mousses au chocolat']",,,2.2 g,en faible quantité,1.8 g,en quantité modérée,8.2 g,en quantité modérée,0.05 g,en faible quantité,,-77%,-76%,-87%,-82%,-61%,-59%,-61%,-77%,-77%,1,-92%,B,-92%,D,,,,,,,,86.6%,6.7%,1.9%,3.5%,1.0%,0.3%,35,,,,,
1137,Rahm Soße - 825g,8712100362019,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825 g,,,,,,,,,,,,,,,,,,
1138,Menthe givrée - Lipton,8712100366376,['France'],[],[],?,0,0 kj(0 kcal),0,0,"0,5","0,5",0,0,0,['Lipton'],['Boissons'],,,0 g,en faible quantité,0 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-96%,-95%,-100%,-100%,-100%,1,-87%,B,-87%,,,,,,,,,,,,,,,,,,,,
1139,Mille et un jasmins - N°71 - TO by Lipton - 10Capsules,8712100366451,"['France', 'Suisse']","['Thé vert parfumé aux fleurs de jasmin ', '78 %', 'thé vert', 'pétales de Jasmin ', '2 %']",[],?,< 4,< 17 kj(4 kcal),0,0,"< 0,5","< 0,5","< 0,5",0,0,"['TO by Lipton', 'Lipton']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Infusions', 'Dosettes', 'Thés en dosettes', 'Thés verts au jasmin']",,,,,,,,,,,,-73%,-80%,-100%,-100%,-80%,-68%,-30%,-100%,-100%,,,,,A,10 Capsules,"['Carton', 'boîte']",,,,,1,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,https://www.to-lipton.com/fr_FR/les-thes-infusions/the-vert-parfume-selection/mille-et-un-jasmins-21088501.html,,,
1140,Indienne - Knorr - 1litre,8712100368547,['France'],"['eau', 'légumes 35 % ', 'potiron 12%', 'carotte', 'pomme de terre', 'céleri', 'oignon', 'poireau', 'panais', 'amidon modifié', 'beurre', 'huile de tournesol', 'sucre', 'sel', 'curry Madras 0', '3% ', 'coriandre', 'curcuma', 'fenouil', 'cumin', 'poivre', 'fenugrec', 'poivre de Cayenne', 'cardamome', 'graines de moutarde', 'extrait de levure', 'fibre de tomate']",['Non végétalien'],180,?,180 kj(43 kcal),2,"0,7","4,5",2,"0,7","0,681","0,272",['Knorr'],"['Plats préparés', 'Soupes']","['en:FSC', 'Sans exhausteur de goût', 'Sans colorants artificiels', 'Sans conservateurs', 'Partenariat agriculture durable']","['Céleri', 'Lait', 'Moutarde']",2 g,en faible quantité,0.7 g,en faible quantité,2 g,en faible quantité,0.681 g,en quantité modérée,-17%,,-24%,+3%,+16%,-22%,+16%,-68%,-21%,-21%,2,+22%,B,+22%,,1 litre,['brique en carton'],,,,['E14XX - Amidons modifiés'],4,,,,,,,,Velouté de potiron et pointe de curry Madras,,['Super U'],,
1141,"Yellow label tea - Lipton - 220g, 100+10sachets",8712100369278,"['Belgique', 'France', 'Pays-Bas', 'Suisse']",['100% thé noir'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",17,?,17 kj(4 kcal),?,0,0,0,"0,5",0,0,['Lipton'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions', 'Thés noirs', 'Boissons sans sucre ajouté']","[""Fabriqué dans l'UE"", 'Rainforest Alliance']",,,,,,,,,,,,,,,,,,,,,,,,A,"220g, 100+10 sachets","['Carton', 'PEFC', 'PEFC/30-31-113', 'Green dot']",,,,,1,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,Thé noir dont 5% de feuilles de thé pressées,,['Leader Price'],,
1142,Vietnamienne : légumes du wok et épices douces - Knorr - 1l,8712100372070,['France'],"['eau', 'légumes 29% ', 'céleri', 'carotte', 'oignon', 'poireau', 'champignon shitake 3%', 'pousse de bambou', 'poivron rouge', 'amidon modifié', 'huile de tournesol', 'sucre', 'sel', 'épices et aromates ', 'coriandre', 'ail', 'curcuma', 'gingembre', 'cumin', 'poivre de Cayenne', 'extrait de levure', 'curry ', 'dont graines de moutarde']",[],180,?,180 kj(43 kcal),"2,5","0,3","4,5",2,"0,7","0,711","0,284","['Knorr', 'Unilever']","['Plats préparés', 'Soupes en carton']","['en:FSC', 'Sans exhausteur de goût', 'Sans colorants artificiels', 'Sans conservateurs']",['Céleri'],2.5 g,en faible quantité,0.3 g,en faible quantité,2 g,en faible quantité,0.711 g,en quantité modérée,-72%,,-73%,-65%,-87%,-66%,-4%,-90%,-25%,-25%,2,-49%,B,-49%,,1l,['brique en carton'],,,,['E14XX - Amidons modifiés'],4,,,,,,,,,,['Super U'],,
1143,Velouté de 9 légumes - Knorr - 1l,8712100380976,['France'],"['Eau', 'légumes : 40% ', 'carotte', 'céleri', 'pomme de terre', 'oignon', 'brocoli', 'tomate', 'poireau', 'navet', 'chou blanc', 'amidon modifié', 'matière grasse végétale', 'crème fraîche', 'sel', 'sucre,fécule de pomme de terre', ""jus d'acérola"", 'extrait de levure', 'lactosérum', 'arômes', 'jus de légumes concentrés ', 'céleri', 'carotte', 'poireau', 'oignon']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",160,?,160 kj(38 kcal),"1,5","< 0,5","4,5","1,5","0,8","0,813","0,325","['Knorr', 'Unilever']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",['en:FSC'],"['Céleri', 'Lait']",1.5 g,en faible quantité,0.5 g,en faible quantité,1.5 g,en faible quantité,0.813 g,en quantité modérée,0%,,-2%,-3%,-17%,-5%,-19%,-6%,+26%,+26%,2,+49%,B,+49%,A,1 l,"['Brique', 'Carton', 'Brique']",,,,['E14XX - Amidons modifiés'],4,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,Velouté de légumes,,['Monoprix'],,
1144,Veloute de 9 legumes 50% rembourses - Knorr,8712100385605,['France'],[],[],?,44,184 kj(44 kcal),?,"0,2",?,2,"0,7","0,77","0,308",['Knorr'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",,,,,0.2 g,en faible quantité,2 g,en faible quantité,0.77 g,en quantité modérée,,+13%,+13%,,-67%,,+8%,-18%,+20%,+20%,,,,,B,,,,,,,,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,,
1145,Legume,8712100386558,['France'],[],[],?,140,586 kj(140 kcal),"0,8","0,2",22,21,7,62,"24,8",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés']",,,0.8 g,en faible quantité,0.2 g,en faible quantité,21 g,en quantité élevée,62 g,en quantité élevée,,+122%,+131%,-29%,-7%,+207%,+591%,+223%,+10498%,+10498%,6,,C,,,,,,,,,,,,,,,,,,,,,
1146,Seasoning Delikat Chicken 400G 1 / 24 9.7KG / Box - 400g,8712100386657,['France'],[],[],?,140,586 kj(140 kcal),"0,9","0,2",19,19,8,63,"25,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,400 g,,,,,,,,,,,,,,,,,,
1147,Calve' Maionese Raffinata Tubo,8712100389894,['France'],[],[],?,470,1966 kj(470 kcal),52,7,2,"0,4","0,8","1,2","0,48",['Calve'],,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,Lipton The Vert Orient,8712100395017,['France'],"['Thé vert', 'arôme ', '5,6%', 'anis ', '1,6%', 'cannelle ', '1,6%', 'réglisse ', '1,2%']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,4,17 kj(4 kcal),0,0,"0,5","0,5","0,5",0,0,['Lipton'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
1149,The agrumes 20 sachets - Lipton,8712100403392,['France'],"['Thé,arôme,écorce d’agrumes,citron ,citron vert,orange ,pamplemousse']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,4,17 kj(4 kcal),0,0,"0,5","0,5","0,5",0,0,['Lipton'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
1150,Pro-activ - Cuisson & Tartine - Fruit d'Or pro-activ - 260g,8712100408519,['France'],"['Huiles végétales non hydrogénées', 'eau', 'esters stérol végétal ', '12,5 % dont 7,5 % de stérol végétal', 'poudre de babeurre ', 'lait', 'sel 0,5%', 'émulsifiants : mono-', ""diglycérides d'acides gras et lécithine de tournesol"", 'arômes', 'conservateur : sorbate de potassium', ""correcteur d'acidité : acide citrique"", 'colorant : bêta-carotène', 'vitamines A et D']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,540,2259 kj(540 kcal),60,12,"< 0,5","< 0,5","< 0,5","0,508","0,203","[""Fruit d'Or pro-activ"", 'Unilever']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Frais', 'Pâtes à tartiner végétales', 'Margarines', 'Margarines allégées']",['Réduit le cholesterol'],['Lait'],60 g,en quantité élevée,12 g,en quantité élevée,0.5 g,en faible quantité,0.508 g,en quantité modérée,,+15%,+16%,+17%,-18%,-2%,+90%,+99%,-12%,-12%,10,-9%,C,-9%,C,260 g,"['Frais', 'Barquette', 'Couvercle', 'Plastique']",,,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E160ai - Bêta-carotène']",4,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,Margarine allégée (60 % MG),http://www.fruitdorproactiv.fr/healthcareprofessionals/decouvrez-la-gamme-fruit-d-or-proactiv/fruit-dor-pro-activ-cuisson-tartine.aspx,['Super U'],,
1151,Pro-Activ (lot x2) - Fruit d'Or - 2 * 250g,8712100414572,['France'],"['Huiles végétales 55% ', 'tournesol', 'colza', 'palme', 'lin', 'eau', 'esters de stérol végétal ', '12,5% dont 7,5% de stérols végétaux', 'poudre de babeurre ', 'lait', 'sel 0,5%', 'émulsifiants : mono-', ""diglycérides d'acides gras et lécithine de tournesol"", 'arômes ', 'dont lait', 'conservateur : sorbate de potassium', ""correcteur d'acidité : acide citrique"", 'colorant : caroténoïdes', 'vitamines A et D']","['Huile de palme', 'Non végétalien']",2230,539,2230 kj(539 kcal),60,12,"< 0,5","< 0,5","< 0,5","0,51","0,204","[""Fruit d'Or""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines', 'Margarines allégées', 'Pâtés végétaux']","['Peu ou pas de matière grasse', 'Peu de matière grasse', 'Allégé en matière grasse']",['Lait'],60 g,en quantité élevée,12 g,en quantité élevée,0.5 g,en faible quantité,0.51 g,en quantité modérée,+11%,+15%,+15%,+17%,-18%,-2%,+90%,+99%,-12%,-12%,10,-9%,C,-9%,C,2 * 250 g,"['Barquette', 'Plastique']",,,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E160 - Caroténoïdes']",4,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,Margarine allégée (60% M.G) aux extraits de stérols végétaux et enrichie en vitamines A et D,,,['Huile de palme'],
1152,19G Kit Cuisson Potatoes Paprika Knorr,8712100421860,['France'],"['épices et aromates : ', 'paprikat thym : 5,3%', 'ail : 3,7%', 'basilic', 'origan', 'poivre de Cayenne', 'romarin', 'graisse de palme', 'sel', 'fécule de pomme de terre', 'oignon', 'maltodex- trine', ""jus d'oignon concentré"", 'extrait de levure', 'huile de tournesol', ' Peut contenir : blé', 'céleri', 'lait', 'oeuf']",['Huile de palme'],?,110,460 kj(110 kcal),"1,5","0,7",19,1,"2,5","0,85","0,34",['Knorr'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Huile de palme'],
1153,Papillote cabillaud herbes et beurre citronnée - Knorr - 30g,8712100421884,['France'],"['Ingrédients: fécule de pomme de terre,farine de BLE', 'graisse de palme', 'sel', 'épices et aromates: 10% dont herbes: 6% ', 'ail', 'persil', 'thym', 'ciboulette', 'romarin', 'poivre', 'curcuma', 'maltodextine', 'sucre', 'extrait de levure', 'sel minéral naturel', 'jus de citron: 2', '8', 'BEURRE: 2', '4%', 'lactose ', 'LAIT', 'oignon', 'protéines de LAIT', 'LAIT écrémé', ""huile d'olive vierge extra"", 'arômes', 'extrait de vin blanc', 'dextrosePeut contenir:céleri', 'oeuf', '*** contenant moins de sodium que le sel de cuisine du fait de la présence naturelle de potassium']","['Huile de palme', 'Non végétalien']",?,64.7,271 kj(64 kcal),"2,52","1,08","2,52","1,44","7,91","0,468","0,187",['Knorr'],,,"['Gluten', 'Lait']",,,,,,,,,,,,,,,,,,,,,,,,30 g,['sachet de cuisson'],,,,,4,,,,,,,,,,,['Huile de palme'],
1154,Conimex Kruidenmix Nasi 19GR,8712100425028,['France'],"['Zout', 'paprikapoeder', 'aroma', 'koriander', 'rode paprika', 'smaakversterker E621 ', 'aardappelzetmeel', 'palmvet', 'savooiekool', 'wortel', 'knoflook', 'gehydrolyseerde plantaardige eiwitten', 'peper', 'kurkuma', 'GARNALENPOEDER', 'maltodextrine', 'citroensappoeder', 'sojasaus ', 'SOJABOON', 'TARWE']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,111,464 kj(111 kcal),2,"0,5",16,"0,9","6,3","0,3","0,12",['Conimex'],,,['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,,
1155,Soupe forestiere aux cepes - Knorr,8712100425790,"['France', 'Suisse']","['eau', '8', '5% champignons ', 'bolet edulis', 'champignons', 'chanterelles', 'CREME', 'amidon modifié', 'farine de BLÉ', 'sel comestible', 'huiles végétales ', 'turnesol', 'palme', 'extrait de levure', 'échalots', 'ciboulette', 'arôme ', 'dont BLÉ', 'dont ORGE', 'sucre', 'ail', 'BABEURRE en poudre', 'maltodextrine', 'épices', 'oignon déshydraté', ' Peut contenir des traces de: œuf', 'céleri', ' Stérilisé']","['Huile de palme', 'Non végétalien']",203,?,203 kj(49 kcal),"3,1","1,6","4,1","0,5","0,9","0,68","0,272",['Knorr'],,,"['Gluten', 'Lait']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E14XX - Amidons modifiés'],4,,,,,,,,,,,['Huile de palme'],
1156,Mix voor nasi speciaal - Conimex - 41g,8712100430138,"['France', 'Pays-Bas']",[],[],?,140,586 kj(140 kcal),"3,5","0,9",18,"1,5",7,"0,53","0,212",['Conimex'],,,,,,,,,,,,,,,,,,,,,,,,,,,41 g,,,,,,,,,,,,,,,,,,
1157,Solo,8712100452963,"['Belgique', 'France']",[],['Sans huile de palme'],?,696,2912 kj(696 kcal),79,24,"0,5","0,5","0,5","1,5","0,6",,,"['Sans arômes artificiels', 'Huile de palme durable', 'Sans colorants', 'en:palm-oil-free']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delhaize'],,
1158,"Culinesse Olive, mit Olivenöl - Rama",8712100453861,"['France', 'Allemagne']","['pflanzliche Öle ', 'Raps', 'Raps ganz gehärtet', '16% Olivenöl', 'Trinkwasser', 'Speisesalz ', '1,5%', 'Emulgator ', 'Lecithine ', 'mit SOJA', 'natürliche Aromen', 'Farbstoff ', 'Carotine', 'Vitamine ', 'A', 'D', 'Säuerungsmittel ', 'Citronensäure']","[""Pourrait contenir de l'huile de palme""]",?,640,2678 kj(640 kcal),73,"8,5","0,5",0,0,"1,32","0,528",['Rama'],['Matières grasses'],"['Arômes naturels', 'de:Arômes naturels']",['Soja'],73 g,en quantité élevée,8.5 g,en quantité élevée,0 g,en faible quantité,1.32 g,en quantité modérée,,-20%,-20%,-18%,-63%,+123%,-100%,-100%,+577%,+577%,12,+6%,D,+6%,,,,,,,"['E322 - Lécithines', 'E160a - Carotènes mélangés', 'E330 - Acide citrique']",4,,,,,,,,,,,,
1159,Sauce Dessert Au Chocolat - Alsa,8712100455056,['France'],"['Sirop de glucose', 'eau', 'chocolat en poudre ', '13%', ' ', 'sucre', 'cacao', 'dextrose', ' édulcorant ', 'sorbitol', ' LAIT concentré ', 'LAIT', 'sucre', 'cacao ', '4,4%', ' conservateur ', 'sorbate de potassium', ""correcteur d'acidité "", 'acide lactique', 'stabilisant ', 'E4SO', 'sel', 'arôme', ' Peut contenir', ' noix']",['Non végétalien'],?,390,1632 kj(390 kcal),3,2,85,80,3,0,0,['Alsa'],,['en:gluten-free'],['Lait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E420 - Sorbitol', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E270 - Acide lactique']",4,,,,,,,,,,,,
1160,Carte D'or Gelateria Ice Cream Dessert Chocolate,8712100462696,['France'],[],[],?,210,879 kj(210 kcal),9,7,28,26,"3,5","0,14","0,056","[""Carte d'Or""]","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']",,,9 g,en quantité modérée,7 g,en quantité élevée,26 g,en quantité élevée,0.14 g,en faible quantité,,-10%,-10%,-23%,-8%,+0%,+11%,+11%,-7%,-7%,13,-3%,D,-3%,B,,,,,,,,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,
1161,Pain d'épices saveur d'antan - Alsa - 8parts,8712100463365,['France'],[],[],?,360,1506 kj(360 kcal),13,7,55,33,"4,5","0,98","0,392",['Alsa'],"['Biscuits et gâteaux', 'Aides culinaires', 'Gâteaux', 'Préparations pour desserts', 'Aides à la pâtisserie', 'Préparations pour gâteaux']","['Sans colorants', ""Saveurs de l'Année"", ""Saveurs de l'Année 2015"", 'en:Saveurs-de-l-annee-france']",,,,,,,,,,,-3%,-3%,+26%,+62%,-7%,+10%,-25%,+58%,+58%,,,,,,8 parts,"['Carton', 'Acier recyclable']",,,,,,,,,,,,,,,,,
1162,"Knorr ""Lasange"" - 56g",8712100470301,"['France', 'Allemagne']",[],"['Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,56 g,,,,,,,,,,,,,,,,,,
