,name,bar_code,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,brand,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,additives,allergens,labels,packaging,manufacturing,nova_score,markets,link,palm_ingredients,ingredients_origins,generic_name,traceability_code,brand_owner
1094,M &M Hazelnut Block 155G / 13 - M&M's,9300682049337,,['France'],[],[],,,,,,,,,?,,550,,2301 kj(550 kcal),,"33,5",,"17,5",,"54,5",,"52,7",,"6,7",,"0,072",,"0,029",,,,,,,"[""M&M's""]",,,,,,,,,,,,,,,,,,,,,
1095,M&m's caramel,9300682050142,,"['Australie', 'France']","['sugar', 'milk sölids', 'glucose syrup', 'cocoa mass', 'cocoa butter', 'vegetable fat', 'corn starch', 'thickener ', 'dextrin', ' emulsifiers ', '471', 'soy lecthin', 'salt colours ', '171', '29', '10', '102 133 flavour glazing age t ', '903', 'mil cocolate con ains a minimum of 29 co oa solids and 3% milk solids', 'may be present: peanuts,']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",,,,,,,,,?,,468,,1958 kj(468 kcal),,"18,6",,"12,8",,"70,9",,"65,1",,"3,8",,"0,156",,"0,062",,,,,,,"[""M&M's""]",,,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E171 - Oxyde de titane', 'E903 - Cire de carnauba']",,,,,4,['Woolworths'],,,,,,
1096,M &MS Raspberry 180G / 12 - M&M's - 180g,9300682050395,,['France'],"['sus', 'mcoa uxss', ' cŒoA srxntlf ', 'SOURCES tsovacts']",[],,,,,,,,,?,,510,,2134 kj(510 kcal),,"20,8",,"13,1",,"68,5",,"64,2",,"4,6",,"0,055",,"0,022",,,,,,,"[""M&M's""]",,,,,,,,180 g,,,,,,,,,,,,,
1097,M&m's - 145g,9300682050630,,['France'],[],[],,,,,,,,,?,,203,,849 kj(203 kcal),,"20,6",,"12,5",,67,,64,,"5,5",,"0,71",,"0,284",,,,,,,,,,,,,,,145 g,,,,,,,,,,,,,
1098,Old El Paso Mexican Jumbo Taco Kit,9300695003739,,"['Australie', 'France']","['CONTAINS: TACO SHELLS Iti', 'jtedòents: Ground corn', ' sunfl0?', 'et watere satt', ' emulsitler ', 'sou iectthin', 'Coniains so']",[],,,,,,,,,?,,484,,2025 kj(484 kcal),,"25,5",,"2,3",,"54,6",,"1,3",,"6,3",,"0,125",,"0,05",,,,,,,['Old El Paso'],,,,,,,,,,,,,,,['Woolworths'],,,,,,
1099,Lipton Cool as a Cucumber - 1500ml,9300830024797,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Lipton'],,,,,,,,1500 ml,,,,,,,['Woolworths'],,,,,,
1100,Continental Cup a Soup Pumpkin,9300830037452,,"['Australie', 'France']","[',,', 'Vegetable powderslpUmpkinA ', '13%', 'potab Oakes ', 'contain ipflion starchrmaltodext n', 'sugar', 'creamer [ve étable oil ', 'contains soybean', 'g glucosesyrup ', 'from wtieat', 'milk prbteitu mineréalt', 'potassium chlotiqé', ""s sour cream powder'eastextract"", 'naturalflayouf$z naturalcoloür ', 'carmine', 'aéid', 'lactic', ' From respogyiblyüôwn pumpkins', 'Contains naturally occurring glutamates', 'Contayn$ujphites', 'soybean,wheat and milk products', 'processes products containing peanut', 'egg', 'sesame,']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,46,,192 kj(46 kcal),,"0,8",,"0,4",,"8,9",,3,,"0,5",,"0,265",,"0,106",,,,,,,['Continental'],,,,,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Graines de sésame', 'Soja']",,,,4,['Woolworths'],,,,,,
1101,Infused Water - Lipton,9300830041992,,['France'],[],[],,,,,,,,,?,,2,,8 kj(2 kcal),,0,,0,,"0,5",,"0,4",,0,,"0,05",,"0,02",,,,,,,['Lipton'],,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,,
1102,Flora Pro-activ Spread Buttery,9310003044972,,"['Australie', 'France']",[],[],,,,,,,,,?,,241,,1008 kj(241 kcal),,65,,15,,8,,8,,1,,"3,6",,"1,44",,,,,,,,,,,,,,,,,,['Fabriqué en Australie'],,,,['Woolworths'],,,,,,
1103,Seasoning All Purpose - Masterfoods,9310012035503,"['Epicerie', 'Condiments']","['Australie', 'France']","['salt 49%', 'rice flour', 'sugar', 'paprika 6%', 'garlic 5%', 'onion 4,5%', 'pepper 3,5%', 'celery šeed', 'coriander seed', 'cumin', 'cardamom', 'clove', 'chilli', 'nutmeg', 'vegetable il', 'calour ', 'paprka oleoresin', 'may contain sesame seeds', 'storo in']",[],2 g,en faible quantité,0.4 g,en faible quantité,17.6 g,en quantité élevée,19.4 g,en quantité élevée,?,,188,+34%,787 kj(188 kcal),+31%,2,-66%,"0,4",-37%,36,+175%,"17,6",+158%,"3,9",-8%,"19,375",+247%,"7,75",+247%,15,+49%,D,+49%,,['Masterfoods'],,,,,,,,,,,,,,3,['Woolworths'],,,,,,
1104,165G SMT RRD RST TOMATO BASIL - Red Rock Deli,9310015242670,,['France'],[],[],,,,,,,,,?,,485,,2029 kj(485 kcal),,?,,"3,2",,?,,"3,1",,"7,5",,"0,51",,"0,204",,,,,,,['Red Rock Deli'],,,,,,,,,,,,,,,,,,,,,
1105,Doritos Cheese Supreme,9310015243714,,"['Australie', 'France']","['CORN', 'VEGETABLE OILS ', 'SOY', 'CHEESE POWDER ', 'MIL""', 'SALT', 'BUTTERMILK POWDER ', 'MILK', 'WHEAT FLOUR', 'WHEY CONCENTRATE ', 'MILK', 'TOMATO POWDER', 'FLAVOUR ENHANC[RS ', '621', '631', '627', 'ONION POWDER', 'WHEY POWDER ', 'MILK', 'GARI', 'IC POWDER', 'DEXTROSE', 'SUGAR', 'NATURAL FLAVOUR', 'MINERAL SALT ', '339', 'FOOD ACIDS ', 'LACTIC ACID', 'CITRIC ACD', 'SPICE ', 'WHITE PEPPER', 'COLOURS ', '110', '150D ', ' Contains Gluten Contains Milk or Milk Products Contains Soybeans or Soybean Products']",['Non végétalien'],,,,,,,,,?,,518,,2167 kj(518 kcal),,"26,9",,"13,1",,"58,5",,"2,4",,"8,9",,"0,618",,"0,247",,,,,,,['Doritos'],,,,,,,,,"['E270 - Acide lactique', 'E110 - Jaune orangé S', ""E150d - Caramel au sulfite d'ammonium""]","['Gluten', 'Lait', 'Soja']",,,,4,['Woolworths'],,,,,,
1106,Chai flavour tea latte - Lipton,9310021041205,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']","['Australie', 'France']",[],[],,,,,,,,,?,,49,+444%,205 kj(49 kcal),+454%,"1,3",+1960%,1,+5002%,"6,9",+294%,"6,2",+370%,"1,1",+551%,4,+30908%,"1,6",+30908%,22,+456%,E,+456%,B,['Lipton'],66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,['Woolworths'],,,,,,
1107,Lipton Original Ice Green Tea,9310021043483,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Thés glacés']","['Australie', 'France']","['Water', 'green tea extract ', '11%', 'Sugar', 'food acids ', '330', '331', 'flavours ', 'cahtain wheat derivative', 'antioxidant ', '300', 'natural sweetener ', '960', ' Contains wheat products']",[],,,,,,,,,?,,19,-14%,79 kj(19 kcal),-14%,"0,1",-29%,"0,1",+279%,"4,6",-13%,"4,6",-9%,"0,1",-32%,"0,025",-11%,"0,01",-11%,7,-4%,D,-4%,B,['Lipton'],66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,"['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E300 - Acide ascorbique', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",,['Sans conservateurs'],,,4,['Woolworths'],,,,,,
1108,Moni wraps,9310023143426,,"['Australie', 'France']",[],[],,,,,,,,,?,,277,,1159 kj(277 kcal),,6,,"2,9",,"44,9",,2,,"7,8",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,['Woolworths'],,,,,,
1109,Vaalia allege lemô - Parmalat,9310036016939,,"['Australie', 'France']",[],[],,,,,,,,,?,,113,,473 kj(113 kcal),,"2,5",,"1,6",,"17,7",,"12,6",,"4,6",,"0,064",,"0,026",,,,,,,['Parmalat'],,,,,,,,,,,,,,,['Woolworths'],,,,,,
1110,Crème liquide - Pauls,9310036041108,,['France'],[],[],,,,,,,,,?,,337,,1410 kj(337 kcal),,"35,4",,"23,2",,"3,4",,"3,4",,"2,3",,"0,024",,"0,01",,,,,,,['Pauls'],,,,,,,,,,,,,,,,,,,,,
1111,Real Coffee Ice Break Extra Shot - Parmalat - 750ml,9310036041337,"['Boissons', 'Produits laitiers', 'Boissons lactées', 'Boissons au café', 'Boissons lactées au café', 'Boissons avec sucre ajouté']","['Australie', 'France']","['Lait partiellement écrémé', 'sucre', 'café ', '1 %']",[],1.7 g,en quantité modérée,1.1 g,en quantité modérée,9.6 g,en quantité élevée,0.102 g,en faible quantité,300,-66%,?,,300 kj(72 kcal),-61%,"1,7",-71%,"1,1",-75%,"10,3",-63%,"9,6",-55%,"3,7",-33%,"0,102",-73%,"0,041",-73%,18,+29%,E,+29%,,['Parmalat'],,,,,,,,750 ml,,,"['Sans colorants', 'Sans arômes ajoutés', 'Sans conservateurs']","['Plastique', 'Bouteille', 'Frais']",,4,['Woolworths'],,,,,,
1112,Milk chocolate cake,9310047212726,,"['Australie', 'France']",[],[],,,,,,,,,?,,313,,1310 kj(313 kcal),,"12,9",,"4,8",,"44,1",,"30,2",,"5,3",,4,,"1,6",,,,,,,,,,,,,,,,,,,,,,['Woolworths'],,,,,,
1113,Tranches de fromages cheddar,9310052119751,,"['Australie', 'France']",[],[],,,,,,,,,?,,410,,1715 kj(410 kcal),,"34,7",,"23,8",,1,,1,,"24,8",,"0,65",,"0,26",,,,,,,,,,,,,,,,,,,,,,"['Woolworths', 'Coles']",,,,,,
1114,Spécial K Forest Berries,9310055536685,,"['Australie', 'France']",[],[],,,,,,,,,?,,387,,1619 kj(387 kcal),,"2,1",,"0,7",,"71,8",,"22,1",,"15,7",,"0,34",,"0,136",,,,,,,,,,,,,,,,,,,,,,['Woolworths'],,,,,,
1115,Chewy White Choc Chip - Uncle Tobys - 185g,9310060406959,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']","['Australie', 'France']","['uncle tobys rolled oats ', '34%', 'glucose ', 'wheat', 'wholegrain wheat ', '11%', 'compound chocolate chips ', '9%', ' [sugar', 'vegetable oil', 'whey powder ', 'milk', 'emulsifiers ', 'soy lecithin', '492', 'flavour]', 'breakfast cereal [wholemeal wheat flour ', '5%', 'wheat starch', 'sugar', 'vitamin e]', 'chicory root fibre', 'sunflower oil ', 'soy', 'sugar', 'humectant ', 'glycerine', 'modified wheat starch ', '1412', 'invert sugar', 'coconut ', 'sulphites', 'honey', 'milk powder', 'emulsifier ', 'soy lecithin', 'flavour', 'preservative ', '223', ' ', 'sulphites', 'contains gluten containing ingredients', 'milk', 'soy and sulphites', 'may contain lupin,']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",11.8 g,en quantité modérée,4.5 g,en quantité modérée,17.7 g,en quantité élevée,0.015 g,en faible quantité,?,,395,-7%,1653 kj(395 kcal),-7%,"11,8",-25%,"4,5",-24%,"60,2",0%,"17,7",-35%,"6,6",-12%,"0,015",-96%,"0,006",-96%,6,-55%,C,-55%,,['Uncle Tobys'],,,,,,,,185g,"['E322i - Lécithine', 'E492 - Tristéarate de sorbitane', '', 'Risque élevé de sur-exposition', 'E422 - Glycérol', 'E1412 - Phosphate de diamidon', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait', 'Soja', 'Anhydride sulfureux et sulfites']","['Fabriqué en Australie', 'en:Health Star Rating', 'en:Health Star Rating 4']","['Cardboard', 'Box']",,4,['Woolworths'],,,,,,
1116,Chewy choc chip - Uncle Tobys - 375g e,9310060407154,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']","['Australie', 'France']","['Wholegrain Cereals ', '43%', ',[Uncle Tobys rolled oats ', '33%', 'whole grain wheat ', '10%', '] glucose ', 'wheat', 'compound chocolate ', '9%', ' [sugar', 'vegetable oil', 'milk solids', 'cocoa', 'cocoa mass', 'emulsifiers ', '492', 'soy lecithin', 'salt]', 'wheat puffs ', 'wholemeal wheat flour ', '5%', 'wheat starch', 'sugar', 'antioxidant [307b]', 'vegetable oil [emulsifier ', 'soy lecithin', 'antioxidant ', '304', '306', ']', 'sugar', 'humectant ', 'glycerine', 'coconut ', 'sulphites', 'invert sugar', 'honey', 'salt', 'emulsifier ', 'soy lecithin', 'skim milk power', 'flavour']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",11.5 g,en quantité modérée,4.2 g,en quantité modérée,17.2 g,en quantité élevée,0.04 g,en faible quantité,?,,390,-8%,1632 kj(390 kcal),-8%,"11,5",-27%,"4,2",-30%,"59,8",-1%,"17,2",-37%,"6,9",-8%,"0,04",-90%,"0,016",-90%,6,-55%,C,-55%,,"['Uncle Tobys', 'Nestlé']",,,,,,,,375 g e,"['E492 - Tristéarate de sorbitane', '', 'Risque élevé de sur-exposition', 'E322i - Lécithine', 'E307b - Tocophérol concentré', 'E304 - Acide palmityle-6-L-ascorbique', 'E306 - Extrait riche en tocophérols', 'E422 - Glycérol']","['Gluten', 'Soja', 'Anhydride sulfureux et sulfites']",['Fabriqué en Australie'],"['cardboard box', 'Cardboard', 'Plastic']",,4,,,,,,,
1117,Arnott's Tina Wafer - Arnotts,9310072000107,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']","['Australie', 'France']","['SUCRE', 'FARINE DE BLÉ', 'HUILE VÉGÉTALE AMIDON ', 'BLÉ', 'CACAO EN POUDRE', 'SEL', 'COLORANTS ALIMENTAIRES ', 'CARAMEL III', 'COCHENILLE', 'ROUGE ALLURA AC', 'SUNSET YELLOW FCF', 'ÉMULSIFIANT', 'LECITHINE DE SOJA', ' ACIDE ALIMENTAIRE ', 'ACIDE CITRIQUE', 'ANTIOXYDANT ', 'E307B DE SOJA', 'LEVURE CHIMIQUE', 'ARÔME']","['Non végétalien', 'Non végétarien']",26 g,en quantité élevée,12.9 g,en quantité élevée,44.2 g,en quantité élevée,0.053 g,en faible quantité,?,,521,+10%,2180 kj(521 kcal),+10%,26,+25%,"12,9",+28%,"68,1",+6%,"44,2",+50%,"2,8",-57%,"0,053",-91%,"0,021",-91%,25,+26%,E,+26%,C,['Arnotts'],80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,"['E150 - Caramel', 'E120 - Acide carminique', 'E129 - Rouge allura AC', 'E110 - Jaune orangé S', 'E322i - Lécithine', 'E330 - Acide citrique', 'E307b - Tocophérol concentré']","['Œufs', 'Gluten', 'Lait', 'Arachides', 'Graines de sésame', 'Soja']",['Fabriqué en Australie'],,,4,['Woolworths'],,,,,,
1118,Butter Shortbread Cookies,9310072021621,,['France'],[],[],,,,,,,,,?,,515,,2155 kj(515 kcal),,"27,5",,"15,6",,"60,5",,"15,9",,"5,5",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,['Fabriqué en Australie'],,,,,,,,,,
1119,Farmbake Crunchy Fruit And Oats - Arnott’s,9310072021805,,['France'],"['FARINE DE BLÉ SUCRE', ""FLOCONS D'AVOINE "", '14 0%', 'CONTIENT: SOJA', 'NOIX DE COCO', 'RAISINS DE CORINTHE ', '5 0%', 'RAISINS DE SMYRNE ', '39%', 'MÉLASSE CLAIRE', 'LEVURE CHIMIQUE SEL', 'ÉMULSIFIANT ', 'Lécithine DE SOJA', 'ARÔMES ', 'CONTIENT: LAIT', "" PEUT CONTENIR DES TRACES D'ŒUF"", 'DE FRUITS A COQUE ET DE SÉSAME']",[],,,,,,,,,?,,470,,1966 kj(470 kcal),,"18,5",,"11,5",,"68,4",,"9,1",,5,,"3,53",,"1,412",,,,,,,['Arnott’s'],,,,,,,,,['E322i - Lécithine'],"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Graines de sésame', 'Soja']",['Fabriqué en Australie'],,,4,,,,,,,
1120,VitaWeat cracker chips - Arnott's,9310072028484,,['France'],[],[],,,,,,,,,?,,454,,1900 kj(454 kcal),,"14,1",,2,,"72,4",,"2,1",,7,,"0,4",,"0,16",,,,,,,"[""Arnott's""]",,,,,,,,,,,['Fabriqué en Australie'],,,,,,,,,,
1121,Shapes original pizza - Arnott's,9310072028521,,['France'],[],[],,,,,,,,,?,,495,,2071 kj(495 kcal),,"23,1",,"5,4",,"1,5",,"1,5",,"7,8",,"6,2",,"2,48",,,,,,,"[""Arnott's""]",,,,,,,,,,,['Fabriqué en Australie'],,,,,,,,,,
1122,Shapes light  sour cream - Arnott's,9310072028705,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,"[""Arnott's""]",,,,,,,,,,,,,,,,,,,,,
1123,Arn Shapes RST Chicken 165G / 1,9310072028873,,['France'],[],[],,,,,,,,,?,,483,,2021 kj(483 kcal),,"20,8",,3,,"63,7",,"1,9",,"8,4",,"0,797",,"0,319",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,Arn Tim Tam Coconu Lychee 160G,9310072029382,,['France'],[],[],,,,,,,,,?,,542,,2268 kj(542 kcal),,"30,5",,"21,6",,"61,4",,"42,5",,"4,9",,"0,141",,"0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,Peas carrots,9310082164042,,['France'],[],[],,,,,,,,,?,,60,,251 kj(60 kcal),,"0,7",,"0,2",,"7,4",,"2,4",,"3,5",,"0,273",,"0,109",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,Helga's Soy and Linseed Bread 850G,9310128002550,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']","['Australie', 'France']",[],[],6.4 g,en quantité modérée,1 g,en faible quantité,3.2 g,en faible quantité,0.04 g,en faible quantité,?,,260,-21%,1088 kj(260 kcal),-21%,"6,4",+4%,1,-15%,"35,8",-35%,"3,2",-18%,"11,3",+19%,"0,04",-97%,"0,016",-97%,-2,-139%,A,-139%,,,,,,,,,,,,,,,,,['Woolworths'],,,,,,
1127,Riz blanc - Sunlong - 1kg,9310140020303,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz blanc']","['France', 'Polynésie française']",[],[],1 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,0.5 g,en quantité modérée,?,,354,+5%,1481 kj(354 kcal),+4%,1,+20%,1,+403%,1,-99%,1,+339%,"8,4",+14%,"0,5",+1892%,"0,2",+1892%,1,,B,,C,['Sunlong'],79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,1kg,,,['en:gluten-free'],,,,,,,,,,
1128,Goodies,9310155003209,,['France'],[],[],,,,,,,,,?,,401,,1678 kj(401 kcal),,"7,6",,"1,2",,"74,8",,"0,7",,"9,1",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,
1129,Couscous Pearl - San Remo - 300g,9310155005340,"['Plats préparés', 'Couscous']",['France'],['Semoule de blé dur'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1.4 g,en faible quantité,1 g,en faible quantité,2 g,en faible quantité,0.015 g,en faible quantité,?,,368,+25%,1540 kj(368 kcal),+23%,"1,4",-45%,1,+90%,"73,6",+39%,2,-26%,"12,5",+18%,"0,015",-92%,"0,006",-92%,-3,,A,,B,['San Remo'],69.1%,16.2%,7.3%,3.3%,4.1%,0.0%,80,300 g,,,,,,3,,,,,,,
1130,Fantastic R / CRK Sesame,9310155006538,,['France'],"['Rice flour', 'maize flour', 'sesame seeds ', '5', '6%', 'poppy seeds ', '5', '3%', 'sunflower seeds ', '4', '2%', 'mustard seeds ', '4', '2%', 'Sunflower oil ', 'antioxidant ', '320', 'salt', 'garlic powder', 'onion powder']",[],,,,,,,,,?,,439,,1837 kj(439 kcal),,"13,9",,"1,7",,"68,4",,"1,5",,"10,4",,"0,6",,"0,24",,,,,,,['Fantastic'],,,,,,,,,['E320 - Butylhydroxyanisol'],['Graines de sésame'],,,,,,,,,,,
1131,Pancetta,9310155365055,,['France'],[],[],,,,,,,,,?,,85,,356 kj(85 kcal),,"3,6",,"2,1",,"11,4",,"0,9",,"1,6",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,Noodles hearty beef,9310155711500,,['France'],[],[],,,,,,,,,?,,68,,285 kj(68 kcal),,"3,1",,"1,5",,"8,7",,"0,1",,"1,3",,"0,345",,"0,138",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,Fantastic RCRKR Slt &vin 100G,9310155754064,,['France'],"['Rice flour ', '86%', 'seasoning powder: ', 'salt', 'flavo', 'trt acidity regulators ', 'E262* E330', 'sugar', 'maize maltodextrin', 'lactose ', 'contains milk', 'flavour enhancers ', 'E621 E627', 'E631', 't anti caking agent ', 'E551 vegetable oil ', 'contain soy antioxidants ', 'E306', 'E330', "" '"", ""E621 E627 'E631"", ' E330', ' and egg']",['Non végétalien'],,,,,,,,,?,,360,,1506 kj(360 kcal),,5,,2,,75,,"1,5",,"6,5",,"1,3",,"0,52",,,,,,,['Fantastic'],,,,,,,,,"['E262 - Acétates de sodium', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique', 'E551 - Dioxyde de silicium', 'E306 - Extrait riche en tocophérols', 'E330 - Acide citrique']","['Œufs', 'Lait']",,,,4,,,,,,,
1134,Incredibly crunchy,9310174126781,,['France'],[],[],,,,,,,,,?,,315,,1318 kj(315 kcal),,"17,2",,"10,7",,"36,7",,"32,3",,"3,4",,"0,135",,"0,054",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,Sliced Pineapple,9310179004619,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux']","['Australie', 'France']",[],[],0.1 g,en faible quantité,0 g,en faible quantité,18.2 g,en quantité élevée,0.1 g,en faible quantité,?,,80,-49%,335 kj(80 kcal),-49%,"0,1",-99%,0,-100%,"18,6",+11%,"18,2",+52%,"0,3",-81%,"0,1",+79%,"0,04",+79%,-1,,A,,,,,,,,,,,,,,,,,,['Woolworths'],,,,,,
1136,Orange Juice - Golden circle,9310179008587,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange""]","['Australie', 'France']",[],[],0.1 g,en faible quantité,0 g,en faible quantité,7.6 g,en quantité élevée,0 g,en faible quantité,?,,173,+302%,724 kj(173 kcal),+298%,"0,1",-40%,0,-100%,"9,3",-4%,"7,6",-17%,"0,5",-20%,0,-100%,0,-100%,6,+100%,D,+100%,D,['Golden circle'],58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,['Fabriqué en Australie'],,,,['Woolworths'],,,,,,
1137,Apple Juice - Golden Circle,9310179008624,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']","['Australie', 'France']",[],[],0 g,en faible quantité,0 g,en faible quantité,23.3 g,en quantité élevée,0.1 g,en faible quantité,?,,10,-78%,42 kj(10 kcal),-78%,0,-100%,0,-100%,"23,3",+114%,"23,3",+126%,"0,2",-6%,"0,1",+817%,"0,04",+817%,2,-52%,C,-52%,C,['Golden Circle'],52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,,,,['Woolworths'],,,,,,
1138,Dairy Farmers Thick Vanilla Custard,9310199022921,"['Epicerie', 'Produits laitiers', 'Sauces', 'Sauces dessert', 'Crème pâtissière']",['France'],[],[],,,2.1 g,en quantité modérée,12.6 g,en quantité élevée,0.06 g,en faible quantité,?,,102,-40%,427 kj(102 kcal),-39%,?,,"2,1",+98%,?,,"12,6",+40%,"3,6",+67%,"0,06",-51%,"0,024",-51%,,,,,B,['Dairy Farmers'],57.5%,19.3%,8.5%,8.4%,4.9%,1.3%,91,,,,,,,,,,,,,,
1139,Tzatziki -,9310228001620,"['Epicerie', 'Sauces', 'Tzatzíki']",['France'],[],[],2.4 g,en faible quantité,1.5 g,en quantité modérée,9.2 g,en quantité modérée,0.209 g,en faible quantité,?,,90,-36%,377 kj(90 kcal),-35%,"2,4",-78%,"1,5",-47%,"9,9",+161%,"9,2",+237%,"6,6",+34%,"0,209",-76%,"0,084",-76%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,,,,,,,
1140,Avocado,9310228004447,,['France'],[],[],,,,,,,,,?,,294,,1230 kj(294 kcal),,"28,9",,"16,6",,"3,6",,2,,6,,"0,379",,"0,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,Roasted Garlic Hommus,9310228005581,,['France'],"['cooked chickpeas 62%', 'vegetable oil', 'sesame seed paste', 'olive oil', 'garlic puree 3', '5%', 'vinegar', 'sugar', 'thickener ', '1412', 'lemon juice', 'salt', 'acidity regulators ', '330', '270', '260', 'spices', 'preservatives ', '211', '202', 'roast garlic extract 0', '5%', 'thickener ', '415']","[""Pourrait contenir de l'huile de palme""]",,,,,,,,,?,,313,,1310 kj(313 kcal),,"25,2",,"2,4",,"13,4",,"3,8",,"6,7",,"0,269",,"0,108",,,,,,,,,,,,,,,,"['E1412 - Phosphate de diamidon', 'E330 - Acide citrique', 'E270 - Acide lactique', 'E260 - Acide acétique', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']",,,,,4,,,,,,,
1142,Banana mini cupcakes - Green’s,9310273124879,,['France'],[],[],,,,,,,,,?,,327,,1368 kj(327 kcal),,"8,9",,"2,9",,"56,3",,"38,8",,"4,4",,"0,042",,"0,017",,,,,,,['Green’s'],,,,,,,,,,,,,,,,,,,,,
1143,Bircher & Quinoa muesli,9310273152766,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,9,,"1,4",,"60,6",,"13,2",,"10,6",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,Berry Muesli,9310273152773,,['France'],[],[],,,,,,,,,?,,387,,1619 kj(387 kcal),,"9,7",,"1,9",,"60,9",,"19,7",,"9,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
