,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,manufacturing,traceability_code,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,additives,ingredients_origins,link,palm_ingredients,producer_info,origin_detail,brand_owner
1276,Nids De Nouilles De Fromento - Thai Kitchen,5021047102422,,,,,['Thai Kitchen'],,,,,"['France', 'Suisse']","['Farine de blé', 'eau', 'sel de cuisine']",['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,,?,,351,,1469 kj(351 kcal),,0,,0,,"76,3",,"3,1",,"11,4",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,
1277,La fet',12881943,,,,,,,,,,"['France', 'La Réunion']",[],,[],,,,,,,,,,?,,46,,192 kj(46 kcal),,0,,0,,"11,5",,"11,5",,0,,0,,0,,,,,,,,,,,,,,,,,,,,
1278,Royalty Digestives - 400g,5032619900001,C,,400g,,['Royalty'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,,"['France', 'Maurice', 'Espagne']",[],,[],,22.4 g,en quantité élevée,10.1 g,en quantité élevée,18.5 g,en quantité élevée,0.9 g,en quantité modérée,?,,491,+4%,2054 kj(491 kcal),+3%,"22,4",+8%,"10,1",0%,"63,5",-1%,"18,5",-37%,"6,7",+3%,"0,9",+53%,"0,36",+53%,23,+16%,E,+16%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,
1279,Une pâte de graines de sésame de haute qualité - Alfez,5034444112567,,,,,['Alfez'],,,,['Delhaize'],"['Belgique', 'France']",[],,[],,,,,,,,,,?,,686,,2870 kj(686 kcal),,60,,10,,12,,0,,"24,5",,"0,43",,"0,172",,,,,,,,,,,,,,,,,,,,
1280,"Pur jus pomme pêche poire - Innocent - 1,35L",5038862133777,D,,"1,35 L",,['Innocent'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus multifruits', 'Jus de fruits frais', 'Jus de fruits pur jus', 'Jus multifruits frais', 'Jus multifruits pur jus']",,,,['France'],[],,[],,0.1 g,en faible quantité,0.1 g,en faible quantité,9.3 g,en quantité élevée,0.01 g,en faible quantité,188,,45,-2%,188 kj(45 kcal),-2%,"0,1",-55%,"0,1",+167%,"9,9",-6%,"9,3",+1%,"0,4",-9%,"0,01",+15%,"0,004",+15%,3,-9%,C,-9%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,
1281,Innocent Super Smoothie Berry & Protein - 360ml,5038862230001,,,360 ml,['bouteille en pet'],"['Innocent', 'Innocent super smoothie']","['Boissons', 'Boisson aux fruits réfrigérés']",['Allemagne'],,['Coop'],"['France', 'Suisse']","['Jus de pomme', 'purée de banane', 'eau', 'purée de fraise 8%', 'purée de framboise 8%', 'jus de raisin blanc et rouge', 'purée de cassis', 'protéines de soja 2', '1%', 'lait de coco 1', '3%', 'purée de cerise', 'jus de betterave rouge', 'stabilisant: pectine ', ""pectine de zeste d'agrumes""]",,[],4,0.67 g,en faible quantité,0.47 g,en faible quantité,9.4 g,en quantité élevée,0.05 g,en faible quantité,257,-8%,61,+9%,257 kj(61 kcal),+7%,"0,67",+93%,"0,47",+298%,11,-3%,"9,4",-0%,"2,2",+344%,"0,05",+20%,"0,02",+20%,15,+96%,E,+96%,,,,,,,,,['E440 - Pectines'],,,,,,
1282,Coco Pops (maxi format) - Kellogg's - 600g,5050083499586,C,,600 g,"['Carton', 'Sachet', 'Plastique']","[""Kellogg's"", 'Coco Pops']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales au chocolat']",,,,['France'],"['Riz', 'sucre', 'chocolat ', '4%', ' ', 'sucre', 'pâte de cacao', 'cacao maigre en poudre', 'sel', ""extrait de mal d'orge"", 'arôme\rCarbonate de calcium', 'vitamines ', 'PP', 'B6', 'B2', 'B1', 'B9', 'D', 'B12', 'fer']",['Gluten'],[],3,2.5 g,en faible quantité,1 g,en faible quantité,35 g,en quantité élevée,0.737 g,en quantité modérée,?,,387,-8%,1619 kj(387 kcal),-8%,"2,5",-75%,1,-69%,85,+20%,35,+39%,5,-37%,"0,737",+45%,"0,3",+45%,12,+20%,D,+20%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,,
1283,Disney Frozen - Kellogg's - 350g,5053827138802,C,Céréales soufflées goût vanille,350 g,"['Carton', 'Sachet', 'Plastique']","[""Kellogg's"", 'Disney']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Produits sous license', 'Céréales à la vanille']",,,['Leclerc'],['France'],"['Farine de céréales ', 'riz', 'avoine ', '26%', 'maïs', 'sucre', 'inuline', 'sel', 'arôme', 'antioxydants ', ""palmitate d'ascorbyle"", 'alpha-tocophérol']","['Gluten', 'Avoine']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Végétarien']",4,2.5 g,en faible quantité,0.5 g,en faible quantité,21 g,en quantité élevée,0.39 g,en quantité modérée,?,,383,+1%,1602 kj(383 kcal),+2%,"2,5",-81%,"0,5",-93%,77,+42%,21,-41%,8,+84%,"0,39",+69%,"0,156",+69%,0,-100%,B,-100%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,"['Végétarien', ""Informations incorrectes sur l'emballage"", 'Kascher', ""Informations nutritionnelles incorrectes sur l'emballage"", 'Beth Din de Manchester', 'Vitamine D']","[""E304i - Palmitate d'ascorbyle"", 'E307 - Alphatocophérol']",,http://www.kelloggs.fr/fr_FR/kellogg-s-disney-frozen-cereal-product.html,"[""E304 - Palmitate d'ascorbyle""]",,,
1284,Trésor Choco Noisette - Kellogg’s - 30g,5053827181556,D,,30 g,"['Carton', 'Boite', 'Sachet', 'Plastique']","['Kellogg’s', 'Trésor']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales extrudées', 'Céréales au chocolat', 'Céréales fourrées']",,,,['France'],"['Farines de céréales ', 'BLE complet 26%', 'maïs 14%', 'AVOINE complète 14%', 'Sucre', 'Huiles végétales ', 'Tournesol', 'Colza', 'Palme', ' en proportions variables', 'Chocolat ', '4%', 'Sucre', 'Pâte de cacao', 'Maltodextrine', 'Cacao maigre en poudre', 'NOISETTES ', '2%', 'LAIT écrémé en poudre', 'Petit-LAIT en poudre', 'Sel', 'Émulsifiant ', 'Lécithine de tournesol', 'Colorant ', 'Caroténoïdes', 'Rocou', 'Arôme naturel', 'Antioxydant ', ""Palmitate d'ascorbyle"", 'Alpha-tocophérol', 'VITAMINES ET MINÉRAUX : Vitamines ', 'Niacine', 'B6', 'B2', 'B1 ', 'Acide folique', 'B12', ' et Fer']","['Gluten', 'Lait', 'Fruits à coque', 'Avoine']","['Huile de palme', 'Non végétalien']",4,16 g,en quantité modérée,3 g,en quantité modérée,29 g,en quantité élevée,0.93 g,en quantité modérée,?,,448,+3%,1874 kj(448 kcal),+2%,16,+16%,3,-21%,66,-3%,29,+1%,"7,6",+1%,"0,93",+45%,"0,372",+45%,12,-8%,D,-8%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,"['E322i - Lécithine', 'E160 - Caroténoïdes', 'E160b - Rocou', ""E304i - Palmitate d'ascorbyle"", 'E307 - Alphatocophérol']",,,"['Huile de palme', ""E304 - Palmitate d'ascorbyle""]",,,
1285,Crunchy muesli - Kellogg's - 380g,5053827182119,,,380g,,"[""Kellogg's""]",,,,,['France'],[],,[],,,,,,,,,,?,,481,,2013 kj(481 kcal),,22,,11,,60,,19,,8,,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,
1286,Superfood crunchy müsli - W. K. Kellogg - 400g,5053827187206,B,,400 g,"['Karton', 'Plastik', 'Plastic']",['W. K. Kellogg'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Céréales aux fruits', 'Mueslis aux fruits']",,,['REWE'],"['France', 'Allemagne', 'Suisse']","['Avoine complète', '45%', ""Grains entiers d'orge"", '10%', 'Huile de tournesol', 'Sucre', 'Raisins secs', '7%', 'Seigle complet', '6%', 'Sirop de riz brun', 'Graines de courge', '5%', 'Graines de chia Salvia Hispanica', '4%', 'Mélasse', 'Sel', 'Äntioxydant', 'Extrait riche en tocophérols', 'Arôme naturel', 'Cannelle']",,"['Végétalien', 'Végétarien']",4,18 g,en quantité modérée,2.5 g,en quantité modérée,19 g,en quantité élevée,0.18 g,en faible quantité,1883,+11%,449,+13%,1883 kj(449 kcal),+13%,18,+70%,"2,5",-8%,58,-6%,19,+6%,"9,5",-1%,"0,18",+24%,"0,072",+24%,6,+75%,C,+75%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,"['Végétarien', 'Sans arômes artificiels', 'Végétalien', 'Riche en fibres', 'Sans colorants artificiels', 'Sans colorants ni arômes artificiels', 'Sans colorants', 'Sans arômes ajoutés', 'Sans huile de palme']",['E306 - Extrait riche en tocophérols'],,,,,,
1287,Thé Citron Intense - Twinings - 40g (25sachets),5055953900568,B,,40 g (25 sachets),"['Carton', 'boîte', 'Plastique']",['Twinings'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions', 'Thés aromatisés', 'Thés au citron']",,,,['France'],"['Thé noir', 'arôme citron ', '18 %', 'écorces de citron ', '1 %']",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,"['Point Vert', 'Triman']",,,,,,,
1288,Tyrells swanky veg - Tyrrells - 125g e,5056051802464,,"Chips de panais, patate douce et banane plantain.",125 g e,"['Sachet', 'Plastique']",['Tyrrells'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips']","['Angleterre', 'Royaume-Uni']",,,"['France', 'Royaume-Uni']","['Mélange de légumes en proportions variables ', '67 %', ' ', 'panais', 'patate douce et banane plantain', 'huile de tournesol', 'sel de mer']",,['Végétarien'],3,32.2 g,en quantité élevée,3.5 g,en quantité modérée,9.7 g,en quantité modérée,1.03 g,en quantité modérée,?,,515,+0%,2155 kj(515 kcal),+0%,"32,2",+9%,"3,5",+13%,"47,4",-12%,"9,7",+313%,"3,9",-32%,"1,03",-23%,"0,412",-23%,8,-32%,C,-32%,,,,,,,,"['Végétarien', 'en:gluten-free', 'Point Vert', 'Sans ingrédients artificiels']",,,,,,,
1289,Chips de pommes de terre au piment doux et au paprika - TYRRELL'S - 40g,5060042640751,B,Chips de pommes de terre assaisonnées au piment doux et au paprika,40g,"['Sachet', 'Plastique']","[""TYRRELL'S""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', 'Chips de pommes de terre aromatisées', ""Chips de pommes de terre à l'huile de tournesol""]","['Angleterre', 'united kingdom']",,"[""sainsbury's""]","['France', 'Royaume-Uni']","['pomme de terre', 'huile de tournesol', 'sucre', 'arôme naturel', 'oignon en poudre', 'sel', 'tomate en poudre', 'ail en poudre', 'piment de Cayenne', 'persil séché', 'piment Jalapeño moulu', 'poivre blanc', 'colorant: extrait de paprika', 'gingembre moulu', 'anis étoilé moulu', 'basilic séché', 'piment rouge moulu']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,22.8 g,en quantité élevée,2.6 g,en quantité modérée,3.7 g,en faible quantité,1.5 g,en quantité modérée,?,,453,-14%,1895 kj(453 kcal),-14%,"22,8",-29%,"2,6",-12%,"54,5",+6%,"3,7",+59%,"5,9",-4%,"1,5",+5%,"0,6",+5%,13,+14%,D,+14%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,"['Végétarien', 'en:gluten-free', 'Végétalien']",['E160c - Extrait de paprika'],,,,,,
1290,Ginger Beer - Cawston Press,5060054134125,,,,,['Cawston Press'],['Boissons'],,,['Delhaize'],"['Belgique', 'France']","[""WLSYREHOIDIG 'NID"", 'PRESSAD ', '13%1 SE BURESfDASBIS SERVIS FRAIS']",,[],,0.1 g,en faible quantité,0 g,en faible quantité,5.4 g,en quantité modérée,0 g,en faible quantité,?,,27,-52%,113 kj(27 kcal),-53%,"0,1",-71%,0,-100%,"5,7",-50%,"5,4",-43%,"0,1",-80%,0,-100%,0,-100%,8,+4%,D,+4%,,,,,,,,['Sans conservateurs'],,,,,,,
1291,Lizi's Organic Granola 1 KG Big Value Pack,5060092030779,,,,,"[""Lizi's""]",,,,,['France'],"[""Flocons d'avoine* Huile de colza Noixde coco déshydratée"", 'Sirop dtagave? lus de pomrne concentré Mélasse noiret Morceaux de noix de cajou', ""Flocons dFamandes Noisettes hachées Graines de citrouille$ Graines de tournesol* Graines de lin dort'""]",,[],,,,,,,,,,?,,481,,2013 kj(481 kcal),,"23,6",,"6,1",,"51,4",,"12,9",,"11,5",,"0,04",,"0,016",,,,,,,,,,,,,,,,,,,,
1292,Mr freeze cola - 30 * 20ml (600ml),5060191280457,A,Sucette à congeler goût Cola,30 * 20 ml (600 ml),"['Boîte', 'Carton', 'Surgelé']",['Mr.Freeze'],"['Desserts', 'Surgelés', 'Desserts glacés', ""Glaces à l'eau""]",,,['Carrefour'],['France'],"['Eau', 'sucre', 'acidifiant : acide citrique', ' colorant : E150d', ' arômes', ' épaississants: gomme de cellulose', 'E422', ' conservateur: E202']",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,11.5 g,en quantité modérée,0.03 g,en faible quantité,?,,48,-48%,201 kj(48 kcal),-45%,0,-100%,0,-100%,"11,6",-40%,"11,5",-34%,0,-100%,"0,03",+6%,"0,012",+6%,2,-49%,B,-49%,45.8%,21.9%,8.3%,10.5%,8.6%,4.9%,91,['Colorants naturels'],"['E330 - Acide citrique', ""E150d - Caramel au sulfite d'ammonium"", 'E466 - Carboxyméthylcellulose', 'E422 - Glycérol', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,
1293,Mr.Freeze - Super Pop,5060191280983,B,,,,['Super Pop'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']",,,,['France'],"['eau', ' sucre', ' acidifiant: acide citrique', ' colorants concentré de fruits et légumes ', 'pomme', 'carotte', 'citron', 'cassis', 'canharne', 'hibiscus', 'mélasse', ' épaississants: gomme de cellulose', 'E422', ' arômes', ' conservateur: E202']",,[],4,0 g,en faible quantité,0 g,en faible quantité,11.5 g,en quantité modérée,0 g,en faible quantité,?,,48,-79%,201 kj(48 kcal),-79%,0,-100%,0,-100%,"11,6",-58%,"11,5",-51%,0,-100%,0,-100%,0,-100%,2,-85%,B,-85%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,"['E330 - Acide citrique', 'E466 - Carboxyméthylcellulose', 'E422 - Glycérol', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,
1294,Proper Corn – Sweet and Salty - Propercorn - 30g,5060283760034,B,Pop-corn,30 g,"['Plastic bag', 'mixed plastic-bag']",['Propercorn'],"['Snacks', 'Popcorn']","['London', 'England']",,['Delhaize'],"['Belgique', 'France', 'Suisse', 'Royaume-Uni']","['Maïs soufflé', 'huile de colza', 'sucre de canne roux']",,"['Végétalien', 'Végétarien']",3,18 g,en quantité modérée,1.4 g,en faible quantité,27 g,en quantité élevée,1.47 g,en quantité modérée,1797,-2%,429,-2%,1797 kj(429 kcal),-2%,18,+12%,"1,4",-70%,"63,2",+0%,27,+38%,"5,4",-19%,"1,47",+61%,"0,588",+61%,12,-14%,D,-14%,57.3%,1.4%,8.6%,4.7%,11.7%,16.3%,90,"['Végétarien', 'Végétalien']",,['en:England'],,,,,
1295,Activia Céréales,5060360502922,,,,,['Activia'],,,,['Delhaize'],"['Belgique', 'France']",[],,[],,,,,,,,,,?,,106,,444 kj(106 kcal),,"4,1",,2,,"12,3",,"11,3",,"3,9",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,
1296,M&M's - 350ml e,5060402900860,,Boisson lactée goût chocolat et cacahuète,350 ml e,"['Plastique', 'Bouteille']","[""M&M's""]","['Boissons', 'Produits laitiers', 'Boissons lactées', 'Boissons avec sucre ajouté']",,['DE ST 216 EG'],,"['France', 'Suisse']","['Lait demi-écrémé ', '62%', 'eau', 'fructose', 'sucre', 'lactosérum en poudre ', 'lait', 'cacao maigre en poudre ', '0,6%', 'cacao en poudre ', '0,5%', 'amidon modifié', 'stabilisants : carraghénanes', 'gomme guar', 'gomme xanthane', ""émulsifiant : mono - et diglycérides d'acides gras issus de source végétale"", 'arômes', 'sel']",['Lait'],['Non végétalien'],4,1.4 g,en faible quantité,1 g,en quantité modérée,9.2 g,en quantité élevée,0.18 g,en quantité modérée,266,-11%,?,,266 kj(64 kcal),-9%,"1,4",-13%,1,+2%,"9,7",-7%,"9,2",-5%,"2,7",-7%,"0,18",+62%,"0,072",+62%,16,+10%,E,+10%,,,,,,,,"['Déconseillé à certaines catégories de personnes', 'Point Vert', 'Déconseillé aux enfants de moins de 3 ans']","['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,,,,,
1297,Exotic - Fruity Energizer - Nalu - 250ml,5060466511941,,,250 ml,"['Canette', 'Métal']",['Nalu'],"['Boissons', 'Boissons gazeuses', 'Boissons édulcorées', 'Boissons énergisantes', 'Boissons avec sucre ajouté']",,,,"['Belgique', 'France']","['Eau gazéfiées', ' sucre', ' jus de fruits à base de concentré 4 % ', 'orange 2', '5 %', 'pêche 1', '3 %', 'ananas 0', '1 %', 'mangue 0', '1 %', ' acidifiant', 'acide citrique', ' caféine ', '0', '03%', ' conservateur: sorbate de potassium', ' édulcorants: acésulfame-K', 'sucralose', ' antioxydant: acide ascorbique', ' vitamines B3', 'E', 'B12', ' arômes', ' stabilisant ', 'gomme guar', ' colorant: E160a']",,"[""Pourrait contenir de l'huile de palme""]",4,0 g,en faible quantité,0 g,en faible quantité,4.5 g,en quantité modérée,0 g,en faible quantité,?,,20,-44%,84 kj(20 kcal),-44%,0,-100%,0,-100%,"4,5",-44%,"4,5",-38%,0,-100%,0,-100%,0,-100%,6,-44%,D,-44%,,,,,,,,"['Déconseillé à certaines catégories de personnes', 'Déconseillé aux enfants et aux femmes enceintes', 'Avec édulcorants']","['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E950 - Acésulfame K', 'E955 - Sucralose', 'E300 - Acide ascorbique', 'E412 - Gomme de guar', 'E160a - Carotènes mélangés']",,https://fr.cocacolabelgium.be/marques/nalu/nalu-exotic,,,,
1298,Pukka curcuma tonique - 36g,5060519140777,,,36 g,,['Pukka'],,,,,['France'],"['Racine de curcuma ', '30%', 'racine de gingembre ', '26%', 'racine de galanga ', '14%', 'racine de réglisse', ""feuille d'ortie"", 'graines de céleri', 'racine de bardane', ""arôme d'huile essentielle d'orange"", 'triphala ', 'amla', 'bibhitaki', 'haritaki']",['Céleri'],[],,,,,,,,,,?,,1,,4 kj(1 kcal),,1,,1,,1,,1,,1,,1,,"0,4",,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'GB-ORG-05']",,,,,,,
1299,Feta - Farm - 180g,5200103400096,C,,180 g,,['Farm'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de Grèce', 'Fromages de brebis', 'Fetan']",,['HELLAS 12.2.441 E.U.'],,['France'],"['Lait de brebis pasteurisé ', 'mini 70%', 'lait de chèvre pasteurisé ', 'maxi 30%', 'sel de mer']",['Lait'],['Non végétalien'],3,24.5 g,en quantité élevée,16.7 g,en quantité élevée,0 g,en faible quantité,1.98 g,en quantité élevée,1213,+5%,290,+2%,1213 kj(290 kcal),+3%,"24,5",+5%,"16,7",+8%,"0,7",-11%,0,-100%,"16,5",+2%,"1,975",-16%,"0,79",-16%,16,-7%,D,-7%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,"['Bio', 'Bio européen', 'GR-BIO-01']",,,,,,,
1300,Original Feta - Epiros,5201415201623,D,,,,['Epiros'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de Grèce', 'Fromages de brebis', 'Fetan']",,['GR 41.303 EC'],,"['France', 'Italie']","[""FETA CHEESE PDO FROM PASTEURIZED SHEEP'S & GOAT'S MILK FAT IN DRY MATTER MIN"", '43% - HUM', 'MAX', ' 56% FETA AOP ÉLABORÉE À PARTIR DE LAIT DE BREBIS ET DE CHÈVRE PASTEURISÉ MATIERES GRASSES 43% SUR EXTRAIT SEC', 'HUMIDITE 56% MATIERES GRASSES SUR PRODUIT FINI 23% MIN', ' CREEK PRODUCT - PRODUIT GREC']",,[],,23 g,en quantité élevée,13.8 g,en quantité élevée,0 g,en faible quantité,2.3 g,en quantité élevée,?,,276,-2%,1155 kj(276 kcal),-2%,23,-2%,"13,8",-10%,0,-100%,0,-100%,16,-1%,"2,3",-3%,"0,92",-3%,18,+5%,D,+5%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,,,,,,,,
1301,Bio hellas - Féta d’Epire artisanale - Mavrommatis - 200g,5201415204006,C,,200 g,['Boite'],['Mavrommatis'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de Grèce', 'Fromages de brebis', 'Fetan']",,['GR 41.303 EC'],,['France'],"['Lait biologique frais pasteurisé de brebis et de chèvre ', '<30  %', 'sel de mer de Messolongli - 43% de matière grasse', "" Pas de présure d'origine animale"", ' Taux d humidité 56% maximum']",,"[""Pourrait contenir de l'huile de palme""]",,23 g,en quantité élevée,13.8 g,en quantité élevée,0 g,en faible quantité,2.27 g,en quantité élevée,?,,275.8,-3%,1154 kj(275 kcal),-2%,23,-2%,"13,8",-10%,0,-100%,0,-100%,16,-1%,"2,275",-4%,"0,91",-4%,18,+5%,D,+5%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,"['Bio', 'Bio européen', 'Agriculture UE', 'GR-BIO-03', 'AOP']",,,,,,,
1302,Carrefour Stylesse 0% Fromage Blanc - 500g,5400101000766,,,500 g,"['Plastic', 'Aluminium']",['Carrefour'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",,,['Carrefour'],"['Belgique', 'France']","['Lajt écrémé pasteurisé', 'ferments lactiques', 'conservateur : sorbate de potassium']",['Lait'],[],3,0 g,en faible quantité,0 g,en faible quantité,3.7 g,en faible quantité,0.13 g,en faible quantité,?,,60,-35%,251 kj(60 kcal),-35%,0,-100%,0,-100%,"3,7",-66%,"3,7",-63%,"8,2",+118%,"0,13",+13%,"0,052",+13%,-5,-263%,A,-263%,,,,,,,,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,
1303,Fromage blanc 0% -  - 500g,5400101005860,,,500g,,,,,,,"['Belgique', 'France']","['Lait écréme pasteurisé', 'ferments lactiques ', 'contient lait']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",,,,,,,,,,?,,54,,226 kj(54 kcal),,"0,49",,"0,2",,"5,3",,"5,3",,"6,8",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,
1304,Basilico - Carrefour - 400g,5400101038868,B,,400 g,,['Carrefour'],"['Epicerie', 'Sauces', 'Sauces tomate', 'Sauces tomates au basilic']",,,['Carrefour'],"['Belgique', 'France']","['Pulpe de tomates 75,3%', 'double concentré de tomates 8,5%', 'oignon', ""huile d'olive"", 'carotte', 'basilic 2%', 'sucre', 'sel', 'céleri', 'arôme naturel de basilic']",['Céleri'],"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,1.5 g,en faible quantité,0.3 g,en faible quantité,5.1 g,en quantité modérée,1.3 g,en quantité modérée,188,-20%,45,-31%,188 kj(45 kcal),-29%,"1,5",-50%,"0,3",-31%,"5,4",-12%,"5,1",+3%,"1,5",-5%,"1,3",+52%,"0,52",+52%,0,-100%,B,-100%,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,,,,,,,
1305,Olives vertes entieres - Delhaize - 354,5400111028767,B,,354,,['Delhaize'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives entières', 'Olives vertes entières']",,,['Delhaize'],"['Belgique', 'France']","['olives vertes 57%', 'eau', 'sel', 'acidifiants ', 'acide lactique', 'acide citrique']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,17.1 g,en quantité modérée,2.4 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,?,,168,+4%,703 kj(168 kcal),+5%,"17,1",+7%,"2,4",-3%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,2,-82%,B,-82%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,"['E270 - Acide lactique', 'E330 - Acide citrique']",['Maroc'],,,,,
