,name,bar_code,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,packaging,brand,manufacturing,markets,allergens,nova_score,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,ingredients_origins,link,additives,traceability_code,palm_ingredients,brand_owner
69,Rubata aux olives,8009273001440,,,['France'],[],[],,,,,,,,,?,,436,,1824 kj(436 kcal),,15,,4,,66,,"2,4",,3,,"2,4",,"0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Gressini rubata con olive,8009273002300,,,['France'],[],[],,,,,,,,,?,,436,,1824 kj(436 kcal),,14,,"1,8",,66,,"2,4",,9,,"2,2",,"0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Mini Crouton à L'ail,8009280003727,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Croûtons']",,['France'],[],[],14 g,en quantité modérée,1.2 g,en faible quantité,4.5 g,en faible quantité,2.3 g,en quantité élevée,?,,441,-7%,1845 kj(441 kcal),-7%,14,-32%,"1,2",-60%,64,+9%,"4,5",+22%,12,+27%,"2,3",+18%,"0,92",+18%,16,+10%,D,+10%,,,,,,,,D,87.8%,8.3%,1.9%,1.8%,0.2%,0.0%,35,,,,,,,
72,Saltelli kamut,8009280005721,,,['France'],[],[],,,,,,,,,?,,427,,1787 kj(427 kcal),,"12,5",,"4,5",,63,,4,,"13,5",,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Zulù - Gressins croquants - Valledoro - 120g,8009280006957,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits secs', 'Biscuits au chocolat au lait', 'Biscuits bâtonnets au chocolat']",['Fabriqué en Italie'],['France'],"['Chocolat extra fin au lait 50 % ', 'sucre', 'beurre de cacao', 'lait en poudre entier', 'pâte de cacao', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', ' Cacao 33,6 % min', 'farine de blé', 'huile de tournesol', ""farine d'orge malté"", 'sucre']",['Non végétalien'],23.5 g,en quantité élevée,14 g,en quantité élevée,25.5 g,en quantité élevée,1.3 g,en quantité modérée,2037,-3%,?,,2037 kj(487 kcal),-3%,"23,5",-2%,14,+1%,"58,5",-8%,"25,5",-28%,9,+33%,"1,3",+163%,"0,52",+163%,24,+5%,E,+5%,120 g,"['Carton', 'Boîte', 'Plastique', '21', '8']",['Valledoro'],['Italie'],['Auchan'],"['Gluten', 'Lait', 'Soja']",4,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,Gressins avec chocolat extra fin au lait,,,['E322i - Lécithine'],,,
74,lanières orange confites - Ambrosio - 900g,8009293129810,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,900 g,,,,,,,,,,,,,,,,,,,,,
75,Cerati Risone Pasta 500G - 500g,8009303000146,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches']",,"['France', 'Italie']",[],[],2 g,en faible quantité,0.5 g,en faible quantité,3.5 g,en faible quantité,0.1 g,en faible quantité,?,,359,+1%,1502 kj(359 kcal),+0%,2,0%,"0,5",+13%,"71,1",+2%,"3,5",+12%,12,-4%,"0,1",+264%,"0,04",+264%,-1,,A,,500 g,,['Cerati'],,,,,C,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,,,,,
76,Macaroni,8009303031096,,,['France'],[],[],,,,,,,,,?,,359,,1502 kj(359 kcal),,2,,"0,5",,"71,7",,"3,5",,12,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Coquillettes 138 - L'Italiana - 500g,8009303037630,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Coquillettes', 'Coquillettes de blé dur']","['Point Vert', 'Eco-Emballages', ""Produit d'Italie""]",['France'],['Semoule de blé dur'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1.5 g,en faible quantité,0.3 g,en faible quantité,1 g,en faible quantité,0.005 g,en faible quantité,1487,-2%,?,,1487 kj(355 kcal),-1%,"1,5",-14%,"0,3",-11%,"72,2",+1%,1,-69%,12,0%,"0,005",-55%,"0,002",-55%,-1,,A,,500 g,"['Sachet plastique', 'Plastique 05 (PP)']","[""L'Italiana""]","['Pastificio Cerati Srl - Via Isonzo 3 - 20812 Limbiate', '(MB : Monza et Brianza)', 'Lombardie', 'Italie']",['Banque alimentaire'],,1,B,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,Pâtes alimentaires au blé dur,,http://www.pastacerati.it/Chi_siamo/chi_siamo.html,,,,
78,Macaroni 124 - L'Italiana - 500g,8009303039283,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Aide alimentaire', 'Macaroni']","['Point Vert', 'Eco-Emballages', ""Produit d'Italie""]",['France'],"['Semoule de blé dur', 'eau']","['Sans huile de palme', 'Végétalien', 'Végétarien']",2 g,en faible quantité,0.5 g,en faible quantité,3.5 g,en faible quantité,0.01 g,en faible quantité,1521,,?,,1521 kj(364 kcal),+42%,2,+21%,"0,5",-24%,"71,7",+62%,"3,5",+12%,12,+28%,"0,01",-95%,"0,004",-95%,-4,,A,,500 g,"['Sachet plastique', 'Plastique 05 (PP)']","[""L'Italiana""]","['Pastificio Cerati Srl - Via Isonzo 3 - 20812 Limbiate', '(MB : Monza et Brianza)', 'Lombardie', 'Italie']",['Banque alimentaire'],['Gluten'],1,B,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,Pâtes alimentaires de semoule de blé dur,,,,,,
79,Latte e Cacao - Tapporosso - 200ml,8009310012446,"['Boissons', 'Produits laitiers', 'Boissons lactées', 'Laits aromatisés', 'Laits aromatisés au chocolat']",['Bio'],"['France', 'Suisse']","[""Lait demi-écrémé issu de l'agriculture biologique "", '85 %', ""sucre de canne issu de l'agriculture biologique"", ""cacao issu de l'agriculture biologique "", '3 %', 'arôme naturel']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",2.1 g,en quantité modérée,1.4 g,en quantité modérée,11.8 g,en quantité élevée,0.1 g,en faible quantité,349,+11%,?,,349 kj(83 kcal),+13%,"2,1",+24%,"1,4",+26%,"12,1",+10%,"11,8",+13%,"3,5",+8%,"0,1",-22%,"0,04",-22%,2,-84%,B,-84%,200 ml,"['Brique', 'Carton', 'Plastique']",['Tapporosso'],,,['Lait'],4,D,68.9%,1.0%,13.8%,9.0%,5.7%,1.6%,49,,,,,,,
80,Yaourt nature entier,8009317312006,,,['France'],[],[],,,,,,,,,?,,70,,293 kj(70 kcal),,"3,67",,"2,38",,"6,7",,"4,7",,"3,47",,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Yaourt citron gingembre,8009317722058,,,['France'],[],[],,,,,,,,,?,,99,,414 kj(99 kcal),,"3,12",,"2,02",,"14,04",,"13,4",,"3,31",,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Gaia Pesto KG.,8009320011132,,['en:gluten-free'],['France'],[],[],,,,,,,,,?,,561,,2347 kj(561 kcal),,56,,"7,1",,8,,"0,1",,"5,2",,"3,3",,"1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Pesto Fresco alla Genovese - Amicaverde - 90g,8009320035695,"['Epicerie', 'Sauces', 'Sauces Pesto', 'Pestos au basilic']",['Sans gluten'],['France'],"['Olio di semi di girasole', 'basilico 22%', 'margarina vegetale ', 'grassi ed olio vegetali raffinati ', 'palma', 'cocco', 'girasole', 'acqua', 'noci di anacardio', 'formaggi grattugiati 3% ', 'contengono lisozima da uovo', 'sale', 'olio di oliva', 'siero di latte in polvere', 'pinoli', 'aglio 0,2%', 'pepe', 'correttore di acidità: acido lattico', 'conservante: potassio sorbato', 'antiossidante: acido ascorbico', '\rPuò contenere tracce di arachidi e altra frutta a guscio', '\rPuò contenere eccezionalmente frammenti di guscio']","['Huile de palme', 'Non végétalien']",67 g,en quantité élevée,10 g,en quantité élevée,1.4 g,en faible quantité,2.3 g,en quantité élevée,?,,626,+39%,2619 kj(626 kcal),+40%,67,+52%,10,+53%,"2,8",-53%,"1,4",-39%,"2,6",-45%,"2,3",-7%,"0,92",-7%,26,+33%,E,+33%,90 g,,['Amicaverde'],,,,4,D,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,,,"['E270 - Acide lactique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']",,,
84,Pesto alle mandelore,8009320038986,,['en:gluten-free'],['France'],[],[],,,,,,,,,?,,579,,2423 kj(579 kcal),,60,,"6,4",,"7,5",,"0,5",,"2,3",,3,,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Arrabbiata Chilled Sauce,8009320042853,"['Epicerie', 'Sauces', 'Sauces pour pâtes', 'Sauces tomate', 'Sauces Arrabiata']",['en:gluten-free'],['France'],[],[],20 g,en quantité modérée,2.4 g,en quantité modérée,5.8 g,en quantité modérée,1.1 g,en quantité modérée,?,,222,+107%,929 kj(222 kcal),+119%,20,+206%,"2,4",+192%,"8,8",+37%,"5,8",+9%,"1,4",-12%,"1,1",+1%,"0,44",+1%,9,+128%,C,+128%,,,,,,,,B,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,,,,,,
86,Mozzarella di Bufala Campana - Bufalgaldi,8009327002010,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Fromages au lait de bufflonne', 'Mozzarella', 'Mozzarella de bufflonne']",,['France'],[],[],22 g,en quantité élevée,15 g,en quantité élevée,0.5 g,en faible quantité,0.7 g,en quantité modérée,?,,256,-4%,1071 kj(256 kcal),-4%,22,-5%,15,-5%,"0,5",-33%,"0,5",-19%,14,-3%,"0,7",+14%,"0,28",+14%,11,+8%,D,+8%,,['Plastique'],['Bufalgaldi'],['Italie'],,,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
87,Mozzarella Di Bufala Campana Fersk Dop,8009327002218,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Fromages au lait de bufflonne', 'Mozzarella', 'Mozzarella de bufflonne', 'Mozzarella di Bufala Campana']",,['France'],[],[],22 g,en quantité élevée,15 g,en quantité élevée,0.5 g,en faible quantité,0.7 g,en quantité modérée,?,,256,-4%,1071 kj(256 kcal),-4%,22,-3%,15,-3%,"0,5",-31%,"0,5",-15%,14,-3%,"0,7",+14%,"0,28",+14%,11,+7%,D,+7%,,,,,,,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
88,8009327002584,8009327002584,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Mozzarella']",['Fabriqué en Italie'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,['Italie'],,,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,['IT 15 045 CE'],,
89,senape moutarde,8009330011160,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",['en:gluten-free'],['France'],[],[],6.5 g,en quantité modérée,0.4 g,en faible quantité,3.2 g,en faible quantité,3.1 g,en quantité élevée,?,,119,-30%,498 kj(119 kcal),-30%,"6,5",-40%,"0,4",-51%,"8,5",+23%,"3,2",-17%,"5,1",-22%,"3,1",-34%,"1,24",-34%,11,-5%,D,-5%,,,,,,,,B,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,
90,fusilli  100 % sarrasin,8009340122375,,"['Bio', 'en:gluten-free']",['France'],[],[],,,,,,,,,?,,354,,1481 kj(354 kcal),,"3,1",,"0,7",,65,,"1,4",,12,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Gnocchi,8009344120018,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']",,['France'],[],[],0.4 g,en faible quantité,0.1 g,en faible quantité,4 g,en faible quantité,1 g,en quantité modérée,?,,142,-15%,594 kj(142 kcal),-15%,"0,4",-71%,"0,1",-73%,"30,2",-9%,4,+233%,4,-5%,1,-12%,"0,4",-12%,3,-16%,C,-16%,,,,,,,,B,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,,,,,
92,Gnocchi rigati,8009344202622,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']","['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'IT-BIO-006']",['France'],[],"['Végétalien', 'Végétarien']",0.5 g,en faible quantité,0.1 g,en faible quantité,4.2 g,en faible quantité,1 g,en quantité modérée,?,,166,-1%,695 kj(166 kcal),-1%,"0,5",-64%,"0,1",-73%,"35,3",+7%,"4,2",+250%,"4,5",+7%,1,-12%,"0,4",-12%,4,+12%,C,+12%,,,,,,,,B,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,,,,,
93,"Fresco Di Frantoio, Olivenöl Extra Vergine, Santa Tea Gonnelli - Frantoio Di Santa Tea",8009345307500,['Matières grasses'],,['France'],"['solely by mechanical means ,ctement des olives et uniquement pax - direkt aus Oliven ausschliesslich mit ITALIANO - PRODUCr OF ESTRATTO A FREDDO - COLD FXrRACTED NON FILTRATO - Prodotto e imbotügliato nel/ Produced Hergestellt und abgeftllt in: FRANTOIO DI SANTATO Loc', ' Santa Téa - Via E', ' De Nicola', '41 - Regello - Firenze', 'Iulia • üée']",[],98 g,en quantité élevée,16 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,882,+10%,3690 kj(882 kcal),+10%,98,+11%,16,-30%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,12,+6%,D,+6%,,,['Frantoio Di Santa Tea'],,,,,,,,,,,,,,,,,,,
94,JaBlMo - Goppion Caffe - 250g,8009360209049,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,250g,,['Goppion Caffe'],,,,,,,,,,,,,,,,,,,
95,Café,8009360480110,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Pandoro - DellaTorre,8009363008908,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Viennoiseries', 'Brioches', 'Pandoro']",,['France'],"['Farine de blé', 'œufs frais de catégorie A', 'margarine ', 'huiles et graisses végétales ', 'palme', 'coco', 'colza en proportion variable', 'eau', ' émulsifiants: lécithines', ""mono et diglycérides d'acides gras"", ""correcteur d'acidité: acide citrique"", 'sucre', 'beurre', 'lait écrémé', 'levain naturel ', 'gluten', 'émulsifiant: mono et diglycérides des acides gras', 'sel', 'vanilline', 'arômes naturels', ' Sachet de sucre en poudre Ingrédients: sucre', 'amidon de blé', 'vanilline']","['Huile de palme', 'Non végétalien']",16.5 g,en quantité modérée,8.05 g,en quantité élevée,3.08 g,en faible quantité,0.2 g,en faible quantité,?,,390,-2%,1632 kj(390 kcal),-2%,"16,5",-14%,"8,05",-33%,"51,6",+6%,"3,08",-85%,"7,1",-3%,"0,2",-62%,"0,08",-62%,12,-40%,D,-40%,,,['DellaTorre'],,,"['Œufs', 'Gluten', 'Lait']",4,D,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,"['E322 - Lécithines', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique']",,,
97,Sgambaro Spaghetti Al Bronzo 500G,8009385327056,,,['France'],[],[],,,,,,,,,?,,357,,1494 kj(357 kcal),,"1,5",,"0,2",,70,,"1,4",,14,,"0,003",,"0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Sgambaro Penne Rigat.al Bronze 500G,8009385327919,,,['France'],[],[],,,,,,,,,?,,357,,1494 kj(357 kcal),,"1,5",,"0,2",,70,,"1,4",,14,,"0,003",,"0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Fusilli Bronze Italienische Pasta,8009385327933,,,['France'],[],[],,,,,,,,,?,,357,,1494 kj(357 kcal),,"1,5",,"0,2",,70,,"1,4",,14,,"0,003",,"0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Fusilli Bronze Italienische Pasta,8009385327933,,,['France'],[],[],,,,,,,,,?,,357,,1494 kj(357 kcal),,"1,5",,"0,2",,70,,"1,4",,14,,"0,003",,"0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Prosciutto di parma,8009450009283,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés italiens', 'Jambons de Parme', 'en:raw-cured-ham']",['en:gluten-free'],['France'],[],[],16 g,en quantité modérée,5.5 g,en quantité élevée,0 g,en faible quantité,4.6 g,en quantité élevée,?,,252,-1%,1054 kj(252 kcal),-1%,16,-1%,"5,5",-2%,0,-100%,0,-100%,28,+4%,"4,6",-6%,"1,84",-6%,18,-1%,D,-1%,,,,,,,,E,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,
102,Pasta di semola,8009452222154,,,['France'],[],[],,,,,,,,,?,,352,,1473 kj(352 kcal),,"1,5",,"0,3",,71,,4,,"12,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Lasagne all'uovo - Rustichella D'Abruzzo,8009452222611,,['Fabriqué en Italie'],['France'],[],[],,,,,,,,,?,,376,,1573 kj(376 kcal),,"2,8",,"1,8",,75,,2,,"12,6",,"0,005",,"0,002",,,,,,,,"[""Rustichella D'Abruzzo""]",,,,,,,,,,,,,,,,,,,
104,Orecchiette Del Prete Rustichella,8009452224301,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Orecchiette']",,['France'],[],[],1.5 g,en faible quantité,0.3 g,en faible quantité,4 g,en faible quantité,0.01 g,en faible quantité,?,,352,+3%,1473 kj(352 kcal),+3%,"1,5",+6%,"0,3",-12%,71,+5%,4,+50%,"13,5",+14%,"0,01",-69%,"0,004",-69%,-1,,A,,,,,,,,,,,,,,,,,,,,,,,
105,Orzo Pasta Rustichella [pâtes Haute Qualité] [sachet De 500G].,8009452224424,,,['France'],[],[],,,,,,,,,?,,352,,1473 kj(352 kcal),,"1,5",,"0,3",,71,,4,,"13,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Gnocchi di patate - Rustichella D'Abruzzo,8009452224806,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']",['en:gluten-free'],['France'],[],[],0.2 g,en faible quantité,0 g,en faible quantité,1 g,en faible quantité,1 g,en quantité modérée,?,,185,+11%,774 kj(185 kcal),+10%,"0,2",-85%,0,-100%,41,+24%,1,-17%,"3,8",-10%,1,-12%,"0,4",-12%,4,+12%,C,+12%,,,"[""Rustichella D'Abruzzo""]",,,,,B,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,,,,,
107,Polenta instantanea,8009452225162,,['Fabriqué en Italie'],['France'],[],[],,,,,,,,,?,,356,,1490 kj(356 kcal),,"0,8",,"0,1",,"79,5",,"0,3",,"7,1",,"0,009",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Sugo All'arrabiata [sauces] [pot De 270G].,8009452225230,,,['France'],[],[],,,,,,,,,?,,122,,510 kj(122 kcal),,"8,6",,"1,2",,"9,7",,9,,"1,4",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Carbonara,8009452225384,"['Epicerie', 'Produits à la viande', 'Sauces', 'Sauces à la viande', 'Sauces pour pâtes', 'Sauce tomate à la viande', 'Sauces carbonara']",,['France'],[],[],11 g,en quantité modérée,3.5 g,en quantité modérée,1.1 g,en faible quantité,0.72 g,en quantité modérée,?,,134,-49%,561 kj(134 kcal),-47%,11,-18%,"3,5",-41%,"2,9",-70%,"1,1",-57%,"5,3",+1%,"0,72",-67%,"0,288",-67%,4,-67%,C,-67%,,,,,,,,D,76.7%,15.4%,3.1%,2.5%,1.3%,0.9%,43,,,,,,,
110,Rustichella Sugo Al Peperoni Pasta Sauce (pack of ),8009452225414,,,['France'],[],[],,,,,,,,,?,,93,,389 kj(93 kcal),,"5,7",,"0,8",,"9,2",,"8,2",,"1,4",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Sugo All'amatriciana Rustichella [sauces] [pot . .. - Rustichella D Abruzzo,8009452225506,"['Epicerie', 'Sauces', 'Sauces tomate', 'Sauces amatriciana']",,['France'],"['Ingredtenti: Po!pa d pornodoro 78%: pancetta fresca 6%', 'guancia!e 6% ', 'came suirlÇ sale', 'saccarosio', 'aromi', 'spezie ', 'otio extra vergine agiio vino bianco ', 'sol iti', 'zuccllero', 'sabi dl fievito', 'pepe bianco', 'peperoncino piccante> correttore lattico', ' Scaldare fun']",[],6.1 g,en quantité modérée,1.1 g,en faible quantité,8.5 g,en quantité modérée,0.8 g,en quantité modérée,?,,107,+22%,448 kj(107 kcal),+25%,"6,1",+182%,"1,1",+214%,"9,2",-23%,"8,5",-13%,"3,8",+144%,"0,8",-38%,"0,32",-38%,4,-22%,C,-22%,,,['Rustichella D Abruzzo'],,,,,B,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,,,,,,
112,Panzanella Rustichella [sauces] [pot De 280G].,8009452225834,,,['France'],[],[],,,,,,,,,?,,62,,259 kj(62 kcal),,"3,71",,"0,5",,"4,6",,"4,2",,"1,47",,"0,83",,"0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"Fusilli Di Mais Senza Glutine, Maismehl-nudeln Glutenfrei - Rustichella d abruzzo",8009452226664,,['Bio'],['France'],['IT BIO 009'],[],,,,,,,,,?,,359,,1502 kj(359 kcal),,"1,96",,"0,28",,"77,26",,1,,"7,45",,"0,001",,0,,,,,,,,['Rustichella d abruzzo'],,,,,,,,,,,,,,,,,,,
114,Linguine Rustichella [pâtes Haute Qualité] [sac. .. - Rustichella D'Abruzzo,8009452227036,,,['France'],[],[],,,,,,,,,?,,362,,1515 kj(362 kcal),,"1,5",,"0,3",,71,,4,,"13,5",,"0,01",,"0,004",,,,,,,,"[""Rustichella D'Abruzzo""]",,,,,,,,,,,,,,,,,,,
115,Fettuccine,8009452227050,,['Fabriqué en Italie'],['France'],[],[],,,,,,,,,?,,352,,1473 kj(352 kcal),,"1,5",,"0,3",,71,,4,,"13,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Penne Rigate - Rustichella d'Abruzzo - 500g,8009452227074,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Penne', 'Penne rigate']",,"['France', 'Allemagne']",[],[],1.5 g,en faible quantité,1.5 g,en quantité modérée,4 g,en faible quantité,0.01 g,en faible quantité,?,,352,0%,1473 kj(352 kcal),-0%,"1,5",-11%,"1,5",+302%,71,+2%,4,+37%,"13,5",+12%,"0,01",-15%,"0,004",-15%,-3,,A,,500 g,"['Sachet', 'Plastique']","[""Rustichella d'Abruzzo""]",,,,,C,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,,,,,
117,Pasta di Semola di Grano Duro - Rustichella D'Abruzzo,8009452227104,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes de blé dur']",,['France'],[],[],1.5 g,en faible quantité,0.3 g,en faible quantité,4 g,en faible quantité,0.01 g,en faible quantité,?,,352,-0%,1473 kj(352 kcal),-0%,"1,5",-16%,"0,3",-21%,71,+2%,4,+27%,"13,5",+9%,"0,01",-58%,"0,004",-58%,-1,,A,,,,"[""Rustichella D'Abruzzo""]",,,,,,,,,,,,,,,,,,,
118,Bucatini - Rustichella D'Abruzzo,8009452227159,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Bucatini']",,"['France', 'Allemagne']",[],[],1.5 g,en faible quantité,0.3 g,en faible quantité,4 g,en faible quantité,0.1 g,en faible quantité,?,,352,+6%,1473 kj(352 kcal),+6%,"1,5",+3%,"0,3",+5%,71,+5%,4,+19%,"13,5",+6%,"0,1",+1103%,"0,04",+1103%,-1,,A,,,['Carton'],"[""Rustichella D'Abruzzo""]",,,,,,,,,,,,,,,,,,,
119,Salsa al tartufo - Rustichella D'Abruzzo,8009452275532,,,['France'],[],[],,,,,,,,,?,,157,,657 kj(157 kcal),,15,,2,,1,,1,,3,,1,,"0,4",,,,,,,,"[""Rustichella D'Abruzzo""]",,,,,,,,,,,,,,,,,,,
120,Pasta Young,8009452275631,,['Fabriqué en Italie'],['France'],[],[],,,,,,,,,?,,340,,1423 kj(340 kcal),,"1,9",,"0,18",,41,,3,,35,,"0,37",,"0,148",,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Jus de citron vert,8009490000615,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de citron', 'Jus de citron vert']",,['France'],[],[],0.03 g,en faible quantité,0 g,en faible quantité,2 g,en faible quantité,0.0075 g,en faible quantité,?,,27,-4%,113 kj(27 kcal),-3%,"0,03",-86%,0,-100%,2,-46%,2,+47%,"0,4",-9%,"0,008",+144%,"0,003",+144%,-4,,B,,,,,,,,,D,81.5%,0.0%,0.0%,8.9%,6.8%,2.8%,50,,,,,,,
122,Sauce soja et jus de citron,8009490001179,,,['France'],[],[],,,,,,,,,?,,59,,247 kj(59 kcal),,0,,0,,"6,1",,"1,6",,"8,1",,"15,2",,"6,08",,,,,,,,,,,,,,,,,,,,,,,,,,,
