,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,additives,nova_score,categories,eco_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,quantity,packaging,manufacturing,markets,traceability_code,allergens,palm_ingredients,link,ingredients_origins,brand_owner
1893,Dark 72% - Frey - 100g,7616500553590,['Frey'],['France'],[],[],?,?,,?,,?,,?,,,"['Agriculture durable', 'Fabriqué en Suisse', 'en:UTZ Certified', 'en:utz-certified-cacao']",,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",D,,,,,,,,,,,,,,,,,,,,,,,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,100 g,['Papier'],['Suisse'],,,,,,,
1894,Chocolat blanc - Extra fine white - Frey - 100g,7616500553606,['Frey'],['France'],[],[],?,588,2460 kj(588 kcal),40,24,52,52,6,"0,25","0,1","['Agriculture durable', 'en:UTZ Certified', 'en:utz-certified-cacao']",,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats blancs']",D,40 g,en quantité élevée,24 g,en quantité élevée,52 g,en quantité élevée,0.25 g,en faible quantité,,+4%,+4%,+11%,+11%,-2%,+3%,-10%,-3%,-3%,28,+5%,E,+5%,91.5%,4.7%,1.2%,2.1%,0.4%,0.0%,24,,100 g,['Papier'],['Suisse'],,,,,,,
1895,Bâton au kirsch - Frey - 250g,7616500627710,['Frey'],"['France', 'Suisse']","['sucre', 'Kirsch 14 %', 'pâte de cacao', 'beurre de cacao', 'cacao en poudre', 'beurre fondu', 'arôme', 'émulsifiant: lécithine de soja']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1960,?,1960 kj(468 kcal),15,10,63,62,2,"0,01","0,004","['Agriculture durable', 'en:UTZ Certified', 'en:utz-certified-cacao']",['E322i - Lécithine'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250g,,,,,,,,,
1896,Assorties Strängeli - Frey - 250g,7616500635357,['Frey'],"['France', 'Suisse']","['sucre', 'pâte de cacao', 'beurre de cacao', 'Kirsch 4', '5 %', 'Cognac 4', '5 %', 'Williams 4', '5 %', 'beurre fondu', 'cacao en poudre', 'arômes', 'émulsifiant: lécithine de soja,']",['Non végétalien'],1980,?,1980 kj(473 kcal),16,10,63,62,"1,5",0,0,"['Agriculture durable', 'en:UTZ Certified', 'en:utz-certified-cacao']",['E322i - Lécithine'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250g,,,,,,,,,
1897,Pralinés Prestige Noir - Frey - 250g,7616500639829,['Frey'],"['France', 'Suisse']","['sucre', 'pâte de cacao', 'beurre de cacao', 'lait entier en poudre', 'noisettes', 'beurre\rfondu', 'noix', 'huile de palme', 'huile de tournesol', 'amandes', 'humectants: sirop de sorbitol', 'E 422 et invertase', 'pistaches', 'sirop de sucre inverti', 'cacao en grains', 'lait écrémé en poudre', 'café torréfié moulu', 'Cognac', 'sirop de glucose', 'émulsifiant:\rlécithine de soja', 'lait en poudre enrichi en matière grasse', 'huile de coco', 'Cointreau', 'farine de riz', 'semoule de maïs', 'cacao en poudre', 'arômes', 'farine de sarrasin', 'farine de riz complet', 'sel de cuisine', 'extrait de carthame', 'concentré de spirulina', ' Peut contenir du gluten', ""des oeufs et des traces d'autres fruits à coque "", 'noix', '\rCacao: 44% minimum dans le chocolat']","['Huile de palme', 'Non végétalien']",2320,?,2320 kj(554 kcal),37,19,47,43,6,"0,07","0,028","['Agriculture durable', 'en:UTZ Certified']","['E420ii - Sirop de sorbitol', 'E422 - Glycérol', 'E1103 - Invertase', 'E322i - Lécithine']",4,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']",,37 g,en quantité élevée,19 g,en quantité élevée,43 g,en quantité élevée,0.07 g,en faible quantité,+3%,,+3%,+10%,+8%,-9%,-8%,-1%,-51%,-51%,20,-20%,E,-20%,,,,,,,,,250 g,,,,,['Fruits à coque'],['Huile de palme'],,,
1898,PRALINES DU Confiseur - FREY - 147g,7616500639836,['FREY'],"['France', 'Suisse']","['Sucre', 'beurre de cacao', 'pâte de cacao', 'lait entier en poudre', 'noisettes', 'amandes', 'beurre fondu', 'noix', 'humectants: sirop de sorbitol', 'E422 et invertase', 'sirop de sucre inverti', 'sirop de glucose', 'huile de palme', 'lait écrémé en poudre', 'huile de coco', 'Kirsch', 'huile de tournesol', 'émulsifiant: lécithine de soja', 'Rhum', 'Cognac', 'café torréfié moulu', 'cacao en poudre', 'arômes', 'sucre caramel', ' Peut contenir du gluten', ""des œufs et des traces d'autres fruits à coque "", 'noix', ' Cacao: 33% minimum dans le chocolat au lait', ' Cacao: 44% minimum dans le chocolat noir']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",2260,?,2260 kj(540 kcal),35,18,49,46,6,"0,1","0,04",,"['E420ii - Sirop de sorbitol', 'E422 - Glycérol', 'E1103 - Invertase', 'E322i - Lécithine']",4,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']",,35 g,en quantité élevée,18 g,en quantité élevée,46 g,en quantité élevée,0.1 g,en faible quantité,0%,,0%,+4%,+2%,-5%,-2%,-1%,-31%,-31%,23,-8%,E,-8%,,,,,,,,,147 g,,,,,['Fruits à coque'],['Huile de palme'],,,
1899,Truffes Assorties - Frey - 230g,7616500639881,['Frey'],"['France', 'Suisse']","['Sucre', 'pâte de cacao', 'beurre de cacao', 'lait entier en poudre', 'beurre fondu', 'eau', 'humectants: sirup de sorbitol', 'E422 et invertase', 'sirop de glucose', 'sirop de sucre inverti', 'Kirsch 0', '8%', 'Rhum 0', '6%', 'émulsifiant: lécithine de soja', 'arômes', 'Peut contenir des noisettes', 'des amandes', ""des œufs et des traces d'autres fruits à coque "", 'noix', 'Cacao: 34% minimum dans le chocolat au laitCacao: 50% minimum dans le chocolat noir']",['Non végétalien'],2170,521,2170 kj(521 kcal),34,20,47,40,"4,7","0,1","0,04","['Agriculture durable', 'en:UTZ Certified']","['E422 - Glycérol', 'E1103 - Invertase', 'E322i - Lécithine']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230 g,,,,,,,,,
1900,Truffes au lait sans sucres ajoutés - Frey - 230g,7616500639898,['Frey'],"['France', 'Suisse']","['Édulcorants: isomalt', 'sirop de sorbitol', 'acésulfame K', 'aspartame', 'lait entier en poudre', 'beurre de cacao', 'pâte de cacao', 'beurre fondu', 'noisettes moulues', 'Kirsch 1', '0%', 'émulsifiant: lécithine tle soja', 'humectant: E 422', 'arômes', 'Peut contenir des amandes', ""des œufs et des traces d'autres fruits à coque "", 'noix', ' Cacao: 30% minimum dans le chocolat']",['Non végétalien'],1920,?,1920 kj(459 kcal),33,19,48,9,7,"0,2","0,08","['Agriculture durable', 'en:UTZ Certified', 'Avec édulcorants']","['E953 - Isomalt', 'E420ii - Sirop de sorbitol', 'E950 - Acésulfame K', 'E951 - Aspartame', 'E322i - Lécithine', 'E422 - Glycérol']",4,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Truffes en chocolat']",,33 g,en quantité élevée,19 g,en quantité élevée,9 g,en quantité modérée,0.2 g,en faible quantité,-18%,,-21%,-24%,-42%,+19%,-76%,+48%,+53%,+53%,15,-37%,D,-37%,,,,,,,,,230 g,,,,,,,,,
1901,Kirschstängeli - Frey - 125g,7616500640450,['Frey'],"['France', 'Suisse']","['sucre', 'Kirsch 14 %', 'pâte de cacao', 'beurre de cacao', 'cacao en poudre', 'beurre fondu', 'arôme', 'émulsifiant: lécithine de soja', ' Peut contenir des noisettes', 'des amandes', ""du gluten et traces d'autres fruits à coque "", 'noix', ' Cacao: 50 % minimum dans le chocolat UTZ www', 'chocolatfrey', 'ch Certified cocoa Chocolat Frey unterstützt den sozial - und umweltvertrâglich?f! anbau', ' Chocolat Frey soutient les exploitations où le cacao est dans le respect de critères sociaux et écologiques', "" La Chocolat coltivazioni di cacao rispettose dell'ambiente e dell'uoçpc Nâhrwerte I""]",['Non végétalien'],?,468,1958 kj(468 kcal),15,10,63,62,2,"0,01","0,004","['Agriculture durable', 'en:UTZ Certified']",['E322i - Lécithine'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125 g,,,,,,,,,
1902,Freylini - Migros,7616500645967,['Migros'],"['France', 'Suisse']",[],[],?,588,2460 kj(588 kcal),41,17,45,42,8,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,Pralinés Assortis - FREY - 290,7616500650480,['FREY'],['France'],[],[],?,583,2439 kj(583 kcal),41,21,46,44,6,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,
1904,Panier chocolat,7616500653634,,['France'],[],[],?,560,2343 kj(560 kcal),35,19,53,51,7,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,Candida dental gum - Migros - 33g,7616500653948,['Migros'],"['France', 'Suisse']","['édulcolorants: xylitol 61 %', 'gomme base ', 'avec antioxydant : E306', 'épaississant: gomme arabique', 'arômes', 'colorant : E171', 'acidifiant : acide citrique', 'humectant: E422', ""agents d'enrobage E903 et E553b""]",[],700,?,700 kj(167 kcal),0,0,64,"0,1","0,1","0,02","0,008",,"['E967 - Xylitol', 'E306 - Extrait riche en tocophérols', ""E414 - Gomme d'acacia"", 'E171 - Oxyde de titane', 'E330 - Acide citrique', 'E422 - Glycérol', 'E903 - Cire de carnauba', 'E553b - Talc']",4,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Chewing-gum']",,0 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,0.02 g,en faible quantité,-2%,,-0%,-100%,-100%,+0%,-98%,-39%,-24%,-24%,,,,,,,,,,,,,33 g,,,,,,,,,
1906,Pralines assortis - Frey,7616500653993,['Frey'],['France'],[],[],?,583,2439 kj(583 kcal),41,21,46,44,6,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,Rêves d'or - FREY - 260g,7616500657311,['FREY'],"['France', 'Suisse']","['sucre', 'beurre de cacao', 'noisettes', 'amandes', 'lait entier en poudre', 'pâte de cacao', 'huile de coco', 'lait écrémé en poudre', 'huile de tournesol', 'lait entier en poudre enrichi en matière grasse', 'beurre fondu', 'émulsifiant: lécithine de soja', 'café torréfié moulu', 'arômes']",['Non végétalien'],2460,?,2460 kj(588 kcal),40,17,49,46,7,"0,09","0,036","['Agriculture durable', 'en:UTZ Certified']",['E322i - Lécithine'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260 g,,,,,['Fruits à coque'],,,,
1908,Milchschokolade Mandel - Frey,7616500658837,['Frey'],['France'],[],[],?,598,2502 kj(598 kcal),42,20,49,49,5,"0,11","0,044",,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats fourrés', 'Chocolats au lait fourrés']",E,42 g,en quantité élevée,20 g,en quantité élevée,49 g,en quantité élevée,0.11 g,en faible quantité,,+8%,+9%,+22%,+10%,-6%,-1%,-23%,-44%,-44%,25,-2%,E,-2%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,,,,,
1909,Suprême noix de pécan - Frey,7616500659353,['Frey'],['France'],[],[],?,561,2347 kj(561 kcal),36,19,50,48,8,"0,23","0,092","['Agriculture durable', 'en:UTZ Certified']",,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats au lait aux noix de pécan', 'Chocolats aux noix de pécan']",E,36 g,en quantité élevée,19 g,en quantité élevée,48 g,en quantité élevée,0.23 g,en faible quantité,,+1%,+2%,+4%,-3%,-4%,-2%,+12%,-1%,-1%,28,+10%,E,+10%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,,,,,
1910,Unlimited - Migros,7616500659452,['Migros'],['France'],[],[],?,601,2515 kj(601 kcal),41,26,54,54,4,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,Les Pralines Assortis - Frey,7616500659889,['Frey'],['France'],"['sucre', 'beurre de cacao', 'pâte de cacao', 'noisettes', 'huile de palme entier en poudre', 'amandes', 'lait écrémé en poudre', 'cacao maigre en poudre', 'de coco', 'beurre fondu', 'cacao en poudre', 'huile de tournesol', 'émulsifiant: lécithine de soja', 'arômes', ' Peut contenir du gluten', ""des œufs et des traces d'autres fruit coque "", 'noix', ' Cacao: 33 % minimum dans le chocolat au lait', ' Cacao: 44 % minimum dans le chocolat noir']","['Huile de palme', 'Non végétalien']",?,586,2452 kj(586 kcal),41,21,46,43,6,"0,09","0,036","['Agriculture durable', 'en:UTZ Certified']",['E322i - Lécithine'],4,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,41 g,en quantité élevée,21 g,en quantité élevée,43 g,en quantité élevée,0.09 g,en faible quantité,,+11%,+11%,+28%,+21%,-12%,-9%,+2%,-41%,-41%,22,-10%,E,-10%,,,,,,,,,,,,,,"['Lait', 'Fruits à coque']",['Huile de palme'],,,
1912,Chocolat Suprême Myrtille - Frey - 100g,7616500659957,['Frey'],"['France', 'Suisse']",[],[],2410,?,2410 kj(576 kcal),38,23,53,53,6,"0,24","0,096","['Agriculture durable', 'en:UTZ Certified']",,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats blancs', 'Chocolats blancs à la myrtille']",E,38 g,en quantité élevée,23 g,en quantité élevée,53 g,en quantité élevée,0.24 g,en faible quantité,+3%,,+2%,+5%,+6%,-1%,+5%,-10%,-7%,-7%,28,+5%,E,+5%,91.5%,4.7%,1.2%,2.1%,0.4%,0.0%,24,,100 g,,,,,,,,,
1913,Swiss chocolate Mahony milk,7616500660472,,['France'],[],[],?,539,2255 kj(539 kcal),32,19,55,54,6,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,Lapin en chocolat - Frey,7616500661226,['Frey'],['France'],[],[],?,545,2280 kj(545 kcal),33,20,55,53,6,"0,19","0,076",,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Aliments de Pâques', 'Lapins en chocolat']",,33 g,en quantité élevée,20 g,en quantité élevée,53 g,en quantité élevée,0.19 g,en faible quantité,,-2%,-1%,-4%,-4%,+2%,+2%,-8%,-2%,-2%,26,-1%,E,-1%,,,,,,,,,,,,,,,,,,
1915,Dark crunchy hazelnut - Frey,7616500661523,['Frey'],"['Australie', 'France']",[],[],?,584,2443 kj(584 kcal),"42,2","14,3","41,5","37,3","7,1","0,006","0,002","['Agriculture durable', 'en:UTZ Certified']",,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats aux noisettes', 'Chocolats noirs aux noisettes']",E,42.2 g,en quantité élevée,14.3 g,en quantité élevée,37.3 g,en quantité élevée,0.006 g,en faible quantité,,+2%,+3%,+3%,-23%,+8%,+11%,-11%,-82%,-82%,25,+18%,E,+18%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,['Woolworths'],,,,,,
1916,Boite chocolats - Frey,7616500661691,['Frey'],['France'],[],[],?,576,2410 kj(576 kcal),39,22,49,48,"5,7","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,Chocolat graine de tournesol - Frey,7616500661783,['Frey'],['France'],[],[],?,577,2414 kj(577 kcal),35,18,51,50,8,"0,25","0,1",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol']",C,35 g,en quantité élevée,18 g,en quantité élevée,50 g,en quantité élevée,0.25 g,en faible quantité,,+1%,+1%,-23%,+264%,+283%,+1975%,-64%,-86%,-86%,28,+111%,E,+111%,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,,,,,,,,,,,
1918,Crunchy cloud,7616500662117,,['France'],[],[],?,500,2092 kj(500 kcal),25,15,60,41,7,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,Les Pralinés Giandor - Frey - 150g,7616500901353,['Frey'],"['France', 'Suisse']","['Sucre', 'beurre de cacao', 'pâte de cacao', 'amandes moulues 10 %', 'lait écrémé en poudre', 'huile de coco', 'lait entier en poudre', 'noisettes moulues', 'beurre fondu', 'émulsifiant: lécithine de soja', 'arômes', ' Peut contenir du gluten', ""des œufs et traces d'autres fruits à coque "", 'noix', ' Cacao: 37 % minimum dans le chocolat']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",2430,?,2430 kj(581 kcal),40,22,47,45,7,"0,13","0,052","['Agriculture durable', 'en:UTZ Certified']",['E322i - Lécithine'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 g,,,,,,,,,
1920,Milch extra - Frey - 750g,7616500906570,['Frey'],"['France', 'Suisse']","['Sucre', 'lait entier en poudre 26%', 'beurre de cacao', 'pâte de cacao', 'noisettes moulues', 'émulsifiant: lecithine de soja', 'arôme']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",2310,?,2310 kj(552 kcal),35,20,51,49,8,"0,25","0,1",,['E322i - Lécithine'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750 g,,,,,,,,,
1921,Noir special 72% - FREY,7616500913813,['FREY'],"['France', 'Suisse']","['Pâte de cacao', 'sucre', 'beurre de cacao', 'cacao en poudre', 'arômes', ' Peut contenir du lait', 'des noisettes', 'des amandes', ""du soja et des traces d'autres fruits à coque "", 'noix', ' Cacao: 72 % minimum']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,583,2439 kj(583 kcal),45,28,31,27,8,0,0,"['Agriculture durable', 'en:UTZ Certified']",,4,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats aromatisés', 'Chocolats noirs aromatisés']",E,45 g,en quantité élevée,28 g,en quantité élevée,27 g,en quantité élevée,0 g,en faible quantité,,+5%,+6%,+20%,+24%,-26%,-24%,+17%,-100%,-100%,17,-22%,D,-22%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,,,
1922,Les Adorables Youretta Erdbeer,7616500914315,,['France'],[],[],?,578,2418 kj(578 kcal),39,27,50,49,6,"0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,Prestige - Frey - 250g,7616500920378,['Frey'],"['France', 'Suisse']","['sucre', 'pâte de cacao', 'beurre de cacao', 'lait entier en poudre', 'noisettes', 'beurre fondu', 'noix', 'huile de palme', 'huile de tournesol', 'amandes', 'humectants: sirop de sorbitol et E 422 pistaches', 'sirop de sucre inverti', 'cacao en grains', 'lait écrémé en poudre', 'café torréfié moulu', 'Cognac', 'sirop de glucose', 'émulsifiant: lécithine de soja', 'lait en poudre riche en matière grasse', 'huile de coco', 'Cointreau', 'farine de riz', 'semoule de mais', 'cacao en poudre', 'arômes', 'farine de sarrasin', 'farine de riz complet', 'sel de cuisine', 'extrait de carthame', 'concentré de spirulina', ' Peut contenir du gluten', ""des oeufs et des traces d'autres fruits à coque "", 'noix', ' Cacao: 33 % minimum dans le chocolat au lait Cacao: 44 % minimum dans le chocolat noir']","['Huile de palme', 'Non végétalien']",2320,?,2320 kj(554 kcal),37,19,47,43,6,"0,07","0,028",,"['E420ii - Sirop de sorbitol', 'E422 - Glycérol', 'E322i - Lécithine']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,['Fruits à coque'],['Huile de palme'],,,
1924,Morilles séchées,7616600460804,,"['France', 'Suisse']",[],[],?,332,1389 kj(332 kcal),3,0,54,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,Yaourt sans Lactose Fraise Aha! - Migros - 150g,7616600708937,['Migros'],"['France', 'Suisse']","['yogourt sucré sans lactose ', 'lait', 'protéines du lait', 'sucre 10,4%', 'fraise 7%', 'amidon modifié de tapioca', 'extraits végétaux colorants', 'arôme', 'jus de citron concentré']",['Non végétalien'],440,?,440 kj(105 kcal),"2,8","1,7",16,15,"3,5","0,1","0,04",['Sans lactose'],['E14XX - Amidons modifiés'],4,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts sans lactose', 'Yaourts à la fraise']",C,2.8 g,en faible quantité,1.7 g,en quantité modérée,15 g,en quantité élevée,0.1 g,en faible quantité,,,+29%,+4%,+4%,+66%,+67%,-5%,-5%,-5%,3,+127%,C,+127%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,Aha Joghurt Erdbeer Laktosefrei,150 g,"['Frais', 'Plastique']",['Suisse'],['Migros'],['CH 2434'],['Lait'],,,,
1926,Croissants au beurre - M classic - 210g,7616700001174,['M classic'],"['France', 'Suisse']","['Farine de blé', 'beurre 24%', 'eau', 'protéine de blé', 'lait écrémé en poudre', 'levure', 'sel de cuisine iodé', 'sucre', ""farine de malt d'orge"", 'lactose', 'acidifiant E262', 'agent de traitement de la farine : acide ascorbique']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",1644,?,1644 kj(393 kcal),20,13,43,5,9,"1,3","0,52",,"['E262 - Acétates de sodium', 'E300 - Acide ascorbique']",4,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Croissants', 'Croissants au beurre']",C,20 g,en quantité modérée,13 g,en quantité élevée,5 g,en quantité modérée,1.3 g,en quantité modérée,+1%,,+1%,-8%,-8%,+5%,-29%,+20%,+32%,+32%,18,-4%,D,-4%,78.5%,13.2%,5.3%,2.6%,0.4%,0.0%,69,"Produit de pâte levée au beurre, précuit",210 g,"['Plastique', 'Carton']",['Suisse'],['Migros'],,"['Gluten', 'Lait']",,,,
1927,Migros Pastetli - 198g e,7616700001242,"['Migros', 'Jowa']","['France', 'Suisse']","['Farine de blé', 'margarine végétale ', 'huile de palme', 'huile de colza', 'eau', 'émulsifiants: E471', 'E475', 'acidifiant: acide citrique', 'œuf entier ', ""d'élevage au sol"", 'sel de cuisine iodé', 'huile de tournesol', 'sucre', ""farine de malt d'orge,""]","['Huile de palme', 'Non végétalien']",2122,509,2122 kj(509 kcal),32,14,46,"1,5",8,"1,775","0,71","['en:FSC', 'FSC Mix', 'en:FSC-C018946']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E475 - Esters polyglycériques d'acides gras"", 'E330 - Acide citrique']",4,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries']",,32 g,en quantité élevée,14 g,en quantité élevée,1.5 g,en faible quantité,1.77 g,en quantité élevée,+34%,+35%,+35%,+90%,+72%,-4%,-95%,+49%,+329%,+329%,21,+23%,E,+23%,,,,,,,,,198 g e,"['Carton', 'Plastique']",['Suisse'],['Migros'],,"['Œufs', 'Gluten']",['Huile de palme'],,,
1928,M-classic Mini Sandwiches,7616700003703,"['M-classic', 'Migros']",['France'],[],[],?,319,1335 kj(319 kcal),9,1,48,3,10,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Migros'],,,,,,
1929,Délices - M-Classic,7616700003826,['M-Classic'],"['France', 'Suisse']",[],[],1124,?,1124 kj(269 kcal),4,"0,5",46,3,10,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Migros'],,,,,,
1930,Semmeli ballons michette - Migros - 400g,7616700003949,['Migros'],"['France', 'Suisse']","['Farine de blé', 'eau', 'levure', 'protéine de blé', 'sel de cuisine iodé', 'sucre', 'émulsifiant: E472e', ""farine de malt d'orge"", 'conservateur: E281', 'agent de traitement de la farine: acide ascorbique', 'Peut contenir sésame', 'soja', 'lait', 'œufs', 'fruits à coque']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",1070,?,1070 kj(256 kcal),"1,5","0,6",48,"3,5",10,"1,8","0,72",,"[""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E281 - Propionate de sodium', 'E300 - Acide ascorbique']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 g,,,,,['Gluten'],,,,
1931,Brownies - American Favorites - 135g e,7616700019971,"['American Favorites', 'Jowa', 'Migros']","['France', 'Suisse']","['Sucre', 'margarine végétale ', 'huile de palme', 'huile de colza', 'eau', 'émulsifiant: E471', 'œuf entier ', ""d'élevage au sol"", 'pâte de cacao 13 %', 'farine de blé', 'noix 8%', 'sirop de sucre inverti', 'protéine de blé', 'sel de cuisine iodé', 'arômes', ""farine de malt d'orge""]","['Huile de palme', 'Non végétalien']",1980,?,1980 kj(473 kcal),28,11,47,37,7,"0,5","0,2","['en:FSC', 'en:fsc-c010395', 'FSC Mix', 'Fabriqué en Suisse']","[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",4,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Brownies']",E,28 g,en quantité élevée,11 g,en quantité élevée,37 g,en quantité élevée,0.5 g,en quantité modérée,+4%,,+4%,+9%,+34%,-2%,+8%,+18%,+31%,+31%,22,+15%,E,+15%,84.5%,9.8%,2.3%,2.2%,1.2%,0.0%,37,,135 g e,"['Plastique', 'Carton']",['Suisse'],['Migros'],,"['Œufs', 'Gluten', 'Fruits à coque']",['Huile de palme'],,,
