,name,bar_code,packaging,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,labels,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,additives,palm_ingredients,allergens,nova_score,ingredients_origins,manufacturing,brand_owner,markets,generic_name,traceability_code,link
10,0770795005619,0770795005619,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Noix de cajou - 600g,0770795005749,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",['France'],[],[],50 g,en quantité élevée,8.5 g,en quantité élevée,4.5 g,en faible quantité,3 g,en quantité élevée,?,,520,-13%,2176 kj(520 kcal),-13%,50,+8%,"8,5",0%,28,+9%,"4,5",-31%,16,-14%,3,+378%,"1,2",+378%,14,+85%,D,+85%,600 g,,E,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,
12,Cashews unsalted,0770795513510,,,['France'],[],[],,,,,,,,,?,,637,,2665 kj(637 kcal),,50,,"13,3",,"26,7",,10,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Bouchées De Brownies - Two-Bite,0770981090801,,"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Brownies']",['France'],[],[],22.8 g,en quantité élevée,5.7 g,en quantité élevée,34.2 g,en quantité élevée,,,?,,428,-6%,1791 kj(428 kcal),-6%,"22,8",-11%,"5,7",-31%,"58,5",+22%,"34,2",0%,"4,2",-29%,,,,,,,,,,,D,84.5%,9.8%,2.3%,2.2%,1.2%,0.0%,37,['Two-Bite'],,,,,,,,,,,
14,Two-bite brownies - 800g,0770981290881,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Brownies']",['France'],"['sucre', 'farine de BLE', 'huile de SOJA*', "" blanc d'OEUF pasteurisé"", 'sirop de maïs', 'eau', 'palme', 'matière grasse ', 'huile de palme', 'canola* et palme modifiée', ' chocolat ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'emuisifiant: lectthine de SOJA', 'arôme poudre de cacao', 'arôme', 'sa', 'OEUF pasteurisés', 'lactoserum en poudre', 'LAIT', 'amidon de maïs modifie', 'levure ', 'pyrophosphate acide de sodium', 'bicarbonate de sodium', ' amidon de maïs', 'pyrophosonate monocalcique', 'sulfate de calcium', 'lécihlne de SOJA* Presence éventuelle de a coques']","['Huile de palme', 'Non végétalien']",24.7 g,en quantité élevée,5.8 g,en quantité élevée,32.9 g,en quantité élevée,1 g,en quantité modérée,?,,444,-2%,1858 kj(444 kcal),-2%,"24,7",-4%,"5,8",-29%,"56,6",+18%,"32,9",-4%,"3,4",-43%,1,+162%,"0,4",+162%,19,-1%,E,-1%,800 g,,E,84.5%,9.8%,2.3%,2.2%,1.2%,0.0%,37,['Two-bite'],"['E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']",['Huile de palme'],"['Œufs', 'Gluten', 'Lait', 'Soja']",4,,,,,,,
15,Biscuite a la crème d'érable,0771098002435,,,['France'],[],[],,,,,,,,,?,,520,,2176 kj(520 kcal),,22,,9,,69,,35,,"4,34",,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Maple Popcorn,0771098004729,,,['France'],[],[],,,,,,,,,?,,195,,816 kj(195 kcal),,"3,5",,2,,40,,27,,2,,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Canadian Moose Droppings (chocolate Almonds),0771098005078,,,['France'],[],[],,,,,,,,,?,,367,,1536 kj(367 kcal),,0,,0,,100,,100,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Amandes au chocolat au lait,0771098005542,,,['France'],[],[],,,,,,,,,?,,540,,2259 kj(540 kcal),,36,,16,,53,,45,,8,,"0,025",,"0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Chocolat Fin Au Lait - Canada True - 100g,0771098006068,,,['France'],[],[],,,,,,,,,?,,130,,544 kj(130 kcal),,?,,"4,5",,?,,15,,1,,"0,25",,"0,1",,,,,,100 g,,,,,,,,,,['Canada True'],,,,,,,,,,,
20,Maple tea,0771098006099,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Fudge - Heart Industruies,0771098006389,,,['France'],"['SUCRE', 'CRÈME ', 'LAIT', 'CRÈME', 'LACTOSÉRUM', ' CASSONADE', 'GLUCOSE', 'BEURRE', ""SIROP D'ÉRABLE"", ""SAVEUR NATURELLE D'ÉRABLE"", 'SORBATE DE POTASSIUM', 'CONTIENT DU LAIT', ' PEUT CONTENIR DES NOIX']",['Non végétalien'],,,,,,,,,?,,350,,1464 kj(350 kcal),,"6,25",,"3,75",,"77,5",,"67,5",,1,,"0,5",,"0,2",,,,,,,,,,,,,,,,['Heart Industruies'],"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,['Lait'],4,,,,,,,
22,Maple green tea,0771098009922,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Maple green tea,0771098009946,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Croquant a l'érable - Canada True,0771098010072,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",['France'],[],[],37.5 g,en quantité élevée,20 g,en quantité élevée,50 g,en quantité élevée,0 g,en faible quantité,?,,525,-6%,2200 kj(525 kcal),-5%,"37,5",-5%,20,-13%,"62,5",+62%,50,+58%,5,-35%,0,-100%,0,-100%,26,+23%,E,+23%,,,E,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,['Canada True'],,,,,,,,,,,
25,Croquant à l'érable - Canada True - 100g,0771098010140,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",['France'],[],[],27.5 g,en quantité élevée,17.5 g,en quantité élevée,60 g,en quantité élevée,0.75 g,en quantité modérée,?,,525,-5%,2197 kj(525 kcal),-5%,"27,5",-20%,"17,5",-11%,65,+25%,60,+22%,5,-30%,"0,75",+222%,"0,3",+222%,29,+14%,E,+14%,100 g,,E,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,['Canada True'],,,,,,,,,,,
26,Biscuits feuille d'érable à la crème de chocolat,0771098010157,,,['France'],[],[],,,,,,,,,?,,140,,586 kj(140 kcal),,6,,"2,5",,22,,10,,1,,"0,055",,"0,022",,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Maple cream cookies - Canada True,0771098010447,,,['France'],"['FARINE DE BLÉ ENRICHIE', 'SUCRE', 'HUILE DE PALME ET/OU HUILE MODIFIÉE DE PALME', ""SIROP D'ERABLE"", 'SEL', 'LÉCITHINE DE SOYA', 'BICARBONATE DE SODIUM', 'SUBSTANCES LAITIÈRES', 'ARÔMES NATURELS ET ARTIFICIELS ', 'CONTIENT DES SULFITES', 'COLORANT NATUREL', 'COLORANT CARAMEL ', 'CONTIENT DES SULFITES', ' CONTIENT DU BLÉ', 'DU SOYA ET DU LAIT', ' PEUT CONTENIR DES ŒUFS']",[],,,,,,,,,?,,482,,2017 kj(482 kcal),,"17,2",,"8,6",,75,,"41,4",,"3,5",,0,,0,,,,,,,,,,,,,,,,['Canada True'],"['E322i - Lécithine', 'E500ii - Carbonate acide de sodium', 'E150 - Caramel']",['Huile de palme'],"['Gluten', 'Lait', 'Soja', 'Anhydride sulfureux et sulfites']",4,,,,,,,
28,Mini buscuits a l'erable - Canada True - 60g,0771098010454,,['Biscuits erable'],['France'],[],[],20 g,en quantité modérée,8 g,en quantité élevée,23 g,en quantité élevée,0.32 g,en quantité modérée,?,,460,,1925 kj(460 kcal),,20,,8,,71,,23,,5,,"0,32",,"0,128",,18,,D,,60g,,,,,,,,,,['Canada True'],,,,,['Canada'],,,,,,
29,Sirop d'érable,0771098010553,,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable""]",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Maple Tea -  - 15g,0771541100411,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions']",['France'],['Pure ceylon tea'],[],,,,,,,,,?,,1,-86%,4 kj(1 kcal),-83%,"0,5",+1031%,"0,5",+3372%,"0,5",-33%,"0,5",+12%,"0,5",+181%,,,,,,,,,15 g,,B,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,['Sri Lanka'],,,,,
31,Thé aux canneberges,0771541140332,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Thé d'Érable - The Metropolitan Tea Company Ltd,0771541140417,,,['France'],"[""MAPLE TEA L'érable"", 'arbre majestueux', 'nous fournit un sirop unique au monde', 'convoité pour son incomparable saveur', "" Les premiers colons arrivés sur les tivages dé l'Amérique du Nord"", ""ont appris des Indiens b extraireile siroo d'érable et"", 'jusqu à ce jour', ""ce procédé est resté pratiquement le même Ce thé de qualité est imprégné de la délicate sqveur et 4e I esprit de l'érable Thé d' Érable PREMIUM CEYLON TEA NETT WT"", '1,76 02', ' ', '50GR', ' 25 TEA B AGS']",[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,['The Metropolitan Tea Company Ltd'],,,,,,,,,,,
33,0771541180413,0771541180413,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Sucre d'orge rouge,0771665212007,,,['France'],[],[],,,,,,,,,?,,360,,1506 kj(360 kcal),,1,,1,,96,,96,,1,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Licorice - Mondoux,0771665719094,,,['France'],['OU SOu ET'],[],,,,,,,,,?,,340,,1423 kj(340 kcal),,1,,"0,6",,82,,54,,2,,"0,002",,"0,001",,,,,,,,,,,,,,,,['Mondoux'],,,,,,,,,,,
36,Sève d'érable,0771767122501,,,['France'],[],[],,,,,,,,,?,,252,,1054 kj(252 kcal),,0,,0,,66,,64,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Shoko eis ostereir - Bofrost,0771869110857,,,['France'],[],[],,,,,,,,,?,,392,,1640 kj(392 kcal),,"24,4",,"14,9",,"37,3",,"37,2",,"5,2",,"0,18",,"0,072",,,,,,,,,,,,,,,,['Bofrost'],,,,,,,,,,,
38,Cones Fruity Duo - Bofrost,0771869160357,,,['France'],[],[],,,,,,,,,?,,234,,979 kj(234 kcal),,"8,4",,"6,8",,"36,8",,"24,6",,"2,1",,"0,12",,"0,048",,,,,,,,,,,,,,,,['Bofrost'],,,,,,,,,,,
39,Arachides BBQ - Jardi,0772065387173,,,['France'],"['Arachides,huile de canola non hydrogénée', 'sel,sucre,épices,farine de blé,levure de torula,glutamate monosodique extrait de levure,Dextrose,oignon,colorant', 'poudre de tomate,ail,arôme de fumée caramel ', 'colorant', ',acide citrique', 'huile de soja dioxyde de silicium']",[],,,,,,,,,?,,580,,2427 kj(580 kcal),,48,,7,,20,,4,,26,,"0,62",,"0,248",,,,,,,,,,,,,,,,['Jardi'],"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",,"['Gluten', 'Arachides']",4,,,,,,,
40,Gâteau dans une tasse - rouge velours - 200g,0772291026563,,,['France'],[],[],,,,,,,,,?,,360,,1506 kj(360 kcal),,1,,"0,4",,82,,46,,8,,"0,6",,"0,24",,,,,,200 g,,,,,,,,,,,,,,,,,,,,,
41,Organicd smoked atlantic salmon,0772945801003,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",['France'],[],[],1 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,,,?,,8,-96%,33 kj(8 kcal),-96%,1,-90%,1,-51%,1,+102%,1,+199%,11,-50%,,,,,,,,,,,E,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,
42,Safari multivitaminé fraise - Comidis - 3litres,0773109966491,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,3 litres,,,,,,,,,,['Comidis'],,,,,,,,,,,
43,Hummus,0773200702226,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Couscous Salad,0773200713529,,"['Plats préparés', 'Salades', 'Salades composées']","['France', 'États-Unis']","['Couscous ', 'durum wheat semolina', 'tomatoes', 'chickpeas', 'canola oil', 'green onions', 'red peppers', 'garlic', 'yellow peppers', 'parsley', 'white wine vinegar', 'sea salt', 'lemon juice concentrate', 'citric acid', 'mustard', 'spices']","['Sans huile de palme', 'Végétalien', 'Végétarien']",7 g,en quantité modérée,0.5 g,en faible quantité,3 g,en faible quantité,0.95 g,en quantité modérée,?,,160,+5%,669 kj(160 kcal),+6%,7,-22%,"0,5",-63%,21,+108%,3,+33%,5,-10%,"0,95",+8%,"0,38",+8%,-1,-166%,A,-166%,,,,,,,,,,,,['E330 - Acide citrique'],,['Moutarde'],3,,,SUMMER FRESH,,,,
45,Pain 100 % blé entier de ménage,0773213042098,,,['France'],[],[],,,,,,,,,?,,230,,962 kj(230 kcal),,"3,5",,"0,3",,43,,2,,9,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Pain 14 Grains,0773213062119,,,['France'],[],[],,,,,,,,,?,,294,,1230 kj(294 kcal),,"4,9",,"0,54",,"53,3",,"3,3",,"10,9",,"0,32",,"0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Wowbutter - 500g,0773948211011,,,['France'],[],[],,,,,,,,,?,,626,,2619 kj(626 kcal),,"48,6",,"9,6",,"26,1",,"12,7",,"21,2",,"0,73",,"0,292",,,,,,500 g,,,,,,,,,,,,,,,,,,,,,
48,Nutrifil,0774182320156,,,['France'],[],[],,,,,,,,,?,,270,,1130 kj(270 kcal),,"23,8",,"23,2",,"14,8",,"14,6",,0,,"0,92",,"0,368",,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Sève de bouleau -,0774443630949,,"['Boissons', 'Boissons sans sucre ajouté', 'Sèves de bouleau']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,3 g,en quantité modérée,0.03 g,en faible quantité,?,,12,+140%,50 kj(12 kcal),+127%,0,-100%,0,-100%,3,+173%,3,+308%,0,-100%,"0,03",+161%,"0,012",+161%,4,+233%,C,+233%,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,
50,Gressins 7 céréales,0774443906464,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",['France'],[],[],28.3 g,en quantité élevée,6.6 g,en quantité élevée,4.6 g,en faible quantité,1.8 g,en quantité élevée,?,,501,+19%,2096 kj(501 kcal),+19%,"28,3",+162%,"6,6",+192%,"43,3",-35%,"4,6",+84%,"12,9",+13%,"1,8",-5%,"0,72",-5%,20,+56%,E,+56%,,,B,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,,,,,,,,
51,Express quinoa graine complete,0774445458503,,,['France'],[],[],,,,,,,,,?,,165,,690 kj(165 kcal),,4,,"0,5",,"25,1",,"0,9",,"5,3",,"0,2",,"0,08",,,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,
52,Miel de nigelle - Assil,0774453551319,,,['France'],"['Miel naturel• ', '97%', ""nigelle' "", '3%', ' De la production agricole biologique', ' Conserver dans un endroit frais et sec', ' Le miel peut cristalliser naturellement', ' Pour liquéfier', ""mettre le pot dans un bam-marie d'une température maximale de 280C"", ' Ne convient pas aux végétariens', ' Libre de noix', ' Sans gluten', ' Libre de matériel génétiquement modifié']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,315,,1318 kj(315 kcal),,"0,69",,"0,05",,"76,99",,"75,73",,"1,02",,"0,04",,"0,016",,,,,,,"['Bio', 'Sans gluten', 'Non végétarien']",,,,,,,,,['Assil'],,,,,,,,,,,
53,Cassoiulet confit de canard,0774458712005,,,['France'],[],[],,,,,,,,,?,,424,,1774 kj(424 kcal),,18,,"6,3",,18,,"5,2",,38,,"14,25",,"5,7",,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Ondulée croustilles - Family's Best,0775284400500,,,['France'],"['POMMES DE TERRE', 'HUILE VÉGÉTALE', 'SEL', ' SANS GLUTEN']","[""Pourrait contenir de l'huile de palme"", 'Végétalien', 'Végétarien']",,,,,,,,,?,,540,,2259 kj(540 kcal),,8,,4,,56,,0,,4,,5,,2,,,,,,,['Sans gluten'],,,,,,,,,"[""Family's Best""]",,,,,,,,,,,
55,Assorted Almond Nougat Soft - Golden sun,0775886000771,,,['France'],"['amandes', 'miel', 'sirop de maïs', 'sucre', 'canneberges séchées ', ' Anneberges', 'sucre', 'huile de tournesol', 'bleuets séchées ', 'myrtilles', 'sucre', 'huile de tournesol', ""écorce d'orange "", ""écorces d'orange"", 'sucre', 'acide critrique', ""blancs d'oeufs liquides"", 'thé vert matcha', ""arôme d'érable naturel"", 'fécule de mais', 'arôme naturel de canneberges', 'saveur naturelle de bleuet', ""arôme naturel d'orange"", ""sirop d'érable pur""]",['Non végétalien'],,,,,,,,,?,,390,,1632 kj(390 kcal),,15,,"1,2",,60,,36,,12,,"1,5",,"0,6",,,,,,,,,,,,,,,,['Golden sun'],,,['Fruits à coque'],4,,,,['Lidl'],,,
56,Moosehead Breweries,0776029700015,"['Bouteille', 'Verre']","['Boissons', 'Boissons alcoolisées', 'Bières']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Déconseillé aux femmes enceintes'],C,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['Moosehead Breweries'],,,,,,,,,,,
57,Deemah Vanilla Cream Biscuit - Demah,0776992910169,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",['France'],[],[],5.83 g,en quantité modérée,1 g,en faible quantité,1 g,en faible quantité,0.7 g,en quantité modérée,?,,125,-74%,523 kj(125 kcal),-74%,"5,83",-72%,1,-90%,"7,5",-88%,1,-97%,"1,67",-74%,"0,7",+19%,"0,28",+19%,3,-85%,C,-85%,,"['Kascher', 'en:Orthodox Union Kosher']",C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['Demah'],,,"['Gluten', 'Lait', 'Soja']",,,,,,,,
58,Fig bars,0776992932048,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Waterbridge Wine Gums,0777034011103,,,['France'],[],[],,,,,,,,,?,,130,,544 kj(130 kcal),,0,,0,,33,,21,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Filets d'anchois marinés à l'ail - Apéritif - 200g,0777087400008,"['Barquette', 'Plastique']","['Produits de la mer', 'Poissons', 'Anchois', 'Filets de poissons', ""Filets d'anchois"", ""Filets d'anchois marinés"", ""Filets d'anchois marinés à l'ail et au persil"", ""Filets d'anchois marinés à l'huile végétale""]",['France'],"[""Filets d'anchois marinés 60% "", 'anchois ', 'Engraulis encrasicolus', ""vinaigre d'alcool"", 'sel', 'acidifiant : acide citrique', 'huile de tournesol 36%', 'sauce ail et persil 4% ', 'ail 2', '2%', 'huile de tournesol', 'persil', 'acidifiant : acide citrique']","['Non végétalien', 'Non végétarien']",8.5 g,en quantité modérée,1.7 g,en quantité modérée,0.5 g,en faible quantité,2.1 g,en quantité élevée,665,,?,,665 kj(159 kcal),-23%,"8,5",-38%,"1,7",-34%,"0,8",-45%,"< 0,5",+6%,"19,9",+9%,"2,1",-4%,"0,84",-4%,11,-11%,D,-11%,200 g,['Point Vert'],B,57.5%,14.4%,6.7%,17.0%,3.4%,0.9%,81,['Apéritif'],['E330 - Acide citrique'],,['Poisson'],3,,['Maroc'],,,Filets d'anchois marinés à l'ail,,
61,Sirop d’érable,0777643230032,,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable""]",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,50 g,en quantité élevée,,,?,,210,-23%,879 kj(210 kcal),-23%,0,-100%,0,-100%,53,-23%,50,-18%,0,-100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Beurre d'Erable,0777643230148,,,['France'],[],[],,,,,,,,,?,,330,,1381 kj(330 kcal),,0,,0,,78,,72,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Sauce spaghetti  délices d'autrefois - 900ml,0778657124447,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,900 ml,,,,,,,,,,,,,,,,,,,,,
64,Mélasse - Délices D'autrefois,0778657968478,,,['France'],[],[],,,,,,,,,?,,350,,1464 kj(350 kcal),,0,,0,,80,,80,,"0,3",,,,,,,,,,,,,,,,,,,,"[""Délices D'autrefois""]",,,,,,,,,,,
65,Maizena ® Fleur de Maïs ® - Format familial,0778778723932,"['boîte', 'Carton']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de maïs']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,A,70.6%,1.8%,11.3%,11.7%,4.5%,0.0%,93,['Maïzena'],,,,,,,,,Farine de maïs,,
66,Yesstonic Mangue - 33cl,0778880134046,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,33 cl,,,,,,,,,,['Yesstonic'],,,,,,,,,,,
67,Niru Plain Papadam -,0779140002044,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains plats', 'Pains spéciaux', 'Pappadums']",['France'],[],[],0.3 g,en faible quantité,0.1 g,en faible quantité,6.4 g,en quantité modérée,2.4 g,en quantité élevée,?,,316,-10%,1322 kj(316 kcal),-11%,"0,3",-96%,"0,1",-89%,"57,4",+25%,"6,4",+367%,"20,7",+15%,"2,4",-22%,"0,96",-22%,14,+22%,D,+22%,,,,,,,,,,,,,,,,,,,,,,
68,Niru Lime Pickle 400G - 400g,0779140002228,,,['France'],[],[],,,,,,,,,?,,107,,448 kj(107 kcal),,"6,5",,1,,7,,"1,2",,6,,5,,2,,,,,,400 g,,,,,,,,,,['Niru'],,,,,,,,,,,
69,Nelli Amla,0779140005649,,,['France'],[],[],,,,,,,,,?,,152,,636 kj(152 kcal),,0,,0,,40,,40,,0,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Coconut Merchant Coconut Butter Rich and Creamy,0779140006479,,,['France'],[],[],,,,,,,,,?,,701,,2933 kj(701 kcal),,65,,58,,24,,5,,4,,"0,075",,"0,03",,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Huile de coco - Coconut Merchant - 300ml,0779140006516,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco']",['France'],['Typical Hutritional Values / Typische Nâhrwerte /'],"['Végétalien', 'Végétarien']",93 g,en quantité élevée,83 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,822,-4%,3439 kj(822 kcal),-4%,93,-4%,83,-2%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,20,+3%,E,+3%,300 ml,"['Bio', 'Végétarien', 'Végétalien', 'Sans conservateurs']",,,,,,,,,['Coconut Merchant'],,,,,,,,,,,
72,Bulk Deal 6 X Aqua Coco Active - Aquarius,0779140007292,,,['France'],[],[],,,,,,,,,?,,21,,88 kj(21 kcal),,0,,0,,"5,3",,"4,4",,0,,"0,1",,"0,04",,,,,,,,,,,,,,,,['Aquarius'],,,,,,,,,,,
73,"Daily Squeeze Mango, Carrot and Orange -",0779172123816,,,['France'],"['water', 'orange juice concentrate', 'mango puree', 'sweet potato concentrate', 'carrot juice concentrate', 'coconut water', 'concentrate', 'lemon juice', 'citric acid,\rvitamin C', 'ascorbic acid', 'natural flavour']",[],,,,,,,,,?,,32,,134 kj(32 kcal),,0,,0,,8,,"6,4",,"0,4",,0,,0,,,,,,,,,,,,,,,,,['E330 - Acide citrique'],,['Coconut water'],,,,,,,,
74,2004 Vidal Icewine - Reif Estate winery - 200ml,0779320000839,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,200ml,,,,,,,,,,['Reif Estate winery'],,,,,,,,,,,
75,Sirop d'érable,0779333100007,['Bouteille'],"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable""]",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,90 g,en quantité élevée,0.01 g,en faible quantité,?,,360,+32%,1506 kj(360 kcal),+32%,0,-100%,0,-100%,90,+32%,90,+48%,0,-100%,"0,01",-94%,"0,004",-94%,14,+6%,D,+6%,,,,,,,,,,,,,,,,,,,,,,
76,Sirop d'erable pur,0779333101004,,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable""]",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,346,+27%,1448 kj(346 kcal),+27%,0,-100%,0,-100%,43,-37%,0,-100%,0,-100%,0,-100%,0,-100%,4,-70%,C,-70%,,,,,,,,,,,,,,,,,,,,,,
77,Crackers Betterave et carotte,0779991404042,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,472,,1975 kj(472 kcal),,21,,"2,3",,53,,"7,4",,14,,"1,2",,"0,48",,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'Fabriqué en France', 'Sans sucre ajouté', 'Sans additifs', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,
