,name,bar_code,eco_score,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,additives,nova_score,generic_name,packaging,link,manufacturing,ingredients_origins,markets,allergens,traceability_code,brand_owner,origin_detail,producer_info,palm_ingredients
1801,Velouté de potiron - Gustadea - 73cl,3580282265030,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes', 'Veloutés de potiron']",,['France'],[],[],0.9 g,en faible quantité,0.5 g,en faible quantité,2.5 g,en faible quantité,0.4 g,en quantité modérée,142,-5%,?,,142 kj(34 kcal),-5%,"0,9",-38%,"0,5",-42%,"5,7",+25%,"2,5",+18%,"0,7",+1%,"0,4",-37%,"0,16",-37%,1,-47%,B,-47%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,73 cl,['Gustadea'],,,,,,,,,,,,,,
1802,Velouté patate douce - Gustadea,3580282265061,,,,['France'],"['eau', 'patate douce 30%', 'carotte', 'oignon', ""huile d'olive vierge extra"", 'sel', 'épaississants : gomme de guar et gomme xanthane', 'curcuma', 'gingembre 0,5 %', 'poivre']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,42,,176 kj(42 kcal),,"1,6",,"0,3",,"6,9",,"2,7",,"0,4",,"0,64",,"0,256",,,,,,,,,,,,,,['Gustadea'],"['E412 - Gomme de guar', 'E415 - Gomme xanthane']",4,,,,,,,,,,,,
1803,Mais En Grains Doux - 285g,3580282280033,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Graines', 'Aliments à base de plantes en conserve', 'Céréales et dérivés', 'Légumes et dérivés', 'Légumes en conserve', 'Céréales en grains', 'Maïs', 'Céréales en conserve', 'Maïs doux', 'Maïs en conserve', 'Maïs doux en conserve']",,['France'],[],[],1.2 g,en faible quantité,0.3 g,en faible quantité,7 g,en quantité modérée,0.5 g,en quantité modérée,?,,69,-26%,289 kj(69 kcal),-26%,"1,2",-26%,"0,3",+5%,"10,5",-30%,7,+56%,"2,5",-11%,"0,5",+19%,"0,2",+19%,-3,,A,,46.7%,26.8%,12.8%,6.4%,3.5%,3.8%,81,285 g,,,,,['Conserve'],,,,,,,,,,
1804,Salade mechouia douce - Fantasia - 350g,3580282290155,,"['Plats préparés', 'Salades mechouia']",,['France'],"['Piments doux', 'tomates', 'huile de tournesol', ""huile d'olive"", 'ail', 'coriandre', 'carvi', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",21.5 g,en quantité élevée,2 g,en quantité modérée,0 g,en faible quantité,1.64 g,en quantité élevée,?,,240,+49%,1004 kj(240 kcal),+50%,"21,5",+201%,2,-12%,"10,2",-24%,0,-100%,"1,3",-81%,"1,64",+74%,"0,656",+74%,10,+154%,C,+154%,,,,,,,,350 g,['Fantasia'],,3,,"['Bocal', 'Verre']",,['Tunisie'],,['Carrefour'],,,,,,
1805,Chakchouka légèrement piquante - Fantasia - 350g,3580282290179,,"['Plats préparés', 'Légumes préparés', 'Chakchoukas']",,['France'],"['Tomate 36 %', 'piment doux 21,5 %', 'oignon 21,5 %', 'huile de tournesol', ""huile d'olive"", 'piment rouge séché 1,3 %', 'sel', 'ail 0,8 %', 'coriandre', 'carvi']","['Sans huile de palme', 'Végétalien', 'Végétarien']",15.6 g,en quantité modérée,1.7 g,en quantité modérée,1.4 g,en faible quantité,1.58 g,en quantité élevée,695,+105%,168,+87%,695 kj(168 kcal),+87%,"15,6",+241%,"1,7",+137%,"5,6",-19%,"1,4",-56%,"1,3",-37%,"1,58",+117%,"0,632",+117%,5,+1172%,C,+1172%,,,,,,,,350 g,['Fantasia'],,3,Préparation à base de tomate et de piment,"['Bocal', 'Verre']",,['Tunisie'],,['Carrefour'],,,,,,
1806,Pêches - Agidra,3580282297055,,,,['France'],[],[],,,,,,,,,?,,72,,301 kj(72 kcal),,0,,0,,18,,12,,0,,"0,01",,"0,004",,,,,,,,,,,,,,['Agidra'],,,,,,,,,,,,,,
1807,Sardines a lhuile d’olives,3580282360841,,,,['France'],"[""IT - Sardine all'olio extravergine di Oliva Ingredienti: sardine "", 'Sardina pilchardus walbaum', 'olio extravergine di Oliva 29%', 'sale', ' Da consumarsi preferibilmente entro il / numero di lotto: vedi sul lato delta scatoletta', ' Conservare al riparo da calore e umidità', "" Dopo l'apertura"", ""conservare in frigorifero nell'olio"", 'in un altro contenitore ermetico', 'e consumare entro 48 ore', "" Farsgocciolare prima dell'utilizzo"", ' Va!eurs énergétiques et']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,222,,929 kj(222 kcal),,13,,"3,3",,"0,5",,"0,5",,26,,"0,85",,"0,34",,,,,,,,,,,,,,['Sardines'],,,,,,,,,,,,,,
1808,Champignon noir séché entier - Zi Ran de Feng Wei - 80g,3580282805069,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Champignons et produits dérivés', 'Aliments à base de plantes frais', 'Champignons']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,80g,['Zi Ran de Feng Wei'],,,,,,,,,,,,,,
1809,Sauce à fajitas - Camarillo - 430gr,3580282930136,,,,['France'],[],[],,,,,,,,,?,,43,,180 kj(43 kcal),,"0,2",,"0,1",,"8,5",,"4,5",,1,,"2,5",,1,,,,,,,,,,,,,430gr,['Camarillo'],,,,,,,,,,,,,,
1810,4 bouchées à garnir - Agidra,3580283015023,,,,['France'],"['farine de BLE', 'gluten de BLE', 'huiles et graisses végétales raffinées ', '[palme', 'colza]', 'émulsifiants: lécithine de SOJA - E471 ', 'acidifiant: E330', 'arômes', 'colorant: E160a', 'eau', 'OEUF', 'sel', ' Peut contenir des traces de fruits à coque ', 'noisette', 'et de Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",,,,,,,,,?,,522,,2184 kj(522 kcal),,34,,15,,45,,"2,3",,"7,9",,"1,5",,"0,6",,,,,,,,,,,,,,['Agidra'],"['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E160a - Carotènes mélangés']",4,,,,,,,"['Œufs', 'Gluten', 'Soja']","['FR 87.017.003 CE', 'Blanzac (Haute-Vienne, France)']",,,,['Huile de palme']
1811,Raz el hanout - Bedros,3580283040254,,"['Epicerie', 'Condiments', ""Mélanges d'herbes et d'épices"", 'Ras el hanout']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Bedros'],,,,,,,,,,,,,,
1812,Piment fort de cayenne - Bedros,3580283040308,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Poivres', 'Piments', 'Capsicum frutescens', 'Piments de Cayenne']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,41.9%,0.0%,34.8%,11.8%,11.5%,0.0%,94,,['Bedros'],,,,,,,,,,,,,,
1813,Thym - Bedros - 18g,3580283040407,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Produits déshydratés', 'Herbes aromatiques', 'Aliments à base de plantes séchées', 'Plantes aromatiques sèches moulues', 'Thym', 'Thym sec moulu']",['Point Vert'],['France'],['Thym 100%'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,63.0%,0.0%,17.1%,8.8%,8.2%,2.9%,94,18 g,['Bedros'],,1,Thym,"['Bocal', 'Verre']",,,,['Grand frais'],,,,,,
1814,Quatre épices moulues - Bédros - 45g,3580283040421,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', ""Mélanges d'épices""]",,['France'],"['Cannelle', 'gingembre', 'muscade', 'giroﬂe']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,57.6%,0.0%,22.5%,15.7%,4.2%,0.0%,86,45 g,['Bédros'],,1,Mélange d'épices en poudre.,"['Bocal', 'Plastique']",,,,,,,,,,
1815,Cumin en graines - Bedros,3580283040469,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,['Bedros'],,,,,,,,,,,,,,
1816,Cerfeuil - Bédros - 10g,3580283040483,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques', 'Cerfeuil', 'Feuilles de cerfeuil']",,['France'],['Cerfeuil'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,63.0%,0.0%,17.1%,8.8%,8.2%,2.9%,94,10 g,['Bédros'],,1,Feuilles de cerfeuil coupées et séchées,"['Flacon', 'Verre']",,,,,,,,,,
1817,Moulin 5 Baies - Bedros - 40g,3580283048328,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', ""Mélanges d'épices"", 'Assaisonnements']",['Point Vert'],['France'],"['Poivre noir', 'poivre blanc', 'poivre vert', 'baies roses', 'coriandre', 'piment de Jamaïque']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,57.6%,0.0%,22.5%,15.7%,4.2%,0.0%,86,40 g,['Bedros'],,1,Moulin 5 Baies,['Plastique'],,,,,,,,,,
1818,Feuilletés apéritifs - Agidra,3580283213023,,['Feuilletés apéritifs'],,['France'],"[' Farine de blé', 'beurre ', '30%', 'emmental ', '9,6%', 'amidon modifé de maïs', 'sel', 'amidon de pomme de terre', 'arôme naturel ', 'dont lait', 'oignon déshydraté oignon en poudre ', '0,4%', 'poivre noir', 'protéine de lait', 'dextrose', ' Peut contenir des traces de soja', ""d'oeuf"", 'de noisette', ""d'amande et de sésame"", ' Distribué par : Agidra - BPI 56 69801 St-Priest Cedex 60 ge Poids net :']",['Non végétalien'],29 g,en quantité élevée,19 g,en quantité élevée,3.6 g,en faible quantité,2.9 g,en quantité élevée,?,,518,+54%,2167 kj(518 kcal),+55%,29,+39%,19,+88%,53,+78%,"3,6",+36%,11,+61%,"2,9",+101%,"1,16",+101%,26,+55%,E,+55%,,,,,,,,,['Agidra'],,4,,,,,,,"['Gluten', 'Lait']",,,,,
1819,Jus de pomme cassis - agidra - 1L,3580283510306,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme cassis']",,['France'],"['Jus de pomme ', '93%', 'Jus de cassis ', '7%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,9.7 g,en quantité élevée,0 g,en faible quantité,?,,45,-4%,188 kj(45 kcal),-4%,0,-100%,0,-100%,11,0%,"9,7",+3%,"0,5",+143%,0,-100%,0,-100%,4,+123%,C,+123%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,1L,['Agidra'],,1,jus de fruits,['Verre'],,['France'],['France'],['Grand Frais'],,"['EMB 42271B', 'Saint-Paul-en-Jarez (Loire, France)']",,,,
1820,Boisson à l'amande - Vegetalia,3580283511983,D,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de fruits à coque', ""Laits d'amande""]","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],"['Eau', 'amande* 8% ', 'sucre de canne* ', ""arôme naturel/ épaississant : farine de graine de caroube* *issus de l'agriculture biologique""]","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4.7 g,en quantité modérée,0.4 g,en faible quantité,4.2 g,en quantité modérée,0.03 g,en faible quantité,?,,71,+87%,297 kj(71 kcal),+87%,"4,7",+121%,"0,4",+61%,5,+34%,"4,2",+52%,2,+132%,"0,03",-66%,"0,012",-66%,-1,-780%,A,-780%,82.5%,2.9%,5.0%,5.8%,2.9%,0.8%,27,,"['Vegetalia', 'Vegetal']",['E410 - Gomme de caroube'],4,,,,,,,['Fruits à coque'],,,,,
1821,Pur jus de raisin de France -  - 1L,3580283517398,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de raisin', 'Jus de fruits pur jus']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,1 L,,,,,,,,,,,,,,,
1822,Beaujolais Villages Nouveau 2015 - Domaine de Vallières - 75cl,3580284030605,B,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Beaujolais', 'Beaujolais nouveau']",['Déconseillé aux femmes enceintes'],['France'],"['vin ', 'sulfites']",['Sans huile de palme'],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,75 cl,['Domaine de Vallières'],,3,vin rouge,"['Bouteille', 'Verre']",,,['France'],,['Anhydride sulfureux et sulfites'],,,,,
1823,Cèpes seches - Gustadéa,3580284215026,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Produits déshydratés', 'Champignons et produits dérivés', 'Aliments à base de plantes séchées', 'Champignons séchés', 'Cèpes déshydratés']",,['France'],[],[],6 g,en quantité modérée,1 g,en faible quantité,11 g,en quantité modérée,0.2 g,en faible quantité,?,,442,+51%,1849 kj(442 kcal),+50%,6,+88%,1,+186%,51,+95%,11,+17%,30,+0%,"0,2",+263%,"0,08",+263%,-3,,A,,,,,,,,,,['Gustadéa'],,,,"['Bocal', 'Verre']",,,,,,,,,,
1824,Assortiment chocolat,3580400000000,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Assortiments de chocolats']",,['France'],[],[],39.3 g,en quantité élevée,24.9 g,en quantité élevée,41.3 g,en quantité élevée,0.2 g,en faible quantité,?,,569,+3%,2381 kj(569 kcal),+3%,"39,3",+8%,"24,9",+18%,"44,1",-4%,"41,3",-0%,"6,8",-5%,"0,2",+48%,"0,08",+48%,26,+7%,E,+7%,,,,,,,,,,,,,,,,,,,,,,,
1825,5 Moricettes - Poulaillon - 325g,3581082107001,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux', 'Pains Bretzels']","['Point Vert', 'Blé français']",['France'],"['farine de BLE', 'eau', 'huile de colza', 'levure', 'sel', ""correcteur d'acidité : hydroxyde de sodium"", 'GLUTEN de BLE', 'farine de BLE malté', 'sucre', 'conservateur propionate de calcium', 'agents de fermentation désactivés', ' Peut contenir des traces de : lait', 'œuf', 'soja', 'fruits à coque', 'sésame']",[],6.5 g,en quantité modérée,0.52 g,en faible quantité,4.7 g,en faible quantité,1.1 g,en quantité modérée,?,,289,-9%,1209 kj(289 kcal),-10%,"6,5",-5%,"0,52",-46%,"47,5",-11%,"4,7",+25%,"8,5",-2%,"1,1",-39%,"0,44",-39%,3,-66%,C,-66%,,,,,,,,325 g,['Poulaillon'],"['E524 - Hydroxyde de sodium', 'E282 - Propionate de calcium']",4,,"['film plastique', 'Plastique']",,['France'],['France'],['Poulaillon'],['Gluten'],,,,,
1826,Moricettes *5 - Poulaillon - 325g,3581082113408,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux', 'Pains Bretzels', 'Moricettes']",['Décongelé'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,325 g,['Poulaillon'],,,Moricette,"['Plastique', 'décongelé']",,,,,,,,,,
1827,10 Mini Moricettes - Poulaillon - 250g,3581082202003,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux', 'Pains Bretzels']",['Blé français'],['France'],"['Farine de BLE', 'eau', 'huile de colza', 'levure', 'sel', ""correcteur d'acidité hydroxyde de sodium"", 'GLUTEN de BLE', 'farine de BLE', 'malté', 'sucre', 'conservateur propionate de calcium', 'agents de fermentation désactivés', ' Décor : graines de pavot', 'graines de SESAME', 'graines de lin brun', 'graines de tournesol', 'flocons de SEIGLE', "" Peut contenir des traces d'œuf"", 'Sait', 'soja', 'fruits à coque']",[],7.7 g,en quantité modérée,0.62 g,en faible quantité,4.4 g,en faible quantité,1.1 g,en quantité modérée,?,,304,-4%,1272 kj(304 kcal),-5%,"7,7",+12%,"0,62",-36%,"49,2",-8%,"4,4",+17%,"8,4",-3%,"1,1",-39%,"0,44",-39%,2,-78%,B,-78%,,,,,,,,250 g,['Poulaillon'],"['E524 - Hydroxyde de sodium', 'E282 - Propionate de calcium']",4,,,,['France'],['France'],,"['Gluten', 'Graines de sésame']",,,,,
1828,Mini Moricettes aux Graines de Pavot -,3581082202102,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux', 'Pains Bretzels']",,['France'],[],[],7.7 g,en quantité modérée,0.62 g,en faible quantité,4.4 g,en faible quantité,1.1 g,en quantité modérée,?,,304,-4%,1272 kj(304 kcal),-5%,"7,7",+12%,"0,62",-36%,"49,2",-8%,"4,4",+17%,"8,4",-3%,"1,1",-39%,"0,44",-39%,2,-78%,B,-78%,,,,,,,,,,,,Mini Moricettes aux Graines de Pavot,"['Sachet', 'Plastique']",,,,,"['Gluten', 'Graines de sésame']",,,,,
1829,7 Moricettes - Poulaillon,3581082211500,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux', 'Pains Bretzels']",['Blé français'],['France'],[],[],4.2 g,en quantité modérée,0.34 g,en faible quantité,3.1 g,en faible quantité,0.7 g,en quantité modérée,?,,187,-41%,782 kj(187 kcal),-42%,"4,2",-39%,"0,34",-65%,"30,9",-42%,"3,1",-17%,"5,5",-36%,"0,7",-61%,"0,28",-61%,2,-78%,B,-78%,,,,,,,,,['Poulaillon'],,,,,,['France'],['France'],,,,,,,
1830,Mauricette double thon - Ateliers gourmands,3581082503308,,,,['France'],"['Pain spécial 65% ', 'farine de BLES eau', 'huile de colza', 'levure', 'sel', ""correcteur d'acidité hydroxvde de sodium"", ' GLUTEN de BLE', 'farine de BLE malté', 'sucre', 'conservateur propionate de calcium', 'agents de fermentation désactivés', 'farine de germes de BLE stabilisé', ' - sauce au THON 32% [sauce ', ' huile de colza eau', 'amidon de maïs', ""jaune d'OEUF"", ' MOUTARDE ', 'eau', 'graines de moutarde', 'vinaigre d’ascool', 'sel', 'épices', 'vinaigre de vin', 'vinaigre d’alcool', 'sel', ' stabilisant : farine de graines de caroubes épaississants : gomme de guar et de xanthane', ""extraits d'épices "", ' THON 12% ', 'THON 11,5%', 'huile de tournesol', 'sel', 'OEUFS ', 'OEUFS', 'eau', ""vinaigre d'alcool"", 'sel', ' eau', 'acidifiant : acide citrique', 'conservateur : sorbate de potassium', ' salade verte', ' Peut contenir des traces de graines de sesame fruits à coques', 'soja', 'crustacés', 'celeri', 'sulfites']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,291,,1218 kj(291 kcal),,"13,6",,"1,1",,"32,5",,"2,9",,"8,8",,1,,"0,4",,,,,,,,,,,,,,['Ateliers gourmands'],"['E282 - Propionate de calcium', 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,,,,,,,"['Œufs', 'Poisson', 'Gluten', 'Moutarde']",,,,,
1831,Mauricette jambon cru fumé,3581082505500,,,,['France'],[],[],,,,,,,,,?,,319,,1335 kj(319 kcal),,"14,7",,"4,1",,"33,3",,"3,1",,"12,1",,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,Sandwich jambon,3581084101403,,,,['France'],[],[],,,,,,,,,?,,269,,1125 kj(269 kcal),,"9,5",,"4,7",,"32,6",,"2,3",,"12,8",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,Méditerranéen - Le Sandwich Du Boulanger,3581084104107,,,,['France'],"[""Pagn EO'S de BLEV eau"", ' olives E579', 't otwc% veltes ', 'o!wcs', ' rau', ' : E 330', ' hu:le tt?olgve levure', 'de BLE EOI', ' GLUTEN de : ?a', 'tcïnetit de E300', ' vache : E Si û', 'ohves ', 'ohves', ' Cau', 'sel', 'acidittatlts : E 330', ' tomates ', 'tomates gnj-sechees 6b%', 'Loncentre dc tomates', 'hutte de set', 'sucre', 'ougan', 'persil', ' ? tomates jnaanèes ', ' Tomates', ' hutte de tournesol', 'sel', ' ail', 'origan', ' Peut contenir des traces de sésame', 'sojat moutarde', 'fruits a coque', ' poisson,']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,524,,2192 kj(524 kcal),,"24,2",,"6,8",,"59,8",,"7,8",,"16,6",,3,,"1,2",,,,,,,,,,,,,,['Le Sandwich Du Boulanger'],['E330 - Acide citrique'],4,,,,,,,['Gluten'],,,,,
1834,Poulet mexico - Les Ateliers Gourmands,3581084114502,,,['Label Rouge'],['France'],"['SANDWICH Ingrédient6 ', ' 04/\'/"" l\'', 'i ti huile ', 'je colza', 'semoule OLUTEh/ de OLE', 'désactivé""', ""farine préparation base de 'Mb/o "", 'viande de poulet 11/1', ' de colza eaut arnid0fi cie ', 'POEUF', 'MOUTAPOE MOUTARDE', 'vinaigre venajgre ', 'je vin', 'vinaigre ', ""j'ajcool"", 'stabilisant : fargrje de de épaississants : farine de gojorrje de et de xanthane', 'extraites d\'épice""', 'rouges ', 'poivrons', 'eau', 'acidifiant cornichons cornichons', 'eau', 'vsnajgre ré aration aornatgque ', 'dextrose oignon', 'tornatev cumin', 'paprika', 'colorants : E160c-E160c-E16?', 'ait ,curcuma', 'pirnent fort', 'eau', 'conservateur sorbate de potassium', 'benzoate de sodium', 'acidifiant : acide citrique', ' - tomate - salade verte 2,4%', ' Peut contenir des trace""', 'de lait', 'sésame', 'poissons', 'fruits a coque', 'crustacés', 'sulfites', 'céleri', 'soja', "" onditionné sous atmosphère protectrice CONSOMMER JtJSOU'AtJ : Voir dessus,""]","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,465,,1946 kj(465 kcal),,"15,7",,"1,4",,"63,5",,"6,7",,"16,2",,"2,4",,"0,96",,,,,,,,,,,,,,"['Les Ateliers Gourmands', 'Les Ateliers Gourmands9']","['E160c - Extrait de paprika', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",4,,,,,,,['Moutarde'],,,,,
1835,Decouverte grande moricette roti de boeuf - 185g,3581084116902,,,,['France'],[],[],,,,,,,,,?,,251,,1050 kj(251 kcal),,"8,3",,"2,2",,31,,"3,4",,12,,"0,95",,"0,38",,,,,,,,,,,,,185 g,,,,,,,,,,,,,,,
1836,Pains speciaux precuits surgeles poulaillon,3581084457500,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",['Fabriqué en France'],['France'],[],[],3.1 g,en quantité modérée,0.4 g,en faible quantité,2.8 g,en faible quantité,1.22 g,en quantité modérée,?,,276,-16%,1155 kj(276 kcal),-16%,"3,1",-50%,"0,4",-66%,"52,2",-5%,"2,8",-29%,"8,7",-9%,"1,22",-5%,"0,488",-5%,3,-41%,C,-41%,,,,,,,,,['Poulaillon'],,,,,,,,,,,,,,
1837,Petit pain chocolat - Poulaillon,3581085100207,,,,['France'],[],[],,,,,,,,,?,,324,,1356 kj(324 kcal),,"19,1",,"9,7",,"31,4",,"9,9",,"5,4",,"0,8",,"0,32",,,,,,,,,,,,,,['Poulaillon'],,,,,,,,,,,,,,
1838,Beignet fourré framboise -,3581085102003,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Donuts', 'Beignet fourré aux fruits', 'Beignets sucrés', 'Beignets fourrés à la framboise']",,['France'],[],[],8.8 g,en quantité modérée,4.6 g,en quantité modérée,7.2 g,en quantité modérée,0.7 g,en quantité modérée,?,,209,-30%,874 kj(209 kcal),-30%,"8,8",-14%,"4,6",+143%,"26,2",-40%,"7,2",-49%,"4,9",-19%,"0,7",-1%,"0,28",-1%,7,-13%,C,-13%,,,,,,,,,,,,Beignets fourrés à la purée de framboise,,,,,,,,,,,
