,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,brand,labels,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,markets,traceability_code,brand_owner,additives,allergens,nova_score,packaging,generic_name,manufacturing,ingredients_origins,link,palm_ingredients
1801,8410575600901,8410575600901,['France'],[],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'ES-ECO-020-CV', 'en:palm-oil-free']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,Dinde - La Nouvelle Agriculture,0213567033521,['France'],[],[],?,124,"4,3",1,"2,1",['La Nouvelle Agriculture'],,519 kj(124 kcal),"1,2","0,1","0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,Pate de chair,2422904016730,['France'],[],[],?,0,25,"1,7",18,,"['Viande Française', 'Viande Porcine Française']",0 kj(0 kcal),"9,6","0,7","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,Oeufs au lait,3483130801353,['France'],[],[],?,124,"5,3",14,5,,,519 kj(124 kcal),"2,4",11,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,"Trois Fruits Rouges, griotte, fraise, framboise - Maison Francis Miot",3396748500757,['France'],[],[],?,189,"0,4",45,"0,7",['Maison Francis Miot'],,791 kj(189 kcal),"0,1",44,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,Pintxo de huevo frito con patatas y bacon sin gluten - La Cocina de Senen,8414606782635,['France'],[],[],?,415,37,13,10,['La Cocina de Senen'],,1736 kj(415 kcal),"12,2","0,2","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,Naturgreen Semillas De Chía Ecológicas,8436542192033,['France'],[],[],?,467,"36,1","0,7","18,5",,['Bio'],1954 kj(467 kcal),"3,8","0,6","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,Yogourt probiotique - Kirkland,0096619244676,['France'],[],[],?,100,1,18,4,['Kirkland'],,418 kj(100 kcal),"0,5",11,"0,04","0,016",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",1 g,en faible quantité,0.5 g,en faible quantité,11 g,en quantité modérée,0.04 g,en faible quantité,,+9%,+9%,-69%,-76%,+64%,+9%,+6%,-65%,-65%,1,-67%,B,-67%,,,,,,,,,,,,,,,,,,,,
1809,Andouille au lard,2869026057201,['France'],[],[],?,254,19,"0,5",20,,,1063 kj(254 kcal),"9,7",0,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,Crema di olive nere,80652144,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,Chocolat - 120g,0404161391609,['France'],[],[],?,499,"13,1","40,6","7,1",,,2088 kj(499 kcal),"12,6","35,7","2,6","1,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 g,,,,,,,,,,,,
1812,Filet de bacon fumé,0209547015021,['France'],[],[],?,123,"3,3","0,6","22,7",,['Point Vert'],515 kj(123 kcal),"1,7","0,5","2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 57.032.001 CE', 'Ars-sur-Moselle (Moselle, France)', 'EMB 57032A', 'Ars-sur-Moselle (Moselle, France)']",,,,,,,,,,
1813,Date medjoul,2609923048748,['France'],[],[],?,322,"0,2",75,"1,8",,,1347 kj(322 kcal),0,"66,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,FAISSELLE moulée à la louche au lait de vache - 500g,3770014276032,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,,
1815,Poulet jaune fermier du Gers,0200450034314,['France'],[],[],?,?,?,?,?,,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 32.412.030 CE', 'Saramon (Gers, France)']",,,,,,,,,,
1816,Chocolat Blanc CEIBA 33% - Weiss - 100g,3595181926784,['France'],[],[],?,588,40,"51,2",0,['Weiss'],['en:gluten-free'],2460 kj(588 kcal),"25,3","51,2","0,23","0,092",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats blancs']",40 g,en quantité élevée,25.3 g,en quantité élevée,51.2 g,en quantité élevée,0.23 g,en faible quantité,,+4%,+4%,+11%,+17%,-4%,+1%,-100%,-11%,-11%,28,+5%,E,+5%,91.5%,4.7%,1.2%,2.1%,0.4%,0.0%,24,100 g,,,,,,,,,,,,
1817,Infusion curcuma liquirizia e zenzero,8021003500405,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,Reblochon de savoie,2204678003471,['France'],[],[],?,338,"28,1","0,6","20,5",,,1414 kj(338 kcal),"22,1","0,5","1,29","0,516",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons']",28.1 g,en quantité élevée,22.1 g,en quantité élevée,0.5 g,en faible quantité,1.29 g,en quantité modérée,,+4%,+5%,+5%,+18%,+63%,+121%,+2%,-4%,-4%,14,-2%,D,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,
1819,Mousse de pato al armagnac sin gluten,8433329062930,['France'],[],[],?,416,40,3,11,,,1741 kj(416 kcal),15,1,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,Miel de lavande Luberon -,3000871110003,['France'],[],[],?,?,?,?,?,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
1821,gouda vieux Apple réserve holl Master,0212431021060,['France'],[],[],?,432,36,0,2,,,1807 kj(432 kcal),24,0,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,Ogeu Pyrénées Fine Pétillante,8172070012008,['France'],[],[],?,0,0,0,0,,,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,Oeufs au lait,2038601858476,['France'],[],[],?,101,3,14,"4,5",,,423 kj(101 kcal),"1,5","13,9","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,Energy cherry limeade - Great Value,0078742010762,['France'],[],[],?,?,?,?,?,['Great Value'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,Aiguillettes de canard,0203554032804,['France'],[],[],?,?,?,?,?,,,,,,,,D,"['Viandes', 'Volailles', 'Canards', 'Aiguillettes de canard']",,,,,,,,,,,,,,,,,,,,,,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,,,,
1826,Miel de bruyère d'Espagne,3162900033261,['France'],[],[],?,?,?,?,?,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,Caramel au beurre salé - 250g,3760002250069,['France'],[],['Sans huile de palme'],?,331,"8,9",60,"2,3",,"['Fabriqué en France', 'Sans conservateurs', 'en:palm-oil-free']",1385 kj(331 kcal),"5,7",43,"0,61","0,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,,
1828,Sanguinella - Crai,8002895007661,['France'],[],[],?,39,0,9,0,['Crai'],,163 kj(39 kcal),0,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,Benevit Multi Grain,8001563005138,['France'],[],[],?,384,"1,4",84,"7,6",,"['Bio', 'Bio européen', 'en:gluten-free', 'IT-BIO-007']",1607 kj(384 kcal),"0,4",12,"0,64","0,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,"Jambon Cuit Avec Couenne 4 Tranches, - 4x 50g",3606525533756,['France'],[],[],?,137,6,"0,8",20,,,573 kj(137 kcal),"2,2","0,8","1,6","0,64",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Jambon cuit avec couenne']",6 g,en quantité modérée,2.2 g,en quantité modérée,0.8 g,en faible quantité,1.6 g,en quantité élevée,,+4%,+5%,+25%,+20%,+20%,+34%,-5%,-14%,-14%,5,-29%,C,-29%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,4 x 50 g,,"['EMB 87065', 'Feytiat (Haute-Vienne, France)', 'FR 87.065.001 CE', 'Feytiat (Haute-Vienne, France)']",,,,,,,,,,
1831,Domaine de Montbrillais Saumur,3215190011478,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,Xoco Krispies Boletes Kellogg's,5053827164382,['France'],[],[],?,386,3,82,6,"[""Kellogg's""]",,1615 kj(386 kcal),"1,5",29,"0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,Leerdammer,0202780027813,['France'],[],[],?,?,?,?,?,['Leerdammer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Farine bio T65 - 2kg,3760191845008,['France'],[],[],?,?,?,?,?,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 kg,,,,,,,,,,,,
1835,Emmental râpé,08272775,['France'],[],[],?,393,31,"1,5",27,,"['Bio', 'Fabriqué en France']",1644 kj(393 kcal),21,"0,5","0,6","0,24",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages râpés', 'Emmentals râpés']",31 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,0.6 g,en quantité modérée,,+5%,+5%,+7%,+7%,+66%,+24%,-1%,-21%,-21%,11,-8%,D,-8%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,
1836,Domaine Gérard Bertrand,3514120105226,['France'],[],[],?,?,?,?,?,['Gérard Bertrand'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,Harina de maíz fina - Aliada,8433329080248,['France'],[],[],?,347,"2,2",73,"4,7",['Aliada'],,1452 kj(347 kcal),"0,4",1,"0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,Pate de campagne pur porc - Maistres Occitans,3443705062961,['France'],[],[],?,318,27,"1,4",18,['Maistres Occitans'],,1331 kj(318 kcal),10,"0,5","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,Oeufs de mouette,3760002259819,['France'],[],[],?,481,23,62,"0,2",,,2013 kj(481 kcal),14,58,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,Sucre en poudre,3560030339657,['France'],[],[],?,400,0,100,0,,,1674 kj(400 kcal),0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,Riz de grand épeautre,3760255760582,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,Vinaigre au jus de citron et pulpe de gingembre - Le Comptoir de Mathilde,3700961305721,['France'],[],[],?,19,"0,5","4,6","0,5",['Le Comptoir de Mathilde'],,79 kj(19 kcal),"0,1","2,2","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,Soupe de tourteaux,3760012691043,['France'],[],[],?,58,"2,6","2,7","5,3",,,243 kj(58 kcal),"0,6","0,3","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,Compote Pomme-Myrtille,3701269300357,['France'],[],[],?,86,"0,16","19,8","0,4",,['Bio'],360 kj(86 kcal),"0,04","18,8","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,Macarron Tricolor 500 G Castagno,8013885040414,['France'],[],[],?,349,"1,9",70,11,['Castagno'],"['Bio', 'Bio européen', 'IT-BIO-007']",1460 kj(349 kcal),"0,5","3,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,Rillons de canard au foie,3410840010850,['France'],[],[],?,462,45,"1,8",13,,,1933 kj(462 kcal),16,"0,5","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,Salchichas de cerdo ibérico sin gluten,8423611006803,['France'],[],[],?,185,13,1,16,,,774 kj(185 kcal),"5,2",1,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,Macaroni &Cheese - Kraft,0021000774364,['France'],[],[],?,250,3,47,9,['Kraft'],,1046 kj(250 kcal),"1,5",6,"0,57","0,228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,9117180001800,9117180001800,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,Tartelettes Framboises,0216635022960,['France'],[],[],?,322,18,35,"3,6",,,1347 kj(322 kcal),10,10,"0,17","0,068",D,"['Tartes', 'Tartelettes', 'Tartelettes aux fruits', 'Biscuit sec nappé aux fruits', 'Tartelettes à la framboise']",18 g,en quantité modérée,10 g,en quantité élevée,10 g,en quantité modérée,0.17 g,en faible quantité,,-10%,-11%,+37%,+46%,-36%,-66%,-8%,-26%,-26%,15,-5%,D,-5%,83.8%,8.2%,3.7%,2.3%,2.0%,0.0%,53,,,,,,,,,,,,,
1851,Jus de Tomate,3250392702755,['France'],[],[],?,20,"0,5",4,"0,8",,['Fabriqué en France'],84 kj(20 kcal),"0,1","2,4","0,37","0,148",,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Boissons à base de végétaux', 'Aliments et boissons à base de légumes', 'Légumes et dérivés', 'Jus et nectars', 'Tomates et dérivés', 'Boissons aux légumes', 'Jus de légumes', 'Jus de tomates']",0.5 g,en faible quantité,0.1 g,en faible quantité,2.4 g,en faible quantité,0.37 g,en quantité modérée,,0%,+2%,+181%,+248%,+8%,-25%,+7%,-13%,-13%,-4,,B,,,,,,,,,,,,,,,,,,,,,
1852,Coppa sel sec,2228506027941,['France'],[],[],?,316,"22,5","1,2","27,2",,"['Viande Française', 'Viande Porcine Française']",1322 kj(316 kcal),"9,6","0,5","4,45","1,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 12.063.025 CE', 'Cavalerie (Aveyron, France)']",,,,,,,,,,
1853,Lentilles au confit de canard,3272250030008,['France'],[],[],?,128,"4,9","11,6","9,4",,,536 kj(128 kcal),"1,6","1,2","0,95","0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,Yaourt nature - Ferme Des Peupliers,3374270030317,['France'],[],[],?,64,"3,2","4,8","4,1",['Ferme Des Peupliers'],,268 kj(64 kcal),"2,1","4,8","0,01","0,004",B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature']",3.2 g,en quantité modérée,2.1 g,en quantité modérée,4.8 g,en faible quantité,0.01 g,en faible quantité,,-11%,-10%,-11%,-9%,-1%,+8%,-1%,-92%,-92%,1,+77%,B,+77%,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,,,,,,,,,,,,,
1855,Décors paillettes vertes,3700105211048,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,Confiserie de guimauve enrobées de chocolat - Chocolaterie Castelain,3514280180552,['France'],[],[],?,449,"20,6","60,4","4,6",['Chocolaterie Castelain'],,1879 kj(449 kcal),"12,3","51,3","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,Australian Manuka Honey,5060216563329,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,Chorizo Ibérico Extra,8421906516969,['France'],[],[],?,436,36,"0,9",27,,,1824 kj(436 kcal),14,"0,9","3,3","1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,Jambon cuit supérieur avec couenne sans sel nitrité,0239359027943,['France'],[],[],?,224,"17,1","0,6",16,,,937 kj(224 kcal),"5,8","0,6","1,5","0,6",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Jambon avec couenne', 'Jambon cuit avec couenne', 'Jambon supérieur avec couenne']",17.1 g,en quantité modérée,5.8 g,en quantité élevée,0.6 g,en faible quantité,1.5 g,en quantité modérée,,+70%,+71%,+256%,+215%,-10%,+1%,-24%,-20%,-20%,13,+84%,D,+84%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,,,
1860,Vino Nadir Tinto Roble Botella,8437009537015,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,Addormenta suocere,8009158287655,['France'],[],[],?,597,49,34,"9,8",,,2498 kj(597 kcal),13,26,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,Aiguillettes de poulet - Le Gaulois,2276455020865,['France'],[],[],?,154,"1,8",0,23,['Le Gaulois'],"['Nutriscore', 'Nutriscore A']",644 kj(154 kcal),"0,5",0,"0,13","0,052",D,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",1.8 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,0.13 g,en faible quantité,,+22%,+23%,-3%,+5%,-100%,-100%,+1%,-70%,-70%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,
1863,Cuisse de poulet rôti - Le Gaulois,0217637029063,['France'],[],[],?,160,10,0,19,['Le Gaulois'],['Sans conservateurs'],669 kj(160 kcal),"2,6",0,"1,4","0,56",D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",10 g,en quantité modérée,2.6 g,en quantité modérée,0 g,en faible quantité,1.4 g,en quantité modérée,,-16%,-16%,-19%,-22%,-100%,-100%,+3%,+84%,+84%,4,+13%,C,+13%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,
1864,Chocolat blanc matcha choco fruite,3760247352856,['France'],[],['Sans huile de palme'],?,563,"35,3","53,8","7,4",,"['Bio', 'Bio européen', 'en:gluten-free', 'en:palm-oil-free', 'AB Agriculture Biologique']",2356 kj(563 kcal),"22,1","50,4","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,Jambon à l'ancienne cuit sans coene,2252519023294,['France'],[],[],?,123,"3,1","0,5",23,,,515 kj(123 kcal),"1,4","0,5",2,"0,8",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",3.1 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,2 g,en quantité élevée,,-19%,-19%,-50%,-42%,+1%,+3%,+3%,+3%,+3%,5,-49%,C,-49%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,,,
1866,Sauce piquante,8414606862405,['France'],[],[],?,424,"40,7","13,3","1,13",,,1774 kj(424 kcal),"8,01","1,73","2,25","0,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,Queso fresco de cabra con sal sin gluten tarrina,8437002237202,['France'],[],[],?,306,"24,2","6,1","15,9",,['en:gluten-free'],1280 kj(306 kcal),"15,5","1,2","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,Sardines a l huile d olives - 95g,3499602210332,['France'],[],[],?,273,"19,5",0,"24,5",,,1142 kj(273 kcal),0,0,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95 g,,,,,,,,,,,,
1869,Huile d' avocat extraite à froid - 250ml,8052440076130,['France'],[],[],?,828,92,0,0,,"['Bio', 'Bio européen', 'IT-BIO-009']",3464 kj(828 kcal),13,0,0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', ""Huiles d'avocat""]",92 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-0%,-0%,-4%,-21%,,,,,,11,-7%,D,-7%,,,,,,,,250 ml,,,,,,,,,,,,
1870,Chile rojo tarrina,8423098002077,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,Fromage frais ferme de lesneum - 150g,3770001156002,['France'],[],[],?,?,?,?,?,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,150 g,,,,,,,,,,,,
1872,Gros sel.de saint armel,3770010785156,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,Faustino Vi Crianza,8410441612045,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,Tiptree Cranberry Jelly (340G) - Pack of 6,0043647240019,['France'],[],[],?,263,0,65,0,['Tiptree'],,1100 kj(263 kcal),0,63,"0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,Sabor D'oro Aceite De Oliva Virgen Extra Verde,8414606750481,['France'],[],[],?,?,?,?,?,,,,,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,,,,,,,,,,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,
1876,Confiture extra myrtille sauvage,3700318320629,['France'],[],[],?,?,?,?,?,,,,,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",,,,,,,,,,,,,,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,
1877,Miellerie des Monts d'Alban,3760253060257,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,"Pandoro, Antica Fabbrica Dolciaria",8001720016021,['France'],[],[],?,409,20,50,"7,3",,,1711 kj(409 kcal),13,27,"0,58","0,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,Vegetarian smoked sausage,6920110110700,['France'],[],"['Végétalien', 'Végétarien']",?,175,"10,5","3,8","16,4",,"['Végétarien', 'Végétalien']",732 kj(175 kcal),"1,1","1,2","0,883","0,353",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,Ricqles - Alcool De Menthe- 3 CL,3401543248343,['France'],[],[],?,?,?,?,?,['Ricqles'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,"Raw carrot, apple and cinnamon muesli",0634158734281,['France'],[],"['Végétalien', 'Végétarien']",?,440,"18,1","61,6","12,9",,"['Végétarien', 'en:gluten-free', 'Végétalien']",1841 kj(440 kcal),"5,2","14,8","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,Tonique Water,5029396000819,['France'],[],[],?,35,0,"7,7",0,,,146 kj(35 kcal),0,"7,7","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,coconut - Loacker,8000380145744,['France'],[],[],?,568,39,45,"7,2",['Loacker'],,2377 kj(568 kcal),31,32,"0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,Rooibos citron,3760175823992,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,Torta di nocciole,9800000935996,['France'],[],[],?,553,43,22,"8,9",,,2314 kj(553 kcal),16,22,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,Pain au chocolat,0202615036089,['France'],[],[],?,483,29,45,"8,8",,,2021 kj(483 kcal),20,13,"0,91","0,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,Confiture oranges,3544710001317,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,Nugeta Araidová Pom.,8594033270261,['France'],[],[],?,515,"26,7","56,6","9,9",,,2155 kj(515 kcal),"6,9","56,6","0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
