,name,bar_code,quantity,brand,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,ingredients_origins,manufacturing,nova_score,additives,allergens,markets,traceability_code,palm_ingredients,link,origin_detail,producer_info
989,Noix de pecan - Biothentic,3760092215801,,['Biothentic'],,['Bio'],['France'],"['DE PF', 'CAN* biologique', ' de I ïilCeS gluten', ""de sése•ae de lait et d'oellf""]",[],,,,,,,,,?,,720,,3012 kj(720 kcal),,72,,"6,2",,"13,9",,4,,"9,2",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
990,Muffins chocolat bio - Viadelice - 200g,3760092217058,200 g,['Viadelice'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']","['Bio', 'Bio européen', 'Sans lactose', 'AB Agriculture Biologique']",['France'],"['« huile de palme""', 'farine de riz""', 'sirop de riz"" ', 'rais', 'sucedecanne', 'pétedenoisette-10%,podredecacao""15 %', 'gélifiant:pectines,correcteurs dacidité:acide lactique et carbonates de potassium,ardme nature', ' sucre de canne blond""', 'fécule de pomme deterre""', 'sirop de glcose"" ', 'rob', 'padre de cacao"" 22%', 'lécithines ', 'tounesol', 'algue: Li Ingrédients issus de']",['Huile de palme'],23 g,en quantité élevée,4.3 g,en quantité modérée,34 g,en quantité élevée,0.84 g,en quantité modérée,?,,452,-5%,1891 kj(452 kcal),-5%,23,+11%,"4,3",-57%,57,-11%,34,+15%,"4,5",-31%,"0,84",+43%,"0,336",+43%,19,-4%,E,-4%,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,['Sachet'],,,4,"['E440 - Pectines', 'E270 - Acide lactique', 'E322 - Lécithines']",,,,['Huile de palme'],,,
991,Rillettes de poule,3760093030137,,,,,['France'],[],[],,,,,,,,,?,,319,,1335 kj(319 kcal),,35,,11,,0,,0,,18,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,
992,Pâte de datte d'Algérie - Sudaco - 1kg,3760093151948,1 kg,"['Sudaco', 'Sudaco La Prestigieuse']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Fruits', 'Pâtes de fruits', 'Dattes', 'Pâtes de dattes']","['Catégorie I', 'Point Vert']",['France'],['Dattes Deglet nour'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",0.5 g,en faible quantité,0.1 g,en faible quantité,62 g,en quantité élevée,0 g,en faible quantité,?,,299,+6%,1251 kj(299 kcal),+5%,"0,5",+9%,"0,1",+27%,68,+4%,62,+45%,"2,3",+0%,0,-100%,0,-100%,7,+94%,C,+94%,C,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,Pâte de datte,"['Carton', 'Plastique']",['Algérie'],"['Algérie', 'Tolga']",3,,,['Cora'],,,,,
993,Bloc de foie gras de canard -,3760094100341,,,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard']",,['France'],[],[],49 g,en quantité élevée,21 g,en quantité élevée,1.8 g,en faible quantité,1.3 g,en quantité modérée,?,,479,-7%,2004 kj(479 kcal),-6%,49,-7%,21,-7%,"2,3",-1%,"1,8",+33%,"6,8",-2%,"1,3",+7%,"0,52",+7%,20,-3%,E,-3%,B,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,,
994,Couronnes anis -,3760094363432,,,,['Sans conservateurs'],['France'],"['Farine', 'sucre', 'huile de tournesol', ""grains d'anis vert"", 'arôme zeste citron', 'poudre levante ', ""bicarbonate d'amonium""]",[],,,,,,,,,?,,346,,1448 kj(346 kcal),,12,,1,,58,,23,,5,,5,,2,,,,,,,,,,,,,,,,,,,,['Fruits à coque'],,,,,,
995,"Coucous poulet merguez boulette viande - Lechef - 1,2kg",3760094446579,"1,2 kg",['Lechef'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de semoule', 'Couscous préparés']",['Point Vert'],['France'],"['Semoule cuite 23 % ', 'eau', 'semoule de BLÉ dur', 'haut de cuisse de poulet 19 % ', 'Origine UE', 'eau', 'carotte 6,8 %', 'merguez 4,6% ', 'viande de bœuf', 'viande de mouton', 'eau', 'sel', 'dextrose', 'épices', ""correcteurs d'acidité E262i et E331"", 'betterave rouge', 'arômes naturels', 'antioxydants E301 et E300', 'acidifiant E2621', 'colorant E120 - boyau naturel de mouton', 'navet 4,5%', 'courgette 3,7%', 'boulette de volaille 2,9 % ', 'viande de volaille', 'oignon', ""huile d'olive vierge extra"", 'ail', 'sel', 'arôme naturel', 'épices', 'poivrons 2,4 %', 'CELERI 2%', ""huile d'olive vierge extra"", 'arômes naturels', 'pois chiche 1 %', 'sauce soja ', 'eau', 'graines de SOJA', 'farine de BLÉ', 'sel', 'concentré de tomate', 'sel', 'graisse de canard', 'amidon modifié', 'gélatine de bœuf', 'harissa', 'cumin 0,2 %', 'ail', 'colorants extrait de paprika et caramel ordinaire', 'raz el hanout 0,1 %', 'épaississants : gomme xanthane et gomme guar']","['Non végétalien', 'Non végétarien']",5.9 g,en quantité modérée,1.7 g,en quantité modérée,0.8 g,en faible quantité,1.1 g,en quantité modérée,?,,131,-14%,548 kj(131 kcal),-14%,"5,9",+37%,"1,7",+44%,10,-43%,"0,8",-62%,"8,4",+13%,"1,1",+45%,"0,44",+45%,1,+1673%,B,+1673%,,,,,,,,,,"['Frais', 'Plastique']",['Union européenne'],,4,"['E331 - Citrates de sodium', 'E301 - Ascorbate de sodium', 'E300 - Acide ascorbique', 'E120 - Acide carminique', 'E14XX - Amidons modifiés', 'E428 - Gélatine', 'E160c - Extrait de paprika', 'E150a - Caramel E150a', 'E415 - Gomme xanthane', 'E412 - Gomme de guar']","['Céleri', 'Gluten', 'Soja']",,"['FR 47.091.011 CE', 'Estillac (Lot-et-Garonne, France)']",,,,
996,Chapon sauce au foie gras de canard - Carrefour - 220g,3760094448221,220 g,['Carrefour'],"['Viandes', 'Volailles', 'Chapons']",,['France'],"['Cuisse de chapon avec os 53% ', 'Origine : UE', 'eau', 'CREME 9,2%', 'Porto', 'foie gras de canard assaisonné 3,6% ', 'foie gras de canard', 'eau', 'sel', 'alcool', 'épice', 'sucre', 'antioxydant: ascorbate de sodium', 'conservateur graines de SOJA', 'farine de BLE', 'sel', 'arômes naturels', 'BEURRE', 'échalote', 'farine de tapioca', 'sel', 'fibre de lin', ' : nitrite de sodium', 'sauce soja ', 'eau', 'Traces éventuelles de crustacés', 'poissons', 'mollusques', 'oeufs', 'céleri', 'moutarde', 'graines de sésame', ' Réchauffage au bain-marie ', 'recommandé', "" : Placez les sachets dans l'eau frémissante pendant 15 minutes en évitant l'ébullition"", ' Agitez délicatement le sachet de sauce avant de présenter sur assiette', ' Retirez le jus de cuisson du chapon avant de servir', ' Valeurs énergétiques et']","['Non végétalien', 'Non végétarien']",19 g,en quantité modérée,6.5 g,en quantité élevée,0.8 g,en faible quantité,0.82 g,en quantité modérée,?,,246,+35%,1029 kj(246 kcal),+20%,19,+36%,"6,5",+33%,"2,3",+20%,"0,8",+86%,16,-6%,"0,82",+53%,"0,328",+53%,12,+119%,D,+119%,D,82.7%,9.4%,3.1%,2.6%,1.3%,0.9%,37,,,,,4,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Céleri', 'Œufs', 'Poisson', 'Gluten', 'Lait', 'Mollusques', 'Moutarde', 'Graines de sésame', 'Soja']",['Carrefour'],,,,,
997,Endives - Perle du Nord,3760095951089,,['Perle du Nord'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Légumes-feuilles', 'Légumes frais', 'Endives', 'Endives', 'Endives fraîches']",,['France'],[],[],0.2 g,en faible quantité,0.1 g,en faible quantité,1.7 g,en faible quantité,0 g,en faible quantité,?,,17,+31%,71 kj(17 kcal),+29%,"0,2",+39%,"0,1",+227%,"2,4",+25%,"1,7",+68%,1,+2%,0,-100%,0,-100%,-5,,A,,B,68.9%,0.0%,0.0%,11.3%,16.2%,3.6%,96,,,,,,,,,,,,,
998,Tropi soda gout banana,3760096360040,,,,,['France'],[],[],,,,,,,,,?,,49,,205 kj(49 kcal),,"0,8",,0,,"11,6",,"11,6",,"0,5",,"0,001",,0,,,,,,,,,,,,,,,,,,,,,,,,,,
999,Nectar d'orange - Pampryl,3760096965047,,['Pampryl'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', ""Nectars d'orange""]","['Sans colorants', 'Sans conservateurs']",['France'],[],[],0.1 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,0.04 g,en faible quantité,?,,46,+18%,192 kj(46 kcal),+18%,"0,1",-41%,0,-100%,"10,8",+19%,"10,03",+18%,"0,4",+10%,"0,04",+254%,"0,016",+254%,14,+39%,E,+39%,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,
1000,Abbaye Des Gardes - Confiture a l Ancienne Fram. ..,3760097540083,,,,,['France'],[],[],,,,,,,,,?,,258,,1079 kj(258 kcal),,"0,1",,"0,1",,"63,9",,"62,1",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,
1001,Abbaye Des Gardes - Gelee a l Ancienne Coings 4. ..,3760097540267,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Gelées de fruits', 'Gelées de coings']",,['France'],[],[],0.2 g,en faible quantité,0.2 g,en faible quantité,66.9 g,en quantité élevée,0.02 g,en faible quantité,?,,273,+11%,1142 kj(273 kcal),+11%,"0,2",-16%,"0,2",+452%,"67,7",+12%,"66,9",+15%,"0,2",-28%,"0,02",+82%,"0,008",+82%,13,+11%,D,+11%,D,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,
1002,Palets bretons pur beurre - Biscuiterie Gueguen & Fils,3760098700141,,['Biscuiterie Gueguen & Fils'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Palets']",['Pur beurre'],['France'],[],[],30.3 g,en quantité élevée,20.1 g,en quantité élevée,27.8 g,en quantité élevée,0.875 g,en quantité modérée,?,,511,+3%,2138 kj(511 kcal),+3%,"30,3",+19%,"20,1",+23%,"55,1",-9%,"27,8",+7%,5,-15%,"0,875",-0%,"0,35",-0%,25,+4%,E,+4%,C,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,,,,,,,,,,
1003,"Biscuits Financier - Biscuiterie Gueguen & Fils - 0,200kg",3760098700233,"0,200 kg",['Biscuiterie Gueguen & Fils'],"['Biscuits et gâteaux', 'Gâteaux', 'Financiers']",,['France'],"['Sucre', 'blanc d œuf', '*beurre frais 15%', ""poudre d' amande 13%"", 'farine de blé ', 'gluten', 'sorbitol,poudre à lever', 'pyrophosphate et carbonate acide de sodium,amidon de mais']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",15.8 g,en quantité modérée,7.8 g,en quantité élevée,34.4 g,en quantité élevée,0.76 g,en quantité modérée,?,,403,-11%,1686 kj(403 kcal),-11%,"15,8",-41%,"7,8",-39%,"57,3",+33%,"34,4",+6%,9,+10%,"0,76",+129%,"0,304",+129%,22,+1%,E,+1%,D,88.7%,6.4%,2.2%,1.6%,1.1%,0.0%,35,,,,,4,"['E420 - Sorbitol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium']","['Œufs', 'Gluten']",,,,,,
1004,Pate Au Sarrasin Chanvre,3760099510688,,,,"['Bio', 'Bio européen']",['France'],[],[],,,,,,,,,?,,346,,1448 kj(346 kcal),,5,,"1,4",,61,,3,,19,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,Saucisse de Morteau IGP 300g - Bonval,3760099536473,,['Bonval'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Morteau']","['Bio', 'Bio européen', 'FR-BIO-10', 'IGP']",['France'],"['Viande de porc ', 'origine France', '* 97', '7%', 'boyau naturel de porc', 'sel', 'sucre de canne*', 'poivre noir*', 'conservateur: nitrate de potassium', ""\r* Issus de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",26 g,en quantité élevée,10 g,en quantité élevée,0.5 g,en faible quantité,2.67 g,en quantité élevée,?,,313,-1%,1310 kj(313 kcal),-2%,26,-5%,10,-6%,"1,3",+136%,"0,5",+30%,17,+1%,"2,675",+20%,"1,07",+20%,22,+1%,E,+1%,C,72.4%,18.3%,4.1%,1.4%,0.8%,3.0%,28,,,,['Franche-Comté'],3,"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,,
1006,Confit Pim,3760101594088,,,,,['France'],[],[],,,,,,,,,?,,254,,1063 kj(254 kcal),,"0,1",,"0,1",,60,,56,,"0,7",,"0,09",,"0,036",,,,,,,,,,,,,,,,,,,,,,,,,,
1007,Huile de coco vierge - Autour Du Riz - 500ml,3760103141204,500 ml,['Autour Du Riz'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco']","['Bio', 'Bio européen', 'Commerce équitable', 'FR-BIO-10']",['France'],['100% huile de coco'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",100 g,en quantité élevée,95 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,3700,+3%,899,+5%,3700 kj(899 kcal),+3%,"99,97",+3%,95,+12%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,20,+3%,E,+3%,,,,,,,,,Huile de coco vierge,"['Bocal', 'Verre']",,,2,,,,,,,,
1008,Melange Riz Germe Gaba Commerce Equitable - Autour du riz - 500g,3760103148005,500 g,['Autour du riz'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz complet', 'Riz thaï']","['Bio', 'Bio européen', 'Commerce équitable', 'FR-BIO-10', 'en:TH-BIO-141']",['France'],"[""Riz thaï complet étuvé issu de l'agriculture biologique et du commerce équitable""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",3.9 g,en quantité modérée,1 g,en faible quantité,0.5 g,en faible quantité,3 g,en quantité élevée,1547,+11%,373,+12%,1547 kj(373 kcal),+10%,"3,9",+48%,1,+79%,76,+13%,"0,5",-25%,"7,4",+0%,3,+8882%,"1,2",+8882%,10,,C,,B,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,"['Sachet', 'Plastique']",['Thaïlande'],,1,,,,,,,,
1009,Riz Thaï Sésame Soja Zen - Autour du riz - 500g,3760103148098,500 g,['Autour du riz'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Riz']","['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'Agriculture UE/Non UE', 'FR-BIO-10', 'IT-BIO-009', 'Fabriqué en France']",['France'],"['de petites exploitations de riz', 'inférieure à 1 ha ', 'source IRRI', "" Conseils de cuisson Versez un volume d'eau pour un volume de mélange et laissez cuire à découvert jusqu'à absorption totale du liquide"", ' Ingrédients Riz thaï Hom Mali 1/2 complet étuvé* origine Thailande 85 %', 'graines 15 % ', 'graines de sésame* complet toastées', 'graines de soja* concassées toastées', "" * issus de l'agriculture biologique"", ' Souliqné : issu du commerce équitable', ' Peut contenir des traces de gluten', ' La Compagnie du Riz - Autour du Riz 4A', 'chemin du Héron - 38610 Gières - France', ' Distribution certifiée par FR-BIO-IO']","['Végétalien', 'Végétarien']",11 g,en quantité modérée,1.9 g,en quantité modérée,0.6 g,en faible quantité,0 g,en faible quantité,?,,400,+19%,1674 kj(400 kcal),+18%,11,+817%,"1,9",+606%,"63,3",-13%,"0,6",+73%,"10,3",+42%,0,-100%,0,-100%,-3,,A,,B,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,['Plastique'],,,,,,,,,,,
1010,Pâte de curcuma biologique - Autour du riz - 100g,3760103148982,100 g,['Autour du riz'],,['Bio'],['France'],[],[],,,,,,,,,?,,109,,456 kj(109 kcal),,"6,1",,"5,12",,"11,8",,"1,8",,"1,8",,"0,25",,"0,1",,,,,,,,,,,,,,,['Verre'],,,,,,,,,,,
1011,Eau de source  aromatisée - Matouba,3760104810208,,['Matouba'],"['Boissons', 'Eaux', 'Eaux aromatisées']",['Sans colorants'],['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,4.6 g,en quantité modérée,0 g,en faible quantité,?,,19,+111%,79 kj(19 kcal),+114%,0,-100%,0,-100%,"4,6",+116%,"4,6",+132%,0,-100%,0,-100%,0,-100%,7,+106%,D,+106%,,,,,,,,,,,,,,,,,,,,,
1012,Poulpes à La Marinière - Spanico,3760105561598,,['Spanico'],,,['France'],"['Poulpe 65%', 'huile végétale ', 'soja', 'oignon', 'sel', 'épices', 'ail']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,?,,353,,1477 kj(353 kcal),,32,,5,,0,,0,,"16,7",,"1,38",,"0,552",,,,,,,,,,,,,,,,,,,,"['Mollusques', 'Soja']",,,,,,
1013,Pois chiches - Spanico - 540g,3760105561796,540g,['Spanico'],,,['France'],"['Pois Chiches', 'eau', 'sel', ' antioxydant: Metabisulfite de Sodium ', 'E-223', ' et sequestrant ', 'E-385']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,347,,83,,347 kj(83 kcal),,2,,"0,2",,"9,1",,0,,"4,9",,"7,62",,"3,048",,,,,,,,,,,,,,,['Verre'],,,4,"['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E385 - Éthylène diamine tétra-acétate de calcium disodium']",,,,,,,
1014,Agar agar au coco et baitoy - Ngoc Xuyen - 200g,3760106090400,200 g,['Ngoc Xuyen'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits de la mer', 'Algues et dérivés', ""Produits à base d'algues"", 'Agar-agar']",,['France'],[],[],0.09 g,en faible quantité,0.08 g,en faible quantité,5 g,en quantité modérée,0 g,en faible quantité,?,,21,-82%,88 kj(21 kcal),-82%,"0,09",-36%,"0,08",+330%,"5,05",-74%,5,+313%,0,-100%,0,-100%,0,-100%,1,+23%,B,+23%,E,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,,,,,,,,,,,,
1015,Sablé Correzien,3760106390029,,,,,['France'],[],[],,,,,,,,,?,,395,,1653 kj(395 kcal),,18,,13,,53,,22,,"5,3",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,,
1016,Mini Rochers Choco - Au Temps des Gourmets - 250g e,3760107842961,250 g e,['Au Temps des Gourmets'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Rochers à la noix de coco', 'Rochers à la noix de coco au chocolat']",['Point Vert'],['France'],"['Sucre', 'noix de coco 28 %', 'sirop de glucose', ""blanc d'œuf"", 'dextrose', 'graisses végétales ', 'palme', 'palmiste', 'coprah', 'poudre de cacao maigre 1 %', 'farine de riz', 'stabilisant : tristéarate de sorbitan']","['Huile de palme', 'Non végétalien']",24 g,en quantité élevée,22 g,en quantité élevée,57 g,en quantité élevée,0.06 g,en faible quantité,?,,481,+7%,2013 kj(481 kcal),+7%,24,+2%,22,+7%,58,+12%,57,+32%,"3,9",-9%,"0,06",-59%,"0,024",-59%,26,+16%,E,+16%,C,73.2%,12.2%,5.9%,5.6%,3.1%,0.0%,74,,"['Sachet', 'Plastique']",,,4,,['Œufs'],,['EMB B7780'],,,,
1017,Pain tranché Gr. Potager BIO - Pain De Bellebone,3760109059343,,['Pain De Bellebone'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']","['Bio', 'Bio européen', 'FR-BIO-01']",['France'],"['Eau', 'farine de BLÉ et flocons* 19% ', 'lin courge*', '4%', 'SÉSAME*', 'floco diAVOlNE*', 'levain de BLÉ* sel gris de Guérande ingrédient allergène en MAJUSCULE Traces possibles en Savoie 73110 : lait', ""lupin et oeuf + : Ingrédients issus de l'agriculture biologique""]",['Non végétalien'],7.2 g,en quantité modérée,1.1 g,en faible quantité,1.1 g,en faible quantité,1.3 g,en quantité modérée,?,,261,-2%,1092 kj(261 kcal),-2%,"7,2",+61%,"1,1",+70%,37,-19%,"1,1",-79%,"9,6",+14%,"1,3",+14%,"0,52",+14%,0,-100%,B,-100%,B,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,,,,1,,"['Gluten', 'Graines de sésame']",,,,,,
1018,Brins De Chocolat Noir à L'arôme De Framboise - Mademoiselle De Margaux,3760109080330,,['Mademoiselle De Margaux'],,,['France'],"[""SARMENTS DU MÉDOC chocolat noir framboise dark chocoÌate raspberry cde'tcate""]",[],,,,,,,,,?,,525,,2197 kj(525 kcal),,31,,20,,56,,49,,"7,4",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,"Saucisson Cuit á L'ail Nature, - Eco+ - 400g",3760109528597,400 g,['Eco+'],"['Viandes', 'Charcuteries', 'Saucissons', ""Saucissons à l'ail""]","['Viande-francaise', 'Viande Porcine Française', 'Point Vert']",['France'],"['Viande de porc ', '69 %', 'eau', 'gras de porc', 'viande de porc séparée mécaniquement', 'sel', 'sirop de glucose', 'fibres de pois et de carottes', 'épices et plantes aromatiques ', 'dont ail 0,28 %', 'arômes', 'dextrose', 'stabilisants : E450 - E451', 'acidifiants E262 - E575', 'antioxydants : E301 - E316', 'conservateurs : E250 - E326', 'exhausteur de goût : E621', 'ferments', 'colorant E120']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",24 g,en quantité élevée,9.9 g,en quantité élevée,0.8 g,en faible quantité,2 g,en quantité élevée,?,,286,+5%,1197 kj(286 kcal),+4%,24,+8%,"9,9",+16%,2,+82%,"0,8",+12%,15,-6%,2,-5%,"0,8",-5%,20,+4%,E,+4%,D,80.5%,12.7%,2.9%,1.1%,0.6%,2.3%,21,Saucisson cuit à l'ail choix,"['Frais', 'Plastique']",['France'],['France'],4,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E262 - Acétates de sodium', 'E575 - Glucono-delta-lactone', 'E301 - Ascorbate de sodium', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E326 - Lactate de potassium', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique']",,['Leclerc'],"['FR 22.046.001 CE', ""Collinée (Côtes-d'Armor, France)""]",,,,
1020,Papillottes - facon chocolat,3760110970132,,['facon chocolat'],,"['Bio', 'Bio européen', 'Sans gluten', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Sans lactose', 'AB Agriculture Biologique']",['France'],"['""Façon 32', 'rue Archinard-z6400 CREST : 04 75 25 Of wwwefaconchocota+', 'fr']",[],,,,,,,,,?,,587,,2456 kj(587 kcal),,"41,9",,"11,04",,"39,2",,"36,4",,"10,3",,"0,325",,"0,13",,,,,,,,,,,,,,,,,,,,,,,,,,
1021,Velouté de courgettes,3760111100453,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes', 'Veloutés de courgettes']",,['France'],[],[],1.7 g,en faible quantité,1.1 g,en faible quantité,0.9 g,en faible quantité,0.6 g,en quantité modérée,?,,27,-16%,113 kj(27 kcal),-14%,"1,7",+4%,"1,1",+144%,"2,2",-19%,"0,9",-29%,"0,5",-33%,"0,6",+7%,"0,24",+7%,3,+66%,C,+66%,B,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,,,,,,,,,,
1022,Sablés fins - Maison Alsacienne,3760111200948,,['Maison Alsacienne'],,['Entrepreneurs + Engagés'],['France'],"['farine ', 'gluten', 'sucre', 'beurre ', 'lait', ' 19', '4%', 'œuf', 'amande', 'noix', 'crème de praliné ', 'sucre', 'noisette', 'huile de palme', 'cacao', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'arôme', 'confiture de framboise ', 'sucre', 'framboise 45%', 'sirop de glucose', 'qellfiant : pe', 'tine', 'noisette', 'gingembre confit ', 'gingembre 55%', 'su', 're', ""pitc d'écorce d'orange et de citron confit "", 'fruits 52', '9% ', 'Citron', 'démcntine', 'orange', 'sirop de glucose', 'sucre', 'raisin sec', 'è', 'èO en poudre', 'pâte de pistache ', 'pistache verte 48', '4%', 'eréme', 'dotant : E 141 - E161b', ' kirsch', 'jus de citron', 'dex - grop de extra', 't de vanf-\\e', 'rhum', 'sirop de sucre ', '2nnct:c', 'SCI', 'essentielles : citron - enticxydent : crttè:t de lever : carbonate de gingembre', 'citron traces de sésame', 'ara - sulfites', 'fruits a coque']","['Huile de palme', 'Non végétalien']",,,,,,,,,?,,444,,1858 kj(444 kcal),,23,,12,,51,,25,,"6,9",,"0,09",,"0,036",,,,,,,,,,,,,,,,,,4,"['E322i - Lécithine', 'E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition', 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines', 'E161b - Lutéine', 'E502 - Carbonates']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",,,['Huile de palme'],,,
