,name,bar_code,eco_score,brand,categories,markets,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,labels,traceability_code,packaging,ingredients_origins,additives,allergens,nova_score,generic_name,manufacturing,link,palm_ingredients
978,Filet de poulet - Volaé,2410721073142,D,['Volaé'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,
979,Écus du Comté bio au Comté,3770006927720,,,,,['France'],[],[],,,,,,,,,?,,370.63,,1551 kj(370 kcal),,"22,29",,"13,61",,"28,73",,"0,84",,"12,92",,"1,1",,"0,44",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,
980,Bonbons à la menthe,3770014098016,,,,,['France'],[],[],,,,,,,,,?,,394,,1648 kj(394 kcal),,0,,0,,98,,74,,0,,0,,0,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,
981,Guigozgest,7163036999687,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,8032615690552,8032615690552,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,
983,Chataigne d'eau - 567g,3364699448053,,,,,['France'],[],[],,,,,,,,,?,,147,,615 kj(147 kcal),,0,,0,,"5,3",,1,,"0,6",,0,,0,,,,,,,,,,,,,567 g,,,,,,,,,,,
984,Bamboe strips -,8715017219346,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pousses', 'Pousses de bambou']",,['France'],[],[],0.3 g,en faible quantité,0.1 g,en faible quantité,3 g,en faible quantité,,,?,,27,0%,113 kj(27 kcal),+5%,"0,3",-25%,"0,1",+62%,5,+105%,3,+650%,"2,6",+77%,,,,,,,,,87.9%,0.0%,0.0%,4.8%,5.7%,1.5%,80,,,,,,,,,,,,
985,Taboulé - Auchan - 510g,3112940719724,B,['Auchan'],"['Plats préparés', 'Taboulés']",['Auchan'],['France'],[],[],2.4 g,en faible quantité,0.4 g,en faible quantité,2.2 g,en faible quantité,0.88 g,en quantité modérée,503,-29%,119,-29%,503 kj(119 kcal),-29%,"2,4",-63%,"0,4",-44%,19,-11%,"2,2",-33%,"4,1",-7%,"0,88",-7%,"0,352",-7%,2,-26%,B,-26%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,510 g,,,"['Plastique', 'Carton', 'Conserve']",,,,,Taboulé,,,
986,Poitrine de porc tranchée,0202435065863,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,Filet de poulet blanc,2645135035626,D,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,"['Viande Française', 'Volaille-francaise']",,,,,,,,,,
988,Veau,0202724034044,,,,,['France'],[],[],,,,,,,,,?,,38,,159 kj(38 kcal),,0,,0,,0,,0,,5,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
989,Pizza Montagnarde,0218986039369,,,,,['France'],[],[],,,,,,,,,?,,261,,1092 kj(261 kcal),,14,,9,,20,,"1,1",,13,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,
990,Iso zero - Muscletech,0631656252316,,['Muscletech'],,,['France'],[],[],,,,,,,,,?,,100,,418 kj(100 kcal),,0,,0,,0,,0,,20,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,
991,Pera confitada tarrina - Paiarrop,8436575840345,,['Paiarrop'],,,['France'],[],[],,,,,,,,,?,,285,,1192 kj(285 kcal),,"0,5",,"0,5",,"70,5",,"70,5",,"0,5",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,
992,Cuisse de Poulet blanc fermier elevé en plein air,0287455031814,D,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,"['FR 07.089.001 CE', 'Félines (Ardèche, France)']",,,,,,,,,
993,Saucisse de Morteau IGP Label rouge,2491711004223,E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Morteau']",,['France'],[],[],30.2 g,en quantité élevée,11.7 g,en quantité élevée,0 g,en faible quantité,,,?,,333,+5%,1393 kj(333 kcal),+5%,"30,2",+10%,"11,7",+10%,0,-100%,0,-100%,"15,2",-10%,,,,,,,,,72.4%,18.3%,4.1%,1.4%,0.8%,3.0%,28,,['Label Rouge'],['FR 15.425.025 CE'],,,,,,,,,
994,Filet de poulet rôtis Maître Coq,0215779031685,D,['Maître Coq'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet', 'Filets de poulet rotis']",,['France'],[],[],5.8 g,en quantité modérée,1.4 g,en faible quantité,0 g,en faible quantité,1.4 g,en quantité modérée,?,,148,+2%,619 kj(148 kcal),+2%,"5,8",+8%,"1,4",+3%,0,-100%,0,-100%,24,+2%,"1,4",+4%,"0,56",+4%,3,+17%,C,+17%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,
995,Viande bovine,0207804022959,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,Araignée de porc marinée a l'ail - Saveur & Passion,8437002291181,,['Saveur & Passion'],,,['France'],[],[],,,,,,,,,?,,155,,649 kj(155 kcal),,"5,1",,2,,"1,5",,"0,4",,18,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,
997,Parmigiano reggiano,2200507046701,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",,['France'],[],[],30 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,?,,402,+0%,1682 kj(402 kcal),+1%,30,+1%,20,+1%,0,-100%,0,,32,-1%,"1,6",+0%,"0,64",+0%,17,+2%,D,+2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
998,Ravioli,43935345,,,,,['France'],[],[],,,,,,,,,?,,79,,331 kj(79 kcal),,"1,5",,"0,6",,12,,2,,"3,6",,1,,"0,4",,,,,,,,,,,,,,['Halal'],,,,,,,,,,
999,Cuisses de poulet rôties - Maître Coq,0215780032404,D,['Maître Coq'],"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,['France'],[],[],10 g,en quantité modérée,2.6 g,en quantité modérée,0 g,en faible quantité,1.4 g,en quantité modérée,?,,166,-13%,695 kj(166 kcal),-13%,10,-19%,"2,6",-22%,0,-100%,0,-100%,19,+3%,"1,4",+84%,"0,56",+84%,5,+42%,C,+42%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,
1000,Filet de poulet aux herbes,5410469033177,C,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,['France'],[],[],1.6 g,en faible quantité,0.7 g,en faible quantité,2.2 g,en faible quantité,2.02 g,en quantité élevée,?,,109,-17%,456 kj(109 kcal),-16%,"1,6",-44%,"0,7",-6%,"3,8",+693%,"2,2",+805%,"19,7",-14%,"2,02",+169%,"0,808",+169%,4,,C,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,
1001,Ailes de poulet à la mexicaine,2281861021979,,,,,['France'],[],[],,,,,,,,,?,,197,,824 kj(197 kcal),,13,,"4,2",,"2,6",,"0,8",,17,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,
1002,Bockwürstchen - Halberstädter - 5pcs,4012682011805,,['Halberstädter'],,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,5pcs,['Sans gluten'],,,,,,,,,,
1003,Découpe de lapin,0213151089804,,,,,['France'],[],[],,,,,,,,,?,,138,,577 kj(138 kcal),,"5,7",,"1,7",,"0,6",,"0,2",,21,,"0,15",,"0,06",,,,,,,,,,,,,,,"['FR 79.323.004 CE', 'Temple (Deux-Sèvres, France)']",,,,,,,,,
1004,Filet de macreau,2888866039956,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,Trio de crudités,0201119005584,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Nutriscore'],,,,,,,,,,
1006,FECULE DE POMME DE TERRE - Espig - 500g,3102870006803,,['Espig'],,,['France'],[],[],,,,,,,,,?,,337,,1410 kj(337 kcal),,"0,5",,"0,1",,84,,"0,5",,"0,5",,"0,35",,"0,14",,,,,,,,,,,,,500 g,,,,,,,,,,,
1007,Cordon bleu de volaille - Despi,160310100136,D,['Despi'],"['Viandes', 'Préparations de viande', 'Produits panés', 'Cordons bleus', 'Cordons bleus de volaille']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,,,,,,,,,,,
1008,"Olimp Sport Nutrition Whey Protein Complex 100% Vanille 2,27 KG",5901330044373,,,,,['France'],[],[],,,,,,,,,?,,382,,1598 kj(382 kcal),,"4,2",,"0,7",,11,,4,,75,,"0,86",,"0,344",,,,,,,,,,,,,,,,,,,,,,,,
1009,Saucisse fine languedocienne,3387620059715,,,,,['France'],[],[],,,,,,,,,?,,234,,979 kj(234 kcal),,18,,"6,6",,"1,6",,"0,5",,16,,"2,5",,1,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Sans colorants', 'AB Agriculture Biologique']","['FR 34.090.002 CE', 'Crès (Hérault, France)']",,,,,,,,,
1010,Le p'tit goudoulet,2146066006322,,,,,['France'],[],[],,,,,,,,,?,,314,,1314 kj(314 kcal),,25,,14,,"2,2",,"0,5",,0,,1,,"0,4",,,,,,,,,,,,,,,['FR 07.971.002 CE'],,,,,,,,,
1011,Fromage lingot d'or,0201295024997,,,,,['France'],[],[],,,,,,,,,?,,8,,33 kj(8 kcal),,27,,19,,1,,1,,20,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,
1012,Salchichón extra paysan - 250g,8413107006950,,,,,['France'],[],[],,,,,,,,,?,,436,,1824 kj(436 kcal),,34,,13,,"4,4",,"4,4",,28,,"5,3",,"2,12",,,,,,,,,,,,,250 g,,,,,,,,,,,
1013,Saucisse Ménage,2637651028534,,,,,['France'],[],[],,,,,,,,,?,,289,,1209 kj(289 kcal),,"23,8",,"9,61",,"1,2",,"0,9",,"17,4",,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,
1014,Sachat marshmallow 200g,3700879300177,,,,,['France'],[],[],,,,,,,,,?,,339,,1418 kj(339 kcal),,0,,0,,"80,7",,72,,4,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
1015,Graisse de canard - 250g,3760112442552,,,,,['France'],[],[],,,,,,,,,?,,898,,3757 kj(898 kcal),,"66,5",,"33,2",,0,,0,,0,,"0,5",,"0,2",,,,,,,,,,,,,250 g,,,,,,,,,,,
1016,Brandade,3257630000758,,,,,['France'],[],[],,,,,,,,,?,,452,,1891 kj(452 kcal),,47,,4,,"1,5",,"0,5",,"5,7",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,
1017,Œugénies,3760243640469,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,Follow Your Heart Cheddar,0049568570273,,,,,['France'],[],[],,,,,,,,,?,,304,,1272 kj(304 kcal),,23,,13,,22,,0,,"0,9",,"2,4",,"0,96",,,,,,,,,,,,,,,,,,,,,,,,
1019,Chocolat au lait - Daniel Stoffel - 100g,3367279916003,,['Daniel Stoffel'],,,['France'],[],[],,,,,,,,,?,,567,,2372 kj(567 kcal),,"37,4",,"22,9",,"50,8",,"49,9",,"6,65",,"0,2",,"0,08",,,,,,,,,,,,,100 g,,,,,,,,,,,
1020,Ossau-Iraty AOP,2488753030709,,,,,['France'],[],[],,,,,,,,,?,,408,,1707 kj(408 kcal),,"34,6",,"23,6",,"1,9",,"0,5",,"22,3",,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,
1021,Morbier AOP,0202041024803,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Morbiers']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
1022,Fromage fort,3322830174506,,,,,['France'],[],[],,,,,,,,,?,,169,,707 kj(169 kcal),,"11,3",,"7,7",,"4,6",,"2,6",,"12,5",,2,,"0,8",,,,,,,,,,,,,,,"['FR 69.238.003 CE', 'Saint-Symphorien-sur-Coise (Rhône, France)']",,,,,,,,,
1023,Ail blanc,3593241040876,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Ail et dérivés', 'Ail', 'Ail Blanc']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,58.5%,0.0%,0.0%,19.1%,16.5%,5.8%,98,,,,,,,,,,,,
1024,Crocodile - Confiserie gélifiée fantaisie,2608101011680,,,,,['France'],[],[],,,,,,,,,?,,345,,1443 kj(345 kcal),,"0,5",,"0,1",,79,,51,,"5,7",,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,
1025,Chocolat noir aux écorces d'oranges confites,3760006120290,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,Figurines de Pâques,4061458036993,,,,,['France'],[],[],,,,,,,,,?,,541,,2264 kj(541 kcal),,31,,19,,58,,58,,"5,5",,"0,25",,"0,1",,,,,,,,,,,,,,,,,,,,,,,,
1027,Gouda au cumin,0210861025122,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas', 'Goudas au cumin']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
1028,Sel Parmesan Et Basilic - Recharge & Dégustation - 650G - Savor & Sens,3760194207131,,['Savor & Sens'],,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,Saku,3661483009996,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,Chcolat au lait petillant - Daniel Stoffel,3367279917550,,['Daniel Stoffel'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",,['France'],[],[],32.3 g,en quantité élevée,19.8 g,en quantité élevée,54.3 g,en quantité élevée,0.17 g,en faible quantité,?,,545,-1%,2280 kj(545 kcal),-1%,"32,3",-11%,"19,8",-6%,"57,6",+25%,"54,3",+32%,"5,57",-23%,"0,17",+22%,"0,068",+22%,26,+11%,E,+11%,,,,,,,,,,,,,,,,,,,
1031,Farine à pain de campagne - 5kg,3306760005307,,,,,['France'],[],[],,,,,,,,,?,,337,,1410 kj(337 kcal),,"1,8",,0,,65,,2,,11,,0,,0,,,,,,,,,,,,,5 kg,,,,,,,,,,,
1032,Pur jus de raisin,3569390000016,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,Nectar de fraise,3760227610075,D,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de fraise']",,['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,9.7 g,en quantité élevée,0 g,en faible quantité,?,,45,-15%,188 kj(45 kcal),-15%,0,-100%,0,-100%,"10,8",-11%,"9,7",-16%,"0,2",-33%,0,-100%,0,-100%,14,-7%,E,-7%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,
1034,Nid de Pâques Crême au beurre vanille - 500g,0260665051827,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,500 g,,"['EMB 25056D', 'Besançon (Doubs, France)']",,,,,,,,,
1035,Cornichons russes,4607140360016,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",,['France'],[],[],36 g,en quantité élevée,12 g,en quantité élevée,3 g,en faible quantité,5 g,en quantité élevée,?,,183,+578%,766 kj(183 kcal),+616%,36,+12062%,12,+17470%,7,+103%,3,+15%,8,+692%,5,+191%,2,+191%,13,+499%,D,+499%,,,,,,,,,,,,,,,,,,,
1036,Gran Cereal Muesli,7802215302060,,,,,['France'],[],[],,,,,,,,,?,,438,,1833 kj(438 kcal),,"15,8",,"3,9",,"66,8",,"22,7",,"7,3",,"0,234",,"0,094",,,,,,,,,,,,,,,,,,,,,,,,
1037,St nectaire laitier,0208521024011,,,,,['France'],[],[],,,,,,,,,?,,332,,1389 kj(332 kcal),,27,,18,,"1,1",,0,,21,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,
1038,Filets de poulet jaune fermier de Gascogne,0287457028072,D,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,"['Viande Française', 'Volaille-francaise']",,,,,,,,,,
1039,1/2 baguette de pain,0205185001440,,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,Sacha Inchi Oil - Pure Indian Foods - 250ml,0797734506808,,['Pure Indian Foods'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles']",,['France'],['Huile de Sacha Inchi'],[],93.3 g,en quantité élevée,6.67 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,827,-4%,3460 kj(827 kcal),-4%,"93,3",-3%,"6,67",-56%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,10,+29%,C,+29%,,,,,,,,250ml,,,['Verre'],,,,,,,,
1041,Confit de porc du Sud Ouest,3328580001116,,,,,['France'],[],[],,,,,,,,,?,,287,,1201 kj(287 kcal),,"20,7",,"7,5",,"0,1",,"0,1",,"24,4",,"3,2",,"1,28",,,,,,,,,,,,,,,,['Boîte en métal'],,,,,,,,
1042,Sumatra Single-Origin coffee,7613037280579,,,,,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,"0,3",,0,,"0,2",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1043,Tomato Twist,4260303290966,,,,,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,"0,1",,"0,1",,"0,1",,"0,1",,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,Saucisse de Morteau IGP,0201219037720,E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Morteau']",['Colruyt'],['France'],[],[],28 g,en quantité élevée,11 g,en quantité élevée,0.1 g,en faible quantité,2 g,en quantité élevée,?,,324,+2%,1356 kj(324 kcal),+2%,28,+2%,11,+4%,"0,1",-82%,"0,1",-74%,"15,8",-6%,2,-10%,"0,8",-10%,22,+1%,E,+1%,72.4%,18.3%,4.1%,1.4%,0.8%,3.0%,28,,,,,,,,,,,,
1045,Sour blast,8690146132974,,,,,['France'],[],[],,,,,,,,,?,,373,,1561 kj(373 kcal),,3,,"1,8",,84,,60,,"2,5",,0,,0,,,,,,,,,,,,,,['Halal'],,,,,,,,,,
1046,Rose Griotte,3267683233362,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,Scharfe Griller,4099200150352,,,,,"['Autriche', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['Produkt'],,,,,,,,
1048,Tavuk sosis - 1300g,0609465363486,,,,,['France'],[],[],,,,,,,,,?,,181,,757 kj(181 kcal),,"11,8",,"4,9",,8,,"0,5",,"10,8",,"0,9",,"0,36",,,,,,,,,,,,,1300 g,['Halal'],,,,,,,,,,
1049,Poulet le gaulois,0217526026708,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,Bananae,2600482009775,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,,,,
1051,Madeleines nature kasher - Erté - 180g,3281320171800,B,['Erté'],"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,['France'],[],[],18.2 g,en quantité modérée,1.8 g,en quantité modérée,25.1 g,en quantité élevée,1.4 g,en quantité modérée,?,,383,-13%,1602 kj(383 kcal),-13%,"18,2",-20%,"1,8",-74%,"52,4",-1%,"25,1",-9%,"5,9",+4%,"1,4",+73%,"0,56",+73%,16,-13%,D,-13%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,180 g,,,,,,,,,,,
1052,Miel de thym et forêt bio,5213002172322,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de forêt']",,['France'],[],[],,,0 g,en faible quantité,,,,,?,,?,,,,?,,0,-100%,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,['Bio'],,,,,,,,,,
1053,Orange,2804563013051,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,Choucroute,2823913021454,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,Sucre vanillé,4056232085168,B,,"['Édulcorants', 'Sucres', 'Sucres vanillés']",['Auchan'],['France'],[],[],0.5 g,en faible quantité,0.5 g,en faible quantité,98 g,en quantité élevée,,,?,,403,+2%,1686 kj(403 kcal),+1%,"0,5",+173%,"0,5",+788%,99,+0%,98,+1%,"0,5",+172%,,,,,,,,,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,,,,,,,,,,
1056,Suisses au chocolat,0252674012142,,,,,['France'],[],[],,,,,,,,,?,,353,,1477 kj(353 kcal),,16,,10,,45,,19,,"6,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,Rôti saumuré,2226032040878,,,,,['France'],[],[],,,,,,,,,?,,129,,540 kj(129 kcal),,"4,4",,"1,7",,"0,5",,"0,4",,22,,"3,4",,"1,36",,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,
1058,Fromage pour Raclette aux Cèpes - 200g,3250550021308,,,,,['France'],[],[],,,,,,,,,?,,362,,1515 kj(362 kcal),,28,,18,,1,,1,,26,,"1,5",,"0,6",,,,,,,,,,,,,200 g,,,,,,,,,,,
1059,Yaourts fermiers natures,7019500000093,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,Pectol - 4x 100g,8411500117501,,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,76,,0,,0,,"0,133",,"0,053",,,,,,,,,,,,,4 x 100 g,,,,,,,,,,,
1061,Thé vert de Chine,6932407644898,B,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Thé vert de Chine']",,['France'],[],[],,,,,,,,,?,,1,0%,4 kj(1 kcal),-33%,0,-100%,0,-100%,"0,2",+57%,0,-100%,"0,1",-4%,0,,0,,1,+12%,B,+12%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,
1062,Princesse amandine,2333334000049,,,,,['France'],[],[],,,,,,,,,?,,75,,314 kj(75 kcal),,"0,22",,"0,03",,"15,8",,"0,51",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,Balik fillet tsar nikolaj,7630001702011,,,,,['France'],[],[],,,,,,,,,?,,139,,582 kj(139 kcal),,"4,9",,"0,7",,"0,5",,"0,5",,23,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,
1064,Putenfleisch in roter Currysauce - Asia Green Garden - 400g,4061458066563,D,['Asia Green Garden'],"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Dindes']",,"['France', 'Allemagne']",[],[],5.4 g,en quantité modérée,,,2.2 g,en faible quantité,,,?,,?,,,,"5,4",+65%,,,"4,9",+30%,"2,2",+159%,5,-76%,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,400g,['Fabriqué en Allemagne'],,['Dose/Dosen'],,,,,,,,
1065,Tartelette aux fraises,0250591021650,,,,,['France'],[],[],,,,,,,,,?,,200,,837 kj(200 kcal),,"3,5",,"2,2",,40,,26,,"1,9",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,
1066,Saucisses de veau,0253619026309,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Viandes de veau', 'Saucisses de veau']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
