,name,bar_code,quantity,brand,categories,labels,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,manufacturing,generic_name,ingredients_origins,traceability_code,link,palm_ingredients,producer_info,brand_owner,origin_detail
1702,Kinder calendrier de l avent maxi puzzle - Ferrero - 343g (343g),3017627454106,343 g (343 g),"['Ferrero', 'Kinder']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Aliments et boissons de Noël', 'Chocolats', ""Calendriers de l'avent""]","['Point Vert', 'CE']",,"['France', 'Suisse']","['KINDER SURPRISE:chocolat supérieur au LAIT 47% ', 'sucre', 'LAIT en poudre', 'beurre de cacao', 'pâte de cacao', 'émulsifiants: lécithines [SOJA]', 'vanilline', 'LAIT écrémé en poudre', 'sucre', 'graisses végétales ', 'palme', 'karité', 'BEURRE concentré', 'émulsifiants: lécithines [SOJA]', 'vanilline', '# KINDER CHOCOLAT chocolat supérieur au LAIT 40% ', 'sucre', 'LAIT en poudre', 'beurre de cacao', 'pâte de cacao', 'émulsifiants : lécithines [SOJA]', 'vanilline', 'sucre', 'LAIT écrémé en poudre', 'huile de palme', 'BEURRE concentré', 'émulsifiants : lécithines [SOJA]', 'vanilline', '# KINDER SCHOKOBONS Chocolat supérieur au LAIT 50% ', 'sucre', 'LAIT en poudre', 'beurre de cacao', 'pâte de cacao', 'émulsifiants: lécithines [SOJA]', 'arômes', 'sucre', 'LAIT écrémé en poudre', 'huile de palme', 'NOISETTES 5,8%', 'BEURRE concentré', 'chocolat noir ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiants : lécithines [SOJA]', 'arômes', ""agents d'enrobage "", 'gomme arabique', 'shellac', 'sirop de glucose', 'émulsifiants: lécithines [SOJA]', 'arômes', '# KINDER MINI EGGS Chocolat supérieur au LAIT 45% ', 'sucre', 'LAIT en poudre', 'beurre de cacao', 'pâte de cacao', 'émulsifiants : lécithines [SOJA]', 'vanilline', 'sucre', 'LAIT écrémé en poudre', 'huile de palme', 'NOISETTES 6,5%', 'BEURRE concentré', 'émulsifiants : lécithines [SOJA]', 'vanilline']","['E322i - Lécithine', ""E414 - Gomme d'acacia"", 'E904 - Gomme-laque']","['Lait', 'Fruits à coque', 'Soja']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,2.1 g,en faible quantité,1.2 g,en faible quantité,3 g,en faible quantité,0.016 g,en faible quantité,?,-94%,?,-93%,?,-94%,?,-93%,?,-93%,?,-95%,?,-94%,?,-92%,?,-92%,?,-92%,1,-96%,B,-96%,,,,,,,,,"['Boîte', 'Carton', 'Plastique']",,Assortiment bonbons chocolat et fines gaufrettes,,,,['Huile de palme'],,,
1703,"Kinder Tranch.lait X5,",3017627540502,,['Kinder'],,,['Delhaize'],"['Belgique', 'République démocratique du Congo', 'France']",[],,,[],,,,,,,,,,?,,422,,1766 kj(422 kcal),,?,,"16,6",,?,,"29,5",,"7,9",,"0,61",,"0,244",,,,,,,,,,,,,,,,,,,,,,,
1704,Granola - Chocolat au lait noix de coco - Lu - 16sablés,3017760710695,16 sablés,['Lu'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits sablés', 'Sablés nappés de chocolat', 'Biscuits au chocolat au lait', 'Sablés à la noix de coco', 'en:Sablés à la noix de coco']",,,['France'],"['farine de blé 36%', 'chocolat au lait 27% [sucre', 'pâte de cacao', 'beurre de cacao', 'lactosérum en poudre ', 'de lait', 'lait écrémé en poudre', 'graisses végétales ', 'palme', 'karité en proportions variables', 'beurre concentré', 'émulsifiants ', 'lécithine de soja', 'E476', 'lactose ', 'de lait', 'arôme]', 'huile de palme', 'farine complète de blé 10%', 'sucre', 'noix de coco 7,7%', 'sirop de sucre', 'poudre à lever ', 'carbonate de sodium', ""carbonate acide d'ammonium"", 'sel', 'acidifiant ', 'acide citrique', 'arôme', 'son de blé']","['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E500i - Carbonate de sodium', ""E503ii - Carbonate acide d'ammonium"", 'E330 - Acide citrique']","['Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,27 g,en quantité élevée,16 g,en quantité élevée,28 g,en quantité élevée,1.09 g,en quantité modérée,?,,513,+2%,2146 kj(513 kcal),+1%,27,+3%,16,+3%,58,-2%,28,+23%,7,+13%,"1,09",+111%,"0,436",+111%,22,+13%,E,+13%,C,78.6%,11.5%,4.0%,3.5%,2.4%,0.0%,62,['Carton'],,"Biscuits sablés, nappés de chocolat au lait et aux copeaux de noix de coco",,,,['Huile de palme'],,,
1705,Macédoine déjà égouttée - d'aucy - 580g (530g net égoutté),3017800202012,580 g (530 g net égoutté),"[""d'aucy""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'en:canned-drained-diced-mixed-vegetables']","['Point Vert', 'Cultivé en France', 'Eco-Emballages']","['Leclerc', 'Magasins U']",['France'],"['Carottes', 'pommes de terre ', '20 % minimum', 'haricots verts', 'petits pois', 'flageolets', 'eau', 'sel']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.6 g,en faible quantité,0 g,en faible quantité,1.6 g,en faible quantité,0.56 g,en quantité modérée,221,+26%,?,,221 kj(53 kcal),+26%,"0,6",+59%,0,-100%,"7,7",+36%,"1,6",+26%,"2,2",-3%,"0,56",-14%,"0,224",-14%,-8,,A,,,,,,,,,,"['Boîte métal à recycler', 'Conserve']",,Macédoine avec des pommes de terre sous vide,['France'],,http://www.daucy.fr/,,,,
1706,La ratatouille - D'aucy Bio,3017800230527,,"[""D'aucy Bio""]","['Plats préparés', 'Légumes préparés', 'Ratatouilles']","['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-01', 'AB Agriculture Biologique']",['Magasins U'],['France'],"['Légumes 83% ', 'courgettes', 'tomates', 'aubergines', 'oignons', 'poivrons rouges', 'poivrons verts', 'jus de tomates', 'purée de tomate double concentré', ""huile d'olive vierge extra "", '1,4%', 'sucre de canne', 'sel de mer', 'amidon de maïs', 'oignons en poudre', 'ail en poudre', 'jus concentré de citron', 'acidifiant : acide citrique', 'poivre', 'herbes aromatiques', 'naturel de basilic avec autres arômes naturels']",['E330 - Acide citrique'],,[],4,1.9 g,en faible quantité,0.3 g,en faible quantité,3.1 g,en faible quantité,0.61 g,en quantité modérée,?,,40,-41%,167 kj(40 kcal),-40%,"1,9",-49%,"0,3",-44%,"3,4",-34%,"3,1",-20%,"1,2",+2%,"0,61",-14%,"0,244",-14%,-5,-611%,A,-611%,B,69.3%,12.8%,5.7%,6.8%,3.2%,2.3%,79,,,,,,,,,,
1707,rillettes thon olives vertes - Petit Navire,3019081237721,,['Petit Navire'],"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Produits à tartiner salés', 'Rillettes', 'Thons', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de thon']",,,['France'],[],,,[],,23 g,en quantité élevée,2.6 g,en quantité modérée,0.4 g,en faible quantité,1.2 g,en quantité modérée,?,,277,+31%,1159 kj(277 kcal),+29%,23,+46%,"2,6",-31%,"0,4",-81%,"0,4",-58%,16,+5%,"1,2",+15%,"0,48",+15%,5,-20%,C,-20%,D,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,['Conserve'],,,,,,,,,
1708,Sardines jambon cru fumé italien - Conserverie Parmentier,3019081239558,,['Conserverie Parmentier'],,['en:produced-in-bretagne'],['Magasins U'],['France'],[],,,[],,,,,,,,,,?,,195,,816 kj(195 kcal),,11,,"3,4",,0,,0,,24,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,
1709,Bourguignon de Canard - Raynal et Roquelaure - 400g e,3021690027303,400 g e,['Raynal et Roquelaure'],"['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats préparés en conserve', 'Plats au canard']",,['Magasins U'],['France'],"['Viande de canard traitée en salaison et précuite 28,5 % ', 'viande de canard', 'eau', 'sel', 'sucre', 'stabilisant : E451', 'pommes de terre 26 % ', 'conservateur disulfites de sodium', ' eau', 'carottes 11 %', 'vin rouge de Cahors 6 %', 'champignons de Paris 5 %', 'oignons', 'amidon de mais', 'farine de blé', 'graisse de canard', 'arômes naturels', 'huile de tournesol', ""extrait de malt d'orge torréfié"", 'Armagnac', 'sels minéraux de mer ', 'sodium', 'potassium', 'magnésium', 'calcium', 'ail en poudre', 'thym', 'poivre']","['E451 - Triphosphates', '', 'Risque élevé de sur-exposition']","['Gluten', 'Anhydride sulfureux et sulfites']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,3.7 g,en quantité modérée,1.1 g,en faible quantité,1.2 g,en faible quantité,0.8 g,en quantité modérée,?,,91,-62%,381 kj(91 kcal),-62%,"3,7",-78%,"1,1",-82%,"7,2",+71%,"1,2",+62%,"6,6",-55%,"0,8",-30%,"0,32",-30%,0,-100%,B,-100%,C,80.1%,13.0%,2.0%,3.0%,1.1%,0.8%,38,['Conserve'],,,['France'],,,,,,
1710,Carbonade flamande - Raynal,3021690028225,,"['Raynal', 'Raynal & Roquelaure']","['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Ragoûts de boeuf', 'Carbonade flamande']",,['Magasins U'],['France'],[],,,[],,3.6 g,en quantité modérée,1 g,en faible quantité,2.1 g,en faible quantité,0.8 g,en quantité modérée,?,,90,-16%,377 kj(90 kcal),-15%,"3,6",+2%,1,-12%,8,-3%,"2,1",-32%,"5,8",-33%,"0,8",-10%,"0,32",-10%,1,-7%,B,-7%,,,,,,,,,['Barquette'],,,,,,,,,
1711,Le Viennois chocolat - Nestlé - 400g (4x 100g),3023290101292,400 g (4 x 100 g),['Nestlé'],"['Produits laitiers', 'Desserts', 'Frais', 'Desserts lactés', 'Desserts au chocolat', 'Desserts lactés au chocolat']","['Point Vert', 'Eco-Emballages']",['Auchan'],['France'],"['Lait entier 59', '3 %', 'crème ', 'lait', ' 14', '3 %', 'eau', 'sirop de glucose et fructose', 'chocolat en poudre 5', '2 % ', 'sucre', 'poudre de cacao', 'sucre', 'chocolat noir 1', '2 % [pâte de cacao', 'sucre', 'émulsifiant ', 'lécithine de soja', 'arôme naturel de vanille]', 'poudre de cacao maigre', 'poudre de lait écrémé', 'amidon modifié de maïs', 'amidon de maïs', 'lactose ', 'lait', 'gélatine porcine', 'arôme', 'stabilisants ', 'carraghénanes', 'farine de graines de caroube']","['E322i - Lécithine', 'E14XX - Amidons modifiés', 'E428 - Gélatine', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E410 - Gomme de caroube']","['Lait', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,8.5 g,en quantité modérée,5.6 g,en quantité élevée,15.7 g,en quantité élevée,0.13 g,en faible quantité,?,,162,+6%,678 kj(162 kcal),+6%,"8,5",+34%,"5,6",+40%,"18,2",-3%,"15,7",-5%,"3,1",-19%,"0,13",-16%,"0,052",-16%,9,+33%,C,+33%,,,,,,,,,"['Frais', 'Pot plastique à jeter', 'Opercule métal et étui carton à recycler']","['Lactalis Nestlé Ultra-Frais Marques - LNUF Marques (Filiale Groupe Lactalis) - Boulevard Louis Beauquin - 44330 Vallet', 'Loire-Atlantique', 'Pays de la Loire', 'France']",Dessert lacté au chocolat,,"['FR 44.212.001 CE', 'Vallet (Loire-Atlantique, France)']",http://www.enviedebienmanger.fr/des-marques-pour-moi/viennois,,,,
1712,Madeleines de Commercy - St Michel - 300g,3023479002006,300 g,['St Michel'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Madeleines']","['Plein air', 'Œufs de poules élevées en plein air', 'Fabriqué en France', 'Pur beurre']",['Magasins U'],['France'],"['Farine de blé', 'beurre pâtissier ', '25 %', 'sucre', 'œufs de poules élevées en plein air ', '23 %', 'stabilisant : sorbitols', 'poudres à lever: diphosphates et carbonates de sodium ', 'blé', ""extrait de malt d'orge"", 'dextrose', 'arôme naturel']","['E420 - Sorbitol', 'E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium']","['Œufs', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,27 g,en quantité élevée,18 g,en quantité élevée,24 g,en quantité élevée,0.48 g,en quantité modérée,?,,472,+7%,1975 kj(472 kcal),+7%,27,+18%,18,+160%,51,-3%,24,-13%,"5,6",-1%,"0,48",-41%,"0,192",-41%,21,+14%,E,+14%,B,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,"['Sachet', 'Plastique']","['France', 'Commercy']",Madeleines pur beurre,,,,,,,
1713,Ma crème pâtissière express - Dr. Oetker - 120g,3027030025305,120 g,"['Dr. Oetker', 'Ancel']","['Aides culinaires', 'Préparations pour desserts', 'Préparations pour pâtisseries']",['Sans conservateurs'],['Magasins U'],['France'],"['sucre', 'amidon', 'épaississant: gomme xanthane', 'colorants : bêta-carotène - riboflavine', 'arôme']","['E415 - Gomme xanthane', 'E160ai - Bêta-carotène', 'E101i - Riboflavine']",,"[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",4,,,,,,,,,507,,?,,507 kj(121 kcal),-63%,"1,8",-49%,"1,3",-10%,"23,3",-63%,"17,1",-47%,"2,6",-40%,"0,102",-72%,"0,041",-72%,,,,,,,,,,,,,"['Boite', 'Carton', 'Sachets']",,Préparation pour crème pâtissière,,,,,,,
1714,Canapés Rond Fruits De Mer - Jacquet - 250g,3029330049388,250 g,['Jacquet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de seigle']",,,['France'],[],,,[],,4 g,en quantité modérée,0.6 g,en faible quantité,3.7 g,en faible quantité,1.1 g,en quantité modérée,1168,+27%,278,+20%,1168 kj(278 kcal),+21%,4,+103%,"0,6",+76%,50,+20%,"3,7",+26%,"7,8",+13%,"1,1",-4%,"0,44",-4%,-2,-282%,A,-282%,B,51.1%,24.1%,13.7%,10.1%,1.0%,0.0%,94,,,Canape toasts,,,,,,,
1715,Velouté (Nature) 16 Pots - Danone - 2kg [2x (8x 125g)],3033490179861,2 kg [2 x (8 x 125 g)],"['Danone', 'Velouté']","['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Frais', 'Yaourts', 'Yaourts nature', 'Yaourts brassés', 'Yaourts brassés nature', 'Yaourts entiers']",['Source de calcium'],['Auchan'],['France'],"['Lait entier ', '61,1 %', 'lait écrémé concentré ou en poudre', 'crème', 'ferments lactiques']",,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,3.5 g,en quantité modérée,1.8 g,en quantité modérée,6.6 g,en quantité modérée,0.152 g,en faible quantité,318,+1%,?,,318 kj(76 kcal),-3%,"3,5",-25%,"1,8",-40%,"6,6",+40%,"6,6",+50%,"4,5",+12%,"0,152",+26%,"0,061",+26%,0,-100%,B,-100%,B,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,"['Frais', 'Pot', 'Plastique', 'Opercule', 'Papier', 'Etui', 'Carton']","['Danone Produits Frais France (DPFF) - 60 Impasse du Pan Perdu - Les Verchères - 38540 Saint-Just-Chaleyssin', 'Isère', 'Rhône-Alpes', 'France']",Yaourt brassé nature au lait entier,,"['FR 38.408.002 CE', 'Saint-Just-Chaleyssin (Isère, France)']",http://www.danoneetvous.com/Mes-Marques/VELOUTE/Nature/Nature,,,,
1716,Velouté Fruix - Danone - 2kg (16pots),3033491315978,2kg (16 pots),['Danone'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits']",,,['France'],"['yaourt ', 'lait', ' ', '84,6% ', 'sucre ', '8,2 % en moyenne', 'fruits ', '5%', ' ', 'abricot', 'framboise', 'fraise', 'pêche', 'épaississant ', 'E1422', ""correcteurs d'acidité "", 'E330', 'E331', 'concentrés de carotte et de pomme ', 'dans variétés pêche et abricot', 'concentrés de carotte et de carotte pourpre ', 'dans variété fraise', 'concentré de carotte pourpre ', 'dans variété framboise', 'arômes']","['E1422 - Adipate de diamidon acétylé', 'E330 - Acide citrique', 'E331 - Citrates de sodium']",['Lait'],['Non végétalien'],4,2.9 g,en faible quantité,2 g,en quantité modérée,13 g,en quantité élevée,0.13 g,en faible quantité,?,,94,-6%,393 kj(94 kcal),-5%,"2,9",-7%,2,+1%,"13,4",0%,13,+5%,"3,4",-7%,"0,13",+14%,"0,052",+14%,2,-28%,B,-28%,C,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,['pots en plastique'],,,,,,,,,
1717,Light & Free Fraise et fraise des bois - Danone - 120g,3033491331336,120 g,['Danone'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']","['Nutriscore', 'Nutriscore A']",['Leclerc'],['France'],"['Lait écrémé ', 'Origine: France', 'fraise ', '8,4%', 'crème ', 'lait', ' ', 'Origine: France', 'sucre de canne ', '3,2%', 'lait écrémé concentré ou en poudre ', 'Origine:UE', 'fraise des bois ', '1,2%', 'protéines de lait', 'amidons', 'épaississant ', 'pectine', 'akènes de fraise', 'arômes', 'concentré de carotte', ""correcteurs d'acidité "", 'acide citrique', 'citrate de sodium', 'ferments lactiques ', 'lait']","['E440 - Pectines', 'E330 - Acide citrique', 'E331 - Citrates de sodium']",['Lait'],['Non végétalien'],4,1.2 g,en faible quantité,0.8 g,en faible quantité,8 g,en quantité modérée,0.14 g,en faible quantité,?,,63,-32%,264 kj(63 kcal),-31%,"1,2",-63%,"0,8",-61%,9,-18%,8,-21%,"3,9",+3%,"0,14",+22%,"0,056",+22%,-1,-133%,A,-133%,,,,,,,,,,,,,,,,,,
1718,P'tit onctueux au fromage blanc saveur nature sucré - Nestlé - 400g (4x100g),3033710023936,400g (4x100g),"['Nestlé', ""P'tit Onctueux"", 'Nestlé bébé', 'bébé nestlé']","['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Aliments pour bébé', 'Desserts lactés', 'Goûters et desserts pour bébé', 'Fromages blancs', 'Desserts lactés pour bébé', 'Dès 6 mois', 'Fromages blancs natures']","['Arômes naturels', 'Nouvelle recette', 'Sans colorants', 'Sans conservateurs']","['intermarché', 'Magasins U']",['France'],"['lait fermenté 35% ', 'lait entier', 'ferments lactiques', 'eau', 'fromage blanc au lait écrémé pasteurisé 15%', 'crème', 'sucre', 'amidons', 'concentré de protéines du lait', 'acidifiant : acide citrique', 'arôme naturel ', 'lait', 'épaississant : farine de graines de caroube']","['E330 - Acide citrique', 'E410 - Gomme de caroube']",['Lait'],['Non végétalien'],4,,,,,,,,,346,-14%,?,,346 kj(83 kcal),-12%,3,+1%,"1,9",+8%,"10,7",-21%,"7,4",-21%,"2,9",-1%,"0,06",-37%,"0,024",-37%,,,,,C,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,"['Carton', 'Pots', 'Plastique']",,Aliment pour bébés,,"['FR 88.011.001 CE', 'Arches (Vosges, France)']",,,,,
1719,Cocapic - Nestlé - 375g,3033710061983,375 g,"['Nestlé', 'Chocapic']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales au chocolat']",,,"['France', 'Maroc']","['Céréales 62,4% ', 'blé complet 31,8%', 'farine de blé', 'semoule de maïs', 'chocolat en poudre 22,5% ', 'sucre', 'cacao en poudre', 'sucre', 'sirop de glucose', ""extrait de malt d'orge"", 'huile végétale', 'émulsifiant ', 'lécithine de tournesol', 'sel', 'arômes']",['E322i - Lécithine'],['Gluten'],"[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",4,4.5 g,en quantité modérée,1.8 g,en quantité modérée,28.7 g,en quantité élevée,0.381 g,en quantité modérée,1645,-7%,389,-7%,1645 kj(389 kcal),-7%,"4,5",-56%,"1,8",-44%,"75,7",+7%,"28,7",+14%,"8,2",+3%,"0,381",-25%,"0,152",-25%,7,-30%,C,-30%,B,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,"['Plastique', 'Carton']",,Céréales au chocolat,['France'],,,,,,
1720,Soupe tomates et vermicelles - Liebig - 1L,3036811365578,1 L,['Liebig'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Légumes et dérivés', 'Tomates et dérivés', 'Soupes', 'Veloutés', ""Plats préparés d'origine végétale"", 'Soupes de légumes', 'Veloutés de légumes', 'Plats préparés à réchauffer au micro-ondes', 'Veloutés de tomates', 'Potages']",,"['Auchan', 'Magasins U']",['France'],"['Légumes 68 % ', 'jus de tomates à base de concentré 41 %', 'carotte', 'oignon', 'pomme de terre', 'céleri', 'poireau', 'eau', 'vermicelles cuits 8 % ', 'semoule de blé', ""blanc d'œuf"", 'sel', 'amidon transformé de maïs', 'huile de colza', 'sucre', 'beurre de cuisine', 'exhausteur de goût : E621', 'arôme', 'piment de Cayenne']","['E14XX - Amidons modifiés', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']","['Céleri', 'Œufs', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien']",4,0.9 g,en faible quantité,0.2 g,en faible quantité,1.9 g,en faible quantité,0.78 g,en quantité modérée,?,,35,-62%,146 kj(35 kcal),-54%,"0,9",-43%,"0,2",-67%,"4,9",-60%,"1,9",-20%,"1,2",-33%,"0,78",-51%,"0,312",-51%,-3,-278%,A,-278%,A,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,"['Brique', 'Carton']",,Soupe tomates et vermicelles,,,,,,,
1721,Legumes Kiri - Liebig - 2x30cl,3036811366940,2x30cl,['Liebig'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', 'Soupes froides']",['Liebig'],['Magasins U'],['France'],"['légumes 50% ', 'carotte 15,7%', 'jus de tomates à base de concentré 14,7%', 'pomme de terre 11%', 'oignon', 'poireau', 'potiron', 'petits pois', 'céleri-rave', 'eau', 'fromage blanc fondu Kiri@ 3,1% ', 'fromage blanc', 'crème', 'protéines de lait', 'sels de fonte : polyphosphates', 'phosphates et citrates de sodium', 'acide citrique', 'sel', 'amidon transformé de maïs', 'beurre de cuisine', 'sucre', 'sel', 'arômes ', 'contient : lait', "" Peut contenir des traces de blé et d'œuf""]","['E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E14XX - Amidons modifiés']","['Céleri', 'Lait']",['Non végétalien'],4,2.7 g,en faible quantité,1.7 g,en quantité modérée,2.3 g,en faible quantité,0.7 g,en quantité modérée,?,,54,+26%,226 kj(54 kcal),+24%,"2,7",+6%,"1,7",+309%,"5,7",+63%,"2,3",-8%,1,+22%,"0,7",+4%,"0,28",+4%,2,+65%,B,+65%,A,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,['brique de 30cl'],,,,,,,,,
1722,L'Absolu Pavés de Rumsteck à l'Echalote - Socopa - 240g (2x 120g),3039050144430,240 g (2 x 120 g),['Socopa'],"['Viandes', 'Bœuf']","['Viande Française', 'Riche en protéines', 'Source de fer', 'Viande-bovine-francaise']",['Carrefour'],['France'],"['Viande bovine 89%', 'eau', 'sel', 'maltodextrine', 'sucre', 'plantes aromatiques ', 'dont échalote : 0', '1%', ' sucre caramélisé', 'épices', 'acidifiants : E262', 'E330', 'E331', 'arômes', 'fibres végétales', 'antioxydants : E300', 'E301', ""extrait d'épices""]","['E262 - Acétates de sodium', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E300 - Acide ascorbique', 'E301 - Ascorbate de sodium']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,2.1 g,en faible quantité,0.7 g,en faible quantité,0.6 g,en faible quantité,1.12 g,en quantité modérée,?,,109,-39%,456 kj(109 kcal),-39%,"2,1",-78%,"0,7",-82%,"1,4",+32%,"0,6",+38%,21,+4%,"1,12",+1%,"0,448",+1%,0,-100%,B,-100%,,,,,,,,,"['Barquette', 'Plastique', 'Sous atmosphère protectrice']",['France'],Préparation de rumsteck de bovin attendri mariné,['France'],"['FR 72.080.002 CE', 'Cherré (Sarthe, France)']",,,,,
