,name,bar_code,eco_score,categories,ingredients_origins,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,traceability_code,quantity,additives,labels,allergens,brand_owner,packaging,markets,generic_name,manufacturing,link,palm_ingredients
303,Vegetable Samosas,5060262180792,,,,['France'],[],[],?,,273,,14,,31,,"4,3",,,,,,,,,1142 kj(273 kcal),"2,4","2,1",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Orsetti,8003440107263,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Macaron cafe,3760285640014,D,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",,['France'],[],[],?,,416,-2%,15,-16%,61,+10%,"8,1",-5%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,1741 kj(416 kcal),"3,9",54,"0,3","0,12",,-2%,-14%,+7%,+110%,+110%,19,+8%,E,+8%,,15 g,en quantité modérée,3.9 g,en quantité modérée,54 g,en quantité élevée,0.3 g,en quantité modérée,,,,,,,,,,,,
306,Cortado en cuñitas,2350320003327,,,,['France'],[],[],?,,418,,35,,17,,24,,,,,,,,,1749 kj(418 kcal),25,"0,5","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,['Point Vert'],,,,,,,,
307,Filet saumon - Edeka - 2x 125g,4311501496350,E,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Saumons', 'Filets de saumon']",,['France'],[],[],?,,107,-40%,3,-71%,0,-100%,20,-1%,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,448 kj(107 kcal),1,0,"0,13","0,052",['Edeka'],-39%,-43%,-100%,-79%,-79%,-4,-583%,A,-583%,,3 g,en quantité modérée,1 g,en faible quantité,0 g,en faible quantité,0.13 g,en faible quantité,"['MSC-C-50241', 'FSC-C129544']",2 x 125 g,,"['Pêche durable', 'Pêche durable MSC']",,,,,,,,
308,TUrkish Delignt - Marmara,4012625490216,,,,['France'],[],[],?,,83,,"0,06",,86,,"0,04",,,,,,,,,347 kj(83 kcal),"0,06","75,08",0,0,['Marmara'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Tomme de Savoie IGP 30%,0200269025398,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Produits de montagne', 'Fromages de montagne', 'Tommes', 'en:tomme-cheese-from-mountain-or-savoy']",,['France'],[],[],?,,?,,?,,?,,?,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,buns au surimi,0200647025583,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,11636762,11636762,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Strawberry,5690527910804,,,,['France'],[],[],?,,84,,"0,2",,11,,"9,2",,,,,,,,,351 kj(84 kcal),"0,1",11,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,SASHIMI QUALITY SALMON LOIN -,2403050068682,,,,['France'],"['Saumon ', 'poisson', ' frais élevé en Norvège']","['Non végétalien', 'Non végétarien']",?,,209,,"13,6",,0,,"20,9",,,,,,,,,874 kj(209 kcal),"2,6",0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,['Poisson'],,,,,,,
314,Épices pour pain d'épices - Moulin des moines,3347430018111,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices']",,['France'],"['canelle en poudre', 'clou de girofle', 'badianne']",[],?,,?,,?,,?,,?,,,,,,,,,,,,,,['Moulin des moines'],,,,,,,,,,1,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agrilcuture non UE']",,,"['Bocal en verre', 'Bouchon en métal']",,,,,
315,Vitamin water,3800103432213,,,,['France'],[],[],?,,18,,"0,5",,"4,2",,"0,5",,,,,,,,,75 kj(18 kcal),"0,1","4,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Thé vert mangue ananas citron - Artisans du monde,3413880015526,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",,['France'],"['Thé vert 93%', 'arômes naturels de mangue 2%', ""d'ananas 1% et huile essentielle de citron 0,5%"", 'Morceaux de mangue', 'pétales de bleuets']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,,?,,?,,?,,?,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,['Artisans du monde'],,,,,,,,,,4,,,,,,,,,,,,,,,['Alu'],,,,,
317,"Barre prot Opti-lean , Salted Caramel,",5060469982182,,,,['France'],[],[],?,,1,,1,,1,,1,,,,,,,,,4 kj(1 kcal),1,1,"0,83","0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Pancakes natures - Auchan - 360g,3596710374953,,['Pancakes'],,['France'],[],[],?,,350,+15%,16,+73%,44,+7%,"6,5",-29%,,,,,,,,1464 kj(350 kcal),"2,2",16,"1,13","0,452",['Auchan'],+15%,+11%,-1%,+12%,+12%,14,+28%,D,+28%,,16 g,en quantité modérée,2.2 g,en quantité modérée,16 g,en quantité élevée,1.13 g,en quantité modérée,,360 g,,,,,,['Auchan'],,,,
319,Graine de chia - NJ Import Export - 100g,3760238821644,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Chia']",,['France'],['Graines de chia'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,?,,?,,?,,?,,88.0%,0.0%,4.6%,2.4%,3.1%,1.9%,35,,,,,,['NJ Import Export'],,,,,,,,,,1,,,,,,,,,,100 g,,,,,['Sachet'],,,,,
320,Organic English breakfast tea,0722301833940,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés noirs']",,['France'],[],[],?,,?,,?,,?,,?,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Blancs D'oeufs Séchés Gallia,3700434800081,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Barre cacahuète et baies - Meridian - 40g,5060132282304,,"['Snacks', 'Snacks sucrés', 'Barres', 'Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']",,['France'],"['Peanuts ', '52%', 'Brown Rice Malt,Cranberries ', '10% Brown Rice Bran', 'Dried Raspberries ', '39%6', 'Grape Juice Concentrate', 'Rice Starch', 'Emulsifier: Sunflower Lecithin', 'Natural Flavouring']",['Sans huile de palme'],?,,465,+25%,"25,9",+99%,"39,3",+20%,"15,2",-48%,,,,,,,,1946 kj(465 kcal),"4,6","25,8","0,06","0,024",['Meridian'],+26%,-22%,+94%,-88%,-88%,8,-22%,C,-22%,4,25.9 g,en quantité élevée,4.6 g,en quantité modérée,25.8 g,en quantité élevée,0.06 g,en faible quantité,,40 g,['E322i - Lécithine'],"['en:gluten-free', 'Riche en protéines', 'en:palm-oil-free']",['Arachides'],,['Plastique'],,Barre cacahuète et baies,['UK'],,
323,Cho-chocolat,3770012185008,,,,['France'],[],[],?,,468,,29,,38,,12,,,,,,,,,1958 kj(468 kcal),"5,5",22,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Natur compota de manzana golden - Hero baby,8410175050724,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme']",,"['France', 'Espagne']",[],[],?,,64,-2%,"0,1",-70%,"14,7",+3%,"0,5",+33%,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,268 kj(64 kcal),0,"11,7","0,03","0,012",['Hero baby'],-2%,-100%,-10%,+253%,+253%,-3,,A,,,0.1 g,en faible quantité,0 g,en faible quantité,11.7 g,en quantité modérée,0.03 g,en faible quantité,,,,,,,,,,,,
325,3 magrets de canard du Sud-Ouest - La Truffe - 1119g,2261535110000,E,"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille', 'Plats au canard', 'Canards', 'Magrets de canard']",,['France'],['Magrets de canard du sud-ouest'],[],?,,?,,?,,?,,?,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,['La Truffe'],,,,,,,,,,,,,,,,,,,,1119 g,,['IGP'],,,['Plastique'],,,,,
326,Lentilles mijotees,3395071114006,,,,['France'],[],[],?,,108,,"3,72",,"14,68",,"6,27",,,,,,,,,452 kj(108 kcal),"0,66","2,17","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Beurre lait cru,2760186002851,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Plantain bites,5060230930268,,,,['France'],[],[],?,,524,,32,,49,,7,,,,,,,,,2192 kj(524 kcal),19,40,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Lamelles de gingembre confites enrobées de chocolat noir - Chevaliers d'Argouges,3421371522040,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Confiseries aux fruits', 'Fruits enrobés de chocolat', 'Gingembrettes']",,['France'],"['lamelles de gingembre confites 60% ', 'gingembre', 'sucre de canne', 'pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant : lécithine de soja', ' Traces éventuelles de fruits à coque', 'lait et gluten', ' Chocolat noir 40% ', 'cacao : 70% minimum']","['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",?,,430,-1%,17,-3%,60,+0%,"5,1",+17%,,,,,,,,1799 kj(430 kcal),10,58,"0,04","0,016","[""Chevaliers d'Argouges""]",-1%,-7%,+3%,+44%,+44%,24,+4%,E,+4%,4,17 g,en quantité modérée,10 g,en quantité élevée,58 g,en quantité élevée,0.04 g,en faible quantité,,,['E322i - Lécithine'],,,,,,,,,
330,Dragées d'amande,3322210303250,,,,['France'],[],[],?,,435,,"11,6",,76,,"5,6",,,,,,,,,1820 kj(435 kcal),"0,9",73,"0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Relax white,8026365719106,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Filet de poulet blanc,0253072087442,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,['France'],[],[],?,,104,-21%,13,+351%,0,-100%,23,+1%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,435 kj(104 kcal),"0,4",0,"0,11","0,044",,-20%,-46%,-100%,-85%,-85%,-4,,A,,,13 g,en quantité modérée,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,,,,,,,,,,,,
333,Galette de riz,5013665113393,,,,['France'],[],[],?,,495,,"24,1",,"61,1",,"6,7",,,,,,,,,2071 kj(495 kcal),"16,2","28,3","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Mendiants Noirs,3760044310110,,,,['France'],[],[],?,,604,,38,,57,,5,,,,,,,,,2527 kj(604 kcal),"21,93","36,06","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Pitta chips,5050665033405,,,,['France'],[],[],?,,470,,18,,65,,11,,,,,,,,,1966 kj(470 kcal),"1,9","2,9","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,You Are One In A Melon,2099950516745,,,,['France'],[],[],?,,335,,0,,78,,"6,2",,,,,,,,,1402 kj(335 kcal),0,53,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Mini gôuters ronds parfum fraise,3222475415760,,,,['France'],[],[],?,,427,,13,,71,,6,,,,,,,,,1787 kj(427 kcal),1,31,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Pollen Sec Multifleurs Bio - L'Abeille Heureuse - 500g,6424383002101,,"['Produits de la ruche', 'Pollens']",,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,"[""L'Abeille Heureuse""]",,,,,,,,,,,,,,,,,,,,500g,,['Bio'],,,,,,,,
339,Cidre bio - Thomas Le Prince,3423182114001,D,"['Boissons', 'Boissons alcoolisées', 'Cidres']",,['France'],[],[],?,,126,+334%,0,-100%,"2,75",-41%,0,-100%,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,527 kj(126 kcal),0,"2,75",0,0,['Thomas Le Prince'],+325%,-100%,-16%,-100%,-100%,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,
340,Coriandre moulue,4027900381417,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Barres aux pruneaux & aloe vera,3595120007345,,,,['France'],[],[],?,,287,,"0,9",,64,,"2,4",,,,,,,,,1201 kj(287 kcal),"0,1",54,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Purée Pommes Vanille - Casino Bio,3222474198527,,,,['France'],[],[],?,,56,,0,,13,,0,,,,,,,,,234 kj(56 kcal),0,13,0,0,"['Casino Bio', 'Casino']",,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,['Casino'],,,,
343,Poitrine Fumée Sans Cartilage Qualité Supérieure,3154230055617,,,,['France'],[],[],?,,285,,"24,2",,"0,4",,"16,3",,,,,,,,,1192 kj(285 kcal),"9,4","0,4","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Bols round lollipop,9300800763930,,,,['France'],[],[],?,,591,,38,,2,,1,,,,,,,,,2473 kj(591 kcal),"3,4","0,8","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Escalopes de dinde,0287556016864,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,['France'],[],[],?,,?,,?,,?,,?,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Dragées - Jeff de Bruges,3660523310993,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Dragées']",,['France'],[],[],?,,494,+5%,"22,4",+24%,"65,9",-3%,"7,34",+20%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,2067 kj(494 kcal),"2,1","58,5","0,016","0,006",['Jeff de Bruges'],+5%,-58%,-6%,-32%,-32%,18,-9%,D,-9%,,22.4 g,en quantité élevée,2.1 g,en quantité modérée,58.5 g,en quantité élevée,0.016 g,en faible quantité,,,,,,,,,,,,
347,Pain aux noix -,2660024010508,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains aux noix']",,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Campagne céréale tranche,0208138009715,,,,['France'],[],[],?,,360,,"3,4",,68,,12,,,,,,,,,1506 kj(360 kcal),"0,3","1,8","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Pinoki Mini Sosis,4011259045762,,,,['France'],[],[],?,,296,,25,,4,,"13,6",,,,,,,,,1238 kj(296 kcal),25,"0,2","2,25","0,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Room yoghurt stracciatella,8717982000202,,,,['France'],[],[],?,,156,,10,,"12,8",,3,,,,,,,,,653 kj(156 kcal),"6,7","12,2","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Lait cru,0202104000003,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,La p'tite pastille,3156260031616,,,,['France'],[],[],?,,280,,0,,"49,7",,"1,3",,,,,,,,,1172 kj(280 kcal),0,"36,9","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,10 escalopes de dinde 120 g S/V,2163050012503,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,['France'],[],[],?,,0,-100%,"0,5",-62%,"0,5",-83%,24,+5%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,0 kj(0 kcal),"0,1",0,0,0,,-100%,-75%,-100%,-100%,-100%,-5,,A,,,0.5 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,,,,,,,,,
354,Pomme,3226120002503,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Croissant au Jambon,3181580232542,D,"['Plats préparés', 'Feuilleté salé', 'Croissants au jambon']",,['France'],[],[],?,,341,+36%,"13,5",-3%,"22,7",+6%,"6,4",-24%,69.6%,13.6%,5.7%,3.0%,1.7%,6.3%,51,1427 kj(341 kcal),"8,8","3,9","1,3","0,52",,+36%,+2%,+16%,+5%,+5%,17,+11%,D,+11%,,13.5 g,en quantité modérée,8.8 g,en quantité élevée,3.9 g,en faible quantité,1.3 g,en quantité modérée,,,,,,,,,,,,
356,100% vegetal,3570250024196,,,,['France'],[],[],?,,0,,"2,2",,"11,9",,6,,,,,,,,,0 kj(0 kcal),"0,1","2,5","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Le creme Carciofi,8018284900048,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Carotte rapée,0200801009381,B,"['Plats préparés', 'Légumes préparés', 'Carottes râpées', 'Carottes râpées assaisonnées']",,['France'],[],[],?,,34,-58%,0,-100%,"6,5",+7%,"0,8",-8%,62.4%,0.0%,0.0%,18.7%,12.9%,6.0%,98,142 kj(34 kcal),0,"5,5","0,1","0,04",,-57%,-100%,+9%,-85%,-85%,1,+125%,B,+125%,,0 g,en faible quantité,0 g,en faible quantité,5.5 g,en quantité modérée,0.1 g,en faible quantité,,,,,,,,,,,,
359,Thé blanc parfumé au Safran,3770011327058,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Mélange pep's,2600697033725,,,,['France'],[],[],?,,537,,39,,27,,15,,,,,,,,,2247 kj(537 kcal),3,26,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Bonbons soda orange,3103220041628,,,,['France'],[],[],?,,381,,"3,2",,87,,"1,3",,,,,,,,,1594 kj(381 kcal),2,65,"0,37","0,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Musli DZIECI,5902884460022,,,,['France'],[],[],?,,476,,"23,4",,"50,2",,"14,1",,,,,,,,,1992 kj(476 kcal),"5,5","12,5","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Sirop de fraise,3700644101145,B,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de fraise']",,['France'],[],[],?,,338,+26%,"0,104",+4%,"81,104",+15%,"0,428",+324%,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,1414 kj(338 kcal),"0,017","81,056","0,001",0,,+24%,-28%,+19%,-94%,-94%,,,,,,,,,,,,,,,,,,,,,,,,,
364,Suikerwerk,8716100533059,,,,['France'],[],[],?,,354,,"0,4",,83,,"2,7",,,,,,,,,1481 kj(354 kcal),"0,1",61,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Sirop pour orangeade,3265261304053,,,,['France'],[],[],?,,322,,0,,"78,7",,0,,,,,,,,,1347 kj(322 kcal),0,"78,7","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Sanddorneis,4260158886932,,,,"['France', 'Allemagne']",[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Filet poulet,3266980246129,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Barquette'],,,,,
368,Desmodium adscendens,3373020053859,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Tarte au sucre,0205113023759,,,,['France'],[],[],?,,291,,17,,29,,"5,9",,,,,,,,,1218 kj(291 kcal),"7,8","5,7","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Italian Lemon Cake Online - Torta Lemon GR.375 Bauli,8001720414834,,,,['France'],[],[],?,,384,,16,,53,,"6,8",,,,,,,,,1607 kj(384 kcal),"6,8",33,"0,52","0,208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Fromage de chèvre,3508530000035,E,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre']",,['France'],[],[],?,,?,,?,,?,,?,,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Sencha Supreme Green Tea,4001258005461,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",,['France'],[],[],?,,?,,?,,?,,?,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Verveine menthe poivree - Kusmi Tea,3585803000244,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,['Kusmi Tea'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,3021990135258,3021990135258,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Cubes de butternut,2868365018690,,,,['France'],[],[],?,,45,,"0,1",,"11,7",,1,,,,,,,,,188 kj(45 kcal),"0,1","2,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Galletas Crocante 3 Almendras Bio Sin Aceite De Palma 310,3760185730365,,,,['France'],[],[],?,,425,,"15,06",,"60,98",,"6,84",,,,,,,,,1778 kj(425 kcal),"7,86","30,76","0,37","0,148",,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,
377,Sorbet poire williams - La Boîte à Sorbets,3282210002051,,,,['France'],[],[],?,,111,,"0,5",,27,,"0,4",,,,,,,,,464 kj(111 kcal),"0,1",25,"0,01","0,004",['La Boîte à Sorbets'],,,,,,,,,,,,,,,,,,,,,,,,,"['Carton', 'Plastique', 'Surgelé']",,,,,
378,Buche de chevre,2488001016141,E,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre', 'Bûche de chèvre']",,['France'],[],[],?,,309,+8%,25,+9%,"2,9",+103%,18,-4%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,1293 kj(309 kcal),18,"0,5","1,5","0,6",,+8%,+12%,-15%,+6%,+6%,14,+1%,D,+1%,,25 g,en quantité élevée,18 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,,,,,,,,,,,,
379,Das Gesunde Plus Multivitamins For Children 20 Lozenges,4010355140777,,,,['France'],[],[],?,,243,,"0,6",,90,,0,,,,,,,,,1017 kj(243 kcal),"0,6","0,5","1,2","0,48",['Das gesunde Plus'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Evian Infused Thé blanc aromatisé pamplemouse & litchi,2068376118888,,,,['France'],[],[],?,,13,,"0,5",,"3,1",,"0,5",,,,,,,,,54 kj(13 kcal),0,3,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Filet de canard cru,2211110004194,D,"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",,['France'],[],[],?,,193,-2%,13,+3%,"0,3",-40%,19,-2%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,808 kj(193 kcal),"3,3","0,1","0,17","0,068",,-2%,-11%,-70%,-84%,-84%,0,-100%,B,-100%,,13 g,en quantité modérée,3.3 g,en quantité modérée,0.1 g,en faible quantité,0.17 g,en faible quantité,,,,,,,,,,,,
382,Torsades semi-complètes - Bio Village,3564707444453,,,,['France'],[],[],?,,345,,"1,8",,67,,13,,,,,,,,,1443 kj(345 kcal),"0,1","3,5","0,03","0,012","['Bio Village', 'Marque Repère']",,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,['Leclerc'],,,,
383,Almonds,5000169026755,,,,['France'],[],[],?,,565,,"49,9",,"9,1",,"21,2",,,,,,,,,2364 kj(565 kcal),"3,8","4,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Infusion,09997950,,,,['France'],[],[],?,,4,,0,,"0,5",,0,,,,,,,,,17 kj(4 kcal),0,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,5 a day per pot - The orange collection,5060307412109,,,,['France'],[],[],?,,40,,"1,7",,"4,9",,"0,7",,,,,,,,,167 kj(40 kcal),"0,1","3,7","0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Croutons de pain,3000010001803,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Croûtons']",,['France'],[],[],?,,222,-53%,"0,9",-96%,44,-25%,"7,2",-24%,87.8%,8.3%,1.9%,1.8%,0.2%,0.0%,35,929 kj(222 kcal),0,1,"1,1","0,44",,-53%,-100%,-73%,-44%,-44%,2,-86%,B,-86%,,0.9 g,en faible quantité,0 g,en faible quantité,1 g,en faible quantité,1.1 g,en quantité modérée,,,,,,,,,,,,
387,Mix color,2416344039824,,,,['France'],[],[],?,,30,,"0,35",,"11,05",,"0,72",,,,,,,,,126 kj(30 kcal),"0,04","9,84","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
