,name,bar_code,generic_name,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,nova_score,allergens,palm_ingredients,link
1484,Activai saveur vanille - Danone - 125g,3033491139277,,125g,,['Danone'],,,,,,,['France'],[],[],,,,,,,,,?,,95,,397 kj(95 kcal),,"3,1",,2,,"13,1",,"13,1",,"3,6",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,
1485,Actimel,3033491214462,,,,"['Actimel', 'Danone']","['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts au Bifidus', 'Yaourts à boire']",,,,,['Magasins U'],['France'],[],[],1.6 g,en quantité modérée,1.1 g,en quantité modérée,10.5 g,en quantité élevée,0.1 g,en faible quantité,?,,71,-13%,297 kj(71 kcal),-15%,"1,6",-44%,"1,1",-40%,"10,5",+1%,"10,5",+4%,"2,8",-24%,"0,1",-19%,"0,04",-19%,18,+1076%,E,+1076%,E,67.5%,13.2%,8.7%,6.1%,3.6%,1.0%,32,,,,,
1486,Yaourts 0% Cerise Ananas Citron Fraise Myrtille Pêche (12 pots + 4 gratuits) - Danone - 2kg (16 *125g),3033491215346,,2 kg (16 *125 g),"['Carton', 'Frais', 'Plastique']",['Danone'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts aux fruits avec morceaux', 'Yaourts allégés en matière grasse']",['Nouveau'],,,,,['France'],"['lait écrémé ', 'origine : France', 'lait écrémé concentré ou en poudre ', 'origine : UE', 'fruits ', '6,3 % en moyenne', ' ', 'myrtille', 'fraise', 'citron', 'cerise', 'ananas', 'pêche', 'épaississants ', 'amidon transformé', 'gomme xanthane', 'pectine', 'carraghénanes', ""jus d'ananas à base de concentré "", 'dans variété ananas', 'jus concentré de carotte noire ', 'dans variétés fraise et cerise', 'jus de citron à base de concentré ', 'dans variété citron', ""correcteurs d'acidité "", 'acide citrique', 'citrates de sodium', 'acide lactique', 'édulcorants ', 'acésulfame-K', 'sucralose', 'glycosides de stéviol', 'arômes', 'ferments lactiques ', 'lait', 'vitamine D']",['Non végétalien'],0.1 g,en faible quantité,0.05 g,en faible quantité,6.5 g,en quantité modérée,0.18 g,en faible quantité,?,,46,-45%,192 kj(46 kcal),-46%,"0,1",-95%,"0,05",-96%,"6,7",-44%,"6,5",-41%,"4,5",+24%,"0,18",+44%,"0,072",+44%,-1,-158%,A,-158%,B,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E440 - Pectines', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E270 - Acide lactique', 'E950 - Acésulfame K', 'E955 - Sucralose', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",4,['Lait'],,
1487,Yaourt Nature au lait entier - Danone - 270g (2x 135g),3033491223327,,270 g (2 x 135 g),"['Etui', 'Carton', 'Pot']",['Danone'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature', 'Yaourts entiers']",['Point Vert'],,['Espagne'],['ES 15.00181/V CE'],,['France'],"['lait entier ', '98', '6%', 'lait écrémé en poudre', 'crème ', 'lait', 'ferments lactiques ', 'lait']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4 g,en quantité modérée,2.4 g,en quantité modérée,4.1 g,en faible quantité,0.1 g,en faible quantité,?,,67,-26%,280 kj(67 kcal),-27%,4,+12%,"2,4",+5%,"4,7",-57%,"4,1",-60%,"3,1",-11%,"0,1",-10%,"0,04",-10%,1,-60%,B,-60%,B,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,,3,['Lait'],,
1488,Taillefine aux fruits 0% Cerise - Danone - 500g (4x 125g),3033491235719,"Yaourt brassé aux fruits, avec édulcorants, enrichi en vitamine D",500 g (4 x 125 g),['Pots'],['Danone'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts aux fruits avec morceaux']",,,,"['FR 32.464.040 CE', 'Villecomtal-sur-Arros (Gers, France)']",['Simply-Market'],['France'],"['Lait écrémé', 'lait écrémé concentré ou en poudre', 'cerise 8%', 'épaississants ', 'amidon transformé', 'pectine', ""correcteur d'acidité "", 'citrate de sodium', 'acide citrique', 'arômes', 'jus concentré de carotte noire', 'édulcorants ', 'acésulfame K', 'sucralose', 'ferments lactiques ', 'lait', 'vitamine D']","['Sans huile de palme', 'Non végétalien']",0.1 g,en faible quantité,0.05 g,en faible quantité,6.6 g,en quantité modérée,0.19 g,en faible quantité,198,-44%,?,,198 kj(47 kcal),-44%,"0,1",-95%,"0,05",-96%,7,-41%,"6,6",-41%,"4,4",+22%,"0,19",+52%,"0,076",+52%,-1,-158%,A,-158%,C,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"['E14XX - Amidons modifiés', 'E440 - Pectines', 'E331 - Citrates de sodium', 'E330 - Acide citrique', 'E950 - Acésulfame K', 'E955 - Sucralose']",4,['Lait'],,
1489,Taillefine 0% Mangue - Danone,3033491235757,,,,['Danone'],,,,,,,['France'],"['lait écrémé ', 'Origine France', 'lait écrémé concentré ou en poudre ', 'Origine: UE', 'mangue ', '7,7%', 'épaississants ', 'amidon transformé', 'pectine', 'arôme', 'concentré de carotte', 'édulcorants ', 'acésulfame-K', ""sucralose correcteurs d'acidité "", 'acide citrique citrates de sodium', 'ferments lactiques ', 'lait', 'vitamine D']",['Non végétalien'],,,,,,,,,?,,47,,197 kj(47 kcal),,"0,1",,"0,05",,"7,1",,"6,9",,"4,4",,"0,16",,"0,064",,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E440 - Pectines', 'E950 - Acésulfame K', 'E955 - Sucralose', 'E330 - Acide citrique']",4,['Lait'],,
1490,Danette billes 3 chocos,3033491312434,,,['Pot'],['Danette'],"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert', 'Desserts au chocolat', 'Crèmes dessert rayon frais', 'Crèmes dessert chocolat']",,,,"['FR 14.370.001 CE', 'Molay-Littry (Calvados, France)']",,['France'],[],[],4.2 g,en quantité modérée,2.7 g,en quantité modérée,19.2 g,en quantité élevée,0.2 g,en faible quantité,?,,146,+8%,611 kj(146 kcal),+9%,"4,2",-8%,"2,7",-6%,"22,9",+22%,"19,2",+20%,"3,5",-3%,"0,2",+33%,"0,08",+33%,5,+6%,C,+6%,B,72.7%,12.5%,5.4%,5.5%,3.0%,0.8%,77,,,,,
1491,yaourt citron - danone,3033491313653,,,,['Danone'],,,,,,,['France'],"['lait écrémé ', 'Origine France', 'lait écrémé concentré ou en poudre ', 'Origine:UE', 'pruneau ', '4,9%', ' réhydraté', 'épaississants ', 'amidon transformé', 'pectine', 'édulcorants ', 'acésulfame-K', 'sucralose', ""correcteurs d'acidité "", 'acide citrique', 'citrates de Sodium', 'arôme', 'ferments lactiques ', 'lait', 'vitamine D']",['Non végétalien'],,,,,,,,,?,,42,,176 kj(42 kcal),,"0,1",,"0,04",,"5,9",,"5,9",,"4,4",,"0,2",,"0,08",,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E440 - Pectines', 'E950 - Acésulfame K', 'E955 - Sucralose', 'E330 - Acide citrique', 'E331 - Citrates de sodium']",4,['Lait'],,
1492,Activia fruit,3033491314223,,,,['Activia'],,,,,,,['France'],[],[],,,,,,,,,?,,89,,372 kj(89 kcal),,"3,3",,"2,3",,"11,3",,11,,"3,3",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,
1493,Danette Saveur Spéculoos - Danone - 500g (4 * 125g),3033491332227,Crème dessert aromatisée Spéculoos - Danette Saveur Spéculoos,500 g (4 * 125 g),"['Frais', 'Pot', 'Plastique']",['Danone'],"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert']",['Point Vert'],,,,['Magasins U'],['France'],[],[],3 g,en quantité modérée,2 g,en quantité modérée,15.7 g,en quantité élevée,0.14 g,en faible quantité,?,,114,-12%,477 kj(114 kcal),-12%,3,-33%,2,-28%,19,+4%,"15,7",+3%,"2,8",-17%,"0,14",-9%,"0,056",-9%,4,-16%,C,-16%,,,,,,,,,,,,,
1494,Danpro - 1kg,3033491340536,Yaourt Nature - Le Nature,1 kg,"['Frais', 'Plastique']","['Danpro', 'Danone']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature']",['Produits destinés aux professionnels'],,['Portugal'],['PT ILT 40 CE'],,['France'],"['Lait entier', 'crème ', 'lait', 'lait écrémé en poudre ferments lactiques ', 'lait']",['Non végétalien'],4.2 g,en quantité modérée,2.9 g,en quantité modérée,5 g,en quantité modérée,0.2 g,en faible quantité,?,,75,+4%,314 kj(75 kcal),+5%,"4,2",+17%,"2,9",+25%,5,+3%,5,+13%,"4,2",+2%,"0,2",+67%,"0,08",+67%,1,+77%,B,+77%,B,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,,1,['Lait'],,http://www.pro.danone.fr/produits/danpro-le-nature-1kg
1495,Danette speculoos,3033491349096,,,,['Danette'],,,,,,,['France'],"['Crème DESSERT Aromatisée SAVEUR Spéculoos Ingrédients lait entier', 'sucre', 'épaississants ', 'carraghénanes', 'amidon modifié', 'perméat de petit lait ', 'lactosérum', ' en poudre', 'amidon', 'sucre cuit', 'phosphate dipotassique', 'arôme', ' Contient : lait']",['Non végétalien'],,,,,,,,,?,,114,,477 kj(114 kcal),,3,,2,,19,,"15,7",,"2,8",,"0,14",,"0,056",,,,,,,,,,,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E340ii - Phosphate dipotassique']",4,['Lait'],,
1496,Jambon pata negra 4 tranches - Labeyrie,3033610002000,,,,['Labeyrie'],,,,,,,['France'],"['jambon de porc ibérique', 'sel/ conservateurs : E250', 'E252', ' À conserver entre OOC et +80C', ' À consommer dans les 2 jours après ouverture']",[],,,,,,,,,?,,380,,1590 kj(380 kcal),,"28,1",,"11,2",,"0,5",,"0,4",,"31,3",,"3,2",,"1,28",,,,,,,,,,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,,,
1497,"Confit de canard du Sud-Ouest au sel des Landes - Labeyrie - 1280g, 700g (poids net égoutté)",3033610018209,Confit de canard du Sud-Ouest 4/6 cuisses,"1280 g, 700 g (poids net égoutté)","['Conserve', 'Métal']",['Labeyrie'],"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille', 'Plats au canard', 'Canards', 'Confits de canard']","['Nutriscore', 'Expérimentation Nutriscore', 'Expérimentation Nutriscore E', 'Nutriscore E', 'IGP']",,"['France', 'Sud-Ouest']",,,['France'],"['Cuisses de canard du Sud-Ouest', 'graisse de canard', 'sel des Landes ', '1,6%']","['Non végétalien', 'Non végétarien']",18 g,en quantité modérée,6.3 g,en quantité élevée,0 g,en faible quantité,2 g,en quantité élevée,1091,-2%,262,-8%,1091 kj(262 kcal),-8%,18,-15%,"6,3",-12%,0,-100%,0,-100%,25,+13%,2,+33%,"0,8",+33%,17,+11%,D,+11%,E,79.0%,12.3%,1.9%,2.6%,1.0%,3.3%,27,,,,,
1498,Labeyrie bloc foie gras canard,3033610021605,,,,['Labeyrie'],,,,,,,['France'],"['Foie gras de canard du Sud-Ouest', 'eau', 'sel', 'Armagnac', 'épices', 'sucre', 'antioxydant : E301', 'conservateur : E250']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,?,,511,,2138 kj(511 kcal),,53,,23,,2,,"1,6",,"6,4",,"1,1",,"0,44",,,,,,,,,,,,,,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,
1499,Lait d'amande - Bjorg,3033610037668,,,,['Bjorg'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de fruits à coque', ""Laits d'amande""]","['Bio', 'Source de calcium']",,,,,['France'],[],[],1 g,en faible quantité,1 g,en quantité modérée,1 g,en faible quantité,1 g,en quantité élevée,?,,1,-97%,4 kj(1 kcal),-97%,1,-53%,1,+303%,1,-73%,1,-64%,1,+16%,1,+1039%,"0,4",+1039%,4,+2621%,C,+2621%,E,82.5%,2.9%,5.0%,5.8%,2.9%,0.8%,27,,,,,
1500,Gésiers de canard Emincés confits - Labeyrie - 120g,3033610038399,,120 g,['Carton'],['Labeyrie'],"['Poissons et viandes et oeufs', 'Abats', 'Gésiers', 'Gésiers de canard']",,,,,,"['Afghanistan', 'France']","['Gésiers de canard du Sud-Ouest', 'graisse de canard', 'sel', 'conservateur : E250']","['Non végétalien', 'Non végétarien']",3.5 g,en quantité modérée,1.4 g,en faible quantité,0 g,en faible quantité,1.3 g,en quantité modérée,?,,164,-12%,686 kj(164 kcal),-11%,"3,5",-44%,"1,4",-32%,0,-100%,0,-100%,33,+15%,"1,3",-10%,"0,52",-10%,3,-52%,C,-52%,,,,,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",3,,,
1501,Bloc de foie gras de canard - Labeyrie,3033610039655,,,"['Barquette', 'Plastique', 'Etui', 'Carton']",['Labeyrie'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras', 'Foies gras cuits']",,,,,,['France'],[],[],53 g,en quantité élevée,23 g,en quantité élevée,1.6 g,en faible quantité,1.1 g,en quantité modérée,2104,-1%,?,,2104 kj(503 kcal),-1%,53,+1%,23,+2%,2,-13%,"1,6",+9%,"6,4",-9%,"1,1",-5%,"0,44",-5%,20,-2%,E,-2%,B,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,
1502,Bloc de foie gras de canard au muscat - Labeyrie,3033610039969,,,,['Labeyrie'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",['Transformé en France'],,,,,['France'],"['Foie gras de canard', 'eau', 'sel', 'vin de Muscat de Rivesaltes AOP ', '2%', 'épices', 'sucre', 'antioxydant : E301', 'conservateur : E250']","['Non végétalien', 'Non végétarien']",53 g,en quantité élevée,23 g,en quantité élevée,1.6 g,en faible quantité,1.1 g,en quantité modérée,?,,511,+4%,2138 kj(511 kcal),+5%,53,+5%,23,+7%,2,-6%,"1,6",+20%,"6,4",+5%,"1,1",-10%,"0,44",-10%,20,-2%,E,-2%,B,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",3,,,
1503,Foie gras dégustation - Labeyrie - 320g,3033610052791,,320 g,"['Bocal', 'Verre']",['Labeyrie'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers']",['IGP'],"['France', 'Sud-Ouest']",['France'],,,['France'],"['Foie gras de canard du Sud-Ouest', 'Jurançon', 'sel', 'épices', 'sucre', 'conservateur : E250']","['Non végétalien', 'Non végétarien']",55 g,en quantité élevée,23 g,en quantité élevée,1.9 g,en faible quantité,1.2 g,en quantité modérée,?,,534,+1%,2234 kj(534 kcal),+1%,55,+1%,23,-0%,"2,4",-1%,"1,9",+41%,"7,3",-3%,"1,2",+0%,"0,48",+0%,21,+1%,E,+1%,A,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",3,,,
1504,Magret de Canard Fumé au Bois de Hêtre - Labeyrie - 90g e,3033610060635,,90 g e,"['Carton', 'Plastique', 'Frais']",['Labeyrie'],"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille', 'Plats au canard', 'Canards', 'Magrets de canard', 'Magrets de canard fumés']","['Point Vert', 'Fabriqué en France', 'Fumé au bois de hêtre']",['France'],['France'],"['FR 40.261.001 CE', 'Saint-Geours-de-Maremne (Landes, France)']","['Migros', 'Magasins U']","['France', 'Suisse']","['Magret de canard', 'sel', 'poivre', 'épices', 'antioxydant: E301 conservateur: E250', 'ferments']","['Non végétalien', 'Non végétarien']",33 g,en quantité élevée,10 g,en quantité élevée,0.7 g,en faible quantité,2.7 g,en quantité élevée,1560,,?,,1560 kj(373 kcal),+6%,33,+11%,10,-4%,1,-14%,"0,7",-4%,19,-4%,"2,7",-11%,"1,08",-11%,23,-1%,E,-1%,D,78.4%,9.2%,2.0%,2.1%,1.0%,7.2%,27,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",3,,,
1505,Magret de canard du sud ouest en emincé - Labeyrie,3033610061441,,,,['Labeyrie'],"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille', 'Plats au canard', 'Canards', 'Magrets de canard']",['IGP'],,,,,['France'],"['Magret de Canard du Sud-Ouest', 'sel', 'poivre', 'épices', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium', 'ferments']",[],27 g,en quantité élevée,10 g,en quantité élevée,0.7 g,en faible quantité,2.7 g,en quantité élevée,?,,325,-4%,1360 kj(325 kcal),-4%,27,-8%,10,0%,"1,6",+28%,"0,7",+4%,19,+6%,"2,7",+64%,"1,08",+64%,23,+25%,E,+25%,E,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",3,,,
1506,Magret canard fumé Labeyrie - 90g,3033610061816,,90 g,"['Sous vide', 'Frais']",['Labeyrie'],"['Viandes', 'Volailles', 'Canards', 'Magrets de canard', 'Magrets de canard fumés']",['IGP'],,['France'],"['FR 40.261.001 CE', 'Saint-Geours-de-Maremne (Landes, France)']",['Carrefour'],"['Belgique', 'France']","['Magret de Canard du Sud-Ouest', 'sel', 'poivre', 'épices', 'antioxydant: ascorbate de sodium', 'conservateur: nitrite de sodium', 'ferments']",[],27 g,en quantité élevée,10 g,en quantité élevée,0.7 g,en faible quantité,2.7 g,en quantité élevée,1349,,?,,1349 kj(322 kcal),-8%,27,-9%,10,-4%,"1,6",+38%,"0,7",-4%,19,-4%,"2,7",-11%,"1,08",-11%,23,-1%,E,-1%,E,78.4%,9.2%,2.0%,2.1%,1.0%,7.2%,27,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",3,,,
1507,Saumon fume doux bio - Labeyrie,3033610064732,,,"['Frais', 'Sous vide']",['Labeyrie'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,['France'],"['FR 40.261.001 CE', 'Saint-Geours-de-Maremne (Landes, France)']",,['France'],[],[],12 g,en quantité modérée,2.5 g,en quantité modérée,0.6 g,en faible quantité,2.9 g,en quantité élevée,?,,198,+7%,828 kj(198 kcal),+7%,12,+14%,"2,5",+21%,"0,6",+21%,"0,6",+80%,22,-0%,"2,9",+3%,"1,16",+3%,14,+7%,D,+7%,D,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,
1508,Truite de france fumee - L'Atelier Blini,3033610067702,,,,"[""L'Atelier Blini""]","['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', 'Truites fumées']",,,,,,['France'],[],[],8.7 g,en quantité modérée,2.4 g,en quantité modérée,0.3 g,en faible quantité,2.9 g,en quantité élevée,?,,172,+5%,720 kj(172 kcal),+5%,"8,7",+11%,"2,4",+48%,"1,8",+333%,"0,3",+2%,23,+2%,"2,9",+5%,"1,16",+5%,14,+19%,D,+19%,E,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,,,,,
1509,Saumon fumé extra - L'atelier Blini,3033610067771,,,,"[""L'atelier Blini""]","['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage""]",,,,,,['France'],"['Saumon Atlantique ', 'Salmo salar', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",12 g,en quantité modérée,2.5 g,en quantité modérée,0.6 g,en faible quantité,2.9 g,en quantité élevée,828,+5%,?,,828 kj(198 kcal),+4%,12,+8%,"2,5",+16%,"0,6",+21%,"0,6",+69%,22,-0%,"2,9",+0%,"1,16",+0%,14,+4%,D,+4%,E,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,3,,,
1510,Saumon fumé extra - L'Atelier Blini,3033610069973,,,,['Blini'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",['Point Vert'],,,,,['France'],"['Saum« Ce saumon fumé extra Atelier B au sel sec et fumé de façon châtaigner', ' Il est garanti jamais SAUMON FUME ALA FICELLE AU BOIS DE CHÂTAIGNIER', ' Ingrédients atlantique ', 'Sïlmo salG', 'set À conserver entre - YC et +40C']",[],12 g,en quantité modérée,2.5 g,en quantité modérée,0.6 g,en faible quantité,2.9 g,en quantité élevée,?,,198,+7%,828 kj(198 kcal),+7%,12,+14%,"2,5",+21%,"0,6",+21%,"0,6",+80%,22,-0%,"2,9",+3%,"1,16",+3%,14,+7%,D,+7%,E,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,['Poisson'],,
1511,Salmón Ahumado - Labeyrie,3033610071129,,,,['Labeyrie'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,,,,,['France'],"['SAUMON atlantique ', 'Salmo A conserver entre - 30 C et t 4 oC', ' Pour préserver toutes les qualités de ce saurnon', 'nous vous conseillons de ne pas le congeler A consomrner dans les 48 heures']","['Non végétalien', 'Non végétarien']",12 g,en quantité modérée,2.5 g,en quantité modérée,0.6 g,en faible quantité,2.9 g,en quantité élevée,?,,198,+7%,828 kj(198 kcal),+7%,12,+14%,"2,5",+21%,"0,6",+21%,"0,6",+80%,22,-0%,"2,9",+3%,"1,16",+3%,14,+7%,D,+7%,E,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,['Poisson'],,
1512,Saumon fumé Le Norvège - Doux & Délicat - Labeyrie - 190g (5tranches minimum),3033610073284,"Saumon atlantique élevé en Norvège, fumé au bois de hêtre",190 g (5 tranches minimum),"['Frais', 'Plastique', 'Carton', 'Sous-vide']",['Labeyrie'],"['Produits de la mer', 'Poissons', ""Produits d'élevages"", 'Frais', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage"", ""Poissons d'élevage""]","['Certifié par Certiconfiance', 'Point Vert', 'Jamais congelé', 'Eco-Emballages', 'Engagement qualité LABEYRIE']",['Norvège'],"['Labeyrie (Filiale Labeyrie Fine Foods) - 39 Route de Bayonne', '40230 Saint-Geours-de-Maremne', 'Landes', 'Aquitaine', 'France']","['FR 40.261.001 CE', 'Saint-Geours-de-Maremne (Landes, France)']",['Banque alimentaire'],['France'],"['Saumon atlantique ', 'Salmo salar', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",12 g,en quantité modérée,2.5 g,en quantité modérée,0.6 g,en faible quantité,2.9 g,en quantité élevée,828,+38%,?,,828 kj(198 kcal),+23%,12,+39%,"2,5",+36%,"0,6",+67%,"0,6",+160%,22,+4%,"2,898",+43%,"1,159",+43%,14,+66%,D,+66%,D,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,3,,,http://www.labeyrie.com/les-collections/produit/saumon/les-classiques/norvege/81
