,name,bar_code,quantity,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,manufacturing,traceability_code,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,ingredients_origins,packaging,generic_name,markets,palm_ingredients,link,brand_owner
985,Mousse Saveur Crème Brûlée - Alsa,8722700057215,,['Alsa'],['France'],"['TEXTURE LÉGÈRE ET FONDANTE LUCHTIGE', 'SMEUiGE I Unilever Food Solutions www', 'ufs', 'com']",[],?,62,259 kj(62 kcal),"1,7","1,4",10,10,1,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Mangue et Épices Thaï - Maille,8722700057956,,['Maille'],['France'],['cidlfiane acide citrique'],[],?,170,711 kj(170 kcal),9,"0,6",15,7,6,"5,2","2,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,Salade & Apéritif Ail & Fines Herbes - Boursin,8722700058885,,['Boursin'],['France'],"['Lait et crème pasteurisés', 'ferments lactiques', 'ail et fines herbes ', '1,7%', 'sel ', '1,6%', 'stabilisant : E1442', 'poivre']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,406,1699 kj(406 kcal),40,27,4,3,"7,5","1,5","0,6",D,"['Snacks', 'Produits laitiers', 'Produits fermentés', 'Snacks salés', 'Apéritif', 'Produits laitiers fermentés', 'Fromages', 'Fromages pasteurisés', 'Fromages à la crème']",,,,['E1442 - Phosphate de diamidon hydroxypropyle'],4,40 g,en quantité élevée,27 g,en quantité élevée,3 g,en faible quantité,1.5 g,en quantité modérée,,+174%,+171%,+277%,+288%,-26%,-37%,+11%,+349%,+349%,17,+315%,D,+315%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Lait'],,,,,,,
988,Bouillon de legumes mediterraneen tablette - Knorr,8722700072904,,['Knorr'],['France'],"['sel', 'exhausteur de goût : glutamate de sodium', 'graisse de palme', 'légumes : 7,1% ', 'oignon', 'carotte', 'poivron rouge : 1,2%', 'chou-fleur„tomate : 0,4%', 'courgette : 0,4%', 'extrait de levure', 'fécule de pomme de terre', 'épices et aromates : 3,1% ', 'persil', 'origan', 'basilic', 'livèche', 'curcuma', 'fenouil', 'graines de CÉLERI', 'romarin', 'sucre', 'maltodextrine', 'arômes', 'lactose ', 'lait', ' Peut contenir : blé', 'œuf']","['Huile de palme', 'Non végétalien']",?,4,17 kj(4 kcal),"0,5","0,2","0,5","0,5","0,5","1,1","0,44",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Produits lyophilisés à reconstituer', 'Bouillons', 'Bouillons déshydratés', 'Bouillons de légumes', 'Bouillons de légumes déshydratés']",,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,-97%,-97%,-92%,-93%,-97%,-91%,-86%,-95%,-95%,,,,,,,,,,,,"['Céleri', 'Lait']",,,,,['Huile de palme'],,
989,St 3 Assiettes Secret Grand Mere Poireaux / PDT Knorr,8722700084136,,"['Knorr', 'Unilever']",['France'],[],[],?,520,2176 kj(520 kcal),36,22,37,10,10,"2,6","1,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,Sauce Moutarde - Knorr - 200ml,8722700090182,200 ml,['Knorr'],['France'],"['Crème 51%', 'eau', 'moutarde 14% ', 'eau', 'graines de MOUTARDE', 'vinaigre', 'sel', 'sucre', 'arôme', 'poivre', 'échalote 1,9%', 'vin blanc', 'sel', 'huile de tournesol', 'amidon de maïs modifié', 'vinaigre de vin blanc', ""jaune d'OEUF"", 'son de graines de MOUTARDE', 'curcuma', 'poivre de cayenne', 'extrait de levure', 'sirop de caramel', ""pâte d'ail"", 'épaississant ', 'E412', 'E415', 'émulsifiant E472e', 'arôme']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",853,?,853 kj(204 kcal),19,10,"5,1","2,6","2,4","1,8","0,72",,"['Epicerie', 'Sauces']","['Sans colorants artificiels', 'Sans colorants', 'Sans exhausteur de goût']",,,"['E412 - Gomme de guar', 'E415 - Gomme xanthane', ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras""]",4,19 g,en quantité modérée,10 g,en quantité élevée,2.6 g,en faible quantité,1.8 g,en quantité élevée,-4%,,-13%,+5%,+363%,-49%,-60%,-11%,-26%,-26%,18,+55%,D,+55%,,,,,,,,"['Œufs', 'Lait', 'Moutarde']",,['Plastique'],,,,,
991,Maizena Browniesmix,8722700113935,,['Maizena'],['France'],"['SE Ingredien', 'er: ', '325 ', '3,6%', 'E466j,fâ amne', ""El'50cIgàrkelsetmvahillim Kan Glasfl80 druwker,kakao bakpuller 5011 Kan innehallasparavmpkaggrhglutert""]",[],?,410,1715 kj(410 kcal),6,3,80,58,6,"0,44","0,176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,Mayonnaise de Dijon - Amora - 415g,8722700114185,415 g,['Amora'],['France'],"['Huiles végétales', ""jaune d'œufs de poule élevées en plein air 8%"", 'vinaigre de vin blanc', 'eau', 'moutarde de Dijon 5,3% ', 'eau', 'graines de moutarde', 'vinaigre', 'sel', 'acidifiant : acide citrique', 'sucre', 'sel', 'épaississant : E1422 et dextrine', 'arômes', 'colorants : extrait de paprika', 'lutéine ', 'extrait de tagète']","[""Pourrait contenir de l'huile de palme""]",2800,?,2800 kj(669 kcal),73,7,"2,5",1,"1,5","1,27","0,508",D,"['Epicerie', 'Sauces', 'Mayonnaises', 'Mayonnaises de Dijon']","['Plein air', 'Œufs de poules élevées en plein air']",,,"['E330 - Acide citrique', 'E1422 - Adipate de diamidon acétylé', 'E1400 - Dextrines', 'E160c - Extrait de paprika', 'E161b - Lutéine']",4,73 g,en quantité élevée,7 g,en quantité élevée,1 g,en faible quantité,1.27 g,en quantité modérée,+2%,,+4%,+4%,+10%,+9%,-31%,+9%,-14%,-14%,19,+1%,E,+1%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,['Moutarde'],,['Frais'],Mayonnaise,['Carrefour Market'],,,
993,Knorr Pasta e Lenticchie,8722700119173,,['Knorr'],['France'],"['Minestra preparata disidratata Ingredienti: lenticchie 49%', 'pasta alltuovo 33% ', 'semola di GRANO duro', 'UOVO', 'pomodoro sale', 'cipolle', 'SEDANO RAPA', 'estratto per brodo', 'estratto di lievito', 'olio extravergine di diva', 'zucchero', 'porri 0,6%', 'carote', 'cloruro di potassio', 'succhi vegetali concentrati ', 'SEDANO', 'carota', 'porro', 'cipolla', 'spezie ', 'aglio', 'pepe', 'piante aromatiche ', 'prezzemolo', 'salvia', 'rosmarino', 'aromi', ' Pub contenere latte e senape']",[],?,70,293 kj(70 kcal),"0,6","0,1",11,"1,3","3,9","0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,Moutarde préparée aux 3 Herbes Maille - 200ml,8722700120476,200 ml,['Maille'],['France'],"['Eau', 'vinaigre', 'graines de moutarde', 'sel', 'herbes aromatiques 3% ', 'ciboulette', 'persil', 'basilic', 'sucre', 'épices ', 'dont céleri', 'acidifiant : acide citrique', 'épaississant : gomme xanthane', 'arôme', 'conservateur : E224 ', 'sulfites', 'colorants : E131', 'E150C']",['Sans huile de palme'],?,?,,?,,?,,?,,,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,,,"['E330 - Acide citrique', 'E415 - Gomme xanthane', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E131 - Bleu patenté V', '', 'Risque modéré de sur-exposition', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']",4,,,,,,,,,,,,,,,,,,,,,,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,"['Moutarde', 'Anhydride sulfureux et sulfites']",,"['bocal verre', 'couvercle métal']",Moutarde,['Carrefour'],,,
995,Hot Ketchup - Amora - 280g e,8722700125297,280 g e,"['Amora', 'Unilever']",['France'],"['Tomates ', '170g de tomates pour 100g de ketchup', 'sucre', ""vinaigre d'alcool"", 'sel', 'fibres de citron', 'piment de Cayenne 0,4 %', 'oignon', 'ail', 'poivre noir', 'laurier']","['Sans huile de palme', 'Végétalien', 'Végétarien']",425,?,425 kj(102 kcal),"< 0,5","< 0,1",24,23,"1,2","1,8","0,72",B,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup', 'Ketchups épicés']",['Point Vert'],,,,3,0.5 g,en faible quantité,0.1 g,en faible quantité,23 g,en quantité élevée,1.8 g,en quantité élevée,-1%,,-3%,+105%,+57%,+6%,+17%,-8%,-10%,-10%,13,+7%,D,+7%,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,,"['Squeezer', 'Plastique']",,,,,
996,sauce Burger - Amora,8722700125334,,['Amora'],['France'],[],[],?,240,1004 kj(240 kcal),21,"3,5",12,7,1,"1,4","0,56",D,"['Epicerie', 'Sauces', 'Sauces burger']",,,,,,21 g,en quantité élevée,3.5 g,en quantité modérée,7 g,en quantité modérée,1.4 g,en quantité modérée,,-41%,-40%,-47%,+5%,0%,-24%,-16%,-25%,-25%,12,-28%,D,-28%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,
997,My Carte d'or chocolat,8722700130239,,"[""Carte d'Or"", 'Unilever']",['France'],[],[],?,99,414 kj(99 kcal),"7,6","6,6",28,26,"3,2","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,"Linéa, Thé Vert Ananas Et Hibiscus, 46 Grammes, Marque Lipton",8722700133407,,['Lipton'],['France'],[],[],?,2,8 kj(2 kcal),"0,1",0,"0,3","0,1","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,Linéa Thé Vert Et Agrumes 46 Grammes - Lipton,8722700133414,,['Lipton'],['France'],[],[],?,0,0 kj(0 kcal),0,0,"0,3",0,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Vinaigre Balsamique de Modène - Amora - 50cL,8722700137733,50 cL,['Amora'],['France'],"['Vinaigre de vin', 'moût de raisin concentré', 'moût de raisin cuit', 'colorant : caramel E150d', 'conservateur : E220 ', 'sulfites']",['Sans huile de palme'],?,?,,?,,?,,?,,,A,"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",,,,"[""E150d - Caramel au sulfite d'ammonium"", 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,,,,,,,,,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,['Anhydride sulfureux et sulfites'],,"['Bouteille', 'Verre']",,,,,
1001,Mayonnaise original - Hellmann's,8722700148890,,"[""Hellmann's"", 'Unilever']",['France'],[],[],?,561,2347 kj(561 kcal),61,"9,7",2,"1,4","0,7","1,1","0,44",D,"['Epicerie', 'Sauces', 'Mayonnaises']",,,,,,61 g,en quantité élevée,9.7 g,en quantité élevée,1.4 g,en faible quantité,1.1 g,en quantité modérée,,-8%,-8%,-8%,+57%,-26%,-4%,-43%,-17%,-17%,20,+12%,E,+12%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,
1002,Caldo para bifes -,8722700160809,,,['France'],[],[],?,330,1381 kj(330 kcal),23,15,19,"4,5",12,41,"16,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,Creamy asparagus soup,8722700169758,,,['France'],[],[],?,30,126 kj(30 kcal),"1,5","0,1",4,"0,6","0,8","0,69","0,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,Sauce roquefort - Knorr - 1L,8722700169864,1 L,"['Knorr', ""Garde d'Or"", 'Unilever Food Solutions']",['France'],"['Eau', 'Roquefort ', '13 %', ' ', 'FROMAGE', 'CRÈME fraîche', 'amidon modifié de maïs', 'huile de tournesol', 'émulsifiants ', 'E451i', 'E472e', 'cognac', 'arôme naturel ', 'dont LAIT', 'CÉLERI', 'extrait de levure', 'arôme ', 'dont LACTOSE', 'sel', 'ail', 'en pâte', 'épaississants ', 'gomme xanthane et gomme guar']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,125,523 kj(125 kcal),11,"5,3","4,2","0,5","3,2","1,5","0,6",D,"['Epicerie', 'Sauces', 'Sauces au fromage', 'Sauces au roquefort']",['Produits destinés aux professionnels'],,,"['E14XX - Amidons modifiés', 'E451i - TPP', ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E415 - Gomme xanthane', 'E412 - Gomme de guar']",4,11 g,en quantité modérée,5.3 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,,-33%,-33%,-36%,-27%,-5%,-72%,-20%,+32%,+32%,12,-8%,D,-8%,81.2%,10.0%,4.0%,2.5%,1.4%,1.0%,43,"['Céleri', 'Lait']",,"['Brique', 'Carton']",,,,,
1005,Lipton Thé Vert Fruits Des Tropiques Sachet x20,8722700172154,,['Lipton'],['France'],[],[],?,4,17 kj(4 kcal),0,0,"0,5",0,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,Carte D'or Tradition Buche Glacée Crème Brûlée Vanille Caramel 1l - 545g,8722700174257,545 g,"[""Carte d'Or""]",['France'],"['LAIT écrémé réhydraté', 'CRÈME', 'sucre', 'sirop de glucose-fructose', 'sirop de glucose', 'LACTOSE et protéines de LAIT', 'sirop de sucre caramélisé ', '2,3%', 'BEURRE concentré', ""jaune d'OEUF en poudre"", 'dextrose', 'beurre de cacao', 'feuille dorée en chocolat ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'arôme', 'émulsifiant ', 'lécithine de SOJA', 'colorants ', 'E171', 'E172', 'émulsifiants ', ""mono - et diglycérides d'acides gras"", ""phosphatides d'ammonium"", 'stabilisants ', 'farine de graines de caroube', 'gomme guar', 'carraghénanes', 'LAIT en poudre entier', 'arômes ', 'dont ORGE', 'LAIT', 'extrait de vanille', 'gousses de vanille épuisées broyées', 'LAIT en poudre écrémé ou concentré', 'colorants ', 'caroténoïdes', 'extrait de paprika', 'sucre roux', 'pâte de cacao', 'sel', ' Peut contenir : fruits à coque']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",469,112,469 kj(112 kcal),5,"3,3",15,14,"1,6","0,08","0,032",D,"['Desserts', 'Surgelés', 'Biscuits et gâteaux', 'Aliments et boissons de Noël', 'Desserts glacés', 'Gâteaux', 'Bûches de Noël', 'Bûches glacées']","['Point Vert', ""Fabriqué dans l'UE""]",,,"['E322i - Lécithine', 'E171 - Oxyde de titane', 'E172 - Oxyde et hydroxyde de fer', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E442 - Phosphatides d'ammonium"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E160 - Caroténoïdes', 'E160c - Extrait de paprika']",4,5 g,en quantité modérée,3.3 g,en quantité modérée,14 g,en quantité élevée,0.08 g,en faible quantité,-40%,-44%,-43%,-38%,-39%,-48%,-43%,-31%,-35%,-35%,7,-38%,C,-38%,79.8%,13.5%,2.6%,2.8%,1.4%,0.0%,41,"['Œufs', 'Gluten', 'Lait', 'Soja']",,['surgelé'],"Bûche glacée : crème glacée au caramel, crème glacée vanille, crème glacée parfum crème brûlée avec des morceaux de sucre caramélisés (3%), avec des copeaux cacaotés parfum caramel (0,5%), une sauce au caramel (0,5%) et une feuille dorée en chocolat (0,3%)",,,,
1007,Carte D'or Tradition Buche Glacée Coco Ananas Mangue 10 parts 1L - 545g,8722700174271,545 g,"[""Carte d'Or""]",['France'],"['eau', ""jus d'ananas à base de jus concentré "", '16%', 'LAIT écrémé réhydraté', 'sirop de glucose-fructose', 'sucre', 'purée de mangue à base de purée concentrée ', '5%', 'pâte de noix de coco ', '3%', 'sirop de glucose', ""morceaux d'ananas"", 'pâte de cacao', 'feuille dorée en chocolat ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'arôme', 'émulsifiant ', 'lécithine de SOJA', 'colorants ', 'E171', 'E172', 'stabilisants ', 'farine de graines de caroube', 'pectines', 'carraghénanes', 'gomme guar', 'amidon modifié', 'oligofructose', 'protéines de LAIT et LACTOSE', 'jus de citron concentré', 'émulsifiants ', ""mono - et diglycérides d'acides gras"", ""phosphatides d'ammonium"", 'colorants ', 'caroténoïdes', 'curcumine', 'arômes', 'BEURRE concentré', 'cacao maigre en poudre', 'LAIT en poudre écrémé', 'sel', ' Peut contenir : œuf', 'fruits à coque', 'blé']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",336,80,336 kj(80 kcal),"1,4","1,2",16,15,"0,6","0,02","0,008",D,"['Desserts', 'Surgelés', 'Aliments et boissons de Noël', 'Desserts glacés', 'Bûches de Noël', 'Bûches glacées']",['Point Vert'],,,"['E322i - Lécithine', 'E171 - Oxyde de titane', 'E172 - Oxyde et hydroxyde de fer', 'E410 - Gomme de caroube', 'E440 - Pectines', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E14XX - Amidons modifiés', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E442 - Phosphatides d'ammonium"", 'E160 - Caroténoïdes', 'E100 - Curcumine']",4,1.4 g,en faible quantité,1.2 g,en faible quantité,15 g,en quantité élevée,0.02 g,en faible quantité,-57%,-60%,-60%,-83%,-78%,-44%,-39%,-74%,-84%,-84%,5,-56%,C,-56%,79.8%,13.5%,2.6%,2.8%,1.4%,0.0%,41,"['Lait', 'Soja']",,,"Bûche glacée : glace noix de coco, sorbet ananas avec des morceaux d'ananas (1%), sorbet mangue, avec des copeaux de chocolat noir (0,5%), une sauce au chocolat (0,5%) et une feuille dorée en chocolat (0,3%) en décor.",,,,
1008,Sopa de cogumelos,8722700178828,,,['France'],[],[],?,32,134 kj(32 kcal),"1,4","0,1","3,7","0,5",1,"0,77","0,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,360ML 6 Magnum Mini Chocolat Noir Miko - 300g,8722700192091,300 g,['Magnum'],"['France', 'Suisse']","['Lait écrémé réhydraté', 'sucre', 'pâte de cacao', 'lactose et protéines de lait', 'huile de coco', 'beurre de cacao', 'sirop de glucose', 'beurre concentré', 'sirop de glucose-fructose', 'émulsifiants ', 'E471', 'lécithine de soja', 'E476', 'stabilisants ', 'E410', 'E412', 'E407', 'gousses vanille épuisées broyées', 'arôme naturel de vanille avec autres arômes naturels', 'arôme', 'colorant ', 'E160a', ' Sans gluten']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",1381,?,1381 kj(330 kcal),22,15,29,25,"3,8","0,09","0,036",,,['Sans gluten'],,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E160a - Carotènes mélangés']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Lait', 'Soja']",,,,,,,
1010,Marmite - 100g (5x20g),8722700199427,100g (5x20g),['Marmite'],['France'],[],[],1678,?,1678 kj(401 kcal),"33,6","22,2","1,2","0,1","24,4",2,"0,8",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Pâtes à tartiner à base de levures']",,,,,,33.6 g,en quantité élevée,22.2 g,en quantité élevée,0.1 g,en faible quantité,2 g,en quantité élevée,,,+66%,+1013%,+1497%,-93%,-95%,-10%,-65%,-65%,23,+85%,E,+85%,,,,,,,,,,,,,,,
1011,Préparation pour Pot de Crème à la Noix de Coco - Alsa - 740g e,8722700199496,740 g e,"['Alsa', 'Unilever']",['France'],"['Dextrose ', 'maïs', 'sucre', 'noix de coco râpée 8,6 %', 'amidon modifié ', 'maïs', 'gélifiant : carraghénanes', 'stabilisant : gomme xanthane', 'arômes']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",1700,?,1700 kj(406 kcal),6,5,87,83,"0,7","0,05","0,02",,"['Aides culinaires', 'Produits déshydratés', 'Préparations pour desserts', 'Produits lyophilisés à reconstituer', 'Préparations pour desserts lactés']",['Produits destinés aux professionnels'],,,"['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']",4,14 g,en quantité modérée,9 g,en quantité élevée,16 g,en quantité élevée,0.1 g,en faible quantité,,,+35%,+110%,+192%,+44%,+152%,-65%,-57%,-57%,13,,D,,,,,,,,,,,"['Carton', 'boîte']",Préparation pour Pot de Crème à la Noix de Coco,,,,
1012,Bte 20ST Infusion Parfumes Lipton,8722700205418,,['Lipton'],['France'],"['Réglisse : 70,5%', 'menthe verte : 23,5%', 'arôme', ' Contient de la réglisse', "" Les personnes souffrant d'hypertension doivent éviter toute consommation excessive"", ' Pomme Cannelle : Ingrédients : Eglantier', ""feuilles d'oranger"", 'arôme pomme-cannelle : 15,9%', 'cannelle : 8,8%', 'pomme : 5,7%', 'tilleul', 'chicorée', 'hibiscus', ' Fruits Rouges : Ingrédients : Eglantier', 'hibiscus', 'arôme fruits rouges : 15,2%', 'fruits : ', 'cerise', 'fraise', 'framboise', 'groseille et mûre sur maltodextrine', ' Agrumes : Ingrédients : Eglantier', ""écorces d'orange : 17,4%"", 'arôme : 14,8%', 'hibiscus', 'citronnelle', 'pomme', 'écorces de citron', 'de citron vert et de pamplemousse : 1,2%']",[],?,1,4 kj(1 kcal),0,0,0,0,0,0,0,,['Boissons'],,,,,4,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-98%,-98%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,1,-87%,B,-87%,,,,,,,,,,,,,,,
1013,B&J Shty Car C / Chew150ml - Ben & Jerry's,8722700207399,,"[""Ben & Jerry's""]",['France'],[],[],?,270,1130 kj(270 kcal),16,11,29,26,"3,5","0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,À l'Ancienne - Maille - 210g,8722700211143,210 g,['Maille'],"['France', 'Japon']","[""Vinaigre d'alcool"", 'graines de MOUTARDE', 'eau', 'sel', 'sucre', 'arôme naturel', 'acidifiant : acide lactique', 'conservateur : E224 ', 'SULFITES']",['Sans huile de palme'],?,190,795 kj(190 kcal),11,"0,5",10,"6,5","7,4","5,6","2,24",B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', ""Moutardes à l'ancienne""]",,,,"['E270 - Acide lactique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",4,11 g,en quantité modérée,0.5 g,en faible quantité,6.5 g,en quantité modérée,5.6 g,en quantité élevée,,+17%,+18%,-3%,-37%,+117%,+164%,+2%,+13%,+13%,13,+31%,D,+31%,55.3%,14.9%,23.7%,4.6%,1.5%,0.0%,73,"['Moutarde', 'Anhydride sulfureux et sulfites']",,"['Bocal', 'Verre']",,['Noz'],,,
1015,Sauce poivre vert - 200g,8722700218982,200 g,,['France'],[],[],?,?,,?,,?,,?,,,B,"['Epicerie', 'Sauces', 'Sauces au poivre', 'Sauces au poivre vert']",,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2%,32.8%,11.0%,7.9%,4.7%,3.3%,90,,,['Conserve'],,,,,
1016,Flacon Souple 510G Ketchup Nature Amora,8722700227045,,['Amora'],['France'],"['NTS : Purée de tomates mi-concentrée ', '59%', 'sucre', 'vinaigre', 'eau', 'sel', 'fibres de citron', 'arômes naturels,']",[],?,110,460 kj(110 kcal),0,0,23,23,"1,5","1,1","0,44",,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,Lipton Inf Nuit TRANQUIL2,8722700227960,,['Lipton'],['France'],"['Tilleul ', '35,3%', 'verveine', 'lavande', 'arôme ', '10,3%', 'camomille ', '5,9%', ""feuiles d'oranger "", '5,9%', 'mélisse']",[],?,4,17 kj(4 kcal),0,0,"0,5","0,5","0,5",0,0,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,Lipton yellow 100s - 1000g,8722700229964,1000 g,['Lipton'],['France'],[],[],?,4,17 kj(4 kcal),0,0,0,0,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Intermarché'],,,
1019,Jus de Veau Lié - Knorr - 900g,8722700235293,900g,['Knorr'],['France'],[],[],?,16,67 kj(16 kcal),"0,5","0,1","2,9","0,5","0,6","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,Bte 25ST The Earl Grey Rfa Lipton,8722700264811,,['Lipton'],['France'],[],[],?,2,8 kj(2 kcal),0,0,"0,5","0,5","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,BLLE 75CL VINAIGRE BALSAMIQUE MAILLE - 75cL,8722700266877,75 cL,,['France'],[],[],?,70,293 kj(70 kcal),"14,95",2,"17,03",8,"0,49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
