,name,bar_code,brand,categories,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,generic_name,quantity,packaging,manufacturing,traceability_code,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,ingredients_origins,link,palm_ingredients,brand_owner
1093,Queijo Flamengo - Auchan,5601002066701,['Auchan'],,['France'],[],,,[],,,,,,,,,,?,,333,,1393 kj(333 kcal),,27,,18,,"0,6",,"0,5",,22,,"1,2",,"0,48",,,,,,,,,,,,['Auchan'],,,,,,,,,,,,
1094,Morango - 40g,5601002077820,,,['France'],[],,,[],,,,,,,,,,?,,374,,1565 kj(374 kcal),,"0,1",,"0,1",,"83,6",,"78,2",,"0,2",,"1,86",,"0,744",,,,,,,,40 g,,,,,,,,,,,,,,,,
1095,Broas de Mel - Mmm !,5601002078537,"['Mmm !', 'Auchan']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au miel']",['France'],"['Miel', 'sucre', 'œufs', 'huile de tournesol', 'miel ', '4 %', 'lait', 'levure en poudre']",,"['Œufs', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,21 g,en quantité élevée,7.8 g,en quantité élevée,20 g,en quantité élevée,0.93 g,en quantité modérée,?,,432,+7%,1807 kj(432 kcal),+8%,21,+8%,"7,8",+2%,52,+5%,20,-28%,"6,8",+25%,"0,93",+53%,"0,372",+53%,20,+12%,E,+12%,,Produit de boulangerie au miel,,['Plastique'],,,['Auchan'],,,,,,,,['Produit en braille'],,,,
1096,Tartinable d'olive noires - Auchan,5601002080547,['Auchan'],,['France'],"[""Préparation à base d'olives noires à tartiner NUTRITIONNELLE PovR 1006""]",,,[],,,,,,,,,,?,,341,,1427 kj(341 kcal),,35,,"7,8",,3,,"2,5",,"0,9",,"0,44",,"0,176",,,,,,,,,,,,['Auchan'],,,,,,,,,,,,
1097,Tartinable de tomates - Mmm! - 90g,5601002080578,['Mmm!'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Tomates et dérivés', 'Tomates', 'Tomates en conserve']",['France'],"['Pré&ration à base de tomates à tartiner I ail et herbes ', 'orna iques', ' prépare avec 79g0de tomate Ì8Ôg', ' ', 'ECUARATloN PovR 1006']",,,[],,18.2 g,en quantité modérée,5.1 g,en quantité élevée,3.7 g,en faible quantité,1.46 g,en quantité modérée,?,,198,+539%,828 kj(198 kcal),+573%,"18,2",+5867%,"5,1",+10868%,4,-8%,"3,7",+1%,2,+49%,"1,46",+479%,"0,584",+479%,7,,C,,A,,90 g,['Bocal en verre'],,,,67.0%,0.0%,0.0%,15.7%,13.1%,4.3%,97,,,,,
1098,"Marinade a l'ail, au poivron et au vin blanc - 200g",5601002088741,,,['France'],[],,,[],,,,,,,,,,?,,35,,146 kj(35 kcal),,"0,2",,0,,5,,"4,5",,"1,8",,"13,75",,"5,5",,,,,,,,200 g,,,,,,,,,,,,,,,,
1099,Biscuits glacés de pate feuilletee - Auchan - 200g,5601002090850,['Auchan'],,['France'],[],,,[],,,,,,,,,,?,,524,,2192 kj(524 kcal),,28,,14,,61,,30,,6,,"0,63",,"0,252",,,,,,,,200 g,,,,['Auchan'],,,,,,,,['Fabriqué en Italie'],,,,
1100,Amandes,5601002094742,,,['France'],[],,,[],,,,,,,,,,?,,630,,2636 kj(630 kcal),,57,,"4,7",,"7,5",,3,,17,,"0,07",,"0,028",,,,,,,,,,,,,,,,,,,,,,,,
1101,Bolos com Pepitas de Chocolate,5601002103055,,,['France'],[],,,[],,,,,,,,,,?,,336,,1406 kj(336 kcal),,11,,7,,49,,"12,5",,9,,"0,53",,"0,212",,,,,,,,,,,,,,,,,,,,,,,,
1102,Cocktail,5601002107060,,,['France'],[],,,[],,,,,,,,,,?,,57,,238 kj(57 kcal),,"3,7",,"0,8",,"5,6",,"0,2",,"1,4",,"2,8",,"1,12",,,,,,,,,,,,,,,,,,,,,,,,
1103,Frutos secos Figo com Amêndoa - Auchan,5601002112767,['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés']",['France'],[],,,[],,8.5 g,en quantité modérée,0.9 g,en faible quantité,47.7 g,en quantité élevée,0.13 g,en faible quantité,?,,354,-37%,1481 kj(354 kcal),-37%,"8,5",-80%,"0,9",-84%,"47,7",+151%,"47,7",+421%,"5,2",-68%,"0,13",-61%,"0,052",-61%,14,+118%,D,+118%,,,,,,,['Auchan'],,,,,,,,,,,,
1104,Circus Cacao - Vieira,5601008200314,['Vieira'],,['France'],[],,,[],,,,,,,,,,?,,459,,1920 kj(459 kcal),,"15,4",,"7,8",,"72,8",,"28,4",,"6,2",,"1,45",,"0,58",,,,,,,,,,,,,,,,,,,,,,,,
1105,Tartelettes lait caramel - Vieira,5601008200901,['Vieira'],"['Tartes', 'Tartelettes', 'Tartelettes au caramel']",['France'],[],,,[],,21 g,en quantité élevée,11.6 g,en quantité élevée,33.2 g,en quantité élevée,0.6 g,en quantité modérée,?,,485,+2%,2029 kj(485 kcal),+3%,21,-11%,"11,6",-17%,69,+19%,"33,2",-3%,5,-11%,"0,6",+4%,"0,24",+4%,25,+5%,E,+5%,,,,,,,,,,,,,,,,,,,
1106,Tarteletes - Vieira,5601008200918,['Vieira'],,['France'],[],,,[],,,,,,,,,,?,,485,,2029 kj(485 kcal),,21,,"11,6",,69,,"33,2",,5,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,
1107,Goodies chocolat blanc - Vieira - 35*10 - 350g,5601008200963,['Vieira'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits secs', 'Biscuits au chocolat blanc', 'Biscuits nappés']",['France'],"['Enrobage chocolat blanc ', '45%', ' ', 'sucre', 'beurre de cacao', 'lait entier en poudre', 'lait écrémé en poudre', 'lactose', 'beurre concentré', 'émulsifiant ', 'lécithine de soja', 'arôme', ' Biscuit ', 'farine de blé', 'graisse végétale ', 'palme', 'sucre', 'sirop de glucose-fructose', 'cacao', 'agents levants ', 'bicarbonate de sodium', ""bicarbonate d'ammonium"", ""extrait de malt d'orge"", 'sel', 'émulsifiant ', 'lécithine de soja', 'arôme']","['E322i - Lécithine', 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium""]","['Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien']",4,23.7 g,en quantité élevée,13.8 g,en quantité élevée,41.9 g,en quantité élevée,0.8 g,en quantité modérée,?,,504,+1%,2109 kj(504 kcal),+1%,"23,7",-2%,"13,8",-1%,"65,8",+3%,"41,9",+16%,6,-1%,"0,8",+45%,"0,32",+45%,28,+16%,E,+16%,D,Biscuits enrobés de chocolat blanc,35*10 - 350 g,"['Sachet', 'Plastique']",,,['Noz'],80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,http://www.vieiradecastro.pt/en/produtos/bolachas/biscuits/goodies/goodies-chocolate-branco/,['Huile de palme'],
1108,Damadas - 7.05oz,5601008600152,,,['France'],[],,,[],,,,,,,,,,?,,18,,75 kj(18 kcal),,11,,11,,23,,16,,15,,25,,10,,,,,,,,7.05 oz,,,,,,,,,,,,,,,,
1109,Amandes chocolat caramel - Vieira - 5.64oz,5601008602576,['Vieira'],,['France'],[],,,[],,,,,,,,,,?,,541,,2264 kj(541 kcal),,"31,9",,"17,1",,54,,"31,9",,"7,56",,"0,15",,"0,06",,,,,,,,5.64 oz,,,,,,,,,,,,,,,,
1110,Tomate pelado inteiro - Pingo Doce,5601009170067,['Pingo Doce'],,['France'],"['Tomate ', '62%', 'sumo de tomate ', '38%', 'sal', 'écido citrico e cloreto de cdlcio', ' Sem corantes', 'nem conservantes']",,,[],,,,,,,,,,?,,18,,75 kj(18 kcal),,"0,1",,"0,1",,"2,7",,"2,6",,"0,7",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,
1111,Massa quebrada - Pingo Doce,5601009927302,['Pingo Doce'],,['France'],[],,,[],,,,,,,,,,?,,403,,1686 kj(403 kcal),,"24,2",,"9,5",,"39,5",,4,,"5,8",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,
1112,Gaseificada e com um toque de limão - 25cl,5601009938667,,,['France'],[],,,[],,,,,,,,,,?,,1,,4 kj(1 kcal),,"0,1",,"0,1",,"0,1",,"0,1",,"0,3",,"0,2",,"0,08",,,,,,,,25 cl,,,,,,,,,,,,,,,,
1113,Spaguetti - Pingo Doce,5601009941988,['Pingo Doce'],,['France'],[],,,[],,,,,,,,,,?,,371,,1552 kj(371 kcal),,"1,5",,"0,2",,"76,1",,"3,4",,"11,6",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
1114,Massa napolitana original,5601009942985,,,['France'],[],,,[],,,,,,,,,,?,,371,,1552 kj(371 kcal),,"1,5",,"0,2",,"76,1",,"3,4",,"11,6",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
1115,"Nectaríssimo: Ananás, Laranja, Coco. Pingo Doce Portugal",5601009951871,['Pingo Doce'],,['France'],[],,,[],,,,,,,,,,?,,49,,205 kj(49 kcal),,"0,1",,"0,1",,"11,3",,"11,3",,"0,2",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
1116,Beira  alta chouriço preto - Pingo Doce,5601009954940,['Pingo Doce'],,['France'],[],,,[],,,,,,,,,,?,,557,,2330 kj(557 kcal),,"56,4",,"21,6",,"0,1",,0,,"12,4",,3,,"1,2",,,,,,,,,,,,,,,,,,,,,,,,
1117,Tiras de milho - Pingo Doce,5601009966806,['Pingo Doce'],,['France'],[],,,[],,,,,,,,,,?,,562,,2351 kj(562 kcal),,"36,1",,"15,1",,"51,6",,"0,5",,"5,7",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,
1118,Ladeira Envendos,5601009969081,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,Pura Vida Alperce e Pêssego SOJA - Pingo Doce,5601009974535,['Pingo Doce'],,['France'],[],,,[],,,,,,,,,,?,,82,,343 kj(82 kcal),,"1,9",,"0,6",,"12,4",,"11,3",,"3,6",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
1120,Confiture de potiron - Pingo Doce,5601009974870,['Pingo Doce'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Produits de la plante de courge', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Courges et dérivés', 'Confitures de citrouille']",['France'],"[""Doce Extra de Abôbora fngredientes: Ab'b ro 60%"", '/ ocücor conelo espessonte ', 'pectinos', ""e reguo or e acidez '"", 'écido citric00']",,,[],,0.1 g,en faible quantité,0 g,en faible quantité,65 g,en quantité élevée,0.1 g,en faible quantité,?,,264,+214%,1105 kj(264 kcal),+218%,"0,1",-81%,0,-100%,65,+246%,65,+389%,"0,7",-34%,"0,1",-49%,"0,04",-49%,8,,C,,D,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,
1121,Pingo Doce,5601009976874,['Pingo Doce'],,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,Sangria,5601009979431,,,['France'],[],,,[],,,,,,,,,,?,,67,,280 kj(67 kcal),,"0,1",,"0,1",,7,,"6,9",,"0,2",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
1123,Queijo Emental Porção - Pingo Doce,5601009979493,['Pingo Doce'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals']",['France'],[],,,[],,27 g,en quantité élevée,18 g,en quantité élevée,0.7 g,en faible quantité,0.8 g,en quantité modérée,?,,361,-4%,1510 kj(361 kcal),-4%,27,-8%,18,-9%,"2,5",+274%,"0,7",+69%,27,-2%,"0,8",+23%,"0,32",+23%,12,+5%,D,+5%,D,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,
1124,Gelatinas light - Pingo Doce,5601009981861,['Pingo Doce'],,['France'],[],,,[],,,,,,,,,,?,,10,,42 kj(10 kcal),,0,,0,,"0,8",,"0,05",,"1,7",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
1125,Iodure ma grossesse morango,5601009982233,,,['France'],[],,,[],,,,,,,,,,?,,35,,146 kj(35 kcal),,"0,1",,"0,1",,"4,8",,"4,4",,"2,9",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
1126,Roquefort - Pingo Doce - 100g,5601009982790,['Pingo Doce'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages à pâte persillée français', 'Fromages de brebis', 'Roqueforts']",['France'],[],,,[],,32 g,en quantité élevée,24 g,en quantité élevée,0.5 g,en faible quantité,3 g,en quantité élevée,?,,364,-1%,1523 kj(364 kcal),-0%,32,+0%,24,+8%,"0,5",-23%,"0,5",+1297%,19,-2%,3,-16%,"1,2",-16%,19,0%,E,0%,D,,100 g,,,,,88.4%,4.4%,2.4%,3.1%,1.4%,0.4%,44,,,,,
1127,Queijo de cabra - Pingo doce,5601009984169,['Pingo doce'],,['France'],[],,,[],,,,,,,,,,?,,161,,674 kj(161 kcal),,"12,2",,8,,"3,4",,"3,4",,"9,4",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,
1128,Barra de Frutos Secos - Pingo doce,5601009984534,['Pingo doce'],,['France'],"['Foste de Tiamina ', 'vitaminBx', ' Alto teor de Frsloro e Magnesio Mini Battas de sesamo ', 's8%', ' Ingredientags', 'Sementes de sáscmo drope de apúcar o mel ALERGENIOS Contém sementes de sésamo', ' Pode conter frutos de casca rija', ' Conservar em resco e seco', ' Consumir de prefeg', 'onfes d Lole']",,['Graines de sésame'],[],,,,,,,,,,?,,527,,2205 kj(527 kcal),,30,,"4,8",,"48,7",,"35,5",,"12,8",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
1129,Maca desidratada,5601009986019,,,['France'],[],,,[],,,,,,,,,,?,,363,,1519 kj(363 kcal),,"0,4",,"0,1",,"82,8",,"64,8",,"1,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
1130,Barras de sementes e frutos secos - Pingo Doce,5601009988204,['Pingo Doce'],,['France'],[],,,[],,,,,,,,,,?,,537,,2247 kj(537 kcal),,"34,4",,"4,5",,"36,7",,29,,"17,3",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
1131,Super riscas - Pingo Doce,5601009989577,['Pingo Doce'],,['France'],[],,,[],,,,,,,,,,?,,236,,987 kj(236 kcal),,"14,3",,"11,1",,"24,8",,"24,1",,"2,3",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
1132,atum em tomate . thon a la tomate - pescador - 1,5601010132023,['Pescador'],,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1133,Thon a l'huile d'olive - 120g,5601010134010,,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile d'olive""]",['France'],[],,,[],,12 g,en quantité modérée,2.4 g,en quantité modérée,0.5 g,en faible quantité,0.9 g,en quantité modérée,?,,210,-17%,879 kj(210 kcal),-16%,12,-31%,"2,4",-21%,"0,5",+98%,"0,5",+376%,26,+10%,"0,9",-8%,"0,36",-8%,2,-63%,B,-63%,E,,120 g,,,,,66.2%,13.9%,12.9%,6.2%,0.4%,0.4%,22,,,,,
1134,Sardina en aceite sem pele sem espinha - La Rose De Vergy,5601010611948,['La Rose De Vergy'],,['France'],[],,,[],,,,,,,,,,?,,243,,1017 kj(243 kcal),,17,,"3,4",,0,,0,,24,,"0,46",,"0,184",,,,,,,,,,,,,,,,,,,,,,,,
1135,Tomate Pelado Guloso 800GR,5601019011923,['Guloso'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Tomates Marinées']",['France'],"['INGREDIENTES•', ' Tomate', 'sumo de tomate', 'regulador de acidez: acido citrico']",,,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,3.1 g,en faible quantité,0.03 g,en faible quantité,?,,93,+102%,389 kj(93 kcal),+106%,"0,5",-5%,"0,1",-13%,"3,6",-38%,"3,1",+27%,"1,1",-48%,"0,03",-96%,"0,012",-96%,-5,,A,,,,,['Bocal en Verre'],,,,,,,,,,,,,,,
1136,Tomate em pedaços Alho,5601019012654,,,['France'],[],,,[],,,,,,,,,,?,,21,,88 kj(21 kcal),,"0,5",,"0,1",,3,,"1,6",,"1,1",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,
1137,Tomates em pedacos cebola,5601019012678,,,['France'],[],,,[],,,,,,,,,,?,,21,,88 kj(21 kcal),,"0,5",,"0,1",,"3,1",,"1,7",,"1,1",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,
1138,Ketchup,5601019013217,,,['France'],[],,,[],,,,,,,,,,?,,98,,410 kj(98 kcal),,"0,5",,"0,1",,21,,19,,"1,5",,"2,4",,"0,96",,,,,,,,,,,,,,,,,,,,,,,,
1139,a l'italiana,5601019016560,,,['France'],[],,,[],,,,,,,,,,?,,73,,305 kj(73 kcal),,"3,2",,"0,3",,9,,"7,8",,"1,3",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,
1140,Chili Sauce - Heinz - 340g,5601019092311,['Heinz'],"['Epicerie', 'Sauces', 'Sauces chili']",['France'],"['Tomate 43%', 'purée de tomate 24%', 'sucre', 'vinaigre', 'oignons', 'sel', 'piment ', '0,04%', 'arôme', 'épices ', 'contient céleri']",,['Céleri'],"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0.2 g,en faible quantité,,,,,,,440,+24%,?,,440 kj(105 kcal),+25%,"0,2",-78%,,,24,+66%,,,"1,5",+55%,,,,,,,,,,,340 g,"['Bouteille', 'Verre']",,,['Action'],,,,,,,,,,,,
1141,Huile d'olive Salutar,5601024032692,['Salutar'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['France'],"['Huile d’olive raffinée', 'huile d’olive vierge']",,,[],2,91 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,822,-4%,3439 kj(822 kcal),-4%,91,-5%,13,-7%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,D,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,
1142,Huile d'olive - Salutar,5601024032708,['Salutar'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['France'],"[""Huile d'olive • composée d'huiles d'olives raffinées et d'huiles d'olive vierges"", ""Huile contenant exclusivement des huiles d'olives ayant subi un traitement de raffinage et des huiles obtenues directement des olives""]",,,[],,91 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,822,-4%,3439 kj(822 kcal),-4%,91,-5%,13,-7%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,D,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,
1143,Oliveira da serra,5601024131159,,,['France'],[],,,[],,,,,,,,,,?,,822,,3439 kj(822 kcal),,"67,3",,"15,3",,"8,6",,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1144,Especial torradas - Panrico - 850g,5601027009615,['Panrico'],,['France'],[],,,[],,,,,,,,,,?,,266,,1113 kj(266 kcal),,"3,7",,"0,9",,47,,"3,3",,"9,5",,1,,"0,4",,,,,,,,850 g,,,,,,,,,,,,,,,,
1145,Panrico - 630g,5601027009684,['Panrico'],,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,630 g,,,,,,,,,,,,,,,,
1146,Pain de mie - Panrico,5601027009752,['Panrico'],,['France'],[],,,[],,,,,,,,,,?,,258,,1079 kj(258 kcal),,"3,2",,"0,7",,46,,"3,2",,"9,7",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,
1147,Tuna In Vegetable Oil - Pitéu - 120g,5601029001006,['Pitéu'],,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,"11,3",,"1,3",,0,,0,,"24,4",,1,,"0,4",,,,,,,,120g,,,,,,,,,,,,,,,,
1148,Filet mignon - Les Eleveurs De Charantone,5601034902503,['Les Eleveurs De Charantone'],,['France'],[],,,[],,,,,,,,,,?,,7,,29 kj(7 kcal),,4,,0,,1,,1,,20,,1,,"0,4",,,,,,,,,,,"['FR 61.181.001 CE', 'Gacé (Orne, France)']",,,,,,,,,,,,,
1149,ail et sauce - Knorr,5601038300299,['Knorr'],,['France'],"['1', ' Aqueça azeite numa frigideira', ' palmat amido modificado', 'gordura de palma salsa ', '2%', 'extrato de levedura', 'limâ0Ï maltodextrina', ' e 6 barras = 18 porçôes û de carne SECO E FRESCO', ' DO FIM DE•', ' VER NA LATERAL MARTINS', 'LDA LARGO MONTERROIO MASCARENHAS t9e!$ 1099-081 LISBOA', 'PORTUGAL KNORR É UMA MARCA REGISTADA UALcoer']",,,[],,,,,,,,,,?,,420,,1757 kj(420 kcal),,28,,16,,37,,21,,3,,26,,"10,4",,,,,,,,,,,,,,,,,,,,,,,,
1150,Mix Preparation For Chocolate and Sponge Cake - Branca De Neve,5601043114072,['Branca De Neve'],,['France'],"['INGREDiEilTES•', ' Massa Clara: farinha de tri o', 'açücar', 'amido de milho', 'emulsionantes ', 'E420', 'i', 'E472b', '177', 'levedantes ', 'difosfato dissédico', 'bicarbonato de sédio', 'xarope de alicose', 'farinha de soja', 'estabilizador ', 'E450', 'sal', 'aroma', ' Massa Chocolate: cacau magro', 'açücar', ' Pode conter vestigios de ovos', 'derivados de leite e frutos de casca riia ', 'amêndoa']","['E420i - D-glucitol', ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",,"[""Pourrait contenir de l'huile de palme""]",4,,,,,,,,,?,,334,,1397 kj(334 kcal),,13,,"4,3",,47,,30,,"6,7",,"1,19",,"0,476",,,,,,,,,,,,,,,,,,,,,,,,
1151,Delicia de chocolate,5601043114126,,,['France'],[],,,[],,,,,,,,,,?,,356,,1490 kj(356 kcal),,24,,"8,6",,39,,35,,"7,8",,"0,51",,"0,204",,,,,,,,,,,,,,,,,,,,,,,,
1152,Panquecas Trigo Integral,5601043114164,,,['France'],[],,,[],,,,,,,,,,?,,180,,753 kj(180 kcal),,"6,2",,"2,1",,23,,"6,3",,"6,3",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,
1153,Gélatine vegetale,5601043114386,,,['France'],[],,,[],,,,,,,,,,?,,65,,272 kj(65 kcal),,"0,1",,"0,1",,"16,2",,"16,2",,"0,03",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,
1154,Mousse lima,5601043114430,,,['France'],[],,,[],,,,,,,,,,?,,198,,828 kj(198 kcal),,"8,6",,"7,7",,27,,23,,"2,6",,"0,22",,"0,088",,,,,,,,,,,,,,,,,,,,,,,,
1155,Morangos EM CALDA,5601043130065,,,['France'],[],,,[],,,,,,,,,,?,,64,,268 kj(64 kcal),,"0,5",,"0,5",,16,,14,,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,
1156,Boisson Ananas 6X33CL Sumol - 6x 33cl,5601045000199,['Sumol'],"['Boissons', 'Boissons édulcorées', 'Boissons avec sucre ajouté']",['France'],"['eau et dioxyde de carbone', ""jus et pulpe d'ananas à base de concentré"", 'sucre', 'arôme', ""correcteurs d'acidité: acide citrique"", 'acide malique et citrate de sodium', 'antioxydant: acide ascorbique et édulcorant', ' sucralose']","['E330 - Acide citrique', 'E296 - Acide malique', 'E331 - Citrates de sodium', 'E300 - Acide ascorbique', 'E955 - Sucralose']",,[],4,0 g,en faible quantité,0 g,en faible quantité,7.2 g,en quantité élevée,0.01 g,en faible quantité,?,,29,+93%,121 kj(29 kcal),+105%,0,-100%,0,-100%,"7,4",+175%,"7,2",+208%,0,-100%,"0,01",-71%,"0,004",-71%,10,+132%,E,+132%,,,6 x 33 cl,,,,,,,,,,,,,,,,
1157,Boisson - Sumol,5601045001332,['Sumol'],"['Boissons', 'Boissons édulcorées']",['France'],"['Eau et dioxyde de carbone', ""jus et pulpe de fruit de la passion à base de Xcorrecteurs d'acidité : acide ciüique"", 'acide cifratg de sodium', 'stabilisant : IDOjnJ Declaraçâo nubiclonaJ por / NuMtIon Declaratlon pcr / Déclaraücn pcr: ', 'ascorbique et édulcorant : sucralose', ""Protcgcr g Energia / Encr / Énergie,'""]",['E955 - Sucralose'],,[],4,0 g,en faible quantité,0 g,en faible quantité,6 g,en quantité modérée,0.03 g,en faible quantité,?,,25,+67%,105 kj(25 kcal),+78%,0,-100%,0,-100%,6,+123%,6,+156%,0,-100%,"0,03",-14%,"0,012",-14%,8,+86%,D,+86%,,,,,,,,,,,,,,,,,,,
1158,Boisson Passion 6X33CL Sumol - 6x 33cl,5601045001370,['Sumol'],,['France'],[],,,[],,,,,,,,,,?,,25,,105 kj(25 kcal),,0,,0,,6,,6,,0,,"0,03",,"0,012",,,,,,,,6 x 33 cl,,,,,,,,,,,,,,,,
1159,7UP,5601045108215,,,['France'],[],,,[],,,,,,,,,,?,,30,,126 kj(30 kcal),,0,,0,,"7,3",,"7,3",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1160,"Guaraná Antarctica 4x6x33 cl, 24 Boîtes",5601045300039,,,['France'],[],,,[],,,,,,,,,,?,,40,,167 kj(40 kcal),,0,,0,,10,,10,,0,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,
