,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,allergens,quantity,eco_score,categories,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,additives,nova_score,generic_name,manufacturing,markets,palm_ingredients,ingredients_origins,traceability_code,link,origin_detail,producer_info
1891,Saucisse sèche à l'ancienne - Debroas ardeche - 260g,3760090371264,"['IGP', 'Viande-francaise', 'Fabrication artisanale', 'Viande-porcine-francaise']",['France'],"['viande de porc', 'sel', 'lactose', 'vin', 'dextrose', 'épice', 'plante aromatique', 'ferments lactiques', 'boyau naturel de porc', ' 171g de viande de porc mis en œuvre pour 100g']","['Non végétalien', 'Non végétarien']",?,441,1845 kj(441 kcal),36,15,"2,2","0,6",27,"4,4","1,76",['Debroas ardeche'],['Lait'],260g,C,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucisses sèches', ""Saucisson de l'Ardèche""]",15 g,en quantité élevée,0.6 g,en faible quantité,4.4 g,en quantité élevée,,+7%,+7%,+12%,+19%,-1%,-59%,-7%,-5%,-5%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,36 g,en quantité élevée,25,+4%,E,+4%,['Papier'],,4,saucisse sèche,"['France', 'Ardèche']",['Intermarché'],,['France'],"['FR 07.110.002 CE', 'Joyeuse (Ardèche, France)']",,,
1892,Saucisse à la fleur naturelle,3760090371639,,['France'],[],[],?,441,1845 kj(441 kcal),36,15,"2,2","0,6",27,"4,4","1,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,Saussisson sec pur porc a suspendre,3760090372193,['Sans colorants'],['France'],[],[],?,441,1845 kj(441 kcal),36,15,"2,2","0,6",27,"4,4","1,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,Saucisson sec,3760090372247,,['France'],[],[],?,?,,?,,?,,?,,,,,,D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",,,,,,,,,,,,,,,,,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,,,,,,,,,,
1895,Saucisson artisanal des cévennes,3760090674648,,['France'],[],[],?,401,1678 kj(401 kcal),32,13,"1,5","0,5",27,"4,6","1,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,Saucisson artisanal,3760090674761,"['Viande Française', 'Viande Porcine Française']",['France'],[],[],?,403,1686 kj(403 kcal),33,13,"1,5","0,5",27,"4,5","1,8",,,,,"['Viandes', 'Charcuteries', 'Saucissons', 'Produits artisanaux', 'Saucissons artisanaux']",13 g,en quantité élevée,0.5 g,en faible quantité,4.5 g,en quantité élevée,,+3%,+3%,+9%,+17%,+30%,-18%,+1%,+3%,+3%,,,,,,,,33 g,en quantité élevée,25,+5%,E,+5%,,,,,,,,,,,,
1897,Crozes-Hermitage - Tardieu Laurent,3760090791710,,['France'],[],[],?,?,,?,,?,,?,,,['Tardieu Laurent'],,,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Crozes-Hermitage']",,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,['France'],,,,
1898,Bière ambrée Réserve Hildegarde - Page 24 - 75cl,3760090979750,"['Saveurs en Or', ""Médaille d'or du concours general agricole 2007"", ""Médaille d'or du concours general agricole 2009"", ""Médaille d'or du concours general agricole 2010""]",['France'],"['Eau', ""malts d'orge"", 'houblons', 'levure', ""\rLes houblons utilisés sont le Brewer's Gold et le Strisselspalt""]",[],?,?,,?,,?,,?,,,['Page 24'],['Gluten'],75 cl,B,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières ambrées', 'Bières de garde']",,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,"['Bouteille', 'Verre']",,3,"Bière non pasteurisée, refermentée en bouteille","['France', 'Hauts de France', 'Pas-de-Calais', 'Aix-Noulette', 'Brasserie St Germain']","['Cora', 'Magasins U']",,['France'],,http://www.page24.fr/FR/biere/4/Biere-hildegarde-ambree,,
1899,Rhub'I.P.A. - Brasserie Saint-Germain - 33cl,3760090979873,,['France'],"['eau', ""malt d'orge"", 'jus de rhubarbe ', '100%', 'houblon', 'levure']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Brasserie Saint-Germain'],['Gluten'],33 cl,C,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières aromatisées', 'en:India Pale Ale']",,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,"['Bouteille', 'Verre']",,3,,,,,,,,,
1900,Bière ambrée Réserve Hildegarde - Page 24 - 75cl,3760090979750,"['Saveurs en Or', ""Médaille d'or du concours general agricole 2007"", ""Médaille d'or du concours general agricole 2009"", ""Médaille d'or du concours general agricole 2010""]",['France'],"['Eau', ""malts d'orge"", 'houblons', 'levure', ""\rLes houblons utilisés sont le Brewer's Gold et le Strisselspalt""]",[],?,?,,?,,?,,?,,,['Page 24'],['Gluten'],75 cl,B,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières ambrées', 'Bières de garde']",,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,"['Bouteille', 'Verre']",,3,"Bière non pasteurisée, refermentée en bouteille","['France', 'Hauts de France', 'Pas-de-Calais', 'Aix-Noulette', 'Brasserie St Germain']","['Cora', 'Magasins U']",,['France'],,http://www.page24.fr/FR/biere/4/Biere-hildegarde-ambree,,
1901,Rhub'I.P.A. - Brasserie Saint-Germain - 33cl,3760090979873,,['France'],"['eau', ""malt d'orge"", 'jus de rhubarbe ', '100%', 'houblon', 'levure']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Brasserie Saint-Germain'],['Gluten'],33 cl,C,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières aromatisées', 'en:India Pale Ale']",,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,"['Bouteille', 'Verre']",,3,,,,,,,,,
1902,Vin de pays d'Oc Cuvée des 2 paons - Domaine Saint Benezet - 75cl,3760091220462,"['Déconseillé à certaines catégories de personnes', 'Contient des sulfites', 'Déconseillé aux femmes enceintes']",['France'],"['Vin blanc', ' Contient des sulfites']","['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Domaine Saint Benezet'],['Anhydride sulfureux et sulfites'],75 cl,B,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins blancs', ""Pays d'Oc""]",,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,"['Bouteille', 'Verre']",,3,,['France'],,,['France'],,,,
1903,nectar Goyave - Caresse guyanaise - 0.5l,3760091300249,"['Sans colorants', 'Sans conservateurs']",['France'],"['eau', 'purée de goyave: 25%', 'sucre de canne']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,41,172 kj(41 kcal),"0,05",0,"11,2","10,2","0,1","0,003","0,001",['Caresse guyanaise'],,0.5l,C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de goyave']",0 g,en faible quantité,10.2 g,en quantité élevée,0.003 g,en faible quantité,,-9%,-9%,-65%,-100%,+4%,-1%,-43%,-76%,-76%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,0.05 g,en faible quantité,13,-8%,E,-8%,['Tetrapak'],,3,,['Guyane'],,,,,,,
1904,boisson Orange Passion - Caresse Guyanaise - 0.25l,3760091301321,['Sans colorants'],['France'],"['eau', 'Jus concentré de fruit de la passion ', '9,59% fruit reconstitué', ""jus concentré d'orange "", '3,5% de fruit reconstitué', 'épaississant : pectine de fruits']",[],?,48,201 kj(48 kcal),"0,02",0,"11,9","11,9","0,12",0,0,['Caresse Guyanaise'],,0.25l,,"['Boissons', 'Boissons sans alcool']",0 g,en faible quantité,11.9 g,en quantité élevée,0 g,en faible quantité,,+26%,+20%,-85%,-100%,+38%,+62%,-47%,-100%,-100%,,,,,,,,0.02 g,en faible quantité,15,+113%,E,+113%,['Tetrapak'],['E440 - Pectines'],4,,['Guyane'],,,,,,,
1905,Panier de yoplait,3760091301420,,['France'],[],[],?,141,590 kj(141 kcal),"3,6","2,3","22,6","18,5","4,6","0,1","0,04",['Yoplait'],,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",2.3 g,en quantité modérée,18.5 g,en quantité élevée,0.1 g,en faible quantité,,+53%,+54%,+10%,+12%,+105%,+83%,+22%,-13%,-13%,,,,,,,,3.6 g,en quantité modérée,5,+63%,C,+63%,,,,,,,,,,,,
1906,Dessert pomme poire,3760091430038,,['France'],[],[],?,314,1314 kj(314 kcal),"0,4","0,2",16,12,"0,4","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,Lamelle de mangue - Manola,3760091570031,,['France'],[],[],?,344,1439 kj(344 kcal),0,0,84,66,1,"0,4","0,16",['Manola'],,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop', 'Mangues au sirop']",0 g,en faible quantité,66 g,en quantité élevée,0.4 g,en quantité modérée,,+300%,+322%,-100%,-100%,+435%,+362%,+145%,+2384%,+2384%,,,,,,,,0 g,en faible quantité,10,,C,,,,,,,,,,"['EMB 59355', 'Lomme (Nord, France)']",,,
1908,Ananas deshydraté - Manola,3760091570307,,['France'],[],[],?,350,1464 kj(350 kcal),0,0,"87,3","73,7","0,1","0,003","0,001",['Manola'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,Nougat,3760091570529,,['France'],[],[],?,420,1757 kj(420 kcal),"12,3",1,69,51,"6,7","0,025","0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,Raisin secs - Manola,3760091571649,['Bio'],['France'],[],[],?,341,1427 kj(341 kcal),"0,6","0,1",79,59,3,"0,03","0,012",['Manola'],,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Raisins secs']",0.1 g,en faible quantité,59 g,en quantité élevée,0.03 g,en faible quantité,,+8%,+8%,+4%,-29%,+9%,-6%,+6%,-45%,-45%,37.4%,55.6%,3.3%,1.3%,2.3%,0.0%,44,0.6 g,en faible quantité,8,+42%,C,+42%,,,,,,,,,,,,
1911,Baies de goji déshydraté - Manola,3760091571687,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],"['FR', 'BlO-Oi Agriculture non ECOCERT UE BAIES DE GOJI DESHYDRATEES BIO* lientsBaies de AOji deshydratèes-']",[],?,328,1372 kj(328 kcal),"1,22","0,26","66,3",49,"13,3","0,6","0,24",['Manola'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,Cranberries deshydratées bio - Manola,3760091571700,['Bio'],['France'],"['Matieres grasses o', '2g dont acide gras satures']",[],?,308,1289 kj(308 kcal),"1,5","0,2",71,65,"0,1","0,01","0,004",['Manola'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Figues séchées,3760091571731,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],?,300,1255 kj(300 kcal),"1,6",0,53,53,"3,6","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,Crunchy fire mix,3760091571762,,['France'],[],[],?,446,1866 kj(446 kcal),16,"2,6",63,"17,5",10,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,Flocons d'avoine bio - Manola,3760091571793,"['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-01']",['France'],"[""FR-BIO-OI Certifie ECOCERT Agriculture UE FLOCONS D'AVOINE BIO* Ingredients300 Flocons d'AVOlNE*""]",[],?,389,1628 kj(389 kcal),6,1,65,"1,77",14,"0,01","0,004",['Manola'],['Avoine'],,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Flocons laminés', ""Flocons d'avoine""]",1 g,en faible quantité,1.77 g,en faible quantité,0.01 g,en faible quantité,,+5%,+5%,-15%,-20%,+9%,+7%,+14%,-67%,-67%,82.4%,1.1%,6.8%,7.0%,2.7%,0.0%,79,6 g,en quantité modérée,-1,,A,,,,,,,,,,,,,
1916,Graines de courges,3760091572585,,['France'],[],[],?,560,2343 kj(560 kcal),45,"9,4","14,22","0,28","24,4","0,045","0,018",,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Produits de la plante de courge', 'Graines de courge et dérivés', 'Graines de courge']",9.4 g,en quantité élevée,0.28 g,en faible quantité,0.045 g,en faible quantité,,-1%,-1%,+2%,+24%,+75%,-76%,-19%,-92%,-92%,,,,,,,,45 g,en quantité élevée,15,+42%,D,+42%,,,,,,,,,,,,
1917,Graines de quinoa blanc bio - Manola,3760091572684,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],"['FR-BIO-OI Agriculture non certifié ECOCERT UE GRAINES DE QUINOA BLANC BIO* Graines de quinoa blanc*', 'Chenopodium quinoa', "" - Issu de l'agriculture biologique""]",[],?,354,1481 kj(354 kcal),"6,1","0,7","57,2","4,9","14,1",0,0,"['Manola', 'Quinoa blanc', 'Quinoa']",,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Quinoa', 'Quinoa blanc']",0.7 g,en faible quantité,4.9 g,en faible quantité,0 g,en faible quantité,,+8%,+7%,+13%,+7%,+4%,+94%,+19%,-100%,-100%,80.5%,0.0%,5.8%,10.4%,3.3%,0.0%,70,6.1 g,en quantité modérée,0,,B,,,,1,,,,,,,,,
1918,Papaye moelleuse arôme passion - Manola,3760091573087,,['France'],[],[],?,251,1050 kj(251 kcal),0,0,"61,6","50,7",0,"0,25","0,1",['Manola'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,Fruits doux,3760091574053,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,Specialite de pruneau surhumidifies,3760091574633,,['France'],[],[],?,205,858 kj(205 kcal),"0,7","0,4","47,3",27,"1,4","0,003","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,Mexicana mix,3760091579263,,['France'],[],[],?,600,2510 kj(600 kcal),49,"7,4","14,5","4,3","22,6","0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,Guimauves rose d'Anvers - Manola,3760091579287,,['France'],"[""GUIMAUVES ROSE D'ANVERS ingrwlienug"", 'ucregirop de glucose Olatine,eaut sucre glaces arbme naturel vanille', 'colorant:E162', 'C', 'ontjen:: du CRUT EN', ""A conserver dans un endroit l'abri de la lumière"", 'Refermer après ouverture', ' Traces truits coque,arachides', 'suifitee']",[],?,331,1385 kj(331 kcal),"0,5","0,05",79,60,3,"0,15","0,06",['Manola'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E162 - Rouge de betterave'],4,,,,,,,,,
1923,Noix de cajou - Manola,3760091579324,,['France'],[],[],?,577,2414 kj(577 kcal),"47,8","8,4",26,"4,9","16,5","0,877","0,351",['Manola'],,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",8.4 g,en quantité élevée,4.9 g,en faible quantité,0.877 g,en quantité modérée,,-4%,-3%,+4%,-1%,+2%,-24%,-12%,+40%,+40%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,47.8 g,en quantité élevée,9,+19%,C,+19%,,,,,,,,,"['EMB 59355', 'Lomme (Nord, France)']",,,
1924,Manola apéro,3760091579386,,['France'],[],[],?,475,1987 kj(475 kcal),29,"5,7",47,32,10,"0,022","0,009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,Biscuits a la tapenade - Manola,3760091579706,,['France'],[],[],?,504,2109 kj(504 kcal),27,8,53,"1,7",10,"3,5","1,4",['Manola'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,Biscuits au cheddar affiné - Manola,3760091579737,,['France'],[],[],?,548,2293 kj(548 kcal),35,15,4,"0,9",13,"2,4","0,96",['Manola'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,Raisins secs chili blond - Manola,3760091579881,,['France'],[],[],?,322,1347 kj(322 kcal),"0,5","0,4","73,1",64,"4,4","0,03","0,012",['Manola'],,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Raisins secs']",0.4 g,en faible quantité,64 g,en quantité élevée,0.03 g,en faible quantité,,+2%,+2%,-14%,+186%,+1%,+2%,+55%,-45%,-45%,37.4%,55.6%,3.3%,1.3%,2.3%,0.0%,44,0.5 g,en faible quantité,7,+24%,C,+24%,,,,,,,,,,,,
1928,Chicktail de morue,3760091661289,,['France'],[],[],?,231,967 kj(231 kcal),21,"2,2","1,9","1,4","9,2","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,Chiktail de dorade,3760091661494,,['France'],[],[],?,255,1067 kj(255 kcal),23,"2,7","2,4","1,4","9,5","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,Sauce coco -,3760091661647,,['France'],[],[],?,186,778 kj(186 kcal),16,"6,5","8,7","6,8","1,9","0,9","0,36",,,,,"['Epicerie', 'Sauces', 'Sauces au lait de coco']",6.5 g,en quantité élevée,6.8 g,en quantité modérée,0.9 g,en quantité modérée,,-22%,-21%,-12%,+201%,-12%,+5%,-29%,-63%,-63%,,,,,,,,16 g,en quantité modérée,12,+3%,D,+3%,,,,,,,,,,,,
1931,Sauce curry,3760091661654,,['France'],[],[],?,219,916 kj(219 kcal),20,"6,2","7,7","5,1","1,8","1,2","0,48",,,,B,"['Epicerie', 'Sauces', 'Sauces au curry']",6.2 g,en quantité élevée,5.1 g,en quantité modérée,1.2 g,en quantité modérée,,-6%,-1%,+9%,+83%,-27%,-15%,+12%,-29%,-29%,21.5%,33.8%,17.7%,14.0%,7.6%,5.3%,96,20 g,en quantité modérée,14,+20%,D,+20%,,,,,,,,,,,,
1932,Mousse chocolat - Créolefacile,3760091662828,,['France'],"['Chocolat ', '50,5%', 'pépites de chocolat ', '20%', ' ', 'soja', 'matière grasse hydrogénée de coco', 'sirop de glucose', 'émulsifiant E472b', 'colorant: caramel E150c', 'protéines de lait', 'cacao', 'sulfate de calcium', 'alginate de sodium', 'pyrophosphate tétrasodique', 'carbonate de soude']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,464,1941 kj(464 kcal),"20,42",13,"57,4","49,3","8,19","0,5","0,2",['Créolefacile'],"['Lait', 'Soja']",,D,"['Desserts', 'Desserts au chocolat', 'Mousses au chocolat']",13 g,en quantité élevée,49.3 g,en quantité élevée,0.5 g,en quantité modérée,,+69%,+72%,+24%,+29%,+161%,+148%,+39%,+128%,+128%,86.6%,6.7%,1.9%,3.5%,1.0%,0.3%,35,20.4 g,en quantité élevée,22,+67%,E,+67%,,"[""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E401 - Alginate de sodium', 'E450iii - Diphosphate tétrasodique', 'E500i - Carbonate de sodium']",4,,,,,,,,,
1933,3760091662842,3760091662842,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,Les Terrines Créoles de Mamy Yo Rhum/Ananas,3760091662873,,['France'],[],[],?,302,1264 kj(302 kcal),"25,7","10,4","3,8","2,5","13,8","1,55","0,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Magasins U'],,,,,,
1935,Saucisses cocktail caraïbes,3760091662897,,['France'],[],[],?,255,1067 kj(255 kcal),"23,8","9,6","0,4","0,3","9,9","1,46","0,584",,,,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses cocktail']",9.6 g,en quantité élevée,0.3 g,en faible quantité,1.46 g,en quantité modérée,,+3%,+3%,+10%,+20%,-76%,-59%,-16%,-23%,-23%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,23.8 g,en quantité élevée,18,+2%,D,+2%,,,,,,,,,,,,
1936,Accras de Morue,3760091669025,,['France'],[],[],?,351,1469 kj(351 kcal),"5,85","1,7","53,9","13,9","17,94","6,89","2,756",,,,E,"['Snacks', 'Snacks salés', 'Produits de la mer', 'Apéritif', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson', 'Acras de morue', 'en:preparations-made-from-fish-meat']",1.7 g,en quantité modérée,13.9 g,en quantité élevée,6.89 g,en quantité élevée,,+60%,+61%,-37%,+30%,+162%,+463%,+71%,+283%,+283%,87.7%,2.6%,1.3%,5.3%,0.6%,2.4%,22,5.85 g,en quantité modérée,18,+160%,D,+160%,,,,,,['Magasins U'],,,,,,
1937,Blanc manger coco -,3760091669049,,['France'],[],[],?,502,2100 kj(502 kcal),"27,04",25,"50,8","2,91","13,88","0,14","0,056",,,,,"['Aides culinaires', 'Aide culinaire sucrée']",25 g,en quantité élevée,2.91 g,en faible quantité,0.14 g,en faible quantité,,+28%,+30%,+76%,+488%,-3%,-93%,+157%,+3%,+3%,,,,,,,,27 g,en quantité élevée,16,+16%,D,+16%,,,,,,,,,,,,
1938,Pâte de piments verts,3760091669247,,['France'],[],[],?,37,155 kj(37 kcal),"0,5","0,1","7,1",5,"1,1","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Magasins U'],,,,,,
1939,Moutarde creole,3760091669261,,['France'],[],[],?,164,686 kj(164 kcal),12,0,"6,8","0,1","7,3",6,"2,4",,,,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",0 g,en faible quantité,0.1 g,en faible quantité,6 g,en quantité élevée,,-4%,-3%,+11%,-100%,-1%,-97%,+11%,+27%,+27%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,12 g,en quantité modérée,12,+3%,D,+3%,,,,,,['Magasins U'],,,,,,
1940,Purée de patate douce,3760091669285,,['France'],[],[],?,387,1619 kj(387 kcal),9,8,64,28,6,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Magasins U'],,,,,,
1941,Chips Cuites au Chaudron,3760091700001,,['France'],[],[],?,552,2310 kj(552 kcal),"37,6","4,6","43,9","0,5","7,8","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,Chips les Bayaderes,3760091700025,,['France'],[],[],?,552,2310 kj(552 kcal),"37,6","4,6","43,9","0,5","7,8","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,4.5G 3 Gousses Vanille des Comores - Ethiquable,3760091720238,"['Commerce équitable', 'Max Havelaar']",['France'],[],[],?,?,,?,,?,,?,,,['Ethiquable'],,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Vanille', 'Gousses de vanille']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,ETHIQUABLE  - commerce équitable - Thé rouge rooibos d'Afrique du Sud - 100g,3760091721105,,['France'],['Rooibos 100%'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Ethiquable  commerce equitable'],,100 g,A,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Rooibos', 'Boissons sans sucre ajouté']",,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,['Boîte'],,1,thé rouge - rooibos,,['Leclerc'],,['Afrique du Sud'],,http://www.ethiquable.com,,
1945,Sucre blond de canne en poudre Bio Ethiquable - 500g,3760091721242,"['Bio', 'Bio européen', 'Commerce équitable', 'AB Agriculture Biologique', 'BE-BIO-02', 'Max Havelaar']",['France'],"[""Sucre blond de canne en poudre issu du commerce équitable et de l'agriculture biologique""]",[],?,?,,?,,?,,?,,,['Ethiquable'],,500 g,A,"['Édulcorants', 'Sucres', 'Sucres de canne', 'Sucres en poudre', 'Sucre-blond-de-canne-en-poudre-bio']",,,,,,,,,,,,,,,,,87.6%,0.0%,7.4%,3.3%,1.8%,0.0%,81,,,,,,,['Carton'],,,Sucre blond de canne en poudre Bio,,['Carrefour'],,['Paraguay'],,,,
1946,Lentilles vertes bio - Paysans d'ici - 500g,3760091721983,"['Bio', 'Bio européen', 'FR-BIO-01', 'Agriculture paysanne']",['France'],['Lentilles vertes bio'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,"[""Paysans d'ici""]",,500 g,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles', 'Lentilles vertes']",,,,,,,,,,,,,,,,,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,,,,,,,['Carton'],,1,Lentilles vertes bio,['France'],['Auchan'],,"['France', 'Languedoc-Roussillon', 'Midi-Pyrénées']",,,,
