,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,producer_info,manufacturing,traceability_code,allergens,link,origin_detail,palm_ingredients,brand_owner
1953,P'tit Savane Rigolo Chocolat - Brossard - 150g (5x 30g),3660140929752,D,Gâteaux avec fourrage au chocolat,150 g (5 x 30 g),"['Film plastique à jeter', 'Etui carton à recycler']",['Brossard'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat']","['Point Vert', 'Fabriqué en France', 'Sans huile de palme', 'Nutriscore', 'Nutriscore C', 'Farine de blé français']","['Magasins U', 'Carrefour', 'Auchan', 'Leclerc', 'Monoprix', 'intermarché']",['France'],"['Farine de blé 27,0%', 'sucre', 'oeufs frais', 'huile de colza', 'stabilisant : glycérol', 'fibre de racine de chicorée', 'chocolat 4,6% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'lait entier en poudre', 'émulsifiant : lécithine de soja', 'arôme naturel', 'lait écrémé en poudre', 'dextrose', 'poudres à lever : diphosphates - carbonates de sodium', 'chocolat en poudre 0,4% ', 'sucre', 'cacao en poudre', ""émulsifiant : mono - et diglycérides d'acides gras"", 'cacao maigre en poudre', 'épaississant : amidon modifié', 'conservateur : sorbate de potassium', 'sel', 'arômes', ""correcteur d'acidité : acide tartrique""]","['E422 - Glycérol', 'E322i - Lécithine', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E14XX - Amidons modifiés', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E334 - Acide L-tartrique']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,16 g,en quantité modérée,2.3 g,en quantité modérée,30 g,en quantité élevée,0.55 g,en quantité modérée,1698,-7%,405,-7%,1698 kj(405 kcal),-7%,16,-32%,"2,3",-71%,57,+16%,30,-3%,"5,6",-3%,"0,55",+6%,"0,22",+6%,10,-46%,C,-46%,82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,,,"['France', 'Centre', 'Loiret', 'Pithiviers']",,"['Œufs', 'Gluten', 'Lait', 'Soja']",https://www.brossard.fr/produit/ptit-savane-chocolat/,,,
1954,Chocolat Noir quinoa soufflé Bio Alter Eco - 100g,3700214612125,D,Chocolat Noir quinoa soufflé Bio,100 g,['Carton'],['Alter Eco'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Chocolats', 'Chocolats noirs', 'Chocolats noirs au quinoa']","['Bio', 'Bio européen', 'Commerce équitable', 'Sans arômes artificiels', 'AB Agriculture Biologique', 'Produit compensé carbone', 'CH-BIO-006', 'FR-BIO-01', 'en:FSC', 'Max Havelaar']","['Carrefour', 'Magasins U']",['France'],"['Pâte de cacao ', 'Pérou', 'sucre de canne', 'beurre de cacao', 'quinoa et riz soufflés ', 'farine de quinoa', 'farine de riz', 'sucre de canne', ' ', '5%', ' gousse de vanille']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,37 g,en quantité élevée,23 g,en quantité élevée,37 g,en quantité élevée,0 g,en faible quantité,?,,558,+4%,2335 kj(558 kcal),+4%,37,+6%,23,+7%,47,+9%,37,+4%,"5,4",-27%,0,-100%,0,-100%,19,-6%,E,-6%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,"['Bolivie', 'République dominicaine', 'Madagascar', 'Paraguay', 'Pérou', 'Thaïlande']",,['Suisse'],['FSC-C010395'],,,,,
1955,8 Pains au lait Bio - Bien - 280g,3700679611114,B,8 Pains au lait Bio,280 g,"['Sachet plastique', 'Film en plastique']",['Bien'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au lait']","['Bio', 'Ecocert', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France', 'AB Agriculture Biologique', 'en:Agri-Éthique France']","['Bio14', 'Biocoop']",['France'],"['Farine de blé* 53%', 'œufs entiers* 12,5%', 'sucre roux*', 'huile de colza*', 'levain* ', 'eau', 'levures', 'farines de seigle* et de blé malté*', 'poudre de lait écrémé* 2,3%', 'levure', 'gluten de blé', 'sel', 'extrait de vanille*', 'arôme naturel ', 'contient alcool', ""\rTraces éventuelles de soja\r* Ingrédients issus de l'Agriculture Biologique""]",,['Non végétalien'],4,12.9 g,en quantité modérée,1.2 g,en faible quantité,11 g,en quantité modérée,0.93 g,en quantité modérée,?,,367,+4%,1536 kj(367 kcal),+4%,"12,9",+13%,"1,2",-71%,"52,9",0%,11,-17%,"8,8",+3%,"0,93",-9%,"0,372",-9%,10,-25%,C,-25%,78.8%,12.6%,5.3%,2.8%,0.4%,0.0%,69,,,['France'],,"['Œufs', 'Gluten', 'Lait']",,,,
1956,Mini beignets fourrés chocolat noisettes - Les delices des 7 vallees - 200g,3760008852861,,,200 g,"['décongelé', 'boîte', 'Plastique']",['Les delices des 7 vallees'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Beignets sucrés', 'Beignets', 'Produits-decongeles']","['Point Vert', 'Fabriqué en France']",,['France'],"['Farine de BLÉ', 'fourrage au chocolat aux NOISETTES 24% ', 'sucre', 'graisse végétale de colza', 'NOISETTES 13%,LAIT écrémé en poudre', 'chocolat 9% ', 'cacao maigre en poudre', 'pâte de cacao', 'sucre', 'émulsifiant: lécithine de SOJA', 'arôme naturel de vanille', 'graisses végétales ', 'colza - palme durable', ',eau', 'oeufs', 'sucre', 'beurre', 'décor ', 'dextrose', 'amidon de blé', 'graisse de palme', 'gluten de blé', 'levure', 'sel', 'émulsifiant :E471,colorant :E160a,antioxydant :E300,malt de blé']","['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E160a - Carotènes mélangés', 'E300 - Acide ascorbique']","['Huile de palme', 'Non végétalien']",4,24 g,en quantité élevée,8.5 g,en quantité élevée,19 g,en quantité élevée,0.72 g,en quantité modérée,?,,428,+24%,1791 kj(428 kcal),+24%,24,+60%,"8,5",+95%,45,+3%,19,+28%,"6,8",+11%,"0,72",-2%,"0,288",-2%,20,+69%,E,+69%,,,,,,,,,,"['France', 'Pas-de-Calais']","['EMB 62280', 'Dury (Pas-de-Calais, France)']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,['Huile de palme'],
1957,Léa Nature - Lentilles et pois chiches cuisinés - Jardin Bio - 250g,3760020509026,,"Préparation culinaire à base de lentilles, pois chiches et légumes bio. Lentilles et Pois Chiches Cuisinés",250 g,"['Sachet', 'Plastique', 'Doypack']","['Jardin Bio', 'Léa Nature']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Plats préparés', ""Plats préparés d'origine végétale"", 'Légumes préparés', 'Plats préparés à réchauffer au micro-ondes']","['Bio', 'Ecocert', 'Bio européen', 'en:gluten-free', '1% pour la planète', 'AB Agriculture Biologique', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'FR-BIO-10', 'Point Vert', 'Fabriqué en France', 'Sans lactose', 'Afdiag']","['Leclerc', 'Magasins U']","['France', 'Suisse']","['Eau', 'lentilles vertes 18,7 %', 'pois chiches secs réhydratés 14,8 %', 'tomates cubées', 'poivrons rouges', 'oignons', 'huile de tournesol', 'graines de sésame toastées', ""huile d'olive vierge extra"", 'sel marin', 'persil', 'jus concentré de citron', 'ail']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,5.2 g,en quantité modérée,0.7 g,en faible quantité,1.7 g,en faible quantité,0.59 g,en quantité modérée,578,-5%,138,-15%,578 kj(138 kcal),-13%,"5,2",-18%,"0,7",-30%,"12,3",-21%,"1,7",-30%,"6,9",+11%,"0,59",-35%,"0,236",-35%,-6,-2653%,A,-2653%,,,,,,,,,,['France'],,['Graines de sésame'],,,,
1958,Mozzarella di latte di Bufala - Casa Azzurra - 250g (125g net égoutté),3760056260014,C,"Fromage italien AOP, à pâte filée, au lait de bufflonne",250 g (125 g net égoutté),"['Frais', 'Sachet plastique', 'Sachet']","['Casa Azzurra', 'Cipf Codipal']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Frais', 'Fromages italiens', 'Fromages à pâte filée', 'Fromages au lait de bufflonne', 'Mozzarella', 'Mozzarella de bufflonne']","['Point Vert', 'Fabriqué en Italie', 'Sans conservateurs', 'Eco-emballages', 'Mozzarella-di-bufala-campana']","['Banque alimentaire', 'Carrefour market', 'Magasins U']","['Afghanistan', 'France']","['Lait pasteurisé de bufflonne', 'sérum naturel', 'sel', 'présure']",,[],3,24 g,en quantité élevée,17 g,en quantité élevée,0.6 g,en faible quantité,0.5 g,en quantité modérée,?,,279,+4%,1167 kj(279 kcal),+4%,24,+4%,17,+8%,"0,7",-6%,"0,6",-2%,15,+4%,"0,5",-18%,"0,2",-18%,10,-2%,C,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Italie'],,"['Cilento SpA - Via Campo Felice - 81030 Cellole', '(CE : Caserte)', 'Campanie', 'Italie']",,"['Lait', 'Sérum']",http://www.casa-azzurra.fr/index.php?news_id=46,,,
1959,Lait Demi Ecrémé UHT - En Direct des Éleveurs - 1L,3760261010015,B,Lait demi-écrémé stérilisé U.H.T.,1 L,"['Doypack', 'Poche plastique souple', 'Plastique', 'Plastique souple']",['En Direct des Éleveurs'],"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits demi-écrémés', 'Laits UHT']","['Point Vert', 'Fabriqué en France', 'en:palm-oil-free', 'Bleu Blanc Cœur', 'Origine France', 'Tidy man']","['Super U', 'Leclerc']",['France'],"['Lait demi-écrémé stérilisé U', 'H', 'T']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",1,1.6 g,en faible quantité,1.1 g,en faible quantité,4.6 g,en faible quantité,0.11 g,en faible quantité,?,,46,-2%,192 kj(46 kcal),-3%,"1,6",-5%,"1,1",+7%,"4,8",0%,"4,6",-4%,"3,2",-1%,"0,11",-1%,"0,044",-1%,1,+1920%,B,+1920%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,"['France', 'Bretagne', 'Loire-Atlantique', 'Nouvelle-Aquitaine', 'Pays de la Loire']",,"['France', 'Loire-Atlantique', 'Rémouillé']","['FR 44.142.029 CE', 'Remouillé (Loire-Atlantique, France)']",['Lait'],https://www.endirectdeseleveurs.fr/les-produits/lait-bleu-blanc-coeur/,,,
1960,Vegane Mühlen Schnitzel - Rügenwalder Mühle - 180g,4000405005002,,,180g,"['Plastik', 'produkt']","['Rügenwalder Mühle', 'Rügenwalder Mühle']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Substituts de viande', 'Saucisses végétales']","['Végétarien', 'Végétalien', 'Union Végétarienne Européenne', 'Union Végétarienne Européenne - Vegan']",,"['France', 'Allemagne', 'Suisse', 'Royaume-Uni']","['*Wir verwenden Eier aus Freilandhaltung', ' Zutaten: Trinkwasser', 'Weizenmehl', 'Sojaprotein - konzentrat ', '11%', 'Weizengluten', 'Rapsôl', 'Siure - regulatoren: Kaliumlactat', 'Natriumacetate', 'Milchsâure', ' Aroma ', 'u', 'a', ' Soja', 'Kochsalz', 'Verdickungsmittel: Methylcellulose', 'Sojaproteinisolat ', '1%', 'Eiklar* getrocknet', 'Traubenzucker', 'Gewürze', 'Zucker', 'Hefe', ' Unter Schutzatmosphâre verpackt']",['E461 - Méthylcellulose'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,12 g,en quantité modérée,1 g,en faible quantité,1.7 g,en faible quantité,1.8 g,en quantité élevée,920,+1%,220,-4%,920 kj(220 kcal),-4%,12,-12%,1,-51%,"10,5",+100%,"1,7",+22%,16,-14%,"1,8",+7%,"0,72",+7%,1,-86%,B,-86%,,,,,,,,,,,,"['Gluten', 'Soja', 'de:Sojaproteinkonzentrat']",,,,
1961,Cashew Nuts noix de cajou - Alesto - 500g,40893532,E,,500 g,['Muovi'],['Alesto'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,['Lidl'],"['Finlande', 'France', 'Allemagne']",['noix de cajou'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,47.6 g,en quantité élevée,9 g,en quantité élevée,6.5 g,en quantité modérée,0.02 g,en faible quantité,2488,-1%,600,+0%,2488 kj(600 kcal),-0%,"47,6",+3%,9,+6%,"19,8",-23%,"6,5",+0%,"20,5",+10%,"0,02",-97%,"0,008",-97%,1,-87%,B,-87%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,['fi:muu kuin EU'],,"['Übach-Palenberg', 'Germania']",['L8189C130500-55'],['Fruits à coque'],,,,
1962,Peanut Butter - Foodspring - 250g,4260363480512,B,,250g,"['Verre', 'métal', 'Bocal', 'Glas']",['Foodspring'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes']","['Bio', 'Bio européen', 'Agriculture non UE', 'DE-ÖKO-021', 'Agriculture UE', 'Agriculture UE/Non UE', 'GB-ORG-05']",['FOODSPRING (online)'],"['France', 'Allemagne', 'Italie', 'Espagne', 'Suisse', 'de:Allemagne']",['100 % arachides biologiques'],,[],,46 g,en quantité élevée,8.2 g,en quantité élevée,5.9 g,en quantité modérée,0 g,en faible quantité,?,,596,-1%,2494 kj(596 kcal),-0%,46,-4%,"8,2",-1%,12,-17%,"5,9",-7%,30,+22%,0,-100%,0,-100%,1,-91%,B,-91%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,['Berlin'],,['Arachides'],,,,
1963,Céréales All-Bran Fruit 'n Fibre - Kellogg's - 500g,5000127077225,C,"Pétales de blé complet avec des fruits secs et des noisettes, enrichis en vitamines et en fer.",500 g,"['Carton', 'Sachet', 'Plastique']","[""Kellogg's""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales aux fruits', 'Céréales extrudées', 'Pétales de céréales aux fruits']",,['Delhaize'],"['Belgique', 'France', 'Pays-Bas', 'Espagne', 'Suisse']","['BLÉ complet', '70%', 'Fruits secs et NOISETTES', '26%', 'Raisins secs', 'Noix de coco', 'Banane {Banane', 'Huile de noix de coco', 'Sucre}', 'Pomme', 'NOISETTES', 'Sucre', 'Sel', ""Arôme de malt d'ORGE"", ' Vitamines et Minéraux: Vitamines ', 'Niacine', 'B6', 'B2', 'B1', 'Acide folique', 'D', 'B12', ' et Fer']",,['Sans huile de palme'],4,6 g,en quantité modérée,3.5 g,en quantité modérée,24 g,en quantité élevée,1 g,en quantité modérée,1603,,380,+0%,1603 kj(380 kcal),+1%,6,+80%,"3,5",+111%,69,-6%,24,+29%,8,-11%,1,+29%,"0,4",+29%,10,+52%,C,+52%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,"['Gluten', 'Fruits à coque']",,,,
1964,Twix - 300g (6x 2x 25g ℮),5000159461849,,,300 g (6 x 2 x 25g ℮),"['Carton', 'Folie', 'Green Dot']","['Twix', 'Mars']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées au caramel']",['Point Vert'],"['Simply Market', 'Edeka', 'Magasins U', 'Real', 'K-market']","['Finlande', 'France', 'Allemagne']","['Zucker', 'Glukosesirup', 'Weizenmehl 17%', 'Palmfett', 'Kakaobutter', 'Magermilchpulver', 'Kakaomasse', 'Milchzucker', 'Butterreinfett ', 'aus Milch', ' Süßmolkenpulver ', 'aus Milch', 'fettarmer Kakao', 'Salz', 'Emulgator ', 'Sojalecithin', 'Backtriebmittel ', 'E500', ' natürlicher Vanilleextrakt,']",['E500 - Carbonates de sodium'],"['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,24 g,en quantité élevée,14 g,en quantité élevée,49 g,en quantité élevée,0.41 g,en quantité modérée,2063,+8%,492,+10%,2063 kj(492 kcal),+10%,24,+36%,14,+56%,65,-1%,49,-10%,"4,4",-1%,"0,41",-4%,"0,164",-4%,27,+15%,E,+15%,,,,,,,,,,,,"['Gluten', 'Lait', 'Soja']",,,,
1965,Dr Pepper - 33cl e,5017818800116,,"Boisson gazeuse rafraichissante aux aromes de fruits, contient de la caféine",33 cl e,"['Green dot', 'Tidyman wastebasket', 'Acier recyclable', 'Métal']",['Dr Pepper'],"['Boissons', 'Boissons gazeuses', 'Sodas', 'Boissons avec sucre ajouté']",,"['Carrefour', 'Intermarché']","['Belgique', 'France', 'Pays-Bas']","['Eau gazéifiée', 'sucre', 'colorant : caramel ', 'E150d', 'acidifiant : acide phosphorique', 'arômes', 'conservateur : sorbate de potassium', 'arôme : caféine', 'édulcorants : acésulfame K et sucralose']","[""E150d - Caramel au sulfite d'ammonium"", 'E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E950 - Acésulfame K', 'E955 - Sucralose']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,6.9 g,en quantité élevée,0.02 g,en faible quantité,?,,28,+4%,117 kj(28 kcal),+1%,0,-100%,0,-100%,"6,9",+2%,"6,9",+4%,0,-100%,"0,02",+44%,"0,008",+44%,9,-2%,D,-2%,,,,,,,,,,['Belgique'],,,,,,
1966,Monster Energy Ultra,5060337501316,,,,,['Monster Energy'],"['Boissons', 'Boissons énergisantes']",,,"['France', 'Espagne']","['erom energética gaseificada com taurina', 'ginseng', 'l-carmitina e vitaminas do complexo b com edulcorantes', ' hednentes: água gaseificada', 'acidificante ', 'ácido cítrico', 'taurina a', ' regulador de acidez ', 'citrato de sódio', 'aromatizantes', ' tacto de raiz panax ginseng ', '0,08%', 'edulcorantes ', 'sucralose', 'ksulame k', 'cafeína ', '0,03%', 'conservantes ', 'acido sorbico', 'acido erdico', 'l-carnitina l-tartarato ', '0,015%', 'vitaminas ', 'b3', 'b5', 'b6', '612', 'kureto de sódio', 'd-glucuronolactona', 'extracto de semente de haramā ', '0,02%', 'inositol']",['E955 - Sucralose'],[],4,0.1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.2 g,en quantité modérée,?,,2,-94%,8 kj(2 kcal),-95%,"0,1",+50%,0,-100%,"0,9",-89%,0,-100%,0,-100%,"0,2",+74%,"0,08",+74%,1,-91%,B,-91%,,,,,,,,,,,,,,,,
1967,"Guedila - 1,5L",6130758000022,,Eau minérale naturelle non gazeuse,"1,5L","['PET', '♳']",['Guedila'],"['Boissons', 'Eaux', 'Eaux de sources', 'Eaux minérales', 'Boissons sans alcool', 'Boissons sans sucre ajouté']",,,"['Algérie', 'France']",[],,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.00737 g,en faible quantité,?,,0,,0 kj(0 kcal),,0,,0,,0,-100%,0,-100%,0,-100%,"0,007",-85%,"0,003",-85%,0,-100%,A,-100%,,,,,,,,,,['Algerie'],,,https://www.guedila.com/produits,,,
1968,Wasa tartine croustillante crunch sensation mueslin - 220g (220g),7300400481632,B,Produit de boulangerie au seigle avec des flocons de céréales,220 g (220 g),,['Wasa'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'en:zwieback', 'Pains croustillants']","['Riche en fibres', 'Non-bio']",['Magasins U'],['France'],"['Farine complète de SEIGLE ', '80 g*', 'flocons de céréales 24 g* ', 'BLÉ 6,0 g*', 'AVOINE 4,0 g*', 'maïs 4,0 g*', 'SEIGLE 4,0 g*', 'ORGE 4,0 g*', 'épeautre ', 'BLÉ', ' 2,0 g*', 'préparation de sucre à la cannelle ', 'sucre candi brun', 'cannelle ', '0,08 g*', 'graisse végétale de karité', 'sirop de sucre caramélisé', ""extrait de malt d'ORGE"", 'sel', 'amidon de maïs', ' *en g pour 100 g de produit', ' Peut contenir des traces de GRAINES DE SÉSAME et de LAIT']",,[],3,1.7 g,en faible quantité,0.4 g,en faible quantité,6 g,en quantité modérée,1 g,en quantité modérée,1456,-5%,345,-8%,1456 kj(345 kcal),-8%,"1,7",-78%,"0,4",-71%,64,+12%,6,+117%,9,-21%,1,-22%,"0,4",-22%,-1,-128%,A,-128%,48.2%,30.5%,12.1%,8.1%,1.1%,0.0%,95,,,,,"['Gluten', 'Avoine']",,,,
1969,Chocolat Noir Café - Villars - 100g,7610036002805,D,Chocolat noir aux pépités de café,100 g,"['carton', 'Green dot', 'Triman', 'C/PAP', 'Foodsafe', 'Etui en carton']",['Villars'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats noirs au café']","['Agriculture durable', 'EAC', 'Fabriqué en Suisse', 'Sans huile de palme', 'en:UTZ Certified']","['Super U', 'Magasins U']","['France', 'Suisse']","['sucre*', 'pâte de cacao', 'beurre de cacao', 'pépites de café ', '6%', ' ', 'maltodextrine de blé', 'sucre', 'lait écrémé en poudre', 'café', 'amidon', 'fraction de beurre* ', 'lait', 'émulsifiant ', 'lécithine de soja', 'arômes naturels de café et de vanille', '\rCacao : 50% minimum dans le chocolat', "" \r*Ingrédients d'origine suisse"", '\rPeut contenir des traces de noisette', 'amande', 'noix', 'noix de pécan', 'noix de cajou', 'pistache', 'œuf', 'blé et orge']",['E322i - Lécithine'],['Non végétalien'],4,34 g,en quantité élevée,20 g,en quantité élevée,45 g,en quantité élevée,0.025 g,en faible quantité,2190,-5%,523,-6%,2190 kj(523 kcal),-6%,34,-13%,20,-14%,50,+28%,45,+39%,5,-30%,"0,025",-59%,"0,01",-59%,20,-9%,E,-9%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,['Suisse'],,"['Lait', 'Soja']",,,,
1970,Maggi - Arome - 160ml,7613033488788,,Assaisonnement liquide,160 ml,"['Verre', 'Bouteille']",['Maggi'],"['Epicerie', 'Condiments', 'Additifs alimentaires']",['Point Vert'],['Leclerc'],"['Belgique', 'France']","['Eau', 'sel', 'exhausteurs de goût : glutamate monosodique', 'inosinate et guanylate disodiques', 'vinaigre', 'glucose', 'extrait de levure en poudre', 'arôme naturel de livèche', 'arôme,']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",[],4,0 g,en faible quantité,0 g,en faible quantité,1.1 g,en faible quantité,28.5 g,en quantité élevée,?,,25,-84%,105 kj(25 kcal),-84%,0,-100%,0,-100%,"2,8",-92%,"1,1",-91%,"3,5",-27%,"28,47",+1691%,"11,388",+1691%,,,,,,,,,,,,,,,,,,,,
1971,LE BON VEGETAL Escalope grillée soja et blé - Herta - 150g,7613036278560,,,150g,['barquette plastique'],['Herta'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Substituts de viande', 'Végétal']","['Végétarien', 'Nutriscore', 'Nutriscore A']","['Super U', 'Magasins U']",['France'],"['Protéines de _soja réhydratées ', 'soja 9,7%', 'eau 26,3%', 'Eau', 'Protéine de blé ', 'blé 2,8%', 'eau 5,2%', 'Huiles végétales ', 'colza', 'tournesol', 'Oignons', 'Blanc d’œuf', 'Farine ', 'blé', 'riz', 'Fibres ', 'pois', 'E460', 'Stabilisants ', 'E461', 'E412', 'Amidon ', 'maïs', 'pois', 'Maltodextrine ', 'pomme de terre', 'maïs', ""Poudre d'oignon"", 'Vinaigre', 'Sel 1,3%', 'Ail', 'Extrait de levure', 'Protéine hydrolysée ', 'soja', 'maïs', 'Arômes ', 'céleri', ""Poudre d'ail"", 'Epices']","['E460 - Cellulose', 'E461 - Méthylcellulose', 'E412 - Gomme de guar']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,7 g,en quantité modérée,0.5 g,en faible quantité,1.8 g,en faible quantité,1.3 g,en quantité modérée,?,,179,-7%,749 kj(179 kcal),-6%,7,-20%,"0,5",-63%,10,-4%,"1,8",+11%,"15,5",+9%,"1,3",+20%,"0,52",+20%,-3,-386%,A,-386%,,,,,,,,,,,,"['Céleri', 'Œufs', 'Gluten', 'Soja']",,,,
