,name,bar_code,generic_name,quantity,packaging,brand,categories,labels,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,ingredients_origins,manufacturing,link,traceability_code,brand_owner,palm_ingredients,producer_info,origin_detail
1883,Dosettes de café tradition - Monoprix - 250g,3350033083288,,250 g,['Sachet en plastique'],['Monoprix'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes', 'Cafés en dosettes compatible Senseo']",,['France'],['100% café'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Monoprix'],,,,,,,,,,,,"['EMB 26362A', 'Valence (Drôme, France)']",,,,
1884,Mungbohnen Keimlinge - Lien Ying - 170g,4013200880101,,170 g,['Dose'],['Lien Ying'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Graines', 'Aliments à base de plantes en conserve', 'Graines de légumineuses', 'Légumes secs', 'Pousses', 'Pousses en conserve', 'Pousses de légumineuses en conserve', 'Haricots mungos germés', 'Pousses de haricot mungo en conserve']",,"['France', 'Allemagne']",[],,[],,0.2 g,en faible quantité,0.2 g,en faible quantité,2.5 g,en faible quantité,0.38 g,en quantité modérée,?,,2.6,-89%,11 kj(2 kcal),-89%,"0,2",-12%,"0,2",+196%,"2,6",-7%,"2,5",+40%,"1,9",+15%,"0,38",-25%,"0,152",-25%,0,-100%,B,-100%,B,,48.2%,26.5%,12.1%,6.3%,3.3%,3.6%,78,,,,,,,,,
1885,Xylitol - Bio Vita - 600g,4035731820005,,600g,,['Bio Vita'],,"['Bio', 'Bio européen', 'Sans gluten', 'DE-ÖKO-001']",['France'],"['Bio-Xylit für Lebensmittel Zutaten: Süßungsmittel Bio-Xylit /Xylitol*', '*aus kontrolliert biologischem Anbau']",,[],4,,,,,,,,,?,,236,,987 kj(236 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,['E967 - Xylitol'],,,,,,,,
1886,Raisins Golden - 500g,3449714902038,,500 g,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Raisins secs']",,['France'],[],,[],,0.6 g,en faible quantité,0.2 g,en faible quantité,59 g,en quantité élevée,0 g,en faible quantité,?,,307,-3%,1284 kj(307 kcal),-3%,"0,6",+4%,"0,2",+43%,70,-3%,59,-6%,3,+6%,0,-100%,0,-100%,7,+24%,C,+24%,D,,37.4%,55.6%,3.3%,1.3%,2.3%,0.0%,44,,,,,"['EMB 13210N', 'Marseille 10e  Arrondissement (Bouches-du-Rhône, France)']",,,,
1887,Superboost au cacao,5060238481908,,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien']",['France'],[],,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,501,,2096 kj(501 kcal),,34,,15,,26,,19,,17,,"2,9",,"1,16",,,,,,,,,,,,,,,,,,,,,,,
1888,Ruby chocolate - Callebaut,5410522576856,,,,['Callebaut'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",['Sans colorants'],['France'],[],,[],,36 g,en quantité élevée,22 g,en quantité élevée,49 g,en quantité élevée,0.3 g,en quantité modérée,?,,563,+2%,2356 kj(563 kcal),+2%,36,-1%,22,+4%,50,+8%,49,+19%,"9,3",+28%,"0,3",+116%,"0,12",+116%,28,+19%,E,+19%,,,,,,,,,,,['Belgique'],,,,,,,
1889,Rindergoulasch - Gut Drei Eichen / Omnimax / Könecke Fleischwarenfabrik - 540g,4061458021999,,540 g,['Dose'],['Gut Drei Eichen / Omnimax / Könecke Fleischwarenfabrik'],"['Viandes', 'Charcuteries']",,"['France', 'Allemagne']","['Trinkwasser', 'Rindfleisch gegart 41%', 'Zwiebeln', 'Tomatenmark', 'jodiertes Speisesalz ', 'Speisesalz', 'Kaliumjodat', 'Karotten', 'modifizierte Stärke', 'Zucker', 'Maltodextrin', 'Karamellzuckersirup', 'Mehl ', 'Weizen', 'Reis', 'Gewürze ', 'Zwiebel', 'Paprika', 'Knoblauch', 'Piment', 'Lorbeer', 'Sellerie', 'Gewürzextrakte ', 'Pfeffer', 'Paprika', 'Sellerie', 'Liebstöckel', 'Muskat', 'Kräuter ', 'Rosmarin', 'Thymian', 'Karottengranulat', 'Stärke', 'Tomatenpulver', 'Citronensäure']","['Céleri', 'Gluten']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,6.5 g,en quantité modérée,3.1 g,en quantité modérée,1.5 g,en faible quantité,2 g,en quantité élevée,462,-52%,111,-57%,462 kj(111 kcal),-57%,"6,5",-66%,"3,1",-57%,4,+172%,"1,5",+89%,9,-52%,2,-16%,"0,8",-16%,12,-25%,D,-25%,,['Aldi Süd'],,,,,,,,"['E14XX - Amidons modifiés', 'E330 - Acide citrique']",,['Delmenhorst / Deutschland'],http://www.boeklunder.de,['DE NI 11167 EG'],,,,
1890,Brioche de noël étoile  aux fruits,3173310018144,,,,,,"['Sans colorants', 'Sans conservateurs']",['France'],[],,[],,,,,,,,,,?,,153,,640 kj(153 kcal),,"11,5",,"8,1",,"59,5",,"25,2",,"7,6",,"0,76",,"0,304",,,,,,,,,,,,,,,,,,,,,,,
1891,Mini Rochers Coco Et Chocolat,9002859035555,,,,,,['Fabriqué en Belgique'],['France'],[],,[],,,,,,,,,,?,,481,,2013 kj(481 kcal),,24,,"22,4",,"58,4",,"57,1",,"3,9",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,
1892,Spätzle -,4316268502689,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Spätzle']",,"['France', 'Allemagne']",[],,[],,3.7 g,en quantité modérée,1.2 g,en faible quantité,3 g,en faible quantité,0.1 g,en faible quantité,?,,372,+54%,1556 kj(372 kcal),+56%,"3,7",-9%,"1,2",+34%,68,+72%,3,+108%,15,+65%,"0,1",-86%,"0,04",-86%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,,
1893,Purée de noix de cajou bio - Damiano - 180g,8002352511113,,180 g,,['Damiano'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de fruits à coques', 'Purées de noix de cajou']",['Bio'],['France'],[],,[],,44 g,en quantité élevée,8 g,en quantité élevée,6 g,en quantité modérée,0.01 g,en faible quantité,?,,553,-8%,2314 kj(553 kcal),-8%,44,-7%,8,-16%,30,+27%,6,+9%,18,-3%,"0,01",-79%,"0,004",-79%,14,+25%,D,+25%,,,,,,,,,,,,,,,,,,
1894,"Maitre cochon, Boudin noir , la barquette de 360 gr",3497800100004,,,"['Etui en carton', 'Film en plastique']",,,,['France'],[],,[],,,,,,,,,,?,,300,,1255 kj(300 kcal),,26,,10,,0,,0,,16,,"0,87",,"0,348",,,,,,,,,,,,,,,,,,,,,,,
1895,Mini gratins de pâtes 3 fromages - Carrefour,3560071192334,,,,['Carrefour'],,,['France'],[],,[],,,,,,,,,,?,,210,,879 kj(210 kcal),,11,,7,,22,,"3,5",,"5,9",,"0,65",,"0,26",,,,,,,['Carrefour'],,,,,,,,,,,,"['FR 56.094.004 CE', 'Kervignac (Morbihan, France)']",,,,
1896,Granola Bites,87179118,,,,,,"['Végétarien', 'Végétalien', 'Point Vert', 'Sans lactose']",['France'],[],,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,484,,2025 kj(484 kcal),,28,,11,,40,,14,,"8,9",,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,,
1897,Flocons d'avoine - Hello Bio - 500g,3760286310756,,500 g,['Sachet'],['Hello Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Flocons laminés', ""Flocons d'avoine""]","['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-10']",['France'],"[""FLO ONS D'AVOINE""]",,[],,5.3 g,en quantité modérée,1 g,en faible quantité,1.2 g,en faible quantité,0.01 g,en faible quantité,?,,350,-5%,1464 kj(350 kcal),-6%,"5,3",-25%,1,-20%,"56,6",-5%,"1,2",-27%,"11,4",-7%,"0,01",-67%,"0,004",-67%,-1,,A,,B,,82.4%,1.1%,6.8%,7.0%,2.7%,0.0%,79,,,,,,,,,
1898,Pure Squeezed Pink Grapefruit Juice - Marks & Spencer,00265812,,,,['Marks & Spencer'],,,['France'],[],,[],,,,,,,,,,?,,42,,176 kj(42 kcal),,"0,1",,0,,"8,7",,"8,7",,"0,4",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1899,Tartinade noisette chocolat,3770011776085,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Sans lactose', 'AB Agriculture Biologique']",['France'],[],,[],,,,,,,,,,?,,585.79998779297,,2451 kj(585 kcal),,"47,6",,"3,6",,"35,5",,"25,4",,12,,"0,14",,"0,056",,,,,,,,,,,,,,,,,,,,,,,
1900,Polpa di pomodoro,8015197051416,,,,,,,['France'],[],,[],,,,,,,,,,?,,27,,113 kj(27 kcal),,"0,5",,0,,4,,"3,5",,"1,1",,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,
1901,Frucht joghurt,42306337,,,,,,,"['France', 'Allemagne']",[],,[],,,,,,,,,,?,,48,,201 kj(48 kcal),,"1,2",,"0,8",,"5,8",,"4,1",,"3,4",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,
1902,Baked Potatoes & Sour Cream - Block House - 650g,4009286110003,Backkartoffeln mit Sour Cream,650 g,['Packung'],['Block House'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Pommes de terre', 'Quark', 'Fromages à la crème', 'Quark au lait caillé']",,"['France', 'Allemagne']","['Kartoffeln ', '62%', ' Sour Cream ', 'SPEISEQUARK MAGERSTUFE ', '63%', 'Wasser', 'Rapsöl', 'SAHNE', 'modifizierte Stärke', 'jodiertes Speisesalz ', 'Speisesalz', 'Kaliumjodat', 'Zucker', 'Würze', 'Kräuter', 'SENF ', 'Wasser', 'SENFSAATEN', 'Branntweinessig', 'Speisesalz', 'Gewürze', 'Weinessig', 'MILCHEIWEISS', 'EIGELB', 'Dextrose', 'Stärke', 'Gewürze', 'natürliches Aroma', 'Säuerungsmittel ', 'Citronensäure', 'Äpfelsäure', 'Weinsäure ', 'L+', 'Verdickungsmittel ', 'Guarkernmehl', 'Johannisbrotkernmehl', 'Säureregulator ', 'Trinatriumcitrat']","['Œufs', 'Lait', 'Moutarde', 'de:MILCHEIWEISS', 'de:SPEISEQUARK MAGERSTUFE']",['Non végétalien'],4,3.2 g,en quantité modérée,0.5 g,en faible quantité,1.5 g,en faible quantité,0.48 g,en quantité modérée,394,-6%,93,-11%,394 kj(93 kcal),-9%,"3,2",+2%,"0,5",-75%,10,-12%,"1,5",-86%,"4,2",-35%,"0,48",+314%,"0,192",+314%,1,-7%,B,-7%,B,['Famila'],28.6%,0.0%,23.6%,24.0%,19.8%,4.1%,98,"['E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E296 - Acide malique', 'E334 - Acide L-tartrique', 'E412 - Gomme de guar', 'E331iii - Citrate trisodique']",,,,,,,,
1903,Teriyaki Sauce - Chi Wán - 250g,4002239604406,,250 g,['Flasche'],['Chi Wán'],"['Epicerie', 'Sauces', 'Sauces Teriyaki']",,"['France', 'Allemagne']",[],,[],,0.1 g,en faible quantité,0.1 g,en faible quantité,21.5 g,en quantité élevée,13.3 g,en quantité élevée,?,,136,-20%,569 kj(136 kcal),-19%,"0,1",-76%,"0,1",+66%,"24,1",-15%,"21,5",-11%,"9,4",+176%,"13,3",+115%,"5,32",+115%,15,-11%,D,-11%,,,,,,,,,,,,,,,,,,
1904,light - Hero - 280g,8000080004334,,280g,,['Hero'],,['Sans sucre ajouté'],['France'],[],,[],,,,,,,,,,?,,42,,176 kj(42 kcal),,"0,2",,0,,"12,6",,"3,9",,"0,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1905,Céleri Sedano BIO - 200.0g,20228279,,200.0 g,['Produkt'],,,,"['France', 'Suisse']",[],,[],,,,,,,,,,?,,35,,146 kj(35 kcal),,"0,3",,0,,"5,4",,0,,"1,1",,"0,31",,"0,124",,,,,,,,,,,,,,,,,,,,,,,
1906,Farine de blé noir,3770005371302,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de sarrasin']","['Bio', 'Bio européen', 'FR-BIO-10']",['France'],[],,[],,2.2 g,en faible quantité,0.4 g,en faible quantité,1.5 g,en faible quantité,0 g,en faible quantité,?,,347,-1%,1452 kj(347 kcal),-1%,"2,2",-20%,"0,4",-25%,"70,5",+5%,"1,5",+11%,"9,1",-22%,0,-100%,0,-100%,-1,,A,,B,,68.5%,2.0%,12.1%,12.6%,4.8%,0.0%,94,,,,,,,,,
1907,Graines le choix du boulanger - La Vie Claire - 250g,3266191016382,,250 g,,['La Vie Claire'],,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",['France'],[],,[],,,,,,,,,,2204,,534,,2204 kj(534 kcal),,"43,1",,"5,5",,"4,1",,"0,6",,"22,9",,0,,0,,,,,,,['La Vie Claire'],,,,,,,,,,,,,,,,
1908,Foie gras de canard entier des Landes mi-cuit Label Rouge - Panache des Landes,3356650005184,,,,['Panache des Landes'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']","['Concours général agricole', 'Label Rouge', ""Médaille d'or du Concours général agricole"", ""Médaille d'or du concours général agricole 2019""]",['France'],"['Foie gras de Canard des landes', 'sel', 'poivre', ' Canard origine France']",,"['Non végétalien', 'Non végétarien']",3,50.1 g,en quantité élevée,22.9 g,en quantité élevée,0 g,en faible quantité,1.02 g,en quantité modérée,?,,485,-8%,2029 kj(485 kcal),-8%,"50,1",-8%,"22,9",-1%,"1,6",-33%,0,-100%,"6,9",-8%,"1,02",-15%,"0,408",-15%,20,-4%,E,-4%,B,,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,['France'],,,"['FR 40.126.003 CE', 'Hinx (Landes, France)']",,,,
1909,"Ananas-mango, 0,7 LTR Flasche - Beutelsbacher",4106060043424,,,,['Beutelsbacher'],,,['France'],[],,[],,,,,,,,,,?,,49,,205 kj(49 kcal),,"0,1",,0,,"11,2",,11,,"0,3",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1910,6x Eau Minéral Naturelle - Carrefour,3270190178095,,,,['Carrefour'],,,['France'],[],,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,['Carrefour'],,,,,,,,,,,,,,,,
1911,Vermicelles De Pois De Soja,6900350006025,,,,,,,['France'],[],,[],,,,,,,,,,?,,344,,1439 kj(344 kcal),,0,,0,,86,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1912,Azro,6130093056807,,,,,,,['France'],[],,[],,,,,,,,,,?,,67,,280 kj(67 kcal),,0,,0,,16,,16,,0,,"0,275",,"0,11",,,,,,,,,,,,,,,,,,,,,,,
1913,Marrons cuits bio,3558370000696,,,,,['Marrons cuits'],"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],,[],,1.3 g,en faible quantité,0.2 g,en faible quantité,8.3 g,en quantité modérée,0.1 g,en faible quantité,?,,177,+5%,741 kj(177 kcal),+6%,"1,3",+2%,"0,2",-10%,"35,6",+9%,"8,3",+15%,"2,6",+2%,"0,1",+1%,"0,04",+1%,2,,B,,,,,,,,,,,,,,,,,,,
1914,Confiture extra de Griotte - Douceurs de pays - 250g,3760043720767,,250g,['pot en verre'],['Douceurs de pays'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades']","['Sans colorants', 'Sans conservateurs']",['France'],"['Griottes de Lorraine', 'sucre', 'gélifiant ', 'pectine de fruits', ' Préparée avec 55g de fruits pour 100g', ' Teneur totale en sucre: 62g pour 100g']",,[],4,0.7 g,en faible quantité,0 g,en faible quantité,12.5 g,en quantité modérée,0.1 g,en faible quantité,?,,55,-75%,230 kj(55 kcal),-75%,"0,7",+171%,0,-100%,14,-74%,"12,5",-76%,31,+6063%,"0,1",+327%,"0,04",+327%,-3,-132%,A,-132%,,,,,,,,,,['E440 - Pectines'],,,,,,,,
1915,Datteln,0628586504110,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Dattes', 'Dattes de Tunisie']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'en:tn-bio-001']",['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,?,,276,-7%,1155 kj(276 kcal),-8%,0,-100%,0,-100%,"66,1",-4%,0,-100%,2,-7%,,,,,,,,,C,,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,,,,,,,
1916,Noix de coco - 250g,3700199600025,,250 g,,,,,['France'],[],,[],,,,,,,,,,?,,712,,2979 kj(712 kcal),,69,,66,,"9,3",,5,,"7,4",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,"['EMB 59400', 'Merville (Nord, France)']",,,,
1917,Rahmjoghurt Ananas - Weihenstephan,4008452035515,,,,['Weihenstephan'],,,['France'],[],,[],,,,,,,,,,?,,144,,602 kj(144 kcal),,8,,"5,4",,14,,"13,4",,"2,7",,"0,09",,"0,036",,,,,,,,,,,,,,,,,,,,,,,
1918,Pâte Porc Saigon PQ 500G,3760019011035,,,,,,,['France'],[],,[],,,,,,,,,,?,,245,,1025 kj(245 kcal),,"19,8",,"7,39",,"1,86",,"0,61",,14,,"0,77",,"0,308",,,,,,,,,,,,,,,,,,,,,,,
1919,Livia's Nugglets Raw Cookie Dough - 35g,5060426310430,Nugglets raw cookie dough,35 g,['Plastique'],"[""Livia's""]","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuit chocolat']",['Sans gluten'],['France'],"['Date Paste', 'Gluten Free Oat Flour ', '29%', 'Raw Chocolate ', '20%', ' ', 'Cacao Butter', 'Coconut Sugar', 'Cacao Mass', 'Lucuma', 'Vanilla', ' ', 'Raw Chocolate 66% Cacao Solids', 'Maple Syrup', 'Himalayan Pink Salt', 'Coconut Sugar']",,[],,10.1 g,en quantité modérée,5.7 g,en quantité élevée,39.8 g,en quantité élevée,0.65 g,en quantité modérée,1511,,363,-22%,1511 kj(363 kcal),-17%,"10,1",-48%,"5,7",-33%,61,-3%,"39,8",+39%,"5,5",-18%,"0,65",+73%,"0,26",+73%,14,-9%,D,-9%,D,,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,,,,,,
1920,Yogourt bianco -,8001344019781,,,,,,,['France'],"['yogurt ', 'latte intero', 'fermenti lattici', 'fermenti: Bifidus Bacterium BB-12']",['Lait'],['Non végétalien'],,,,,,,,,,?,,63,,264 kj(63 kcal),,"3,3",,"2,2",,"4,1",,"4,1",,"4,2",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,
1921,"Confiture De Cassis, 430g",3760163630113,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de cassis']",['Bio'],['France'],[],,[],,0.3 g,en faible quantité,0 g,en faible quantité,52 g,en quantité élevée,0 g,en faible quantité,?,,236,+3%,987 kj(236 kcal),+3%,"0,3",+6%,0,-100%,"54,3",0%,52,+0%,"0,5",-17%,0,-100%,0,-100%,7,-24%,C,-24%,D,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,
1922,Voltage dew charged soda - Mountain Dew,0012000028632,,,,['Mountain Dew'],,,['France'],[],,[],,,,,,,,,,?,,47.8873,,200 kj(47 kcal),,0,,0,,"12,958",,"12,958",,0,,"0,042",,"0,017",,,,,,,,,,,,,,,,,,,,,,,
1923,Purée de pommes bananes - Charles & Alice - 4  x 100g,3297760098775,,4  x 100 g,"['Pots plastiques', 'Pot en plastique', 'Opercule en plastique']",['Charles & Alice'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes banane']",['Sans sucre ajouté'],['France'],"['Pommes 84,9%', 'bananes 15%', 'antioxydant : acide ascorbique', ""correcteur d'acidité : acide citrique""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.5 g,en faible quantité,0.2 g,en faible quantité,11 g,en quantité modérée,0.1 g,en faible quantité,251,-7%,251,+280%,251 kj(251 kcal),-9%,"0,5",+62%,"0,2",+180%,13,-11%,11,-15%,"0,5",+8%,"0,1",+981%,"0,04",+981%,-4,,A,,B,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,"['E300 - Acide ascorbique', 'E330 - Acide citrique']",,,,,,,,
1924,Freedom Foods Aussie Grown Rice Flakes 325GM,9315090201932,,,,['Freedom Foods'],,['en:gluten-free'],"['Australie', 'France']",[],,[],,,,,,,,,,?,,368,,1540 kj(368 kcal),,"2,3",,"0,5",,"72,7",,"2,5",,"8,2",,"0,2",,"0,08",,,,,,,['Woolworths'],,,,,,,,,,,,,,,,
1925,Breizh toasts blé noir,3760133530399,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-09', 'AB Agriculture Biologique']",['France'],[],,[],,,,,,,,,,?,,571,,2389 kj(571 kcal),,44,,"5,9",,32,,"1,2",,11,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,
1926,Enjoy free! Milch Laktosefrei - Milfina - 1l,4099200030555,,1l,,['Milfina'],,,"['Autriche', 'France', 'Allemagne']",[],,[],,,,,,,,,,?,,49,,205 kj(49 kcal),,"1,8",,"1,1",,"4,8",,"4,8",,"3,4",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,
1927,Rigatoni,8002459001210,,,,,,,['France'],[],,[],,,,,,,,,,?,,354,,1481 kj(354 kcal),,"1,3",,"0,3",,70,,"3,3",,14,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1928,Galette des rois Frangipane - Auchan,2030500402262,,,,['Auchan'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",,['France'],[],,[],,29 g,en quantité élevée,16 g,en quantité élevée,12 g,en quantité modérée,0.6 g,en quantité modérée,?,,424,+0%,1774 kj(424 kcal),+1%,29,+10%,16,+8%,34,-12%,12,-7%,7,+10%,"0,6",-14%,"0,24",-14%,19,-1%,E,-1%,D,['Auchan'],88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,,,,,,
1929,Tomato Bread - Becky's,8713305800726,,,,"[""Becky's""]",,,['France'],[],,[],,,,,,,,,,?,,479,,2004 kj(479 kcal),,"22,4",,"2,4",,"57,9",,"6,5",,"8,9",,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,
1930,Fondue suisse -,23060098,,,,,,['Fabriqué en Suisse'],['France'],"['Fromages suisses 50% ', 'Emmentaler AOP 35%', 'Gruyère AOP 15%', 'vin blanc', 'eau', 'amidon', 'eau-de-vie de cerises', 'sel de cuisine', 'sel de fonte ', 'phosphate de sodium', 'stabilisant ', 'farine de graines de caroube', 'épices']","['Lait', 'Emmentaler AOP', 'Gruyère AOP']",['Non végétalien'],4,,,,,,,,,?,,247,,1033 kj(247 kcal),,17,,10,,3,,"0,6",,15,,"1,1",,"0,44",,,,,,,,,,,,,,,['E410 - Gomme de caroube'],,,,,,,,
1931,"Perle Di Sole Lemon Drops (7.05oz. Bag) - Papillon srl - 200gr.  7,05oz",8010746091189,,"200gr.  7,05oz",,['Papillon srl'],,,['France'],[],,[],,,,,,,,,,?,,385,,1611 kj(385 kcal),,0,,0,,"94,5",,68,,0,,"0,007",,"0,003",,,,,,,,,,,,,,,,,,,,,,,
1932,Chocolat noir 75%,2010005110015,,,,,,,['France'],[],,[],,,,,,,,,,?,,584,,2443 kj(584 kcal),,"46,9",,"29,5",,"25,1",,"21,6",,"5,6",,"6,9",,"2,76",,,,,,,,,,,,,,,,,,,,,,,
1933,Uswatte Tipi Tip Onion Flavour Crispy Snack (14G),4792135020010,,,,,,,['France'],[],,[],,,,,,,,,,?,,513,,2146 kj(513 kcal),,"26,6",,"4,7",,0,,0,,"6,4",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1934,Spar natur Pur Bio Vollkorn Toast - 500g,9100000139500,,500 g,,,,['Bio'],"['France', 'Italie']",[],,[],,,,,,,,,,?,,234,,979 kj(234 kcal),,"4,3",,"0,6",,36,,"3,4",,"9,609",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
