,name,bar_code,eco_score,quantity,packaging,brand,categories,ingredients_origins,manufacturing,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,traceability_code,generic_name,allergens,additives,link,palm_ingredients,brand_owner
670,Spiruline en poudre,3760222092074,D,,,,"['Compléments alimentaires', 'Spiruline']",,,,['France'],[],"['Végétalien', 'Végétarien']",,?,,350,+39%,"5,9",+61%,"10,5",+2%,60,+21%,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,1464 kj(350 kcal),0,"0,2","0,9","0,36","['Bio', 'Végétarien', 'Bio européen', 'Sans gluten', 'Végétalien']",5.9 g,en quantité modérée,0 g,en faible quantité,0.2 g,en faible quantité,0.9 g,en quantité modérée,+38%,-100%,-71%,-22%,-22%,2,-59%,B,-59%,,,,,,,
671,Boisson litchi,6924444800016,,,,,,,,,['France'],[],[],,?,,40,,0,,"7,5",,0,,,,,,,,,167 kj(40 kcal),0,"0,8","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,
672,miel d'oranger - Le Rucher des Abeilles Bleues,3491560002226,B,,['pot en verre'],"['Le Rucher des Abeilles Bleues', 'Augier Miel']","['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'agrumes"", ""Miels d'oranger""]",,,,['France'],[],[],,?,,?,,?,,?,,?,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,La supérieure saucisse sèche pur porc,2688491025399,,,,,,,,,['France'],[],[],,?,,430,,"33,5",,"6,7",,"25,4",,,,,,,,,1799 kj(430 kcal),"14,1","2,63","4,47","1,788",,,,,,,,,,,,,,,,,,,,,,,,,
674,Parfum de Vinaigre - Martin Pouret,3165351825225,B,,,['Martin Pouret'],"['Vinaigres', 'Vinaigres aromatisés']",,,,['France'],[],[],,?,,20,-80%,"0,1",+58%,5,-78%,0,-100%,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,84 kj(20 kcal),0,5,"0,02","0,008",,0.1 g,en faible quantité,0 g,en faible quantité,5 g,en quantité modérée,0.02 g,en faible quantité,-80%,-100%,-74%,-44%,-44%,,,,,,,,,,,
675,3 escalopes de dinde,2865525030769,D,,,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,['France'],[],[],,?,,?,,?,,?,,?,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,,,,,,,,,,,,"['FR 79.179.002 CE', 'Moncoutant (Deux-Sèvres, France)']",,,,,,
676,Melange duo gourmand,2600271033264,,,,,,,,,['France'],[],[],,?,,566,,40,,34,,16,,,,,,,,,2368 kj(566 kcal),16,24,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,
677,Pâte de foie,3760149670034,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,Jambon a l'ancienne fume cuit sans couenne,2602660017381,E,,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Jambon sans couenne']",,,,['France'],[],[],,?,,123,-7%,"3,3",-31%,"0,5",-25%,23,+9%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,515 kj(123 kcal),"1,7","0,5","2,1","0,84",,3.3 g,en quantité modérée,1.7 g,en quantité modérée,0.5 g,en faible quantité,2.1 g,en quantité élevée,-6%,-8%,-16%,+12%,+12%,11,+56%,D,+56%,,,,,,,
679,Palets chocolat - 250g,3040280001028,,250 g,,,,,,,['France'],[],[],,?,,446,,"19,2",,"62,9",,"4,6",,,,,,,,,1866 kj(446 kcal),"10,9","28,7","0,09","0,036",,,,,,,,,,,,,,,,,,,"['EMB 45179', 'Lailly-en-Val (Loiret, France)']",,,,,,
680,Chiffonnade de jambon serrano - Paso,3760114579676,E,,,['Paso'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']",,,,['France'],[],[],,?,,?,,?,,?,,?,,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,
681,Lakritsikastike - Pirkka - 300g,6410402024124,,300g,,['Pirkka'],"['Epicerie', 'Sauces', 'Sauces dessert']",,,,"['Finlande', 'France']","['tärkkelyssiirappi', 'sokeri', 'vesi', 'lakritsijauhe ', '2,7 %', 'sakeuttamisaineet ', 'E1422', 'karrageeni', 'ammoniumkloridi', 'väri ', 'E153', 'aromit', 'säilöntäaine ', 'kaliumsorbaatti', 'suola']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,?,,260,+94%,0,-100%,65,+143%,0,-100%,,,,,,,,1088 kj(260 kcal),0,64,"0,1","0,04",['Sans lactose'],0 g,en faible quantité,0 g,en faible quantité,64 g,en quantité élevée,0.1 g,en faible quantité,+96%,-100%,+169%,+70%,+70%,13,+267%,D,+267%,,Lakritsikastike,,"['E1422 - Adipate de diamidon acétylé', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', ""E510 - Chlorure d'ammonium"", 'E153 - Charbon végétal médicinal', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,
682,12 galettes à l'orange,1887475483199,,,,,,,,,['France'],[],[],,?,,440,,12,,"73,6",,"7,3",,,,,,,,,1841 kj(440 kcal),"4,27","20,3","0,01","0,004",['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,
683,Perles de couscous - 350g,8718885877243,,350 g,,,,,,,"['Belgique', 'France']",[],[],,?,,370,,"1,3",,"76,1",,"13,5",,,,,,,,,1548 kj(370 kcal),"0,1","1,1","0,11","0,044",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,
684,poulet pilons,9274766467907,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Lustucru,3240931542621,,,,['Lustucru'],,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Porkkanaohukainen - Pirkka - 400g,6410400049013,,400g,['PET/PE'],['Pirkka'],,,,,"['Finlande', 'France']","['porkkana 39 %', 'vehnäjauho', 'kananmuna', 'vesi', 'ohra-', 'riisi - ja vehnätärkkelys', 'margariini ', 'rapsiöljy', 'vesi', 'emulgointiaine E471', 'suola', 'sokeri', 'dekstroosi', 'jodioitu suola', 'palmuöljy', 'vehnä - ja maitoproteiinivalmiste', 'mausteet ', 'mustapippuri', 'muskottipähkinä', 'nostatusaineet ', 'E450', 'E500', 'aromit ', 'mm', ' kerma']","['Huile de palme', 'Non végétalien']",4,?,,165,,"5,6",,23,,"4,7",,,,,,,,,690 kj(165 kcal),"0,8","2,5","0,85","0,34",['Sans lactose'],,,,,,,,,,,,,,,,,,['FI 22 EY'],,"['Œufs', 'Gluten', 'Lait']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium']",,,
687,Kassler fume,2877040026769,,,,,,,,,['France'],[],[],,?,,138,,"6,1",,"0,5",,"20,3",,,,,,,,,577 kj(138 kcal),"2,6","0,05","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,
688,Sauce Tomate,3760271200420,B,,,,"['Epicerie', 'Sauces', 'Sauces tomate']",,,,['France'],[],[],,?,,99,+12%,"7,4",+243%,"5,8",-51%,"1,2",-23%,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,414 kj(99 kcal),"0,8","4,4","0,71","0,284","['Sans colorants', 'Sans conservateurs']",7.4 g,en quantité modérée,0.8 g,en faible quantité,4.4 g,en faible quantité,0.71 g,en quantité modérée,+16%,+129%,-55%,-45%,-45%,4,-22%,C,-22%,,,,,,,
689,Cocktail aperitif exotique - Auchan,3254566785148,,,,['Auchan'],,,,['Auchan'],['France'],[],[],,?,,193,,"7,9",,25,,"4,3",,,,,,,,,808 kj(193 kcal),"0,9","8,4","2,6","1,04",,,,,,,,,,,,,,,,,,,"['EMB 38231A', 'Meyrieu-les-Étangs (Isère, France)']",,,,,,
690,Steak haché x2 250gr. - Cora,3257980351906,E,,,['Cora'],"['Viandes', 'Bœuf', 'Steaks', 'Steaks de bœuf', 'Viandes fraîches', 'Steaks hachés', 'Steaks de bœuf hachés', 'Steaks hachés frais', 'Steaks hachés de bœuf frais']",,,['Cora'],['France'],[],[],,?,,?,,?,,?,,?,,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,Emmantal Français,2871820027038,,,,,,,,,['France'],[],[],,?,,377,,29,,"0,5",,29,,,,,,,,,1577 kj(377 kcal),"17,5",0,"0,75","0,3","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,
692,4971749110427,4971749110427,,,,,,,,,['France'],['produit japonnais'],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,filet de poulet - La Nouvelle Agriculture,0213308048159,D,,,['La Nouvelle Agriculture'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,['France'],[],[],,?,,?,,?,,?,,?,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,Pates,3252979444836,,,,,,,,,['France'],[],[],,?,,360,,2,,72,,12,,,,,,,,,1506 kj(360 kcal),"0,3",2,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,
695,Saucisson de l Ardèche,2441827041926,,,,,,,,,['France'],[],[],,?,,411,,33,,"1,5",,27,,,,,,,,,1720 kj(411 kcal),13,"0,5","4,7","1,88",,,,,,,,,,,,,,,,,,,,,,,,,
696,mimolette,0241098021977,D,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Fromages-du-nord-pas-de-calais']",,,,['France'],[],[],,?,,?,,?,,?,,?,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,Tomates séchées,23137479,E,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Produits déshydratés', 'Tomates et dérivés', 'Aliments à base de plantes séchées', 'Légumes séchés', 'Tomate séchée']",,,,['France'],[],[],,?,,?,,?,,?,,?,,34.1%,59.8%,3.6%,1.3%,1.0%,0.2%,13,,,,,,['Fabriqué en Italie'],,,,,,,,,,,,,,,,,,,,,,,,
698,Huile vierge de noix - Huilerie Jacob - 25cl,3760137700095,D,25 cl,['Bouteille en verre'],['Huilerie Jacob'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits à coques', 'Huiles de noix']",,,,['France'],[],[],,?,,?,,?,,?,,?,,92.8%,2.3%,2.5%,1.3%,1.2%,0.0%,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Saucisse sèche fumée,2292297040144,,,,,,,,,['France'],[],[],,?,,361,,26,,"2,7",,29,,,,,,,,,1510 kj(361 kcal),"9,2","1,8","4,2","1,68",,,,,,,,,,,,,,,,,,,"['FR 12.121.002 CE', 'Lanuéjouls (Aveyron, France)']",,,,,,
700,Touch Poisson Ducros,3275925107661,,,,['Ducros'],,,,,['France'],[],[],,?,,272,,"6,1",,"35,5",,"9,6",,,,,,,,,1138 kj(272 kcal),"0,4","11,7","17,2","6,88",,,,,,,,,,,,,,,,,,,,,,,,,
701,Saucisson de poulet/bœuf,8711659039304,,,,,,,,,['France'],[],[],,?,,253,,"19,4",,"8,2",,"11,5",,,,,,,,,1059 kj(253 kcal),"6,2","0,4","2,43","0,972",,,,,,,,,,,,,,,,,,,,,,,,,
702,Biscuits roses de Reims - Fossier,3435079012512,,,,['Fossier'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits roses de Reims']",,,,['France'],[],[],,?,,392,-0%,"3,4",-1%,82,+0%,"8,4",-0%,,,,,,,,1640 kj(392 kcal),1,53,"0,19","0,076",['Fabriqué en France'],3.4 g,en quantité modérée,1 g,en faible quantité,53 g,en quantité élevée,0.19 g,en faible quantité,0%,+0%,+1%,+4%,+4%,14,+4%,D,+4%,,,,,,,
703,saucisses,7711612036747,,,,,"['Viandes', 'Charcuteries', 'Saucisses']",,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,Pardon cuie avec de l'huile de tourne sol,8429686000753,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Boudin aux oignons recette bordelaise,2473732023612,D,,,,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins noirs', 'Boudin noir sauté', 'Boudins aux oignons']",,,,['France'],[],[],,?,,262,+11%,22,+15%,"4,6",+73%,12,-8%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,1096 kj(262 kcal),"8,9",1,"2,2","0,88",,22 g,en quantité élevée,8.9 g,en quantité élevée,1 g,en faible quantité,2.2 g,en quantité élevée,+11%,+26%,-25%,+41%,+41%,20,+35%,E,+35%,,,,,,,
706,Gratin de courgettes -,0218246023428,B,,,,"['Plats préparés', 'Gratins', 'Gratins de légumes']",,,,['France'],[],[],,?,,145,+33%,"12,6",+85%,"3,1",-48%,"4,6",+18%,71.1%,12.3%,5.4%,6.1%,3.0%,2.1%,76,607 kj(145 kcal),"7,5","2,6","0,4","0,16",,12.6 g,en quantité modérée,7.5 g,en quantité élevée,2.6 g,en faible quantité,0.4 g,en quantité modérée,+34%,+117%,-11%,-35%,-35%,7,+163%,C,+163%,,,,,,,
707,Cheddar,2441805020936,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Le traditionnel,2688493031169,,,,,,,,,['France'],[],[],,?,,394,,"31,3",,"3,1",,25,,,,,,,,,1648 kj(394 kcal),"13,3","1,36","4,53","1,812",,,,,,,,,,,,,,,,,,,,,,,,,
709,La cure gourmande - 750g,3760145825100,,750 g,,['la cure gourmande'],,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,3609761201151,3609761201151,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,,,,,,,,,,,,,,
711,oignon - La Ferme d'Erquinvillers - 2kg,3276554574879,,2kg,['Fillet'],"[""La Ferme d'Erquinvillers""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés']",['France'],['Erquinvillers'],['Carrefour  (marcket )'],['France'],['pousse dans la terre'],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,"[""La Ferme d'Erquinvillers""]",,,,,,,,,,,,,,,,,,['60130'],,,,3276554574879,,
712,Sirop d'érable Délicat 100% pur - Terre de pépites,3770003613060,,,,['Terre de pépites'],"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable""]",,,,['France'],"[""sirop d'érable biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",2,?,,334,+22%,0,-100%,87,+27%,0,-100%,,,,,,,,1397 kj(334 kcal),0,77,"0,14","0,056",['Bio'],0 g,en faible quantité,0 g,en faible quantité,77 g,en quantité élevée,0.14 g,en faible quantité,+23%,-100%,+26%,-9%,-9%,14,+6%,D,+6%,,,,,,,
713,Profruit,03701270,,,,['Profruit'],,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,Jambon blanc,,D,,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,,,['France'],[],[],,?,,?,,?,,?,,?,,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-10']",,,,,,,,,,,,,,,,,,,,,,,,
715,Manchons de canards confits aux lentilles,0205569034217,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,Jambon Charcuterie COSME - 4Tranches,2291115028074,,4 Tranches,,['COSME'],"['Viandes', 'Charcuteries', 'Jambons']",,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,,,,,"['FR 72.181.005 CE', 'Mans (Sarthe, France)']",,,,,,
717,Kabuto Rice Noodles Vegetable Laksa Gluten Free 65G,5060250610348,,,,,['en:Rice Noodles'],,,,['France'],"['rice noodles ', '64%', 'rice flour', 'tapioca starch', 'coconut milk ', '7%', 'lactose ', 'milk', 'sugar', 'onion', 'yeast extract', 'dried milk', 'red pepper ', '1', '4%', 'sweetcorn ', '1', '4%', 'salt', 'dried kaffir lime leaf ', '0', '8%', ' natural flavouring', 'garlic', 'ginger', 'spinach', 'chilli', 'turmeric', 'paprika extract', ' for allergens see ingredients in bold', ' suitable for vegetarians']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,?,,61,,1,,12,,"1,2",,,,,,,,,255 kj(61 kcal),"0,7","2,6","0,3","0,12",['Végétarien'],1 g,en faible quantité,0.7 g,en faible quantité,2.6 g,en faible quantité,0.3 g,en quantité modérée,,,,,,1,,B,,,,['Lait'],['E160c - Extrait de paprika'],,,
718,Quinoa mini burgers - Biona,5032722315051,,,,['Biona'],,,,,['France'],[],"['Végétalien', 'Végétarien']",,?,,263,,16,,17,,"7,9",,,,,,,,,1100 kj(263 kcal),2,"3,7","1,3","0,52","['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,
719,Gelée d'arbricot,8001505448931,,,,,,,,,['France'],[],[],,?,,155,,0,,38,,0,,,,,,,,,649 kj(155 kcal),0,34,"0,07","0,028",['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,
720,Mélange spaghetti,3760022900142,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,Pain chocolat pur beurre x5,2644773019685,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,Istara petit basque pur brebis,0202520060872,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 64.314.100 CE', 'Larceveau-Arros-Cibits (Pyrénées-Atlantiques, France)']",,,,,,
723,Piperade à la basquaise -,3760105355883,,,,,"['Plats préparés', 'Légumes préparés']",,,,['France'],[],[],,?,,82,-9%,"5,1",+11%,"6,1",-12%,"1,4",-32%,,,,,,,,343 kj(82 kcal),"1,6","4,1","0,7","0,28",,5.1 g,en quantité modérée,1.6 g,en quantité modérée,4.1 g,en faible quantité,0.7 g,en quantité modérée,-8%,+123%,+30%,-4%,-4%,5,+1172%,C,+1172%,,,,,,,
724,Pavé de Saumon,0202746020995,E,,,,"['Produits de la mer', 'Poissons', 'Saumons', 'Pavés de saumon']",,,,['France'],[],[],,?,,198,+4%,12,+2%,0,-100%,24,+19%,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,828 kj(198 kcal),"3,1",0,"0,13","0,052",,12 g,en quantité modérée,3.1 g,en quantité modérée,0 g,en faible quantité,0.13 g,en faible quantité,+4%,+53%,-100%,-64%,-64%,0,,B,,,,,,,,
725,"jambon cuit supérieur - morvan - 0,168kg",0239357817584,E,"0,168kg",['2 tranches'],['Morvan'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', '934']",,,['maxi marche'],['France'],[],[],,?,,?,,?,,?,,?,,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,"['Viande Française', 'Viande Porcine Française', 'Qualité supérieure', 'Label Rouge']",,,,,,,,,,,,,,,,,,"['FR 58.079.005 CE', 'Clamecy (Nièvre, France)']",,,,,,
726,Conchiglioni,8015197041257,,,,,,,,,['France'],[],[],,?,,349,,"1,9",,4,,"11,3",,,,,,,,,1460 kj(349 kcal),"0,6","0,01","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,
727,Fol épi,0284951027099,,,,,,,,,['France'],[],[],,?,,354,,28,,"0,5",,"22,6",,,,,,,,,1481 kj(354 kcal),23,"0,5","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,
728,Hachés à l'oignon,3250390677727,,,,,,,,,['France'],[],[],,?,,183,,12,,"3,3",,16,,,,,,,,,766 kj(183 kcal),"5,8","0,5","0,84","0,336","['Viande Française', 'Viande-bovine-francaise']",,,,,,,,,,,,,,,,,,,,,,,,
729,Gingembre bio,3700344608432,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,
730,Tagliatelle aux oeufs,3478220003335,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Nouilles aux oeufs', 'Tagliatelles aux œufs']",,,,['France'],[],[],,?,,289,-4%,"2,6",0%,"56,3",-0%,10,-10%,,,,,,,,1209 kj(289 kcal),"0,6","4,8","0,6","0,24","['Sans colorants', 'Sans conservateurs']",2.6 g,en faible quantité,0.6 g,en faible quantité,4.8 g,en faible quantité,0.6 g,en quantité modérée,-4%,-13%,+171%,+266%,+266%,1,,B,,,,,,,,
731,Pâté au Figatellu et vin apéritif Cap Corse - Charles Antona,3425477105046,,,,['Charles Antona'],,,,,['France'],[],[],,?,,419,,38,,"2,4",,15,,,,,,,,,1753 kj(419 kcal),13,0,"1,7","0,68",['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,
732,Biscozone Stage 3 - BiotechUSA,5999076224036,,,,['BiotechUSA'],,,,,['France'],[],[],,?,,409,,15,,"36,65",,"28,3",,,,,,,,,1711 kj(409 kcal),"3,1",18,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,
733,17981114,17981114,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,Mozzarella - Castelli,8001868004447,D,,,['Castelli'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Mozzarella']",,,,['France'],[],[],,?,,229,-12%,17,-18%,1,-3%,18,+7%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,958 kj(229 kcal),12,1,"0,4","0,16",,17 g,en quantité modérée,12 g,en quantité élevée,1 g,en faible quantité,0.4 g,en quantité modérée,-11%,-14%,+33%,-41%,-41%,8,-22%,C,-22%,,,,,,,
735,Comté 12 mois,2200815666264,D,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,,['France'],[],[],,?,,430,+8%,35,+7%,1,+116%,27,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,1799 kj(430 kcal),23,1,"0,8","0,32",,35 g,en quantité élevée,23 g,en quantité élevée,1 g,en faible quantité,0.8 g,en quantité modérée,+9%,+6%,+260%,-18%,-18%,13,-3%,D,-3%,"['EMB 25156A', 'Clerval (Doubs, France)']",,,,,,
736,Mimolette extra vielle Française,0200016017843,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,Capres,8420403092563,,,,,,,,,['France'],[],[],,?,,37,,"0,87",,"4,2",,"2,12",,,,,,,,,155 kj(37 kcal),0,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,
738,Banane cavendish,2819657012865,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,,['France'],[],[],,?,,?,,?,,?,,?,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,Donuts chocolat -,0201792010509,B,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,,,['France'],[],[],,?,,441,+8%,28,+23%,41,-8%,"6,7",+13%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,1845 kj(441 kcal),13,16,"1,6","0,64",,28 g,en quantité élevée,13 g,en quantité élevée,16 g,en quantité élevée,1.6 g,en quantité élevée,+8%,+23%,-5%,+68%,+68%,25,+28%,E,+28%,,,,,,,
740,Tomme de savoie IGP,2456358020791,,,,,['Tomme de Savoie IGP'],,,,['France'],[],[],,?,,357,+1%,29,+1%,"0,5",-22%,24,-3%,,,,,,,,1494 kj(357 kcal),19,"0,5","1,5","0,6",,29 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,+1%,-9%,+17%,+1%,+1%,20,+8%,E,+8%,"['FR 05.062.004 CE', 'Glaizil (Hautes-Alpes, France)']",,,,,,
741,saint sectaire fermier - le fromager,2488676023680,,,['film alimentaire'],['le fromager'],,,,,['France'],['lles AINT-NECTAIRE FERMIER AOP'],[],,?,,340,,28,,< 1,,22,,,,,,,,,1423 kj(340 kcal),20,"< 0,5","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,
742,Ballotine de magret de canard au foie de canard - Valette - 200g,3598960006530,,200 g,,['Valette'],,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
