,name,bar_code,packaging,brand,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,ingredients_origins,manufacturing,traceability_code,labels,markets,generic_name,brand_owner,palm_ingredients,link
1288,Cassoulet superieur au cinfit de canard -,3760265580910,,,['France'],[],,,[],,?,?,,?,,?,,?,,,B,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de haricots', 'Cassoulets']",,,,,,,,,,,,,,,,,,,,,,,14.6%,32.7%,20.0%,15.1%,8.8%,8.8%,95,,,,"['FR 47.055.019 CE', 'Castelnaud-de-Gratecambe (Lot-et-Garonne, France)']",,,,,,
1289,Infusion menthe saveur chocolat - Franprix,3263850596919,,['Franprix'],['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Franprix'],,,,
1290,Ekologiczna Truskawka,5903874565994,,,['France'],[],,,[],,?,157,657 kj(157 kcal),"0,4","0,1",36,28,1,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,Blanc de Poulet,2227365046513,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,Tome fraiche,0290549042375,,,['France'],[],,,[],,?,331,1385 kj(331 kcal),25,18,"1,5","0,5",25,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,Summer fruit gateau,4008577061147,,,['France'],[],,,[],,?,190,795 kj(190 kcal),"7,7","4,1",26,19,3,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,Veloute de legumes,3700413402695,,,['France'],[],,,[],,?,327,1368 kj(327 kcal),"0,9","0,5","15,7","7,6","60,2",5,2,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",0.9 g,en faible quantité,0.5 g,en faible quantité,7.6 g,en quantité modérée,5 g,en quantité élevée,,+738%,+739%,-42%,-17%,+230%,+311%,+6957%,+676%,+676%,15,+1019%,D,+1019%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,,,,,,,
1295,0204042014371,0204042014371,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,Cuisses De Canard Confites,3432770004044,,,['France'],[],,,[],,?,324,1356 kj(324 kcal),16,"7,2","0,001","0,001",30,"1,9","0,76",D,"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille', 'Plats au canard', 'Canards', 'Cuisses de canard confites']",16 g,en quantité modérée,7.2 g,en quantité élevée,0.001 g,en faible quantité,1.9 g,en quantité élevée,,+22%,+21%,-15%,+11%,-100%,-100%,+29%,+31%,+31%,19,+37%,E,+37%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,
1297,Miel d'avocatier Mexique - Culture Miel,3540860040985,,['Culture Miel'],['France'],[],,,[],,?,?,,?,,?,,?,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'avocatier""]",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,['Mexique'],,,,,,,,
1298,Frutto di Cappero,8033162866421,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,Bio Village,2860144017450,,['Bio Village'],['France'],[],,,[],,?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,,,,,,,,,,,,,,,,,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,,,['Bio'],['Leclerc'],,,,
1300,Lait cru biologique,3541320110002,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,
1301,"Panache chipoltas/merguez - 0,841kg",0261380044675,,,['France'],[],,,[],,?,216,904 kj(216 kcal),"16,3","7,4","1,7",0,"15,38","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,841 kg",,,,,,,,,
1302,Tajine de poulet - L'assiette d'Antoine,3700912300584,,"[""L'assiette d'Antoine""]",['France'],[],,,[],,?,88,368 kj(88 kcal),8,5,13,2,5,"0,6","0,24",D,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet', 'Tajines de poulet']",8 g,en quantité modérée,5 g,en quantité modérée,2 g,en faible quantité,0.6 g,en quantité modérée,,-33%,-31%,+103%,+626%,+2%,-43%,-31%,-25%,-25%,4,+14715%,C,+14715%,79.2%,13.1%,2.3%,3.2%,1.3%,0.9%,42,,,,"['FR 44.131.008 CE', 'Pornic (Loire-Atlantique, France)']",,,,,,
1303,Petits pois carottes extra fins - Auchan,3596710443222,,['Auchan'],['France'],[],,,[],,?,63,264 kj(63 kcal),"0,6","0,2","8,8","3,7","3,4","0,57","0,228",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois et carottes en conserve']",0.6 g,en faible quantité,0.2 g,en faible quantité,3.7 g,en faible quantité,0.57 g,en quantité modérée,,+9%,+10%,+21%,+59%,+8%,+9%,+10%,-3%,-3%,-5,,A,,26.6%,34.8%,16.3%,8.2%,7.5%,6.7%,88,,,,,,['Auchan'],,,,
1304,Sandwich nata - Tirma,77881656,,['Tirma'],['France'],[],,,[],,?,464,1941 kj(464 kcal),21,12,60,31,"7,6","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,Marmelada - Salutem - 350g,5601557052945,,['Salutem'],['France'],[],,,[],,?,214,895 kj(214 kcal),"0,1","0,1",52,"51,6","0,2","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350 g,,,,,,,,,
1306,Brioches,0248621019357,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,Miel d'acacia et Gelée royale - Miel Crétet,3425601533240,,['Miel Crétet'],['France'],[],,,[],,?,327,1368 kj(327 kcal),0,0,81,79,0,0,0,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', 'Produits à tartiner sucrés', 'Édulcorants', 'Préparations à base de miel', 'Préparations à base de miel et gelée royale']",0 g,en faible quantité,0 g,en faible quantité,79 g,en quantité élevée,0 g,en faible quantité,,+1%,+1%,-100%,-100%,+1%,+8%,-100%,-100%,-100%,14,+4%,D,+4%,,,,,,,,,,,,,,,,,
1308,Panini,3021990079811,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,2 cuisses de poulet blanc fermier,2915193005016,,,['France'],[],,,[],,?,179,749 kj(179 kcal),12,"3,6","0,5","0,5",18,"0,25","0,1",D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",12 g,en quantité modérée,3.6 g,en quantité modérée,0.5 g,en faible quantité,0.25 g,en faible quantité,,-6%,-6%,-3%,+7%,+57%,+223%,-2%,-67%,-67%,1,-72%,B,-72%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,['Label Rouge'],,,,,
1310,Tradición,73703389,,,['France'],[],,,[],,?,95,397 kj(95 kcal),"0,8","0,4","11,2","0,7","7,1","0,53","0,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,Thé noir biologique à l'argousier - Nordqvist - 35g,6413446014649,,['Nordqvist'],"['Finlande', 'France']","['Thé noir biologique', ""arôme naturel de baie d'argousier"", ""poudre de baie d'argousier finlandaise biologique""]",,,[],4,?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés noirs']",,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,35g,,['Finland'],,"['Bio', 'Bio européen', 'Commerce équitable', 'EAC', 'Agriculture UE/Non UE', 'FI-EKO-201', 'Fairtrade-maxhavelaar']",,,,,
1312,Foie gras de canard - Gailhou Durdos,3700073726100,,['Gailhou Durdos'],['France'],[],,,[],,?,524,2192 kj(524 kcal),53,22,"2,1","1,8","7,4","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,2694731057662,2694731057662,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 22.099.002 CE', ""Lanfains (Côtes-d'Armor, France)""]",,,,,,
1314,Pate de Sardinha - 65g,5607127777089,,,"['France', 'Allemagne']",[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65 g,,,,,,,,,
1315,2 filets de crocodile marinés au curry,2699199056158,,,['France'],[],,,[],,?,152,636 kj(152 kcal),"7,2","1,5","2,2","0,3",20,"1,27","0,508",,"['Viandes', 'Viande de crocodile']",7.2 g,en quantité modérée,1.5 g,en quantité modérée,0.3 g,en faible quantité,1.27 g,en quantité modérée,,+13%,+13%,+64%,+26%,-39%,-68%,0%,-14%,-14%,2,-19%,B,-19%,,,,,,,,,,,,,,,,,
1316,Cote de porc avec os,2469164038904,,,['France'],[],,,[],,?,?,,?,,?,,?,,,E,"['Viandes', 'Porc', 'Côtes de porc']",,,,,,,,,,,,,,,,,,,,,,,77.5%,16.7%,3.3%,1.3%,0.8%,0.5%,21,,,,,,,,,,
1317,Billettes de riz - Moulin des Moines - 200g,3347437779756,"['Sachet', 'Plastique']",['Moulin des Moines'],['France'],"['Riz complet 75 %', 'farine de riz blanche 25 %']",,,[],1,1549,?,1549 kj(370 kcal),"2,99","0,64","76,08","0,97","7,16","0,008","0,003",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz complet', 'Billettes de riz']",2.99 g,en faible quantité,0.64 g,en faible quantité,0.97 g,en faible quantité,0.008 g,en faible quantité,+11%,,+11%,+13%,+15%,+14%,+46%,-3%,-76%,-76%,-3,,A,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,200 g,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'AB Agriculture Biologique', 'FR-BIO-01', 'Point Vert', 'Triman']",,,,,
1318,Boudin Blanc Forestier,2207828017519,,,['France'],[],,,[],,?,201,841 kj(201 kcal),16,"6,5","2,1","0,9",12,"1,4","0,56",D,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",16 g,en quantité modérée,6.5 g,en quantité élevée,0.9 g,en faible quantité,1.4 g,en quantité modérée,,-17%,-18%,-21%,-17%,-51%,-54%,+17%,-6%,-6%,14,-12%,D,-12%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,,,['Sans colorants'],,,,,
1319,Filets de maquereau fumés,2429646044618,,,['France'],[],,,[],,?,305,1276 kj(305 kcal),"23,7","5,5",2,"0,5","21,1","1,2","0,48",D,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux']",23.7 g,en quantité élevée,5.5 g,en quantité élevée,0.5 g,en faible quantité,1.2 g,en quantité modérée,,+37%,+38%,+45%,+49%,+85%,-6%,+29%,+8%,+8%,13,+109%,D,+109%,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,,,,,,,,,
1320,Twisco,6008155013573,,,['France'],[],,,[],,?,538,2251 kj(538 kcal),33,8,56,55,5,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,Baguette bio omega 3,,,,['France'],[],,,[],,?,280,1172 kj(280 kcal),6,"0,7","47,9","3,9","8,6","1,04","0,416",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,
1322,Crepe fraiche bretonne,0207932014109,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,Croissants et pains au chocolat,0205625026170,,,['France'],[],,,[],,?,397,1661 kj(397 kcal),23,11,39,"8,3","7,9","1,2","0,48",D,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Croissants', 'Pains au chocolat']",23 g,en quantité élevée,11 g,en quantité élevée,8.3 g,en quantité modérée,1.2 g,en quantité modérée,,+3%,+3%,+6%,-17%,-8%,+5%,+7%,+26%,+26%,20,+8%,E,+8%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,,,
1324,Jus d'orange - Oasis,0067311463207,,['Oasis'],['France'],[],,,[],,?,0,0 kj(0 kcal),0,0,40,38,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,Confiture de cassis,3575540000294,,,['France'],[],,,[],,?,?,,?,,?,,?,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de cassis']",,,,,,,,,,,,,,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,['Bio'],,,,,
1326,Pains chocolat X5 et croissants X5,,,,['France'],[],,,[],,?,371,1552 kj(371 kcal),19,12,42,"8,5","7,9","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,Raisins Golden,3760137917899,,,['France'],[],,,[],,?,326,1364 kj(326 kcal),"0,5","0,1","75,5","50,2","3,1","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,Jus de pommes des Cévennes,3760045830686,,,['France'],[],,,[],,?,45,188 kj(45 kcal),0,0,"11,88","11,31","0,07","0,005","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,
1329,Donuts,3276552809386,,,['France'],[],,,[],,?,?,,?,,?,,?,,,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,,,,,,,,,,,,,,,,,,,,,,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,
1330,Chocolat squelette/citrouille,3700345904441,,,['France'],[],,,[],,?,526,2201 kj(526 kcal),"28,3","17,8","61,5","60,2","5,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,Chocolat noir bio,46510396,,,['France'],[],,,[],,?,572,2393 kj(572 kcal),"41,6",25,"35,3",28,"8,5","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,
1332,Tarte normande,0240088038704,,,['France'],[],,,[],,?,295,1234 kj(295 kcal),14,"9,2",38,22,"3,6","0,21","0,084",,"['Tartes', 'Tartes sucrées', 'Tartes normandes']",14 g,en quantité modérée,9.2 g,en quantité élevée,22 g,en quantité élevée,0.21 g,en faible quantité,,+9%,+9%,+18%,+26%,+9%,+9%,-0%,+4%,+4%,16,+17%,D,+17%,,,,,,,,,,,,,,,,,
1333,Miel de fleurs d auvergne - 500g,3380250150067,,,['France'],[],,,[],,?,?,,?,,?,,?,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,500 g,,,,,,,,,
1334,Vitalité,3760273190019,,,['France'],[],,,[],,?,45,188 kj(45 kcal),"0,2","0,03","11,26","7,26","0,78","0,041","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,
1335,Les milanaises - Le Gaulois,0217199037780,,['Le Gaulois'],['France'],[],,,[],,?,?,,?,,?,,?,,,D,"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise']",,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,
1336,Fraise de Plougastel - Dame Cerise,3760029944095,,['Dame Cerise'],['France'],"['fraise de plougastel 66%', 'sucre de canne', 'pectine', 'jus de citron']",['E440 - Pectines'],,[],4,?,241,1008 kj(241 kcal),"0,1",0,59,59,"0,4",0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",0.1 g,en faible quantité,0 g,en faible quantité,59 g,en quantité élevée,0 g,en faible quantité,,+11%,+11%,-59%,-100%,+11%,+16%,-10%,-100%,-100%,11,+26%,D,+26%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,
1337,Chocobar,0209004019616,,,['France'],[],,,[],,?,420,1757 kj(420 kcal),24,13,45,21,"4,7","0,79","0,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,Colorant Alimentaire - Or - Spray,3700392440282,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,"['Additifs alimentaires', 'Colorants alimentaires']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,Les milanaise - Le Gaulois,0217199036271,,['Le Gaulois'],['France'],[],,,[],,?,121,506 kj(121 kcal),"0,8","0,1","5,8","1,9",22,"0,7","0,28",D,"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise']",0.8 g,en faible quantité,0.1 g,en faible quantité,1.9 g,en faible quantité,0.7 g,en quantité modérée,,-8%,-8%,-49%,-81%,-15%,+3%,+3%,-22%,-22%,-1,-246%,A,-246%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,
1340,Filets de colin d'Alaska sans arrete prefits surgeles,3492500051519,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Colins', 'Filets de colin']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,Tendre & Plus,2498786038962,,['Tendre & Plus'],['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 14.752.010 CE', 'Villers-Bocage (Calvados, France)']","['Viande Française', 'Viande-bovine-francaise']",,,,,
1342,DESTINATION CHOCOLAT,3700110011497,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,Beurre cru à la baratte bois,2306807003922,,,['France'],[],,,[],,?,745,3117 kj(745 kcal),82,55,1,0,"0,07","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,Poulet escalope,2231044046183,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,Pavé,2409430040217,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Halal'],,,,,
1346,Ghee - Ayurveda,8436012052003,,['Ayurveda'],"['France', 'Espagne']",[],,,[],,?,891,3728 kj(891 kcal),99,"62,3","0,1","0,1",1,"0,01","0,004",E,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres']",99 g,en quantité élevée,62.3 g,en quantité élevée,0.1 g,en faible quantité,0.01 g,en faible quantité,,+24%,+24%,+24%,+17%,-86%,-84%,+47%,-99%,-99%,19,-13%,E,-13%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,,['en:gluten-free'],,,,,
1347,Ballotins au saumon et noix de saint-jacques,3254560125339,,,['France'],[],,,[],,?,173,724 kj(173 kcal),"10,1","2,4","5,7","1,3","14,7","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,Douceur du verger,50506538,,['Douceur du Verger'],['France'],[],,,[],,?,52,218 kj(52 kcal),"0,5","0,1",12,11,"0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,Maple syrup - Turkey Hill,0065928125013,,['Turkey Hill'],['France'],[],,,[],,?,220,920 kj(220 kcal),0,0,54,48,0,1,"0,4",,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable""]",0 g,en faible quantité,0 g,en faible quantité,48 g,en quantité élevée,1 g,en quantité modérée,,-19%,-19%,-100%,-100%,-21%,-21%,-100%,+549%,+549%,16,+21%,D,+21%,,,,,,,,,,,,,,,,,
1350,Soupe de poissons,3530341000607,,,['France'],[],,,[],,?,40,167 kj(40 kcal),"1,1","0,28","1,24","0,64","5,77","0,41","0,164",E,"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",1.1 g,en faible quantité,0.28 g,en faible quantité,0.64 g,en faible quantité,0.41 g,en quantité modérée,,-17%,-16%,-42%,-38%,-32%,-2%,+12%,-54%,-54%,-2,-329%,A,-329%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,,,,,,,,,,
1351,Yaos - Nestlé,74346561,,['Nestlé'],['France'],[],,,[],,?,104,435 kj(104 kcal),"8,4","5,6","3,4","3,4","2,9","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,
1352,Rocher coco chocolat,0201969030248,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,Saucisse reunionnaise fumee,,,,['France'],[],,,[],,?,306,1280 kj(306 kcal),26,10,"1,6",0,17,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,Miel de Manuka - La Maison du Miel,3760084071460,,['La Maison du Miel'],['France'],[],,,[],,?,?,,?,,?,,?,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de manuka']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,['Nouvelle-Zélande'],,,,,,,,
1355,Tourte alsacienne,3234510622101,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 67.529.005 CE', 'Weyersheim (Bas-Rhin, France)']",,,,,,
1356,Douce de ananas - 240g,5605726550522,,,['France'],[],,,[],,?,255,1067 kj(255 kcal),"0,2","0,1","62,7","61,5","6,25","0,048","0,019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240 g,,,,"['Sans colorants', 'Sans conservateurs']",,,,,
1357,Café,3760167532376,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,3760160630109,3760160630109,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,J'aime le chocolat chaud - Bovetti,3501940522005,,['Bovetti'],['France'],[],,,[],,?,557,2330 kj(557 kcal),42,26,30,25,"8,6","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,MI-CHO-KO,3048281063281,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,
1361,Thé du matin thé noir - Comptoir français du Thé - 30g,3700476829996,,['Comptoir français du Thé'],['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 g,,,,,,,,,
1362,Huile,6111254874874,,,['France'],[],,,[],,?,900,3766 kj(900 kcal),100,"14,4",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,Poulet cuit er fume,0256828036602,,,['France'],[],,,[],,?,175,732 kj(175 kcal),"8,3",0,"0,48",0,"24,5","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 59.578.001 CE', 'Steenbecque (Nord, France)']",,,,,,
1364,Strawberry and Pomegranate Smoothie,4088600011660,,,['France'],[],,,[],,?,67,280 kj(67 kcal),"1,4","0,9",10,"8,9","3,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,Assortie de charcuterie,3498940004269,,,['France'],[],,,[],,?,358,1498 kj(358 kcal),27,10,"2,5","2,5",28,"6,3","2,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,Soursop green tea,4792175065859,,,['France'],[],,,[],,?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,
